code;name
3511401;Construction and repair of large vessels
3511403;Repair of vessels for commercial use and for special uses  except for large vessels
6322303;Hull cleaning and maintenance of ships in port
3512202;Repair of boats for sport and leisure
2023000;Manufacture of cooperage artifacts and wooden packaging
2891600;Manufacture of metal packaging
2899100;Manufacture of other elaborate metal products
3431200;Manufacture of cabins, bodies and trailers for trucks
3694399;Manufacture of toys and other recreational games
2813400;Manufacture of heavy boiler works
2821500;Manufacture of tanks, metallic reservoirs and boilers for central heating
2822300;Manufacture of steam generating boilers  except for central heating and for vehicles
2911400;Manufacture of stationary internal combustion engines, turbines and other nonelectric prime movers, including parts except for aircraft and road vehicles
2912200;Manufacture of pumps and hydraulic rams, including parts
2913000;Manufacture of valves, faucets and valves, including parts
2914900;Manufacture of compressors, including parts
2915700;Manufacture of transmission equipment for industrial purposes  including bearings and parts
2921100;Manufacture of industrial furnaces, nonelectric apparatus and equipment for thermal installations, including parts
2922000;Manufacture of electric stoves and ovens for industrial purposes  including parts
2923800;Manufacture of machinery, equipment for transporting and lifting loads and people  including parts
2924600;Manufacture of refrigeration and ventilation machines and equipment for industrial and commercial use  including parts
2929700;Manufacture of other general purpose machinery and equipment  including parts
2931900;Manufacture of machinery and equipment for agriculture, poultry and obtaining animal products  including parts
2940800;Machine tool manufacturing  including parts
2951300;Manufacture of machinery and equipment for prospecting and extracting oil  including parts
2952100;Manufacture of other machines and equipment for use in mineral extraction and construction  including parts
2954800;Manufacture of earthmoving and paving machinery and equipment
2961000;Manufacture of machinery for the metallurgical industry, including parts  except machine tools
2962900;Manufacture of machinery and equipment for the food, beverage and tobacco industries  including parts
2963700;Manufacture of machinery and equipment for the textile industry  including parts
2964500;Manufacture of machinery and equipment for the clothing, leather and footwear industries  including parts
2965300;Manufacture of machines and devices for the pulp, paper and cardboard industry and artifacts  including parts
2969600;Manufacture of other machines and equipment for specific use  including parts
3111900;Manufacture of direct or alternating current generators, including parts
3112700;Manufacture of transformers, inductors, converters, synchronizers and the like, including parts
3113500;Manufacture of electric motors, including parts
3121600;Manufacture of substations, switchboards, voltage regulators and other devices and equipment for distribution and control of electrical energy, including parts
3192500;Manufacture of devices and equipment for signaling and alarm
3199200;Manufacture of other electrical appliances or equipment
3221200;Manufacture of radio and television transmitting equipment and equipment for telephone stations, for radiotelephony and radiotelegraphy, microwave ovens and repeaters  including parts
3310301;Manufacture of apparatus, equipment and furniture for hospital installations, in medical and dental offices and for laboratories
3320000;Manufacture of measuring, testing and control apparatus and instruments  except equipment for industrial process control
3330800;Manufacture of machines, devices and equipment for electronic systems dedicated to industrial automation and control of the production process
3340502;Manufacture of optical instruments, parts and accessories
3611002;Wood furniture assembly services for end consumers
3612902;End consumer metal furniture assembly services
3613702;Assembly services for furniture made of different materials (except wood and metal), for the final consumer
3699499;Manufacture of various products
4011800;Electricity production (generation), including integrated production
4012600;​
4013400;Commercialization of electricity
4014200;​
4020701;Production and distribution of gas through pipelines
4020702;Distribution of gaseous fuels of any type by piping system
4030400;Production and distribution of steam and hot water
4100900;​
5269800;Water trade through tanker car
9000003;​
9000099;Other activities related to urban cleaning and sewage
4550099;Other construction finishing works
9000001;Urban cleaning  except landfill management
2330200;Elaboration of nuclear fuels
9000001;Urban cleaning  except landfill management
9000001;Urban cleaning  except landfill management
9000002;Sanitary landfill management
2330200;Elaboration of nuclear fuels
9000002;Sanitary landfill management
3710901;Aluminum scrap recycling
3710999;Recycling of other scrap metal
3720600;Nonmetallic scrap recycling
9000001;Urban cleaning  except landfill management
3720600;Nonmetallic scrap recycling
9000099;Other activities related to urban cleaning and sewage
7010600;Incorporation and purchase and sale of real estate
4521701;Buildings (residential, industrial, commercial and services)
4522501;Road works (roads, railways and airports)
4522502;​
4523300;special works of art
4522503;Urbanization and landscaping works
4531401;​
4531402;​
4531403;​
4533001;Construction of telephony and communication stations and networks
4533002;Maintenance of telephony and communications stations and networks
4529203;Construction of water and sewer networks
4529202;​
4529204;Construction of pipeline transport networks
4529201;Maritime and river works
4525001;Assembly of metal structures  except temporary ones
4525003;​
4521701;Buildings (residential, industrial, commercial and services)
4529299;Other civil engineering works
4511001;​
4560800;Rental of construction and demolition machinery and equipment with workers
4511002;land preparation
4512802;Surveys for civil construction
4511002;land preparation
4513600;Earthmoving and other earth moving
4560800;Rental of construction and demolition machinery and equipment with workers
4511002;land preparation
4513600;Earthmoving and other earth moving
4541101;Electrical installation and maintenance in buildings
4543801;​
4542000;​
4543802;​
4549704;ad installation
4549702;Installation of equipment for guiding river and lake maritime navigation
4541102;Installation, maintenance and repair of elevators, escalators and moving walkways  except for own manufacture
4549701;​
4549703;Acoustic and thermal treatments
4549799;Other installation works
4550003;​
4550005;Installation of doors, windows, ceilings, partitions and builtin cabinets in any material, including frames
4550002;​
4550004;General building painting services
4560800;Rental of construction and demolition machinery and equipment with workers
4550006;Interior and exterior coating and resin application services
4560800;Rental of construction and demolition machinery and equipment with workers
4550001;Masonry and plastering works
4550099;​
4512801;Foundations for civil construction
4560800;Rental of construction and demolition machinery and equipment with workers
4521702;​
4525002;​
4550001;Masonry and plastering works
4560800;Rental of construction and demolition machinery and equipment with workers
4529205;​
4529299;Other civil engineering works
4550099;Other construction finishing works
4560800;Rental of construction and demolition machinery and equipment with workers
5010502;​
5010506;​
5010501;Wholesale of cars, vans and SUVs, new and used
5010503;​
5010504;​
5010505;​
5010507;​
5010507;Sales representatives and agents of the trade of motor vehicles
5020201;Car maintenance and repair services
5020202;Maintenance and repair services for trucks, buses and other heavy vehicles
5020201;Car maintenance and repair services
5020202;Maintenance and repair services for trucks, buses and other heavy vehicles
5020201;Car maintenance and repair services
5020202;Maintenance and repair services for trucks, buses and other heavy vehicles
5020201;Car maintenance and repair services
5020202;Maintenance and repair services for trucks, buses and other heavy vehicles
5020203;Vehicle washing, lubrication and polishing services
5020204;Rubber and rubber services
5020205;​
5030001;​
5030002;Wholesale of tires and inner tubes
5030003;​
5030006;​
5030004;Retail sale of tires and inner tubes
5030005;​
5041501;​
5041502;​
5041503;Retail sale of motorcycles and scooters
5041503;Retail sale of motorcycles and scooters
5041504;​
5041505;Sales representatives and agents in the trade of parts and accessories for motorcycles and scooters
5041505;Sales representatives and agents in the trade of parts and accessories for motorcycles and scooters
5042300;​
5111000;Sales representatives and agents in the trade of agricultural raw materials, live animals, textile raw materials and semifinished products
5112800;Sales representatives and agents in the trade of fuels, minerals, metals and industrial chemicals
5113600;​
5114400;Sales representatives and agents in the trade of machinery, industrial equipment, ships and aircraft
5115200;Sales representatives and agents in the furniture and household items trade
5116000;Sales representatives and agents in the textile, clothing, footwear and leather goods trade
5117900;​
5118700;Sales representatives and agents of trade specialized in products not previously specified
5118700;Sales representatives and agents of trade specialized in products not previously specified
5118700;Sales representatives and agents of trade specialized in products not previously specified
5118700;Sales representatives and agents of trade specialized in products not previously specified
5119500;Commercial representatives and agents of the trade of goods in general (nonspecialized)
5121703;​
5121704;​
5122501;Cattle wholesale trade
5122502;Equine wholesale trade
5122503;Wholesale of sheep
5122504;Pork wholesale trade
5122505;Wholesale of other live animals
5122506;Wholesale trade of hides, skins, horns, bones, hooves, mane, wool, raw hair and bristles, feathers and down
5121702;​
5121705;​
5121706;Cocoa berry wholesale
5121707;​
5121708;​
5121709;Wholesale trade of in natura agricultural products with fractionation and associated packaging activity
5121701;Wholesale trade of industrialized food products for animals  except domestic ones
5139007;Wholesale trade of food products for domestic animals
5121799;"Wholesale trade of other ""in natura"" cereals, legumes and various agricultural raw materials"
5131400;Wholesale of milk and milk products
5132201;Wholesale trade of processed cereals and processed legumes
5132202;​
5132203;​
5133001;​
5133002;​
5133003;​
5134900;Wholesale of meat and meat products
5134900;Wholesale of meat and meat products
5135700;​
5134900;Wholesale of meat and meat products
5136501;​
5136502;​
5136503;​
5136599;Wholesale of other beverages in general
5137301;​
5137302;​
5139001;​
5139002;​
5139003;​
5139004;​
5139005;Wholesale of pasta in general
5139006;​
5139008;​
5139099;Wholesale of other food products
5139099;Wholesale of other food products
5139009;Wholesale trade of other food products not previously specified, with associated fractionation and packaging activity
5141102;​
5141103;​
5141104;​
5142001;Wholesale trade of clothing and accessories  except professional and security
5142002;​
5143800;​
5142003;​
5145401;Wholesale of pharmaceutical products for human use
5145402;Wholesale trade of pharmaceutical products for veterinary use
5145403;Wholesale of medical, surgical, hospital and laboratory instruments and materials
5145404;​
5145405;​
5146201;​
5146202;​
5147001;​
5147002;​
5144601;Wholesale trade of electrical machinery, appliances and equipment for personal and domestic use
5144602;​
5149702;​
5149703;Wholesale of furniture
5149704;Wholesale trade of upholstery, bedding, blinds and curtains
5149704;Wholesale trade of upholstery, bedding, blinds and curtains
5149705;​
5149706;Wholesale of films, tapes and records
5149701;​
5149707;​
5149708;Wholesale trade of jewelry, watches and costume jewelry, including polished precious and semiprecious stones
5149799;Wholesale of other articles for personal and household use
5192600;Specialized wholesale trade in goods not otherwise specified
5165901;Wholesale trade of computer equipment, parts and pieces
5165901;Wholesale trade of computer equipment, parts and pieces
5165902;Wholesale trade of communication equipment, parts and pieces
5161600;Wholesale of machinery, apparatus and equipment for agricultural use, your parts and accessories
5169101;Wholesale of machinery, apparatus and equipment for industrial use, your parts and accessories
5169101;Wholesale of machinery, apparatus and equipment for industrial use, your parts and accessories
5169102;Wholesale of machinery, apparatus, equipment and dentalmedicalhospital and laboratory materials, your parts and accessories
5164001;Wholesale trade of machinery and equipment for trade, parts and pieces
5169103;Wholesale trade of pumps and compressors, your parts and accessories
5164002;Wholesale trade of machines and equipment for the office, parts and pieces
5169199;Wholesale of machinery, apparatus and equipment for other uses not previously specified, your parts and accessories
5192600;Specialized wholesale trade in goods not otherwise specified
5153501;Wholesale trade in raw wood and byproducts
5153503;​
5153505;Wholesale trade of electrical material for construction
5153502;​
5153504;​
5153506;​
5153507;Wholesale trade of glass, mirrors, stained glass and frames
5153599;Wholesale of other building materials
5153599;Wholesale of other building materials
5151901;Wholesale trade of fuel alcohol, gasoline and other petroleum products  except retail carrier (TRR) and lubricants
5151902;​
5151904;Wholesale trade of fuels of vegetable origin  except fuel alcohol
5151905;​
5151906;​
5151903;Wholesale trade of liquefied petroleum gas (LPG)
5154301;​
5154302;​
5154303;​
5154399;Wholesale of other chemical products
5159403;Wholesale trade of steel and metallurgical products  except for construction
5159402;​
5159401;​
5155103;Wholesale trade of recyclable paper and cardboard waste
5155102;Wholesale trade of nonmetallic waste and scrap  except recyclable paper and cardboard
5155101;​
5152700;Wholesale trade of extractive products of mineral origin  except fuels
5141101;Wholesale of textile yarns and fibers
5159499;Wholesale trade of other nonagricultural intermediate products, not otherwise specified
5192600;Specialized wholesale trade in goods not otherwise specified
5191801;Wholesale trade of goods in general without predominance of articles for use in agriculture
5191802;Wholesale trade of articles for use in agriculture
5191801;Wholesale trade of goods in general without predominance of articles for use in agriculture
5211600;Retail trade of goods in general, with a predominance of food products, with a sales area of ​​more than 5000 square meters  hypermarkets
5212400;Retail trade of goods in general, with a predominance of food products, with a sales area between 300 and 5000 square meters  supermarkets
5213201;minimarkets
5213202;Grocery stores and retail stores
5215901;​
5215902;Variety stores  except department stores or department stores
5215903;​
1581402;Manufacture of bakery, confectionery and pastry products  except industrialized
5221301;Retail sale of bakery and confectionery products
5221302;Retail trade of dairy products, cold cuts and preserves
5222100;Retail sale of candies, bonbons and the like
5223000;​
5229903;​
5224800;​
5229902;​
5229901;​
5214000;Retail sale of goods in convenience stores
5229999;Retail sale of other food products not otherwise specified
5050400;Retail sale of fuels and lubricants for motor vehicles
5050400;Retail sale of fuels and lubricants for motor vehicles
5244203;Retail sale of paint supplies
5244205;Retail sale of electrical materials for construction
5244202;Retail sale of glass, mirrors, stained glass and frames
5244201;Retail sale of hardware, tools and metallurgical products
5244204;Retail trade of wood and its artifacts
5244206;​
5244207;​
5244299;​
5244208;​
5245002;Retail sale of machinery, equipment and IT materials
5245003;Retail sale of machinery, equipment and communication materials
5242601;Retail sale of electrical and electronic machinery, apparatus and equipment for domestic and personal use  except computer equipment
5243401;​
5243402;​
5243404;​
5231001;​
5231002;Retail sale of haberdashery items
5231003;Retail sale of bed, table and bath articles
5242603;Retail sale of musical instruments and accessories
5249312;Retail sale of parts and accessories for home appliances and electronic devices  except computer parts and accessories
5243403;Upholstery retail trade
5242601;Retail sale of electrical and electronic machinery, apparatus and equipment for domestic and personal use  except computer equipment
5243499;Retail sale of other household items
5246901;​
5246903;​
5246902;​
5242604;Retail trade of records and tapes
5249306;​
5249305;​
5249304;Retail trade of bicycles and tricycles, your parts and accessories
5249308;Retail sale of hunting, fishing and camping articles
5249314;Retail sale of boats and other recreational vehicles, your parts and accessories
5241801;​
5241803;​
5241802;​
5241806;​
5241804;Retail sale of perfumery, cosmetics and toiletries
5241805;​
5249301;Retail trade of optical articles
5232900;Retail sale of clothing items and accessories
5233701;​
5233702;Retail trade of leather and travel goods
5249302;Retail sale of watches and jewelery
5249302;Retail sale of watches and jewelery
5247700;​
5250701;​
5250799;​
5249303;Retail sale of souvenirs, costume jewelry and handicrafts
5249307;Retail sale of natural and artificial plants and flowers and ornamental fruits
5249310;​
5249311;Retail sale of animal items, feed and live animals for domestic breeding
5249315;Retail sale of sanitizing products  household cleaning products
5249313;​
5245001;Retail sale of office machinery and equipment
5242602;Retail trade of photographic and cinematographic articles
5249309;​
5244202;Retail sale of glass, mirrors, stained glass and frames
5249399;​
6010002;Rail freight transport, intercity and interstate
6010001;Rail transport of passengers, intercity and interstate
6021600;Municipal and intercity metropolitan railway passenger transport
6029100;Regular transport on trams, funiculars, cable cars or trains for exploring tourist spots
6022400;​
6023201;Passenger road transport, regular, urban municipal
6023202;Passenger road transport, regular, metropolitan intercity
6024001;Passenger road transport, regular, nonurban municipal
6024002;Passenger road transport, regular, intercity
6024003;Passenger road transport, regular, interstate
6024004;Passenger road transport, regular, international
6025901;taxi services
6025902;Leasing of passenger road vehicles with driver, municipal
6025906;municipal school transport
6025907;intercity school transport
6025902;Leasing of passenger road vehicles with driver, municipal
6025903;Leasing of passenger road vehicles with driver, intercity, interstate and international
6025904;Organization of excursions in municipal road vehicles
6025905;​
6025903;Leasing of passenger road vehicles with driver, intercity, interstate and international
6026701;Road freight transport in general, municipal
6026703;Leasing of road freight vehicles with driver
6026702;Road transport of cargo in general, intercity, interstate and international
6026703;Leasing of road freight vehicles with driver
6027500;​
6028301;​
6030500;​
6029100;Regular transport on trams, funiculars, cable cars or trains for exploring tourist spots
6111500;cabotage maritime transport
6111500;cabotage maritime transport
6112300;Long sea shipping
6112300;Long sea shipping
6122001;Inland freight transport, municipal, nonurban
6122002;Transport by inland cargo navigation, intercity, nonurban, interstate and international
6121201;Passenger inland waterway transport, municipal, nonurban
6121202;Transport by inland passenger navigation, intercity nonurban, interstate and international
6322302;Towage in estuaries and ports
6322399;Other auxiliary activities of water transport
6322302;Towage in estuaries and ports
6322399;Other auxiliary activities of water transport
6123901;Municipal, urban water transport
6123902;Intercity, urban water transport
6111500;cabotage maritime transport
6121201;Passenger inland waterway transport, municipal, nonurban
6121202;Transport by inland passenger navigation, intercity nonurban, interstate and international
6121201;Passenger inland waterway transport, municipal, nonurban
6121202;Transport by inland passenger navigation, intercity nonurban, interstate and international
6210300;Air transport, regular
6220001;Air taxi services and aircraft rental with crew
6220002;Other nonscheduled air transport services
6210300;Air transport, regular
6220002;Other nonscheduled air transport services
6230800;​
6312601;General warehouses (issuance of warrants)
6028302;furniture storage service
6312602;Other warehouses for goods for third parties
6311800;​
6321502;Operation of bridges, tunnels, highways and related services
6321501;​
6321503;Car parking exploration
6321504;Call centers and taxi reservations
5020206;​
6321599;Other activities auxiliary to land transport
6322301;Operation of ports and terminals
6322301;Operation of ports and terminals
6340103;freight forwarding
6340199;Other activities related to the organization of cargo transport
6322399;Other auxiliary activities of water transport
6323101;Operation of airports and landing fields
6323102;Aircraft maintenance on the runway
6323199;Other auxiliary activities of air transport
6340102;stewardship activities
6340101;​
6340103;freight forwarding
6340104;Logistics organization of cargo transport  multimodal transport operator
6340104;Logistics organization of cargo transport  multimodal transport operator
6411401;​
6411402;Activities of Correio Nacional carried out by franchising
6412201;​
6412202;​
5513101;Hotel
5513102;Apart Hotel
5513103;Motel
5519001;Hostels  except assistance
5519002;camping
5519005;Pension
5519099;Other types of accommodation
5521201;restaurant
5521202;Choperias, whiskeria and other establishments specializing in serving drinks
5522000;Snack bar, tea houses, juice bars and similar
5529800;Other catering services (in trailers, kiosks, vehicles and other equipment)
5524701;​
5524702;catering services
5523901;Canteen (private food service)  own operation
5523902;Canteen (private food service)  exploitation by third parties
5524703;​
2215200;Publishing of books, newspapers and magazines
6593502;copyright management
7240000;Database activities and online distribution of electronic content
2215200;Publishing of books, newspapers and magazines
7240000;Database activities and online distribution of electronic content
2215200;Publishing of books, newspapers and magazines
7240000;Database activities and online distribution of electronic content
2219500;Edition, editing and printing of other graphic products
7240000;Database activities and online distribution of electronic content
2216000;Book publishing and printing
2217900;Newspaper editing and printing
2218700;Magazine editing and printing
2219500;Edition, editing and printing of other graphic products
9211801;​
9211802;Film and videotape production activities  except film studios
9211802;Film and videotape production activities  except film studios
9211803;Dubbing and sound mixing services
9211803;Dubbing and sound mixing services
9211899;Other activities related to film and videotape production
6593502;copyright management
9212600;Film and video distribution
9213400;Film and video projection
2214400;Editing of records, tapes and other recorded material
6593502;copyright management
9211804;sound recording studios
9221500;radio activities
6420340;Transmission and retransmission of radio signals
9221500;​
9222301;​
9222302;PayTV activities
9222302;PayTV activities
6420311;Wired telecommunications  switched fixed telephony
6420312;Wired Telecommunications  Telecommunications Transport Network Services (SRTT)
6420399;Other telecommunications
6420319;Other wired telecommunications services
6420321;Wireless telecommunications  cellular mobile telephony
6420322;Wireless telecommunications  specialized mobile service  SME (trunking)
6420329;Other wireless telecommunications services
6420330;​
6420351;Transmission and retransmission of open television signals
6420352;Transmission and retransmission of payTV signals
9222302;PayTV activities
6420352;Transmission and retransmission of payTV signals
9222302;PayTV activities
6420352;Transmission and retransmission of payTV signals
9222302;PayTV activities
6420380;Providers of access to telecommunications networks
6420399;Other telecommunications
6420391;Specialized networks and circuits  specialized limited service
6420392;Connection service to public telecommunications networks
6420399;Other telecommunications
7229000;Custom software development and other software consultancy
7240000;Database activities and online distribution of electronic content
7221400;Turnkey software development and editing
7221400;Turnkey software development and editing
7210900;hardware consulting
7229000;Custom software development and other software consultancy
7290700;Other IT activities, not specified above
7230300;Data processing
7240000;Database activities and online distribution of electronic content
7240000;Database activities and online distribution of electronic content
9240100;News agency activities
7499399;Other services provided mainly to companies
6510200;​
6521800;​
6522600;Multiple banks (with commercial portfolio)
6523400;​
6524201;​
6524202;mutual credit unions
6524202;​
6524203;​
6531500;Multiple banks (without commercial portfolio)
6532300;​
6533100;​
6551000;​
6534001;​
6534002;​
6534003;​
6535800;Credit, financing and investment companies
6559506;​
6540400;​
6592700;​
6599405;​
7414400;Management of equity interests (holdings)
6599403;holding companies
6591901;Investment funds  except social security
6591902;​
6591901;Investment funds  except social security
6559503;Factoring
6559505;​
6559501;consortium management
6599401;​
6599402;​
6599408;​
6559504;​
6559507;​
6559599;Other lending activities
6599499;Other financial intermediation activities, not previously specified
6611701;​
6611702;funeral assistance plans
6612599;Other nonlife insurance
6612501;Health insurance
6613300;​
6621400;​
6622200;​
6630300;​
6711301;​
6711302;​
6711303;​
6711304;​
6712101;​
6712102;​
6712103;​
6712104;​
6712106;Investment agency in financial applications
6559502;credit card administration
6719901;​
6719902;Exchange market settlement boxes
6719904;​
6719905;Representation of foreign banks
6719906;​
6719999;Other auxiliary activities of financial intermediation, not previously specified
6719999;Other auxiliary activities of financial intermediation, not previously specified
6720202;​
6720203;​
6720201;Brokers and agents of insurance and private pension and health plans
6720299;Other ancillary activities of insurance and private pension, not previously specified
6599407;Management of funds for various purposes  except investments
6712105;Management of securities portfolios for third parties
7010600;Incorporation and purchase and sale of real estate
7020300;real estate rental
7031900;Real estate brokerage and valuation
7032700;Thirdparty property management
7032700;Thirdparty property management
7411001;​
7411003;​
7411004;​
7411002;notary activities
7412801;​
7412802;Accounting audit activities
7416002;Business management advisory services
7420901;Architectural technical services
7420902;Engineering technical services
7420903;Technical cartography, topography and geodesy services
7420904;Geological prospecting activities
7420905;Specialized technical drawing services
7499399;Other services provided mainly to companies
7420999;Other specialized technical services
7430600;Testing of materials and products, quality analysis
7310500;Research and development of physical and natural sciences
7320200;Research and development of social sciences and humanities
7440301;Advertising and publicity agencies
7440302;Agency and leasing of advertising spaces
7440399;Other advertising services
7440399;Other advertising services
7499399;Other services provided mainly to companies
7440399;Other advertising services
7440399;Other advertising services
7440399;Other advertising services
7413600;​
7499399;Other services provided mainly to companies
7499306;interior decoration services
7491801;photo studios
9240100;News agency activities
7491804;Aerial, underwater and similar photography services
7491803;​
7491805;​
7491806;​
7499301;​
7499309;​
7416001;Advice on agricultural and livestock activities
7499312;Activity of intermediation and agency of services and business in general, without defined specialization
7499399;Other services provided mainly to companies
7499399;Other services provided mainly to companies
8520000;veterinary services
7110200;Car rental without driver
7122600;Rental of boats without crew  except for recreational purposes
7123400;Aircraft rental without crew
7121800;Rental of other means of land transport, including containers
7140405;Rental of sports material and equipment
7140403;Rental of tapes, videos, discs, cartridges and the like
7140401;Rental of clothing, jewelry, shoes and other accessories
7139001;​
7139004;Rental of materials and equipment for events
7140402;Rental of furniture, fixtures and appliances for domestic and personal use, including musical instruments
7140404;Rental of medical and paramedical equipment
7140499;Rental of other personal and household objects
7131500;Rental of agricultural machinery and equipment
7132300;Rental of machinery and equipment for construction and civil engineering, including scaffolding
7132300;Rental of machinery and equipment for construction and civil engineering, including scaffolding
7133100;Rental of office machinery and equipment, including computers and telephone equipment
7139002;​
7139003;​
7139004;Rental of materials and equipment for events
7121800;Rental of other means of land transport, including containers
7139099;Rental of other commercial, industrial, electrical or nonelectric machinery and equipment, without operator
6593501;Licensing, buying and selling and leasing of nonfinancial intangible assets  except copyright
7450001;​
7450002;Hiring of labor
7450001;Labor selection and agency
6330400;Activities of travel agencies and travel organizers
6330400;Activities of travel agencies and travel organizers
6330400;Activities of travel agencies and travel organizers
9232002;Ticket sales agencies for concert halls
7460802;​
7460803;​
7460804;Value transport services
7460802;Surveillance and private security activities
7460801;​
7032700;Thirdparty property management
7470501;Property cleaning activities
7040800;Condominiums of residential buildings or not
7470501;Property cleaning activities
7470502;Immunization activities and urban pest control
7470501;Property cleaning activities
7470502;Immunization activities and urban pest control
161901;Gardening service  including lawn planting
7499305;Administrative services for third parties
7499302;Photocopying, scanning and related services
7499399;Other services provided mainly to companies
7499303;Telephone contact services
7499307;Party and event organization services  except cultural and sports
7499313;​
7499308;Billing and registration information services
7492600;Bottling and packaging activities, on behalf of third parties
7499310;Electricity, gas and water consumption measurement service
7499311;Issuance of food, transport and similar vouchers
7499399;Other services provided mainly to companies
7499304;auctioneer services
6599407;Management of funds for various purposes  except investments
9262202;Activities of concessionaires and the sale of lottery tickets
7499399;Other services provided mainly to companies
7499399;Other services provided mainly to companies
7511600;​
7514000;Public administration support activities
7512400;Regulation of social and cultural activities
7513200;​
7521300;​
7522100;​
7523000;​
7524800;​
7525600;​
7530200;Social Security
8013600;Early childhood education  kindergartens
8014400;​
8015200;​
8020900;​
8031400;​
8032200;​
8033000;​
8096900;​
8097700;​
7416002;Business management advisory services
7416002;Business management advisory services
9261404;​
8099306;Courses related to arts and culture
8099306;Courses related to arts and culture
8099306;Courses related to arts and culture
8099306;Courses related to arts and culture
8099303;language courses
8099301;​
8099302;​
8099304;computer courses
8099305;​
8099307;Competition preparatory courses
8099399;​
8511100;Hospital care activities
8512000;Urgent and emergency response activities
8512000;Urgent and emergency response activities
8512000;Urgent and emergency response activities
8516207;removals services
8513801;Medical clinic activities (clinics, offices and outpatient clinics)
8513801;Medical clinic activities (clinics, offices and outpatient clinics)
8513801;Medical clinic activities (clinics, offices and outpatient clinics)
8513802;Dental clinic activities (clinics, offices and outpatient clinics)
8513803;​
8516205;sperm bank services
8513899;Other ambulatory care activities
8514601;Activities of the pathologicalcytological anatomy laboratories
8514602;Activities of clinical analysis laboratories
8514603;dialysis services
8514604;Xray, radiodiagnosis and radiotherapy services
8514604;Xray, radiodiagnosis and radiotherapy services
8514699;Other complementary diagnostic and therapeutic service activities
8514699;Other complementary diagnostic and therapeutic service activities
8514699;Other complementary diagnostic and therapeutic service activities
8514699;Other complementary diagnostic and therapeutic service activities
8514605;​
8514604;Xray, radiodiagnosis and radiotherapy services
8514606;blood bank services
8514699;Other complementary diagnostic and therapeutic service activities
8516206;organ banking services
8514699;Other complementary diagnostic and therapeutic service activities
8515401;nursing services
8515402;nutrition services
8515403;psychology services
8515404;Physical therapy and occupational therapy services
8515404;Physical therapy and occupational therapy services
8515405;speech therapy services
8515406;Enteral and parenteral nutrition therapy services
8515499;Other professional health service activities
8515499;Other professional health service activities
8516201;Alternative therapy activities
8516202;acupuncture services
8516204;Breast milk bank services
8516299;Other activities related to health care
8513801;Medical clinic activities (clinics, offices and outpatient clinics)
8531601;nursing homes
8513801;Medical clinic activities (clinics, offices and outpatient clinics)
8513801;Medical clinic activities (clinics, offices and outpatient clinics)
8531699;Other social services with accommodation
8513801;Medical clinic activities (clinics, offices and outpatient clinics)
8513801;Medical clinic activities (clinics, offices and outpatient clinics)
8532402;Rehabilitation centers for drug addicts without housing
8513801;Medical clinic activities (clinics, offices and outpatient clinics)
8531604;Rehabilitation centers for drug addicts with accommodation
8531699;Other social services with accommodation
8531602;​
8531603;​
8513801;Medical clinic activities (clinics, offices and outpatient clinics)
8531699;Other social services with accommodation
8532499;Other social services without housing
9900700;​
9309299;Other personal service activities, not otherwise specified
9231201;theater companies
9231202;Other artistic companies  except theater
9231202;Other artistic companies  except theater
9239801;Production of circus shows, puppets and similar
9239802;​
9231299;Other specialized services linked to artistic activities
9232004;Sound services and other activities related to the management of concert halls
9231203;Production, organization and promotion of artistic shows and cultural events
9239899;Other show activities, not specified above
9231299;Other specialized services linked to artistic activities
9240100;News agency activities
9231204;​
9232001;Exploring showrooms
9251700;​
9252501;museum management
9252502;Conservation of historic places and buildings
9253300;Activities of botanical gardens, zoos, national parks and ecological reserves
9262201;bingo exploration
9261406;Horse racing activities
9262203;Phone sweepstakes
9262204;Exploration of other games of chance
9261403;Management of sports facilities
9261401;Social, sports and similar clubs
9261405;​
9261402;Organization and operation of sports activities
162799;Other service activities related to livestock  except veterinary activities
9261402;Organization and operation of sports activities
9261499;Other sporting activities
9262207;Exploring amusement parks and the like
9239803;dance academies
9239804;Nightclubs, nightclubs and similar
9262205;​
9262208;​
9262206;Exploration of arcades and electronic games
9262299;Other leisurerelated activities
9500100;​
9309202;​
9111100;Activities of business and employer organizations
9112000;Activities of Professional Organizations
9199500;Other associative activities, not specified above
9191000;​
9192800;​
9199500;Other associative activities, not specified above
9199500;Other associative activities, not specified above
7250800;Maintenance, repair and installation of office and computer machines
3290501;Maintenance and repair of radio and television transmission equipment and equipment for telephone stations, for radiotelephony and radiotelegraphy  including microwave ovens
3290502;Maintenance and repair of intercom systems and similar  except telephones
5271002;Telephone repair and maintenance
5271001;Repair and maintenance of machines and household appliances  except telephone sets
5272800;shoe repair
5279501;​
5279502;Jewelry and watch repair
5279504;Repair of bicycles, tricycles and other recreational vehicles
5279503;Repair and restoration of wooden articles and furniture
5279502;Jewelry and watch repair
5279599;Repair of other personal and household objects
9301701;Laundries and dry cleaners
9301701;Laundries and dry cleaners
9301702;​
9302501;​
9302502;Manicures and other beauty treatment services
9303301;​
9303302;Human and animal corpse cremation services
9303303;​
9303304;​
9303305;Somato conservation services
9303399;Other funeral activities
9304100;Physical maintenance activities
9309201;Marriage agency activities
