name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,dissolution_date,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,reason_for_administrative,mailing_international_address,office_jurisdiction_3
"PINE LAKE, LLC",LLC,Active,,1348468,2022-03-31,99 PINE LAKE DRIVE,COVENTRY,United States,06238,CT,alexander.r.coelho@gmail.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:46.0766667,,,,,,,,,,,,,,,,,,,,,,,
SALVA CONSTRUCTION LLC,LLC,Active,,1348469,2022-03-31,173 KNOB HILL ROAD,MERIDEN,United States,06451,CT,Masterspro276@gmail.com,Domestic,2020-06-24,CT,Connecticut,False,False,True,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:46.0766667,,,,,,,,,,,,,,,,,,,,,,,
ZADDY'S A-1 HANDYMAN SERVICES LLC,LLC,Active,Annual report past due,1348470,2021-03-31,20 ANDOVER CT,BROOKFIELD,United States,06804,CT,EFILE1234@INCFILE.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.0766667,,,,,,,,,,,,,,,,,,,,,,,
JACKSON LEGACY L.L.C.,LLC,Active,Annual report past due,1348471,2021-03-31,130 ANTON ST APT B3,BRIDGEPORT,United States,06606,CT,EFILE1234@INCFILE.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.0766667,,,,,,,,,,,,,,,,,,,,,,,
O & R QUALITY FENCE LLC,LLC,Active,Annual report past due,1348472,2021-03-31,1020 MOUNT CARMEL AVE,HAMDEN,United States,06518,CT,EFILE1234@INCFILE.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.0766667,,,,,,,,,,,,,,,,,,,,,,,
MEDICAL GUARDIAN LLC,LLC,Active,,1348473,2022-03-31,1818 MARKET STREET SUITE 1200,PHILADELPHIA,United States,19103,PA,sean.coyne@medicalguardian.com,Foreign,2020-06-24,PA,PA,False,False,False,False,False,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers (423450)",,2021-11-10 00:08:46.0766667,,2020-06-24,PA,United States,,"1818 MARKET STREET SUITE 1200, PHILADELPHIA, PA, 19103, United States",1818 MARKET STREET SUITE 1200,PHILADELPHIA,PA,19103,United States,"1818 MARKET STREET SUITE 1200, PHILADELPHIA, PA, 19103, United States",1818 MARKET STREET SUITE 1200,PHILADELPHIA,PA,19103,United States,,,,,,
ENRIQUE SOTARRIVA LLC,LLC,Active,,1348474,2022-03-31,1175 PARK AVE,BRIDGEPORT,United States,06604,CT,JALVARADO@ROHUER.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Landscape Architectural Services (541320),541320.0,2021-11-10 00:08:46.0766667,,,,,,,,,,,,,,,,,,,,,,,
226 NOB HILL ROAD LLC,LLC,Active,Annual report past due,1348479,2021-03-31,226 NOB HILL ROAD,CHESHIRE,United States,06410,CT,PALACONTE@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
UP TOP MOVING LLC,LLC,Active,Annual report past due,1348480,2021-03-31,140 MILL STREET UNIT 956,EAST HAVEN,United States,0612,CT,DRISDAIN_ESSOR@YAHOO.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)",484230.0,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
NAILED BY HINDS STUDIO LLC,LLC,Active,Annual report past due,1348481,2021-03-31,24 WEST AVENUE APT 15,NORWALK,United States,06854,CT,NAILEDBYHINDSSTUDIO@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
HAIR ART BY RANADA LLC,LLC,Active,Annual report past due,1348482,2021-03-31,222 STATE STREET,NEW HAVEN,United States,06510,CT,RANADA.VIA717@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
INTERNATIONAL BAKERY COFFEE & CO LLC,LLC,Dissolved,Annual report past due,1348483,2021-03-31,87 E LIBERTY ST,DANBURY,United States,06810,CT,AGENCIADXR@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),722515.0,2021-11-10 00:08:46.1233333,,,,,2021-10-10T00:00:00.000,,,,,,,,,,,,,,,,,,
BOLDERS LLC,LLC,Active,,1348484,2022-03-31,55 POST ROAD W 2ND FL,WESTPORT,United States,06880,CT,inorders@unisearch.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
LUXURY HAIR BAR LLC,LLC,Active,Annual report past due,1348485,2021-03-31,17 PALISADO AVENUE,WINDSOR,United States,06095-2527,CT,DWYERJESSICA@HOTMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
1899 BRONSON ROAD LLC,LLC,Active,,1348486,2022-03-31,1899 BRONSON ROAD,FAIRFIELD,United States,06824,CT,wkenny@wkassociates.net,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
CARPENTER & LADY LLC,LLC,Active,,1348487,2022-03-31,90 ALTON ROAD #1109,MIAMI BEACH,United States,33139,FL,lmarks@jmattys.com,Domestic,2020-06-24,FL,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
"TORRINGTON RIVERFRONT GP, LLC",LLC,Active,,1348490,2022-03-31,230 WYOMING AVENUE,KINGSTON,United States,18704,PA,CLS-CTARMSevidence@wolterskluwer.com,Domestic,2020-06-24,PA,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531110.0,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
MADISON GOVERNANCE ADVISORS LLC,LLC,Active,,1348491,2022-03-31,50 BYFIELD LANE,GREENWICH,United States,06830,CT,gwmadison@ymail.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
SWEET DELIVERY SERVICE LLC,LLC,Active,Annual report past due,1348493,2021-03-31,172 GAYLORD MOUNTAIN ROAD,HAMDEN,,06518,CT,BILLSWEET@GETINSUREDAMERICA.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Other Support Activities for Road Transportation (488490),488490.0,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
"SERVICE CULTURE SKILLS, INC.",Stock,Active,,1348494,2022-08-26,275 POST ROAD EAST,WESTPORT,United States,06881,CT,wally.hauck@communico.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Professional and Management Development Training (611430),611430.0,2021-11-10 00:08:46.1233333,20000.0,,,,,,,,,,,,,,,,,152,wally.hauck@communico.com,,,,
ANGEL TREE SERVICES LLC,LLC,Active,Annual report past due,1348495,2021-03-31,15 2ND AVE,DANBURY,United States,06810,CT,PATRICIOCORONEL1234@ICLOUD.COM,Domestic,2020-06-24,CT,Connecticut,False,False,True,False,False,Nursery and Tree Production (111421),111421.0,2021-11-10 00:08:46.1233333,,,,,,,,,,,,,,,,,,,,,,,
SAINT JOHNS LLC,LLC,Active,,1348496,2022-03-31,148 SAINT JOHNS RD,RIDGEFIELD,United States,06877,CT,deedishman@gmail.com,Domestic,2020-06-24,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531210.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
"ALVAZA MANAGEMENT, LLC",LLC,Active,Annual report past due,1348497,2021-03-31,98 MILLPORT AVENUE,NEW CANAAN,United States,06840,CT,JULIO.ZAMORACASTRO@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
THE SKINCARE STUDIO LLC,LLC,Active,Annual report past due,1348498,2021-03-31,2083 MAIN STREET 3RD FOOR,STRATFORD,United States,06615,CT,THESKINCARESTUDIOCT@OUTLOOK.COM,Domestic,2020-06-24,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
"J9, LLC",LLC,Active,Annual report past due,1348499,2021-03-31,61 ARNOLD DRIVE,EAST HARTFORD,United States,06108,CT,J9.JAVILOPEZ@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,True,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
GREEN VALLEY ACQUISITIONS INC.,Stock,Active,,1348500,2022-06-26,615 WEST JOHNSON AVENUE SUITE 202,CHESHIRE,United States,06410,CT,RA@ANDERSONADVISORS.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:43.4666667,1000.0,,,,,,,,,,,,,,,,,,,,,,
"FOREST FORGED TREE AND LANDSCAPE SERVICES, LLC",LLC,Active,Annual report past due,1348502,2021-03-31,5 HILL ST APT C,WATERBURY,United States,06704,CT,FORESTFORGEDLLC@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
SOUTH MAIN COMMON ASSOCIATION INC.,Non-Stock,Active,First report past due,1348503,2020-09-22,No information provided,,,,,JACK@HURAYCPA.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
MJ 365 HEATING & AIR CONDITIONING LLC,LLC,Active,Annual report past due,1348504,2021-03-31,135 MACK RD,MIDDLEFIELD,United States,06455,CT,MICHAELAJANIS@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
U.S. PAYMENTS LLC,LLC,Active,,1348505,2022-03-31,"7130 S LEWIS, 10TH FL",TULSA,United States,74136,OK,ewignall@uspayments.com,Foreign,2020-06-24,OK,OK,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",522320.0,2021-11-10 00:08:43.4666667,,2020-04-13,U.S. PAYMENTS LLC,United States,,"7130 S LEWIS, 10TH FL, TULSA, OK, 74136, United States","7130 S LEWIS, 10TH FL",TULSA,OK,74136,United States,"7130 S LEWIS, 10TH FL, TULSA, OK, 74136, United States","7130 S LEWIS, 10TH FL",TULSA,OK,74136,United States,,,,,,
"RPM SOLUTIONS, LLC",LLC,Active,Annual report past due,1348506,2021-03-31,24 WILDROSE LANE,TRUMBULL,United States,06611,CT,RMALIN27@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
"PROFESSIONAL DENTAL ALLIANCE OF CT 07009 - 07014 ORTHO, PLLC",LLC,Active,Annual report past due,1348507,2021-03-31,11 S. MILL ST. STE. 200,NEW CASTLE,United States,16101,PA,GILLJ@NADENTALGROUP.COM,Domestic,2020-06-24,PA,Connecticut,False,False,False,False,False,Offices of Dentists (621210),621210.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
"PRINCESAS FAMILY DAYCARE, LLC",LLC,Active,Annual report past due,1348508,2021-03-31,95 FLEMING ST,WATERBURY,United States,06710,CT,CREISA1220@HOTMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
860 MEDIA LLC,LLC,Active,Annual report past due,1348509,2021-03-31,739 MAPLE AVENUE-UNIT A,HARTFORD,United States,06103,CT,JMJCONSULTINGGROUP1@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,True,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
"495 CHAMBERLAIN, LLC",LLC,Active,,1348511,2022-03-31,139 FRONT STREET,FALL RIVER,United States,02721,MA,jenna@jzreal.com,Domestic,2020-06-24,MA,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:43.4800000,,,,,,,,,,,,,,,,,,,,,,,
"CEDAR EQUITY HOLDINGS, LLC",LLC,Dissolved,,1348512,2021-03-31,281 FARMINGTON AVENUE,FARMINGTON,United States,06032,CT,KLEAHY@CTWEALTHMGMT.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:43.4800000,,,,,2021-02-03T00:00:00.000,,,,,,,,,,,,,,,,,,
KELLI LETONA LLC,LLC,Active,Annual report past due,1348515,2021-03-31,22 SOUTH ST,NORWALK,United States,06854,CT,TAXCENTERCT@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Food Service Contractors (722310),722310.0,2021-11-10 00:08:43.4800000,,,,,,,,,,,,,,,,,,,,,,,
MQV REAL ESTATE LLC,LLC,Active,Annual report past due,1348516,2021-03-31,56 LASALLE STREET,NEW BRITAIN,United States,06051,CT,BARBARA.STERNAL@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
BRENNAN SERVICES LLC,LLC,Active,,1348517,2022-03-31,63 WEST MORRIS ROAD,BANTAM,United States,06750,CT,sbrennan1120@gmail.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTION FM LLC,LLC,Active,Annual report past due,1348518,2021-03-31,59 FAIRFIELD AVE,STAMFORD,United States,06902,CT,TAXCENTERCT@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
GOLDEN STARS FAMILY DAYCARE ACADEMY LLP,LLP,Active,Annual report past due,1348519,2021-06-24,147 BEECHMONT AVE,BRIDGEPORT,United States,06606-3407,CT,SKGATOR02@MSN.COM,Domestic,2020-06-24,CT,Connecticut,False,False,True,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
"30 IRVING PLACE, LLC",LLC,Active,,1348520,2022-03-31,16 WARWICK ROAD,NEW FAIRFIELD,United States,06812,CT,Adopt4love@sbcglobal.net,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
BYW LLC,LLC,Active,,1348521,2022-03-31,453 PEPPER ST SUITE 108,MONROE,United States,06468,CT,szazuri@blowyourwhistles.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
INFOSTRETCH CORPORATION,Stock,Active,Annual report past due,1348522,2021-06-24,3200 PATRICK HENRY DRIVE SUITE 250,SANTA CLARA,,95054,CA,FINANCE@INFOSTRETCH.COM,Foreign,2020-06-24,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:43.5133333,,2012-08-01,INFOSTRETCH CORPORATION,,,,,,,,,,,,,,,,,,,,
TEMPLE ST. LLC,LLC,Active,,1348523,2022-03-31,409 TEMPLE ST.,NEW HAVEN,United States,06511,CT,dorothy.hurt@gmail.com,Domestic,2020-06-24,CT,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
"TRIPLE TRANSPORT, LLC",LLC,Active,Annual report past due,1348524,2021-03-31,107 THOMPSON ST,BRIDGEPORT,United States,06604,CT,PETERDPRIZIO@AOL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,All Other Transit and Ground Passenger Transportation (485999),485999.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
"NEWPORT 903-913 FARMINGTON AVE, LLC",LLC,Active,,1348525,2022-03-31,"710 MAIN STREET, SUITE 11",PLANTSVILLE,United States,06479,CT,tony@lovleydevelopment.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
ASPIRING GENERATION FOUNDATION INC,Non-Stock,Active,Annual report past due,1348526,2021-11-06,100 MARK LANE UNIT G1,WATERBURY,United States,06704,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
A&S PROPERTY MANAGMENT LLC,LLC,Dissolved,,1348527,2021-03-31,41 MCKEE STREET,EAST HARTFORD,United States,06108,CT,AS.PROPERTYMGMT1@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:43.5133333,,,,,2021-02-16T00:00:00.000,,,,,,,,,,,,,,,,,,
SOI LES SOINS LLC,LLC,Active,Annual report past due,1348528,2021-03-31,145 PLATT STREET,BRIDGEPORT,United States,06606,CT,POURMEMORE@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,True,False,True,False,False,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),424990.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
JEAN MARY MISALIER LLC,LLC,Active,Annual report past due,1348529,2021-03-31,1565 HUNTINGTON RD,STRATFORD,United States,06614,CT,MARJO001026@YAHOO.COM,Domestic,2020-06-24,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
RANDY'S ENTERPRISES LLC,LLC,Active,,1348530,2022-03-31,400 FABYAN ROAD,NORTH GROSVENORDALE,United States,06255,CT,randyf@paqelec.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
"R.E. PARALEGAL SERVICES, LLC",LLC,Active,,1348531,2022-03-31,61 BRENDA LANE,COVENTRY,United States,06238,CT,KIMCHEN0324@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,True,False,False,False,False,Professional Organizations (813920),813920.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
D&L PROPERTY SERVICES LLC,LLC,Active,Annual report past due,1348532,2021-03-31,22 ORLANDO AVE APT D,STAMFORD,United States,06902,CT,DLPROPERTYSERVICESLLC.CT@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,True,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
JMCT 13 LLC,LLC,Active,,1348533,2022-03-31,492 ENFIELD ST,ENFIELD,United States,06082,CT,hckymn5@gmail.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:43.5133333,,,,,,,,,,,,,,,,,,,,,,,
C&S PRECISION PRODUCTS LLC,LLC,Active,,1348534,2022-03-31,980 OLD COLONY RD,MERIDEN,United States,06451,CT,CAVALLOENGINEERING@GMAIL.COM,Foreign,2020-06-24,DE,DE,False,False,False,False,False,All Other Miscellaneous Fabricated Metal Product Manufacturing (332999),,2021-11-10 00:08:43.5600000,,2020-06-22,C&S PRECISION PRODUCTS LLC,United States,,,,,,,,,,,,,,,,,,,
"THE JUST US LEAGUE HI, LLC",LLC,Dissolved,,1348535,2021-03-31,46 COOPER AVE,WALLINGFORD,United States,06492,CT,THEJUSTUSLEAGUEHI@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,True,True,False,True,False,Other Building Equipment Contractors (238290),238290.0,2021-11-10 00:08:43.5600000,,,,,2021-05-19T00:00:00.000,,,,,,,,,,,,,,,,,,
ARMENU LLC,LLC,Dissolved,,1348536,2021-03-31,769 MAIN STREET,MANCHESTER,United States,06040,CT,WILLIAMS@ARSOME.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:43.5600000,,,,,2021-02-03T00:00:00.000,,,,,,,,,,,,,,,,,,
KTM TRANSPORTATION LLC,LLC,Active,,1348537,2022-03-31,86 STERLING STREET,HARTFORD,United States,06112,CT,kimikimi860@icloud.com,Domestic,2020-06-24,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,,
CHAMBER CONNECTIONS LLC,LLC,Active,,1348538,2022-03-31,101 FALL MOUNTAIN LAKE ROAD,TERRYVILLE,United States,06786,CT,jesse@ctcoupon.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,,
"EMERGING TECH SOLUTIONS, LLC",LLC,Active,Annual report past due,1348539,2021-03-31,38 TREE HILL ROAD,BERLIN,United States,06037,CT,EDESACISCAR@COMCAST.NET,Domestic,2020-06-24,CT,Connecticut,True,False,True,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,,
"AURORA MATERIALS, LLC",LLC,Active,Annual report past due,1348542,2021-03-31,35 RIPLEY ROAD,GLASTONBURY,United States,06033,CT,TIMFITZGERALD@OMALLEYDENEEN.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing (327999),327999.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,,
CK BOOKKEEPING LLC,LLC,Active,,1348543,2022-03-31,17 BROADVIEW LANE,EAST WINDSOR,United States,06088,CT,cathy.ckbookkeepingllc@gmail.com,Domestic,2020-06-24,CT,Connecticut,True,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CORROSION SERVICES, INC.",Stock,Active,,1348544,2022-06-24,8413 LAUREL FAIR CIRCLE SUITE 200B,TAMPA,United States,33610,FL,accounts@vcservices.com,Foreign,2020-06-24,FL,FL,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:43.5600000,,2020-06-24,"VECTOR CORROSION SERVICES, INC.",United States,,,,,,,,,,,,,,,,,,,
"PROFESSIONAL DENTAL ALLIANCE OF CT 07009 - 07014 PEDS, PLLC",LLC,Active,Annual report past due,1348545,2021-03-31,11 S. MILL ST. STE. 200,NEW CASTLE,United States,16101,PA,GILLJ@NADENTALGROUP.COM,Domestic,2020-06-24,PA,Connecticut,False,False,False,False,False,Offices of Dentists (621210),621210.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,,
JCR CORP,Stock,Active,First report past due,1348546,2020-09-22,No information provided,,,,,LICNOBOA30@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)",484230.0,2021-11-10 00:08:43.5600000,20000.0,,,,,,,,,,,,,,,,,,,,,,
DIAT LLC,LLC,Active,,1348547,2022-03-31,27 BRIARWOOD LANE,STAMFORD,United States,06903,CT,Charlie@dorkinatent.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,,
ZAPINTELLO CORPORATION,Non-Stock,Active,First report past due,1348548,2020-09-22,No information provided,,,,,KAPINGOSLLC@GMAIL.COM,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,,
LA CERISE LLC,LLC,Active,,1348549,2022-03-31,987 PEQUOT AVENUE,SOUTHPORT,United States,06890,CT,victoria@russorizio.com,Domestic,2020-06-24,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,,
E ALVAREZ CONSTRUCTION LLC,LLC,Active,,1348550,2022-03-31,92 WINDFIELD ST APT 1,NORWALK,United States,06855,CT,alvareze1284@hotmail.com,Domestic,2020-06-24,CT,Connecticut,False,False,True,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,,
"KING'S GATE ADVISORS, LLC",LLC,Active,Annual report past due,1348551,2021-03-31,222 WEST 14TH STREET   #6A,NEW YORK,United States,10011,NY,LEE@ROOMUNITY.COM,Foreign,2020-06-24,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:43.5600000,,2020-06-24,"KING'S GATE ADVISORS, LLC",United States,,"300 DELAWARE AVENUE SUITE 210-A, WILMINGTON, DE, 19801, United States",300 DELAWARE AVENUE SUITE 210-A,WILMINGTON,DE,19801,United States,"300 DELAWARE AVENUE SUITE 210-A, WILMINGTON, DE, 19801, United States",300 DELAWARE AVENUE SUITE 210-A,WILMINGTON,DE,19801,United States,,,,,,
