name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,category_survey_email_address,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,reason_for_administrative,mailing_international_address
TRAMAINE WILLIAMS LLC,LLC,Active,Annual report past due,1353072,2021-03-31,140 PARK TERRACE AVENUE,WEST HAVEN,United States,06516,CT,PGSPORTSCT@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:12:37.6666667,,,,,,,,,,,,,,,,,,,,,,
"CZECH ONE CAPITAL PARTNERS, LLC",LLC,Active,,1353073,2022-03-31,15 CEDARWOOD DRIVE,GREENWICH,United States,06830,CT,joe.deal@myslajek.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Other Financial Vehicles (525990),525990.0,2021-11-10 00:12:37.6666667,,,,,,,,,,,,,,,,,,,,,,
DESIGN DUO INC.,Non-Stock,Active,Annual report past due,1353078,2021-09-03,163 SPENO RIDGE,ROCKY HILL,United States,06067,CT,INFO@MYDESIGNDUO.COM,Domestic,2020-07-30,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
JEANINE?S CLOSET,LLC,Active,,1353079,2022-03-31,26 CRESTWOOD RD,ANSONIA,United States,06401,CT,Jeaninesgems@jeaninescloset.com,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
PRIME INNOVATION LLC,LLC,Active,Annual report past due,1353080,2021-03-31,163 LAUREL PL,BRIDGEPORT,United States,06604,CT,SANDRA@ATLANTISTAXLLC.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
MADISON CONSTRUCTION LLC,LLC,Active,Annual report past due,1353081,2021-03-31,5 RED OAK HILL,"BLOOMFIELD, CT",United States,06002,CT,RAVENREMODELINGRENOVATIONS@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
MAIN ST SUBWAY LLC,LLC,Active,Annual report past due,1353082,2021-03-31,2860 MAIN ST,GLASTONBURY,United States,06033,CT,AHNCOMMUNITIES@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
"DOUGHWICH, LLC",LLC,Active,,1353083,2022-03-31,32 FLINTLOCK RD,MADISON,United States,06443,CT,ff@cookiedoughwich.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Ice Cream and Frozen Dessert Manufacturing (311520),311520.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
TIK-TOC TRUCKING LLC,LLC,Active,,1353084,2022-03-31,1583 QUINNIPIAC AVENUE,NEW HAVEN,United States,06513,CT,TikToctrucking1llc@gmail.com,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,"General Freight Trucking, Local (484110)",,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
GREENWICH CAPITAL PROPERTIES GROUP LLC,LLC,Active,Annual report past due,1353085,2021-03-31,500 W PUTNAM AVE,GREENWICH,United States,06830,CT,JP@GREENWICH-CAP.COM,Foreign,2020-07-30,DE,DE,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:38.9300000,,2020-03-03,GREENWICH CAPITAL PROPERTIES GROUP LLC,United States,,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,
OSORIO'S CARPENTRY LLC,LLC,Active,,1353086,2022-03-31,19 SUMMIT ST 2ND FLOOR,DANBURY,United States,06810,CT,osorioalberto@icloud.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
GLOBAL PAVEMENT LLC,LLC,Active,Annual report past due,1353087,2021-03-31,390 MIDDLEBURY RD STE 3,MIDDLEBURY,United States,06798,CT,ANGELA@THESAMBROOKGROUP.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
"29 NORTH STREET ASSOCIATES, LLC",LLC,Active,,1353088,2022-03-31,478 SPRING STREET,CHESHIRE,United States,06410,CT,dh_derby@yahoo.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
"KISSAKI CT, LLC",LLC,Active,Annual report past due,1353091,2021-03-31,355 GREENWICH AVENUE C/O IGOR KANFER,GREENWICH,,06830,CT,GARRY@EXPLOREKISSAKI.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
CUI II LLC,LLC,Active,Annual report past due,1353092,2021-03-31,632 CROMWELL AVENUE H,ROCKYHILL,United States,06067,CT,YHPTAX@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Nail Salons (812113),812113.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
BEAR AND BUBY LLC,LLC,Active,,1353093,2022-03-31,12 CAMELOT LN,AVON,United States,06001,CT,BearAndBuby@gmail.com,Domestic,2020-07-30,CT,Connecticut,True,False,False,False,False,Food Service Contractors (722310),722310.0,2021-11-10 00:12:38.9300000,,,,,,,,,,,,,,,,,,,,,,
ROOT DOWN LLC,LLC,Active,,1353094,2022-03-31,1115 GALLOPING HILL RD,FAIRFIELD,United States,06824,CT,arthur@rootdown.io,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
GREEN LINE GLOBAL LLC,LLC,Active,,1353095,2022-03-31,300 SHELTON RD,TRUMBULL,United States,06611,CT,greenlineglobalinc@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Industrial Building Construction (236210),236210.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
S.A.N PROPERTIES LLC,LLC,Active,,1353096,2022-03-31,8 ANDREA LN,BLOOMFIELD,United States,06002,CT,sanpropertiesllc@gmail.com,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
3 AT AIKEN LLC,LLC,Active,Annual report past due,1353097,2021-03-31,8 GISBORNE PLACE,OLD GREENWICH,United States,06870,CT,RES@HOGGHOLDINGS.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
"112 BOSWELL AVENUE, LLC",LLC,Dissolved,,1353098,2021-03-31,95 GIFFORD STREET,NORWICH,,06360,CT,JAY1@SEAGENCIES.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.6033333,2021-05-04T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
CLOONEY FOUNDATION FOR JUSTICE,Non-Stock,Active,Annual report past due,1353099,2021-07-30,3940 LAUREL CANYON BLVD #379,LOS ANGELES,United States,91604-3709,CA,INFO@CFJ.ORG,Foreign,2020-07-30,CA,CA,False,False,False,False,False,Human Rights Organizations (813311),813311.0,2021-11-10 00:12:39.6200000,,2020-07-31,CLOONEY FOUNDATION FOR JUSTICE,United States,,,,,,,,,,,,,,,,,,
JORDAO SERVICES LLC,LLC,Active,,1353100,2022-03-31,3606 MAIN ST,BRIDGEPORT,United States,06606,CT,djordao@farmersagent.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:12:39.6200000,,,,,,,,,,,,,,,,,,,,,,
RV WATERPROOFING & DRAINAGE LLC,LLC,Active,,1353101,2022-03-31,7 COLUMBUS STREET 21 BIDWELL AVE,EAST HARTFORD,United States,06108,CT,WWW.ROB25@YAHOO.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Water and Sewer Line and Related Structures Construction (237110),237110.0,2021-11-10 00:12:39.6200000,,,,,,,,,,,,,,,,,,,,,,
PROPERTY FRIENDS LLC,LLC,Active,,1353102,2022-03-31,350 MAIN STREET UNIT B,LAKEVILLE,United States,06039,CT,SZILVIABARNETT@HOTMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.6200000,,,,,,,,,,,,,,,,,,,,,,
JEREMY POINT II LLC,LLC,Active,Annual report past due,1353103,2021-03-31,32 EDGEWATER HILLSIDE,WESTPORT,United States,06880,CT,INFO@NORTHERNCT.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:12:39.6200000,,,,,,,,,,,,,,,,,,,,,,
CES SERVICES LLC,LLC,Active,Annual report past due,1353104,2021-03-31,54 PUTNAM PARK RD,BETHEL,United States,06801,CT,KARENVALLEJOS@LIVE.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.6200000,,,,,,,,,,,,,,,,,,,,,,
N.P. ENTERPRISES LLC,LLC,Active,Annual report past due,1353105,2021-03-31,57 CLIFFMOUNT DRIVE,BLOOMFIELD,United States,06002,CT,JAIZZ.NEALY@YAHOO.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:39.6200000,,,,,,,,,,,,,,,,,,,,,,
"PRIME HEALTHCARE PULMONARY AND SLEEP MEDICINE, LLC",LLC,Active,,1353112,2022-03-31,30 JORDAN LANE,WETHERSFIELD,United States,06109,CT,dalexander@primehc.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,2021-11-10 00:12:40.2900000,,,,,,,,,,,,,,,,,,,,,,
URBANPICKERS LLC,LLC,Active,Annual report past due,1353113,2021-03-31,326 5TH ST.,BRIDGEPORT,,06607,CT,,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.2900000,,,,,,,,,,,,,,,,,,,,,,
"HOMEBODI, LLC",LLC,Dissolved,,1353114,2021-03-31,25 STEVENS RD,KILLINGWORTH,United States,06419,CT,ROSEKEITHAN@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,True,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:12:40.2900000,2021-02-16T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
AQUINA SERVICES INC.,Stock,Active,First report past due,1353115,2020-10-28,No information provided,,,,,,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.2900000,,,,,,10000.0,,,,,,,,,,,,,,,,
MORALES LEM LANDSCAPING LLC,LLC,Active,Annual report past due,1353116,2021-03-31,46 WILSON ST APT 1,STAMFORD,,06902,CT,MARCOSTULIOMORALESLEM@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.2900000,,,,,,,,,,,,,,,,,,,,,,
19 HIGH ST LLC,LLC,Active,,1353133,2022-03-31,350 MAIN STREET UNIT B4,LAKEVILLE,United States,06039,CT,SZILVIABARNETT@HOTMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
15-17 UPSON AVE LLC,LLC,Dissolved,,1353134,2021-03-31,350 MAIN STREET UNIT B4,LAKEVILLE,United States,06039,CT,CSTIROL@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:41.0100000,2021-02-22T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
CUMBRIAN HOLDINGS LLC,LLC,Active,,1353135,2022-03-31,139 MAIN STREET,SOUTHPORT,United States,06890,CT,christopher@globalbsn.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
SHRUBBUCKET INC,Stock,Active,Annual report past due,1353136,2021-07-30,212 OVERLOOK ROAD,ITHACA,United States,14850-4088,NY,AHAGEN@SHRUBBUCKET.COM,Foreign,2020-07-30,DE,DE,False,False,False,False,False,"Nursery, Garden Center, and Farm Supply Stores (444220)",444220.0,2021-11-10 00:12:41.0100000,,2019-07-01,SHRUBBUCKET INC,United States,,,,,,,,,,,,,,,,,,
"WFF PROPERTIES, LLC",LLC,Active,,1353137,2022-03-31,533 BROAD ACRES ROAD,PENN VALLEY,United States,19072,PA,info@wffproperties.com,Foreign,2020-07-30,PA,PA,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:41.0100000,,2020-07-30,"WFF PROPERTIES, LLC",United States,,,,,,,,,,,,,,,,,,
DAY9 LLC,LLC,Active,,1353138,2022-03-31,"382 GREENWICH AVE, SUITE #5",GREENWICH,United States,06830,CT,gellis@day9llc.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
HI-VAL GLOBAL ENTERPRISES LLC,LLC,Dissolved,,1353139,2021-03-31,116 RING DRIVE,GROTON,United States,06340,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Electronics Stores (443142),443142.0,2021-11-10 00:12:41.0100000,2021-02-10T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
"JEFFERY S VALENTINE, INC.",Stock,Active,,1353140,2022-09-22,315 WYASSUP ROAD,NORTH STONINGTON,United States,06359,CT,JVALENTINE@WPSIR.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:41.0100000,,,,,,5000.0,,,,,,,,,,,,,,,,
MAYNE CONSTRUCTION OF LONG ISLAND INC,Stock,Active,,1353142,2022-07-30,664 BLUE POINT ROAD SUITE A,HOLTSVILLE,United States,11742,NY,MAYNECONSTRUCTION@GMAIL.COM,Foreign,2020-07-30,NY,NY,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:41.0100000,,2020-09-01,MAYNE CONSTRUCTION OF LONG ISLAND INC,United States,,,,,,,,,,,,,,,,,,
MKM GROUP LLC,LLC,Active,,1353143,2022-03-31,143 KINGS POND AVENUE,WINTER HAVEN,United States,33880,FL,compliance@zenbusiness.com,Domestic,2020-07-30,FL,Connecticut,False,False,False,False,False,Passenger Car Rental (532111),532111.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
"LAW OFFICE OF BENJAMIN ANCONA JR., INC.",Stock,Active,Annual report past due,1353144,2021-07-31,"39 EAST CEDAR, SUITE 8",NEWINGTON,United States,06111,CT,BENANCONA@COX.NET,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:12:42.0100000,,,,,,1.0,,,,,,,,,,,,,,,,
"REMOTE ECOLOGIST, INC.",Non-Stock,Active,,1353145,2022-08-03,320 Boston Post Rd.,Darien,United States,06820-3600,CT,remoteecologist@outlook.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",541715.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,Ste. 180-100,2020-10-26,,
AREL DE JESUS ALONZO MARTINEZ LLC,LLC,Active,,1353146,2022-03-31,36 DAVIS ST APT 3,DANBURY,United States,06810,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
KICKZRX LLC,LLC,Active,Annual report past due,1353147,2021-03-31,52 MOHAWK CT,STAMFORD,United States,06902,CT,EFILE1234@INCFILE.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
31 PARKER LANE LLC,LLC,Active,,1353148,2022-03-31,79 HARTFORD ROAD,SIMSBURY,United States,06070,CT,FOLLYFARMEVENTS@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
"SHORE LINE 3D, LLC",LLC,Active,Annual report past due,1353149,2021-03-31,36 NASH ST APT 1,NEW HAVEN,United States,06511,CT,EFILE1234@INCFILE.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
MIKE'S AUTO BODY LLC,LLC,Active,Annual report past due,1353150,2021-03-31,113 EVELYN ST.,STRATFORD,United States,06615,CT,EFILE1234@INCFILE.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
"SUPERB ORGANIZATION, LLC",LLC,Active,Annual report past due,1353151,2021-03-31,15 HILLTOP RD,NEW HAVEN,United States,06515,CT,LATOYA@SUPERBORGANIZATION.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
MB BARBERING CO. LLC,LLC,Active,Annual report past due,1353152,2021-03-31,67 CIRCLE DR,STONINGTON,United States,06378,CT,MBBARBERINGCO@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Barber Shops (812111),812111.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
RMM LEASING LLC,LLC,Active,Annual report past due,1353153,2021-03-31,156 CONCORD ST,NEW HAVEN,United States,06512,CT,RAFAYORK16@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
RISSCO GROUP INC,Stock,Active,First report past due,1353154,2020-10-28,No information provided,,,,,SHARISSAHARDAWAY1@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:42.0100000,,,,,,1500.0,,,,,,,,,,,,,,,,
1608 MWT LLC,LLC,Active,Annual report past due,1353155,2021-03-31,1608 MERIDEN-WATERBURY TPKE,SOUTHINGTON,United States,06492,CT,RAN63MD@YAHOO.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
LUIS ARTURO GONZALEZ GOMEZ LLC,LLC,Active,Annual report past due,1353156,2021-03-31,641 PACIFIC ST,STAMFORD,United States,06902,CT,ESTEVEZKATIUSCA@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
UV PEOPLE LLC,LLC,Active,Annual report past due,1353157,2021-03-31,8 MYSTIC CT,AVON,United States,06001,CT,UVPEOPLESERVICE@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
ROBROSE24 LLC,LLC,Active,,1353158,2022-03-31,50 HIGHVIEW LN,NEW HAVEN,United States,06511,CT,24HR.ROBROSE@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,True,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
"DIROB, LLC",LLC,Active,Annual report past due,1353159,2021-03-31,19 PEACH ORCHARD HILL,PLAINVILLE,United States,06062,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Electronics Stores (443142),443142.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
SAINT DARIUS LLC,LLC,Active,Annual report past due,1353160,2021-03-31,29 KATHRINE DR,HAMDEN,United States,06514,CT,EFILE1234@INCFILE.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
EJB TECHNOLOGY SUPPORT LLC,LLC,Active,Annual report past due,1353161,2021-03-31,448 HART ST,BRISTOL,United States,06010,CT,EFILE1234@INCFILE.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
Y&M HOME LLC,LLC,Active,,1353162,2022-03-31,26 FREMONT AVE,EVERETT,United States,02149,MA,ymhomect@gmail.com,Domestic,2020-07-30,MA,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
SSI HEMLOCK LLC,LLC,Active,Annual report past due,1353163,2021-03-31,38 HEMLOCK PLACE,NORWALK,United States,,CT,STEVEJR@CJSMILLWORK.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
BILLION DOLLAR VISION MUSIC LLC,LLC,Active,Annual report past due,1353164,2021-03-31,28 IVORY RD,BLOOMFIELD,United States,06002,CT,USACCOUNTING@YAHOO.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",711410.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
MDA TRANSPORTATION LLC,LLC,Active,,1353165,2022-03-31,245 MADISON AVE,BRIDGEPORT,United States,06604,CT,WENDY@DURANGOAGENCY.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,All Other Transportation Equipment Manufacturing (336999),336999.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
BERGEVIN PRECISION LLC,LLC,Active,Annual report past due,1353166,2021-03-31,48 RUSSELL ST,HAMDEN,United States,06517,CT,PAUL@NERD-LOOT.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
NAILS BY YANIQUE LLC,LLC,Active,,1353167,2022-03-31,29 PRESTON TER APT 6,WATERBURY,United States,06705,CT,JRTAXPREPARER@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Nail Salons (812113),812113.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
"LASHED BY BRITTANY, LLC",LLC,Active,Annual report past due,1353168,2021-03-31,2 WILLOWBROOK ROAD,CROMWELL,United States,06416,CT,BRITTANYTAYLOR.LASHES@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
HEALTH HOOK CONSULTS LLC,LLC,Active,,1353172,2022-03-31,5 ROLF DRIVE,DANBURY,United States,06810,CT,ash.pat14@gmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
ORTIZ PAINTING LLC,LLC,Active,Annual report past due,1353179,2021-03-31,274 MAPLEWOOD AVE,BRIDGEPORT,United States,06605,CT,LILIMUNOZ1309@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
YORDAN CARRILLO VALIENTE LLC,LLC,Active,Annual report past due,1353180,2021-03-31,1172 IRANISTAN AVE,BRIDGEPORT,United States,06605,CT,MENACORPSERVICE@GMAIL.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
MADE IN BRAZIL MARKET LLC,LLC,Active,,1353182,2022-03-31,221 DANBURY RD,NEW MILFORD,United States,06776,CT,herminiodesouza@hotmail.com,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),445110.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
ASP MOVING INC.,Stock,Active,First report past due,1353183,2020-10-28,No information provided,,,,,FLAVIA@AIA-DANBURY.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:43.3533333,,,,,,1.0,,,,,,,,,,,,,,,,
DEC8 PRODUCTIONS LLC,LLC,Active,,1353184,2022-03-31,43 OLD MEADOW RD,WEST HARTFORD,United States,06117,CT,nazarphoto@gmail.com,Domestic,2020-07-30,CT,Connecticut,True,False,True,False,False,Motion Picture and Video Production (512110),512110.0,2021-11-10 00:12:43.3533333,,,,,,,,,,,,,,,,,,,,,,
200 FRANKLIN INC.,Stock,Active,Annual report past due,1353185,2021-07-30,200 FRANKLIN AVE,HARTFORD,United States,06114,CT,CHRISTOFORAKIS@ICLOUD.COM,Domestic,2020-07-30,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:43.3533333,,,,,,1000.0,,,,,,,,,,,,,,,,
