name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,began_transacting_in_ct,business_name_in_state_country,category_survey_email_address,country_formation,billing_unit,dissolution_date,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting
NAPOLITANO ROOFING AND RESTORATION LLC,LLC,Active,1340620,2021-03-31,2305 HEBRON AVENEUE,GLASTONBURY,United States,06033,CT,NAPOLITANOROOFINGCT@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.2300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
WOMEN HEAL: VIBRATIONAL AND SOUND THERAPIES LLC,LLC,Active,1340621,2022-03-31,57 GALPIN STREET,NAUGATUCK,United States,06770,CT,fvagueiro@aol.com,Domestic,2020-03-30,CT,Connecticut,True,False,True,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,,,,,,,
A GOOD WELDING INSPECTIONS LLC,LLC,Active,1340622,2021-03-31,86 B AMBASSADOR DR,MANCHESTER,United States,06042,CT,AGWELDINGINSECTIONS@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Testing Laboratories (541380),541380.0,2021-11-10 00:08:36.2800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CRISTINA'S AMOR Y SAZON LLC,LLC,Active,1340623,2021-03-31,22 COTTAGE ST A,MANCHESTER,United States,06040,CT,CRITINASAMORYSAZON@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,True,False,True,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:36.2800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
FERNANDES FARMSTEAD LLC,LLC,Active,1340624,2022-03-31,534 KEENEY STREET,MANCHESTER,United States,06040,CT,fernandesfarmstead@gmail.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Hay Farming (111940),111940.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,,,
SOUL DE CUBA LLC,LLC,Active,1340625,2022-03-31,283 CROWN STREET,NEW HAVEN,United States,06511,CT,anthony@monellilaw.com,Foreign,2020-03-30,HI,HI,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:36.2800000,,2020-03-30,SOUL DE CUBA LLC,,United States,,,,,"86-660 LUALUALEI HOMESTEAD ROAD, WAIANAE, HI, 96792, United States",86-660 LUALUALEI HOMESTEAD ROAD,WAIANAE,HI,96792,United States,"86-660 LUALUALEI HOMESTEAD ROAD, WAIANAE, HI, 96792, United States",86-660 LUALUALEI HOMESTEAD ROAD,WAIANAE,HI,96792,United States,
LAW OFFICE OF RYAN C. LARIVIERE LLC,LLC,Active,1340626,2022-03-31,28 KELLOGG STREET,BROOKFIELD,United States,06804,CT,RyanCLaRiviere@aol.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,,,
CANNAVITRO LLC,LLC,Active,1340627,2022-03-31,410A SOUTH ST.,BROOKLYN,United States,06234,CT,joseph@cannavitro.com,Domestic,2020-03-30,CT,Connecticut,True,False,False,False,False,"Process, Physical Distribution, and Logistics Consulting Services (541614)",541614.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,,,
NATIONAL PHYSICIAN SERVICES LLC,LLC,Dissolved,1340628,2022-03-31,13 LENA AVENUE,PLAINVILLE,United States,06062,CT,dan@yvalueit.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Computer and Office Machine Repair and Maintenance (811212),811212.0,2021-11-10 00:08:36.2800000,,,,,,,2021-05-04T00:00:00.000,,,,,,,,,,,,,,,
MOTHERSHIP NATURAL KITCHEN LLC,LLC,Active,1340629,2021-03-31,17 PEARL STREET,GROTON,United States,06340,CT,MOTHERSHIPCT@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:36.2800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
LVHR1 LLC,LLC,Active,1340630,2022-03-31,29 ORCUTT DR,GUILFORD,United States,06437,CT,lisaletellier@gmail.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,,,
DND CONSTRUCTION LLC,LLC,Active,1340631,2021-03-31,18 PUTNAM PARK RD.,BETHEL,United States,06801,CT,DNDDOORLY@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Framing Contractors (238130),238130.0,2021-11-10 00:08:36.2800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PERRUZZI REPAIR AND REMODELING LLC,LLC,Active,1340632,2021-03-31,66 OAK AVE,SHELTON,United States,06484,CT,PERRUZZIRR@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:36.2800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"K2 LOGISTICS, INC.",Stock,Active,1340633,2022-04-29,13628 QUEENS HARBOR BLVD N,JACKSONVILLE,United States,32225,FL,STEELBRIDGE.KEVIN@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:36.2800000,Annual report past due,,,,,,,,10000.0,,,,,,,,,,,,,
"AMERICHIP, INC.",Stock,Withdrawn,1340634,2021-03-30,19032 S. VERMONT AVE.,GARDENA,United States,90248,CA,LAW@CLEMCHENG.COM,Foreign,2020-03-30,CA,CA,False,False,False,False,False,,,2021-11-10 00:08:36.2800000,,2020-03-30,"AMERICHIP, INC.",,United States,,,,,,,,,,,,,,,,,
ODIN SD&C INC,Stock,Active,1340635,2022-03-30,1189 OLYMPIA BLVD,STATEN ISLAND,United States,10306,NY,igre79@gmail.com,Foreign,2020-03-30,NY,NY,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:08:36.2800000,,2020-04-01,ODIN SD&C INC,,United States,,,,,,,,,,,,,,,,,
"OPFORGED, LLC",LLC,Active,1340636,2022-03-31,36 FAIRY DELL ROAD,CLINTON,United States,06413,CT,dan@opforged.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Sporting and Athletic Goods Manufacturing (339920),339920.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,,,
"PERFORMANCE INDUSTRIES, INC.",Stock,Active,1340637,2021-03-30,181 TRINITY WAY,SUMMERSVILLE,United States,26651,WV,DRS@GOODWINGOODWIN.COM,Foreign,2020-03-30,WV,WV,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:36.2800000,Annual report past due,2020-03-30,"PERFORMANCE INDUSTRIES, INC.",,United States,,,,,,,,,,,,,,,,,
"SPANISH UNIDOS SDQ, LLC",LLC,Active,1340638,2021-03-31,7365 MAIN STREET SUITE 292,STRATFORD,United States,06614,CT,SINGLETONPRESS@PROTONMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.2800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"OZNI PAINTING, LLC",LLC,Active,1340639,2021-03-31,564 W TAF AVE 2FL,BRIDGEPORT,United States,06604,CT,KEILYVIAJESYENVIOS@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:36.2800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SHESMAJOR  LLC,LLC,Active,1340640,2021-03-31,141 TUDOR LN APT G,MANCHESTER,United States,06042,CT,SHESMAJORBOUTIQUE@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:36.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
JSTAR TRANSPORT LLC,LLC,Active,1340641,2021-03-31,90 GARDEN STREET,NEW BRITAIN,United States,06052,CT,ROSES209.HW@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:36.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
LEM ENTERPRISES LLC,LLC,Active,1340642,2021-03-31,10 ELAINE DRIVE,BROAD BROOK,United States,06016,CT,EMERYMESSIER@YAHOO.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"JOANNA CHAURETTE, M.D. PH. D. LLC",LLC,Active,1340643,2022-03-31,7 MICHELLE LANE,MANSFIELD,United States,06250,CT,compliance@zenbusiness.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,,,
"PHAROS CONSULTING, LLC",LLC,Active,1340644,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DEFEAT ALL ODDS LLC,LLC,Active,1340645,2022-03-31,33 ROOSEVELT DR APT 207,DERBY,United States,06418,CT,hartgavin21@yahoo.com,Domestic,2020-03-30,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,,,
FOLLOWING... THE PODCAST LLP,LLP,Active,1340646,2021-03-30,56 PARTRIDGE LN.,SOUTH WINDSOR,United States,06074,CT,FOLLOWING.THEPODCAST@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:36.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ALR REMODELING LLC,LLC,Active,1340647,2021-03-31,208 HAMPDEN RD,SOMERS,United States,06071,CT,ALRREMODELING1@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,True,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:36.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"SOLUPAY CONSULTING, LLC",LLC,Active,1340648,2022-03-31,1470 ENTERPRISE PARKWAY,TWINSBURG,United States,44087,OH,lisa.thompson@versapay.com,Foreign,2020-03-30,IN,IN,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",,2021-11-10 00:08:36.3100000,,2020-01-01,"SOLUPAY CONSULTING, LLC",,United States,,,,,,,,,,,,,,,,,
WHISPURRS CATTERY LLC,LLC,Active,1340649,2022-03-31,1 HICKORY LANE,OXFORD,United States,06478,CT,whispurrscattery@gmail.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,,,
COMPASS NORTH AMERICA LTD,Stock,Active,1340650,2021-05-06,78 PERSHING AVE,STAMFORD,United States,06905,CT,247@COMPASSNA.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),811198.0,2021-11-10 00:08:36.3100000,Annual report past due,,,,,,,,1000.0,,,,,,,,,,,,,
"PEEKABUY ONE, LLC",LLC,Dissolved,1340655,2022-03-31,194 WEIR ST,GLASTONBURY,United States,06033,CT,peekabuyone@gmail.com,Domestic,2020-03-30,CT,Connecticut,True,False,True,False,False,"Doll, Toy, and Game Manufacturing (339930)",339930.0,2021-11-10 00:08:36.3100000,,,,,,,2021-09-20T00:00:00.000,,,,,,,,,,,,,,,
A BETTER TOMORROW THERAPY SERVICES LLC,LLC,Active,1340658,2022-03-31,27 SYCAMORE RD,BLOOMFIELD,United States,06002,CT,abttherapy@gmail.com,Domestic,2020-03-30,CT,Connecticut,True,False,True,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,,,
"NURSING HELP AT HOME, LLC",LLC,Dissolved,1340661,2021-03-31,67 CORNING ROAD UNIT 9,NORWICH,United States,06360,CT,DRAWINGPLACES777@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,All Other Outpatient Care Centers (621498),621498.0,2021-11-10 00:08:33.6833333,,,,,,,2020-11-30T00:00:00.000,,,,,,,,,,,,,,,
MARIA'S LANDSCAPING LLC,LLC,Active,1340678,2021-03-31,108 SCOFIELD AVE,BRIDGEPORT,United States,06605,CT,JAMES@AMESUR.NET,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:34.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"VENT MULTIPLEXOR, LLC",LLC,Dissolved,1340741,2021-03-31,"855 MAIN ST, 7TH FLOOR",BRIDGEPORT,United States,06604,CT,ESILVA@CROSBYHIGGINS.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.6533333,,,,,,,2021-03-09T00:00:00.000,,,,,,,,,,,,,,,
"GRANNY'S ALLIANCE HOLDINGS, INC.",Stock,Active,1340746,2022-03-30,132 SW 5TH AVE. STE 175,MERIDIAN,United States,83642,ID,RHenderson@urscompliance.com,Foreign,2020-03-30,ID,ID,False,False,False,False,False,Facilities Support Services (561210),561210.0,2021-11-10 00:08:35.6533333,,2020-03-30,"GRANNY'S ALLIANCE HOLDINGS, INC.",,United States,,,,,,,,,,,,,,,,,
PURE GAEA VIBES LLC,LLC,Active,1340800,2022-03-31,873 BALDWIN RD,WOODBRIDGE,United States,06525,CT,PureGaeaVibes@gmail.com,Domestic,2020-03-30,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Manufacturing (339999),339999.0,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,,,
TOMORROW NEVER KNOWS LLC,LLC,Active,1340818,2022-03-31,15 MASON RD,BROOKLYN,United States,06234,CT,tlgk12321@yahoo.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",722511.0,2021-11-10 00:08:36.2300000,,,,,,,,,,,,,,,,,,,,,,
NIANTIC IN WATER SERVICES LLC,LLC,Active,1340823,2021-03-31,3 CHAMPLIN HILL COURT,NIANTIC,United States,06357,CT,NIANTICIWSERVICES@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
REUT ENTERPRISES LLC,LLC,Active,1340917,2022-03-31,788 KENSINGTON ROAD,KENSINGTON,United States,06037,CT,mdhollywd@aol.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:34.3566667,,,,,,,,,,,,,,,,,,,,,,
ORANGE PHARMACY LLC,LLC,Active,1340918,2022-03-31,109 BOSTON POST ROAD SUITE 9A,ORANGE,United States,06477,CT,clrxpharmacyorange@gmail.com,Domestic,2020-03-30,CT,Connecticut,False,False,True,False,False,Pharmacies and Drug Stores (446110),,2021-11-10 00:08:34.3566667,,,,,,,,,,,,,,,,,,,,,,
LONGSHIP LUXURY LLC.,LLC,Active,1340921,2021-03-31,1135 MILL HILL ROAD,SOUTHPORT,,06890,CT,,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
HEART & SOIL LLC,LLC,Active,1340925,2021-03-31,439 DURHAM ROAD,MADISON,,06443,CT,HEART.SOIL.GROWS@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"HAMMER AND HEROES, INC.",Non-Stock,Active,1340927,2020-06-28,No information provided,,,,,,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3566667,First report past due,,,,,,,Failure to file First Report,,,,,,,,,,,,,,
"COLLINSVILLE ARTISAN CO-OP, LLC",LLC,Active,1340991,2021-03-31,10 CLAIRE HILL ROAD,BURLINGTON,,06013,CT,COLLINSVILLEARTISANCOOP@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"UNDER FURTHER REVIEW, LLC",LLC,Active,1340992,2022-03-31,20 KAZERSKY DRIVE,WALLINGFORD,United States,06492,CT,mitchellcullis@gmail.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),,2021-11-10 00:08:34.3400000,,,,,,,,,,,,,,,,,,,,,,
"ARCO NATIONAL NEW ENGLAND, LLC",LLC,Active,1341047,2022-03-31,900 N ROCK HILL ROAD,ST. LOUIS,United States,63119,MO,MCREIGHTON@ARCO1.COM,Foreign,2020-03-30,DE,DE,False,False,False,False,False,Commercial and Institutional Building Construction (236220),,2021-11-10 00:08:34.4200000,,2020-02-20,"ARCO NATIONAL NEW ENGLAND, LLC",,United States,,,,,"9 E. LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901,",9 E. LOOCKERMAN STREET SUITE 311,DOVER,DE,19901,,"9 E. LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901, United States",9 E. LOOCKERMAN STREET SUITE 311,DOVER,DE,19901,United States,
"AMERICAN FREIGHT, LLC",LLC,Active,1341067,2022-03-31,680 SUNBURY ROAD,DELAWARE,United States,43015,OH,compliance@domyllc.com,Foreign,2020-03-30,DE,DE,False,False,False,False,False,Furniture Stores (442110),,2021-11-10 00:08:35.0300000,,2020-03-03,"AMERICAN FREIGHT, LLC",,United States,,,,,"680 SUNBURY ROAD, DELAWARE, OH, 43015,",680 SUNBURY ROAD,DELAWARE,OH,43015,,"680 SUNBURY ROAD, DELAWARE, OH, 43015, United States",680 SUNBURY ROAD,DELAWARE,OH,43015,United States,
"SSF U.S. HOLDCO GP, L.L.C.",LLC,Active,1341183,2022-03-31,591 WEST PUTNAM AVENUE,GREENWICH,United States,06830,CT,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-03-30,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:36.2300000,,2020-03-30,"SSF U.S. HOLDCO GP, L.L.C.",,United States,,,,,,,,,,,,,,,,,
"SSF U.S. HOLDCO, LIMITED PARTNERSHIP",Limited Partnership,Active,1341184,2022-03-30,591 WEST PUTNAM AVENUE,GREENWICH,United States,06830,CT,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-03-30,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:36.2300000,,2020-03-30,"SSF U.S. HOLDCO, L.P.",,United States,,,,,,,,,,,NONE,NONE,,,,,
"DR.'S OWN, LLC",LLC,Active,1341185,2022-03-31,5923 FARNSWORTH COURT,CARLSBAD,United States,92008,CA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-03-30,DE,DE,False,False,False,False,False,Footwear Manufacturing (316210),,2021-11-10 00:08:36.2300000,,2020-03-25,"DR.'S OWN, LLC",,United States,,,,,,,,,,,,,,,,,
PLANON CORPORATION,Stock,Active,1341206,2022-03-30,45 BRAINTREE HILL OFFICE PARK SUITE 400,BRAINTREE,United States,02184,MA,Compliancemail@cscinfo.com,Foreign,2020-03-30,DE,DE,False,False,False,False,False,Software Publishers (511210),511210.0,2021-11-10 00:08:36.2800000,,2020-04-01,PLANON CORPORATION,,United States,,,,,,,,,,,,,,,,,
JJ EXPRESS INC.,Stock,Active,1341207,2022-05-01,63 FARMCREST DR,WATERBURY,United States,06704,CT,2020jjexpress@gmail.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:36.2800000,,,,,,,,,1.0,,,,,,,,,,,,,
"OREC STRUCTURED FINANCE CO., LLC",LLC,Active,1341208,2022-03-31,10 W. BROAD STREET 8TH FLOOR,COLUMBUS,United States,43215,OH,FILINGMANAGER@CAPITOLSERVICES.COM,Foreign,2020-03-30,DE,DE,False,False,False,False,False,Commercial Banking (522110),,2021-11-10 00:08:36.2800000,,2020-03-30,"OREC STRUCTURED FINANCE CO., LLC",,United States,,,,,"1675 SOUTH STATE ST, STE B, DOVER, DE, 19901, United States","1675 SOUTH STATE ST, STE B",DOVER,DE,19901,United States,"1675 SOUTH STATE ST, STE B, DOVER, DE, 19901, United States","1675 SOUTH STATE ST, STE B",DOVER,DE,19901,United States,
"SOF-XI SECURITIES HOLDINGS, LIMITED PARTNERSHIP",Limited Partnership,Active,1341210,2021-03-30,591 WEST PUTNAM AVENUE,GREENWICH,,06830,CT,,Foreign,2020-03-30,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:36.2800000,Annual report past due,2020-03-30,"SOF-XI SECURITIES HOLDINGS, L.P.",,,,,,,,,,,,,,,,,,,
"ASPECT HEALTH, INC",Stock,Active,1335617,2022-04-20,8712 LINDHOLM DRIVE SUITE 300,HUNTERSVILLE,United States,28078,NC,lquinn@allegiancere.com,Domestic,2020-03-30,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531190.0,2021-11-10 00:08:36.9966667,,,,,,,,,10000.0,,,,,,,,,,,,,
JSH BUSINESS SERVICES LLC,LLC,Dissolved,1340537,2021-03-31,350 GROVERS AVE 7E,BRIDGEPORT,United States,06605,CT,JHOAR45@GMAIL.COM,Domestic,2020-03-30,CT,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),,2021-11-10 00:05:30.7366667,,,,,,,2020-04-14T00:00:00.000,,,,,,,,,,,,,,,
PERTIZ LANDSCAPING LLC,LLC,Active,1340651,2021-03-31,83 ESSEX AVENUE,WATERBURY,United States,06704,CT,MIGUEL.CORREA@SUNRISETAX.NET,Domestic,2020-03-31,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:36.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
15 RUSSELL STREET LLC,LLC,Active,1340652,2022-03-31,85 HOWE STREET,NEW HAVEN,United States,06511,CT,DOTAXES@SBCGLOBAL.NET,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,,,
DMB MED CONSULTING LLC,LLC,Active,1340653,2022-03-31,240 TALCOTT NOTCH RD,FARMINGTON,United States,06032,CT,brian.cota7@gmail.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,2021-11-10 00:08:36.3100000,,,,,,,,,,,,,,,,,,,,,,
"CMH CREDIT, LLC",LLC,Active,1340656,2022-03-31,190 FARMINGTON AVE,FARMINGTON,United States,06032,CT,sots@dowling.com,Foreign,2020-03-31,DE,DE,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:08:36.3100000,,2020-01-07,"CMH CREDIT, LLC",,United States,,,,,"1000 N WEST ST SUITE 1501, WILMINGTON, DE, 19801, United States",1000 N WEST ST SUITE 1501,WILMINGTON,DE,19801,United States,"1000 N WEST ST SUITE 1501, WILMINGTON, DE, 19801, United States",1000 N WEST ST SUITE 1501,WILMINGTON,DE,19801,United States,
MADISON REAL ESTATE LLC,LLC,Active,1340657,2021-03-31,41 BRIDLE PATH LN,MADISON,United States,06443,CT,MADISONCTRE@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:36.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"ATLANTIC BUSINESS SUPPLY, LLC",LLC,Active,1340659,2021-03-31,76 STEVENS STREET 76 STEVENS STREET,EAST HAVEN,United States,06512,CT,BILLWILSONWOW@YAHOO.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Other Commercial Equipment Merchant Wholesalers (423440),423440.0,2021-11-10 00:08:33.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"SML PROPERTIES, LLC",LLC,Active,1340660,2021-03-31,105 TUCKAHOE LANE,FAIRFIELD,United States,06824,CT,SMLPROPERTIESCT@GMAIL.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:33.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
510 CORNWALL REALTY LLC,LLC,Dissolved,1340662,2021-03-31,510 CORNWALL AVENUE,CHESHIRE,United States,06410,CT,SLUGGO4171@YAHOO.COM,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:33.6833333,,,,,,,2021-02-18T00:00:00.000,,,,,,,,,,,,,,,
J&A MANAGEMENT  LLC,LLC,Active,1340663,2022-03-31,155 TOWER AVE,GROTON,United States,06340,CT,j.amanagement@outlook.com,Domestic,2020-03-31,CT,Connecticut,False,False,False,False,False,Passenger Car Rental (532111),532111.0,2021-11-10 00:08:33.6833333,,,,,,,,,,,,,,,,,,,,,,
JG CREATIONS LLC,LLC,Active,1340664,2022-03-31,19 MEADOWBROOK DR,BROOKLYN,United States,06234,CT,johng.creations@gmail.com,Domestic,2020-03-31,CT,Connecticut,False,True,False,False,False,Custom Architectural Woodwork and Millwork Manufacturing (337212),337212.0,2021-11-10 00:08:33.6833333,,,,,,,,,,,,,,,,,,,,,,
RENOVATION FINANCE LLC,LLC,Active,1340665,2022-03-31,2400 MARKET STREET SUITE 261,PHILADELPHIA,United States,19103,PA,Compliancemail@cscinfo.com,Foreign,2020-03-31,DE,DE,False,False,False,False,False,Mortgage and Nonmortgage Loan Brokers (522310),522310.0,2021-11-10 00:08:33.6833333,,2020-03-31,RENOVATION FINANCE LLC,,United States,,,,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,
