name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,total_authorized_shares,billing_unit,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,mailing_address
HARTFORD 433 NEW BRITAIN LLC,LLC,Active,Annual report past due,1367485,2021-03-31,179 WACCABUC ROAD,GOLDEN'S BRIDGE,,10526,NY,JMAHARAJ77@GMAIL.COM,Domestic,2020-11-24,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,,,,
JC FINISH CARPENTRY LLC,LLC,Active,,1367486,2022-03-31,378 ELLSWORTH ST 2,BRIDGEPORT,United States,06605,CT,kellysouzadmv@gmail.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,,,,
ENDURANCE STRONG LLC,LLC,Active,,1367487,2022-03-31,78 PARTRIDGE LANE,TRUMBULL,United States,06611,CT,davidtkell10@gmail.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,,,,
CARSPECTIVE LLC,LLC,Active,Annual report past due,1367488,2021-03-31,"4 NEW RD, UNIT 11",MADISON,United States,06443,CT,CARSPECTIVELLC@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,,,,
"IMAG, LLC",LLC,Active,Annual report past due,1367489,2021-03-31,136 MCKINLEY AVENUE,BRIDGEPORT,United States,06606,CT,ALCOINC1@AOL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
T2J TRADING CARDS & SPORTS MEMORABILIA LLC,LLC,Active,Annual report past due,1367490,2021-03-31,20 OLIVE LANE,NORWALK,United States,06854,CT,TJ2CARDS@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
ALPHA METRICS INCORPORATED,Stock,Active,Annual report due,1367491,2021-11-24,265 INDUSTRIAL WAY WEST C/O DLB ASSOCIATES,EATONTOWN,United States,07724,NJ,CCHUNN@DLBASSOCIATES.COM,Foreign,2020-11-24,NJ,NJ,False,False,False,False,False,Architectural Services (541310),541310.0,2021-11-10 00:12:39.0233333,,,,2020-12-11,ALPHA METRICS INCORPORATED,United States,,,,,,,,,,,,,,,,,,,
"YOUTH GUIDANCE, INC.",Non-Stock,Active,,1367492,2022-11-24,1 NORTH LASALLE STREET SUITE 900,CHICAGO,United States,60602,IL,INFO@YOUTH-GUIDANCE.ORG,Foreign,2020-11-24,IL,IL,False,False,False,False,False,Child and Youth Services (624110),624110.0,2021-11-10 00:12:39.0233333,,,,2020-03-01,"YOUTH GUIDANCE, INC.",United States,,,,,,,,,,,,,,,,,,,
PAULISTA LLC,LLC,Active,,1367495,2022-03-31,17 MEADOWCROFT LANE,GREENWICH,United States,06830,CT,info@paulistallc.com,Foreign,2020-11-24,DE,DE,False,False,False,False,False,Private Households (814110),814110.0,2021-11-10 00:12:39.0233333,,,,2017-01-02,PAULISTA LLC,United States,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808,",251 LITTLE FALLS DR,WILMINGTON,DE,19808,,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,United States,,,,,,,
LESSONS FOR MY KIDS BOOKS LLC,LLC,Active,,1367496,2022-03-31,224 SUNSET AVE,FAIRFIELD,United States,06824,CT,joe@lessonsformykidsbooks.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
LUIS FAJARDO CONSTRUCTION & RENOVATION LLC,LLC,Active,Annual report past due,1367497,2021-03-31,14 FARVIEW AVE 1 FL,DANBURY,United States,06810,CT,BOCA841@ICLOUD.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
ASSIS TILE LLC,LLC,Active,Annual report past due,1367498,2021-03-31,93 MERCHANT STREET,BRIDGEPORT,United States,06606,CT,COELHOSERVICES1@HOTMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Flooring Contractors (238330),238330.0,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
VS MANAGEMENT LLC,LLC,Active,Annual report past due,1367499,2021-03-31,27 HARRISON STREET APT G1,MERIDEN,United States,06451,CT,VIANELIZ@VSMANAGEMENT.NET,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY FUSION CAFE' & DELI LLP,LLP,Active,Annual report due,1367500,2021-11-24,702 CHASE PARKWAY,WATERBURY,United States,06708,CT,SUZETTEMBL@YAHOO.COM,Domestic,2020-11-24,CT,Connecticut,True,False,True,False,False,Caterers (722320),722320.0,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
DIRECT CURRENT BOATWORKS LLC,LLC,Active,,1367501,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,directcurrentboatworks@gmail.com,Domestic,2020-11-24,CT,Connecticut,False,True,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
NIK TRANSPORTATION LLC,LLC,Active,Annual report past due,1367502,2021-03-31,19 HAZELMERE COURT,NEWINGTON,United States,06111,CT,NIKSONXXX01@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,All Other Support Activities for Transportation (488999),488999.0,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
"CARDILLO ENTERPRISES, LLC",LLC,Active,Annual report past due,1367503,2021-03-31,79 CARRIAGE DRIVE SOUTH,STAMFORD,United States,06902,CT,ADAM@HIRSCHLAW.ORG,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKET HOMES REAL ESTATE CT LLC,LLC,Active,,1367504,2022-03-31,701 GRISWOLD STREET,DETROIT,United States,48226,MI,INQUIRIES@ROCKETHOMES.COM,Foreign,2020-11-24,MI,MI,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:12:39.0233333,,,,2020-11-24,ROCKET HOMES REAL ESTATE CT LLC,United States,,,,,,,,,,,,,,,,,,,
"SOAR RESTAURANTS II, LLC",LLC,Active,,1367505,2022-03-31,7250 DALLAS PARKWAY SUITE 800,PLANO,United States,75024,TX,marti.eger@cmg.team,Foreign,2020-11-24,TX,TX,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:39.0233333,,,,2020-12-07,"SOAR RESTAURANTS II, LLC",United States,"7250 DALLAS PARKWAY SUITE 800, PLANO, TX, 20815,",7250 DALLAS PARKWAY SUITE 800,PLANO,TX,20815,,"7250 DALLAS PARKWAY SUITE 800, PLANO, TX, 75024, United States",7250 DALLAS PARKWAY SUITE 800,PLANO,TX,75024,United States,,,,,,,
"DRG REAL ESTATE ONE, LLC",LLC,Active,,1367506,2022-03-31,657 ENFIELD STREET,ENFIELD,United States,06082,CT,brianshea@koveragegroup.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
"HURLEY ROAD ASSOCIATES, LLC",LLC,Active,Annual report past due,1367507,2021-03-31,6 SYLVAN ROAD SOUTH,WESTPORT,United States,06880,CT,ADAM@HIRSCHLAW.ORG,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
R&R ECOMM SOLUTIONS LLC,LLC,Active,Annual report past due,1367508,2021-03-31,160 WOODRUFF ROAD,FARMINGTON,United States,06032,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
"HUNTER WARFIELD, INC.",Stock,Active,,1367509,2022-11-24,4620 WOODLAND CORPORATE BOULEVARD,TAMPA,United States,33614,FL,RSTOLTENBORG@HUNTERWARFIELD.COM,Foreign,2020-11-24,MD,MD,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:39.6800000,,,,2020-11-30,"HUNTER WARFIELD, INC.",United States,,,,,,,,,,,,,,,,,,,
HIGH END CHESTER LLC,LLC,Active,,1367510,2022-03-31,28 DENLAR DRIVE,CHESTER,United States,06412,CT,msbottomline@comcast.net,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
Everneat Shop LLC,LLC,Active,,1367511,2022-03-31,13 PLUM STREET,FAIRFIELD,United States,06824,CT,claudia@cleaningstudio.us,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Soap and Other Detergent Manufacturing (325611),325611.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
SHERIDAN WEALTH MANAGEMENT LLC,LLC,Active,,1367512,2022-03-31,9 NEWPORT AVENUE,WEST HARTFORD,United States,06107,CT,nicholasmsheridan@gmail.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
RENE YANZA CARPENTRY LLC,LLC,Active,Annual report past due,1367513,2021-03-31,25 BERKSHIRE DR,DANBURY,United States,06811,CT,TAXCENTERCT@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
"KINDRED K9 HEALING, LLC",LLC,Active,,1367514,2022-03-31,90 PORCHUCK ROAD,GREENWICH,United States,06831,CT,kathryn@sandrcpa.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Veterinary Services (541940),541940.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
VILLAGE SMOKE SHOP INC.,Stock,Active,Annual report past due,1367515,2022-02-25,433 MAIN ST,RIDGEFIELD,United States,06877-4513,CT,SINGHBARJINDER@HOTMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Tobacco Stores (453991),453991.0,2021-11-10 00:12:39.6800000,,1000.0,,,,,,,,,,,,,,,,,,,,,,,
"G-LAND, LLC",LLC,Active,Annual report past due,1367516,2021-03-31,215 BIBLE STREET,COS COB,United States,06807,CT,RICKSEMELS@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
ASPIRE SYSTEMS CONNECTICUT INC,Stock,Active,Annual report due,1367517,2021-11-24,1200 HARGER ROAD SUITE 722,OAK BROOK,United States,60523,IL,VINU.SUNDARARAJAN@ASPIRESYS.COM,Foreign,2020-11-24,OR,OR,False,False,False,False,False,,,2021-11-10 00:12:39.6800000,,,,2020-11-24,ASPIRE SYSTEMS CONNECTICUT INC,United States,,,,,,,,,,,,,,,,,,,
T&M ENTERPRISE LLC,LLC,Active,,1367519,2022-03-31,25 MICHAEL LANE,NAUGATUCK,United States,06770,CT,tm.enterprise73@gmail.com,Domestic,2020-11-24,CT,Connecticut,True,False,True,False,False,All Other Specialty Trade Contractors (238990),237310.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
ALEXANDERS PAINTING & CLEANING LLC,LLC,Active,Annual report past due,1367520,2021-03-31,304 PEQUONNOCK ST #2,BRIDGEPORT,United States,06604,CT,TAXCENTERCT@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
CARPE OMNIA LLC,LLC,Active,Annual report past due,1367521,2021-03-31,31 NETTLETON ST,WATERTOWN,United States,06795,CT,MYREALTORTAMIH@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,True,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
LSEWP INC,Stock,Active,Annual report due,1367529,2021-11-24,78 EAST RIDGE ROAD,STAMFORD,,06903,CT,gautammshah@me.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:39.0233333,,200.0,,,,,,,,,,,,,,,,,,,,,,,
AQUINO ENTERPRISE LLC,LLC,Active,Annual report past due,1367530,2021-03-31,48 PHELPS ST,EAST HARTFORD,,06108,CT,,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
HOLLY HILL GROUP LLC,LLC,Active,,1367532,2022-03-31,81 Holly Hill Lane,Greenwich,United States,06830,CT,gg@gcardiology.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),,2021-11-10 00:12:39.0233333,,,3rd Floor,,,,,,,,,,,,,,,,,,,,,,
VALIANT VENDING LLC,LLC,Active,Annual report past due,1367533,2021-03-31,32 COURTNEY CT,MERIDEN,United States,06450,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
MORAN'S RESTAURANT LLC,LLC,Active,Annual report past due,1367534,2021-03-31,534 MIDDLE TPKE E STE D,MANCHESTER,United States,06040,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
OPULENT COLLECTION LLC,LLC,Active,Annual report past due,1367535,2021-03-31,3699 BROADBRIDGE AVE 314,STRATFORD,United States,06614,CT,ALLAMERICA1970@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
STN DRIVING SCHOOL LLC,LLC,Dissolved,,1367536,2021-03-31,527 BURNSIDE AVE,EAST HARTFORD,United States,06108,CT,THANUJA.S12345@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Automobile Driving Schools (611692),611692.0,2021-11-10 00:12:39.0233333,2021-04-08T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
NEW CANAAN ERP CONSULTING LLC,LLC,Active,,1367537,2022-03-31,329 LAUREL RD,NEW CANAAN,United States,06840,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
CONOR'S PAINTING AND RESTORATION LLC,LLC,Active,,1367538,2022-03-31,4 STRONGS AVE,PORTLAND,United States,06480,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
"ADMITHUB, INC.",Stock,Active,Annual report due,1367539,2021-11-24,38 CHAUNCY STREET SUITE 1100,BOSTON,United States,02111-9436,MA,ACCOUNTING@ADMITHUB.COM,Foreign,2020-11-24,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:12:39.0233333,,,,2020-11-16,"ADMITHUB, INC.",United States,,,,,,,,,,,,,,,,,,,
FRAMEONE LLC,LLC,Active,Annual report past due,1367540,2021-03-31,40 OLD QUARRY ROAD,GUILFORD,United States,06437,CT,WILL@FINALFRAMEPOST.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
WALKER RIDGE CONSTRUCTION NEW YORK LLC,LLC,Active,,1367541,2022-03-31,3164 21 STREET 11B,ASTORIA,United States,11106,NY,agent@bizfilings.com,Foreign,2020-11-24,DE,DE,False,False,False,False,False,New Multifamily Housing Construction (except For-Sale Builders) (236116),,2021-11-10 00:12:39.0233333,,,,2020-11-24,WALKER RIDGE CONSTRUCTION NEW YORK LLC,United States,"108 WEST 13TH STREET, WILMINGTON, DE, 19801, United States",108 WEST 13TH STREET,WILMINGTON,DE,19801,United States,"108 WEST 13TH STREET, WILMINGTON, DE, 19801, United States",108 WEST 13TH STREET,WILMINGTON,DE,19801,United States,,,,,,,
DRCLEAN LLC,LLC,Active,,1367542,2022-03-31,385 WEST MOUNTAIN RD,RIDGEFIELD,United States,06877,CT,agent@bizfilings.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
30 TO 2 LLC,LLC,Active,,1367543,2022-03-31,21 HOMESTEAD AVE,DERBY,United States,06418,CT,Evie.gindi@30to2.com,Domestic,2020-11-24,CT,Connecticut,True,False,False,True,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:12:39.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
WE THE PEOPLE ATHLETIC CO. LLC,LLC,Active,,1367544,2022-03-31,17 DAIRY FARM DRIVE,BROOKFIELD,United States,06804,CT,COMPLIANCE@ZENBUSINESS.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
"G. ELLIS SERVICES, LLC",LLC,Active,,1367545,2022-03-31,31 MACINTOSH DRIVE,OXFORD,United States,06478,CT,greg5494@gmail.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
DIVI DIVIS LLC,LLC,Dissolved,,1367546,2021-03-31,847 WINDSOR STREET,HARTFORD,United States,06120,CT,GOODFELLASVIP@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Drinking Places (Alcoholic Beverages) (722410),722410.0,2021-11-10 00:12:39.6800000,2020-12-31T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
"DHUAAN, LLC",LLC,Active,,1367547,2022-03-31,27 CROSS POND ROAD,BROOKFIELD,United States,06804,CT,mpatel7907@gmail.com,Domestic,2020-11-24,CT,Connecticut,True,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
GROEPER DESIGN LLC,LLC,Active,,1367548,2022-03-31,181 COURT STREET,MIDDLETOWN,United States,06457,CT,citihairdesignct@frontier.com,Domestic,2020-11-24,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
MAVERICKHITS LLC,LLC,Active,Annual report past due,1367549,2021-03-31,268 SYLVAN KNOLL RD,STAMFORD,United States,,CT,SAMMIEROY@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,True,True,False,False,,,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
J THOMAS LLC,LLC,Active,,1367550,2022-03-31,105 WILD DUCK ROAD,STAMFORD,United States,06903,CT,jackjtr12@gmail.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
1705 PARK AVE LLC,LLC,Active,,1367551,2022-03-31,580 NORTH AVENUE,BRIDGEPORT,United States,06606,CT,EYADJAMAL0609@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
KARIOKA LLC,LLC,Active,,1367552,2022-03-31,1138 MADISON AVE,BRIDGEPORT,United States,06606,CT,VIVI@ATLANTISTAXLLC.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
"MAGNOLIA CHOCOLATIER, LLC",LLC,Active,Annual report past due,1367553,2021-03-31,65 HIGH RIDGE ROAD #166,STAMFORD,United States,06905,CT,MARGARET@MAGNOLIACHOCOLATIER.COM,Domestic,2020-11-24,CT,Connecticut,True,False,True,False,False,Confectionery Manufacturing from Purchased Chocolate (311352),311352.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
"TDR SERVICES GROUP, INC.",Stock,Active,Annual report due,1367554,2021-11-24,5404 ST. EMILION COURT,COLLEYVILLE,United States,76034,TX,DEAN@ESMONDCPA.COM,Foreign,2020-11-24,DE,DE,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:39.6800000,,,,2020-11-24,"TDR SERVICES GROUP, INC.",United States,,,,,,,,,,,,,,,,,,,
CLEAN SWEEP ORG LLC,LLC,Active,Annual report past due,1367555,2021-03-31,55 GROVE STREET APT 206,WINDSOR LOCKS,United States,06096,CT,CLEANSWEEPORGLLC@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,True,False,True,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
MOVE2LEARN LLC,LLC,Active,,1367556,2022-03-31,12 HARBOUR CLOSE,NEW HAVEN,United States,06519,CT,chris@cognimoves.com,Foreign,2020-11-24,DE,DE,False,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:12:39.6800000,,,,2020-11-24,MOVE2LEARN LLC,United States,"108 WEST 13TH STREET, WILMINGTON, DE, 19801, United States",108 WEST 13TH STREET,WILMINGTON,DE,19801,United States,"108 WEST 13TH STREET, WILMINGTON, DE, 19801, United States",108 WEST 13TH STREET,WILMINGTON,DE,19801,United States,,,,,,,
CT ABI BEHAVIORAL MENTAL HEALTH GROUPS INCORPORATED,Stock,Active,First report past due,1367557,2021-02-22,No information provided,,,,,ALEXICAREHHA@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,True,False,True,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:12:39.6800000,,20000.0,,,,,,,,,,,,,,,,,,,,,,,
BRAZILINGO LLC,LLC,Active,,1367558,2022-03-31,56 HORSESHOE LN,MIDDLETOWN,United States,06457,CT,contact@brazilingo.com,Domestic,2020-11-24,CT,Connecticut,True,False,False,False,False,Language Schools (611630),611630.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
BARKREAL LLC,LLC,Active,Annual report past due,1367559,2021-03-31,20 MEADOW MARSH LANE 20 MEADOW MARSH LANE,OLD GREENWICH,United States,06870,CT,DENNISCALEX@AOL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
FORRESTER ENTERPRISES LLC,LLC,Active,,1367560,2022-03-31,267 COVENTRY ST,HARTFORD,United States,06112,CT,1alwiliams@gmail.com,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
"JAZZ HANDS ENTERTAINMENT, LLC",LLC,Active,,1367561,2022-03-31,235 NEW CANAAN AVE,NORWALK,United States,06850,CT,robtaharris1@gmail.com,Domestic,2020-11-24,CT,Connecticut,True,True,False,False,False,Other Performing Arts Companies (711190),711190.0,2021-11-10 00:12:39.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
REVOLVING SERVICES LNC LLC,LLC,Active,Annual report past due,1367562,2021-03-31,652 HIGHLAND AVENUE,WATERBURY,United States,06708,CT,REVOLVINGSERVICESCT@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
MP TECH LLC,LLC,Active,,1367563,2022-03-31,19 AUTRAN AVE,SOUTHINGTON,United States,06489,CT,mnptechllc@gmail.com,Domestic,2020-11-24,CT,Connecticut,True,False,False,False,False,Computer Systems Design Services (541512),541512.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
2724 BLACK ROCK LLC,LLC,Active,Annual report past due,1367564,2021-03-31,2724 BLACK ROCK TURNPIKE,FAIRFIELD,United States,06825,CT,VORAHOUSE@GMAIL.COM,Domestic,2020-11-24,CT,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
MALLARD DYNASTY REALTY GROUP LLC,LLC,Active,,1367565,2022-03-31,126 MONROE TURNPIKE,TRUMBULL,United States,06611,CT,dmallard@kw.com,Domestic,2020-11-24,CT,Connecticut,False,False,True,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
GO GREEN COMMERCIAL CLEANING & SVC CORP,Stock,Active,First report past due,1367566,2021-02-22,No information provided,,,,,,Domestic,2020-11-24,CT,Connecticut,True,False,True,False,False,All Other Miscellaneous Waste Management Services (562998),562998.0,2021-11-10 00:12:44.6033333,,20000.0,,,,,,,,,,,,,,,,,,,,,,,
