name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,mailing_international_address
DRINK WATER LLC,LLC,Active,1345226,2022-03-31,211 POMEROY AVE.,MERIDEN,United States,06450,CT,KEVINSANCHEZ2011@YMAIL.COM,Domestic,2020-05-25,CT,Connecticut,False,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454210.0,2021-11-10 00:08:42.6833333,,,,,,,,,,,,,,,,,,,,Apt 2105,,,
LOGAN'S LANDSCAPING LLC,LLC,Dissolved,1345227,2022-03-31,97 CASTLE RD.,BRISTOL,United States,06010,CT,response@lmsct.com,Domestic,2020-05-25,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:42.6833333,,,,2021-04-14T00:00:00.000,,,,,,,,,,,,,,,,,,,
BRIGHTS LANDSCAPING LLC,LLC,Active,1345228,2022-03-31,1 TOD RD.,NORWALK,United States,06851,CT,BRIGHTSLANDSCAPINGCT@GMAIL.COM,Domestic,2020-05-25,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:42.6833333,,,,,,,,,,,,,,,,,,,,,,,
STEVE'S PROPERTY MAINTENANCE LLC,LLC,Active,1345229,2021-03-31,600 MERIDIAN ST. EXT.,GROTON,United States,06340,CT,STEVESOUTSIDECLEANUP1@GMAIL.COM,Domestic,2020-05-25,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:42.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CHARLEY AND HENRY LLC,LLC,Active,1345230,2022-03-31,99 E ROCKS RD.,NORWALK,United States,06851,CT,Sara.riley31@gmail.com,Domestic,2020-05-25,CT,Connecticut,True,False,False,False,False,Other Specialized Design Services (541490),541490.0,2021-11-10 00:08:42.6833333,,,,,,,,,,,,,,,,,,,,,,,
SLICKKSHAWW LLC,LLC,Active,1345231,2021-03-31,256 BULLARD ST.,FAIRFIELD,United States,06825,CT,ALEXSHAW109@ICLOUD.COM,Domestic,2020-05-25,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:42.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
D&B REMODELING AND APPLIANCE REPAIR LLC,LLC,Active,1345232,2021-03-31,949 PLEASANT VALLEY ROAD 8-7,SOUTH WINDSOR,United States,06074,CT,APPLIANCEREPAIR17@DBREMODELING.NET,Domestic,2020-05-25,CT,Connecticut,False,False,False,False,False,Appliance Repair and Maintenance (811412),811412.0,2021-11-10 00:08:42.7166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
PRIMETIME TRUCKING LLC,LLC,Active,1345233,2021-03-31,1361QUINNIPIAC AVE APT K,NEW HAVEN,United States,06513,CT,MARIXANAYLA@YAHOO.COM,Domestic,2020-05-25,CT,Connecticut,True,True,True,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:42.7166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"MICROCARE, LLC",LLC,Active,1345321,2021-03-31,595 JOHN DOWNEY DRIVE,NEW BRITAIN,United States,06051,CT,ROBINIVES@MICROCARE.COM,Foreign,2020-05-25,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:40.1366667,Annual report past due,,,,2020-05-22,"MICROCARE, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,
VYVAN KITCHEN LLC,LLC,Dissolved,1345094,2021-03-31,67 NASHAWENA AVE,WEST HAVEN,United States,06516-7407,CT,VYVANKITCHEN@GMAIL.COM,Domestic,2020-05-25,CT,Connecticut,False,False,False,False,False,Caterers (722320),,2021-11-10 00:03:41.1166667,,,,2020-11-23T00:00:00.000,,,,,,,,,,,,,,,,,,,
"HOMEWORKS UNLIMITED, LLC",LLC,Active,1337036,2022-03-31,243 KING ST,STRATFORD,United States,06615,CT,hpmauricin@yahoo.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),,2021-11-10 00:08:35.0733333,,,,,,,,,,,,,,,,,,,,,,,
"INTEGRATED CHIROPRACTIC & WELLNESS, LLC",LLC,Active,1345107,2021-03-31,900 MADISON AVE. SUITE 215,BRIDGEPORT,United States,06606,CT,DRBCORRIGAN@AOL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Offices of Chiropractors (621310),621310.0,2021-11-10 00:08:40.8733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CLOUD 9 HAIR LLC,LLC,Active,1345110,2022-03-31,400 UNIVERSAL DR STE 429,NORTH HAVEN,United States,06473,CT,REBECKAMUNSON.CLOUD9@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:40.8733333,,,,,,,,,,,,,,,,,,,,,,,
"QUANTRIX GROUP, LLC",LLC,Active,1345114,2021-03-31,245 ALLENTOWN ROAD,BRISTOL,United States,06010,CT,SALES@QUANTRIX.IO,Domestic,2020-05-26,CT,Connecticut,True,True,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:40.8733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
AMERICAN RESURFACING LLC,LLC,Dissolved,1345116,2021-03-31,26 WILLOW LANE,CLINTON,,06413,CT,ANDREWKRIER@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:40.8733333,,,,2021-01-30T00:00:00.000,,,,,,,,,,,,,,,,,,,
GO N BROKE TRUCKING LLC,LLC,Active,1345117,2022-03-31,2175 S MAIN ST,MIDDLETOWN,United States,06457,CT,GONBROKETRUCK@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:40.8733333,,,,,,,,,,,,,,,,,,,,,,,
"J&K HAULING, LLC",LLC,Dissolved,1345120,2022-03-31,8 OIL MILL TERRACE #OM8,DANBURY,United States,06810,CT,BFERREIRA@TASCACCOUNTANT.COM,Domestic,2020-05-26,CT,Connecticut,False,False,True,False,False,All Other Miscellaneous Waste Management Services (562998),562998.0,2021-11-10 00:08:40.8733333,,,,2021-07-27T00:00:00.000,,,,,,,,,,,,,,,,,,,
ASJ TRANSPORT SERVICES LLC,LLC,Active,1345122,2022-03-31,27 COOLEY AVE,MIDDLETOWN,United States,06457,CT,asjtransportsvcs@aol.com,Domestic,2020-05-26,CT,Connecticut,True,False,False,True,False,"Specialized Freight (except Used Goods) Trucking, Local (484220)",484220.0,2021-11-10 00:08:41.9500000,,,,,,,,,,,,,,,,,,,,,,,
ESTELI PAINTING SERVICES LLC,LLC,Active,1345124,2021-03-31,45 JACKSON AVE,BRIDGEPORT,United States,06606,CT,CRIS@MIRANTEAGENCY.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:41.9500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
TIFFANY CHAMBERS GROOMING LLC,LLC,Active,1345137,2022-03-31,536 FEDERAL ROAD UNIT 6,BROOKFIELD,United States,06804,CT,groomingbytiffanychambers@gmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),,2021-11-10 00:08:41.9500000,,,,,,,,,,,,,,,,,,,,,,,
CREDIBLE HAUL AND TRANSPORT LLC,LLC,Active,1345138,2022-03-31,1 FARMSTEAD CIR,BLOOMFIELD,United States,06002,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",,2021-11-10 00:08:41.9500000,,,,,,,,,,,,,,,,,,,,,,,
RAYS FRESH FLOWERS LLC,LLC,Active,1345139,2022-03-31,32 DEPINEDO AVE,STAMFORD,United States,06902,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers (424930)",,2021-11-10 00:08:41.9500000,,,,,,,,,,,,,,,,,,,,,,,
A2Z HVAC LLC,LLC,Active,1345140,2022-03-31,67 FINLEY HILL RD,MARLBOROUGH,United States,06447,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,2021-11-10 00:08:41.9966667,,,,,,,,,,,,,,,,,,,,,,,
ENSUREDR INC.,Stock,Active,1345141,2022-05-26,,,ISRAEL,,,EREZ@ENSUREDR.COM,Foreign,2020-05-26,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:41.9966667,,,,,2020-05-11,ENSUREDR INC.,Israel,,,,,,,,,,,,,,,,
HONEY OF A HOME FOR YOU LLC,LLC,Active,1345144,2022-03-31,18 HILLVIEW DRIVE WEST,NEW FAIRFIELD,United States,06812,CT,kkgannon1028@gmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:41.9966667,,,,,,,,,,,,,,,,,,,,,,,
OLD SAYBROOK SOUL NUTRITION LLC,LLC,Active,1345145,2021-03-31,455 BOSTON POST RD,OLD SAYBROOK,United States,06475,CT,ABELL5338@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),722515.0,2021-11-10 00:08:41.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CAROLYN KOERNER MANGIAFICO LLC,LLC,Active,1345147,2022-03-31,"954 REAR MIDDLESEX TURNPIKE, UNIT 1",OLD SAYBROOK,United States,06475,CT,Mangiaficocl@aol.com,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:41.9966667,,,,,,,,,,,,,,,,,,,,,,,
"REEL IMPULSIVE FISHING CHARTERS, LLC",LLC,Active,1345148,2021-03-31,142 TEMPLE STREET,NEW HAVEN,United States,06510,CT,MICHAEL@LEIBOBROTHERS.NET,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:08:41.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"121-123 BABCOCK, LLC",LLC,Active,1345149,2022-03-31,40 OLD SMUGGLERS ROAD,BRANFORD,United States,06405,CT,kalaniladd@gmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:41.9966667,,,,,,,,,,,,,,,,,,,,,,,
"K & L LOGISTICS, LLC",LLC,Active,1345150,2021-03-31,84 COLONY STREET,BRISTOL,United States,06010,CT,EDWARDKERVIN@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:41.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"113 LENOX, LLC",LLC,Active,1345152,2022-03-31,40 OLD SMUGGLERS ROAD,BRANFORD,United States,06405,CT,kalaniladd@gmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:41.9966667,,,,,,,,,,,,,,,,,,,,,,,
"332 LYDALL, LLC",LLC,Active,1345153,2022-03-31,40 OLD SMUGGLERS ROAD,BRANFORD,United States,06405,CT,kalaniladd@gmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:41.9966667,,,,,,,,,,,,,,,,,,,,,,,
"CHESTNUT CORNER HOMEOWNERS' ASSOCIATION, INC.",Non-Stock,Active,1345155,2020-08-24,No information provided,,,,,DEMARCOCONSTRUCTION1@COMCAST.NET,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:08:41.9966667,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
ALTMORE PARTNERS LLP,LLP,Active,1345156,2021-05-26,1 DARLING DR,AVON,United States,06001,CT,CRAIG@ALTMOREPARTNERS.COM,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:41.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
WESTPORT PROPERTY LLC,LLC,Active,1345162,2021-03-31,58 EASTON ROAD,WESTPORT,United States,06880,CT,WESTPORTPROPERTYLLC@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:42.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
DIAZ MULTISERVICES LLC,LLC,Active,1345163,2021-03-31,"116 EATON ST, FL2",BRIDGEPORT,United States,06604,CT,ENAJULISSA@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:42.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
RADIO MUNDIAL LLC,LLC,Active,1345164,2022-03-31,71 South Whitney St,HARTFORD,United States,06106,CT,RADIOMUNDIALFM@AOL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Radio Stations (515112),515112.0,2021-11-10 00:08:42.0300000,,,,,,,,,,,,,,,,,,,,1S,,,
CHAPMAN'S CUSTOM CARPENTRY LLC,LLC,Active,1345165,2021-03-31,108 HOWE AVE.,SHELTON,United States,06484,CT,CUSTOMCARPENTRY@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:42.0433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ENCHANTED COMPLEXIONS LLC,LLC,Active,1345168,2022-03-31,24 BLUE CLIFF TERRACE 206,NEW HAVEN,United States,06513,CT,ebonyharvin711@gmail.com,Domestic,2020-05-26,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:42.0433333,,,,,,,,,,,,,,,,,,,,,,,
ASTRONOID LLC,LLC,Active,1345169,2022-03-31,1679 SOUTH DUPONT HIGHWAY SUITE 100,DOVER,United States,19901,DE,Astronoidband@gmail.com,Foreign,2020-05-26,DE,DE,False,False,False,False,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:08:42.0433333,,,,,2020-06-01,ASTRONOID LLC,United States,"1679 SOUTH DUPONT HIGHWAY SUITE 100, DOVER, DE, 19901, United States",1679 SOUTH DUPONT HIGHWAY SUITE 100,DOVER,DE,19901,United States,"1679 SOUTH DUPONT HIGHWAY SUITE 100, DOVER, DE, 19901, United States",1679 SOUTH DUPONT HIGHWAY SUITE 100,DOVER,DE,19901,United States,,,,
TEVAN SUPPLIES LIMITED LLC,LLC,Active,1345170,2021-03-31,165 MILLBROOK RD,NORTH HAVEN,United States,06473,CT,EVANBEIRNE35@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:08:42.0433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"QVO GROUP, LLC",LLC,Active,1345171,2022-03-31,2 ARMONK ST #1058,GREENWICH,United States,06830,CT,info@qvogroup.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:42.0433333,,,,,,,,,,,,,,,,,,,,,,,
"850 FROZEN, LLC",LLC,Active,1345172,2022-03-31,9 NUTMEG RIDGE,RIDGEFIELD,United States,06877,CT,LD522@AOL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),,2021-11-10 00:08:42.0433333,,,,,,,,,,,,,,,,,,,,,,,
"HARBOR LANDINGS, LLC",LLC,Active,1345173,2022-03-31,36 SILO HILL ROAD,MADISON,United States,06443,CT,JOSEPH.NATARELLI@MARCUMLCP.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:42.0433333,,,,,,,,,,,,,,,,,,,,,,,
MUDDY BOOTS FARM LLC,LLC,Active,1345174,2021-03-31,102 BALDWIN BROOK RD,CANTERBURY,United States,06331,CT,MUDDYBOOTSFARM102@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Broilers and Other Meat Type Chicken Production (112320),112320.0,2021-11-10 00:08:42.0433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
KAAZ LLC,LLC,Active,1345175,2022-03-31,81 CHENEY LANE,EAST HARTFORD,United States,06118,CT,aaliyah.miller@gmail.com,Domestic,2020-05-26,CT,Connecticut,True,False,True,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:42.0433333,,,,,,,,,,,,,,,,,,,,,,,
MOHEGAN SMOKE LLC,LLC,Active,1345176,2021-03-31,946 HOPE STREET UNIT 2,STAMFORD,United States,06907,CT,MOHEGANSMOKESHOP@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.0433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
JULIAN G CORTES LLC,LLC,Active,1345177,2021-03-31,11 OSBORNE ST,DANBURY,United States,06810,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:42.0766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
M&L GROUP LLC,LLC,Active,1345178,2021-03-31,70 RUSLING PL,BRIDGEPORT,United States,06604,CT,INFO@MYMLGROUP.COM,Domestic,2020-05-26,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:42.0766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
RIVERA'S PAVING LLC,LLC,Active,1345179,2022-03-31,6 SOUTH SMITH STREET,NORWALK,,06855,CT,INFO@RIVERASLLC.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:42.0766667,,,,,,,,,,,,,,,,,,,,,,,
COINFLIP LLC,LLC,Active,1345180,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Foreign,2020-05-26,DE,DE,False,False,False,False,False,Vending Machine Operators (454210),,2021-11-10 00:08:42.0766667,,,,,2020-05-26,GPD HOLDINGS LLC,United States,"1201 ORANGE ST STE 600 ONE COMMERCE CENTER, WILMINGTON, DE, 19801, United States",1201 ORANGE ST STE 600 ONE COMMERCE CENTER,WILMINGTON,DE,19801,United States,"1201 ORANGE ST STE 600 ONE COMMERCE CENTER, WILMINGTON, DE, 19801, United States",1201 ORANGE ST STE 600 ONE COMMERCE CENTER,WILMINGTON,DE,19801,United States,,,,
"MY BODY BY DANCE, LLC",LLC,Active,1345181,2021-03-31,14 WHITE OAK ROAD,FARMINGTON,United States,06032,CT,KAHAIDINGER@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Dance Companies (711120),711120.0,2021-11-10 00:08:42.0766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ALLCENTER TECHNOLOGIES LLC,LLC,Active,1345182,2021-03-31,273 1/2 FRANKLING AVE,HARTFORD,United States,06114,CT,JMSPACOMPLEMENTS@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,Used Merchandise Stores (453310),453310.0,2021-11-10 00:08:42.0766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
JUNE FIRST STRATEGIES LLC,LLC,Active,1345184,2021-03-31,2 TYLER AVE,BRANFORD,United States,06405,CT,HUTCHINSON.MAYA@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:42.0766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ZIA CONSULTING GROUP LLC,LLC,Active,1345185,2021-03-31,93 ROCKLEDGE DRIVE,SOUTH WINDSOR,United States,06074,CT,SAUD.ANWAR@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:42.0766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"NEWFIELD HEALTH, P.C.",Stock,Active,1345186,2021-09-10,1177 HIGH RIDGE ROAD,STAMFORD,United States,06905,CT,INFO@NEWFIELDHEALTH.COM,Domestic,2020-05-26,CT,Connecticut,True,False,True,False,False,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,2021-11-10 00:08:42.0766667,Annual report past due,,200.0,,,,,,,,,,,,,,,,,,,,
"EAST-WEST ENGINEERING, PLLC",LLC,Active,1345187,2022-03-31,9 WARDWELL ROAD,WEST HARTFORD,United States,06017,CT,judy@east-westengineering.com,Domestic,2020-05-26,CT,Connecticut,True,True,True,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:42.0766667,,,,,,,,,,,,,,,,,,,,,,,
"TIMEDOC, INC.",Stock,Active,1345188,2022-05-26,815 W WEED STREET,CHICAGO,United States,60642,IL,EMG@BLACKTHORNLAW.COM,Foreign,2020-05-26,DE,DE,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:08:42.0766667,,,,,2020-05-29,"TIMEDOC, INC.",United States,,,,,,,,,,,,,,,,
DATA2SIGNAL LLC,LLC,Active,1345189,2022-03-31,216 HILLSPOINT ROAD,WESTPORT,United States,06880,CT,davidvandorsten@data2signal.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",518210.0,2021-11-10 00:08:42.0766667,,,,,,,,,,,,,,,,,,,,,,,
BAYSTATE BUSINESS VENTURES LLC,LLC,Withdrawn,1345190,2021-03-31,705 MYLES STANDISH BLVD,TAUNTON,United States,02780,MA,JOSHUA@ELSEQUIP.COM,Foreign,2020-05-26,MA,MA,False,False,False,False,False,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),811310.0,2021-11-10 00:08:42.0766667,,,,,2018-08-01,BAYSTATE BUSINESS VENTURES LLC,United States,"705 MYLES STANDISH BLVD, TAUNTON, MA, 02780, United States",705 MYLES STANDISH BLVD,TAUNTON,MA,02780,United States,"705 MYLES STANDISH BLVD, TAUNTON, MA, 02780, United States",705 MYLES STANDISH BLVD,TAUNTON,MA,02780,United States,,,,
WELL ROUNDED FAMILY LLC,LLC,Dissolved,1345192,2021-03-31,101A NEW STREET,RIDGEFIELD,United States,06877,CT,ASHLEY@WELLRESTEDBABY.COM,Domestic,2020-05-26,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:42.0766667,Annual report past due,,,2021-10-13T00:00:00.000,,,,,,,,,,,,,,,,,,,
"CARE ABODE GROUP, LLC",LLC,Active,1345193,2022-03-31,391 WILDWOOD DRIVE,ORANGE,United States,06477,CT,niri183@gmail.com,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:42.0766667,,,,,,,,,,,,,,,,,,,,,,,
"ELECTRIC HALO, LLC",LLC,Active,1345194,2021-03-31,32 URSINI DRIVE,HAMDEN,United States,06514,CT,MGMTJOEYAX@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.0766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"MOGUL SYNERGY, LLC",LLC,Active,1345195,2022-03-31,"3225 MCLEOD DR, SUITE 100",LAS VEGAS,United States,89121,NV,ra@andersonadvisors.com,Domestic,2020-05-26,NV,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:42.6533333,,,,,,,,,,,,,,,,,,,,,,,
J&C BROTHERS CONSTRUCTION LLC,LLC,Active,1345196,2021-03-31,54 TRACY AVE 1ST FLOOR,WATERBURY,United States,06706,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Siding Contractors (238170),238170.0,2021-11-10 00:08:42.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
RAFAEL MASONRY & LANDSCAPING LLC,LLC,Active,1345197,2022-03-31,15 BIRCH ST 1ST,SHELTON,United States,06484,CT,DELAIGLESIAC@GMAI.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:42.6533333,,,,,,,,,,,,,,,,,,,,,,,
J&D WORKS LLC,LLC,Dissolved,1345199,2021-03-31,245 CHERRY AVE K15,WATERTOWN,United States,06795,CT,JDWORKSBUSINESS@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:42.6533333,,,,2021-03-18T00:00:00.000,,,,,,,,,,,,,,,,,,,
SILVEIRA'S GENERAL SERVICES LLC,LLC,Active,1345200,2021-03-31,14A GRIFFING AVE,DANBURY,United States,06810,CT,MARIAWINDHAM2020@OUTLOOK.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CARBON OFFSETS LLC,LLC,Active,1345201,2021-03-31,176 JOHNSON ST APT 2A,BROOKLYN,United States,11201,NY,SAM@CARBONOFFSETS.IO,Foreign,2020-05-26,NY,NY,False,False,False,False,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:08:42.6533333,Annual report past due,,,,2020-05-26,CARBON OFFSETS LLC,United States,"176 JOHNSON ST APT 2A, BROOKLYN, NY, 11201, United States",176 JOHNSON ST APT 2A,BROOKLYN,NY,11201,United States,"176 JOHNSON ST APT 2A, BROOKLYN, NY, 11201, United States",176 JOHNSON ST APT 2A,BROOKLYN,NY,11201,United States,,,,
BLOOMY GROUP LLC,LLC,Active,1345202,2022-03-31,7 STEPHENS COURT,CLINTON,United States,06413,CT,WEAREBLOOMY@GMAIL.COM,Domestic,2020-05-26,CT,Connecticut,False,False,False,False,False,Florists (453110),453110.0,2021-11-10 00:08:42.6533333,,,,,,,,,,,,,,,,,,,,,,,
