name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,category_survey_email_address,total_authorized_shares,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_address,reason_for_administrative,date_of_organization_meeting,billing_unit
MARIE ALIESE BEAUTY LLC,LLC,Active,1342660,2022-03-31,,18 GRAVES AVENUE,GUILFORD,United States,06437,CT,jastone0485@gmail.com,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:08:42.7300000,,,,,,,,,,,,,,,,,,,,
"JG POWERWASHING, LLC",LLC,Dissolved,1342661,2021-03-31,,657 WIESE,CHESHIRE,United States,06410,CT,JGPOWERWASHINGCT@GMAIL.COM,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:42.7300000,,,Annual report past due,,,,,,,,,,,,,2021-10-27T00:00:00.000,,,,
RTC SUPPORTIVE SERVICES LLC,LLC,Active,1342662,2021-03-31,,780 WINCHESTER AVENUE,NEW HAVEN,United States,06511,CT,INFO@RTCSUPPORTIVESERVICES.COM,,Domestic,,2020-04-27,CT,Connecticut,True,False,False,False,False,Other Social Advocacy Organizations (813319),813319.0,2021-11-10 00:08:42.7300000,,,Annual report past due,,,,,,,,,,,,,,,,,
"FTS US, INC.",Stock,Active,1342663,2022-04-27,2020-04-27,"600 FIFTH AVENUE, 22ND FLOOR",NEW YORK,United States,10020,NY,lisa@delaneycorporate.com,"FTS US, INC.",Foreign,United States,2020-04-27,DE,DE,False,False,False,False,False,Professional Organizations (813920),,2021-11-10 00:08:42.7300000,,,,,,,,,,,,,,,,,,,,
"WITH LOVE BOXES, LLC",LLC,Active,1342664,2022-03-31,,87 RENEE S WAY,GUILFORD,United States,06437,CT,withloveboxes@gmail.com,,Domestic,,2020-04-27,CT,Connecticut,True,False,False,False,False,Children's and Infants' Clothing Stores (448130),448130.0,2021-11-10 00:08:42.7300000,,,,,,,,,,,,,,,,,,,,
THIRTEEN TRANSPORTATION CORP,Non-Stock,Active,1342665,2020-07-26,,No information provided,,,,,GEOJEOVANNE@AOL.COM,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Local Messengers and Local Delivery (492210),492210.0,2021-11-10 00:08:39.5133333,,,First report past due,,,,,,,,,,,,,,,Failure to file First Report,,
5D FITNESS LLC,LLC,Active,1342666,2021-03-31,,1 HARTFORD SQUARE,NEW BRITAIN,United States,06052,CT,5DFITNESSLLC@GMAIL.COM,,Domestic,,2020-04-27,CT,Connecticut,False,True,True,False,False,,,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
PALMIS LLC,LLC,Active,1342667,2021-03-31,,122 PROSPECT STREET UNIT 2,NORWICH,United States,06360,CT,INFO@PALMISUSA.COM,,Domestic,,2020-04-27,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
BABYGIRL CREATIONS LLC,LLC,Active,1342668,2022-03-31,,121B CONNECTICUT AVE,NEW LONDON,United States,06320,CT,babygirlcreationshop@gmail.com,,Domestic,,2020-04-27,CT,Connecticut,True,False,False,False,False,"Women?s, Girls?, and Infants? Cut and Sew Apparel Manufacturing (315240)",315240.0,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,
CMG LANDSCAPING LLC,LLC,Active,1342669,2021-03-31,,2 CINNAMON RD,NEWINGTON,United States,06-111,CT,GALLICCHIOCOLE@GMAIL.COM,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
"SYNERGY DOULA, LLC",LLC,Dissolved,1342670,2021-03-31,,101 SCHOFIELD RD.,WILLINGTON,United States,06279,CT,SYNERGYDOULACT@GMAIL.COM,,Domestic,,2020-04-27,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,2021-07-29T00:00:00.000,,,,
"BBG ASSESSMENTS, LLC",LLC,Active,1342671,2022-03-31,2019-07-01,8300 DOUGLAS AVENUE SUITE 600,DALLAS,United States,75225,TX,TKELLEY@BBGRES.COM,"BBG ASSESSMENTS, LLC",Foreign,United States,2020-04-27,TX,TX,False,False,False,False,False,Environmental Consulting Services (541620),541620.0,2021-11-10 00:08:39.5133333,,,,"8300 DOUGLAS AVENUE SUITE 600, DALLAS, TX, 75225, United States",8300 DOUGLAS AVENUE SUITE 600,DALLAS,TX,75225,United States,"8300 DOUGLAS AVENUE SUITE 600, DALLAS, TX, 75225, United States",8300 DOUGLAS AVENUE SUITE 600,DALLAS,TX,75225,United States,,,,,
BRASS BARBELL LLC,LLC,Active,1342672,2022-03-31,,38 SHERWOOD ROAD,WATERBURY,United States,06708,CT,stevebarbieri6@gmail.com,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Food (Health) Supplement Stores (446191),446191.0,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,
DAVE PACKER HOME IMPROVEMENT LLC,LLC,Dissolved,1342691,2021-03-31,,785 PEQUOT TRAIL,STONINGTON,United States,06378,CT,PACKER785@SBCGLOBAL.NET,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:39.5600000,,,,,,,,,,,,,,,,2021-02-03T00:00:00.000,,,,
"ALPHAOPS FUND CONSULTING, LLC",LLC,Active,1342692,2021-03-31,,50 COGSWELL LANE,STAMFORD,United States,06902,CT,JULIOGARCIA7411@GMAIL.COM,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:39.5600000,,,Annual report past due,,,,,,,,,,,,,,,,,
AM/PM CONSULTING LLC,LLC,Active,1342694,2022-03-31,,99 SILVER HILL LANE,STAMFORD,United States,06905,CT,petemichalsky@mac.com,,Domestic,,2020-04-27,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:39.5600000,,,,,,,,,,,,,,,,,,,,
RESILLOW LLC,LLC,Active,1342701,2021-03-31,,50 CATOONAH ST,RIDGEFIELD,United States,06877,CT,RESILLOW1@GMAIL.COM,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),541512.0,2021-11-10 00:08:39.5600000,,,Annual report past due,,,,,,,,,,,,,,,,,
DRIPVAULTCLOTHING LLC,LLC,Active,1342712,2022-03-31,,34 SUMNER AVENUE,MILFORD,United States,06460,CT,SDOTMURPHY15@GMAIL.COM,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
400 SCOTT STREET LLC,LLC,Active,1342736,2021-03-31,,776 RUBBER AVE,NAUGATUCK,United States,06770,CT,KEVIN.CRETELLA@GMAIL.COM,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:40.1533333,,,Annual report past due,,,,,,,,,,,,,,,,,
"LIVING WORD REFUGE MINISTRIES, INC.",Religious,Active,1342797,,,No information provided,,,,,,,Domestic,,2020-04-27,,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.8566667,,,,,,,,,,,,,,,,,,,,
MARCO JEWELERS L.L.C.,LLC,Active,1342811,2022-03-31,,16 6TH STREET,STAMFORD,United States,06905,CT,marcojewelers@gmail.com,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Jewelry Stores (448310),448310.0,2021-11-10 00:08:40.8566667,,,,,,,,,,,,,,,,,,,,
CULANI'S TAILOR SHOP & BOUTIQUE LLC,LLC,Active,1342838,2022-03-31,,766 MAIN STREET S,WOODBURY,United States,06798,CT,lculani63@aol.com,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,"Sewing, Needlework, and Piece Goods Stores (451130)",451130.0,2021-11-10 00:08:41.9666667,,,,,,,,,,,,,,,,,,,,
ONEORIGIN LLC,LLC,Active,1342852,2022-03-31,2020-03-15,65 EAST AVE STE 201,NORWALK,United States,06851,CT,abhinand@oneorigin.us,ONEORIGIN LLC,Foreign,United States,2020-04-27,AZ,AZ,False,False,False,False,False,Software Publishers (511210),0.0,2021-11-10 00:08:41.9800000,,,,"6424 E GREENWAY PKWY, SCOTTSDALE, AZ, 85254, United States",6424 E GREENWAY PKWY,SCOTTSDALE,AZ,85254,United States,"6424 E GREENWAY PKWY, SCOTTSDALE, AZ, 85254, United States",6424 E GREENWAY PKWY,SCOTTSDALE,AZ,85254,United States,,,,,
"RIVERHEAD CONSTRUCTION FINANCING, LLC",LLC,Active,1342853,2021-03-31,2020-04-06,250 DAVID COURT,CALVERTON,,11933,NY,SYAKABOSKI@RSBCORP.COM,"RIVERHEAD CONSTRUCTION FINANCING, LLC",Foreign,,2020-04-27,NY,NY,False,False,False,False,False,,0.0,2021-11-10 00:08:41.9800000,,,Annual report past due,"250 DAVID COURT, CALVERTON, NY, 11933,",250 DAVID COURT,CALVERTON,NY,11933,,"250 DAVID COURT, CALVERTON, NY, 11933,",250 DAVID COURT,CALVERTON,NY,11933,,,,,,
PIONEER ASSETS LLC,LLC,Active,1342885,2022-03-31,2020-04-27,4730 S FORT APACHE RD #300,LAS VEGAS,United States,89147,NV,PAGEJESSE86@YAHOO.COM,PIONEER ASSETS LLC,Foreign,United States,2020-04-27,NV,NV,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:42.0600000,,,,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,,,,,
"BLIND BADGER CAPITAL, LLC",LLC,Active,1342886,2022-03-31,2020-04-27,4730 S FORT APACHE RD #300,LAS VEGAS,United States,89147,NV,AHECHLER@NCHINC.COM,"BLIND BADGER CAPITAL, LLC",Foreign,United States,2020-04-27,NV,NV,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:42.0600000,,,,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,,,,,
"LALO II, LLC",LLC,Active,1342897,2022-03-31,,25 OLD BRIDGE ROAD,BROOKFIELD,United States,06804,CT,Louh113@aol.com,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:08:42.6233333,,,,,,,,,,,,,,,,,,,,
"ARCTIC COOLING SYSTEMS, LLC",LLC,Active,1342906,2022-03-31,2020-04-15,12243 BRANFORD STREET,SUN VALLEY,United States,91352,CA,Compliancemail@cscinfo.com,"ARCTIC COOLING SYSTEMS, LLC",Foreign,United States,2020-04-27,DE,DE,False,False,False,False,False,Engineering Services (541330),,2021-11-10 00:08:42.6233333,,,,,,,,,,,,,,,,,,,,
"STEADY PLATFORM, INC.",Stock,Active,1342907,2022-04-27,2020-04-27,101 MARIETTA ST. NW STE 2500,ATLANTA,United States,30303,GA,Compliancemail@cscinfo.com,"STEADY PLATFORM, INC.",Foreign,United States,2020-04-27,DE,DE,False,False,False,False,False,Software Publishers (511210),511210.0,2021-11-10 00:08:42.6233333,,,,,,,,,,,,,,,,,,,,
"NATHALL 1220W CONDOMINIUM ASSOCIATION, INC.",Non-Stock,Active,1342921,2022-10-13,,"C/O HARTT REALTY ADVISORS, LLC 402 PEQUOT AVENUE #741",SOUTHPORT,United States,06890,CT,RHARTT@HARTTRA.COM,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:42.6700000,,,Annual report due,,,,,,,,,,,,,,,,,
"CAVANAGH'S MARINA, LLC",LLC,Active,1342934,2022-03-31,,9 YALE STREET,NORWALK,United States,06851,CT,epatjens@gmail.com,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),0.0,2021-11-10 00:08:42.7000000,,,,,,,,,,,,,,,,,,,,
"BESTEX RESEARCH SECURITIES, LLC",LLC,Active,1342946,2021-03-31,2020-04-23,6 LANDMARK SQUARE 4TH FLOOR,STAMFORD,,06901,CT,HITESH.MITTAL@BESTEXRESEARCH.COM,"BESTEX RESEARCH SECURITIES, LLC",Foreign,,2020-04-27,DE,DE,False,False,False,False,False,,0.0,2021-11-10 00:08:42.7300000,,,Annual report past due,"874 WALKER ROAD SUITE C, DOVER, DE, 19904,",874 WALKER ROAD SUITE C,DOVER,DE,19904,,"874 WALKER ROAD SUITE C, DOVER, DE, 19904,",874 WALKER ROAD SUITE C,DOVER,DE,19904,,,,,,
SOUNDPHASE INC.,Stock,Active,1342951,2020-07-26,,No information provided,,,,,,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,,0.0,2021-11-10 00:08:42.7466667,,100.0,First report past due,,,,,,,,,,,,,,,Failure to file First Report,,
CARINI'S CONSULTING LLC,LLC,Active,1342968,2022-03-31,,6 LIBERTY STREET,VERNON,United States,06066,CT,carinisconsulting@gmail.com,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),0.0,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,
VISTULA MANAGEMENT LLC,LLC,Dissolved,1342570,2021-03-31,,736 REDDING RD,REDDING,United States,06896-1221,CT,VISTULAMGMT@GMAIL.COM,,Domestic,,2020-04-27,CT,Connecticut,True,False,False,False,False,All Other Support Services (561990),,2021-11-10 00:05:52.1666667,,,,,,,,,,,,,,,,2020-11-10T00:00:00.000,,,,
THE CROWLEY'S SERVICES LLC,LLC,Dissolved,1342611,2021-03-31,,131 PECK LANE,CHESHIRE,United States,06410,CT,THECROWLEYSSERVICES@GMAIL.COM,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,Landscape Architectural Services (541320),,2021-11-10 00:04:13.5600000,,,,,,,,,,,,,,,,2020-09-03T00:00:00.000,,,,
NEW LONDON EXPRESS LLC,LLC,Dissolved,1342541,2021-03-31,,4 OCEAN AVE,NEW LONDON,United States,06320,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-04-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:42.3966667,,,,,,,,,,,,,,,,2020-08-21T00:00:00.000,,,,
JAY FEINBERG LTD.,Stock,Active,1342673,2022-04-28,2020-04-28,11 SEPTEMBER LANE,WESTON,United States,06883,CT,JAYFEINBERG3@GMAIL.COM,JAY FEINBERG LTD.,Foreign,United States,2020-04-28,NY,NY,False,False,False,False,True,Apparel Accessories and Other Apparel Manufacturing (315990),,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,
MONEYTREE INVESTMENTS LLC,LLC,Active,1342674,2021-03-31,,1 MARLEN DRIVE,NORTH HAVEN,United States,06473,CT,JOEIRELANDINVESTMENTSLLC@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
NAUTILUS SENSORS LLC,LLC,Active,1342677,2022-03-31,,98 MILITARY HWY,GALES FERRY,United States,06335,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,Engineering Services (541330),,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,
SAVVYHANDS LLC,LLC,Active,1342679,2021-03-31,,137 WESTBOURNE PKWY APT 1,HARTFORD,United States,06112,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
INSIDEOUT/SIDE HOME IMPROVEMENT LLC,LLC,Active,1342680,2021-03-31,,258 MAIN STREET #7,DANBURY,United States,06810,CT,INSIDEOUT.SIDEHOMEIMPROVEMENT@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
"PRANA YOGA, LLC",LLC,Active,1342681,2021-03-31,,16  GREENWOODS ROAD,NEW HARTFORD,United States,06057,CT,RIERAHL@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,True,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
"TAYLOR SCHOOL PORTRAITS, LLC",LLC,Active,1342682,2021-03-31,,20 ROBIN ROAD,GLASTONBURY,United States,06033,CT,STUDIO@EBTAYLORPHOTO.COM,,Domestic,,2020-04-28,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
VIDHAN LLC,LLC,Active,1342683,2021-03-31,,306 MOORELAND ROAD.,BERLIN,United States,06037,CT,VIDHANLLCCT@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,Gasoline Stations with Convenience Stores (447110),447110.0,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
AUTO SPA EXPRESS LLC,LLC,Active,1342684,2022-03-31,,770 RUBBER AVE,NAUGATUCK,United States,06770,CT,hscozzari@snet.net,,Domestic,,2020-04-28,CT,Connecticut,True,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,
"PROJECT CLEAN, LLC",LLC,Active,1342685,2021-03-31,,116 MORNINGSIDE DRIVE,BRIDGEPORT,United States,06606,CT,JCYTHRONIA@YAHOO.COM,,Domestic,,2020-04-28,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:08:39.5600000,,,Annual report past due,,,,,,,,,,,,,,,,,
"INSURASOURCE, INC.",Stock,Active,1342686,2022-04-28,2020-04-28,"2055 CROOKS RD., LEVEL B",ROCHESTER HILLS,United States,48309,MI,businessregistration@vensure.com,"INSURASOURCE, INC.",Foreign,United States,2020-04-28,MI,MI,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:39.5600000,,,,,,,,,,,,,,,,,,,,
HER STORY INITIATIVE INC.,Non-Stock,Active,1342687,2020-07-27,,No information provided,,,,,INFO@HERSTORYINITIATIVE.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,Religious Organizations (813110),813110.0,2021-11-10 00:08:39.5600000,,,First report past due,,,,,,,,,,,,,,,Failure to file First Report,,
PROSPECT AUTOMOTIVE LLC,LLC,Active,1342688,2022-03-31,,69 WATERBURY ROAD,PROSPECT,United States,06712,CT,PROSPECTAUTOMOTIVELLC@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,Used Car Dealers (441120),441120.0,2021-11-10 00:08:39.5600000,,,,,,,,,,,,,,,,,,,,
ROYALTY KIDS LEARNING CENTER LLC,LLC,Active,1342689,2021-03-31,,53 GILBERT AVE,BRANFORD,United States,06405,CT,ROYALTYKIDSLEARNINGCENTER@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:08:39.5600000,,,Annual report past due,,,,,,,,,,,,,,,,,
BROWNE CAPITAL LLC,LLC,Active,1342690,2022-03-31,,40 SIWANOY LANE,NEW CANAAN,United States,06840,CT,shannonbgoetz@gmail.com,,Domestic,,2020-04-28,CT,Connecticut,True,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:39.5600000,,,,,,,,,,,,,,,,,,,,
FALCONE CREATIVE LLC,LLC,Active,1342693,2021-03-31,,152 HURLBUTT ST,WILTON,United States,06897,CT,JFALCONECREATIVE@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,True,False,False,False,False,Packing and Crating (488991),488991.0,2021-11-10 00:08:39.5600000,,,Annual report past due,,,,,,,,,,,,,,,,,
MOLLYS MARKET INC,Non-Stock,Active,1342695,2021-06-04,,550 MOREHOUSE ROAD,EASTON,United States,06612,CT,NATEWDOUGALL@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,True,False,False,False,False,Fruit and Vegetable Markets (445230),445230.0,2021-11-10 00:08:39.5600000,,,Annual report past due,,,,,,,,,,,,,,,,,
"32 NORWICH AVENUE, LLC",LLC,Active,1342696,2022-03-31,,208 SOUTH MAIN STREET,COLCHESTER,United States,06415,CT,DONROSSI88@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:39.5600000,,,,,,,,,,,,,,,,,,,,
POSH AUTO BODY LLC,LLC,Active,1342697,2022-03-31,,575 THOMASTON AVE,WATERBURY,United States,06702,CT,poshautobodyllc@gmail.com,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:08:39.5600000,,,,,,,,,,,,,,,,,,,,
"ROSSI CONSTRUCTION, LLC",LLC,Active,1342698,2022-03-31,,208 SOUTH MAIN STREET,COLCHESTER,United States,06415,CT,DONROSSI88@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:39.5600000,,,,,,,,,,,,,,,,,,,,
CRYSTALIA GLASS LLC,LLC,Active,1342699,2022-03-31,2020-04-28,"1825 OCEAN AVENUE, APT 5I",BROOKLYN,United States,11230,NY,sabinam@jpemtax.com,CRYSTALIA GLASS LLC,Foreign,United States,2020-04-28,NY,NY,False,False,False,False,False,Glass and Glazing Contractors (238150),238150.0,2021-11-10 00:08:39.5600000,,,,"1825 OCEAN AVENUE, APT 5I, BROOKLYN, NY, 11230, United States","1825 OCEAN AVENUE, APT 5I",BROOKLYN,NY,11230,United States,"1825 OCEAN AVENUE, APT 5I, BROOKLYN, NY, 11230, United States","1825 OCEAN AVENUE, APT 5I",BROOKLYN,NY,11230,United States,,,,,
PRYMUS DESIGN & HOME SERVICES LLC,LLC,Active,1342700,2022-03-31,,1487 FARMINGTON AVENUE UNIT 27,FARMINGTON,United States,06032,CT,COMPLIANCE@ZENBUSINESS.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,Interior Design Services (541410),541410.0,2021-11-10 00:08:39.5600000,,,,,,,,,,,,,,,,,,,,
"ROCKWOOD COMPANY, LLC",LLC,Active,1342702,2021-03-31,,34-3 SHUNPIKE RD PMB # 190,CROMWELL,United States,06416,CT,BRADYSUN@YAHOO.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers (423310)",423310.0,2021-11-10 00:08:39.5600000,,,Annual report past due,,,,,,,,,,,,,,,,,
"MARION REALTY, LLC",LLC,Active,1342703,2022-03-31,,1675 REINHARD ROAD,CHESHIRE,United States,06410,CT,tcard@marionmfg.net,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
LANESVILLE VILLAGE LLC,LLC,Active,1342704,2022-03-31,,27 HOYT ROAD,BETHEL,United States,06801,CT,patricia@tchebagual.com,,Domestic,,2020-04-28,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
ALMIGHTY LOGISTICS LLC,LLC,Active,1342705,2021-03-31,,164 PARK STREET,WEST HAVEN,United States,06516,CT,ALMIGHTYLOGISTICSLLC.CT@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:40.1066667,,,Annual report past due,,,,,,,,,,,,,,,,,
WEST REALM SHIRES SERVICES INC.,Stock,Active,1342706,2022-04-28,2020-04-28,"2000 CENTER STREET, 4TH FL",BERKELEY,United States,94794,CA,delaney@ftx.us,WEST REALM SHIRES SERVICES INC.,Foreign,United States,2020-04-28,DE,DE,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
"INFOJINI, INC.",Stock,Active,1342707,2022-04-28,2020-05-01,"10015 OLD COLUMBIA ROAD, SUITE B 215",COLUMBIA,United States,21046,MD,cls-ctarmsevidence@wolterskluwer.com,"INFOJINI, INC.",Foreign,United States,2020-04-28,MD,MD,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
HORSE POWER TRUCKING CO,Stock,Active,1342708,2021-06-09,,11 PROSPECT AVE,SEYMOUR,United States,06483,CT,HPTRUCKING4@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:40.1066667,,2000.0,Annual report past due,,,,,,,,,,,,,,,,,
"CLASSIC MANAGEMENT, LLC",LLC,Active,1342709,2022-03-31,2020-04-28,180 DENSLOW PARK STE 6,EAST LONGMEADOW,United States,01028,MA,SHENDERSON.CLASSIC@VERIZON.NET,"CLASSIC MANAGEMENT, LLC",Foreign,United States,2020-04-28,MA,MA,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:40.1066667,,,,"180 DENSLOW PARK STE 6, EAST LONGMEADOW, MA, 01028, United States",180 DENSLOW PARK STE 6,EAST LONGMEADOW,MA,01028,United States,"180 DENSLOW PARK STE 6, EAST LONGMEADOW, MA, 01028, United States",180 DENSLOW PARK STE 6,EAST LONGMEADOW,MA,01028,United States,,,,,
SUPER LANDSCAPING LLC,LLC,Active,1342710,2022-03-31,,7 GODFREY ST,NORWALK,United States,06851,CT,solumamultiservice@gmail.com,,Domestic,,2020-04-28,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
"PFR PRIVATE FUNDING ,LLC",LLC,Active,1342711,2021-03-31,,12 PRIOR RD,ENFIELD,United States,06082,CT,PFRINVEST@GMAIL.COM,,Domestic,,2020-04-28,CT,Connecticut,True,False,False,False,False,Sales Financing (522220),522220.0,2021-11-10 00:08:40.1066667,,,Annual report past due,,,,,,,,,,,,,,,,,
