name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
"MAIDSTONE CAPITAL PARTNERS, LLC",LLC,Active,1338882,2022-03-31,"55 POST ROAD WEST, SUITE 200",WESTPORT,United States,06880,CT,awatson@maidstonecp.com,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:36.2166667,,,,,,,,,,,,,,,,,,,,,,
43 CRESCENT TEN LLC,LLC,Active,1338887,2021-03-31,79 ZORA LANE,STAMFORD,,06903,CT,ZOFIABR@YAHOO.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
BPD ENTERPRISES LLC,LLC,Dissolved,1338489,2021-03-31,43 TOLLI TERRACE,NEW HAVEN,,06512,CT,LINDABELLI@SBCGLOBAL.NET,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:06.8266667,,2020-07-22T00:00:00.000,,,,,,,,,,,,,,,,,,,,
JEFF HALPIN PHOTOGRAPHY LLC,LLC,Dissolved,1336795,2021-03-31,30 QUEENS PEAK,CANTON,United States,06019,CT,JEFFHALPINPHOTO@GMAIL.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,Commercial Photography (541922),,2021-11-10 00:04:14.7933333,,2020-10-09T00:00:00.000,,,,,,,,,,,,,,,,,,,,
MCGILL MODULAR CONSTRUCTION LLP.,LLP,Renunciated,1337275,2021-02-24,54 WEST THAMES ST.,NORWICH,United States,06360,CT,PATRICKMCGILL68@YAHOO.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),,2021-11-10 00:04:19.6066667,,,,,,,,,,,,,,,,,,,,,,
SORRELLS SERVICES LLC,LLC,Dissolved,1337316,2021-03-31,408 CHARLES STREET APT 8,BRIDGEPORT,United States,06606,CT,DOCUMENTS@LASAMERICASTAX.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),,2021-11-10 00:05:00.7300000,,2020-08-06T00:00:00.000,,,,,,,,,,,,,,,,,,,,
INTERLINK GO LLC,LLC,Dissolved,1337327,2021-03-31,"198 HART ST, 1 FL",NEW BRITAIN,United States,06052,CT,DOCUMENTS@INCORP.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:34.0033333,,2020-09-30T00:00:00.000,,,,,,,,,,,,,,,,,,,,
NANCY YANETH BARON MUNOZ LLC,LLC,Dissolved,1337230,2021-03-31,314 SOUNDVIEW AVE,BRIDGEPORT,United States,06606,CT,NANCYBARON.AC@GMAIL.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:35.4266667,,2020-02-28T00:00:00.000,,,,,,,,,,,,,,,,,,,,
M2 NORWALK LLC,LLC,Dissolved,1336870,2021-03-31,250 WINTON RD,FAIRFIELD,United States,06824,CT,MZORN@ORANGETHEORYFITNESS.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,All Other Health and Personal Care Stores (446199),,2021-11-10 00:05:31.4400000,,2020-04-03T00:00:00.000,,,,,,,,,,,,,,,,,,,,
M2 SHELTON LLC,LLC,Dissolved,1336869,2021-03-31,250 WINTON RD,FAIRFIELD,United States,06824,CT,MZORN@ORANGETHEORYFITNESS.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,All Other Health and Personal Care Stores (446199),,2021-11-10 00:05:30.1100000,,2020-04-03T00:00:00.000,,,,,,,,,,,,,,,,,,,,
M2 FAIRFIELD LLC,LLC,Dissolved,1336868,2021-03-31,250 WINTON RD,FAIRFIELD,United States,06824,CT,MZORN@ORANGETHEORYFITNESS.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,All Other Health and Personal Care Stores (446199),,2021-11-10 00:05:32.0166667,,2020-04-03T00:00:00.000,,,,,,,,,,,,,,,,,,,,
M2 WESTPORT LLC,LLC,Dissolved,1336871,2021-03-31,250 WINTON RD,FAIRFIELD,United States,06824,CT,MZORN@ORANGETHEORYFITNESS.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,All Other Health and Personal Care Stores (446199),,2021-11-10 00:05:48.2900000,,2020-04-03T00:00:00.000,,,,,,,,,,,,,,,,,,,,
VANTAGE POINT SOUH LLC,LLC,Dissolved,1338888,2021-03-31,79 ZORA LANE,STAMFORD,,06903,CT,ZOFIABR@YAHOO.COM,Domestic,2020-02-24,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:17.9600000,,2020-08-04T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"TACTICAL ACUITY, LLC",LLC,Dissolved,1336513,2021-03-31,23 RAILROAD ST,KENT,,06757,CT,DANIEL.ONEILL@SNET.NET,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:37.4500000,,2021-02-03T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"WONSOS PH, LLC",LLC,Active,1336854,2022-03-31,70 Shorefront Park,Norwalk,United States,06854-3716,CT,psosnow@tpaths.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
GIFFAULT CONSULTING GROUP LLC,LLC,Active,1336915,2022-03-31,54 WHITTAKER DRIVE,STONINGTON,United States,06378,CT,kgiffault13@comcast.net,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,Other Management Consulting Services (541618),,2021-11-10 00:08:34.3100000,,,,,,,,,,,,,,,,,,,,,,
"MSCPLASMA LIQUIDATING CO., LLC",LLC,Active,1336934,2022-02-25,11 CODY STREET,WEST HARTFORD,United States,06110,CT,dsgollob@gmail.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,2021-11-10 00:08:34.3566667,,,,,,,,,,,,,,,,,,,,,,
ADL ENGINEERING LLC,LLC,Active,1336948,2022-03-31,215 WEST PARK AVENUE,NEW HAVEN,United States,06511,CT,ylevitas@yahoo.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:34.3866667,,,,,,,,,,,,,,,,,,,,,,
84 ASH MANAGEMENT LLC,LLC,Active,1336949,2021-03-31,100 ATLANTIC AVENUE,LYNBROOK,United States,11563,NY,BEN@BLUERISEGROUP.COM,Domestic,2020-02-25,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:34.3866667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"SCHNEIDER BROTHERS, LLC",LLC,Active,1337007,2022-03-31,92 WEST ROAD,ELLINGTON,United States,06029,CT,miranda@earthlighttech.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:35.0300000,,,,,,,,,,,,,,,,,,,,,,
"WHEEL MEDICAL, PC",Stock,Active,1337014,2022-02-25,2151 S LAMAR BLVD,AUSTIN,United States,78704,TX,legal@wheel.com,Foreign,2020-02-25,FL,FL,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),,2021-11-10 00:08:35.0300000,,,2020-02-18,"WHEEL MEDICAL, PA",United States,,,,,,,,,,,,,,,,,
RWIS 2150 POST LLC,LLC,Dissolved,1337015,2021-03-31,"50 JERICHO QUADRANGLE, SUITE 300",JERICHO,,11753,NY,DMANN@ROCKWESTRE.COM,Domestic,2020-02-25,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.0300000,,2021-02-05T00:00:00.000,,,,,,,,,,,,,,,,,,,,
TYHENLEY LLC,LLC,Withdrawn,1337028,2021-03-31,"609 FARMINGTON AVE, SUITE 102",HARTFORD,,06105,CT,TDOHERTY@MURTHALAW.COM,Foreign,2020-02-25,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:35.0733333,,,2019-03-14,TYHENLEY LLC,,,,"C/O CORPORATION SERVICE COMPANY, WILMINGTON, DE, 19808,",C/O CORPORATION SERVICE COMPANY,WILMINGTON,DE,19808,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,,,,
AVOX SYSTEMS INC.,Stock,Active,1337029,2022-02-25,225 ERIE STREET,LANCASTER,United States,14086,NY,Compliancemail@cscinfo.com,Foreign,2020-02-25,DE,DE,False,False,False,False,False,Other Aircraft Parts and Auxiliary Equipment Manufacturing (336413),336413.0,2021-11-10 00:08:35.0733333,,,2020-01-01,AVOX SYSTEMS INC.,United States,,,,,,,,,,,,,,,,,
INDUSTRIAL SPECIALTY SERVICES USA LLC,LLC,Active,1337030,2022-03-31,4900 RAILROAD ST,DEER PARK,United States,77536,TX,contracts@isservices.com,Foreign,2020-02-25,DE,DE,False,False,False,False,False,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),,2021-11-10 00:08:35.0733333,,,2020-06-01,INDUSTRIAL SPECIALTY SERVICES USA LLC,United States,,,"C/O CSC, 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,","C/O CSC, 251 LITTLE FALLS DRIVE",WILMINGTON,DE,19808,"C/O CSC, 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States","C/O CSC, 251 LITTLE FALLS DRIVE",WILMINGTON,DE,19808,,United States,,,
"AC 26 OZ, LLC",LLC,Active,1337033,2021-03-31,420 LEXINGTON AVE STE 2805,NEW YORK,,10170,NY,,Foreign,2020-02-25,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:35.0733333,Annual report past due,,2020-02-24,"AC 26 OZ, LLC",,,,"160 GREENTREE DR STE 101, DOVER, DE, 19904,",160 GREENTREE DR STE 101,DOVER,DE,19904,"160 GREENTREE DR STE 101, DOVER, DE, 19904,",160 GREENTREE DR STE 101,DOVER,DE,19904,,,,,
MAHAFFEY USA LLC,LLC,Active,1337047,2022-03-31,4201 DELP ST,MEMPHIS,United States,38118,TN,complianceteam@cogencyglobal.com,Foreign,2020-02-25,DE,DE,False,False,False,False,False,Prefabricated Metal Building and Component Manufacturing (332311),,2021-11-10 00:08:35.6533333,,,2020-02-28,MAHAFFEY USA LLC,United States,,,"850 NEW BURTON RD STE 201, DOVER, DE, 19904,",850 NEW BURTON RD STE 201,DOVER,DE,19904,"850 NEW BURTON RD STE 201, DOVER, DE, 19904, United States",850 NEW BURTON RD STE 201,DOVER,DE,19904,,United States,,,
WCBT HOLDINGS INC.,Stock,Active,1337051,2021-02-25,25 HIGHFIELD RD,HARRISON,,10528,NY,,Foreign,2020-02-25,NY,NY,False,False,False,False,False,,,2021-11-10 00:08:35.6533333,Annual report past due,,2020-02-25,WCBT HOLDINGS INC.,,,,,,,,,,,,,,,,,,
"VIVINT SOLAR FUND 27 PROJECT COMPANY, LLC",LLC,Active,1337089,2022-03-31,225 BUSH STREET SUITE 1400,SAN FRANCISCO,United States,94104,CA,corplegal@sunrun.com,Foreign,2020-02-25,DE,DE,False,False,False,False,False,Solar Electric Power Generation (221114),,2021-11-10 00:08:35.7466667,,,2020-02-14,"VIVINT SOLAR FUND 27 PROJECT COMPANY, LLC",United States,,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,United States,,,
28 FILLOW STREET LLC,LLC,Active,1337109,2021-03-31,18 BONNYBROOK ROAD,NORWALK,,06850,CT,STEF.BRO.3@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.7800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"RPG FARMINGTON COMMONS, LLC",LLC,Active,1337166,2022-03-31,170 PANE ROAD,NEWINGTON,United States,06111,CT,nlamas@reno-properties.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,,,
BLUE BROOKS LLC,LLC,Active,1337168,2022-03-31,116 GRENNAN RD,WEST HARTFORD,United States,06107,CT,office@bbrooksllc.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,,,
G&R PROPERTY MANAGEMENT LLC,LLC,Active,1337298,2021-03-31,20 FAWN RIDGE DR,BROOKFIELD,United States,06804,CT,GSFIKAS84@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:35.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"ALL PHASE EXTERIOR, LLC",LLC,Dissolved,1337342,2021-03-31,22  RIVERROAD,HEBRON,United States,06248,CT,ALLPHASEEXTERIORBYMT@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.6700000,,2021-07-03T00:00:00.000,,,,,,,,,,,,,,,,,,,,
DOMINGO CLEANING SERVICES LLC,LLC,Active,1337343,2021-03-31,236 NEW STATE RD UNIT# B,MANCHESTER,United States,06042,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
OCEAN 7 DEL LLC,LLC,Active,1337362,2021-03-31,101 WHITNEY AVE SUITE 6B,NEW HAVEN,United States,06510,CT,DANIELLETRIVERS@COMCAST.NET,Foreign,2020-02-25,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:35.7000000,Annual report past due,,2020-02-25,OCEAN 7 DEL LLC,United States,,,"1013 CENTRE RD SUITE 403-B, WILMINGTON, DE, 19805, United States",1013 CENTRE RD SUITE 403-B,WILMINGTON,DE,19805,"1013 CENTRE RD SUITE 403-B, WILMINGTON, DE, 19805, United States",1013 CENTRE RD SUITE 403-B,WILMINGTON,DE,19805,United States,United States,,,
Zad Holdings LLC,LLC,Active,1337372,2022-03-31,1 MERWIN AVENUE UNIT A3,MILFORD,United States,06460,CT,SLEBOWITZ@ZNCLAW.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:35.7466667,,,,,,,,,,,,,,,,,,,,,,
F & J LANDSCAPING LLC,LLC,Active,1337373,2021-03-31,18 TAYLOR AVENUE APT. 1F,NORWALK,United States,06854,CT,JUANOLIVA1915@HOTMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:35.7466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CLASSIC SIGNATURE CO. LLC,LLC,Dissolved,1337375,2022-03-31,45 PARK PLACE CIRCLE,WEST HARTFORD,United States,06110,CT,jack@classicsignature.net,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Wholesale Trade Agents and Brokers (425120),425120.0,2021-11-10 00:08:35.7466667,,,,,,,,,,,,,,,,,,,,,,
WORKTRACT LLC,LLC,Dissolved,1337377,2022-03-31,66 COOLRIDGE ROAD,MILFORD,United States,06460,CT,Dominick.Fatibene@gmail.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:35.7466667,,2021-10-28T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"KEEFE INVESTIGATIVE GROUP, INCORPORATED",Stock,Active,1337378,2020-05-25,No information provided,,,,,BRIANEKEEFE@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Investigation Services (561611),561611.0,2021-11-10 00:08:35.7466667,First report past due,,,,,Failure to file First Report,10.0,,,,,,,,,,,,,,,
84 ASH HOLDINGS LLC,LLC,Active,1337379,2021-03-31,100 ATLANTIC AVENUE,LYNBROOK,United States,11563,NY,BEN@BLUERISEGROUP.COM,Domestic,2020-02-25,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:35.7466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TUNXIS MEDICAL LLC,LLC,Active,1337380,2021-03-31,254 TUNXIS ROAD,WEST HARTFORD,United States,06107,CT,KRISTEN@PREMIERCFS.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.7466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
VONGSFOOD LLC,LLC,Active,1337381,2021-03-31,106 LUKE HILL ROAD,BETHANY,United States,06524,CT,VONGSFOOD@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing (311941)",311941.0,2021-11-10 00:08:35.7466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
GO WITH GANY TRAVEL LLC,LLC,Dissolved,1337383,2021-03-31,66 LITTLE BROOK ROAD,WILTON,United States,06897,CT,NANCY@GANY4.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Travel Agencies (561510),561510.0,2021-11-10 00:08:35.7466667,,2021-03-08T00:00:00.000,,,,,,,,,,,,,,,,,,,,
ROMULO CARPENTRY LLC,LLC,Active,1337384,2021-03-31,79 SOUTHVIEW ST FL 1,WATERBURY,United States,06706,CT,AMELIASERVICES@LIVE.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:35.7466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"RIDGEFIELD HANDYMAN HOME SERVICES, LLC",LLC,Active,1337385,2022-03-31,204 MOUNTAIN ROAD,RIDGEFIELD,United States,06877,CT,pmisciagna@sbcglobal.net,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:35.7466667,,,,,,,,,,,,,,,,,,,,,,
352-354 BENHAM AVENUE LLC,LLC,Dissolved,1337387,2021-03-31,99 GARWOOD RD.,TRUMBULL,United States,06611,CT,MACHOMESERVICES@HOTMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:35.7466667,,2021-05-21T00:00:00.000,,,,,,,,,,,,,,,,,,,,
H2O2 PIZZA LLC,LLC,Active,1337390,2021-03-31,158 MANOR AVE,WATERBURY,United States,06705,CT,KEITH@NOLIMITPIZZA.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:35.7466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MANIPURA POWER YOGA - SBY LLC,LLC,Active,1337391,2022-03-31,"760 MAIN STREET SOUTH, STE F",SOUTHBURY,United States,06488,CT,PAMELA@MANIPURAPOWERYOGA.COM,Domestic,2020-02-25,CT,Connecticut,False,True,False,False,False,Fitness and Recreational Sports Centers (713940),0.0,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,,,
MLB ELECTRIC LLC,LLC,Active,1337392,2022-03-31,84 PHEASANT RUN,NEWINGTON,United States,06111,CT,MIKEBARBS5@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,,,
KAH INVESTMENT TRADING LLC,LLC,Dissolved,1337394,2021-03-31,5 BREEZY HILL ROAD,COLLINSVILLE,United States,06019,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:35.7800000,,2020-12-22T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"FOREVER STORIES, LLC",LLC,Active,1337395,2022-03-31,3600 CLIPPER MILL ROAD STE. 440 STE. 440,BALTIMORE,United States,21211,MD,ryan.geldermann@gmail.com,Foreign,2020-02-25,MD,MD,False,False,False,False,False,"Photography Studios, Portrait (541921)",,2021-11-10 00:08:35.7800000,,,2020-02-25,"FOREVER STORIES, LLC",United States,,,"2121 MILLERS MILL ROAD, COOKSVILLE, MD, 21723, United States",2121 MILLERS MILL ROAD,COOKSVILLE,MD,21723,"2121 MILLERS MILL ROAD, COOKSVILLE, MD, 21723, United States",2121 MILLERS MILL ROAD,COOKSVILLE,MD,21723,United States,United States,,,
"ART OF STONE MASONRY, LLC",LLC,Active,1337396,2022-03-31,347 LITCHFIELD ROAD,WATERTOWN,United States,06795,CT,VPAEL333@YAHOO.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),238140.0,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,,,
FOXBORO LLC,LLC,Active,1337397,2022-03-31,64 FOX RUN COURT,NEWINGTON,United States,06111,CT,foxborollc@outlook.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,,,
BGRZ MEDIA LLC,LLC,Active,1337400,2021-03-31,174 ARUNDEL AVE,WEST HARTFORD,United States,06107,CT,EFILE1234@INCFILE.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:35.7800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MIDNIGHT ART CLUB LLC,LLC,Dissolved,1337401,2022-03-31,131 TOILSOME HILL ROAD,FAIRFIELD,United States,06825,CT,trestravers@me.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Art Dealers (453920),453920.0,2021-11-10 00:08:35.7800000,,2021-02-18T00:00:00.000,,,,,,,,,,,,,,,,,,,,
84 ASH LLC,LLC,Active,1337404,2021-03-31,100 ATLANTIC AVENUE,LYNBROOK,United States,11563,NY,BEN@BLUERISEGROUP.COM,Domestic,2020-02-25,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:35.7800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
NORTHEAST FORCE ENTERPRISES LLC,LLC,Active,1337405,2022-03-31,589 DANBURY RD,WILTON,United States,06897,CT,garrett@northeastvbc.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Sports Teams and Clubs (711211),,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,,,
MOYNIHAN PROPERTY MANAGEMENT LLC,LLC,Active,1337406,2022-03-31,18 HAASE AVE,TERRYVILLE,United States,06786,CT,moynihank14@gmail.com,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:35.7800000,,,,,,,,,,,,,,,,,,,,,,
EMF CLEANING SERVICES LLC,LLC,Active,1337407,2021-03-31,5 BELMONT CIRCLE APT3,DANBURY,United States,,CT,EDWIGESFREITAS7@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:35.7800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DELI EL ALFARERO LLC,LLC,Active,1337409,2021-03-31,45 GROVE ST,EAST HAVEN,United States,06512,CT,CALIFORNIAARTTILE@LIVE.COM,Domestic,2020-02-25,CT,Connecticut,False,False,True,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:35.7800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PATRIS ET FILIA LLC,LLC,Active,1337411,2022-03-31,18 HASSAKE ROAD,OLD GREENWICH,United States,06870,CT,evakantorsings@gmail.com,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
"DREKAR LOGISTICS, INC.",Stock,Active,1337413,2021-02-25,18 PERKINS ST #1,GLOUCESTER,United States,01930,MA,DRONNING@DREKARLOGISTICS.COM,Foreign,2020-02-25,USA,USA,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:36.2466667,Annual report past due,,2020-02-25,"DREKAR LOGISTICS, INC.",United States,,,,,,,,,,,,,,,,,
CUROTECH SPECIALTY INC.,Stock,Active,1337414,2022-02-25,9831 PROMENADE DR.,PARKVILLE,United States,64152,MO,kayla.cowell@curotechspecialty.com,Foreign,2020-02-25,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:36.2466667,,,2020-02-01,CUROTECH SPECIALTY INC.,United States,,,,,,,,,,,,,,,,,
3025 VENTURES LLC,LLC,Active,1337415,2022-03-31,12 STRANT,MANCHESTER,United States,06040,CT,GREGORKEV@GMAIL.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
JIREH`S COMPANY LLC,LLC,Active,1337416,2022-03-31,29 SHERIDAN ST,DANBURY,United States,06810,CT,jorgecajeca29@gmail.com,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)",484230.0,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
"CRAIGO!, INC.",Stock,Active,1337417,2020-05-25,No information provided,,,,,LEGALASSISTANT@KKANDD.COM,Domestic,2020-02-25,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:36.2466667,First report past due,,,,,Failure to file First Report,1000.0,,,,,,,,,,,,,,,
"TUCKER ENERGY SOLUTIONS, LLC",LLC,Active,1337418,2022-03-31,5391 BAY OAKS DR.,PASADENA,United States,77505,TX,Linestar-Tuck.energy@statetaxadvisors.com,Foreign,2020-02-25,DE,DE,False,False,False,False,False,Oil and Gas Pipeline and Related Structures Construction (237120),237120.0,2021-11-10 00:08:36.2466667,,,2020-02-28,"TUCKER ENERGY SOLUTIONS, LLC",United States,,,"251 LITTLE FALLS DR., WILMINGTON, DE, 30092, United States",251 LITTLE FALLS DR.,WILMINGTON,DE,30092,"251 LITTLE FALLS DR., WILMINGTON, DE, 30092, United States",251 LITTLE FALLS DR.,WILMINGTON,DE,30092,United States,United States,,,
"K2 HOME IMPROVEMENTS, LIMITED LIABILITY PARTNERSHIP",LLP,Active,1337419,2021-02-25,59 WHEATON ROAD,WASHINGTON DEPOT,United States,06794,CT,KIKIGILL@ME.COM,Domestic,2020-02-25,CT,Connecticut,True,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
