name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,reason_for_administrative,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_international_address
DYNASTEES LASHES LLC,LLC,Active,Annual report past due,1360864,2021-03-31,111 PROSPECT ST,ANSONIA,United States,06401,CT,EFILE1234@INCFILE.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
KIND DESIGNS AND MORE LLC,LLC,Active,,1360865,2022-03-31,208 BROAD STREET,NEW LONDON,United States,06320,CT,stephjewelry@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
GLAMTINGZ LLC,LLC,Active,,1360866,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
HANDY BROS PROPERTY INVESTMENTS LLC,LLC,Active,Annual report past due,1360867,2021-03-31,30 SENECA DR.,MERIDEN,,06450,CT,,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
AUTONOMOUS BROKERAGE LLC,LLC,Active,,1360868,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,autonomousbrokerage@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Freight Transportation Arrangement (488510),,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
FLOWSTATE FIGHTING AND FITNESS LLC,LLC,Active,,1360869,2022-03-31,58 CODFISH FALLS RD,STORRS,United States,06268,CT,flowstatefitness@yahoo.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
JENNIE BUNCE FITNESS LLC,LLC,Active,Annual report past due,1360870,2021-03-31,104 SEVENTY ACRE RD,REDDING,United States,06896,CT,JENNIEBUNCE@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
"LIGHTNING PROTECTION SYSTEMS, LLC",LLC,Active,,1360871,2022-03-31,90 CUTLER DRIVE,NORTH SALT LAKE,United States,84054,UT,kirk.partridge@vfclp.com,Foreign,2020-09-30,UT,UT,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:42.6966667,2020-09-30,"LIGHTNING PROTECTION SYSTEMS, LLC",United States,,"90 CUTLER DRIVE, NORTH SALT LAKE, UT, 84054, United States",90 CUTLER DRIVE,NORTH SALT LAKE,UT,84054,United States,"90 CUTLER DRIVE, NORTH SALT LAKE, UT, 84054, United States",90 CUTLER DRIVE,NORTH SALT LAKE,UT,84054,United States,,,,,,
SALE-USA LLC,LLC,Active,,1360874,2022-03-31,446 MIDDLE TURNPIKE W 37 U,MANCHESTER,United States,06040,CT,sale.usa88@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
PULI LLC,LLC,Active,Annual report past due,1360875,2021-03-31,36 FAIRMOUNT ST 3 FLOOR,WATERBURY,United States,06706,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
MAGS CLEVERLY GOODS LLC,LLC,Active,,1360876,2022-03-31,271 GREENWICH AVE APT 1E,GREENWICH,United States,06830,CT,Magscleverlygoods@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
STEPHSNAILSPA LLC,LLC,Active,Annual report past due,1360877,2021-03-31,175 EDGEWOOD AVE,WATERBURY,United States,06706,CT,EFILE1234@INCFILE.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
WARBURTON WORLD PRODUCTIONS LLC,LLC,Active,Annual report past due,1360878,2021-03-31,251 WEAVER ST APT 1D,GREENWICH,United States,06831,CT,EFILE1234@INCFILE.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
"CT REAL ESTATE ENTERPRISES, LLC",LLC,Dissolved,,1360879,2021-03-31,1940 NW 107TH AVE,PEMBROKE PINES,,33026,FL,,Domestic,2020-09-30,FL,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,2020-12-06T00:00:00.000,,,,,
RANCHO LOS MUNCHES LLC,LLC,Active,Annual report past due,1360881,2021-03-31,125 WALNUT ST,WILLIMANTIC,United States,06226,CT,EFILE1234@INCFILE.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
LASH ADDICTS LLC,LLC,Active,Annual report past due,1360882,2021-03-31,1313 CONNECTICUT AVE,BRIDGEPORT,United States,06607,CT,LASHADDICTSTEAM@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
"J. FIERECK MARKETING, LLC",LLC,Dissolved,,1360883,2021-03-31,600 SOUTH MAIN STREET,MANCHESTER,United States,06040,CT,JENNIFER@JFIERECK.COM,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,2021-01-20T00:00:00.000,,,,,
GDG CONTRACTORS LLC,LLC,Active,Annual report past due,1360884,2021-03-31,40 FOXON HILL ROAD,NEW HAVEN,United States,,CT,GDGCONTRACTORS1@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
DRC LANDSCAPING LLC,LLC,Active,Annual report past due,1360885,2021-03-31,67 BURNWOOD DRIVE,BLOOMFIELD,United States,06002,CT,DRCLANDSCAPING@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
DISCOUNT AUTO SALES & SERVICE LLC,LLC,Active,Annual report past due,1360886,2021-03-31,118 SPRUCEDALE DR,WATERBURY,United States,06706,CT,EFILE1234@INCFILE.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.6966667,,,,,,,,,,,,,,,,,,,,,,
MAID IN MYSTIC LLC,LLC,Active,Annual report past due,1360887,2021-03-31,43 OLD COLONY RD,NORTH STONINGTON,United States,06359,CT,SANDRA@ATLANTISTAXLLC.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
JOHNSON AND MOORE L.L.C.,LLC,Active,,1360888,2022-03-31,21 DIVISION ST,NEW BRITAIN,United States,06051,CT,Johnsonandmooreplastics@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers (423620)",,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
RENEWABLE FINANCE COMPANY LLC,LLC,Active,,1360889,2022-03-31,455 BOSTON POST RD STE 206,OLD SAYBROOK,United States,06475,CT,info@renewablefc.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
DG3 WORLDWIDE LLC,LLC,Active,Annual report past due,1360890,2021-03-31,264 MAIN ST #104,TORRINGTON,United States,06790,CT,EFILE1234@INCFILE.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
FROM A HEART OF WORSHIP INC.,Non-Stock,Active,First report past due,1360891,2020-12-29,No information provided,,,,,,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
KML TRUCKING LLC,LLC,Active,,1360892,2022-03-31,341 LYME ST,HARTFORD,United States,06112,CT,kmltrucking87@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
BETINELLI & PEDERSEN LLC,LLC,Active,,1360893,2022-03-31,371 HIGH RIDGE DR,BRIDGEPORT,United States,06606,CT,pedersentrainer@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
EXQUISITE EMPRESS LLC,LLC,Active,Annual report past due,1360894,2021-03-31,157 FLATBUSH AVE,HARTFORD,United States,06106,CT,EFILE1234@INCFILE.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
GREEN MOUNTAIN TRANSPORTATION LLC,LLC,Active,,1360895,2022-03-31,69 WESTWOOD KNOLL APT 105,MERIDEN,United States,06450,CT,richardumatos@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",484122.0,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
GERONIMO TRANSPORT LLC,LLC,Active,,1360896,2022-03-31,9 VALLEY VIEW DR,SOUTH WINDSOR,United States,06074,CT,geronimotransportllc@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
AGUILAR TAPING & CONSTRUCTION LLC,LLC,Active,Annual report past due,1360897,2021-03-31,961 HIGHLAND AVE 1ST FLOOR,WATERBURY,United States,06708,CT,JRTAXPREPARER@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
BUDDY'S PIZZA KING LLC,LLC,Active,,1360898,2022-03-31,430 LEDGE RD,DAYVILLE,United States,06241,CT,EFILE1234@INCFILE.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
TOTAL CONCEPT DEVELOPMENT AND PROPERTY MANAGEMENT LLC,LLC,Active,Annual report past due,1360899,2021-03-31,21 AUSTIN STREET,NEW BRITAIN,United States,06051,CT,TOTALCONCEPT.DAPM@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,False,False,True,False,False,Other Building Finishing Contractors (238390),238390.0,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
EAGLE 86 LLC,LLC,Active,Annual report past due,1360900,2021-03-31,23 STACEY LANE,MADISON,United States,06443,CT,NIZO86@AOL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers (423450)",423450.0,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
JXC ENTERPRISE LLC,LLC,Active,,1360901,2022-03-31,51 CORNWALL STREET,HARTFORD,United States,06112,CT,compliance@zenbusiness.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
"CT EAGLES HOCKEY BOOSTERS, INC.",Non-Stock,Active,Annual report past due,1360902,2022-03-18,45 CASTLEROCK LANE,BOLTON,United States,06043,CT,KHGALLE@COMCAST.NET,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Sports Teams and Clubs (711211),711211.0,2021-11-10 00:12:43.3366667,,,,,,,,,,,,,,,,,,,,,,
"ADVANTASURE, INC.",Stock,Active,,1360904,2022-09-30,600 E LAFAYETTE BLVD,DETROIT,United States,48226,MI,TAMMY.GOOD@ACCIDENTFUND.COM,Foreign,2020-09-30,MI,MI,False,False,False,False,False,Third Party Administration of Insurance and Pension Funds (524292),524292.0,2021-11-10 00:12:43.3366667,2020-09-01,"ADVANTASURE, INC.",United States,,,,,,,,,,,,,,,,,,,
HUNGRY & HUMBLE LLC,LLC,Active,Annual report past due,1360905,2021-03-31,247 RIDGEWOOD RD,EAST HARTFORD,United States,06118,CT,EFILE1234@INCFILE.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:43.9633333,,,,,,,,,,,,,,,,,,,,,,
PETA FEED THE PEOPLE CORPORATION LLC,LLC,Active,,1360906,2022-03-31,163 CHESTER STREET,EAST HARTFORD,United States,06108,CT,fashionistp@hotmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,True,False,False,Religious Organizations (813110),813110.0,2021-11-10 00:12:43.9633333,,,,,,,,,,,,,,,,,,,,,,
VICTOR SUPER DELI LLC,LLC,Active,,1360907,2022-03-31,1485 CORBIN AVE,NEW BRITAIN CT,United States,06053,CT,victorsuperdeli@gmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),445110.0,2021-11-10 00:12:43.9633333,,,,,,,,,,,,,,,,,,,,,,
"CORRIVEAU HOME, LLC",LLC,Active,Annual report past due,1360908,2021-03-31,17 SACHEM ROAD,PLAINVILLE,United States,06062,CT,BRIAN@CORRIVEAUCUSTOMHOMES.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:43.9633333,,,,,,,,,,,,,,,,,,,,,,
THE IRISH WIFE LLC,LLC,Active,Annual report past due,1360909,2021-03-31,20 IVES RD SUITE 201B,WALLINGFORD,United States,06492,CT,JOANNENAKIS@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:43.9633333,,,,,,,,,,,,,,,,,,,,,,
"INV NYLON CHEMICALS AMERICAS, LLC",LLC,Active,,1360910,2022-03-31,4123 E. 37TH ST NORTH,WICHITA,United States,67220,KS,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-09-30,DE,DE,False,False,False,False,False,All Other Basic Organic Chemical Manufacturing (325199),,2021-11-10 00:12:43.9633333,2020-10-01,"INV NYLON CHEMICALS AMERICAS, LLC",United States,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,
A TALE OF TWO COTTAGES LLC,LLC,Active,,1360911,2022-03-31,280 N ELM ST,CANAAN,United States,06018,CT,ataleoftwocottages@yahoo.com,Domestic,2020-09-30,CT,Connecticut,True,True,False,False,False,Used Merchandise Stores (453310),453310.0,2021-11-10 00:12:43.9633333,,,,,,,,,,,,,,,,,,,,,,
"397BROAD, LLC",LLC,Active,,1360912,2022-03-31,397 BROAD STREET SUITE A,MANCHESTER,United States,06040,CT,singhmart@hotmail.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:12:43.9633333,,,,,,,,,,,,,,,,,,,,,,
MITCO LLC,LLC,Active,Annual report past due,1360913,2021-03-31,28 SHERWOOD ST,NORWALK,United States,06851,CT,MDESMOND@STEWART.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:43.9633333,,,,,,,,,,,,,,,,,,,,,,
MICHAEL ANTHONY CONSTRUCTION CORP.,Stock,Active,,1360914,2022-09-30,161 RAILROAD AVENUE,NEW HYDE PARK,United States,11040,NY,AVITALE@4MACC.COM,Foreign,2020-09-30,NY,NY,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:12:43.9800000,2020-09-30,MICHAEL ANTHONY CONSTRUCTION CORP.,United States,,,,,,,,,,,,,,,,,,,
PLAZA OAXACA DELI & GROCERY LLC,LLC,Active,Annual report past due,1360915,2021-03-31,825 FARMINGTON AVENUE,BRISTOL,United States,06010,CT,PLAZAOAXACADG@OUTLOOK.COM,Domestic,2020-09-30,CT,Connecticut,False,False,True,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
RUBY CARE-PRO INC,Non-Stock,Active,First report past due,1360916,2020-12-29,No information provided,,,,,US-SAM@HOTMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
2 OCTOBER GLORY LLC,LLC,Active,,1360917,2022-03-31,2 OCTOBER GLORY ROAD,FARMINGTON,United States,06085,CT,mllegowski@comcast.net,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
"REIS EY, INC.",Stock,Active,Annual report past due,1360918,2021-09-30,286 MADISON AVE,NEW YORK,United States,10017,NY,TFITZGERALD@REISCONTRACTING.COM,Foreign,2020-09-30,NY,NY,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:43.9800000,2020-09-30,"REIS EY, INC.",United States,,,,,,,,,,,,,,,,,,,
"MAMA BASTA, LLC",LLC,Active,,1360919,2022-03-31,80 SAWMILL ROAD,BRANFORD,United States,06405,CT,mamabastafood@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Perishable Prepared Food Manufacturing (311991),,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
FIN MARKETING MANAGEMENT LLC,LLC,Active,Annual report past due,1360920,2021-03-31,5 CONHURST DRIVE,NORTH HAVEN,United States,06473,CT,ALAFFIN13@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
CHESKA'S CLEANING SERVICES LLC,LLC,Active,Annual report past due,1360922,2021-03-31,209 ALDER STREET,WATERBURY,United States,06708,CT,CHESKAS87@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:43.9800000,,,,,,,,,,,,,,,,,,,,,,
"XYZTEC, INC",Stock,Active,Annual report past due,1360923,2021-09-30,201 BROAD STREET STE 450,STAMFORD,United States,06901,CT,RUOSEN.GUO@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Computer Storage Device Manufacturing (334112),334112.0,2021-11-10 00:12:43.9800000,,,,100.0,,,,,,,,,,,,,,,,,,
MARQUEZ LANDSCAPING LLC,LLC,Active,Annual report past due,1360924,2021-03-31,377 PACIFIC ST,BRIDGEPORT,United States,06604,CT,LMARQUEZLANDSCAPING@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
MANE & CO. LLC,LLC,Active,Annual report past due,1360925,2021-03-31,156 STOCKINGMILL RD,WETHERSFIELD,United States,06109,CT,MANEHAIRMETHOD@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
SMOKE SCENE LLC,LLC,Active,,1360926,2022-03-31,3273 BERLIN TURNPIKE,NEWINGTON,United States,06111,CT,SMOKESCENECONNECTICUT@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Tobacco Stores (453991),453991.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
3 BROTHERS SERVICE LLC,LLC,Active,Annual report past due,1360927,2021-03-31,208 GRETA ST APT 111,WEST HAVEN,United States,06516,CT,ANDERSONZECENA10@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
M & R CLEANING COMPANY LLC,LLC,Active,,1360928,2022-03-31,28 Fawn Ridge Dr,Hamden,United States,06514-4205,CT,MLVNPOINDEXTER@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,True,False,False,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),811310.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
GALEWRIGHT PROPERTIES LLC,LLC,Active,Annual report past due,1360931,2021-03-31,35 MAPLE STREET,MERIDEN,United States,06451,CT,ASIMONE13@AOL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
BIG SKY DREAM LLC,LLC,Active,,1360932,2022-03-31,117 ABBEY ROAD,EAST HAMPTON,United States,06424,CT,tonybelltownrecycling@yahoo.com,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
SIMOES CLEANING LLC,LLC,Active,Annual report past due,1360933,2021-03-31,52 BEERS STREET,BRIDGEPORT,United States,06606,CT,AMELIASERVICES@LIVE.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
155 JDD LLC,LLC,Active,,1360934,2022-03-31,190 NASSAU AVE,BROOKLYN,United States,11222,NY,prestigepropertygroup@hotmail.com,Domestic,2020-09-30,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
WEST FARMS PARTNERS LLC,LLC,Active,Annual report past due,1360936,2021-03-31,1207 FALLS VIEW RD,MANCHESTER,United States,06040,CT,KELVINDLC1@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
CHARMING IMAGERY BY ALEXIS LLC,LLC,Active,,1360937,2022-03-31,31 HUBBARD HILL RD APTB,DANEISLON,United States,06239,CT,c.imagerybyalexis@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
"3D REALTY ENTERPRISE, LLC.",LLC,Active,,1360938,2022-03-31,1610 University Ave,Bronx,United States,10453,NY,3drealtycontractors@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,5A,,
"VICTORY OVER LOSS, LLC",LLC,Active,Annual report past due,1360939,2021-03-31,51 COLONIAL RD,STAMFORD,United States,06906,CT,KIMBERLY@VICTORYOVERLOSS.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
ILLUSION NAILS SALON LLC,LLC,Active,Annual report past due,1360940,2021-03-31,193 WESTPORT AVENUE,NORWALK,United States,06851,CT,SERVIEXPRESS2008@HOTMAIL.COM,Domestic,2020-09-30,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
PITTIE LOVE PET THERAPY INC.,Non-Stock,Active,First report past due,1360941,2020-12-29,No information provided,,,,,PITTIELOVEPETTHERAPY@GMAIL.COM,Domestic,2020-09-30,CT,Connecticut,True,False,True,False,False,Other Individual and Family Services (624190),624190.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
VALEO JURIS LLC,LLC,Active,Annual report past due,1360942,2021-03-31,37 NORMAN DRIVE,GLASTONBURY,United States,06033,CT,ATTORNEYCOLON@YAHOO.COM,Domestic,2020-09-30,CT,Connecticut,False,True,True,True,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:44.6666667,,,,,,,,,,,,,,,,,,,,,,
"RESTORE HEALTH COACH, LLC",LLC,Active,,1360943,2022-03-31,19 PROSPECT RIDGE #35,RIDGEFIELD,United States,06877,CT,christina.miller.pt@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:12:45.2600000,,,,,,,,,,,,,,,,,,,,,,
MIGSPETS101 LLC,LLC,Active,,1360944,2022-03-31,94 STERLING ST,NEW BRITAIN,United States,06053,CT,Miguelina.a.nunez@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,True,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:12:45.2600000,,,,,,,,,,,,,,,,,,,,,,
DAISY VALLEY DESIGNS LLC,LLC,Active,,1360945,2022-03-31,284 UPPER VALLEY RD,TORRINGTON,United States,06790,CT,csmithcreationsct@gmail.com,Domestic,2020-09-30,CT,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:12:45.2600000,,,,,,,,,,,,,,,,,,,,,,
