name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,dissolution_date,category_survey_email_address,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,total_authorized_shares,date_of_organization_meeting,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address
EVOLVE WITH LATOYA LLC,LLC,Active,1356555,2022-03-31,100 PEARL STREET 14TH FLOOR,HARTFORD,United States,06103,CT,Lwatson@evolvebh.com,Domestic,2020-08-26,CT,Connecticut,True,False,True,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),,2021-11-10 00:12:37.5400000,,,,,,,,,,,,,,,,,,,,,,,,,
GONSALE'S SERVICES LLC,LLC,Active,1356556,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:37.5400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
LIVINGSTON ENTERPRISES LLC,LLC,Active,1356558,2021-03-31,41 BISHOP AVENUE,BRIDGEPORT,United States,06607,CT,LIVINGSTONENTERPRISESLLC81@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:37.5400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
BRISTOL EDUCATION LLC,LLC,Active,1356559,2021-03-31,110 DIVINITY STREET,BRISTOL,United States,06010,CT,DAVID080@YAHOO.COM,Domestic,2020-08-26,CT,Connecticut,True,False,True,False,False,Elementary and Secondary Schools (611110),611110.0,2021-11-10 00:12:38.2266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
PO25 LLC,LLC,Active,1356560,2021-03-31,1234 SUMMER ST SUITE 400,STAMFORD,United States,06905,CT,DAVATA1@HOTMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,2021-11-10 00:12:38.2266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ALIASHER LLC,LLC,Active,1356561,2021-03-31,"111 HIGH RIDGE RD, UNIT 13",STAMFORD,United States,06905,CT,ALIASHERINC@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Other Clothing Stores (448190),448190.0,2021-11-10 00:12:38.2266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
AVID PARTNERS LLC,LLC,Active,1356562,2022-03-31,312 ARDSLEY ROAD,WATERBURY,United States,06708,CT,AvidPartnersLLC@gmail.com,Domestic,2020-08-26,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:38.2266667,,,,,,,,,,,,,,,,,,,,,,,,,
"JDS HOLDINGS, LLC",LLC,Active,1356563,2022-03-31,130 SOUTH MAIN STREET SUITE 207,THOMASTON,United States,06787,CT,jdoyle@bearmountainhc.com,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:38.2266667,,,,,,,,,,,,,,,,,,,,,,,,,
DELIGHTFUL SMILES LLC,LLC,Active,1356564,2022-03-31,84 GRIGGS STREET,WATERBURY,United States,06704,CT,delightfulsmilesjl@gmail.com,Domestic,2020-08-26,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),339114.0,2021-11-10 00:12:38.2266667,,,,,,,,,,,,,,,,,,,,,,,,,
H&H GLASS & DOORS LLC,LLC,Active,1356565,2022-03-31,13 ORANGE ST,NORWALK,United States,06850,CT,h.hglassanddoors@gmail.com,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Glass and Glazing Contractors (238150),238150.0,2021-11-10 00:12:38.2266667,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIATED WHOLESALE LLC,LLC,Active,1356566,2021-03-31,1451 NEW BRITAIN AVENUE SUITE 16,FARMINGTON,United States,06032,CT,ENAM77@SBCGLOBAL.NET,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,General Line Grocery Merchant Wholesalers (424410),424410.0,2021-11-10 00:12:38.2266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
VIXEN LLC,LLC,Active,1356567,2022-03-31,285 BABCOCK ROAD,TOLLAND,United States,06084,CT,krista.hiller06@gmail.com,Domestic,2020-08-26,CT,Connecticut,True,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,2021-11-10 00:12:38.2266667,,,,,,,,,,,,,,,,,,,,,,,,,
"BEAR'S VIRTUAL GOLF, LLC",LLC,Active,1356568,2022-03-31,516 WAUREGAN ROAD,DANIELSON,United States,06239,CT,helen@peloquincpa.com,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:12:38.2266667,,,,,,,,,,,,,,,,,,,,,,,,,
S P TRAINING LLC,LLC,Active,1356569,2021-03-31,633 WESTCHESTER RD,COLCHESTER,United States,06415,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:38.2266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"TRUAX PATIENT SERVICES, LLC",LLC,Active,1356570,2022-03-31,1112 RAILROAD ST SUITE 4,BEMIDJI,United States,56601,MN,agent@bizfilings.com,Foreign,2020-08-26,MN,MN,False,False,False,False,False,Pharmacies and Drug Stores (446110),,2021-11-10 00:12:38.2266667,,,,2020-08-26,"TRUAX PATIENT SERVICES, LLC",United States,"1112 RAILROAD ST SUITE 4, BEMIDJI, MN, 56601, United States",1112 RAILROAD ST SUITE 4,BEMIDJI,MN,56601,United States,"1112 RAILROAD ST SUITE 4, BEMIDJI, MN, 56601, United States",1112 RAILROAD ST SUITE 4,BEMIDJI,MN,56601,United States,,,,,,,
"TCJT, LLC",LLC,Active,1356571,2022-03-31,1700 BEDFORD STREET SUITE 204,STAMFORD,United States,06905,CT,stisdale1120@gmail.com,Domestic,2020-08-26,CT,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:38.2266667,,,,,,,,,,,,,,,,,,,,,,,,,
METRO MEN'S HEALTH LLC,LLC,Active,1356572,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@registeredagentsinc.com,Foreign,2020-08-26,UT,UT,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,2021-11-10 00:12:38.2266667,,,,2020-08-26,METRO MEN'S HEALTH LLC,United States,"5107 S 900 E SUITE 100, SALT LAKE CITY,, UT, 84117, United States",5107 S 900 E SUITE 100,"SALT LAKE CITY,",UT,84117,United States,"5107 S 900 E SUITE 100, SALT LAKE CITY,, UT, 84117, United States",5107 S 900 E SUITE 100,"SALT LAKE CITY,",UT,84117,United States,,,,,,,
FIREHOUSE STATION LLC,LLC,Active,1356573,2022-03-31,"811 BLUE HILLS AVE, C/O SALAMANDER",BLOOMFIELD,United States,06002,CT,ali@mander.com,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:38.2266667,,,,,,,,,,,,,,,,,,,,,,,,,
HANDS OF NATURE LLC,LLC,Dissolved,1356574,2021-03-31,18 HARDING PL 2 FL,DANBURY,United States,06810,CT,SENECA.BUSINESS@YAHOO.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:38.2266667,,2021-04-08T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
A&G CLEANING SERVICES LLC,LLC,Active,1356575,2021-03-31,38 GRIFFING AVENUE 1 FL,DANBURY,United States,06810,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:38.2266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SAMI'S SWEET SHOPPE LLC,LLC,Active,1356576,2022-03-31,11 JOHNSON DRIVE,SANDY HOOK,United States,06482,CT,samis.sweet.shoppe@gmail.com,Domestic,2020-08-26,CT,Connecticut,True,False,False,False,False,Baked Goods Stores (445291),445291.0,2021-11-10 00:12:38.9633333,,,,,,,,,,,,,,,,,,,,,,,,,
ADD TRANSPORTATION LLC,LLC,Active,1356577,2022-03-31,40 4TH AVE,NEW LONDON,United States,06320,CT,dominguezyankee@gmail.com,Domestic,2020-08-26,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:38.9633333,,,,,,,,,,,,,,,,,,,,,,,,,
THE MOST SIMPLE THINGS LLC,LLC,Active,1356578,2022-03-31,14 LINDEN ST.,NEW HAVEN,United States,06511,CT,vanessa.zuniga@yale.edu,Domestic,2020-08-26,CT,Connecticut,True,False,True,False,False,All Other Home Furnishings Stores (442299),442299.0,2021-11-10 00:12:38.9633333,,,,,,,,,,,,,,,,,,,,,,,,,
PK LLC,LLC,Active,1356579,2021-03-31,42 PROSPECT STREET,NAUGATUCK,United States,06770,CT,KHANALPEE@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Fuel Dealers (454310),454310.0,2021-11-10 00:12:38.9633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
VELIA'S VIRTUAL SOLUTIONS LLC,LLC,Active,1356580,2022-03-31,26 SHERMAN STREET,HARTFORD,United States,06105,CT,tashaleec@velias4hire.com,Domestic,2020-08-26,CT,Connecticut,True,False,True,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:38.9633333,,,,,,,,,,,,,,,,,,,,,,,,,
"GUIDED PATHWAYS, LLC",LLC,Active,1356581,2022-03-31,123 RUNNING PINE ROAD,WESTBROOK,United States,06498,CT,robin@guidedpathwaysct.com,Domestic,2020-08-26,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),,2021-11-10 00:12:38.9633333,,,,,,,,,,,,,,,,,,,,,,,,,
HARE KRISHNA LLC,LLC,Active,1356582,2022-03-31,781 RIVER ROAD,SHELTON,United States,06484,CT,SOHAN@MIRANIASSOCIATES.COM,Domestic,2020-08-26,CT,Connecticut,True,False,True,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:12:38.9633333,,,,,,,,,,,,,,,,,,,,,,,,,
FELICIANO SERVICES LLC,LLC,Active,1356583,2021-03-31,284 BURNSFORD,BRIDGEPORT,United States,06606,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:38.9633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
JOHNSON ARMS LLC,LLC,Active,1356584,2021-03-31,175 CAPITAL BLVD 4TH FLOOR,ROCKY HILL,United States,06067,CT,JOHNSONARMSLLC@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:38.9633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SECOND ROAD LOGISTICS LLC,LLC,Active,1356585,2021-03-31,152 CHESTNUT ST,BRIDGEPORT,United States,06604,CT,MAGICRAMIREZ05@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:38.9633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
REAL AMBITIOUS WOMEN INVESTMENT GROUP LLC,LLC,Active,1356586,2021-03-31,101 WASHINGTON BLVD APT 313,STAMFORD,United States,06902,CT,RICKAWILLIAMS3@YAHOO.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:38.9633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
TROOST BUILDERS LLC,LLC,Active,1356587,2022-03-31,9 FANNING ROAD,LEDYARD,United States,06339,CT,troost.builders@gmail.com,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:38.9633333,,,,,,,,,,,,,,,,,,,,,,,,,
JPK INVESTORS LLC,LLC,Active,1356588,2022-03-31,"10,WINDY HILL LANE",ROCKY HILL,United States,06067,CT,johnfernando@sbcglobal.net,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:38.9633333,,,,,,,,,,,,,,,,,,,,,,,,,
VIVANITO LLC,LLC,Active,1356589,2021-03-31,176 OXFORD DRIVE,EAST HARTFORD,United States,06118,CT,AUTOBENI0201@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,True,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:12:38.9633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
FRANCISCO FABIANO PEREIRA BEZERRA LLC,LLC,Active,1356590,2022-03-31,282 MADISON TERRACE,BRIDGEPORT,United States,06606,CT,DIASTOTALHELP2015@HOTMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Tile and Terrazzo Contractors (238340),238340.0,2021-11-10 00:12:38.9633333,,,,,,,,,,,,,,,,,,,,,,,,,
CT PREMIER WATER POLO CLUB INC.,Non-Stock,Active,1356591,2021-11-28,137 HOLLOW TREE RIDGE APT 1923,DARIEN,United States,06820,CT,ADMIN@CTPREMIERWPC.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:38.9633333,Annual report due,,,,,,,,,,,,,,,,,,,,,,,,
"162 JOYCE COURT ASSOCICATES, LLC",LLC,Active,1356592,2021-03-31,6 WOODY LANE,FAIRFIELD,United States,06825,CT,ADAM@HIRSCHLAW.ORG,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:38.9633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"STILLMAN, P.C.",Stock,Active,1356593,2022-08-26,30057 ORCHARD LAKE ROAD STE 200,FARMINGTON HILLS,United States,48334,MI,MSTILLMAN@STILLMANLAW.COM,Foreign,2020-08-26,MI,MI,False,False,False,False,False,Collection Agencies (561440),561440.0,2021-11-10 00:12:38.9633333,,,,2020-09-01,"STILLMAN, P.C.",United States,,,,,,,,,,,,,,,,,,,
MOEZEES ALONG LLC,LLC,Active,1356595,2021-03-31,107 ROCKWELL AVENUE,BLOOMFIELD,United States,06002,CT,MOEZEESLLC@MAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:12:39.6333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
BLUE STAR PRODUCTIONS LLC,LLC,Active,1356596,2021-03-31,50 WILLIAMS ST,GROTON,United States,06340,CT,MARKMMC4@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:39.6333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"SAVENELLI PROPERTY MAINTENANCE, LLC",LLC,Active,1356597,2022-03-31,111 MILL ROAD,NORTH HAVEN,United States,06473,CT,savenellipm@yahoo.com,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
"42 SCHOOL STREET, LLC",LLC,Active,1356603,2022-03-31,15 COMMERCE DRIVE,CROMWELL,United States,06416,CT,eileen@makepropertyllc.com,Foreign,2020-08-26,NV,NV,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6333333,,,,2020-08-26,"42 SCHOOL STREET, LLC",United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,,,,,,,
BARKING DESIGN LLC,LLC,Active,1356604,2022-03-31,602 PALISADO AVENUE,WINDSOR,United States,06095,CT,GARRETTCOGSWELL@SBCGLOBAL.NET,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),,2021-11-10 00:12:39.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
A&E LOW VOLTAGE SOLUTIONS LLC,LLC,Active,1356605,2022-03-31,1190 Peck Ln,Cheshire,United States,06410-1534,CT,ACAMPY2@YAHOO.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),,2021-11-10 00:12:39.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
"FOUNDATION PARTNERS GROUP, LLC",LLC,Active,1356607,2022-03-31,4901 VINELAND RD STE 300,ORLANDO,United States,32811,FL,Compliancemail@cscinfo.com,Foreign,2020-08-26,DE,DE,False,False,False,False,False,Funeral Homes and Funeral Services (812210),812210.0,2021-11-10 00:12:39.6500000,,,,2020-08-21,"FOUNDATION PARTNERS GROUP, LLC",United States,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808,",251 LITTLE FALLS DR,WILMINGTON,DE,19808,,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,United States,,,,,,,
"LUCA INVESTMENTS, LLC",LLC,Active,1356608,2021-03-31,15 WEBSTER STREET,HARTFORD,United States,06114,CT,JREATEGUI@REGOCORP.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.6500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
HONEY FLOWERS SHOP LLC,LLC,Active,1356685,2021-03-31,353 W MAIN STREET,WATERBURY,United States,06702,CT,CANDIDADAVILA5@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Florists (453110),453110.0,2021-11-10 00:12:42.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
WB ENTERPRISES LLC,LLC,Active,1356686,2021-03-31,12 MAPLE AVE UNIT 5,NORFOLK,United States,06058,CT,W.BASSETT@YAHOO.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:42.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ABUNDANT LIFE MENTORING AND COUNSELING SERVICES LLC,LLC,Dissolved,1356522,2021-03-31,51 STONEWALL LANE,WATERBURY,United States,,CT,ALIFEMC27@GMAIL.COM,Domestic,2020-08-26,CT,Connecticut,True,False,True,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:14:34.6466667,,2020-11-19T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
LATIN ESCAPE LLC,LLC,Dissolved,1356557,2021-03-31,501 BOSTON POST RD,ORANGE,United States,06477,CT,ROSTOS7@AOL.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),,2021-11-10 00:04:40.3133333,,2020-08-27T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
NOUVEAU CONNECTICUT LLC,LLC,Dissolved,1356594,2021-03-31,14 SILVER SPRING RD,RIDGEFIELD,United States,06877,CT,FCANALE@NOUVEAUELEVATOR.COM,Domestic,2020-08-26,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),,2021-11-10 00:03:16.6000000,,2020-09-01T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
SHINE CONSTRUCTION INC,Stock,Active,1356711,2021-08-27,301 N MAIN ST,UXBRIDGE,United States,01569,MA,INFO@SHINECONSTRUCTIONINC.COM,Foreign,2020-08-27,MA,MA,False,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:12:39.7133333,Annual report past due,,,2020-08-27,SHINE CONSTRUCTION INC,United States,,,,,,,,,,,,,,,,,,,
"CLIMB CREDIT, INC.",Stock,Active,1356712,2022-08-27,"133 W 19TH ST, 4TH FL",NEW YORK,United States,10011,NY,LEGAL@CLIMBCREDIT.COM,Foreign,2020-08-27,DE,DE,False,False,False,False,False,Educational Support Services (611710),,2021-11-10 00:12:39.7133333,,,,2020-08-27,"CLIMB CREDIT, INC.",United States,,,,,,,,,,,,,,,,,,,
THOUSAND AND ONE COLORS LLC,LLC,Active,1356713,2022-03-31,16 WARTON STREET UNIT 1,WEST HAVEN,United States,06516,CT,milyuncoloresusa@gmail.com,Domestic,2020-08-27,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
FABIAN TREE SERVICE LLC,LLC,Active,1356714,2021-03-31,23 WOODSIDE AVE EXT,DANBURY,United States,06810,CT,BISANDOVAL1990@GMAIL.COM,Domestic,2020-08-27,CT,Connecticut,False,False,False,False,False,Landscape Architectural Services (541320),541320.0,2021-11-10 00:12:39.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"RADD PHARMACEUTICALS, INC.",Stock,Active,1356715,2022-08-27,285 RIVERSIDE AVENUE,WESTPORT,United States,06880,CT,scott.phillips@raddpharma.com,Foreign,2020-08-27,DE,DE,False,False,False,False,False,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",541715.0,2021-11-10 00:12:39.7133333,,,,2020-08-27,"RADD PHARMACEUTICALS, INC.",United States,,,,,,,,,,,,,Suite 250,,,,,,
DIVASPLASH LLC,LLC,Active,1356716,2021-03-31,180 GOLDENROD AVE,BRIDGEPORT,United States,06606,CT,DIVASPLASH.WORLDWIDE@GMAIL.COM,Domestic,2020-08-27,CT,Connecticut,True,False,True,True,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:39.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
KINGSBURY CERAMICS CO. LLC,LLC,Active,1356717,2022-03-31,49 WAUREGAN ROAD,BROOKLYN,United States,06234,CT,SANDRALANASA@YAHOO.COM,Domestic,2020-08-27,CT,Connecticut,True,False,False,False,False,Art Dealers (453920),453920.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
PREMIER AUTO SPA LLC,LLC,Active,1356718,2022-03-31,4 MOSHIER STREET,GREENWICH,United States,06831,CT,premierautospact@gmail.com,Domestic,2020-08-27,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
BIG CLACK LLC,LLC,Active,1356719,2022-03-31,16 BORDER ROAD,READING,United States,01867,MA,jack@dolanjack.com,Domestic,2020-08-27,MA,Connecticut,False,True,False,False,False,Electronics Stores (443142),443142.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
"GREEN OPS, LLC",LLC,Active,1356720,2021-03-31,120 TOWNE ST #552,STAMFORD,United States,06902-6168,CT,JMAKRAY@GMAIL.COM,Domestic,2020-08-27,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:39.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"TUXEDO CAT PRESS, LLC",LLC,Active,1356721,2022-03-31,84 THREE MILE ROAD,GLASTONBURY,United States,06033,CT,tcp@tuxedocatpress.com,Domestic,2020-08-27,CT,Connecticut,True,False,False,False,False,Book Publishers (511130),511130.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
ROSADO LANDSCAPING & DESIGN LLC,LLC,Active,1356722,2021-03-31,226 BAXTER LANE,MILFORD,United States,06460,CT,DAVID.DANZAK@CPA.COM,Domestic,2020-08-27,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:39.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
START MARKETING LLC,LLC,Active,1356723,2021-03-31,1575 IRANISTAN AVE APT #4,BRIDGEPORT,United States,06604,CT,STARTMARKETINGLLC@GMAIL.COM,Domestic,2020-08-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
THESE GUYS' NEW YORK DELI CORP,Stock,Active,1356724,2021-08-27,7120 MAIN ST,TRUMBULL,United States,06611-0279,CT,THESEGUYSLOGISTICS@GMAIL.COM,Foreign,2020-08-27,NY,NY,False,False,False,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:12:39.7133333,Annual report past due,,,2020-07-15,THESE GUYS' NEW YORK DELI CORP,United States,,,,,,,,,,,,,,,,,,,
"THROUGH LINE RUNNING, LLC.",LLC,Active,1356725,2022-03-31,171 D. WELTON WAY,THOMASTON,United States,06787,CT,throughlinerunning@gmail.com,Domestic,2020-08-27,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
ABOVE &  BEYOND COMMERCIAL CLEANING LLC,LLC,Active,1356726,2021-03-31,6 PLANT ST,NEW HAVEN,United States,06515,CT,LONNIE.BUNCH79@YAHOO.COM,Domestic,2020-08-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.7133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
COMFINITY FIBER SOLUTION LLC,LLC,Dissolved,1356727,2021-03-31,140 HOYT STREET APT 2K,STAMFORD,United States,06905,CT,ZAH1203@GMAIL.COM,Domestic,2020-08-27,CT,Connecticut,True,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:12:39.7133333,,2021-05-17T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
MUSH LLC,LLC,Dissolved,1356728,2021-03-31,83 PLAINVIEW DRIVE,STRATFORD,United States,06614,CT,NADIAFAROOQ07@GMAIL.COM,Domestic,2020-08-27,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:40.3700000,,2021-06-04T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
REZENDE PRO PAINTING LLC,LLC,Active,1356730,2021-03-31,11 OLD FIELD POINT ROAD APT 2A,GREENWICH,United States,06830,CT,REZENDEPROPAINTING@GMAIL.COM,Domestic,2020-08-27,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:40.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
