name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3
"NORTHEAST COMMONS, LLC",LLC,Active,1370459,2022-03-31,,"1000 OLD COUNTY CIRCLE, UNIT 114",WINDSOR LOCKS,United States,06096,CT,dplumb@3waycom.com,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:13:02.4033333,,,,,,,,,,,,,,,,,,,,
UHPC SOLUTIONS NORTH AMERICA LLC,LLC,Active,1370461,2022-03-31,2020-12-07,"50 S. CENTER STREET, UNIT 7",ORANGE,,07050,NJ,GIL.BRINDLEY@UHPCSOLUTIONS.COM,UHPC SOLUTIONS NORTH AMERICA LLC,Foreign,,2020-12-21,DE,DE,False,False,False,False,False,"Highway, Street, and Bridge Construction (237310)",237310.0,2021-11-10 00:13:02.4033333,,,,,,,,,,,,,,,,,,,,
"RACKSON RESTAURANTS, LLC",LLC,Active,1370462,2021-03-31,2020-12-22,580 E. MAIN STREET,BRIDGEWATER,,08807,NJ,,"RACKSON RESTAURANTS, LLC",Foreign,,2020-12-21,DE,DE,False,False,False,False,False,,,2021-11-10 00:13:02.4033333,,Annual report past due,,,,,,,,,,,,,,,,,,
J & K CARS LLC,LLC,Active,1370471,2022-03-31,,4 WELLS ROAD,ELLINGTON,United States,06029,CT,jrjackdias@gmail.com,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
C.H.D. SERVICES LLC,LLC,Active,1370474,2021-03-31,,564 CAPITOL AVE,BRIDGEPORT,,06606,CT,,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
"REDAPTIVE SUSTAINABILITY SERVICES, LLC",LLC,Active,1370475,2022-03-31,2015-12-30,180 MONTGOMERY ST STE 2180,SAN FRANCISCO,United States,94104,CA,Compliancemail@cscinfo.com,"REDAPTIVE SUSTAINABILITY SERVICES, LLC",Foreign,United States,2020-12-21,DE,DE,False,False,False,False,False,Other Commercial and Industrial Machinery and Equipment Rental and Leasing (532490),532490.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
"SYNCHRONY PHARMACY, LLC",LLC,Active,1370480,2022-03-31,2020-12-21,"303 N. HURSTBOURNE PKWY, STE 200",LOUISVILLE,United States,40222,KY,Compliancemail@cscinfo.com,"SYNCHRONY PHARMACY, LLC",Foreign,United States,2020-12-21,DE,DE,False,False,False,False,False,Nursing Care Facilities (Skilled Nursing Facilities) (623110),623110.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
"THE PISTON FOUNDATION, INC.",Non-Stock,Active,1370482,2021-12-23,,"700 CANAL STREET, BUILDING 1, FLOOR 1,",STAMFORD,United States,06902,CT,RPM@PISTONFOUNDATION.ORG,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,Grantmaking Foundations (813211),813211.0,2021-11-10 00:13:02.4200000,,Annual report due,,,,,,,,,,,,,,,,,,
COSITAS RICAS FRUITS & FROZEN DESSERTS LLC,LLC,Active,1370484,2021-03-31,,234 EAST AVE,NORWALK,,06855,CT,,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,All Other Specialty Food Stores (445299),445299.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
LANE BRYANT BRANDS OPCO LLC,LLC,Active,1370489,2022-03-31,2020-12-21,8323 WALTON PARKWAY,NEW ALBANY,United States,43054,OH,carrie.gilbertson@ascenaretail.com,LANE BRYANT BRANDS OPCO LLC,Foreign,United States,2020-12-21,OH,OH,False,False,False,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
TRANSCENDENT RECOVERY AND PERFORMANCE LLC,LLC,Active,1370506,2022-03-31,,58 ROBBINS ROAD,BERLIN,United States,06037,CT,coachsbarry@gmail.com,,Domestic,,2020-12-21,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
"J.P. MORGAN CHASE NATIONAL CORPORATE SERVICES, INC.",Stock,Active,1370513,2021-12-21,2020-12-21,383 MADISON AVE,NEW YORK,,10179,NY,OTS.ANNUALREPORTS@JPMCHASE.COM,"J.P. MORGAN CHASE NATIONAL CORPORATE SERVICES, INC.",Foreign,,2020-12-21,NY,NY,False,False,False,False,False,Payroll Services (541214),541214.0,2021-11-10 00:13:02.4200000,,Annual report due,,,,,,,,,,,,,,,,,,
TOBY'S LLC,LLC,Active,1370517,2021-03-31,,419 MAIN STREET,EAST HARTFORD,United States,06118,CT,YUANB2011@LIVE.COM,,Domestic,,2020-12-21,CT,Connecticut,True,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),722515.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
CREW COLLECTIVES LLC,LLC,Active,1370529,2021-03-31,,49 W CROSS RD,NEW CANAAN,United States,06840,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
PROGRESS MAKERS LLC,LLC,Active,1370530,2022-03-31,,100 PORTLAND AVE,WILTON,United States,06897,CT,jlee@progressmakers.us,,Domestic,,2020-12-21,CT,Connecticut,False,False,True,False,False,Professional and Management Development Training (611430),,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
"JONESBAR, LLC",LLC,Active,1370531,2021-03-31,2020-12-21,161 WORCESTER ROAD SUITE 606,FRAMINGHAM,United States,01701,MA,LUCIA@CRAVEBETTER.COM,"JONESBAR, LLC",Foreign,United States,2020-12-21,DE,DE,False,False,False,False,False,All Other Miscellaneous Food Manufacturing (311999),311999.0,2021-11-10 00:13:02.4200000,,Annual report past due,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801.0,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801.0,United States,,,,,,
DREAMERS PROPERTIES LLC,LLC,Active,1370532,2022-03-31,,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,jergengoma@yahoo.com,,Domestic,,2020-12-21,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
CONNSTRUX INVESTMENT GROUP LLC,LLC,Active,1370549,2021-03-31,,454 MAIN STREET,EAST HARTFORD,United States,06118,CT,OTDCONSTRUX@AOL.COM,,Domestic,,2020-12-21,CT,Connecticut,True,False,True,False,False,"Other Foundation, Structure, and Building Exterior Contractors (238190)",238190.0,2021-11-10 00:13:01.8733333,,Annual report past due,,,,,,,,,,,,,,,,,,
JKC HAVEN LLC,LLC,Active,1370556,2022-03-31,,FOUR WEST RED OAK LANE SUITE 200,WHITE PLAINS,United States,10604,NY,EntityFees@houlihanparnes.com,,Domestic,,2020-12-21,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:13:01.8733333,,,,,,,,,,,,,,,,,,,,
3 MONTY LLC,LLC,Active,1370557,2022-03-31,,FOUR WEST RED OAK LANE SUITE 200,WHITE PLAINS,United States,10604,NY,EntityFees@houlihanparnes.com,,Domestic,,2020-12-21,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:13:01.8733333,,,,,,,,,,,,,,,,,,,,
RJP FINANCIAL SERVICES LLC,LLC,Active,1370567,2022-03-31,,18 KENT PLACE,COS COB,United States,06807,CT,rich@rjpfinancialservices.com,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,Tax Preparation Services (541213),541213.0,2021-11-10 00:13:01.8733333,,,,,,,,,,,,,,,,,,,,
ROEL M INVESTEMENT SERVICES LLC,LLC,Active,1370572,2021-03-31,,12 FLATBUSH AVENUE 2E,HARTFORD,United States,06106,CT,ROELMITCHELL74@GMAIL.COM,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,Consumer Lending (522291),561110.0,2021-11-10 00:13:02.4366667,,Annual report past due,,,,,,,,,,,,,,,,,,
FANZY HUT LLC,LLC,Active,1370573,2022-03-31,,102 BELLTOWN RD,STAMFORD,United States,06905,CT,naazia3790@gmail.com,,Domestic,,2020-12-21,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:13:02.4366667,,,,,,,,,,,,,,,,,,,,
POTENCY APPAREL LLC,LLC,Active,1370574,2021-03-31,,9 WARBLER CIRCLE,BLOOMFIELD,United States,,CT,POTENCYAPPAREL@GMAIL.COM,,Domestic,,2020-12-21,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:13:02.4366667,,Annual report past due,,,,,,,,,,,,,,,,,,
OMNIWORDS LLC,LLC,Active,1370575,2021-03-31,,19 LOUDEN ST.,GREENWICH,United States,06830,CT,LORNA@OMNIWORDS.COM,,Domestic,,2020-12-21,CT,Connecticut,True,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:13:02.4366667,,Annual report past due,,,,,,,,,,,,,,,,,,
FORD ACCENTS LLC,LLC,Active,1370576,2021-03-31,,16 WINDING RIDGE WAY,DANBURY,United States,06810,CT,FORDACCENTS@GMAIL.COM,,Domestic,,2020-12-21,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:13:02.4366667,,Annual report past due,,,,,,,,,,,,,,,,,,
"UNDERSTORY SOLUTIONS, LLC",LLC,Active,1370614,2022-03-31,2020-12-08,4916 E BROADWAY SUITE 200,MADISON,United States,53716,WI,hflores@licensingpros.com,"UNDERSTORY SOLUTIONS, LLC",Foreign,United States,2020-12-21,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:13:02.4366667,,,"9 E. LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901,",9 E. LOOCKERMAN STREET SUITE 311,DOVER,DE,19901.0,,"9 E. LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901, United States",9 E. LOOCKERMAN STREET SUITE 311,DOVER,DE,19901.0,United States,,,,,,
"COUNTERPART, INC.",Stock,Active,1370615,2021-12-21,2020-11-12,340 S LEMON AVE #7008,WALNUT,,91789,CA,TANNER@YOURCOUNTERPART.COM,"COUNTERPART, INC.",Foreign,,2020-12-21,DE,DE,False,False,False,False,False,,,2021-11-10 00:13:02.4366667,,Annual report due,,,,,,,,,,,,,,,,,,
KINGSIVMAX LLC,LLC,Dissolved,1370616,2021-03-31,,83 LAURELWOOD LN,SOUTHBURY,,06488,CT,TULACCO@GMAIL.COM,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:13:02.4366667,2021-03-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
"SCARANO PROPERTY I, LLC",LLC,Active,1370628,2022-03-31,,60 COVERNTRY CIR.,NORTH HAVEN,United States,06473,CT,ascervino1@yahoo.com,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:13:02.4500000,,,,,,,,,,,,,,,,,,,,
"REDAPTIVE FINANCIAL, LLC",LLC,Active,1370699,2022-03-31,2017-03-17,340 BRANNAN ST STE 400,SAN FRANCISCO,United States,94107,CA,Compliancemail@cscinfo.com,"REDAPTIVE FINANCIAL, LLC",Foreign,United States,2020-12-21,DE,DE,False,False,False,False,False,Other Commercial and Industrial Machinery and Equipment Rental and Leasing (532490),532490.0,2021-11-10 00:13:02.4500000,,,,,,,,,,,,,,,,,,,,
MACDONALD BUILDING & REMODELING LLC,LLC,Active,1370702,2022-03-31,,255 NILES ROAD,NEW HARTFORD,United States,06057,CT,macdonaldbuilders71@gmail.com,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:13:02.4500000,,,,,,,,,,,,,,,,,,,,
GLOBAL BRIDGES LLC,LLC,Active,1370704,2021-03-31,,48 COLE ST.,BRIDGEPORT,United States,06604-5224,CT,ZAPATAPM2@GMAIL.COM,,Domestic,,2020-12-21,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:13:02.4500000,,Annual report past due,,,,,,,,,,,,,,,,,,
ANIVED INC.,Stock,Active,1370736,2021-03-21,,No information provided,,,,,DOCUMENTS@TAXPROSLTD.COM,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,2021-11-10 00:13:02.4666667,,First report past due,,,,,,,,,,,,,100.0,,,,,
"FORMIDABLE LABS, LLC",LLC,Active,1371435,2022-03-31,2021-02-01,146 N CANAL ST. SUITE 320,SEATTLE,United States,98103,WA,Compliancemail@cscinfo.com,"FORMIDABLE LABS, LLC",Foreign,United States,2020-12-21,WA,WA,False,False,False,False,False,Software Publishers (511210),,2021-11-10 00:06:15.9533333,,,"146 N CANAL ST. SUITE 320, SEATTLE, WA, 98103,",146 N CANAL ST. SUITE 320,SEATTLE,WA,98103.0,,"146 N CANAL ST. SUITE 320, SEATTLE, WA, 98103, United States",146 N CANAL ST. SUITE 320,SEATTLE,WA,98103.0,United States,,,,,,
"LIVING WORD DELIVERANCE CHURCH, INC.",Non-Stock,Active,1371437,2022-01-14,,73 WHITMORE LANE,STAMFORD,United States,06902,CT,DAVID.JAMES21@GMAIL.COM,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,Religious Organizations (813110),,2021-11-10 00:06:18.4566667,,Annual report past due,,,,,,,,,,,,,,,,,,
CTAZ SOLAR LLC,LLC,Active,1371469,2022-03-31,2020-12-18,230 PARK AVENUE SUITE 845,NEW YORK,,10169,NY,LEGAL@ONYXRENEWABLES.COM,CTAZ SOLAR LLC,Foreign,,2020-12-21,DE,DE,False,False,False,False,False,Solar Electric Power Generation (221114),,2021-11-10 00:05:09.9833333,,,,,,,,,,,,,,,,,,,,
"INTRATHECAL CARE SOLUTIONS, LLC",LLC,Active,1371403,2022-03-31,2020-09-01,623 HIGHLAND COLONY PARKWAY STE 100,RIDGELAND,United States,39157,MS,CLS-CTARMSevidence@wolterskluwer.com,"INTRATHECAL CARE SOLUTIONS, LLC",Foreign,United States,2020-12-21,MO,MO,False,False,False,False,False,Pharmacies and Drug Stores (446110),,2021-11-10 00:05:11.9700000,,,"623 HIGHLAND COLONY PARKWAY STE 100, RIDGELAND, MS, 39157, United States",623 HIGHLAND COLONY PARKWAY STE 100,RIDGELAND,MS,39157.0,United States,"623 HIGHLAND COLONY PARKWAY STE 100, RIDGELAND, MS, 39157, United States",623 HIGHLAND COLONY PARKWAY STE 100,RIDGELAND,MS,39157.0,United States,,,,,,
CONNECTICUT SPOKEBENDERS INC.,Non-Stock,Active,1371404,2021-03-21,,No information provided,,,,,,,Domestic,,2020-12-21,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),,2021-11-10 00:05:35.4400000,,First report past due,,,,,,,,,,,,,,,,,,
"PROMARK REMODELING, LLC",LLC,Active,1369814,2021-03-31,,53 DEEPWOOD DR,AVON,United States,06001,CT,MDASILVA@PROMARKREMDOELING.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:14:41.7400000,,Annual report past due,,,,,,,,,,,,,,,,,,
"OLSON MSO, LLC",LLC,Active,1370449,2022-03-31,,730 RANDOLPH ROAD,MIDDLETOWN,United States,06457,CT,ENRIGHT@HALLORANSAGE.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,2021-11-10 00:13:01.8733333,,,,,,,,,,,,,,,,,,,,
756 FIELD LLC,LLC,Active,1370452,2021-03-31,,1700 DIXWELL AVE,HAMDEN,United States,06514,CT,ALPHAHOLDINGSCT@GMAIL.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:13:01.8733333,,Annual report past due,,,,,,,,,,,,,,,,,,
NIZAN HOLDINGS LLC,LLC,Active,1370455,2022-03-31,2020-12-24,53 MIRY BROOK RD  53 MIRY BROOK RD,DANBURY,United States,06810,CT,EFINIZAN@GMAIL.COM,NIZAN HOLDINGS LLC,Foreign,United States,2020-12-22,FL,FL,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:13:02.4033333,,,"253 NE 2ND STREET 4908, MIAMI, FL, 33132, United States",253 NE 2ND STREET 4908,MIAMI,FL,33132.0,United States,"253 NE 2ND STREET 4908, MIAMI, FL, 33132, United States",253 NE 2ND STREET 4908,MIAMI,FL,33132.0,United States,,,,,,
OFM HEALTH AND FITNESS LLC,LLC,Active,1370463,2022-03-31,,232 CAPTAIN THOMAS BLVD,WEST HAVEN,United States,06516,CT,originalfitmac@gmail.com,,Domestic,,2020-12-22,CT,Connecticut,True,False,True,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:13:02.4033333,,,,,,,,,,,,,,,,,,,,
2 EDEN ROAD LLC,LLC,Active,1370464,2022-03-31,,737 EAST 243 STREET,BRONX,United States,10470,NY,isuf_djon@yahoo.com,,Domestic,,2020-12-22,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:02.4033333,,,,,,,,,,,,,,,,,,,,
SUPREME AUTO SALES LLC,LLC,Active,1370466,2021-03-31,,494 S MAIN ST,NEW BRITAIN CT,United States,06051,CT,MLUISICT@GMAIL.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Used Car Dealers (441120),441120.0,2021-11-10 00:13:02.4033333,,Annual report past due,,,,,,,,,,,,,,,,,,
195 S MAIN LLC,LLC,Active,1370469,2022-03-31,,179 BROAD ST,WETHERSFLELD,United States,06109,CT,matthew.cooper@morganstanley.com,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
ROUTE 66 FUEL LLC,LLC,Active,1370470,2021-03-31,,8 HIGBY ROAD,MIDDLEFIELD,United States,06455,CT,MIGUEL.CORREA@SUNRISETAX.NET,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Gasoline Stations with Convenience Stores (447110),447110.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
LOBSTERCRAFT GREENWICH LLC,LLC,Active,1370472,2022-03-31,,31 HARBORVIEW AVENUE,NORWALK,United States,06854,CT,khone@fmlcpas.com,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
"SAMBA'S, LLC",LLC,Active,1370473,2021-03-31,,106 FEDERAL STREET,WEST HARTFORD,United States,06110,CT,SAMBASLLC@GMAIL.COM,,Domestic,,2020-12-22,CT,Connecticut,True,False,True,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
"KELLY BADYRKA, LPC, LLC",LLC,Active,1370476,2022-03-31,,123 FARMINGTON AVENUE SUITE 177,BRISTOL,United States,06010,CT,kellybadyrka@hushmail.com,,Domestic,,2020-12-22,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
ZULYCE NATURALS LLC,LLC,Active,1370478,2021-03-31,,Q24 MILL POND RD,BROAD BROOK,United States,06016,CT,ZULYCENATURALS.LLC@GMAIL.COM,,Domestic,,2020-12-22,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
BREMER PROPERTY BUYERS LLC,LLC,Active,1370479,2021-03-31,,771 NORTON ROAD,BERLIN,United States,06037,CT,BPB.GARRETT@GMAIL.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
"MPR, LLC",LLC,Active,1370481,2021-03-31,,183 CLARK STREET,MILLDALE,United States,06479,CT,RAN63MD@YAHOO.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
"ARCHMAX, LLC",LLC,Active,1370483,2021-03-31,,267 WESTPOINT TERRACE,WEST HARTFORD,United States,06107,CT,MARIAGOYZ@GMAIL.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Other Commercial and Industrial Machinery and Equipment Rental and Leasing (532490),532490.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
"RCN FUNDING, LLC",LLC,Active,1370485,2022-03-31,,75 GERBER ROAD EAST,SOUTH WINDSOR,United States,06074,CT,mgunter@rcncapital.com,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Real Estate Credit (522292),522292.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
"MICHAEL SCRICCA DESIGNS, INC.",Stock,Active,1370486,2021-12-22,2020-12-22,5 HEATH PLACE,GARDEN CITY,United States,11530,NY,GIANA@PREMIERCFS.COM,"MICHAEL SCRICCA DESIGNS, INC.",Foreign,United States,2020-12-22,NY,NY,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:13:02.4200000,,Annual report due,,,,,,,,,,,,,,,,,,
"J.D.M. RACE AVENUE, LLC",LLC,Active,1370487,2022-03-31,,57 HILLSIDE AVE,PLAINVILLE,United States,06062,CT,jdam9631@aol.com,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
STEVE NOLAN TENNIS LLC,LLC,Active,1370488,2021-03-31,,30 APPLE TREE LANE,STAMFORD,United States,06905,CT,DAMIANNOLAN8@GMAIL.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
"194 WASHINGTON STREET CONDOMINIUMS ASSOCIATION, INC.",Non-Stock,Active,1370490,2021-12-28,,1010 WETHERSFIELD AVENUE SUITE AC,WETHERSFIELD,United States,06114,CT,JDEUTSCH@BHPM.US,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:02.4200000,,Annual report due,,,,,,,,,,,,,,,,,,
"BLOCK 912 JV II, LLC",LLC,Active,1370491,2022-03-31,2020-12-19,"155 E 44TH STREET, 6TH FLOOR",NEW YORK,United States,10017,NY,debra@moodnacreekllc.com,"BLOCK 912 JV II, LLC",Foreign,United States,2020-12-22,NY,NY,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
ZOOMS LLC,LLC,Active,1370492,2021-03-31,,14 POINT RD.,NORWALK,,06854,CT,JHOBBEHEYDAR@ELLIOTTMGMT.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
73 PARTRIDGE LLC,LLC,Active,1370493,2022-03-31,,20 SCENIC HILL LANE,MONROE,United States,06468,CT,louisreginaiii@gmail.com,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
WCS 277 MAIN LLC,LLC,Active,1370494,2021-03-31,,605 HOPEVILLE ROAD,GRISWOLD,United States,06352,CT,HILLARY.PETERS@OUTLOOK.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
4 COTTAGE LANE LLC,LLC,Active,1370495,2021-03-31,,31 BUTTONWOOD DRIVE,TRUMBULL,,06611,CT,KATURN@CHARTER.NET,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
WAT OPCO LLC,LLC,Active,1370496,2022-03-31,,5 BARLOW ROAD,EDISON,United States,08817,NJ,sop@cogencyglobal.com,,Domestic,,2020-12-22,NJ,Connecticut,False,False,False,False,False,Nursing Care Facilities (Skilled Nursing Facilities) (623110),,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
SIDECAR COMMUNICATIONS INC.,Stock,Active,1370497,2021-12-22,2020-09-23,5 CLOVER ROAD,COS COB,,06807,CT,,SIDECAR COMMUNICATIONS INC.,Foreign,,2020-12-22,NY,NY,False,False,False,False,False,,0.0,2021-11-10 00:13:02.4200000,,Annual report due,,,,,,,,,,,,,,,,,,
CASTLE PARTNERS LLC,LLC,Active,1370499,2021-03-31,,5 CHRISTIANNA DRIVE,MONROE,United States,06468,CT,PAUL.SALAMON@BELPOINTEWEALTH.COM,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:13:02.4200000,,Annual report past due,,,,,,,,,,,,,,,,,,
1177 HRR LLC,LLC,Active,1370500,2022-03-31,,375 FAIRFIELD AVENUE,STAMFORD,United States,06902,CT,imlaque@swcoffice.com,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
"RNA CONSTRUCTION, LLC",LLC,Active,1370501,2022-03-31,,3 RINTOUL POND ROAD,WESTBROOK,United States,06498,CT,rallgaier8@gmail.com,,Domestic,,2020-12-22,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
