name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,billing_unit,reason_for_administrative,category_survey_email_address
GOTVSSS B KRAMER LLC,LLC,Active,1383822,2022-03-31,20 CLOVERLEAF DRIVE,NEW FAIRFIELD,United States,06812-3120,CT,LAWMAND@YAHOO.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:03:33.2100000,,,,,,,,,,,,,,,,,,,,,,
THE BRODY GROUP LLC,LLC,Active,1383920,2022-03-31,261 RIVER STREET,BRIDGEPORT,United States,06604,CT,BRODYAY@GMAIL.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:03:37.7733333,,,,,,,,,,,,,,,,,,,,,,
"179 HELEN STREET, L.L.C.",LLC,Active,1383875,2022-03-31,2 HIDEAWAY LANE,HAMDEN,,06518,CT,FMASCIANTO@COMCAST.NET,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:40.5233333,,,,,,,,,,,,,,,,,,,,,,
OUT OF THE BOX TECHNOLOGY,LLC,Active,1383888,2022-03-31,2002 WILLOW BEACH STREET,KEEGO HARBOR,United States,48320,MI,JESSICA.GRIFFITH@OUTOFTHEBOXTECHNOLOGY.COM,Foreign,2021-03-23,MI,MI,False,False,False,False,False,,2021-11-10 00:03:55.2100000,,,2021-01-01,OUT OF THE BOX TECHNOLOGY,United States,"2002 WILLOW BEACH STREET, KEEGO HARBOR, MI, 48320, United States",2002 WILLOW BEACH STREET,KEEGO HARBOR,MI,48320,United States,"2002 WILLOW BEACH STREET, KEEGO HARBOR, MI, 48320, United States",2002 WILLOW BEACH STREET,KEEGO HARBOR,MI,48320,United States,,,,,
SUPERIOR SUPPLY LLC,LLC,Active,1383825,2022-03-31,193 SUN DANCE RD,STAMFORD,United States,06905,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:03:49.4466667,,,,,,,,,,,,,,,,,,,,,,
8 BALL COURIER SERVICE LLC,LLC,Active,1383759,2022-03-31,204 WOODLAND AVE,BLOOMFIELD,United States,06002,CT,GSBENJAMIN85@GMAIL.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Couriers and Express Delivery Services (492110),2021-11-10 00:03:52.0233333,,,,,,,,,,,,,,,,,,,,,,
203 COSTELLO ROAD LLC,LLC,Active,1384001,2022-03-31,370 DEMING ROAD,BERLIN,United States,06037,CT,NADEAUFOUNDATIONS@YAHOO.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:52.6800000,,,,,,,,,,,,,,,,,,,,,,
FRANCESCA DOMINIQUE PHOTOGRAPHY LLC,LLC,Active,1383999,2022-03-31,28 CAREY STREET,MAHOPAC,United States,10541,NY,FRANCESCA@FRANCESCADOMINIQUE.COM,Foreign,2021-03-23,NY,NY,False,False,False,False,False,"Photography Studios, Portrait (541921)",2021-11-10 00:03:52.0233333,,,2021-05-29,FRANCESCA DOMINIQUE PHOTOGRAPHY LLC,United States,,,,,,,,,,,,,,,,,
21ST CENTURY TEXTILES LLC,LLC,Active,1383891,2022-03-31,72 ROLLING WOOD DRIVE,STAMFORD,United States,06905,CT,APRIL@21STCENTEX.COM,Foreign,2021-03-23,DE,DE,False,False,False,False,False,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",2021-11-10 00:03:45.7900000,,,2019-01-01,21ST CENTURY TEXTILES LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
"IVANI REALTY, LLC",LLC,Active,1383890,2022-03-31,63 HUTCHINSON STREET,WATERBURY,United States,06708,CT,SERGEIIVANI@GMAIL.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:48.7733333,,,,,,,,,,,,,,,,,,,,,,
JMR CONSULTING LLC,LLC,Active,1384000,2022-03-31,27 WELWYN RD.,RIVERSIDE,United States,06878,CT,JULIE_MCARTHUR@YAHOO.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:47.4933333,,,,,,,,,,,,,,,,,,,,,,
MANIFEST LIVING LLC,LLC,Active,1383823,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@REGISTEREDAGENTSINC.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:03:49.3033333,,,,,,,,,,,,,,,,,,,,,,
822 MIXOLOGY LLC,LLC,Active,1383824,2022-03-31,22 ROBIN HILL LN,HAMDEN,United States,06518,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),2021-11-10 00:03:55.2433333,,,,,,,,,,,,,,,,,,,,,,
"NEB MOONSTRUCK, INC.",Stock,Active,1383743,2021-06-21,No information provided,,,,,,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),2021-11-10 00:03:53.3666667,,20000.0,,,,,,,,,,,,,,,,First report past due,,,,
"DISCOVER AND RESTORE, PLLC",LLC,Active,1384467,2022-03-31,11 MAIN ST,MYSTIC,United States,06355,CT,DISCOVERANDRESTORE@GMAIL.COM,Domestic,2021-03-23,CT,Connecticut,True,False,True,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:03:50.6966667,,,,,,,,,,,,,,,,,,,,,,
"117 OLD STATE ROAD, LLC",LLC,Active,1383729,2022-03-31,2 PARKLAWN DRIVE,BETHEL,,06801,CT,MICHELLE@BERKSHIRECORPORATEPARK.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:03:53.3833333,,,,,,,,,,,,,,,,,,,,,,
KRISSCENDO LLC,LLC,Active,1383998,2022-03-31,25 GIN STILL LN,WEST HARTFORD,United States,06107,CT,KRISSTDEVIN@GMAIL.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Motion Picture and Video Distribution (512120),2021-11-10 00:03:59.1500000,,,,,,,,,,,,,,,,,,,,,,
SOCIETY MARKETING AND EVENTS INC,Stock,Active,1383728,2022-08-10,141 Deepwood Rd,Fairfield,United States,06824-2213,CT,szkleinman@gmail.com,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,Convention and Trade Show Organizers (561920),2021-11-10 00:03:55.9300000,,200.0,,,,,,,,,,,,,,,,Annual report due,2021-03-23,,,
STANCED PERFORMANCE LLC,LLC,Active,1384027,2022-03-31,177 STARKS HILL RD.,TORRINGTON,United States,06790,CT,ROAWESOME112@GMAIL.COM,Domestic,2021-03-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:57.8533333,,,,,,,,,,,,,,,,,,,,,,
QUEEN SAUCE VENDING LLC,LLC,Active,1383758,2022-03-31,1401 KINGS HIGHWAY APT 503A,FAIRFIELD,AFG,06824,CT,SOPHIA_ANTOINE@YAHOO.COM,Domestic,2021-03-23,CT,Connecticut,True,False,True,False,False,Vending Machine Operators (454210),2021-11-10 00:03:59.1333333,,,,,,,,,,,,,,,,,,,,,,
BRIDGEPORT AMERICAN LEGION BASEBALL LLC,LLC,Active,1385126,2022-03-31,25 LINDERMAN DR,TRUMBULL,,06611,CT,TECHNIQUETIGERSBASEBALL@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Civic and Social Organizations (813410),2021-11-10 00:06:02.1100000,,,,,,,,,,,,,,,,,,,,,,
"SPINNING WHEEL MANAGEMENT, LLC",LLC,Active,1384138,2022-03-31,170 MASON STREET,GREENWICH,,06830,CT,JAYNORWOOD@ME.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:55.3600000,,,,,,,,,,,,,,,,,,,,,,
DAEJAHS CLOSET LLC,LLC,Active,1384234,2022-03-31,34 AMY DRIVE,EAST HARTFORD,United States,06108,CT,DAEJAHSCLOSET@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,Women's Clothing Stores (448120),2021-11-10 00:05:52.2000000,,,,,,,,,,,,,,,,,,,,,,
"I AM MY SISTER'S KEEPER, LLC",LLC,Active,1378183,2022-03-31,645 FOUNTAIN ST. NEW HAVEN,NEW HAVEN,United States,06515,CT,INFO@IAMMYSISTERSKEEPERLLC.ORG,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,Civic and Social Organizations (813410),2021-11-10 00:05:58.8733333,,,,,,,,,,,,,,,,,,,,,,
AFFORDABLE PROPERTY MAINTENANCE LLC,LLC,Active,1384195,2022-03-31,717 NORWICH WESTERLY RD,NORTH STONINGTON,United States,06359,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:05:57.3733333,,,,,,,,,,,,,,,,,,,,,,
"ADAR INVESTMENT, INC.",Stock,Active,1384193,2022-03-24,19 HOWE ST.,NEW HAVEN,United States,06511,CT,SAM@PIKEINTL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:52.8433333,,20000.0,,,,,,,,,,,,,,,,,,,,
SKY BLUE GROUP LLC,LLC,Active,1384194,2022-03-31,3258 COUNTRY CLUB ROAD,BRONX,United States,10465,NY,GEORGEKOLITSOPOULOS@GMAIL.COM,Domestic,2021-03-24,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:02.7966667,,,,,,,,,,,,,,,,,,,,,,
J ASHLEY FITNESS LLC,LLC,Active,1384237,2022-03-31,111 SPLIT ROCK ROAD,SOUTHPORT,United States,06890,CT,JANINELIND6@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:55.4366667,,,,,,,,,,,,,,,,,,,,,,
A CHANCE FOR THE CHILDREN OF HAITI INCORPORATED,Non-Stock,Active,1384233,2022-06-22,200 Seaside Ave,Stamford,United States,06902-5492,CT,CHANCE.CHILDREN.HAITI@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,True,False,False,Other Grantmaking and Giving Services (813219),2021-11-10 00:05:58.9666667,,,,,,,,,,,,,,,,,,Annual report due,2021-04-19,1A,,
MORGAN ADVANCED CERAMICS INC,Stock,Active,1384235,2022-03-24,2425 WHIPPLE ROAD,HAYWARD,United States,94544,CA,ED.FRANKS@MORGANPLC.COM,Foreign,2021-03-24,DE,DE,False,False,False,False,False,All Other Miscellaneous Manufacturing (339999),2021-11-10 00:05:52.8100000,,,2021-01-01,MORGAN ADVANCED CERAMICS INC,United States,,,,,,,,,,,,,,,,,
QW MANAGEMENT LLC,LLC,Active,1385669,2022-03-31,2554 HUTTON DR,BEVERLY HILLS,,90210,CA,MATT@QWVENTURES.COM,Foreign,2021-03-24,DE,DE,False,False,False,False,False,Miscellaneous Intermediation (523910),2021-11-10 00:05:51.4633333,,,2021-04-01,QW MANAGEMENT LLC,,"2140 S DUPONT HWY, CAMDEN, DE, 19934,",2140 S DUPONT HWY,CAMDEN,DE,19934,,"2140 S DUPONT HWY, CAMDEN, DE, 19934,",2140 S DUPONT HWY,CAMDEN,DE,19934,,,,,,
DAZZLING FRESHIES LLC,LLC,Active,1384236,2022-03-31,24 SAINT REGIS STREET APT A,EAST HARTFORD,United States,06108,CT,DAZZLINGFRESHIES@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,True,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:06:02.8266667,,,,,,,,,,,,,,,,,,,,,,
MIDNIGHT ART LLC,LLC,Active,1384350,2022-03-31,131 TOILSOME HILL ROAD,FAIRFIELD,United States,06825,CT,PAULSIMPLEBOOKS@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Art Dealers (453920),2021-11-10 00:05:59.5466667,,,,,,,,,,,,,,,,,,,,,,
"QUALITY GAMES, LLC",LLC,Dissolved,1384324,2022-03-31,39 SUNNYCREST RD,TRUMBULL,United States,06611,CT,MHBERGMANN7@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",2021-11-10 00:05:58.9200000,2021-07-20T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
LA BROSSE STUDIO LLC,LLC,Active,1384349,2022-03-31,29 HUNTING RIDGE ROAD,GREENWICH,United States,06831,CT,SLEONEKIM@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),2021-11-10 00:05:56.7800000,,,,,,,,,,,,,,,,,,,,,,
THE DREAMKILLAS PRODUCTIONS LLC,LLC,Active,1384326,2022-03-31,75 THOMPSON ST,NEW HAVEN,United States,,CT,THEDREAMKILLASPRODUCTIONS@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:06:02.7500000,,,,,,,,,,,,,,,,,,,,,,
ADJUSTIMATES LLC.,LLC,Active,1384135,2022-03-31,926 WOODRUFF STREET,SOUTHINGTON,United States,,CT,ARMACK08@YAHOO.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:05:56.8600000,,,,,,,,,,,,,,,,,,,,,,
"SUMMIT DRILLING, LLC",LLC,Active,1384139,2022-03-31,81A CHIMNEY ROCK ROAD,BRIDGEWATER,,08807,NJ,VCHEARS@GKLAW.COM,Foreign,2021-03-24,DE,DE,False,False,False,False,False,,2021-11-10 00:06:15.9533333,,,2021-03-31,"SUMMIT DRILLING, LLC",,,,,,,,,,,,,,,,,,
KRISSY BEATI BAR LLC,LLC,Active,1384136,2022-03-31,154 WAKE STREET,BRIDGEPORT,United States,06610,CT,DAVIS.CHRISTINA33@YAHOO.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:14.0000000,,,,,,,,,,,,,,,,,,,,,,
ADRENALINA NAUTICA LLC,LLC,Active,1384323,2022-03-31,53 PREST ST APT 3,NEW LONDON,United States,06320,CT,ADRENALINAPR.NATIVA@OUTLOOK.COM,Domestic,2021-03-24,CT,Connecticut,False,False,True,False,False,Other Clothing Stores (448190),2021-11-10 00:06:10.0933333,,,,,,,,,,,,,,,,,,,,,,
CURAM LLC,LLC,Active,1384137,2022-03-31,1 WESTINGHOUSE PLAZA SUITE C-315,BOSTON,United States,02136,MA,MATTHEW.HOGAN@NEEDHAMHEIGHTSHOLDINGS.COM,Domestic,2021-03-24,MA,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:06:15.9533333,,,,,,,,,,,,,,,,,,,,,,
ADVOCACY ALLIES LLC,LLC,Active,1384110,2022-03-31,12 FARMSTEAD LANE,TRUMBULL,United States,06611,CT,ADVOCACYALLIES@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,False,False,False,Educational Support Services (611710),2021-11-10 00:06:10.6566667,,,,,,,,,,,,,,,,,,,,,,
ARCHER EXPRESS LIMITED LIABILITY COMPANY,LLC,Active,1384325,2022-03-31,75 PEPPERBUSH WAY,WINDSOR,United States,06095,CT,ARCHERBRAND1985@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,True,False,False,Couriers and Express Delivery Services (492110),2021-11-10 00:06:07.4066667,,,,,,,,,,,,,,,,,,,,,,
"AINTNOSHORTCUTS, LLC",LLC,Active,1384348,2022-03-31,73 OAKWOOD ROAD,MANCHESTER,United States,06040,CT,AINTNOSHORTCUTS@ICLOUD.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:14.6266667,,,,,,,,,,,,,,,,,,,,,,
COMPASS ADVISORS LLC,LLC,Active,1384112,2022-03-31,425 HALLIWELL DRIVE,STAMFORD,United States,06902,CT,FDECOUR@OUTLOOK.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:06:04.3266667,,,,,,,,,,,,,,,,,,,,,,
"FAIRBANKS ENERGY SERVICES, LLC",LLC,Active,1384113,2022-03-31,"50 DERBY STREET, SUITE 260",HINGHAM,,02043,MA,,Foreign,2021-03-24,MA,MA,False,False,False,False,False,,2021-11-10 00:06:15.3433333,,,2021-02-01,"FAIRBANKS ENERGY SERVICES, LLC",,,,,,,,,,,,,,,,,,
JOJO'S SWEETS! LLC,LLC,Active,1384230,2022-03-31,"337 CONGRESS AVE., APT. 4A",WATERBURY,United States,06708,CT,JOJOSSWEETSBYNELL@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:13.2033333,,,,,,,,,,,,,,,,,,,,,,
PLEDGE PROJECT LLC,LLC,Active,1384111,2022-03-31,1201 KINGS HIGHWAY STE 2,FAIRFIELD,United States,06824,CT,PATRIOT@PLEDGEPROJECT.US,Domestic,2021-03-24,CT,Connecticut,True,False,False,True,False,Software Publishers (511210),2021-11-10 00:06:04.2800000,,,,,,,,,,,,,,,,,,,,,,
"EXPERT ONE, LLC",LLC,Active,1384166,2022-03-31,2 WOODCOCK LANE,WESTPORT,United States,06880,CT,SERGE.DMYTRUK@OUTLOOK.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:06:03.5000000,,,,,,,,,,,,,,,,,,,,,,
1 AUTOMOTIVE SOLUTIONS LLC,LLC,Active,1384164,2022-03-31,710 LINDLEY STREET,BRIDGEPORT,United States,06606,CT,KENSYJEANJULES@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Used Car Dealers (441120),2021-11-10 00:06:17.3133333,,,,,,,,,,,,,,,,,,,,,,
JV LADD PROPERTIES LLC,LLC,Active,1384165,2022-03-31,95 SOUTH ROAD,SOMERS,United States,06071,CT,JLADD6@COX.NET,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:26.7100000,,,,,,,,,,,,,,,,,,,,,,
T & E LOGISTICS LLC,LLC,Active,1384274,2022-03-31,147 CHARLES STREET APT 2C,BRIDGEPORT,United States,06606,CT,EDDIEG2278@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:23.3933333,,,,,,,,,,,,,,,,,,,,,,
THE COMFORTER FINANCIAL LLC,LLC,Active,1384206,2022-03-31,3580 MAIN STREET,HARTFORD,United States,06120,CT,THECOMFORTERFINANCIAL@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:23.3933333,,,,,,,,,,,,,,,,,,,,,,
"ANGEL HEALINGS WITH SARAH, LLC",LLC,Active,1385114,2022-03-31,6 SUTTON DRIVE,NORTH GRANBY,,06060-1113,CT,SBAILLARGEON777@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:06:17.1733333,,,,,,,,,,,,,,,,,,,,,,
"VDF FUTURECEUTICALS, INC.",Stock,Active,1383867,2022-03-24,2692 N. STATE RTE 1-17,MOMENCE,,60954,IL,STEPHANIE.HARRIS@FUTURECEUTICALS.COM,Foreign,2021-03-24,IL,IL,False,False,False,False,False,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),2021-11-10 00:06:17.2366667,,,2021-02-04,"VDF FUTURECEUTICALS, INC.",,,,,,,,,,,,,,,,,,
"STONINGTON COMMUNITY ROWING CENTER, INC.",Non-Stock,Active,1384172,2022-04-07,59 KIDDS WAY,STONINGTON,United States,06378,CT,JTHORNELL@STONINGTONCREW.ORG,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),2021-11-10 00:06:17.2366667,,,,,,,,,,,,,,,,,,,,,,
AWNING BOYS SERVICE LLC,LLC,Active,1384163,2022-03-31,490 KOSSUTH STREET,BRIDGEPORT,United States,06608,CT,AGENCYSILESIA@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:06:22.8166667,,,,,,,,,,,,,,,,,,,,,,
GLAD TIDINGS HEALTH ADVOCATES LLC,LLC,Active,1384203,2022-03-31,84 AVERY AVE.,MERIDEN,United States,06450,CT,DARYLGWILLIAMS@OUTLOOK.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:18.9866667,,,,,,,,,,,,,,,,,,,,,,
JUMPING 4 JOY ENTERTAINMENT LLC,LLC,Active,1384205,2022-03-31,2734 TORRINGFORD WEST ST.,TORRINGTON,United States,06790,CT,JUMPING4JOYENTERTAINMENT@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:19.7533333,,,,,,,,,,,,,,,,,,,,,,
WYNN ENTERPRISES LLC,LLC,Active,1384204,2022-03-31,"333 CHAPMAN ST., 3RD",NEW BRITAIN,United States,06051,CT,ENTERPRISESOFWYNNE@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:20.6133333,,,,,,,,,,,,,,,,,,,,,,
ADVANCE REPAIR LLC,LLC,Active,1384207,2022-03-31,124 ALBA AVE.,BRIDGEPORT,United States,06606,CT,ADVANCEREPAIRLLC@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:24.1600000,,,,,,,,,,,,,,,,,,,,,,
"CRABBY JACK'S INVESTMENT GROUP, LLC",LLC,Active,1385115,2022-03-31,181 BANK STREET,NEW LONDON,,06320,CT,TRPJSJ@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:06:29.9933333,,,,,,,,,,,,,,,,,,,,,,
"BOIKEN MASONRY, LLC",LLC,Active,1384339,2022-03-31,79 HITCHCOCK ROAD,SOUTHINGTON,United States,06489,CT,BESJAN1988@HOTMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),2021-11-10 00:06:19.0200000,,,,,,,,,,,,,,,,,,,,,,
BRYANT ENTERPRISES LLC,LLC,Active,1384202,2022-03-31,167 ACORN DRIVE,MIDDLETOWN,United States,06457,CT,DARRIN_BRYANT@YAHOO.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:29.4000000,,,,,,,,,,,,,,,,,,,,,,
ERICA SIMS ENTERPRISES LLC,LLC,Active,1384209,2022-03-31,"499 DIXWELL AVE., APT. 3",NEW HAVEN,United States,06511,CT,ERICASIMS.THRIVE18@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:19.0200000,,,,,,,,,,,,,,,,,,,,,,
LOS PRIMOS HOME RENOVATIONS LLC,LLC,Active,1384294,2022-03-31,23 ANNE STREET,STAMFORD,United States,06902,CT,MAURICIOPAAU@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2021-11-10 00:06:24.8066667,,,,,,,,,,,,,,,,,,,,,,
SALCEDO LANDSCAPE MAINTENANCE LLC,LLC,Active,1384266,2022-03-31,71 AMITY STREET,HARTFORD,United States,06106,CT,MIGUELASALCEDO4@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:06:19.0666667,,,,,,,,,,,,,,,,,,,,,,
"LION FACE PRESS, LLC",LLC,Active,1383848,2022-03-31,6 TRANQUILITY LN,WESTPORT,,06880,CT,MARGRITSTROHMAIER@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:06:16.5166667,,,,,,,,,,,,,,,,,,,,,,
CINTEX WIRELESS LLC,LLC,Active,1384273,2022-03-31,9920 BROOKLET DR.,HOUSTON,United States,77099,TX,INFO@CINTEXWIRELESS.COM,Foreign,2021-03-24,DE,DE,False,False,False,False,False,All Other Telecommunications (517919),2021-11-10 00:06:17.2200000,,,2021-03-25,CINTEX WIRELESS LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
BLAZING KINGS FREIGHT LLC,LLC,Active,1384171,2022-03-31,2 BELDEN AVE STE 332,NORWALK,United States,06852,CT,BLAZINGKINGS21@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,True,False,False,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)",2021-11-10 00:06:29.9300000,,,,,,,,,,,,,,,,,,,,,,
AIS WOODWORKING LLC,LLC,Active,1384208,2022-03-31,3 MOUNTAIN PARK AVE.,WATERBURY,United States,06708,CT,AISWOODWORKING74@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:29.9633333,,,,,,,,,,,,,,,,,,,,,,
EVERYTHING'S HERE LLC,LLC,Active,1384173,2022-03-31,584 PARK AVE,BLOOMFIELD,United States,06002,CT,NICOLEJACKSON1876@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,True,False,True,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-11-10 00:06:28.6500000,,,,,,,,,,,,,,,,,,,,,,
BARILLAS CONSTRUCTION CORP,Stock,Active,1384293,2021-06-22,No information provided,,,,,BARILLASJORGE71@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,True,False,False,New Housing For-Sale Builders (236117),2021-11-10 00:06:28.6666667,,1.0,,,,,,,,,,,,,,,,First report past due,,,,
TIMBER WORKS TREE SERVICE LLC,LLC,Active,1384211,2022-03-31,48 HURD PARK RD.,HADDAM NECK,United States,06424,CT,TIMBERTREESCT@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:21.2700000,,,,,,,,,,,,,,,,,,,,,,
AMSTERDAM ENTERPRISES LLC,LLC,Active,1384228,2022-03-31,145 HARBOR POND DR.,MERIDEN,United States,06450,CT,AMSTERDAMENTERPRISES21@GMAIL.COM,Domestic,2021-03-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:22.8300000,,,,,,,,,,,,,,,,,,,,,,
