name,business_type,status,accountnumber,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,annual_report_due_date,country_formation,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,total_authorized_shares,sub_status,mailing_international_address,dissolution_date,mail_jurisdiction,record_address,records_address_street,records_address_state,records_address_zip_code,records_address_country,records_address_city
MYLES HIGH DELIVERY I LLC,LLC,Active,2349237,,1449 OLD WATERBURY ROAD SUITE 301,,SOUTHBURY,USA,06488,CT,BOB@BESTTEMPS.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,492210,2021-11-10 00:06:45.8733333,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
available Rooter plumbing LLC,LLC,Active,2349252,,14 Roberta Rd,,North Haven,United States,06473,CT,mmauriello77@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women Grow Connecticut LLC,LLC,Active,2349243,,2389 Main St,Ste. 100,Glastonbury,United States,06033-4617,CT,chanda@womengrow.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,True,False,False,All Other Miscellaneous Manufacturing (339999),2021-11-10 00:06:45.8600000,2022-03-31,United States,chanda@womengrow.com,,,,,,,,,,,,,,,,,,,,,,,,,,
FIBER ELECTRONIC LLC,LLC,Active,2349246,,45 JOHN STREET,,NAUGATUCK,United States,06770,CT,marcapereira21@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,Other Management Consulting Services (541618),2021-11-10 00:06:45.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96 Blacksmith, LLC",LLC,Active,2349268,,2 Belden Ave,601,Norwalk,United States,06850,CT,marlboroughig@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:06:45.8266667,2022-03-31,United States,marlboroughig@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
MYLES HIGH DELIVERY II LLC,LLC,Active,2349247,,1449 OLD WATERBURY ROAD SUITE 301,,SOUTHBURY,USA,06488,CT,BOB@BESTTEMPS.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,492210,2021-11-10 00:06:45.8733333,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fancy Parties CT LLC,LLC,Active,2349255,,18 Prospect Ave,A4,Norwalk,United States,06850-3230,CT,fancypartiesct@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,True,False,False,Convention and Trade Show Organizers (561920),2021-11-10 00:06:45.8733333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active Edge Bodywork LLC,LLC,Active,2349260,,31 HILLSIDE AV,,VERNON,United States,06066,CT,anna.siolkowski@yahoo.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,False,False,False,,2021-11-10 00:06:45.8433333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAUREDSON BODY WORK LLC,LLC,Active,2349263,,34 Lincoln Ave,1,Danbury,United States,06810-7909,CT,aliceepic1@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2021-11-10 00:06:45.8433333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRO HOUSE LLC,LLC,Active,2349269,,76 Tuttle St,,Bristol,United States,06010-6854,CT,wrohousellc@comcast.net,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:45.8100000,2022-03-31,United States,shawn@tp1040.com,,,,,,,,,,,,,,,,,,,,,,,,,,
MYLES HIGH RETAIL I LLC,LLC,Active,2349273,,1449 OLD WATERBURY ROAD SUITE 301,,SOUTHBURY,USA,06488,CT,BOB@BESTTEMPS.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,453998,2021-11-10 00:06:45.8733333,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYLES HIGH RETAIL III LLC,LLC,Active,2349301,,1449 OLD WATERBURY ROAD SUITE 301,,SOUTHBURY,USA,06488,CT,BOB@BESTTEMPS.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,453998,2021-11-10 00:06:45.8733333,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty By Shanny LLC,LLC,Active,2349289,,253 Columbus Ave,,Stratford,United States,06615-7200,CT,shaniqueorr28@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-11-10 00:06:45.8900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYLES HIGH RETAIL II LLC,LLC,Active,2349292,,149 OLD WATERBURY ROAD SUITE 301,,SOUTHBURY,USA,06488,CT,BOB@BESTTEMPS.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,453998,2021-11-10 00:06:45.8100000,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pin-it USA Limited Liability Company,LLC,Active,2349294,,109-9 Bucks Hill Rd,,Waterbury,United States,06704,CT,duvaljr@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8433333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BDI Intermediate, Inc.",Stock,Active,2349305,2020-09-04,740 S Pierce Ave,Unit 15,Louisville,United States,80027-3057,CO,juliap@bditest.com,"BDI Intermediate, Inc.",Foreign,2021-09-22,DELAWARE,DELAWARE,False,False,False,False,False,,2021-11-10 00:06:45.8600000,2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Piccolina Shop Inc.,Stock,Active,2349307,,,,,,,,lena@thepiccolinashop.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,False,False,False,Children's and Infants' Clothing Stores (448130),2021-11-10 00:06:45.8600000,2021-12-21,United States,,,,,,,,,,,,,,,,,100.0,First report due,,,,,,,,,
OLLES Corp,Stock,Active,2349348,,222 Main st,,Farmington,United States,06032,CT,kamy_guy@live.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:06:45.8900000,2022-10-07,United States,,,,,,,,,,,,,,,,2021-10-07,100.0,,,,,,,,,,
377 W Cedar Street LLC,LLC,Active,2349318,,377 W Cedar St,,Norwalk,United States,06854-1626,CT,info@finymas.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:45.8266667,2022-03-31,United States,info@finymas.com,,,,,,,,,,,,,,,,,,,,,,,,,,
MYLES HIGH CULTIVATION I LLC,LLC,Active,2349320,,1449 OLD WATERBURY ROAD SUITE 301,,SOUTHBURY,USA,06488,CT,BOB@BESTTEMPS.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,111419,2021-11-10 00:06:45.8900000,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalesman Comics LLC,LLC,Active,2349323,,61 Lancelot Dr,,North Haven,United States,06473-1015,CT,jazzstick@sbcglobal.net,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Book Stores (451211),2021-11-10 00:06:45.8100000,2022-03-31,United States,dhyder@l-hcpas.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"T & T Couriers Worldwide , LLC",LLC,Active,2349327,,850 Pacific St,703,Stamford,United States,06902-7366,CT,tandtcouriers21@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Couriers and Express Delivery Services (492110),2021-11-10 00:06:45.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYLES HIGH CULTIVATION II LLC,LLC,Active,2349329,,1449 OLD WATERBURY ROAD SUITE 301,,SOUTHBURY,USA,06488,CT,BOB@BESTTEMPS.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,111419,2021-11-10 00:06:45.8433333,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawn's Secret Garden LLC,LLC,Active,2349330,,73 Chanda Dr,,Stratford,United States,06614-1918,CT,dawnssecretgarden@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8600000,2022-03-31,United States,onlinefilings@nolo.com,,,,,,,,,,,,,,,,,,,,,,,,,,
House of How Games LLC,LLC,Active,2349403,2021-09-22,10328 NE 153rd Pl,,Bothell,United States,98011-7217,WA,business@houseofhow.com,House of How Games LLC,Foreign,2021-09-22,WASHINGTON,WASHINGTON,False,False,False,False,False,Computer Systems Design Services (541512),2021-11-10 00:06:45.8733333,2022-03-31,,,"10328 NE 153rd Pl, Bothell, WA, 98011-7217, United States",10328 NE 153rd Pl,,Bothell,WA,98011-7217,United States,"10328 NE 153rd Pl, Bothell, WA, 98011-7217, United States",10328 NE 153rd Pl,,Bothell,WA,98011-7217,United States,,,,,,,,,,,,
Patterson Properties 103-105 Seymour Avenue LLC,LLC,Active,2349340,,231 Farmington Ave,,Farmington,United States,06032,CT,scott@pattersonmaintenanceservices.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:45.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARLIN HOME SERVICES LLC,LLC,Active,2349351,,35 Beardsley Rd,,Shelton,United States,06484-1804,CT,marlinhomeservice@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:45.8900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSG Property Maintenance P.L.L.C,LLC,Dissolved,2349356,,54 Valley Dr,,Voluntown,United States,06384-1732,CT,jgladue@comcast.net,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8600000,2022-03-31,United States,onlinefilings@nolo.com,,,,,,,,,,,,,,,,,,,2021-10-07T00:00:00.000,,,,,,,
MARCO BANO LLC,LLC,Active,2349364,,725 S Main St,APT 2,Waterbury,United States,06706-4112,CT,antonio7@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Roofing Contractors (238160),2021-11-10 00:06:45.8900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELIVERY CENTER LLC,LLC,Active,2349384,,27 CROWS NEST LANE,5I,DANBURY,United States,06810,CT,hilenyworks@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,False,False,False,Couriers and Express Delivery Services (492110),2021-11-10 00:06:45.8900000,2022-03-31,United States,hilenyworks@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Chartist Research LLC,LLC,Active,2349370,,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tidy Bee  Cleaning Services LLC,LLC,Active,2349385,,23 Hollywood Ave,,West Hartford,United States,06110-2216,CT,tidybeecleaningservices@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,True,False,False,Janitorial Services (561720),2021-11-10 00:06:45.8100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginger NK LLC,LLC,Active,2349409,,85 Avery St,,Stamford,United States,06902,CT,ginger.nadiav@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-11-10 00:06:45.8900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC Golf & Accounting LLC,LLC,Active,2349423,,2345 Barnum Ave,,Stratford,United States,06615-5521,CT,jhat2345barnumave@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Other Accounting Services (541219),2021-11-10 00:06:45.8100000,2022-03-31,United States,crock9iron@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"Streamline Storage Facility, LLC",LLC,Active,2349411,,35 Coleman Dr,,Hartford,United States,06106-3448,CT,edfryer76@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,General Warehousing and Storage (493110),2021-11-10 00:06:45.8600000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYLES HIGH CULTIVATION III LLC,LLC,Active,2349415,,1449 OLD WATERBURY ROAD SUITE 301,,SOUTHBURY,USA,06488,CT,BOB@BESTTEMPS.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,111419,2021-11-10 00:06:45.8733333,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Main Street Investment Group, LLC",LLC,Active,2349416,,751 E Broadway,,Milford,United States,06460-6200,CT,leogts@aol.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:06:45.8266667,2022-03-31,United States,flieto@goldgru.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Sneaker Source LLC,LLC,Active,2349426,,268 Silver Spring Rd,,Ridgefield,United States,06877-5419,CT,cgrimaldi@northamericanmotorcar.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:06:45.8600000,2022-03-31,United States,jedferdinand@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
JM Glastonbury II LLC,LLC,Active,2349431,,2251 Landmark Place,,Manasquan,United States,08736,NJ,ldebello@jerseymikes.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:06:45.7966667,2022-03-31,United States,ldebello@jerseymikes.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirado Accounting LLC,LLC,Active,2349439,,273 Oak Street,,Manchester,United States,06040,CT,tiradobookkeeping@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,True,False,False,Other Accounting Services (541219),2021-11-10 00:06:45.7966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH HILLS OFFICE SERVICES INC.,Stock,Active,2349430,2021-10-01,265 EXECUTIVE DRIVE SUITE 250,,PLAINVIEW,USA,11803,NY,SKAPLAN@NHOS.COM,NORTH HILLS OFFICE SERVICES INC.,Foreign,2021-09-22,,NEW YORK,False,False,False,False,False,561720,2021-11-10 00:06:45.8433333,2022-09-22,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUE LOBSTER T SHIRTS LLC,LLC,Active,2349450,,88 ORCUTT DRIVE,,GUILFORD,United States,06437,CT,mike@abapc.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyrocket LLC,LLC,Active,2349445,,97 S Park Ave,,Easton,United States,06612-2005,CT,entityspecialist@1800accountant.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:45.8266667,2022-03-31,United States,entityspecialist@1800accountant.com,,,,,,,,,,,,,,,,,,,,,,,,,,
VBT Content Strategy LLC,LLC,Active,2349446,2021-08-30,9 LANTERN RIDGE ROAD,,NEW CANAAN,United States,06840,CT,vbtcontentstrategy@gmail.com,VBT Content Strategy LLC,Foreign,2021-09-22,NEW YORK,NEW YORK,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:06:45.8733333,2022-03-31,,,"155 WEST 68TH ST., #35C, NEW YORK, NY, 10023, United States","155 WEST 68TH ST., #35C",,NEW YORK,NY,10023,United States,"155 WEST 68TH ST., #35C, NEW YORK, NY, 10023, United States","155 WEST 68TH ST., #35C",,NEW YORK,NY,10023,United States,,,,,,,,,,,,
JB DISPATCHING LLC,LLC,Active,2349449,,65 SADDLE RD,,WOLCOTT,United States,06716,CT,efile1234@incfile.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Freight Transportation Arrangement (488510),2021-11-10 00:06:45.8733333,2022-03-31,United States,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"CH WILTON WELLNESS CENTER, LLC",LLC,Active,2349456,,"23 VITTI STREET, SUITE 201",,NEW CANAAN,USA,06840,CT,NLASKOWSKI@CAMBRIDGEHANOVER.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8266667,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Storm Flag, Inc.",Stock,Rejected,2349457,2021-09-22,333 Elm St,100,Dedham,United States,02026-4530,MA,fernando@stormflaggames.com,"Storm Flag, Inc.",Foreign,2021-09-22,DELAWARE,DELAWARE,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:06:45.8100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost Trailer Kitchens LLC,LLC,Active,2349462,,30 Hurlbut St,,Winsted,United States,06098-1916,CT,ghosttruckkitchen@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing (532120)",2021-11-10 00:06:45.8733333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
K&D AUTOMOTIVE PROTECTIVE WRAPS LLC,LLC,Active,2349470,,916 Bridgeport Ave,,Milford,United States,06460-3110,CT,dextergookool62@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",2021-11-10 00:06:45.8433333,2022-03-31,United States,leeratax@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri-State Trucking LLC,LLC,Active,2349479,,80 Ambassador Dr,B,Manchester,United States,06042-2458,CT,tristatetruckingct@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Business Associations (813910),2021-11-10 00:06:45.8433333,2022-03-31,United States,cpwilliams90@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"PJ's Tree & Stump Removal, L.L.P.",LLP,Active,2349491,,18 French St,,Seymour,United States,06483-3021,CT,pjstreeandstumpremoval@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:06:45.8100000,2022-09-22,United States,pjslawnandhomeservices@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"27 EASTWOOD AVE, LLC",LLC,Active,2349485,,3935 Main St,,Bridgeport,United States,06606-2815,CT,27eastwoodave@crearth.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:06:45.8100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Au Jus Style LLC,LLC,Active,2349514,,135 Hope St,,Bridgeport,United States,06605-2742,CT,anniemayflower@yahoo.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,False,False,False,Advertising Agencies (541810),2021-11-10 00:06:45.8733333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERRACE PARK CREATIVE INC,Stock,Active,2349540,,,,,,,,vgonzalez@blumb.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8433333,2021-12-21,United States,vgonzalez@blumb.com,,,,,,,,,,,,,,,,200.0,First report due,,,,,,,,,
Medical Care of Connecticut PLLC,LLC,Active,2349533,,"c/o CareMax, Inc., 1000 NW 57 Court, Suite 400",,Miami,United States,33126,FL,bert@caremax.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8600000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple Valley Pharmacy, LLC",LLC,Active,2349536,,1 N Main St,,Southington,United States,06489-2518,CT,applevalleyctrx@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,True,False,False,Pharmacies and Drug Stores (446110),2021-11-10 00:06:45.8600000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
R & S Transport LLC,LLC,Active,2349554,,30 Roulin St,,Torrington,United States,06790-3722,CT,rickymercadop@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",2021-11-10 00:06:45.8433333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farm Hill Quilting LLC,LLC,Active,2349545,,133 N Hill Rd,,North Haven,United States,06473-3522,CT,farmhillquilting@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,True,False,False,False,False,All Other Miscellaneous Textile Product Mills (314999),2021-11-10 00:06:45.8433333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Racebrook Medical Center, L.L.C.",LLC,Active,2349530,,2408 Whitney Ave,,Hamden,United States,06518-3209,CT,gelia@ct-ortho.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:06:45.8900000,2022-03-31,United States,cportoii@pppclaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,
L & A CIGARS & TOBACCO LLC,LLC,Active,2349598,,15 SOUTH AVE,,NEW CANAAN,United States,06840,CT,laithmustafa0@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Tobacco Stores (453991),2021-11-10 00:06:45.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IMG ARENA US, LLC",LLC,Active,2349542,2021-09-22,"11 MADISON AVENUE, 17TH FLOOR",,NEW YORK,USA,10010,NY,,"IMG ARENA US, LLC",Foreign,2021-09-22,,DELAWARE,False,False,False,False,False,541840,2021-11-10 00:06:45.8266667,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB Distributors LLC,LLC,Active,2349551,,9 Meehan Road,,Woodstock,United States,06281,CT,dmca31@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:06:45.8900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Joy Community LLC,LLC,Active,2349557,,133 Rhoda Ave,,Fairfield,United States,06824-6840,CT,filings@corpnet.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:06:45.8600000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estabrooks Farm & Garden LLC,LLC,Active,2349563,,283 N Anguilla Rd,,Pawcatuck,United States,06379,CT,eastern@northwestregisteredagent.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8733333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Lyfe 21 Inc.,Stock,Active,2349565,,,,,,,,biagino11@aol.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.8433333,2021-12-21,United States,,,,,,,,,,,,,,,,,20000.0,First report due,,,,,,,,,
"235 Boston Post Road, L.L.C.",LLC,Active,2349576,,2408 Whitney Ave,,Hamden,United States,06518-3209,CT,gelia@ct-ortho.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:06:45.8900000,2022-03-31,United States,cportoii@pppclaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASHREPUBLIC FINANCIAL, LLC",LLC,Active,2349592,2022-01-01,"390 NORTH ORANGE AVE, 23RD FLOOR",,ORLANDO,USA,32801-1640,FL,LCASTRO@CASHREPUBLIC.COM,"CASHREPUBLIC FINANCIAL, LLC",Foreign,2021-09-22,,DELAWARE,False,False,False,False,False,522390,2021-11-10 00:06:45.8733333,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New London Corner Store LLC,LLC,Active,2349593,,393 Colman St,,New London,United States,06320-3713,CT,newlondoncornerstore@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:06:45.8266667,2022-03-31,United States,newlondoncornerstore@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Chain Group Inc,Stock,Active,2349612,2021-09-23,3459 Ringsby Ct,107,Denver,United States,80216-4934,CO,accounting@uchaininc.com,Universal Chain Group Inc,Foreign,2021-09-22,COLORADO,COLORADO,False,False,False,False,False,Other Support Activities for Road Transportation (488490),2021-11-10 00:06:45.7966667,2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKD Investments LLC,LLC,Active,2349600,,26 Boulder Dr,,Rocky Hill,United States,06067-1074,CT,tkdinvestments2021@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),2021-11-10 00:06:45.8900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
12th phoenix inc,Stock,Active,2349623,2021-09-21,2134 Avalon Gates,,Trumbull,United States,06611-5804,CT,transportbyanymeans@gmail.com,12th phoenix inc,Foreign,2021-09-22,DELAWARE,DELAWARE,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:06:45.8600000,2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CENTERED, PLLC",LLC,Active,2349610,,290 LEXINGTON AVENUE,,NEW HAVEN,USA,06513,CT,ROBERTGKRAUSE@GMAIL.COM,,Domestic,2021-09-22,,Connecticut,False,False,False,False,False,621330,2021-11-10 00:06:45.8733333,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BM Property Services LLC,LLC,Active,2349621,,47 Petticoat Ln,,East Haddam,United States,06423-1437,CT,benmatthewspropertyservices@gmail.com,,Domestic,2021-09-22,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:06:45.8900000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake and Hill Interiors LLC,LLC,Active,2349619,2021-09-22,273 Chestnut Hill Road,,Wilton,United States,06897,CT,filings@vcorpservices.com,Lake and Hill Interiors LLC,Foreign,2021-09-22,NEW YORK,NEW YORK,False,False,False,False,False,,2021-11-10 00:06:45.8900000,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
