name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,sub_status,date_of_organization_meeting,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,billing_unit,mailing_international_address,mailing_address,category_survey_email_address
"HAUN WELDING SUPPLY, INC",Stock,Active,1388896,2021-07-22,No information provided,,,,,JSALANGER@THEHAUNEDGE.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:45.0166667,Industrial Supplies Merchant Wholesalers (423840),First report past due,,,,,,,,,,,,,,,,,,10000.0,,,,
"HAUN SPECIALTY GASES, INC.",Stock,Active,1388897,2021-07-22,No information provided,,,,,JSALANGER@THEHAUNEDGE.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:56.0233333,Other Chemical and Allied Products Merchant Wholesalers (424690),First report past due,,,,,,,,,,,,,,,,,,10000.0,,,,
SALADIN STAFFING LLC,LLC,Active,1388960,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:59.5433333,,,,,,,,,,,,,,,,,,,,,,,,
"GUNN'S AUTO SERVICES, LLC",LLC,Active,1389768,2022-03-31,63 WOLCOTT HILL ROAD,WETHERSFIELD,,06109,CT,,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:03.9833333,,,,,,,,,,,,,,,,,,,,,,,,
EDWIN E MARTINEZ LLC,LLC,Active,1388865,2022-03-31,299 BUCKLAND HILLS RD,MANCHESTER,United States,06042,CT,WENDY@DURANGOAGENCY.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:05.2333333,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,
"HENNA SQUARED, LLC",LLC,Active,1388961,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:03.1233333,,,,,,,,,,,,,,,,,,,,,,,,
NHLIZIYO LLC,LLC,Active,1388962,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:05.2033333,,,,,,,,,,,,,,,,,,,,,,,,
"DREAMERS DEVELOPMENT INVESTORS, LLC",LLC,Active,1388947,2022-03-31,245 EAST WOODLAND STREET UNIT 25,MERIDEN,United States,06451,CT,BENZY646@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:55.9900000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
B'LASHED LLC,LLC,Active,1389009,2022-03-31,50 SCOTLAND ROAD UNIT 5H,EAST HARTFORD,United States,06108,CT,BLASHEDIT17@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:05.8266667,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,
HNJ LANDSCAPING LLC,LLC,Active,1388958,2022-03-31,18 D SISSON ST,EAST HARTFORD,United States,06108,CT,NITZAFUENTESS43@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:59.6066667,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,
LAKAY CUISINE LLP,LLP,Active,1388915,2022-04-23,110 CAMBRIDGE ST,MANCHESTER,United States,06042,CT,LEEJARR@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:06.5466667,Caterers (722320),,,,,,,,,,,,,,,,,,,,,,,
HIGH TEN DOG TRAINING LLC,LLC,Active,1388948,2022-03-31,6B HERITAGE CREST,SOUTHBURY,United States,06488,CT,KATENAITO@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:09.9066667,,,,,,,,,,,,,,,,,,,,,,,,
RICH DIGITAL MEDIA INC.,Non-Stock,Active,1388950,2022-07-21,28 Dennis Cir,Hamden,United States,06514-3304,CT,RCONNER621@LIVE.COM,Domestic,2021-04-23,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:14.0466667,Marketing Consulting Services (541613),Annual report due,2021-07-19,,,,,,,,,,,,,,,,,,,,,
LILLEYLU LLC,LLC,Active,1389755,2022-03-31,159 QUAIL STREET,STRATFORD,,06614,CT,TODD06614@OPTIMUM.NET,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:17.0300000,,,,,,,,,,,,,,,,,,,,,,,,
HOLLIS LAIDLAW & SIMON P.C.,Stock,Active,1390062,2022-04-23,55 SMITH AVENUE,MT. KISCO,,10549,NY,DSIMON@HOLLISLAIDLAW.COM,Foreign,2021-04-23,NY,NY,False,False,False,False,False,2021-11-10 00:05:18.4066667,Offices of Lawyers (541110),,,,2021-01-04,HOLLIS LAIDLAW & SIMON P.C.,,,,,,,,,,,,,,,,,,
TIMES CLEANING SERVICES LLC,LLC,Active,1389023,2022-03-31,1450 MAIN STREET APT 205,HARTFORD,United States,06105,CT,CARNELLATIMES976@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:42.4133333,,,,,,,,,,,,,,,,,,,,,,,,
STAR LIFE MANAGEMENT LLC,LLC,Active,1389111,2022-03-31,5014 16TH AVE. SUITE 557,BROOKLYN,United States,11204,NY,SMANGMNT@GMAIL.COM,Foreign,2021-04-23,NJ,NJ,False,False,False,False,False,2021-11-10 00:05:19.1566667,Lessors of Residential Buildings and Dwellings (531110),,,,2021-04-23,STAR LIFE MANAGEMENT LLC,United States,"5014 16TH AVE. SUITE 557, BROOKLYN, NY, 11204, United States",5014 16TH AVE. SUITE 557,BROOKLYN,NY,11204,United States,"5014 16TH AVE. SUITE 557, BROOKLYN, NY, 11204, United States",5014 16TH AVE. SUITE 557,BROOKLYN,NY,11204,United States,,,,,
MERITILE TRANPORTTATION LLC,LLC,Active,1389020,2022-03-31,890 JUDSON PLACE,STRATFORD,United States,06615,CT,MERITILETRANSPORTATIONLLC@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:23.1900000,Limousine Service (485320),,,,,,,,,,,,,,,,,,,,,,,
20 MAIN ST LLC,LLC,Active,1389112,2022-03-31,45 SOUTH MAIN STREET SUITE 308,WEST HARTFORD,United States,06107,CT,ALEXBSN646@YAHOO.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:22.3900000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
HAMMONASSET ADVISORS LLC,LLC,Dissolved,1388918,2022-03-31,155 OVERSHORES DRIVE W,MADISON,United States,06443,CT,HAMMONASSETADV@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:23.0800000,Other Management Consulting Services (541618),,,2021-05-17T00:00:00.000,,,,,,,,,,,,,,,,,,,,
DREAMVESTMENT LLC,LLC,Active,1388916,2022-03-31,6 HUBBARD CT,STAMFORD,United States,06902,CT,DREAMVESTMENT8@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:36.1600000,,,,,,,,,,,,,,,,,,,,,,,,
105 FRANKLIN LLC,LLC,Active,1388917,2022-03-31,35 COLLINS AVE UNIT 312,SPRING VALLEY,United States,10977,NY,MOSHEGROSSBARD1@GMAIL.COM,Domestic,2021-04-23,NY,Connecticut,False,False,False,False,False,2021-11-10 00:05:23.0800000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) (533110),,,,,,,,,,,,,,,,,,,,,,,
DARIEN COMMONS COFFEE AND BAKERY LLC,LLC,Active,1390058,2022-03-31,C/O GREGORYS COFFEE 874 6TH AVE,NEW YORK,,10001,NY,GREGORY@GREGORYSCOFFEE.COM,Domestic,2021-04-23,NY,Connecticut,False,False,False,False,False,2021-11-10 00:05:17.7200000,,,,,,,,,,,,,,,,,,,,,,,,
INNOVATIVE MERCHANDISING PARTNERS INC.,Stock,Active,1389012,2022-04-27,"155 CHESTNUT RIDGE RD, 2ND FLOOR",MONTVALE,United States,07645,NJ,AGENT@BIZFILINGS.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:23.8600000,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,2000.0,,,,
MSAB INCORPORATED,Stock,Active,1390059,2022-04-23,241 18TH STREET SOUTH SUITE 202,ARLINGTON,,22202,VA,BILLING@MSAB.COM,Foreign,2021-04-23,DE,DE,False,False,False,False,False,2021-11-10 00:05:14.0300000,Computer Training (611420),,,,2020-01-01,MSAB INCORPORATED,,,,,,,,,,,,,,,,,,
GROTON MIDNIGHT MOON LLC,LLC,Active,1388914,2022-03-31,227 SHENNECOSSETT PKWY,GROTON,United States,06340,CT,TCASS1976@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:12.6566667,,,,,,,,,,,,,,,,,,,,,,,,
RUTHLLCTRUCKING LLC,LLC,Active,1388975,2022-03-31,40 CARTER STREET,EAST HARTFORD,United States,06118,CT,RUTHLLCTRUCKING@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:12.6566667,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",,,,,,,,,,,,,,,,,,,,,,,
MY LIMOUSINES LLC,LLC,Active,1389010,2022-03-31,542 HOPMEADOW STREET SUITE 244,SIMSBURY,United States,06070,CT,INFO@MYLIMOUSINES.CO,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:10.6866667,,,,,,,,,,,,,,,,,,,,,,,,
ANELLI'S MASONRY LLC,LLC,Active,1389008,2022-03-31,26 DEERRUN LANE APT 2,WATERBURY,United States,06705,CT,ANELLI.MARIGLEN@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:14.0766667,Masonry Contractors (238140),,,,,,,,,,,,,,,,,,,,,,,
ADAM D'AMATO LANDSCAPING LLC,LLC,Active,1389013,2022-03-31,32 LYMAN DRIVE,TORRINGTON,United States,06790,CT,ADAMDAMATO123@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:37.6600000,Farm Labor Contractors and Crew Leaders (115115),,,,,,,,,,,,,,,,,,,,,,,
ANYTHING ELECTRIC LLC.,LLC,Active,1388968,2022-03-31,360 SOUTH RIVER ROAD,COVENTRY,,06238,CT,ANYTHING_ELECTRIC@OUTLOOK.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:34.7066667,Electrical Contractors and Other Wiring Installation Contractors (238210),,,,,,,,,,,,,,,,,,,,,,,
MARY LOU MARION SCHOLARSHIP FUND INC.,Non-Stock,Active,1389914,2021-07-22,No information provided,,,,,,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:29.4866667,Grantmaking Foundations (813211),First report past due,,,,,,,,,,,,,,,,,,,,,,
RANTS AND RAVES INC,Non-Stock,Active,1388983,2021-07-22,No information provided,,,,,RANTSANDRAVESGROUP@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:41.0066667,Other Grantmaking and Giving Services (813219),First report past due,,,,,,,,,,,,,,,,,,,,,,
"PARALLEL LEARNING BEHAVIORAL HEALTH, P.C.",Stock,Active,1389106,2022-07-22,2550 Scott Street,San Francisco,United States,94115,CA,ANOLAN@MANATT.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:29.4233333,Offices of Mental Health Practitioners (except Physicians) (621330),Annual report due,2021-04-23,,,,,,,,,,,,,,,,,100.0,,,,
"LUKE ROTH INSURANCE AGENCY, INC.",Stock,Active,1388974,2022-04-23,210 MAIN STREET,NANUET,United States,10954,NY,LUKE.ROTH.YAVO@STATEFARM.COM,Foreign,2021-04-23,NY,NY,False,False,False,False,False,2021-11-10 00:05:25.9700000,Insurance Agencies and Brokerages (524210),,,,2021-04-23,"LUKE ROTH AGENCY, INC.",United States,,,,,,,,,,,,,,,,,
GREENWICH PAISLEY LLC,LLC,Active,1388873,2022-03-31,400 5 1/2 MILE RD.,GOSHEN,United States,06756,CT,GREENWICH.PAISLEY@ICLOUD.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:26.7366667,,,,,,,,,,,,,,,,,,,,,,,,
139 SAINT PHILIP STREET LLC,LLC,Active,1388981,2022-03-31,12 LITTLE FOX LN,WESTPORT,United States,06880,CT,MICHAELIPPOLITO100@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:34.8166667,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,
"NQ & ASSOCIATES, LLC.",LLC,Active,1388980,2022-03-31,12409 HILLANTRAE DRIVE,CLINTON,United States,20735,MD,NQANDASSOCIATES@OUTLOOK.COM,Foreign,2021-04-23,MD,MD,False,False,False,False,False,2021-11-10 00:05:24.4866667,All Other Specialty Trade Contractors (238990),,,,2021-05-03,"NQ & ASSOCIATES, LLC.",United States,"12409 HILLANTRAE DRIVE, CLINTON, MD, 20735, United States",12409 HILLANTRAE DRIVE,CLINTON,MD,20735,United States,"12409 HILLANTRAE DRIVE, CLINTON, MD, 20735, United States",12409 HILLANTRAE DRIVE,CLINTON,MD,20735,United States,,,,,
ACRK LLC,LLC,Active,1388982,2022-03-31,107 PENNSYLVANIA AVE,NIANTIC,United States,06357,CT,KUPIS@SNET.NET,Domestic,2021-04-23,CT,Connecticut,False,True,False,False,False,2021-11-10 00:05:33.4100000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
ASH INSPIRES LLC,LLC,Active,1388999,2022-03-31,99 WALL STREET SUITE #2776,NEW YORK,United States,10005,NY,EFILE1234@INCFILE.COM,Domestic,2021-04-23,NY,Connecticut,False,False,False,False,False,2021-11-10 00:05:28.3000000,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,,,,,
BETTERU FITNESS LLC,LLC,Active,1389000,2022-03-31,17 BROOKVALE PL,STAMFORD,United States,06905,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:46.9933333,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,
ESTRELLA FRENCH BULLIEZ LLC,LLC,Active,1388998,2022-03-31,29 FERRIS AVE APT 13,NORWALK,United States,06854,CT,ESTRELLA.FRNCHBULLIEZ@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:37.7400000,Pet Care (except Veterinary) Services (812910),,,,,,,,,,,,,,,,,,,,,,,
R & J PROPERTY LLC,LLC,Active,1389018,2022-03-31,354 SOUTH STREET,HARTFORD,United States,06114,CT,1ALWILIAMS@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:37.7066667,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,
B&A HAIRCARE LLC,LLC,Active,1388871,2022-03-31,1201 KINGS HIGHWAY STE 2,FAIRFIELD,United States,06824,CT,HAIRCAREBYBA@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:44.2733333,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,
"NORTHEAST FINE FLOORING DESIGN, INC.",Stock,Active,1388956,2021-07-22,No information provided,,,,,JOE@NORTHEASTFFD.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:47.6666667,Flooring Contractors (238330),First report past due,,,,,,,,,,,,,,,,,,1.0,,,,
BLACK GOLD RESTAURANT LLC,LLC,Active,1388955,2022-03-31,848  ORANGE AVE,WEST HAVEN,United States,06516,CT,ROTIBOTIINTERNATIONAL@YAHOO.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:22.9433333,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,
DREAM?S BEAUTY BAR LLC,LLC,Active,1388868,2022-03-31,837 WHALLEY AVE,NEW HAVEN,United States,06515,CT,DREAMBEAUTYBAR0905@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:25.9733333,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,
THE INFINITE MINDED INC.,Non-Stock,Active,1388936,2022-06-10,175 CAPITAL BOULEVARD SUITE 402,ROCKY HILL,United States,06067,CT,SUPPORT@THEINFINITEMINDED.COM,Domestic,2021-04-23,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:23.5666667,All Other Specialty Food Stores (445299),,,,,,,,,,,,,,,,,,,,,,,
RED HORSE ENTERPRISES LLC,LLC,Active,1388957,2022-03-31,77 BRADLEY STREET 2A,BRANFORD,United States,06405,CT,DMALONEY12@YMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:28.1166667,Drinking Places (Alcoholic Beverages) (722410),,,,,,,,,,,,,,,,,,,,,,,
"NORTH STREET WATCH, LLC",LLC,Dissolved,1388935,2022-03-31,45 VALLEYWOOD ROAD,COS COB,United States,06807,CT,CHRYSTELE13@YMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:17.9733333,Electronic Shopping and Mail-Order Houses (454110),,,2021-05-25T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"BASE ZOMBIE, LLC",LLC,Active,1388933,2022-03-31,31 KING STREET,EAST HARTFORD,United States,06108,CT,BERNIESHERIDAN@YAHOO.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:20.8500000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
CARPETS NORTHEAST LLC,LLC,Active,1388949,2022-03-31,1195 HARTFORD PIKE,DAYVILLE,United States,06241,CT,GAB12354@YAHOO.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:28.0366667,Support Activities for Animal Production (115210),,,,,,,,,,,,,,,,,,,,,,,
"KAGR LATHROP, LLC",LLC,Active,1388883,2022-03-31,ONE TOWN CENTER ROAD STE 300,BOCA RATON,,33486,FL,,Foreign,2021-04-23,DE,DE,False,False,False,False,False,2021-11-10 00:03:38.4433333,,,,,2021-04-23,"KAGR LATHROP, LLC",,"1209 ORANGE ST., WILMINGTON, DE, 19801,",1209 ORANGE ST.,WILMINGTON,DE,19801,,"1209 ORANGE ST., WILMINGTON, DE, 19801,",1209 ORANGE ST.,WILMINGTON,DE,19801,,,,,,
WHISK TOGETHER CATERING LLC,LLC,Active,1388986,2022-03-31,56 MORGAN STREET,NEW LONDON,United States,06320,CT,WHISKTOGETHERCATERING@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:39.1300000,Caterers (722320),,,,,,,,,,,,,,,,,,,,,,,
REYSTAR HAULING LLC,LLC,Active,1388984,2022-03-31,105 BLACKSTONE VILLAGE,MERIDEN,United States,06450,CT,YARIREYES724@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:35.1466667,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",,,,,,,,,,,,,,,,,,,,,,,
"YUBERKYS FRIAS, LLC",LLC,Active,1388988,2022-03-31,759 ATLANTIC STREET FLOOR 1,STAMFORD,United States,06902,CT,MARGARITA4HERBALIFE@YAHOO.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:38.3500000,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,
TRESSARY LLC,LLC,Active,1388934,2022-03-31,52 RIDGEWOOD ST,NEW BRITAIN,United States,06053,CT,LDJONES1980@YAHOO.COM,Domestic,2021-04-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:40.5400000,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,
"LASER COMPONENTS USA, INC.",Stock,Active,1388888,2022-04-23,116 S RIVER RD UNIT C,BEDFORD,,03110-6734,NH,ADMIN@LASER-COMPONENTS.COM,Foreign,2021-04-23,NH,NH,False,False,False,False,False,2021-11-10 00:03:39.8500000,Optical Instrument and Lens Manufacturing (333314),,,,2020-12-01,"LASER COMPONENTS USA, INC.",,,,,,,,,,,,,,,,,,
WILTON DRY GOODS LLC,LLC,Active,1388886,2022-03-31,634 NOD HILL ROAD,WILTON,United States,06897,CT,LYNNLATTIMER@YAHOO.COM,Domestic,2021-04-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:35.8200000,All Other Home Furnishings Stores (442299),,,,,,,,,,,,,,,,,,,,,,,
ZARRAS WEATHER SERVICES LLC,LLC,Active,1388885,2022-03-31,7 SHERWOOD HILL RD.,SHERMAN,United States,06784,CT,TED@ZARRASWEATHERSVC.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:53.3366667,,,,,,,,,,,,,,,,,,,,,,,,
CACTUS ONLINE LLC,LLC,Active,1388887,2022-03-31,15 WOODSIDE AVENUE,DANBURY,United States,06810,CT,CACTUSONLINESALES@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:45.7566667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,
MOSAIC SOAP COMPANY LLC,LLC,Active,1388985,2022-03-31,2339 CHAMBERLAIN HWY,KENSINGTON,United States,06037,CT,MOSAICSOAPCO@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:48.0533333,Soap and Other Detergent Manufacturing (325611),,,,,,,,,,,,,,,,,,,,,,,
"PARTS AUTHORITY, LLC",LLC,Active,1388987,2022-03-31,3 DAKOTA DRIVE SUITE 110,LAKE SUCCESS,United States,11042,NY,ABULLER@PARTSAUTHORITY.COM,Foreign,2021-04-23,DE,DE,False,False,False,False,False,2021-11-10 00:03:48.8033333,Automotive Parts and Accessories Stores (441310),,,,2021-05-01,"PARTS AUTHORITY, LLC",United States,"874 WALKER ROAD SUITE C, DOVER, DE, 19904, United States",874 WALKER ROAD SUITE C,DOVER,DE,19904,United States,"874 WALKER ROAD SUITE C, DOVER, DE, 19904-SWI, United States",874 WALKER ROAD SUITE C,DOVER,DE,19904-SWI,United States,,,,,
JM PRO CONSTRUCTION LLC,LLC,Active,1389005,2022-03-31,110 MONMOUTH AVE,WATERBURY,United States,06704,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:47.5066667,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,
SUPERIOR POLYMER SURFACING INC.,Stock,Active,1388900,2022-04-23,1022 BOULEVARD SUITE 233,WEST HARTFORD,United States,06119,CT,OFFICE@EPDR-SPS.COM,Foreign,2021-04-23,NY,NY,False,False,False,False,False,2021-11-10 00:03:47.5700000,Other Building Finishing Contractors (238390),,,,2021-05-15,SUPERIOR POLYMER SURFACING INC.,United States,,,,,,,,,,,,,,,,,
BRANDI BOUTIQUE LLC,LLC,Active,1389004,2022-03-31,13 BRIDGE ST,SUFFIELD,United States,06078,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:46.5233333,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,,,,,
MRJD3 LLC,LLC,Active,1389006,2022-03-31,29 BEACH DRIVE,DARIEN,United States,06820,CT,MMREINBOLD@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:59.7133333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,
MAGIC CARE SERVICES LLC,LLC,Active,1389007,2022-03-31,255 CAROLINE ST,DERBY,United States,06418,CT,OTHELLOTRANSPORT@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:55.9466667,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,
THE RIGHT TURN LLC,LLC,Active,1388852,2022-03-31,1184 DIXWELL AVE,HAMDEN,United States,06514,CT,DAMONDA@COMCAST.NET,Domestic,2021-04-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:59.1800000,Other Community Housing Services (624229),,,,,,,,,,,,,,,,,,,,,,,
ZEN PROPERTY GROUP LLC,LLC,Active,1388884,2022-03-31,125 MALLARD DRIVE,AVON,United States,06001,CT,CATHYPEDEMONTI@GMAIL.COM,Domestic,2021-04-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:59.2133333,,,,,,,,,,,,,,,,,,,,,,,,
"NORTHEAST SPEECH THERAPY, LLC",LLC,Active,1389048,2022-03-31,16 CHOWANEC ROAD,COLUMBIA,United States,06237,CT,SPEECHEQUINE@GMAIL.COM,Domestic,2021-04-24,CT,Connecticut,True,False,True,False,False,2021-11-10 00:06:10.6266667,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",,,,,,,,,,,,,,,,,,,,,,,
BATICK INDUSTRIES LLC,LLC,Active,1389044,2022-03-31,2150 DURHAM ROAD,GUILFORD,United States,06437,CT,BATICKINDUSTRIES@GMAIL.COM,Domestic,2021-04-24,CT,Connecticut,False,False,True,False,False,2021-11-10 00:06:09.5166667,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,
DE' UNIK KREATIONS LLC,LLC,Active,1389050,2022-03-31,480 CENTER STREET,BRIDGEPORT,United States,06604,CT,PELECIAPALMER@GMAIL.COM,Domestic,2021-04-24,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:14.7600000,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,,,,,,,,,,,,,,,,
CT AUTOMATIC GATES LLC,LLC,Active,1388978,2022-03-31,26 ELIZABETH ST,KENT,United States,06757,CT,JKBENG@AOL.COM,Domestic,2021-04-24,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:29.7333333,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,
"STRATEGIC SUPPORT, LLC",LLC,Active,1389037,2022-03-31,379 JOY ROAD,WOODSTOCK,United States,06281,CT,SUSAN.B.LANDON@GMAIL.COM,Domestic,2021-04-24,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:24.3566667,All Other Business Support Services (561499),,,,,,,,,,,,,,,,,,,,,,,
