name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,dissolution_date,sub_status,total_authorized_shares,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
"NDOMITABLE, LLC",LLC,Active,1379188,2022-03-31,,26 WINDHAM DRIVE,SIMSBURY,United States,06070,CT,NDOMITABLELLC@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:28.6166667,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,
"JONATHAN ROSEN INTERIORS, LLC",LLC,Active,1380282,2022-03-31,2021-02-22,33 W. PUTNAM AVE SUITE 2G,GREENWICH,,06830,CT,JONATHAN@JONATHANROSENINTERIORS.COM,"JONATHAN ROSEN INTERIORS, LLC",Foreign,,2021-02-22,NY,NY,False,False,False,False,False,2021-11-10 00:03:17.3633333,Interior Design Services (541410),,,,,,,,,,,,,,,,,,,
UFF RECORDS LLC,LLC,Active,1379190,2022-03-31,,850 GRAND AVE UNIT 103,NEW HAVEN,United States,06511,CT,FABIAN@UFFRECORDS.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:26.0533333,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,
YOUNGROD LLC,LLC,Active,1379186,2022-03-31,,53 LAMPLIGHTER LANE,NEWINGTON,United States,06111,CT,YOUNGROD1ST@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:21.5533333,Book Stores (451211),,,,,,,,,,,,,,,,,,,
"LAURA'S SPEECH AND LANGUAGE SERVICES, LLC",LLC,Active,1380281,2022-03-31,,27 FORD LANE,OLD GREENWICH,,06870,CT,SLPLAURALEHMAN20@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:19.5366667,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",,,,,,,,,,,,,,,,,,,
"RETHINK ADMINISTRATIVE SERVICES, INC.",Stock,Active,1379042,2022-02-22,2021-02-01,501 BRICKELL KEY DRIVE SUITE 300,MIAMI,,33131,FL,LEGALCOMPLIANCE@SHIFTPIXY.COM,"RETHINK ADMINISTRATIVE SERVICES, INC.",Foreign,,2021-02-22,WY,WY,False,False,False,False,False,2021-11-10 00:03:22.1000000,,,,,,,,,,,,,,,,,,,,
"NIZIANKIEWICZ REPORTING SERVICES, LLC",LLC,Active,1379004,2022-03-31,,59 BURNSIDE AVENUE SUITE 5,EAST HARTFORD,United States,06108-1533,CT,NIZIREPORTERS@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:41.1000000,All Other Legal Services (541199),,,,,,,,,,,,,,,,,,,
COLORMIX PAINTING LLC,LLC,Active,1379195,2022-03-31,,57 MOUNTFORD STREET 2FL,HARTFORD,United States,06114,CT,TXFAEL@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:33.9766667,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,
L B COUNSELING ASSOCIATES LLC,LLC,Active,1379003,2022-03-31,,50 HILLSIDE  STREET SUITE A3,EAST HARTFORD,United States,06108,CT,B_LYNNELL@YAHOO.COM,,Domestic,,2021-02-22,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:37.1300000,Outpatient Mental Health and Substance Abuse Centers (621420),,,,,,,,,,,,,,,,,,,
YART HOME IMPROVEMENTS LLC,LLC,Active,1379041,2022-03-31,,65 SISSON AVE.,HARTFORD,United States,06106,CT,RPA9777@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:37.1633333,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,
"26 BEECH ST, LLC",LLC,Active,1379038,2022-03-31,,92 Brookside Rd,Waterbury,United States,06708-1466,CT,WATERBURY9212@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:35.1933333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,106,,
SPM REAL ESTATE PROPERTIES LLC,LLC,Active,1379037,2022-03-31,,20 CHATFIELD DRIVE,TRUMBULL,,06611,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:33.9133333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
"BOXED UP,  LLC",LLC,Active,1378866,2022-03-31,,2 ROLLING HILL ROAD,BRANFORD,United States,06405,CT,MICHAEL@FEDERICOSETTECPA.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:30.0200000,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),,,,,,,,,,,,,,,,,,,
L. Fogo Care LLC,LLC,Active,1379159,2022-03-31,,374 BROAD STREET,NEW BRITAIN,United States,06053,CT,FOGOLAJAUN@YAHOO.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:39.1166667,Nursing Care Facilities (Skilled Nursing Facilities) (623110),,,,,,,,,,,,,,,,,,,
STREAMRIGHTLIVE LLC,LLC,Active,1379039,2022-03-31,,19 MAPLE ST F2,TERRYVILLE,United States,06786,CT,STREAMRIGHTLIVE@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:35.1933333,Other Computer Related Services (541519),,,,,,,,,,,,,,,,,,,
FUTURE CAT STUDIOS LLC,LLC,Active,1379040,2022-03-31,,41 LONG SWAMP RD,WOLCOTT,United States,06716,CT,FUTURECATSTUDIOS@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:34.4900000,Motion Picture and Video Production (512110),,,,,,,,,,,,,,,,,,,
JCTR TRANSPORT & LOGISTICS LLC,LLC,Active,1379158,2022-03-31,,"54 TRIDELL DRIVE, #24",PLANTSVILLE,United States,06479-2079,CT,JCTRTRANSPORT@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:29.3800000,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,
GOLD COAST BEACH LLC,LLC,Active,1379175,2022-03-31,,470 BOSTON POST RD,MILFORD,United States,06460,CT,RCRABTREE@COLONIALTOYOTACT.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:38.3666667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
CLAIRE STAFFING AGENCY LLC,LLC,Active,1379056,2022-03-31,,65 SOUNDVIEW AVE,NORWALK,United States,,CT,EPMAX1@YAHOO.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:33.2733333,Assisted Living Facilities for the Elderly (623312),,,,,,,,,,,,,,,,,,,
WHITE LABEL SOLAR LLC,LLC,Active,1379189,2022-03-31,2021-02-22,8 THE GREEN SUITE A,DOVER,United States,19901,DE,JEREMY@PV-INSTALLS.COM,WHITE LABEL SOLAR LLC,Foreign,United States,2021-02-22,DE,DE,False,False,False,False,False,2021-11-10 00:03:36.5366667,Solar Electric Power Generation (221114),"8 THE GREEN SUITE A, DOVER, DE, 19901, United States",8 THE GREEN SUITE A,DOVER,DE,19901,"8 THE GREEN SUITE A, DOVER, DE, 19901, United States",8 THE GREEN SUITE A,DOVER,DE,19901,United States,United States,,,,,,,
SUNSHINE WRITING SERVICES LLC,LLC,Active,1379006,2022-03-31,,750 RESERVOIR RD,CHESHIRE,United States,06410,CT,ANAAGRAJA1@ICLOUD.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:32.5833333,Document Preparation Services (561410),,,,,,,,,,,,,,,,,,,
BRANDON WINFREE VAUGHN INC,Non-Stock,Active,1379005,2021-05-23,,No information provided,,,,,VAUGHNB0124@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:33.2733333,All Other Information Services (519190),,,,,,,,,,,,,,First report past due,,,,,
FUTURE BASICS LLC,LLC,Active,1379057,2022-03-31,,66 BRIARWOOD LANE,EAST HARTFORD,United States,06118,CT,L_COLENE@YAHOO.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:33.3200000,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,
CCS LLC,LLC,Active,1379174,2022-03-31,,"498 SHERWOOD PL, APTD11",STRATFORD,United States,06615,CT,SMOURA@ATLANTISTAXLLC.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:34.5233333,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,
"DIAMOND TREE REALTY, LLC",LLC,Active,1379129,2022-03-31,,36 ANDERSEN LANE,OAKDALE,,06370,CT,J@CLICKNAMI.IO,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:29.9600000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
TUNDE STUDIOS INC.,Non-Stock,Active,1379059,2021-05-23,,No information provided,,,,,TUNDESTUDIOSINC@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:37.0833333,,,,,,,,,,,,,,,First report past due,,,,,
Z GROUP CONSULTANTS LLC,LLC,Active,1378868,2022-03-31,,29 KINGS HWY,CHESTER,United States,06412,CT,ZGROUPCONSULTANTS@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:36.4133333,Industrial Building Construction (236210),,,,,,,,,,,,,,,,,,,
QOREALLIANCE LLC,LLC,Active,1379058,2022-03-31,2021-02-22,56 HARRISON STREET 501,NEW ROCHELLE,United States,10801,NY,KOFI@QOREALLIANCE.COM,QOREALLIANCE LLC,Foreign,United States,2021-02-22,NY,NY,False,False,False,False,False,2021-11-10 00:03:39.1633333,,"56 HARRISON STREET 501, NEW ROCHELLE, NY, 10801, United States",56 HARRISON STREET 501,NEW ROCHELLE,NY,10801,"56 HARRISON STREET 501, NEW ROCHELLE, NY, 10801, United States",56 HARRISON STREET 501,NEW ROCHELLE,NY,10801,United States,United States,,,,,,,
MR. TEMPS LLC,LLC,Active,1380534,2022-03-31,,155 MAIN STREET,TERRYVILLE,,06786,CT,MRTEMPS55@YAHOO.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:37.7733333,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,
LEI & DESMOND LLC,LLC,Active,1378867,2022-03-31,,82 MARINA PARK CIRCLE,BRIDGEPORT,United States,06604,CT,DESMOND.LEID11@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:34.5366667,Business Associations (813910),,,,,,,,,,,,,,,,,,,
"SAMCO APPRAISAL MANAGEMENT COMPANY, LLC",LLC,Active,1379474,2022-03-31,2021-03-01,243 FORT JEFFERSON AVE.,GREENVILLE,United States,45331,OH,SAMCO@SAMCO-AMC.COM,"SAMCO APPRAISAL MANAGEMENT COMPANY, LLC",Foreign,United States,2021-02-22,OH,OH,False,False,False,False,False,2021-11-10 00:03:34.5533333,,"243 FORT JEFFERSON AVE., GREENVILLE, OH, 45331, United States",243 FORT JEFFERSON AVE.,GREENVILLE,OH,45331,"243 FORT JEFFERSON AVE., GREENVILLE, OH, 45331, United States",243 FORT JEFFERSON AVE.,GREENVILLE,OH,45331,United States,United States,,,,,,,
MOSSLIFE  LLC,LLC,Active,1379143,2022-03-31,,2  TUNXIS  RD,TARIFFVILLE,United States,06081,CT,MOSSLIFECT@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:41.9600000,Nursery and Tree Production (111421),,,,,,,,,,,,,,,,,,,
SANSUTEK INC,Stock,Active,1379142,2022-02-22,2021-01-18,"1930 E ROSEMEADE PKWY, STE 208",CARROLLTON,United States,75007,TX,ACCOUNTS@SANSUTEK.COM,SANSUTEK INC,Foreign,United States,2021-02-22,TX,TX,False,False,False,False,False,2021-11-10 00:03:49.4466667,Computer Systems Design Services (541512),,,,,,,,,,,,,,,,,,,
"BLETSAS FARM, LLC",LLC,Active,1379064,2022-03-31,,390 ROCK HOUSE ROAD,EASTON,United States,06612,CT,MGRENIER@DANDVLAW.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:47.5533333,,,,,,,,,,,,,,,,,,,,
SOULUTIONS LLC,LLC,Active,1379173,2022-03-31,,340 BROAD STREET STE 204,WINDSOR,United States,06095,CT,TERRELLP86@YAHOO.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:51.9600000,Outpatient Mental Health and Substance Abuse Centers (621420),,,,,,,,,,,,,,,,,,,
NUTMEGGER NOTARY LOAN SIGNING & FINGERPRINTING SERVICES LLC,LLC,Active,1379145,2022-03-31,,183 BUTLER STREET,HAMDEN,United States,06511,CT,KEVENFL2@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:48.1333333,All Other Legal Services (541199),,,,,,,,,,,,,,,,,,,
"NEW CURDS ON THE BLOCK, LLC",LLC,Active,1379144,2022-03-31,,105 SOUTH ST.,ROXBURY,United States,06783,CT,KATE@NEWCURDSONTHEBLOCK.COM,,Domestic,,2021-02-22,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:55.2433333,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,
"PRAISE PROPERTY SOLUTIONS, LLC",LLC,Active,1379067,2022-03-31,,"680 E. MAIN ST., #509",STAMFORD,,06901,CT,PRAISEPROPERTYSOLUTIONS@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:43.8500000,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,
A. TRIBE LLC,LLC,Active,1380502,2022-03-31,,1101 BLUE HILLS AVE,BLOOMFIELD,,06002,CT,ANICKASTRIBE@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:49.3666667,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,
"6 KENYON ST, LLC",LLC,Active,1379065,2022-03-31,,92 Brookside Rd,Waterbury,United States,06708-1466,CT,WATERBURY9212@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:45.8366667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,106,,
ADCASS LLC,LLC,Active,1379066,2022-03-31,,71 FIELD ST,BRISTOL,United States,06010,CT,ALCAS0221@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:59.2133333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
"UNIVERSAL SOCIETY OF RIGHTEOUS APPAREL, LLC",LLC,Active,1379132,2022-03-31,,74 ROUND TREE DR UNIT 1,NAUGATUCK,United States,06770-1813,CT,USRALOGISTICS@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:00.3700000,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
"INSTITUTIONAL CAPITAL NETWORK, INC.",Stock,Active,1379146,2022-02-22,2021-02-19,60 E 42ND STREET,NEW YORK,,10165,NY,ADEHADRAI@ICAPITALNETWORK.COM,"INSTITUTIONAL CAPITAL NETWORK, INC.",Foreign,,2021-02-22,DE,DE,False,False,False,False,False,2021-11-10 00:03:55.9766667,All Other Information Services (519190),,,,,,,,,,,,,,,,,,,
MXA GEAR LLC,LLC,Active,1379157,2022-03-31,,282 OLD JEWETT CITY ROAD,PRESTON,United States,06365,CT,RYN519@GMAIL.COM,,Domestic,,2021-02-22,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:56.6033333,All Other Miscellaneous Textile Product Mills (314999),,,,,,,,,,,,,,,,,,,
"MESA VICTUALS, PBC, CORP.",Stock,Active,1379130,2022-02-22,2021-02-18,275 WINCHESTER AVE. APT. 201,NEW HAVEN,,06511,CT,TONY@EATMESA.COM,"MESA VICTUALS, PBC",Foreign,,2021-02-22,DE,DE,False,False,False,False,False,2021-11-10 00:03:57.1333333,Spice and Extract Manufacturing (311942),,,,,,,,,,,,,,,,,,,
"ACCOUNTING WORKS, LLC",LLC,Active,1379239,2022-03-31,,11 MILFORD CHASE ROAD,MILFORD,,06461,CT,NUGENTKEV@SBCGLOBAL.NET,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:00.1366667,Tax Preparation Services (541213),,,,,,,,,,,,,,,,,,,
"LITCHFIELD DEVELOPMENT PROPERTIES, LLC",LLC,Active,1379228,2022-03-31,,MACK V 93 NORTH MAIN ST,WEST HARTFORD,United States,06107,CT,MARK.DADDABBO@MACKVDEVELOPMENT.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:00.2333333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,
SOLAR CARE TINTS LLC,LLC,Active,1379229,2022-03-31,,80 NORTH MAIN STREET,BRANFORD,United States,06405,CT,SOLARCARETINTS@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:53.5300000,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,,,,,,
BLESSED HANDS CREATIONS LLC,LLC,Active,1379348,2022-03-31,,47 EASTVIEW STREET,HARTFORD,United States,06114,CT,MORGANKAREN53@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:06:02.0933333,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,
ASPIRE CONTRACTING SERVICES LLC,LLC,Active,1379268,2022-03-31,2021-03-01,1003 BECKET SUITE 201,SAN ANTONIO,,78213,TX,GILBERT@ASPIREMEDICALSTAFFING.COM,ASPIRE CONTRACTING SERVICES LLC,Foreign,,2021-02-23,TX,TX,False,False,False,False,False,2021-11-10 00:06:01.4666667,,,,,,,,,,,,,,,,,,,,
WILLIS HOLDINGS LLC,LLC,Active,1379347,2022-03-31,,166 PRINCETON STREET,HARTFORD,United States,06106,CT,VICTORWILLIS1968@YAHOO.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:00.2033333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
"PALMER 340, LLC",LLC,Active,1379269,2022-03-31,,559 WEST ROAD,NEW CANAAN,,06840,CT,TOM@WHYDAH.NET,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:51.4166667,,,,,,,,,,,,,,,,,,,,
"FLICKER, LLC",LLC,Active,1379270,2022-03-31,,22 EDWARD ST,NEWINGTON,United States,06111,CT,JNSSDCNT@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.7033333,All Other Miscellaneous General Purpose Machinery Manufacturing (333999),,,,,,,,,,,,,,,,,,,
CANDLEWOOD823 LLC,LLC,Active,1379302,2022-03-31,,823 CANDLEWOOD LAKE ROAD SOTH,NEW MILFORD,United States,06776,CT,CNEVINFNP@YAHOO.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:06.0466667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
A LEVEL SOLUTIONS LLC,LLC,Active,1379298,2022-03-31,,101 MERRITT 7 3RD FLOOR,NORWALK,United States,06851-1059,CT,ALEVELSOLUTIONS10@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.7500000,Investment Advice (523930),,,,,,,,,,,,,,,,,,,
MASCO METAL WORKS LLC,LLC,Active,1380051,2022-03-31,,138 WELLS RD,EAST WINDSOR,,06088,CT,MASCOMETALWORKS@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:08.8733333,"Other Foundation, Structure, and Building Exterior Contractors (238190)",,,,,,,,,,,,,,,,,,,
COGNITIVE RESEARCH CORPORATION,Stock,Active,1379304,2022-02-23,2021-03-01,200 CENTRAL AVE STE 1230,ST PETERSBURG,United States,33701,FL,MHOFFMANN@COGRES.COM,COGNITIVE RESEARCH CORPORATION,Foreign,United States,2021-02-23,DE,DE,False,False,False,False,False,2021-11-10 00:06:08.1866667,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,,,,,
CLARK'S HOLDINGS INC.,Stock,Active,1380052,2022-02-23,,88 OBTUSE HILL RD,BROOKFIELD,,06804,CT,clarkaleon@gmail.com,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:08.8300000,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers (423730),,,,,,,,,,,,,,,100.0,,,,
FLANDERS ROAD PARTNERS LLC,LLC,Active,1379346,2022-03-31,,35 MOUNTAIN FARMS ROAD,WEST HARTFORD,United States,06117,CT,APRILLUKASIK@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,True,False,False,False,False,2021-11-10 00:06:07.3900000,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,
"ADMINISTRATIVE EDGE, LLC.",LLC,Active,1379182,2022-03-31,,6 SCOTT DRIVE,BLOOMFIELD,United States,06002,CT,JOSEPH.WILKERSON@UCONN.EDU,,Domestic,,2021-02-23,CT,Connecticut,True,False,True,False,False,2021-11-10 00:06:04.2333333,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,
A&B SALES LLC,LLC,Active,1379345,2022-03-31,,74 HAMDEN AVE,WATERBURY,United States,06704,CT,AANDBSALESCT@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:14.6400000,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
MOUNTAIN VALLEY LANDSCAPING LLC,LLC,Active,1379299,2022-03-31,,27 BAYVIEW AVENUE,NORWALK,United States,06854,CT,MOUNTAINVALLEY21@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:04.3433333,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,
BETH ROY LLC,LLC,Active,1379254,2022-03-31,,99 CHURCH HILL ROAD #2,NEWTOWN,United States,06470,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:13.9833333,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,
KNEWVIZIONMEDIA LLC,LLC,Active,1379301,2022-03-31,,35 MOUNTAINVIEW DRIVE NORWICH,NORWICH,United States,06360,CT,KNEWVIZIONMEDIA@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:08.8300000,Motion Picture and Video Production (512110),,,,,,,,,,,,,,,,,,,
BEECHWOOD AVENUE LLC,LLC,Active,1379206,2022-03-31,,25 BAUER PLACE EXTENSION,WESTPORT,United States,06880,CT,MACKSVC@ATT.NET,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:12.4366667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
HEAVY HAULING LLC,LLC,Active,1379303,2022-03-31,,44 DUNLAY STREET STE. 202,NEW BRITAIN,United States,06051,CT,ALVINMORALES205@ICLOUD.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:14.6400000,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,
EGROUP LLC,LLC,Active,1379208,2022-03-31,2021-02-22,428 LAFAYETTE RD. SUITE 101,HAMPTON,,03842,NH,,EGROUP LLC,Foreign,,2021-02-23,NH,NH,False,False,False,False,False,2021-11-10 00:06:09.4066667,All Other Specialty Trade Contractors (238990),"7 CRANBERRY LN., HAMPTON, NH, 03842,",7 CRANBERRY LN.,HAMPTON,NH,03842,"428 LAFAYETTE RD. SUITE 101, HAMPTON, NH, 03842,",428 LAFAYETTE RD. SUITE 101,HAMPTON,NH,03842,,,,,,,,,
KARTER TRANSPORT LLC,LLC,Active,1379499,2022-03-31,,88 WOODBRIDGE ST,MANCHESTER,United States,,CT,KARTERTRANSPORT2021@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,True,False,False,2021-11-10 00:06:15.9400000,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,
"MERRITT BROOK, INC.",Stock,Active,1379318,2021-05-24,,No information provided,,,,,MELISSA@PREMIERCFS.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.0800000,All Other Personal Services (812990),,,,,,,,,,,,,,First report past due,200.0,,,,
ARROW RENOVATIONS CORP,Stock,Active,1379388,2022-02-23,2021-02-23,238 LEE AVENUE,YONKERS,,10705,NY,,ARROW RENOVATIONS CORP,Foreign,,2021-02-23,NY,NY,False,False,False,False,False,2021-11-10 00:06:13.8766667,Commercial and Institutional Building Construction (236220),,,,,,,,,,,,,,,,,,,
"NEW MILFORD 38, LLC",LLC,Active,1379366,2022-03-31,,178 INDIAN TRAIL ROAD,NEW MILFORD,United States,06776-4816,CT,JMCPHEE@OPTONLINE.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:08.8433333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,
EXCEEDS LLC,LLC,Active,1379221,2022-03-31,,59 DORMAN ST.,NEW HAVEN,United States,06511,CT,LILLARRY1021@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:19.0666667,,,,,,,,,,,,,,,,,,,,
THE OMEGA CATALOGUE LLC,LLC,Active,1379207,2022-03-31,,"20 CHARLES ST., APT. 3",NORWALK,United States,06855,CT,BALDERGC16@GMAIL.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:23.5033333,,,,,,,,,,,,,,,,,,,,
IMTHEPRENEUR LLC,LLC,Active,1379257,2022-03-31,,15 CAROLINA RD,STAMFORD,United States,06902,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-23,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:22.1766667,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,
