name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,country_formation,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,business_email_address,formation_place,sub_status,total_authorized_shares,billing_unit,began_transacting_in_ct,business_name_in_state_country,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,record_address,records_address_street,records_address_unit,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address
Dogal Group Corporation,Stock,Active,2389158,2022-02-21,,,,,,Domestic,United States,2021-11-23,Connecticut,True,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-12-13 00:06:52.7766667,dogalgroupcorp@gmail.com,Connecticut,First report due,200.0,,,,casi@dr.com,,,,,,,,,,,,,,,,,,,,,,,,
843 East Broadway LLC,LLC,Rejected,2389172,,28 Lafayette Place,Greenwich,United States,06830-5440,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-12-13 00:06:52.8066667,grlnco@aol.com,Connecticut,,,,,,smutino@hls248.com,,,,,,,,,,,,,,,,,,,,,,,,
Singhature Auto LLC,LLC,Active,2389173,2022-03-31,28 Woodmere Rd,Bridgeport,United States,06610-1031,CT,Domestic,United States,2021-11-23,Connecticut,False,False,True,False,False,Taxi Service (485310),2021-12-13 00:06:52.8066667,singhatureauto@gmail.com,Connecticut,,,,,,kemarley.singh@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Joel & Sons LLC,LLC,Active,2389181,2022-03-31,81 Allendale Rd,Hartford,United States,06106-3502,CT,Domestic,United States,2021-11-23,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-12-13 00:06:52.7766667,ramosjoel14@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNOC LLC,LLC,Active,2389188,2022-03-31,"447 EAST 57TH STREET, APT. 7B",NEW YORK,US,10022,NY,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,531190,2021-12-13 00:06:52.7900000,sandersinvest123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMB NATURAL VENTURES OF CT, LLC",LLC,Active,2389189,2022-03-31,180 PERRY RD,HAMDEN,USA,06515,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,541199,2021-12-13 00:06:52.7433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115 Hamilton Holdings LLC,LLC,Rejected,2389190,,28 Lafayette Place,Greenwich,United States,06830-5440,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-12-13 00:06:52.8233333,grlnco@aol.com,Connecticut,,,,,,smutino@hls248.com,,,,,,,,,,,,,,,,,,,,,,,,
6 Wescott CT LLC,LLC,Active,2389199,2022-03-31,28 Lafayette Place,Greenwich,United States,06830-5440,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-12-13 00:06:52.7600000,grlnco@aol.com,Connecticut,,,,,,smutino@hls248.com,,,,,,,,,,,,,,,,,,,,,,,,
"OGAKI, LLC",LLC,Active,2389205,2022-03-31,1760 MONCKS CORNER,THE VILLAGES,USA,32162,FL,Foreign,USA,2021-11-23,NY,False,False,False,False,False,541820,2021-12-13 00:06:52.7433333,ROGAKI@OGAKIDIGITAL.COM,,,,,2021-11-18,"OGAKI, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
"Boykin Built Builders, LLC",LLC,Active,2389220,2022-03-31,260 Bridgeport Avenue,Milford,United States,06460,CT,Domestic,United States,2021-11-23,Connecticut,True,False,True,False,False,Residential Remodelers (236118),2021-12-13 00:06:52.8233333,boykinbuiltbuilders@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273 Delavan Avenue LLC,LLC,Active,2389212,2022-03-31,28 Lafayette Place,Greenwich,United States,06830-5440,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-12-13 00:06:52.7600000,grlnco@aol.com,Connecticut,,,,,,smutino@hls248.com,,,,,,,,,,,,,,,,,,,,,,,,
Litchfield Contracting Services LLC,LLC,Active,2389235,2022-03-31,26 Goldwell Drive,New Milford,United States,06776,CT,Domestic,United States,2021-11-23,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2021-12-13 00:06:52.7766667,seneca.business@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matek Optimize LLC,LLC,Active,2389239,2022-03-31,54 High St,Stafford Springs,United States,06076,CT,Domestic,United States,2021-11-23,Connecticut,False,True,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-12-13 00:06:52.8233333,matekstreet@gmail.com,Connecticut,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limitless Tow & Repair LLC,LLC,Active,2389248,2022-03-31,78 Bridgeport Avenue,Shelton,United States,06484-3212,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Used Car Dealers (441120),2021-12-13 00:06:52.8233333,limitlesstowrepair@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dock Lane Advisors LLC,LLC,Active,2389245,2022-03-31,166 High Clear Dr,Stamford,United States,06905,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-12-13 00:06:52.7766667,billhudock@gmail.com,Connecticut,,,,,,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,
"Blue Legacy Stables, LLC",LLC,Active,2389247,2022-03-31,306 Kenyon Rd,Hampton,United States,06247-1110,CT,Domestic,United States,2021-11-23,Connecticut,True,False,False,False,False,All Other Amusement and Recreation Industries (713990),2021-12-13 00:06:52.7766667,bluelegacystables@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON MYSTIC LLC,LLC,Active,2389258,2022-03-31,2 Columbus Cir,East Hartford,United States,06108-1729,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-12-13 00:06:52.8400000,moonmystic_xo@hotmail.com,Connecticut,,,A1,,,moonmystic_xo@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Bottoms Up Organization Co.,Non-Stock,Active,2389260,2022-11-23,2801 Lakeside Drive,Bannockburn,United States,60015,IL,Foreign,,2021-11-23,ILLINOIS,False,False,False,False,False,Voluntary Health Organizations (813212),2021-12-13 00:06:52.8066667,customerservice@bottomsup.us,ILLINOIS,,,Suite 100,2018-11-22,Bottoms Up Organization,,,,,,,,,,,,,,,,,,,,,,,,,
Thirty Six French Street LLC,LLC,Active,2389265,2022-03-31,519 Scott Road,Waterbury,United States,06705,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:52.8066667,carlosesteves6231@gmail.com,Connecticut,,,#59,,,philipparks@parks-pearson.com,,,,,,,,,,,,,,,,,,,,,,,,
"Celestia, LLC",LLC,Active,2389394,2022-03-31,322 Flax Hill Rd,Norwalk,United States,06854-2419,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:52.8233333,celestiallc@protonmail.com,Connecticut,,,,,,breadel@robinskaplan.com,,,,,,,,,,,,,,,,,,,,,,,,
"Curinos, Inc.",Stock,Active,2389400,2022-11-23,"485 Lexington Ave, 20th Floor",New York,United States,10017,NY,Foreign,,2021-11-23,DELAWARE,False,False,False,False,False,,2021-12-13 00:06:52.8233333,janet.cadogan@curinos.com,DELAWARE,,,,2022-01-01,"Curinos, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
REAL SALEM HOLDING LLC,LLC,Active,2389270,2022-03-31,5 SALEM ROAD,WILTON,US,06897,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:52.7600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Furia LLC,LLC,Active,2389280,2022-03-31,46 Church Street,Rocky Hill,United States,06067,CT,Domestic,United States,2021-11-23,Connecticut,False,False,True,False,False,Landscaping Services (561730),2021-12-13 00:06:52.7600000,mariofuria72@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPSTONES EQUITIES LLC,LLC,Active,2389296,2022-03-31,101 Whitney Avenue,New Haven,United States,06510,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:52.8066667,danielle@oceannh.com,Connecticut,,,6B,,,,,,,,,,,,,,,,,,,,,,,,,,,
101-103 GARFIELD AVE LLC,LLC,Active,2389300,2022-03-31,101 GARFIELD AVE,BRIDGEPORT,United States,06606,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:52.8066667,alcoinc1@aol.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2S CORPORATION,Stock,Active,2389285,2022-11-23,12500 San Pedro Suite 403,SAN ANTONIO,United States,78216,TX,Foreign,,2021-11-23,TEXAS,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-12-13 00:06:52.7600000,govdocs@corpcreations.com,TEXAS,,,,2021-11-23,G2S CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,
LZL FASHION INC,Stock,Active,2389286,2022-11-30,253 West St,Seymour,United States,06483,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Nail Salons (812113),2021-12-13 00:06:52.7766667,1018631827jerry@gmail.com,Connecticut,,200.0,2,,,1018631827jerry@gmail.com,,,,,,,,,,,,,,,,2021-11-23,,,,,,,,
Library Investments LLC,LLC,Active,2389312,2022-03-31,1308 Atwood Ave,Johnston,United States,02919-4936,RI,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:52.7600000,barbara@ri1031exchange.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519 Scott Road LLC,LLC,Active,2389293,2022-03-31,519 Scott Road,Waterbury,United States,06705,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:52.7900000,carlosesteves6231@gmail.com,Connecticut,,,#59,,,philipparks@parks-pearson.com,,,,,,,,,,,,,,,,,,,,,,,,
A AND B INVEST LLC,LLC,Active,2389303,2022-03-31,6530 N 13th St,PHOENIX,United States,85014,AR,Foreign,,2021-11-23,ARIZONA,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-12-13 00:06:52.8233333,george@georgemessel.com,ARIZONA,,,,2021-11-23,A AND B INVEST LLC,,"6530 N 13th St, PHOENIX, AZ, 85014, United States",6530 N 13th St,PHOENIX,AZ,85014,United States,"6530 N 13th St, PHOENIX, AZ, 85014, United States",6530 N 13th St,PHOENIX,AZ,85014,United States,,,,,,,,,,,,
KD Ecom Creative LLC,LLC,Active,2389315,2022-03-31,2389 Main Street Suite 100,Glastonbury,United States,06033,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-12-13 00:06:52.7600000,llcsupport@primecorporateservices.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOODBRIDGE DEVELOPMENT LLC,LLC,Active,2389316,2022-03-31,101 Whitney Ave,New Haven,United States,06510-1256,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:52.7600000,danielle@oceannh.com,Connecticut,,,6B,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELLAQUA ENTERPRISE LLC,LLC,Active,2389318,2022-03-31,990 Capitol Ave,Hartford,United States,06106-1053,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-12-13 00:06:52.7600000,joaoluppidellaqua@gmail.com,Connecticut,,,Apt A17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredi Flores R LLC,LLC,Active,2389327,2022-03-31,11 Soundview Ave,Norwalk,United States,06854-3404,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-12-13 00:06:52.7766667,lissette_trrs@yahoo.com,Connecticut,,,1,,,lissette_trrs@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
ESEQUIAS SERVICES LLC,LLC,Active,2389332,2022-03-31,320 Oakwood Ave,West Hartford,United States,06110-1148,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-12-13 00:06:52.7766667,esequiascompany@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRERETON MINISTRY CONSULTING, LLC",LLC,Active,2389355,2022-03-31,25 Courtland Dr,Shelton,United States,06484-3710,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:52.7600000,brobibsr@aol.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toledo's Drywall Construction, LLC",LLC,Active,2389335,2022-03-31,260 Meriden Rd,Waterbury,United States,06705-2002,CT,Domestic,United States,2021-11-23,Connecticut,False,False,True,False,False,Drywall and Insulation Contractors (238310),2021-12-13 00:06:52.8066667,toledos.drywall@gmail.com,Connecticut,,,2nd Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benchmark real estate investments LLC,LLC,Active,2389338,2022-03-31,51 Jan court,Terryville,United States,06786,CT,Domestic,United States,2021-11-23,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:52.8233333,hgenergy@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARK STATION LLC,LLC,Active,2389357,2022-03-31,51 Sherwood Ln,Marlborough,United States,06447-1457,CT,Domestic,United States,2021-11-23,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-12-13 00:06:52.7433333,alanewilansky@arkdistillery.com,Connecticut,,,,,,rdharris@daypitney.com,,,,,,,,,,,,,,,,,,,,,,,,
GEOVANE LLC,LLC,Active,2389344,2022-03-31,108 Oakwood Ave,West Hartford,United States,06119-2137,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-12-13 00:06:52.7433333,henriquegeovane754@gmail.com,Connecticut,,,APT A6,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLR CONSTRUCTION LLC,LLC,Active,2389386,2022-03-31,104 Alpine Ave,Waterbury,United States,06706-2620,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:06:52.8066667,mlrconstruction12@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aria Maple LLC,LLC,Active,2389349,2022-03-31,555 Madison Avenue,Lakewood,United States,08701,NJ,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-12-13 00:06:52.7433333,rivky@arialegacygroup.com,Connecticut,,,,,,sphelps@brucetemkin.com,,,,,,,,,,,,,,,,,,,,,,,,
"SAICON CONSULTANTS, INC.",Stock,Active,2389351,2022-11-23,9300 W 110 St,Overland Park,United States,66210,KS,Foreign,,2021-11-23,KANSAS,False,False,False,False,False,Computer Systems Design Services (541512),2021-12-13 00:06:52.7600000,sshah@saiconinc.com,KANSAS,,,Ste 650,2021-11-22,"SAICON CONSULTANTS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
"MTR CONSTRUCTION, LLC",LLC,Active,2389354,2022-03-31,50 Winship St,Hartford,United States,06114-2553,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:06:52.7766667,antonioriver1966@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAB Roofing LLC,LLC,Active,2389368,2022-03-31,7 Harmony St 1st FL,Danbury,United States,06810,CT,Domestic,United States,2021-11-23,Connecticut,False,False,True,False,False,Framing Contractors (238130),2021-12-13 00:06:52.7766667,rminsurance@sbcglobal.net,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerging Glow LLC,LLC,Active,2389376,2022-03-31,25 Franklin Road,Hamden,United States,06517-3638,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-12-13 00:06:52.7766667,dianca.tyson@gmail.com,Connecticut,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elite Branded Promotions, LLC",LLC,Active,2389365,2022-03-31,66 Glendale Rd,South Windsor,United States,06074,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Other Services Related to Advertising (541890),2021-12-13 00:06:52.7433333,arniema@msn.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Purpose Industrial Franklin LLC,LLC,Active,2389396,2022-03-31,4007 Dean Martin Dr,Las Vegas,United States,89103-4137,NV,Foreign,,2021-11-23,NEVADA,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:52.8233333,legal@patriotholdings.com,NEVADA,,,,2021-11-23,All Purpose Industrial Franklin LLC,,,,,,,,,,,,,,,,,,,,,,,,,
CHINCHIN Framing and Drywall Construction LLC,LLC,Active,2389381,2022-03-31,137 Chestnut ave,waterbury,United States,06710,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:52.7900000,smanzanares03@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envision Financial Group LLC,LLC,Active,2389383,2022-03-31,41 Longmeadows Rd,Wilton,United States,06897-1102,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:52.7766667,3ruth@optonline.net,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MWC Enterprise, Inc.",Stock,Active,2389387,2022-02-21,,,,,,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),2021-12-13 00:06:52.8066667,wah_chu@mindspring.com,Connecticut,First report due,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAZMO MIGUEL ERAZO ROMERO LLC,LLC,Active,2389411,2022-03-31,126 Triangle St,Danbury,United States,06810-2901,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:52.7766667,miguelerazmo1983@icloud.com,Connecticut,,,A31,,,,,,,,,,,,,,,,,,,,,,,,,,,
S & S Entertainment LLC,LLC,Active,2389413,2022-03-31,288 McKinley Ave,New Haven,United States,06515,CT,Domestic,United States,2021-11-23,Connecticut,True,False,True,False,True,Drinking Places (Alcoholic Beverages) (722410),2021-12-13 00:06:52.7900000,sarahcornelius9@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRO CONSTRUCTION LLC,LLC,Active,2389431,2022-03-31,33B WESTVILLE AVE,DANBURY,United States,06810,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:06:53.5266667,multiservice@7statect.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAC Property Services LLC,LLC,Active,2389414,2022-03-31,5 Westford Avenue 2R,Stafford Springs,United States,06076,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:06:52.7900000,bossbricky@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signature J Production LLC,LLC,Active,2389416,2022-03-31,97 Rosewood Place,Bridgeport,United States,06610,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Record Production and Distribution (512250),2021-12-13 00:06:52.7900000,jevaughnasquith@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Capped Solutions P.C.,Stock,Active,2389424,2022-02-21,,,,,,Domestic,United States,2021-11-23,Connecticut,False,False,True,False,False,Computer Systems Design Services (541512),2021-12-13 00:06:52.8400000,skillcappedsolutions@gmail.com,Connecticut,First report due,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Julie 54 West Mountain, LLC",LLC,Active,2389425,2022-03-31,44 W Mountain Rd,West Simsbury,United States,06092-2301,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:52.8400000,info@flamigfarm.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KINGDOM UP SCALE CUTZ LLC,LLC,Active,2389426,2022-03-31,638 EAST MAIN STREET,WATERBURY,United States,06702,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Barber Shops (812111),2021-12-13 00:06:52.8233333,vfrancheska15@gmail.com,Connecticut,,,2 FLOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wakefield & Associates, LLC",LLC,Active,2389429,2022-03-31,830 E Platte Ave,Fort Morgan,United States,80701,CO,Foreign,,2021-11-23,COLORADO,False,False,False,False,False,Collection Agencies (561440),2021-12-13 00:06:53.5266667,compliance@wakeassoc.com,COLORADO,,,,2021-11-23,"Wakefield & Associates, LLC",,"830 E Platte Ave, Fort Morgan, CO, 80701, United States",830 E Platte Ave,Fort Morgan,CO,80701,United States,"830 E Platte Ave, Fort Morgan, CO, 80701, United States",830 E Platte Ave,Fort Morgan,CO,80701,United States,,,,,,,,,,,,
Littletree Wampum LLC,LLC,Active,2389427,2022-03-31,8 Church Street,Sterling,United States,06377,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-12-13 00:06:52.8233333,david@littletreewampum.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Chip Pools Construction LLC,LLC,Active,2389433,2022-03-31,143 Whiting St,Plainville,United States,06062-2825,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,"Other Foundation, Structure, and Building Exterior Contractors (238190)",2021-12-13 00:06:53.5100000,info@kennedydoyle.com,Connecticut,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Artistic Touch LLC,LLC,Active,2389460,2022-03-31,2311 Boston Post Rd,Guilford,United States,06437-2360,CT,Domestic,United States,2021-11-23,Connecticut,True,False,False,False,True,,2021-12-13 00:06:53.5266667,artistictouchboutique@outlook.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timeless Dwellings LLC,LLC,Active,2389449,2022-03-31,79 Barker Ln,Berlin,United States,06037-3401,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:53.5266667,timeless.dwellings.dwellings@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLE EAST FOOD MARKET LLC,LLC,Active,2389450,2022-03-31,342 LAKE AVE,BRISTOL,United States,06010,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),2021-12-13 00:06:53.5400000,middleeastfoodmarketllc@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL VIAJERO GROCERY STORE LLC,LLC,Active,2389496,2022-03-31,231 Lexington Ave,Bridgeport,United States,06604-3117,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:53.5400000,carlajsreyes@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLETOWN SERVICING LLC,LLC,Active,2389463,2022-03-31,330 GREAT NECK ROAD  2ND FLOOR,GREAT NECK,United States,11021,NY,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:53.4933333,orders@interstatefilings.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bratskeir Electronics LLC,LLC,Active,2389476,2022-03-31,5 Cross St,Norwalk,United States,06851-4610,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers (423620)",2021-12-13 00:06:52.8533333,nick@flipmacs.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CT Data Center, LLC",LLC,Active,2389494,2022-03-31,112 Wall Street,Torrington,United States,06790,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,,2021-12-13 00:06:53.5400000,paulbalavender@ogind.com,Connecticut,,,,,,paulbalavender@ogind.com,,,,,,,,,,,,,,,,,,,,,,,,
"Escoffery Express Carrier Services, LLC",LLC,Active,2389481,2022-03-31,146 Fairfax St,West Haven,United States,06516-1448,CT,Domestic,United States,2021-11-23,Connecticut,False,False,True,False,False,Couriers and Express Delivery Services (492110),2021-12-13 00:06:53.5266667,e_xpressllc@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mana Investment Group, LLC",LLC,Active,2389500,2022-03-31,50 Rayron Cir,Naugatuck,United States,06770,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:53.5100000,kevgendron@gmail.com,Connecticut,,,,,,mel@stutskylaw.com,,,,,,,,,,,,,,,,,,,,,,,,
BAR NONE LLC,LLC,Active,2389501,2022-03-31,192 Niantic River Rd,Waterford,United States,06385-1847,CT,Domestic,United States,2021-11-23,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:53.5266667,baran1086@aol.com,Connecticut,,,,,,kortolani@roginlaw.com,,,,,,,,,,,,,,,,,,,,,,,,
"Shipwreck Tavern, LLC",LLC,Active,2389509,2022-03-31,58 Kelseytown Rd,Killingworth,United States,06419-1432,CT,Domestic,United States,2021-11-23,Connecticut,True,False,False,False,False,Full-Service Restaurants (722511),2021-12-13 00:06:53.5100000,eschipritt@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014 JBA LLC,LLC,Active,2389565,2022-03-31,11 Hartford Avenue,Old Saybrook,United States,06475,CT,Domestic,United States,2021-11-23,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-12-13 00:06:53.5266667,jbantilla@gmail.com,Connecticut,,,,,,twclaw@sbcglobal.net,,,,,,,,,,,,,,,,,,,,,,,,
"Thirty-Five Deer Run, LLC",LLC,Active,2389516,2022-03-31,35 Deer Run Road,Woodbridge,United States,06525,CT,Domestic,United States,2021-11-23,Connecticut,True,False,False,False,False,Residential Property Managers (531311),2021-12-13 00:06:53.5400000,charyncpa@aol.com,Connecticut,,,,,,charyncpa@aol.com,,,,,,,,,,,,,,,,,,,,,,,,
"MOLECULAR DESIGNS ACQUISITION, LLC",LLC,Active,2389517,2022-03-31,3033 EAST FIRST AVE STE 700,DENVER,USA,80206-5600,CO,Foreign,USA,2021-11-23,DELAWARE,False,False,False,False,False,,2021-12-13 00:06:53.5266667,KNEWTON@CYPRESSMMG.COM,,,,,2021-10-04,"MOLECULAR DESIGNS ACQUISITION, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
