name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,sub_status,dissolution_date,total_authorized_shares,billing_unit,reason_for_administrative,mailing_address,category_survey_email_address,office_jurisdiction_3
"ELITTE HOLDINGS, LLC",LLC,Active,1394849,2022-03-31,1015 WHALLEY AVE A-7,NEW HAVEN,,06515,CT,CHAMBERSLAURENCE2@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Professional Organizations (813920),2021-11-10 00:05:23.1400000,,,,,,,,,,,,,,,,,,,,,,,,
27 HOLMES AVENUE LLC,LLC,Active,1393775,2022-03-31,255 WILLIAMS STREET E,GLASTONBURY,United States,06033,CT,CAMIL.ZUK@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:49.6366667,,,,,,,,,,,,,,,,,,,,,,,,
CT-DEMCO LLC,LLC,Active,1394850,2022-03-31,208 LEXINGTON AVE,NORTH PROVIDENCE,,02904,RI,DEMCO208@GMAIL.COM,Foreign,2021-05-26,RI,RI,False,False,False,False,False,,2021-11-10 00:05:14.0166667,2021-04-21,"DEMCO, LLC",,"208 LEXINGTON AVE, NORTH PROVIDENCE, RI, 02904,",208 LEXINGTON AVE,NORTH PROVIDENCE,RI,02904,,"208 LEXINGTON AVE, NORTH PROVIDENCE, RI, 02904,",208 LEXINGTON AVE,NORTH PROVIDENCE,RI,02904,,,,,,,,,,
BIRCH HILL ADVISORS LLC,LLC,Active,1393702,2022-03-31,99 BIRCH HILL ROAD,WESTON,United States,06883,CT,WOLLMAN.JEFF@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:05:43.0533333,,,,,,,,,,,,,,,,,,,,,,,,
JLO LANDSCAPING LLC,LLC,Active,1393727,2022-03-31,195 ROCKY REST RD,SHELTON,United States,06484,CT,JALVARADO@ROHEUR.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:05:25.9533333,,,,,,,,,,,,,,,,,,,,,,,,
WE DO IT BIG ENTERTAINMENT .LLC,LLC,Active,1393979,2022-03-31,"175 CAPITAL BLVD., 4TH FLOOR",ROCKY HILL,United States,06067,CT,WEDOITBIG@WEDOITBIG.COM,Domestic,2021-05-26,CT,Connecticut,False,True,True,False,False,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",2021-11-10 00:05:38.3000000,,,,,,,,,,,,,,,,,,,,,,,,
"NERD STREET GAMERS, INC.",Stock,Active,1394214,2022-05-26,908 NORTH THIRD STREET,PHILADELPHIA,,19123,PA,LEGAL@NERDSTGAMERS.COM,Foreign,2021-05-26,DE,DE,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",2021-11-10 00:05:49.6366667,2021-05-03,"NERD STREET GAMERS, INC.",,,,,,,,,,,,,,,,,,,,,,
LUMIERE HAIR CARE LLC,LLC,Active,1393772,2022-03-31,"15 BACKUS AVE, SUITE 5",DANBURY,United States,06810,CT,LUMIEREDREAMCARE@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-11-10 00:05:37.6766667,,,,,,,,,,,,,,,,,,,,,,,,
LUXE CT PICNICS LLC,LLC,Active,1393774,2022-03-31,40 ARROWBROOK ROAD,WINDSOR,United States,06095,CT,LUXECTPICNICS@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,True,False,True,False,False,All Other Amusement and Recreation Industries (713990),2021-11-10 00:05:21.7966667,,,,,,,,,,,,,,,,,,,,,,,,
T3AUTO LLC,LLC,Active,1393701,2022-03-31,54 WESTMINSTER ST,HARTFORD,United States,06112,CT,AUTOACTIVE718@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Passenger Car Rental (532111),2021-11-10 00:05:39.0833333,,,,,,,,,,,,,,,,,,,,,,,,
LONGO FAMILY LLC,LLC,Active,1394571,2022-03-31,89 VALLEY ROAD,COS COB,,06807,CT,CHRISLONGOPAINTING@YAHOO.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:40.3000000,,,,,,,,,,,,,,,,,,,,,,,,
"BREAKING CHAINS MINISTRIES CATHEDRAL OF MIRACLES, INC.",Non-Stock,Active,1393740,2021-08-24,No information provided,,,,,,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:27.6266667,,,,,,,,,,,,,,,,,First report past due,,,,,,,
AFTERMATH MARKETING LLC,LLC,Active,1393685,2022-03-31,580 BROAD STREET,BRISTOL,United States,06010,CT,AFTERMATHMARKETINGLLC@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:05:20.4833333,,,,,,,,,,,,,,,,,,,,,,,,
NEIGHBORHOOD HOMEBUYERS LLC,LLC,Active,1393686,2022-03-31,36 GARDEN TER,BRIDGEPORT,United States,06605,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:13.3266667,,,,,,,,,,,,,,,,,,,,,,,,
ROOTED TOGETHER COMPANY,Non-Stock,Active,1393741,2022-09-21,No information provided,,,,,,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:28.9566667,,,,,,,,,,,,,,,,,,,,,,,,
ERMI LLC,LLC,Active,1393975,2022-03-31,2872 WOODCOCK BLVD SUITE 100,CHAMBLEE,,30341,GA,R.WESTERKOM@ERMI-MOTION.COM,Foreign,2021-05-26,DE,DE,False,False,False,False,False,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers (423450)",2021-11-10 00:05:19.8600000,2021-07-01,ERMI LLC,,,,,,,,,,,,,,,,,,,,,,
"BRUSH TENDER, LLC",LLC,Active,1394628,2022-03-31,146 HIGH ST,MILFORD,,06460,CT,PATSPOT@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:22.5466667,,,,,,,,,,,,,,,,,,,,,,,,
"LYNN-OAKS HOLDING, LLC",LLC,Active,1394578,2022-03-31,648 MOUNTAIN ROAD,HAMDEN,,06514,CT,TBLYNN@DEXSIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:05:19.7500000,,,,,,,,,,,,,,,,,,,,,,,,
"EWT, LLC",LLC,Active,1393687,2022-03-31,6 SURREY LN B14,TORRINGTON,United States,06790,CT,WPENN@HARPERWHITFIELD.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:23.7666667,,,,,,,,,,,,,,,,,,,,,,,,
S & M NAIL STUDIO LLC,LLC,Active,1393760,2022-03-31,3 STRICKLAND ROAD,COS COB,United States,06807,CT,SANDMNAILSTUDIO@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Nail Salons (812113),2021-11-10 00:05:25.1400000,,,,,,,,,,,,,,,,,,,,,,,,
"HEALTH ADVOCATES NETWORK, INC.",Stock,Active,1394273,2022-05-26,20283 STATE ROAD 7,BOCA RATON,,33498-6904,FL,LEGAL@HANSTAFF.COM,Foreign,2021-05-26,FL,FL,False,False,False,False,False,Temporary Help Services (561320),2021-11-10 00:05:41.6466667,2021-05-17,"HEALTH ADVOCATES NETWORK, INC.",,,,,,,,,,,,,,,,,,,,,,
GREYLINE STAFFING SERVICES LLC,LLC,Active,1393574,2022-03-31,3117 CARUTH AVE.,DALLAS,,75225,TX,ACCOUNTING@GREYLINE.CO,Foreign,2021-05-26,DE,DE,False,False,False,False,False,Office Administrative Services (561110),2021-11-10 00:05:40.3633333,2021-01-01,GREYLINE STAFFING SERVICES LLC,,,,,,,,,,,,,,,,,,,,,,
"EXACTUS APPRAISAL MANAGEMENT, LLC",LLC,Active,1393677,2022-03-31,1001 BOARDWALK SPRINGS PL STE 111,O FALLON,United States,63368,MO,ALIVELY@EXACTUSAPPRAISAL.COM,Foreign,2021-05-26,MO,MO,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:05:40.3633333,2021-06-30,"EXACTUS APPRAISAL MANAGEMENT, LLC",United States,"1001 BOARDWALK SPRINGS PL STE 111, O FALLON, MO, 63368, United States",1001 BOARDWALK SPRINGS PL STE 111,O FALLON,MO,63368,United States,"1001 BOARDWALK SPRINGS PL STE 111, O FALLON, MO, 63368, United States",1001 BOARDWALK SPRINGS PL STE 111,O FALLON,MO,63368,United States,,,,,,,,,
FEDERAL GUARDIAN LLC,LLC,Active,1394706,2022-03-31,575 12TH RD S #819,ARLINGTON,,22202,VA,DEMRE@FEDERALGUARDIAN.COM,Foreign,2021-05-26,VA,VA,False,False,False,False,False,Other Individual and Family Services (624190),2021-11-10 00:05:28.9233333,2021-04-19,FEDERAL GUARDIAN LLC,,"575 12TH RD S #819, ARLINGTON, VA, 22202,",575 12TH RD S #819,ARLINGTON,VA,22202,,"575 12TH RD S #819, ARLINGTON, VA, 22202,",575 12TH RD S #819,ARLINGTON,VA,22202,,,,,,,,,,
CHRISTIAN BLACK LOGISTICS LLC,LLC,Active,1393676,2022-03-31,106 NEW STATE RD APT L,MANCHESTER,United States,06042,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,"Process, Physical Distribution, and Logistics Consulting Services (541614)",2021-11-10 00:05:33.3600000,,,,,,,,,,,,,,,,,,,,,,,,
"FABULOUS UNISEX SALON, LLC",LLC,Active,1393666,2022-03-31,685 FAIRFIELD AVENUE,BRIDGEPORT,United States,06604,CT,FABIOLAPLACIDE@YAHOO.COM,Domestic,2021-05-26,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),2021-11-10 00:05:46.4300000,,,,,,,,,,,,,,,,,,,,,,,,
HMG REALTY CORP.,Stock,Active,1393667,2022-05-26,124 SHREWSBURY ST,WORCESTER,United States,01604-2016,MA,REMAXDIVERSE@GMAIL.COM,Foreign,2021-05-26,MA,MA,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:05:48.2900000,2021-05-26,HMG REALTY CORP.,United States,,,,,,,,,,,,,,,,,,,,,
"AIC COMPANIES, LLC",LLC,Active,1394707,2022-03-31,217 SHARROW VALE RD,DELRAN,,08075,NJ,MATT@AICCOMPANIES.COM,Foreign,2021-05-26,NJ,NJ,False,False,False,False,False,Investigation Services (561611),2021-11-10 00:05:38.9900000,2021-05-26,"AIC COMPANIES, LLC",,"PO BOX 831, MEDFORD, NJ, 08055,",PO BOX 831,MEDFORD,NJ,08055,,"217 SHARROW VALE RD, DELRAN, NJ, 08075,",217 SHARROW VALE RD,DELRAN,NJ,08075,,,,,,,,,,
"P BROWN ENGINEERING, LLC",LLC,Active,1393704,2022-03-31,1059 FOSTER STREET EXT,SOUTH WINDSOR,United States,06074-2151,CT,PAULBROWN3@COX.NET,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Engineering Services (541330),2021-11-10 00:05:48.9633333,,,,,,,,,,,,,,,,,,,,,,,,
OVER THE HILL INVENTORY LLC,LLC,Active,1393705,2022-03-31,156 SOUNDVIEW AVENUE,SHELTON,United States,06484,CT,SPM94@YAHOO.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:05:38.3333333,,,,,,,,,,,,,,,,,,,,,,,,
LB FITNESS LLC,LLC,Active,1393678,2022-03-31,47 GARIBALDI AVE,STRATFORD,United States,06615,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),2021-11-10 00:05:49.0100000,,,,,,,,,,,,,,,,,,,,,,,,
CASAME CAFE LLC,LLC,Active,1393706,2022-03-31,990 HULLS FARM ROAD,SOUTHPORT,,06890,CT,MARIOJFONTANA@ME.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:05:44.2900000,,,,,,,,,,,,,,,,,,,,,,,,
REDEAL0001 LLC,LLC,Active,1393703,2022-03-31,664 LAUREL AVE,BRIDGEPORT,United States,06605-0000,CT,1000REDEALS@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:47.5700000,,,,,,,,,,,,,,,,,,,,,,,,
GREENWICH FAMILY THERAPY LLC,LLC,Active,1393641,2022-03-31,"15 VALLEY DRIVE, SUITE 1",GREENWICH,United States,06831,CT,JUDITH.ZACKSON@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:45.5233333,,,,,,,,,,,,,,,,,,,,,,,,
HOMEBOUND LLC,LLC,Active,1393643,2022-03-31,32 DODD RD.,NEW MILFORD,United States,06776,CT,MPFEIFER513@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:46.3533333,,,,,,,,,,,,,,,,,,,,,,,,
"MIDWEST SPORTS SUPPLY, INC.",Stock,Active,1394193,2022-05-26,11613 READING ROAD,CINCINNATI,,45241,OH,SCOTTK@MIDWESTSPORTS.COM,Foreign,2021-05-26,OH,OH,False,False,False,False,False,Sporting Goods Stores (451110),2021-11-10 00:05:37.6000000,2021-01-01,"MIDWEST SPORTS SUPPLY, INC.",,,,,,,,,,,,,,,,,,,,,,
GRACE BAY HOLDINGS II LLC,LLC,Active,1393671,2022-03-31,15 GROSVENOR PLACE,GREAT NECK,United States,11021,NY,BRIAN@THEZEITLINS.COM,Domestic,2021-05-26,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:28.0833333,,,,,,,,,,,,,,,,,,,,,,,,
WEM ADVISORS LLC,LLC,Active,1393672,2022-03-31,219 HURLBURT STREET,GLASTONBURY,United States,06033,CT,WMACDONALD1@YAHOO.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:20.1766667,,,,,,,,,,,,,,,,,,,,,,,,
"SILVER EAGLE PARTNERS, LLC",LLC,Active,1393675,2022-03-31,148 HIGHRIDGE ROAD,NAUGATUCK,United States,06770,CT,EAGLE519@SNET.NET,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:21.4266667,,,,,,,,,,,,,,,,,,,,,,,,
TRENDY GIRLS LLC,LLC,Active,1393759,2022-03-31,54 KEELER AVENUE,BRIDGEPORT,United States,06606,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:29.2566667,,,,,,,,,,,,,,,,,,,,,,,,
CTCP NEXT GENERATION PROJECT INC.,Non-Stock,Active,1393673,2022-08-29,17 Hobart St,New Haven,United States,06511-4030,CT,JOELLEFISHMAN1205@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Civic and Social Organizations (813410),2021-11-10 00:03:19.4266667,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,
"AFFORDABLE DENTURES DENTAL LABORATORIES, LLC",LLC,Active,1393738,2022-03-31,"629 DAVIS DRIVE, SUITE 300",MORRISVILLE,,27560,NC,,Foreign,2021-05-26,NC,NC,False,False,False,False,False,,2021-11-10 00:03:17.2533333,2016-04-29,"AFFORDABLE DENTURES DENTAL LABORATORIES, LLC",,"629 DAVIS DRIVE, SUITE 300, MORRISVILLE, NC, 27560,","629 DAVIS DRIVE, SUITE 300",MORRISVILLE,NC,27560,,"629 DAVIS DRIVE, SUITE 300, MORRISVILLE, NC, 27560,","629 DAVIS DRIVE, SUITE 300",MORRISVILLE,NC,27560,,,,,,,,,,
JP HOME & AUTOMOTIVE SERVICES LLC,LLC,Active,1393642,2022-03-31,10 BRINSCALL COURT,DANBURY,United States,06810,CT,JOHNPOPE100@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:28.6300000,,,,,,,,,,,,,,,,,,,,,,,,
"AFFORDABLE CARE, LLC",LLC,Active,1393737,2022-03-31,"629 DAVIS DRIVE, SUITE 300",MORRISVILLE,,27560,NC,,Foreign,2021-05-26,NC,NC,False,False,False,False,False,,2021-11-10 00:03:23.6000000,2016-04-29,"AFFORDABLE CARE, LLC",,"629 DAVIS DRIVE, SUITE 300, MORRISVILLE, NC, 27560,","629 DAVIS DRIVE, SUITE 300",MORRISVILLE,NC,27560,,"629 DAVIS DRIVE, SUITE 300, MORRISVILLE, NC, 27560,","629 DAVIS DRIVE, SUITE 300",MORRISVILLE,NC,27560,,,,,,,,,,
PRODUCT SCHOOL INCORPORATED,Stock,Active,1393758,2022-05-26,"548 MARKET ST, PMB 22502",SAN FRANCISCO,,94104-5401,CA,FINANCE@PRODUCTSCHOOL.COM,Foreign,2021-05-26,DE,DE,False,False,False,False,False,Professional and Management Development Training (611430),2021-11-10 00:03:22.9100000,2021-04-12,PRODUCT SCHOOL INCORPORATED,,,,,,,,,,,,,,,,,,,,,,
PRETTY WITH JAS LLC,LLC,Active,1393674,2022-03-31,65 PATRICIA RD UNIT O,BRIDGEPORT,United States,06606,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),2021-11-10 00:03:16.6300000,,,,,,,,,,,,,,,,,,,,,,,,
COOL BREEZE SMOOTHIES LLC,LLC,Active,1394014,2022-03-31,26 WATCH TOWER RD,PLYMOUTH,United States,06782-2811,CT,3COOLBREEZESMOOTHIES@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,True,False,False,True,False,Mobile Food Services (722330),2021-11-10 00:03:16.6466667,,,,,,,,,,,,,,,,,,,,,,,,
"DESEO CANDLE COMPANY, LLC",LLC,Active,1393756,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:19.4900000,,,,,,,,,,,,,,,,,,,,,,,,
731 NEWHALL STREET LLC,LLC,Active,1393512,2022-03-31,731 NEWHALL STREET,HAMDEN,United States,06517,CT,VGAMBARDELLA@ATT.NET,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:03:20.8800000,,,,,,,,,,,,,,,,,,,,,,,,
SHELTON TRAVEL SOFTBALL INC.,Non-Stock,Active,1393744,2021-08-24,No information provided,,,,,,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:22.1000000,,,,,,,,,,,,,,,,,First report past due,,,,,,,
"MODERN REGENERATIVE MEDICINE, CORP.",Stock,Active,1393745,2022-06-07,"132 FEDERAL ROAD, SUITE 107",DANBURY,United States,06811,CT,MODERN132132@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2021-11-10 00:03:21.5533333,,,,,,,,,,,,,,,,,,,5000.0,,,,,
VIRTU NABIS CO-INVEST LLC,LLC,Active,1393569,2022-03-31,7 DEER PATH ROAD,WESTON,,06883,CT,,Foreign,2021-05-26,DE,DE,False,False,False,False,False,,2021-11-10 00:03:32.6000000,2021-05-26,VIRTU NABIS CO-INVEST LLC,,,,,,,,,,,,,,,,,,,,,,
GLAM STOP LLC,LLC,Active,1393766,2022-03-31,234 SHERMAN AVE 36B,MERIDEN,United States,06450,CT,GLAMSTOP11@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),2021-11-10 00:03:34.5533333,,,,,,,,,,,,,,,,,,,,,,,,
DOLCE AMORE LLC,LLC,Active,1393719,2022-03-31,30 OLMSTEAD PLACE,NORWALK,United States,06855,CT,DOLCEAMOREPASTRIES@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:33.3500000,,,,,,,,,,,,,,,,,,,,,,,,
SEA CAPITAL LLC,LLC,Active,1393510,2022-03-31,200 PRATT STREET,MERIDEN,,06450,CT,SCARABETTA@CARABETTA.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:30.6933333,,,,,,,,,,,,,,,,,,,,,,,,
PULLMAN STREET REALTY LLC,LLC,Active,1393509,2022-03-31,200 PRATT STREET,MERIDEN,,06450,CT,SCARABETTA@CARABETTA.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:31.3966667,,,,,,,,,,,,,,,,,,,,,,,,
1801 CENTRAL AVE BRIDGEPORT LLC,LLC,Active,1393720,2022-03-31,1801 CENTRAL AVE,BRIDGEPORT,United States,06610,CT,PRESTIG3711@AOL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:35.1166667,,,,,,,,,,,,,,,,,,,,,,,,
PULLA JOSE LLC,LLC,Active,1393767,2022-03-31,102 ELM ST  APT 1C,DANBURY,United States,06810,CT,INFOUS2019@MYPROMULTISERVICE.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:36.5700000,,,,,,,,,,,,,,,,,,,,,,,,
410-112 MELROSE PLACE LLC,LLC,Active,1393718,2022-03-31,2016 STRAITS TPKE,MIDDLEBURY,United States,06762,CT,ACCOUNTING.PLUS@YAHOO.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:39.8666667,,,,,,,,,,,,,,,,,,,,,,,,
"WELLS OF HOPE, INC.",Non-Stock,Active,1394587,2022-06-11,472 MIDDLETOWN AVENUE,NORTH HAVEN,,06473,CT,professorjoynermcgraw@gmail.com,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Child and Youth Services (624110),2021-11-10 00:03:33.8500000,,,,,,,,,,,,,,,,,,,,,,,,
RLH ELEVATOR ENGINEERING LLC,LLC,Active,1393511,2022-03-31,26 BRIAN LN,AVON,United States,06001-3518,CT,RICHARDHOLLOWELL@AOL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Engineering Services (541330),2021-11-10 00:03:33.9600000,,,,,,,,,,,,,,,,,,,,,,,,
"5 JS MINI MARKET, LLC",LLC,Active,1393898,2022-03-31,200 DAVENPORT AVENUE,NEW HAVEN,United States,06519,CT,WILLMORE0881@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,True,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),2021-11-10 00:03:30.0366667,,,,,,,,,,,,,,,,,,,,,,,,
"WELLNESS AND HOLISTIC CONCIERGE PRACTICE, CORP.",Non-Stock,Active,1393747,2021-08-24,No information provided,,,,,WELLNESSANDHOLISTICCONCIERGE@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,True,False,True,False,False,"Offices of Physicians, Mental Health Specialists (621112)",2021-11-10 00:03:35.7866667,,,,,,,,,,,,,,,,,First report past due,,,,,,,
ONE STOP LLC,LLC,Active,1393520,2022-03-31,291 DANBURY ROAD STE 2A,NEW MILFORD,United States,06776,CT,SABBIR321@HOTMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:32.6166667,,,,,,,,,,,,,,,,,,,,,,,,
VRS LLC,LLC,Active,1393717,2022-03-31,66 CRYSTAL RIDGE DRIVE,ELLINGTON,United States,06029,CT,VSROLLINGSTONE@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,True,False,True,False,False,Food Service Contractors (722310),2021-11-10 00:03:33.8666667,,,,,,,,,,,,,,,,,,,,,,,,
LIFE WITH LYSSA LLC,LLC,Active,1393721,2022-03-31,3 ANN WAMPEY DR,MASHANTUCKET,United States,06338,CT,LIFEWITHLYSSACOACHING@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),2021-11-10 00:03:37.0700000,,,,,,,,,,,,,,,,,,,,,,,,
EXCELLIGENCE LEARNING CORPORATION,Stock,Active,1393746,2022-05-26,20 RYAN RANCH ROAD SUITE 200,MONTEREY,United States,93940,CA,LEGAL@EXCELLIGENCE.COM,Foreign,2021-05-26,DE,DE,False,False,False,False,False,"Doll, Toy, and Game Manufacturing (339930)",2021-11-10 00:03:29.3033333,2021-05-26,EXCELLIGENCE LEARNING CORPORATION,United States,,,,,,,,,,,,,,,,,,,,,
ANGEL RUNNERS LLC,LLC,Active,1393830,2022-03-31,842 1ST AVENUE APT.3,WEST HAVEN,United States,06516,CT,KENMOOAHGIBSON@YAHOO.COM,Domestic,2021-05-26,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:03:30.7400000,,,,,,,,,,,,,,,,,,,,,,,,
NPI LLC,LLC,Active,1393655,2022-03-31,276 POST ROAD WEST 201,WESTPORT,United States,06880,CT,JBOGAN@PARAGONCT.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:33.3333333,,,,,,,,,,,,,,,,,,,,,,,,
"MH HEALTH CARE SERVICES, PC",Stock,Active,1393653,2022-05-26,20 WINOOSKI FALLS WAY SUITE 475,WINOOSKI,United States,05404,VT,MHARTMAN@MARATHON-HEALTH.COM,Foreign,2021-05-26,VT,VT,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2021-11-10 00:03:52.6800000,2021-05-26,"MH HEALTH CARE SERVICES, PC",United States,,,,,,,,,,,,,,,,,,,,,
SUNRISE LLC,LLC,Active,1393513,2022-03-31,291 DANBURY ROAD STE 2A,NEW MILFORD,United States,06776,CT,SABBIR321@HOTMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:54.5866667,,,,,,,,,,,,,,,,,,,,,,,,
TRIPLE C INTERNATIONAL LOGISTIC LLC,LLC,Active,1393733,2022-03-31,61 LINNMOORE ST,HARTFORD,United States,06114,CT,CHEQUEVARCAMPBELL@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:03:48.7733333,,,,,,,,,,,,,,,,,,,,,,,,
RECOVERY COUNSELING & EDUCATION LLC,LLC,Active,1393734,2022-03-31,19 HICKORY HILL ROAD,THOMASTON,United States,06787-1102,CT,JENNIFERFAYER.LADC@GMAIL.COM,Domestic,2021-05-26,CT,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),2021-11-10 00:03:53.9133333,,,,,,,,,,,,,,,,,,,,,,,,
