name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billingcountry,reason_for_administrative,total_authorized_shares,sub_status,category_survey_email_address,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,naics_sub_code,dissolution_date,billing_unit,date_of_organization_meeting
MAGICAL EVENTS RENTALS LLC,LLC,Active,1319455,2020-03-31,11 BENSON ST,BRIDGEPORT,06606,CT,MAGICALEVENTSRENTALS@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8700000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
CT NAILS & SPA LLC,LLC,Active,1319456,2022-03-31,815 PINE ST #5,BRISTOL,06010,CT,nnqn82@yahoo.com,Domestic,2019-08-26,CT,Connecticut,True,False,False,False,False,Nail Salons (812113),2021-11-10 00:10:26.8700000,United States,,,,,,,,,,,,,,,,,,,,812113.0,,,
"SABLE ROOK TECHNICAL SOLUTIONS, LLC",LLC,Active,1319457,2020-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"TURN AROUND ADVERSITY, LLC",LLC,Active,1319458,2020-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"EMILY JANAK INTERIORS, LLC",LLC,Active,1319459,2021-03-31,"235 E. BROADWAY AVE., #4232",JACKSON,83001,WY,ryan@toranaccounting.com,Foreign,2019-08-26,WY,WY,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:10:26.9033333,United States,,,Annual report past due,,2019-08-23,"EMILY JANAK INTERIORS, LLC",United States,"235 E. BROADWAY AVE., #4232, JACKSON, WY, 83001, United States","235 E. BROADWAY AVE., #4232",JACKSON,WY,83001,United States,"235 E. BROADWAY AVE., #4232, JACKSON, WY, 83001, United States","235 E. BROADWAY AVE., #4232",JACKSON,WY,83001.0,United States,812990.0,,,
ELECTRA MOTION LLC,LLC,Active,1319460,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,eastern@registeredagentsinc.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Other Support Activities for Road Transportation (488490),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,488490.0,,,
"4 ACES REALTY, LLC",LLC,Active,1319461,2022-03-31,23 BALSAM FIR ROAD,SOUTH WINDSOR,06074,CT,dhamijaanuj@yahoo.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,531390.0,,,
ONLINE DISCOUNT SALES LLC,LLC,Active,1319462,2021-03-31,121 SUNRISE HILL RD,NORWALK,06851,CT,Leonardo.Montero@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:10:26.9033333,United States,,,Annual report past due,,,,,,,,,,,,,,,,,541511.0,,,
"E & E BEAUTY GROUP, LLC",LLC,Active,1319463,2020-03-31,1111 FENCE ROW DR.,FAIRFIELD,06824,CT,SEANHOGANESQ@AOL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"THE ENTREPRENEUR, LLC",LLC,Active,1319464,2022-03-31,124 BEACH AVENUE,MILFORD,06460,CT,FRED@THEENTREPRENEURLLC.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,541618.0,,,
"HIGH PURITY NATURAL PRODUCTS, LLC",LLC,Active,1319465,2022-03-31,6 LANDMARK SQUARE 4TH FLOOR,STAMFORD,06901,CT,mrochonlaw@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Other Commercial and Service Industry Machinery Manufacturing (333318),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,333318.0,,,
"474 - 476 GURDON ST, LLC",LLC,Active,1319466,2020-03-31,210 HAZELWOOD AVE,BRIDGEPORT,06605,CT,RASHIDSREALTY@YAHOO.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"159 BOSTON POST ROAD, LLC",LLC,Active,1319468,2022-03-31,57 East Main Street,Mystic,06333,CT,159bostonpostllc@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
JACKIE DURFEE & ASSOCIATES LLC,LLC,Active,1319470,2022-03-31,55 JOHN CLARKE ROAD SUITE A-7,MIDDLETOWN,02842,RI,jackie@jackiedurfee.com,Foreign,2019-08-26,RI,RI,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:10:26.9033333,United States,,,,,2019-08-26,JACKIE DURFEE & ASSOCIATES LLC,United States,"55 JOHN CLARKE ROAD SUITE A-7, MIDDLETOWN, RI, 02842, United States",55 JOHN CLARKE ROAD SUITE A-7,MIDDLETOWN,RI,02842,United States,"55 JOHN CLARKE ROAD SUITE A-7, MIDDLETOWN, RI, 02842, United States",55 JOHN CLARKE ROAD SUITE A-7,MIDDLETOWN,RI,2842.0,United States,531210.0,,,
SUNJOINED CT LLC,LLC,Active,1319471,2020-03-31,19 COVENTRY LANE,TRUMBULL,06611,CT,FLEMMING.STEPHEN@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"10 VINCENT ROAD, LLC",LLC,Active,1319472,2020-03-31,15 TIPPING DR.,BRANFORD,06405,CT,DCJR571@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"PENDLETON PROPERTIES, LLC",LLC,Active,1319473,2022-03-31,35 WEST PARK AVENUE,NEW HAVEN,06511,CT,Cityrestorations@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,True,False,True,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,531390.0,,,
"OMEGA ROCKY HILL, LLC",LLC,Active,1319475,2020-03-31,1282 49TH STREET,BROOKLYN,11219,NY,OMEGAHOUSING@GMAIL.COM,Domestic,2019-08-26,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
MARLOWE ARTISANAL L.L.C.,LLC,Active,1319476,2022-03-31,175 ELLSWORTH AVENUE APT 2,NEW HAVEN,06511,CT,compliance@zenbusiness.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Breweries (312120),2021-11-10 00:10:27.5266667,United States,,,,,,,,,,,,,,,,,,,,312120.0,,,
"OMEGA WALLINGFORD, LLC",LLC,Active,1319477,2020-03-31,1282 49TH STREET,BROOKLYN,11219,NY,OMEGAHOUSING@GMAIL.COM,Domestic,2019-08-26,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5266667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
WILMAN LANDSCAPING LLC,LLC,Active,1319478,2021-03-31,209 HAWLEY AVE,BRIDGEPORT,06606,CT,TAXCENTERCT@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Land Subdivision (237210),2021-11-10 00:10:27.5266667,United States,,,Annual report past due,,,,,,,,,,,,,,,,,237210.0,,,
AMY CAKES LLC,LLC,Active,1319479,2021-03-31,43 OLD LANE RD,WALLINGFORD,06492,CT,AMYCAKESS325@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Food Service Contractors (722310),2021-11-10 00:10:27.5266667,United States,,,Annual report past due,,,,,,,,,,,,,,,,,722310.0,,,
RMS DONO I LLC,LLC,Active,1319484,2022-03-31,"1 LANDMARK SQUARE, SUITE 220",STAMFORD,06901,CT,allison@rms-companies.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:27.5266667,United States,,,,,,,,,,,,,,,,,,,,531390.0,,,
AREA COOPERATIVE EDUCATIONAL SERVICES CORPORATION,Non-Stock,Active,1319485,2021-01-15,350 STATE STREET,NORTH HAVEN,06473,CT,GXIE@ACES.ORG,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),2021-11-10 00:10:27.5266667,United States,,,Annual report past due,,,,,,,,,,,,,,,,,611710.0,,,
PROTEOWISE INC.,Stock,Active,1319487,2021-08-26,85 WILLOW ST. BUILDING 7,NEW HAVEN,06511,CT,erik.gunther@yale.edu,Foreign,2019-08-26,DE,DE,False,False,False,False,False,Research and Development in Nanotechnology (541713),2021-11-10 00:10:27.5266667,United States,,,Annual report past due,,2019-08-23,PROTEOWISE INC.,United States,,,,,,,,,,,,,,,,
MCELVEEN & ROGERS LLC,LLC,Active,1319488,2022-03-31,38 MAHER DRIVE,NORWALK,06850,CT,mandrtax@gmail.com,Domestic,2019-08-26,CT,Connecticut,True,False,True,False,False,Other Accounting Services (541219),2021-11-10 00:10:27.5266667,United States,,,,,,,,,,,,,,,,,,,,541219.0,,,
MCWAID REALTY GROUP LLC,LLC,Active,1319489,2022-03-31,40 CORNERSTONE COURT-APT.12,PLANTSVILLE,06479,CT,calmcwaid@sbcglobal.net,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:10:27.5266667,United States,,,,,,,,,,,,,,,,,,,,531210.0,,,
ECUA GENERAL CONSTRUCTION LLC,LLC,Active,1319490,2022-03-31,324 GRAND AVE,NEW HAVEN,06513,CT,ECUACONSTRUCTION80@YAHOO.COM,Domestic,2019-08-26,CT,Connecticut,True,False,True,False,False,Framing Contractors (238130),2021-11-10 00:10:27.5266667,United States,,,,,,,,,,,,,,,,,,,,238130.0,,,
LUXURY VANS & SHUTTLE BUS CORP,Stock,Active,1319491,2020-08-26,2064 21ST STREET # 2C,ASTORIA,11105,NY,MOE8891@GMAIL.COM,Foreign,2019-08-26,NY,NY,False,False,False,False,False,,2021-11-10 00:10:27.5266667,United States,Failure to file Annual Report,,Annual report past due,,2019-08-26,LUXURY VANS & SHUTTLE BUS CORP,United States,,,,,,,,,,,,,,,,
JUNK YARD 101 LLC,LLC,Active,1319492,2022-03-31,14 EASTERN PARK ROAD,EAST HARTFORD,06108,CT,airwaystrk@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:10:27.5266667,United States,,,,,,,,,,,,,,,,,,,,531120.0,,,
MATTHEWS TRUCKING LLC,LLC,Active,1319498,2022-03-31,54 GRANBY STREET,BLOOMFIELD,06002,CT,matthewstrucks@yahoo.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:10:27.5600000,United States,,,,,,,,,,,,,,,,,,,,484121.0,,,
ARTURO F. XOCHIPTECATL LLC,LLC,Active,1319500,2020-03-31,225 W. SPRING ST.,WEST HAVEN,06516,CT,,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
OSCAR FLORES LLC,LLC,Active,1319502,2020-03-31,54 ADMIRAL ST,WEST HAVEN,06516,CT,,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"FINDING COMPLIMENTARITY, LLC",LLC,Active,1319505,2020-03-31,49 WHITEHALL AVENUE,MYSTIC,,CT,ALEXANDRALMFT@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ABRAM MOORE PHOTOGRAPHY LLC,LLC,Dissolved,1319506,2020-03-31,129 CITY AVE,NEW BRITAIN,06051,CT,CONNECT@ABRAMMOORE.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,United States,,,,,,,,,,,,,,,,,,,,,2021-01-27T00:00:00.000,,
CANINE PET RESORTS LLC,LLC,Active,1319507,2021-03-31,227 HATTERTOWN RD,NEWTOWN,06470,CT,lawendy@sbcglobal.net,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),2021-11-10 00:10:27.5600000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,812910.0,,,
AMS CHIMNEY AND MASONRY LLC,LLC,Active,1319508,2020-03-31,1 BREWERY SQ APT S332,NEW HAVEN,06513,CT,AMAZZADRA89@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
PEACE SIGNS AND DRAGONFLIES LLC,LLC,Active,1319509,2021-03-31,6 MURRAY COURT,WATERFORD,06385,CT,Peacesignsanddragonflies@yahoo.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Musical Groups and Artists (711130),2021-11-10 00:10:27.5600000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,,,,
"REID HOLDINGS, LLC",LLC,Active,1319510,2022-03-31,231 OLD STAFFORD ROAD,TOLLAND,06084,CT,ebpsa@comcast.net,Domestic,2019-08-26,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2021-11-10 00:10:27.5600000,United States,,,,,,,,,,,,,,,,,,,,611699.0,,,
"100 NORTH WHITTLESEY, LLC",LLC,Active,1319511,2021-03-31,138 SOUTH WHITTLESEY AVENUE,WALLINGFORD,06492,CT,erik.edeen@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:27.5600000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531110.0,,,
"MAGIC MOUNTAIN CONSULTING, LLC",LLC,Active,1319513,2020-03-31,142 ROWLEY RD.,WOODBURY,06798,CT,DEBBIEGABRIELE@YAHOO.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
M EQUITIES LLC,LLC,Active,1319514,2020-03-31,1261 CENTRAL AVENUE,FAR ROCKAWAY,11691,NY,FILINGS@VCORPSERVICES.COM,Domestic,2019-08-26,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"CSA REALTY, LLC",LLC,Active,1319515,2022-03-31,100 AVON MEADOW LANE,AVON,06001,CT,katiecistulli@cbfs.us,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:10:27.5600000,United States,,,,,,,,,,,,,,,,,,,,531120.0,,,
"XPRESSGUARD, LLC",LLC,Active,1319516,2022-03-31,1155 MARLKRESS RD,CHERRY HILL,08003,NJ,state@securityresources.net,Foreign,2019-08-26,NV,NV,False,False,False,False,False,Security Guards and Patrol Services (561612),2021-11-10 00:10:27.6066667,United States,,,,,2019-08-12,"XPRESSGUARD, LLC",United States,"18000 E SAHARA AVE SUITE 107, LAS VEGAS, NV, 89104, United States",18000 E SAHARA AVE SUITE 107,LAS VEGAS,NV,89104,United States,"1155 MARLKRESS RD, CHERRY HILL, NJ, 08003, United States",1155 MARLKRESS RD,CHERRY HILL,NJ,8003.0,United States,561612.0,,,
LASH AND GLOW CT LLC,LLC,Active,1319517,2022-03-31,30 C HEBRON AVE,GLASTONBURY,06033,CT,carlaperalta89@hotmail.com,Domestic,2019-08-26,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),2021-11-10 00:10:27.6066667,United States,,,,,,,,,,,,,,,,,,,,812112.0,,,
CINFINITY LLC,LLC,Active,1319518,2020-03-31,758 WOODIN ST,HAMDEN,06514-1992,CT,QMJOHNSON92@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
TABOR PLACE LLC,LLC,Active,1319519,2022-03-31,4 COTTAGE PLACE UNIT B,GREENWICH,06830,CT,taborplaceco@gmail.com,Domestic,2019-08-26,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:10:27.6066667,United States,,,,,,,,,,,,,,,,,,,,,,,
FABIO DA COSTA PAINTING LLC,LLC,Active,1319521,2020-03-31,8 HILLSIDE ST FL 1,DANBURY,06810,CT,XANADUJK@AOL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
OLIVE BRANCH BAZAAR LLC,LLC,Active,1319522,2022-03-31,123 WITTER RD,SALEM,06420,CT,loso.christopher@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Used Merchandise Stores (453310),2021-11-10 00:10:27.6066667,United States,,,,,,,,,,,,,,,,,,,,453310.0,,,
RHYTHMHEARTS CREATIVE ARTS THERAPY LLC,LLC,Active,1319523,2020-03-31,145 CANAL STREET UNIT 217,SHELTON,06484,CT,BOBLAROSA@AOL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
DJC CONSTRUCTION LLC,LLC,Active,1319524,2020-03-31,665 WEST MAIN ST,WEST HAVEN,06516,CT,SANDRA@ATLANTISTAXLLC.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"Ability Resources, LLC",LLC,Active,1319525,2022-03-31,38 FLORENCE AVENUE,MILFORD,06460,CT,nforvil@gmail.com,Domestic,2019-08-26,CT,Connecticut,True,False,True,False,False,Document Preparation Services (561410),2021-11-10 00:10:27.6066667,United States,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"SUN ENTERPRISE, LLC",LLC,Active,1319526,2022-03-31,120 WEST AVON ROAD,AVON,06001,CT,Bristolctrentals@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:27.6066667,United States,,,,,,,,,,,,,,,,,,,,531110.0,,,
"GOOD PHYSIO CLINIC, INC",Stock,Active,1319527,2020-08-26,701 COTTAGE GROVE RD. SUITE B110,BLOOMFIELD,06002,CT,THECPAMOON@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,,Failure to file Annual Report,200.0,Annual report past due,,,,,,,,,,,,,,,,,,,,
RENATO SOARES TORRES LLC,LLC,Active,1319528,2022-03-31,38 FEDERAL RD,DANBURY,06810,CT,renatorst@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:10:27.6066667,United States,,,,,,,,,,,,,,,,,,,,236118.0,,,
SCULPTOR SOLUTIONS LLC,LLC,Active,1319530,2022-03-31,108 HOLLY MAR HILL ROAD,NORTHFORD,06472,CT,sculptorsolutions@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Software Publishers (511210),2021-11-10 00:10:27.6066667,United States,,,,,,,,,,,,,,,,,,,,,,,
AFFINITY AESTHETICS LLC,LLC,Active,1319531,2020-03-31,1177 POST RD,FAIRFIELD,06824,CT,RUTE@ATLANTISTAXLLC.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
C & U SERVICES LLC,LLC,Active,1319532,2020-03-31,83 WINDSOR ST 1FL,BRIDGEPORT,06606,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"TFORCE DIRECT, INC.",Stock,Active,1319535,2022-08-26,14881 QUORUM DRIVE SUITE 700,DALLAS,75254,TX,lynn.rosse@tforce.com,Foreign,2019-08-26,DE,DE,False,False,False,False,False,Couriers and Express Delivery Services (492110),2021-11-10 00:10:28.1200000,United States,,,,,2019-08-26,"TFORCE DIRECT, INC.",United States,,,,,,,,,,,,,,,,
AP HOLDINGS LLC,LLC,Dissolved,1319537,2022-03-31,543 OLD HARTFORD ROAD,COLCHESTER,06415,CT,apilarski0811@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:28.1200000,United States,,,,,,,,,,,,,,,,,,,,531110.0,2021-03-09T00:00:00.000,,
"BENRAP, LLC",LLC,Active,1319538,2022-03-31,135 RESEACH DRIVE,MILFORD,06460,CT,AMYM@TKVENTURES.BIZ,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2021-11-10 00:10:28.1200000,United States,,,,,,,,,,,,,,,,,,,,,,,
REFRESHED MEDICAL AESTHETICS,LLC,Active,1319539,2020-03-31,7 NORTH MAIN STREET,WEST HARTFORD,06107,CT,REFRESHEDMEDICALAESTHETICS@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
969 ELM LLC,LLC,Active,1319541,2022-03-31,23 HUBINGER ST,NEW HAVEN,06511,CT,jonahshanahan81@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:10:28.1200000,United States,,,,,,,,,,,,,,,,,,,,,,,
ENTOPUS LLC,LLC,Active,1319542,2020-03-31,157 CHURCH ST FL 19,NEW HAVEN,06510,CT,JON.DELOSSANTOS@ENTOPUS.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
VILLAN AUTO LLC,LLC,Active,1319543,2020-03-31,253 CLARK ST 2ND FL,BRIDGEPORT,06606,CT,VILLANAUTO@OUTLOOK.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"PRECIOUS HANDS, INC",Stock,Active,1319546,2020-08-26,611 ACCESS ROAD 3RD FL,STRATFORD,06615,CT,precioushandsinc@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,United States,Failure to file Annual Report,10000.0,Annual report past due,,,,,,,,,,,,,,,,,,,,
R&S HAULING LLC,LLC,Active,1319547,2022-03-31,64 PEDDLERS DR,BRANFORD,06405,CT,HBICREW@AOL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:10:28.1200000,United States,,,,,,,,,,,,,,,,,,,,484110.0,,,
MENDES GENERAL SERVICES LLC,LLC,Active,1319551,2020-03-31,99 GRANT ST,HARTFORD,06106,CT,USACONNECTION2017@GMAIL.COM,Domestic,2019-08-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"GTT, LLC",LLC,Active,1319552,2022-03-31,3000 C STREET SUITE 301,ANCHORAGE,99503,AK,complianceteam@cogencyglobal.com,Foreign,2019-08-26,NH,NH,False,False,False,False,False,Employment Placement Agencies (561311),2021-11-10 00:10:28.1200000,United States,,,,,2017-01-01,"GTT, LLC",United States,"233 VAUGHAN STREET SUITE 201, PORTSMOUTH, NH, 03801, United States",233 VAUGHAN STREET SUITE 201,PORTSMOUTH,NH,03801,United States,"233 VAUGHAN STREET SUITE 201, PORTSMOUTH, NH, 03801, United States",233 VAUGHAN STREET SUITE 201,PORTSMOUTH,NH,3801.0,United States,561311.0,,,
CT FIREARMS INSTRUCTION LLC.,LLC,Active,1319556,2022-03-31,5 POLK DRIVE,ENFIELD,06082,CT,DezielBessette@ctfirearminstruction.com,Domestic,2019-08-26,CT,Connecticut,False,True,False,True,False,Sports and Recreation Instruction (611620),2021-11-10 00:10:28.1533333,United States,,,,,,,,,,,,,,,,,,,,611620.0,,,
AVALANCHE FUND LLC,LLC,Active,1319568,2022-03-31,9 TOP SAIL ROAD,NORWALK,06853,CT,amy.shelton@taskpartnersllc.com,Domestic,2019-08-26,CT,Connecticut,True,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2021-11-10 00:10:28.1666667,United States,,,,,,,,,,,,,,,,,,,,551114.0,,,
EL SOL DELI LLC,LLC,Active,1319587,2021-03-31,1400 W BROAD ST UNIT #6,STRATFORD,06615,CT,elsoldeli1@gmail.com,Domestic,2019-08-26,CT,Connecticut,False,False,True,False,False,Limited-Service Restaurants (722513),2021-11-10 00:10:28.2000000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,722513.0,,,
PETERKHOME&YARDIMPROVEMENTLLC,LLC,Dissolved,1319617,2022-03-31,179 HOLLISTER DR,EAST HARTFORD,06118,CT,peterk283@icloud.com,Domestic,2019-08-26,CT,Connecticut,False,False,False,True,False,Residential Remodelers (236118),2021-11-10 00:10:28.7600000,United States,,,,,,,,,,,,,,,,,,,,236118.0,2021-06-30T00:00:00.000,,
