name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,category_survey_email_address,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,dissolution_date,mailing_address,date_of_organization_meeting,mailing_international_address
"YOU, ME & THE SEA, LLC",LLC,Active,,1328483,2022-03-31,11 MAIN STREET,ESSEX,06426,CT,youmeandtheseaessex@gmail.com,Domestic,2019-11-22,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5133333,United States,"Gift, Novelty, and Souvenir Stores (453220)",,,,,,,,,,,,,,,,,,,,,,,
"OAK CREEK FARM, LLC",LLC,Active,Ready for dissolution,1328484,2020-03-31,603 FLANDERS ROAD,WOODBURY,06798,CT,SMULCAHY@BHWLAWCT.COM,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5133333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"LEAD GEEKS COMPANY, LLC",LLC,Active,,1328486,2022-03-31,"90 INGHAM HILL ROAD, SUITE 11",OLD SAYBROOK,06475,CT,shaun@bjsullivan.com,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5133333,United States,Janitorial Services (561720),561720.0,,,,,,,,,,,,,,,,,,,,,,
FANCY J'S LLC,LLC,Active,Ready for dissolution,1328487,2020-03-31,1381 BOSTON AVE,BRIDGEPORT,06610,CT,MSDUNTIN26@GMAIL.COM,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5133333,United States,,,,,,,,,,,,,,,,,,,,,,,,
OFF THE EDGE LLC,LLC,Active,Ready for dissolution,1328489,2020-03-31,69 SPRING GLEN ROAD,NIANTIC,06357,CT,CASFROGAMENI@CHARTER.NET,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5133333,United States,,,,,,,,,,,,,,,,,,,,,,,,
AFTER WINTER PRODUCTIONS LLC,LLC,Active,,1328490,2022-03-31,15 ALGONQUIN RD,FAIRFIELD,06825,CT,Brandyn.Cooper@gmail.com,Domestic,2019-11-22,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:35.5133333,United States,Motion Picture and Video Production (512110),512110.0,,,,,,,,,,,,,,,,,,,,,,
HEAD STRONG PROJECT INC.,Non-Stock,Active,,1328491,2022-11-22,22 CHARLES STREET,WEST HAVEN,06516,CT,lois@getheadstrong.org,Foreign,2019-11-22,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,Other Grantmaking and Giving Services (813219),813219.0,,,2020-01-01,HEAD STRONG PROJECT INC.,United States,,,,,,,,,,,,,,,,,
EPC SERVICES COMPANY,Stock,Active,,1328492,2022-11-22,1241 S. 31ST STREET W,BILLINGS,59102,MT,nanseacarmichael@epcs.com,Foreign,2019-11-22,MT,MT,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,Power and Communication Line and Related Structures Construction (237130),237130.0,,,2020-01-01,EPC SERVICES COMPANY,United States,,,,,,,,,,,,,,,,,
"J. HOFFMAN THERAPY, LLC",LLC,Active,,1328493,2022-03-31,361 PARK RD SUITE 203,WEST HARTFORD,06119,CT,jhoffman@therapyemail.com,Domestic,2019-11-22,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,
HOMANS ASSOCIATES II LLC,LLC,Active,,1328496,2022-03-31,250 BALLARDVALE STREET,WILMINGTON,01887,MA,taxfilings@watsco.com,Foreign,2019-11-22,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers (423730),423730.0,,,2019-11-22,HOMANS ASSOCIATES II LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
"MACARTHUR PROPERTIES VENTURES, LLC",LLC,Active,,1328500,2022-03-31,140 EAST 56TH STREET,NEW YORK CITY,10022,NY,aconto@maccptl.com,Foreign,2019-11-22,NY,NY,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,Lessors of Other Real Estate Property (531190),,,,2019-06-19,"MACARTHUR PROPERTIES VENTURES, LLC",United States,"140 EAST 56TH STREET, NEW YORK CITY, NY, 10022,",140 EAST 56TH STREET,NEW YORK CITY,NY,10022,,"140 EAST 56TH STREET, NEW YORK CITY, NY, 10022, United States",140 EAST 56TH STREET,NEW YORK CITY,NY,10022,United States,,,,,
"RIBBON COMMUNICATIONS OPERATING COMPANY, INC.",Stock,Active,Annual report due,1328508,2021-11-22,4 TECHNOLOGY PARK DRIVE,WESTFORD,01886,MA,Compliancemail@cscinfo.com,Foreign,2019-11-22,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.0600000,United States,Computer Systems Design Services (541512),541512.0,,,2019-11-22,"RIBBON COMMUNICATIONS OPERATING COMPANY, INC.",United States,,,,,,,,,,,,,,,,,
ACED EVENTS LLC,LLC,Active,Ready for dissolution,1328515,2020-03-31,18 NAROMAKE AVENUE,NORWALK,06854,CT,ASHLEY@ACEDEVENTS.COM,Domestic,2019-11-22,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0600000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"320 HOGAN, LLC",LLC,Active,,1328516,2022-03-31,320 HOGAN ROAD,HAMDEN,06518,CT,tegan@alliancepowerllc.com,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0600000,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
"RDF ENTERPRISES, LLC",LLC,Active,,1328517,2022-03-31,4 SILWEN LN,NORWALK,06851,CT,rdblas718@gmail.com,Domestic,2019-11-22,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.0600000,United States,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,,,,
SOUTHBURY SELF STORAGE LLC,LLC,Active,,1328518,2022-03-31,82 POVERTY RD,SOUTHBURY,06488,CT,rob@southburystorage.com,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0600000,United States,Lessors of Miniwarehouses and Self-Storage Units (531130),531130.0,,,,,,,,,,,,,,,,,,,,,,
"DREAM BODY ESTHETICS, LLC",LLC,Active,Annual report past due,1328519,2021-03-31,107 CARMEL ST,NEW HAVEN,06511,CT,l_mayes1mayes@aol.com,Domestic,2019-11-22,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:36.0600000,United States,Other Performing Arts Companies (711190),711190.0,,,,,,,,,,,,,,,,,,,,,,
PREPPING GOD'S GOODNESS LLC,LLC,Active,Annual report past due,1328520,2021-03-31,64 KINGSBURY RD,BRIDGEPORT,06610,CT,LIAMIL206@GMAIL.COM,Domestic,2019-11-22,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:36.0600000,United States,Snack and Nonalcoholic Beverage Bars (722515),722515.0,,,,,,,,,,,,,,,,,,,,,,
YOU DESERVE IT LLC,LLC,Active,Ready for dissolution,1328521,2020-03-31,75 WHEELER AVE APT.412,BRIDGEPORT,06606,CT,YOUDESERVEITLLC@GMAIL.COM,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0600000,United States,,,,,,,,,,,,,,,,,,,,,,,,
ZBEYUND GROUP LLC,LLC,Active,Ready for dissolution,1328522,2020-03-31,941 WEST BLVD,HARTFORD,06105-1964,CT,SHANIELB@YAHOO.COM,Domestic,2019-11-22,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0600000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"ELITE CLEANERS, LLC",LLC,Active,Ready for dissolution,1328527,2020-03-31,241 WESTERN HOOK TERRACE,SOUTHBURY,06488,CT,,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
RD WEIS OF CONNECTICUT LLC,LLC,Active,Ready for dissolution,1328528,2020-03-31,200 CLEARBROOK ROAD STE 1429,ELMSFORD,10523,NY,,Foreign,2019-11-22,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1066667,,,,,,2019-11-21,RD WEIS OF CONNECTICUT LLC,,,,,,,,,,,,,,,,,,
QET LLC,LLC,Active,Annual report past due,1328530,2021-03-31,27 EDEN AVENUE,SOUTHINGTON,06489,CT,harrysconstruction1@gmail.com,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,United States,New Multifamily Housing Construction (except For-Sale Builders) (236116),,,,,,,,,,,,,,,,,,,,,,,
WAIZE EQUITIES LLC,LLC,Active,Ready for dissolution,1328545,2020-03-31,1650 EASTERN PARKWAY STE 210,BROOKLYN,11233,NY,ZGLICK@UPREALTYNY.COM,Domestic,2019-11-22,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1366667,United States,,,,,,,,,,,,,,,,,,,,,,,,
SNAP EQUITIES LLC,LLC,Active,Ready for dissolution,1328546,2020-03-31,1650 EASTERN PARKWAY STE 210,BROOKLYN,11233,NY,ZGLICK@UPREALTYNY.COM,Domestic,2019-11-22,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1366667,United States,,,,,,,,,,,,,,,,,,,,,,,,
MODISH MEEK LLC,LLC,Active,Ready for dissolution,1328647,2020-03-31,820 D WINDSOR AVE,WINDSOR,06095,CT,MODISHMEEKHAIRBOUTIQUE@GMAIL.COM,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.3400000,,,,,,,,,,,,,,,,,,,,,,,,,
"CREATE GROUP NYC, LLC",LLC,Active,,1328651,2022-03-31,180 VARICK ST STE 212,NEW YORK,10014,NY,FILINGMANAGER@CAPITOLSERVICES.COM,Foreign,2019-11-22,NY,NY,False,False,False,False,False,,2021-11-10 00:10:37.3400000,United States,Advertising Agencies (541810),541810.0,,,2019-11-22,"CREATE GROUP NYC, LLC",United States,"180 VARICK ST STE 212, NEW YORK, NY, 10014,",180 VARICK ST STE 212,NEW YORK,NY,10014,,"180 VARICK ST STE 212, NEW YORK, NY, 10014, United States",180 VARICK ST STE 212,NEW YORK,NY,10014,United States,,,,,
TERESA FAMILY DAYCARE LLC,LLC,Active,Ready for dissolution,1328654,2020-03-31,142 TREMONT ST,NEW BRITAIN,06051,CT,,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.3400000,,,,,,,,,,,,,,,,,,,,,,,,,
MARY KINSELLA-SHAW LLC,LLC,Dissolved,,1328463,2021-03-31,31 WARRENVILLE ROAD,MANSFIELD CENTER,06250,CT,KSHAWMARY@GMAIL.COM,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:58.3266667,United States,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,2020-11-23T00:00:00.000,,,
"BAKKER KOVERAGE INSURANCE, LLC",LLC,Dissolved,,1328402,2020-03-31,657 ENFIELD STREET,ENFIELD,06082,CT,BRIANSHEA@KOVERAGEGROUP.COM,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:01.4533333,United States,,,,,,,,,,,,,,,,,,,,,2019-12-05T00:00:00.000,,,
INTERSTATE REALTY LLC,LLC,Dissolved,,1328472,2020-03-31,284 SHORE ROAD,CHESCHIRE,06410,CT,203LUIGI@GMAIL.COM,Domestic,2019-11-22,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:04:04.0400000,,,,,,,,,,,,,,,,,,,,,,2019-12-11T00:00:00.000,,,
J&F AUTO & TIRE LLC,LLC,Dissolved,,1328379,2020-03-31,3054 MAIN STREET,HARTFORD,06120,CT,WILLPARK30@GMAIL.COM,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:50.9400000,United States,,,,,,,,,,,,,,,,,,,,,2020-03-02T00:00:00.000,,,
PATRICK LLC,LLC,Dissolved,,1328513,2020-03-31,101 MERRITT  7 SUITE 300,NORWALK,06851,CT,MICHAEL@THEPATRICKLAWOFFICE.COM,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:55.2733333,United States,,,,,,,,,,,,,,,,,,,,,2020-04-27T00:00:00.000,,,
"OCC DESIGNS, LLC",LLC,Withdrawn,,1328352,2021-03-31,11 CORPORATE DR,BELMONT,03220,NH,geoffg@opechee.com,Foreign,2019-11-22,NH,NH,False,False,False,False,False,,2021-11-10 00:05:14.0933333,United States,Architectural Services (541310),,,,2019-11-22,"OCC DESIGNS, LLC",United States,"11 CORPORATE DR, BELMONT, NH, 03220, United States",11 CORPORATE DR,BELMONT,NH,03220,United States,"11 CORPORATE DR, BELMONT, NH, 03220, United States",11 CORPORATE DR,BELMONT,NH,03220,United States,,,,,
TASTY'S LLC,LLC,Dissolved,,1328420,2020-03-31,284 SHORE ROAD,OLD LYME,06371,CT,203LUIGI@GMAIL.COM,Domestic,2019-11-22,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:03:26.0200000,,,,,,,,,,,,,,,,,,,,,,2019-12-02T00:00:00.000,,,
ZARK ENTERPRISES LLC,LLC,Dissolved,,1328470,2020-03-31,321 S. MAIN ST.,MARLBOROUGH,06447,CT,ZARK.ENTERPRISES.US@GMAIL.COM,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:28.7100000,United States,,,,,,,,,,,,,,,,,,,,,2020-09-02T00:00:00.000,,,
"KINETEX HEALTH SOLUTIONS, LLC",LLC,Dissolved,,1328428,2020-03-31,LEE FARM CORPORATE PARK 83 WOOSTER HEIGHTS RD. STE 125,DANBURY,08610,CT,SARAHM@THEKINETIXGROUP.COM,Domestic,2019-11-22,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:24.5833333,United States,,,,,,,,,,,,,,,,,,,,,2019-12-19T00:00:00.000,,,
ZAM ZAM LLC,LLC,Active,Ready for dissolution,1328467,2020-03-31,952 MANCHESTER ROAD,GLASTONBURY,06033,CT,ZAKIRG1994@GMAIL.COM,Domestic,2019-11-23,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4666667,United States,,,,,,,,,,,,,,,,,,,,,,,,
THE HEALING GARDEN FARM LLC,LLC,Active,,1328468,2022-03-31,94 NORTONTOWN RD,GUILFORD,06437,CT,thehealinggardenfarm@gmail.com,Domestic,2019-11-23,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.4666667,United States,All Other Miscellaneous Crop Farming (111998),,,,,,,,,,,,,,,,,,,,,,,
SOMOW WIRELESS LLC,LLC,Active,Ready for dissolution,1328498,2020-03-31,2389 MAIN ST,HARTFORD,06120,CT,TARIQSAEED16@HOTMAIL.COM,Domestic,2019-11-23,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
CITIZEN SHIELD INC.,Non-Stock,Active,Annual report due,1328499,2021-11-23,437 BARNES RD,WALLINGFORD,06492,CT,Support@citizenshield.org,Domestic,2019-11-23,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,Other Social Advocacy Organizations (813319),,,,,,,,,,,,,,,,,,,,,,,
YARDMASTERS LAWN CARE LLC,LLC,Active,,1328501,2022-03-31,20 WESTLAND STREET,MANCHESTER,06042,CT,mrscorylopez@gmail.com,Domestic,2019-11-23,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,
RAYSON GARAGE DOORS LLC,LLC,Active,,1328502,2022-03-31,52 LOVERS LANE,MONROE,06468,CT,Patslover73@gmail.com,Domestic,2019-11-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,All Other Specialty Trade Contractors (238990),238990.0,,,,,,,,,,,,,,,,,,,,,,
"CONSOLI BORTOLAN LAW GROUP, LLC",LLC,Active,,1328503,2022-03-31,ONE FINANCIAL PLAZA 755 MAIN STREET,HARTFORD,06103,CT,kconsoli@cblawgrp.com,Domestic,2019-11-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,All Other Legal Services (541199),541199.0,,,,,,,,,,,,,,,,,,,,,,
YARD BOYS SEASONAL SERVICE LLC,LLC,Active,Ready for dissolution,1328504,2020-03-31,1072 MERIDEN RD,WATERBURY,06705,CT,YARDBOYS.SEASONAL@GMAIL.COM,Domestic,2019-11-23,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"JEOVAINE DE SOUZA COELHO, LLC",LLC,Active,Ready for dissolution,1328505,2020-03-31,5 WILLOW ST 2FL,BETHEL,06801,CT,AGENCIADXR@GMAIL.COM,Domestic,2019-11-23,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
NOMAD LLC,LLC,Active,Ready for dissolution,1328506,2020-03-31,45 ELLSWORTH,HARTFORD,06114,CT,NOMADLLC99@GMAIL.COM,Domestic,2019-11-23,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
BAIMAR BEAUTY LLC,LLC,Active,Ready for dissolution,1328507,2020-03-31,971 BOSTON POST RD,WEST HAVEN,06516,CT,NASHALIEJ@HOTMAIL.COM,Domestic,2019-11-23,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"PLATINUM GEAR PRODUCTIONS, LLC",LLC,Active,,1328509,2022-03-31,2 N MAIN ST,JEWETT CITY,06351,CT,platinumgearpro@gmail.com,Domestic,2019-11-23,CT,Connecticut,False,True,False,True,False,,2021-11-10 00:10:36.0600000,United States,Motion Picture and Video Production (512110),512110.0,,,,,,,,,,,,,,,,,,,,,,
GF2 SERVICES LLC,LLC,Active,Ready for dissolution,1328510,2020-03-31,1800 BALDWIN ST 1ST FL,WATERBURY,06706,CT,BRTAX18@GMAIL.COM,Domestic,2019-11-23,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0600000,United States,,,,,,,,,,,,,,,,,,,,,,,,
ENGINE 22 LLC,LLC,Active,,1328511,2022-03-31,52 KENT CORNWALL ROAD,KENT,06757,CT,mauriguy@sbcglobal.net,Domestic,2019-11-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0600000,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,,,
THE FAMILY COMPANY LLC,LLC,Active,Annual report past due,1328512,2021-03-31,36 BLUECLIFF TERRACE  UNIT# 284,NEW HAVEN,06513,CT,HALBOSWARD@GMAIL.COM,Domestic,2019-11-23,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:36.0600000,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,,,
GAJE LLC,LLC,Active,Ready for dissolution,1325338,2020-03-31,97 LEWIS STREET,GREENWICH,06830,CT,TORTOISELOVER5@GMAIL.COM,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4033333,,,,,,,,,,,,,,,,,,,,,,,,,
"VENUE SERVICES HARTFORD CONCESSIONS, LLC",LLC,Active,,1328485,2022-03-31,914 HARTFORD TURNPIKE,WATERFORD,06385,CT,Compliancemail@cscinfo.com,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5133333,United States,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,,,,,,,,,,,,,,,,,,,,,,
VZ REALTY LIMITED LIABILITY COMPANY,LLC,Active,,1328488,2022-03-31,1051 GUNGYWAMP RD,GROTON,06340,CT,crown2515@hotmail.com,Domestic,2019-11-25,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5133333,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
"CENTRAL HEALTH UNIFORM, LLC",LLC,Active,Ready for dissolution,1328495,2020-03-31,127 TUNXIS HILL RD. STE2,FAIRFIELD,06825,CT,CENTRALHEALTHUNIFORM@GMAIL.COM,Domestic,2019-11-25,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
WILIAN GUILLERMO GUAMAN RIVERA LLC,LLC,Active,Ready for dissolution,1328497,2020-03-31,1239 BANTAM RD,BANTAM,06750-1407,CT,MULTISERVICE@7STATECT.COM,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
ASHANTI LIMO SERVICE LLC,LLC,Active,Ready for dissolution,1328514,2020-03-31,55 YARWOOD STREET,STRATFORD,06615,CT,MFGOTTI20@GMAIL.COM,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0600000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"STONINGTON VETERINARY GROUP, PLLC",LLC,Active,,1328523,2022-03-31,785 STONINGTON ROAD,STONINGTON,06378,CT,sswinamer@hotmail.com,Domestic,2019-11-25,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.0600000,United States,Veterinary Services (541940),541940.0,,,,,,,,,,,,,,,,,,,,,,
"SWIN PROPERTIES, LLC",LLC,Active,,1328525,2022-03-31,"C/O SONYA L. SWINAMER, DVM 9 ROSSIE STREET",MYSTIC,06355,CT,sswinamer@hotmail.com,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0600000,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,,,
DIOMAR SERVICES LLC,LLC,Active,Annual report past due,1328526,2021-03-31,69 LINCOLN AVE,BRIDGEPORT,06606,CT,dinomarlb@hotmail.com,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,United States,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,,,,,
"EN-MED INVESTORS DE, LLC",LLC,Active,Ready for dissolution,1328529,2020-03-31,"8 THE GREEN, SUITE #4318",DOVER,19901,DE,,Foreign,2019-11-25,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1066667,,,,,,2019-11-25,"EN-MED INVESTORS DE, LLC",,"8 THE GREEN, SUITE #4318, DOVER, DE, 19901,","8 THE GREEN, SUITE #4318",DOVER,DE,19901,,"8 THE GREEN, SUITE #4318, DOVER, DE, 19901,","8 THE GREEN, SUITE #4318",DOVER,DE,19901,,,,,,
CHARTIERS GENERAL CARPENTRY INC,Stock,Active,Annual report past due,1328531,2020-11-25,78 ROGERS AVE,WEST SPRINGFIELD,01089,MA,CHARTIERSGC@GMAIL.COM,Foreign,2019-11-25,MA,MA,False,False,False,False,False,,2021-11-10 00:10:36.1066667,United States,,,,,2019-11-25,CHARTIERS GENERAL CARPENTRY INC,United States,,,,,,,,,,,,,,,,,
A & T FAMILY PAINTING LLC,LLC,Active,Ready for dissolution,1328532,2020-03-31,8 LOCKWOOD AVE APT 1,STAMFORD,06902,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1066667,United States,,,,,,,,,,,,,,,,,,,,,,,,
ARINC INCORPORATED,Stock,Active,Annual report due,1328533,2021-11-25,2551 RIVA ROAD,ANNAPOLIS,21401,MD,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-11-25,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.1066667,United States,Engineering Services (541330),541330.0,,,2019-05-01,ARINC INCORPORATED,United States,,,,,,,,,,,,,,,,,
A.Y.M.GENERAL SERVICES LLC,LLC,Active,Ready for dissolution,1328534,2020-03-31,9 TORY LN,NEW MILFORD,06776,CT,A.M.Y.GENERALSERVICES@GMAIL.COM,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1066667,United States,,,,,,,,,,,,,,,,,,,,,,,,
DARIEN SPA NAIL CORP.,Stock,Active,Annual report due,1328535,2021-11-25,355 BOSTON POST RD,DARIEN,06820,CT,darienspanail@outlook.com,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,United States,Nail Salons (812113),812113.0,,200.0,,,,,,,,,,,,,,,,,,,,
WESTPORT TAX ADVISORS LLC,LLC,Active,,1328536,2022-03-31,1 LONG LOTS LANE,WESTPORT,06880,CT,olga.santoro@westporttaxadvisors.com,Domestic,2019-11-25,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.1066667,United States,Tax Preparation Services (541213),541213.0,,,,,,,,,,,,,,,,,,,,,,
MYSTERY PUZZLER LLC,LLC,Active,,1328537,2022-03-31,55 BRIAR LANE,SOUTHINGTON,06489,CT,zig.burzacki@gmail.com,Domestic,2019-11-25,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.1066667,United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,,,,,,,,,,,,,,,,,,,,,,
"DYNAMIC LOGISTICS, LLC",LLC,Active,Ready for dissolution,1328538,2020-03-31,15 OVERLOOK COURT,PORTLAND,06480,CT,DYNAMICLOGISTICSCT@GMAIL.COM,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1066667,United States,,,,,,,,,,,,,,,,,,,,,,,,
"OSJ OF WILLIMANTIC, LLC",LLC,Active,,1328539,2022-03-31,375 COMMERCE PARK ROAD,NORTH KINGSTOWN,02852,RI,t.baran@osjl.com,Domestic,2019-11-25,RI,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,United States,All Other General Merchandise Stores (452319),452319.0,,,,,,,,,,,,,,,,,,,,,,
JB ATLANTIC LLC,LLC,Active,,1328540,2022-03-31,19 DANIEL COURT,WESTPORT,06880,CT,Ashley@rcmycpa.com,Domestic,2019-11-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1066667,United States,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,
