name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,country_formation,dissolution_date,billing_unit,mailing_jurisdiction_country,office_in_jurisdiction_country,date_of_organization_meeting,category_survey_email_address
STONE VENTURES LTD. LIABILITY COMPANY,LLC,Active,,1322343,2022-03-31,14 ALCOTT RD,WOLCOTT,United States,06716,CT,EFILE1234@INCFILE.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4500000,Cut Stone and Stone Product Manufacturing (327991),812990.0,,,,,,,,,,,,,,,,,,,,
RK WOODWORKING LTD. LIABILITY COMPANY,LLC,Active,,1322344,2022-03-31,162SEXTON ST APT9,NEW BRITAIN,United States,06053,CT,EFILE1234@INCFILE.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4500000,Finish Carpentry Contractors (238350),812990.0,,,,,,,,,,,,,,,,,,,,
LITTLE NARRAGANSETT BAY LLC,LLC,Active,Ready for dissolution,1322345,2020-03-31,4 BINGHAM ROAD,CANTERBURY,United States,06331,CT,TBSTRMISKA@CHARTER.NET,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4500000,,,,,,,,,,,,,,,,,,,,,,
"TIDY UP WITH MICHELLE, LLC",LLC,Active,Ready for dissolution,1322348,2020-03-31,139 RIVER RD 139 RIVER RD,PAWCATUCK,United States,06379-1964,CT,M.S.MURPHY@COMCAST.NET,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4500000,,,,,,,,,,,,,,,,,,,,,,
CIPLES CO.,Non-Stock,Active,First report past due,1322349,2021-09-24,No information provided,,,,,CIPLESOWN@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4500000,,,,,,,,,,,,,,,,,,,,,,
BUILD NOW NYC INC,Non-Stock,Active,Annual report past due,1322350,2020-09-24,565 ATLANTIC AVE,BROOKLYN,United States,11217,NY,BUILDNOWNYC@GMAIL.COM,Foreign,2019-09-24,NY,NY,False,False,False,False,False,,2021-11-10 00:10:33.4500000,,,,2019-10-01,BUILD NOW NYC INC,,,,,,,,,,,United States,,,,,,
EASTCOASTEVO LLC,LLC,Active,Ready for dissolution,1322351,2020-03-31,25 OLD KINGS HWY N STE 13 #255,DARIEN,United States,06820,CT,MIKE@EVOLUTION-PT.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4500000,,,,,,,,,,,,,,,,,,,,,,
KING AND BEAR TICKETS LLP,LLP,Active,Annual report past due,1322352,2020-09-24,140 WESTFIELD RD,MILFORD,United States,06461,CT,KINGANDBEAR22@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4500000,,,,,,,,,,,,,,,,,,,,,,
"MY CHOICE, LLC",LLC,Active,Ready for dissolution,1322353,2020-03-31,23 CLARENDON ST.,HARTFORD,United States,06114,CT,BUYMYCHOICE1@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4500000,,,,,,,,,,,,,,,,,,,,,,
"YS, LLC",LLC,Active,,1322354,2022-03-31,106 RIVER RD,SHELTON,United States,06484,CT,abedyacoub106@gmail.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4500000,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
C&V PROFESSIONAL CLEANING SERVICES LLC,LLC,Dissolved,,1322355,2020-03-31,40 TAYLOR AVENUE,NORWALK,United States,06854,CT,BIBIANAMLC@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,2021-02-08T00:00:00.000,,,,,
SCOTT STATES LLC,LLC,Dissolved,,1322356,2021-03-31,51 HUBBELL MOUNTAIN RD,SHERMAN,United States,06784,CT,scottstates67@gmail.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0433333,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,2021-02-04T00:00:00.000,,,,,
SOFIA'S KITCHEN LLC,LLC,Active,Ready for dissolution,1322357,2020-03-31,300 DIXWELL AVE,NEW HAVEN,,06511,CT,GLARIELYS2@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,
"BLACK WOLF PROPERTIES, LLC",LLC,Active,,1322358,2022-03-31,54 DANBURY ROAD SUTE 297,RIDGEFIELD,United States,06877,CT,cbishop@northamericanmotorcar.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0433333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,
"ZINSIA HOLDINGS, LLC",LLC,Active,Ready for dissolution,1322359,2020-03-31,680 QUINNIPIAC CT.,CHESHIRE,United States,06410,CT,MJSIAVRAKAS@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,
"CORNERSTONE INSURANCE PLACEMENTS, LLC",LLC,Active,Ready for dissolution,1322361,2020-03-31,114 NORTHWEST LAWTON ROAD,PORT SAINT LUCIE,United States,34986,FL,STEPHEN.HODGE@CORNERSTONEPEO.COM,Foreign,2019-09-24,FL,FL,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,2019-09-20,"CORNERSTONE INSURANCE PLACEMENTS, LLC","114 NORTHWEST LAWTON ROAD, PORT SAINT LUCIE, FL, 34986, United States",114 NORTHWEST LAWTON ROAD,PORT SAINT LUCIE,FL,34986,"114 NORTHWEST LAWTON ROAD, PORT SAINT LUCIE, FL, 34986, United States",114 NORTHWEST LAWTON ROAD,PORT SAINT LUCIE,FL,34986,United States,,,United States,United States,,
NEW PHASE CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1322362,2020-03-31,28 BRITTON RD,BRISTOL,United States,06010,CT,ST.DENIS@OUTLOOK.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,
"JOELKENTAFFILIATE.COM, LLC",LLC,Active,Ready for dissolution,1322363,2020-03-31,34 ATTAWAUGAN CROSSING RD,DAYVILLE,United States,06241,CT,JKJK21@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,
"JUAN PHILLIP JUNCO MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1322364,2020-03-31,570 PEARL HARBOR ST,BRIDGEPORT,United States,06610,CT,MIKEGLIFE@YAHOO.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,
SPORTSMAN BABERSHOP LLC,LLC,Active,Ready for dissolution,1322365,2020-03-31,564 WEST MAIN ST,NEW BRITAIN,United States,06053,CT,PROFORMSLLC@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,
FOUR I'S PHOTOBOOTH AND PARTY RENTAL LLC,LLC,Dissolved,Ready for dissolution,1322366,2020-03-31,603 GOLDENROD AVE,BRIDGEPORT,United States,06606,CT,4IIII.PB.PR@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,2021-09-27T00:00:00.000,,,,,
MOSENTERTAINMENT LLC,LLC,Active,Ready for dissolution,1322367,2020-03-31,51 FRANK STREET,NEW HAVEN,United States,06513,CT,MOSENTERTAINMENT227@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,
"PHOENIX TRADING & COMMERCE, LLC",LLC,Active,Ready for dissolution,1322368,2020-03-31,447 GOSHEN RD,LITCHFIELD,United States,06759,CT,KONGHPANG@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,
B&E SERVICES LLC,LLC,Active,Ready for dissolution,1322369,2020-03-31,85 SPRING ST,NAUGATUCK,United States,06770,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,,,,,,,,,,,,,,,,,,,,,
DEEP INSIGHT 365 INC,Stock,Active,First report past due,1322370,2021-09-24,No information provided,,,,,OFFICE@ACCESSCONSULTINGUSA.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0433333,,,100.0,,,,,,,,,,,,,,,,,,,
"NEWPORT HARTFORD MANAGEMENT, LLC",LLC,Active,,1322371,2022-03-31,4290 NEW TOWN AVE,WILLIAMSBURG,United States,23188,VA,complianceteam@cogencyglobal.com,Foreign,2019-09-24,VA,VA,False,False,False,False,False,,2021-11-10 00:10:34.0433333,Hotels (except Casino Hotels) and Motels (721110),721110.0,,2019-09-26,"NEWPORT HARTFORD MANAGEMENT, LLC","4290 NEW TOWN AVE, WILLIAMSBURG, VA, 23188, United States",4290 NEW TOWN AVE,WILLIAMSBURG,VA,23188,"4290 NEW TOWN AVE, WILLIAMSBURG, VA, 23188, United States",4290 NEW TOWN AVE,WILLIAMSBURG,VA,23188,United States,,,United States,United States,,
"WENTWORTH CAPITAL, LLC",LLC,Active,Annual report past due,1322372,2021-03-31,"1 SMITH STREET BUILDING B, SUITE 101",NORWALK,United States,06851,CT,pat@discala.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0733333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,
RODRIGO SANTOS LLC,LLC,Active,Ready for dissolution,1322373,2020-03-31,150 W CEDAR ST APT 17,NORWALK,,06854,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0733333,,,,,,,,,,,,,,,,,,,,,,
"MATERIAL HANDLING SALES, INC.",Stock,Active,,1322374,2022-09-24,20 DOWNEAST DRIVE,YARMOUTH,United States,04096,ME,managedreports@incorp.com,Foreign,2019-09-24,ME,ME,False,False,False,False,False,,2021-11-10 00:10:34.0733333,Industrial Machinery and Equipment Merchant Wholesalers (423830),423830.0,,2019-09-24,"MATERIAL HANDLING SALES, INC.",,,,,,,,,,,United States,,,,,,devin.rezentes@incorp.com
EZ CATER AND MARKET LLC,LLC,Active,Ready for dissolution,1322375,2020-03-31,69 VALLEY RD,COS COB,United States,06807,CT,OFFICE@ACCESSCONSULTINGUSA.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0733333,,,,,,,,,,,,,,,,,,,,,,
DOUBLE UP DANCE STUDIO LLC,LLC,Active,Annual report past due,1322376,2021-03-31,2215 BLACK ROCK TURNPIKE,FAIRFIELD,United States,06825,CT,nicolle.dunn@doubleupdancestudio.com,Domestic,2019-09-24,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:34.0733333,Dance Companies (711120),711120.0,,,,,,,,,,,,,,,,,,,,
CESAR V ROBLES LLC,LLC,Active,Ready for dissolution,1322377,2020-03-31,12 MOORE ST APT 2,STAMFORD,,06902,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0733333,,,,,,,,,,,,,,,,,,,,,,
"RESCUE RESOURCE CENTER, LLC",LLC,Active,,1322378,2022-03-31,480 WAKELEE AVE,STRATFORD,United States,06614,CT,CarolMorabito@gmail.com,Domestic,2019-09-24,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.0733333,Pet Care (except Veterinary) Services (812910),,,,,,,,,,,,,,,,,,,,,
JOHN'S HANDYMAN SERVICE LLC,LLC,Active,Annual report past due,1322379,2021-03-31,60 TOLL GATE LN,AVON,United States,06001,CT,Johnshandymanservicellc@gmail.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0733333,All Other Specialty Trade Contractors (238990),238990.0,,,,,,,,,,,,,,,,,,,,
PBJ HOLDING LLC,LLC,Active,Annual report past due,1322380,2021-03-31,1111 E PUTNAM AVE STE 300,RIVERSIDE,United States,06851,CT,tuna84@aol.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0733333,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
"GAMMA USA, INC.",Stock,Active,Annual report past due,1322382,2020-09-24,"200 HUDSON STREET, SUITE 900",JERSEY CITY,United States,07311,NJ,ROBIN.DONG@GAMMANA.COM,Foreign,2019-09-24,FL,FL,False,False,False,False,False,,2021-11-10 00:10:34.0733333,,,,2019-09-24,"GAMMA USA, INC.",,,,,,,,,,,United States,,,,,,
3D BENEFIT SOLUTIONS LLC,LLC,Active,,1322383,2022-03-31,405 BELLEVUE ST,HARTFORD,United States,06120,CT,nichole@3dbenefitsolutions.com,Domestic,2019-09-24,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:34.0733333,Insurance Agencies and Brokerages (524210),524210.0,,,,,,,,,,,,,,,,,,,,
"SOLE SURGICAL, LLC",LLC,Active,Annual report past due,1322384,2021-03-31,231 WOODRUFF STREET,SOUTHINGTON,United States,06489,CT,BLANCHETTEALYSSA@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0733333,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,,
VRV CORPORATION,Stock,Active,Annual report past due,1322385,2021-09-24,ONE STATION PLAZA SUITE 2A,MAMARONECK,United States,10543,NY,johnsr@vercoproperties.com,Foreign,2019-09-24,NY,NY,False,False,False,False,False,,2021-11-10 00:10:34.0733333,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2019-09-24,VRV CORPORATION,,,,,,,,,,,United States,,,,,,
CGY CONSTRUCTION LLC,LLC,Active,,1322386,2022-03-31,44 KAREN DR,NORWALK,United States,06851,CT,cristianmoncada7@yahoo.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0733333,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,
"CAPTAIN MILLENNIAL, LLC",LLC,Active,,1322387,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,captmillennial@gmail.com,Domestic,2019-09-24,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.0733333,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,,,,,,,,
BLEICHMAR FONTI & AULD LLP,LLP,Active,,1322388,2022-09-24,7 TIMES SQUARE 27TH FLOOR,NEW YORK,United States,10036,NY,mrusso@bfalaw.com,Foreign,2019-09-24,NY,NY,False,False,False,False,False,,2021-11-10 00:10:34.0733333,Offices of Lawyers (541110),541110.0,,2019-09-24,BLEICHMAR FONTI & AULD LLP,,,,,,,,,,,United States,,,,,,
"ROCKETDOG, LLC",LLC,Active,Annual report past due,1322389,2021-03-31,1379 NEWFIELD ST,MIDDLETOWN,United States,06457,CT,QUEENIEKMC@AOL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.0733333,Other Direct Selling Establishments (454390),454390.0,,,,,,,,,,,,,,,,,,,,
BARRIER COMPLIANCE SERVICES LLC,LLC,Active,,1322391,2022-03-31,8245 NIEMAN ROAD,LENEXA,United States,66214,KS,kmoll@barriercompanies.com,Foreign,2019-09-24,KS,KS,False,False,False,False,False,,2021-11-10 00:10:34.1066667,Building Inspection Services (541350),541350.0,,2019-09-23,BARRIER COMPLIANCE SERVICES LLC,"8245 NIEMAN ROAD, LENEXA, KS, 66214, United States",8245 NIEMAN ROAD,LENEXA,KS,66214,"8245 NIEMAN ROAD, LENEXA, KS, 66214, United States",8245 NIEMAN ROAD,LENEXA,KS,66214,United States,,,United States,United States,,
R&V WOOD FLOORS LLC,LLC,Active,,1322392,2022-03-31,89 WALNUT TREE HILL RD,SHELTON,United States,06484,CT,INFO@RVWOODFLOORS.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,Flooring Contractors (238330),,,,,,,,,,,,,,,,,,,,,
"THRIVING POTENTIAL, PLLC",LLC,Active,,1322394,2022-03-31,2 CHAPMAN LANE UNIT 16,GALES FERRY,United States,06335,CT,thrivingpotentialllc@gmail.com,Domestic,2019-09-24,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.1066667,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,
GGJ GENERAL CONSTRUCTION LLC,LLC,Active,,1322395,2022-03-31,53 KATHRINE DR,HAMDEN,United States,06514,CT,george197212@gmail.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,True,False,,2021-11-10 00:10:34.1066667,All Other Specialty Trade Contractors (238990),238990.0,,,,,,,,,,,,,,,,,,,,
221 JEFFERSON STREET LLC,LLC,Active,,1322396,2022-03-31,18 HAZEL STREET UNIT 1,STAMFORD,United States,06902,CT,management@constitutionmgmt.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,
"B.M.H. DEVELOPMENT, LLC",LLC,Active,,1322397,2022-03-31,2 HILLSIDE STREET,WEST HAVEN,United States,06516,CT,BMHDEVELOPMENTLLC@gmail.com,Domestic,2019-09-24,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:34.1066667,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
223 JEFFERSON STREET LLC,LLC,Active,,1322398,2022-03-31,18 HAZEL STREET UNIT 1,STAMFORD,United States,06902,CT,management@constitutionmgmt.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,
J GARCIA CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1322400,2020-03-31,29 CATHERINE AVE,WATERBURY,United States,06704,CT,REALSOLUTIONCT@YAHOO.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1066667,,,,,,,,,,,,,,,,,,,,,,
KATHRYN HERMAN DESIGN LLC,LLC,Active,,1322401,2022-03-31,215 ELM STREET,NEW CANAAN,United States,06840,CT,kathryn@kathrynhermandesign.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,Landscape Architectural Services (541320),541320.0,,,,,,,,,,,,,,,,,,,,
ZOE INVESTMENTS LLC,LLC,Active,,1322402,2022-03-31,500 WESTOVER DR #12803,SANFORD,United States,27330,NC,zoeinvestllc@gmail.com,Domestic,2019-09-24,NC,Connecticut,False,False,True,False,False,,2021-11-10 00:10:34.1066667,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
BROADSTONE LLC,LLC,Active,,1322403,2022-03-31,360 KENT ROAD SOUTH,CORNWALL BRIDGE,United States,06754,CT,broadstonemgmt@gmail.com,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,Landscaping Services (561730),561730.0,,,,,,,,,,,,,,,,,,,,
1406 STRATFORD AVE LLC,LLC,Active,,1322405,2022-03-31,45 EAST 89TH ST #7A,NEW YORK,United States,10128,NY,mjlucaj@gmail.com,Domestic,2019-09-24,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
MODA PHARMACEUTICALS LLC,LLC,Active,Ready for dissolution,1322407,2020-03-31,321 BLAKE CIRCLE,HAMDEN,,06517,CT,,Foreign,2019-09-24,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1066667,,,,2019-09-19,MODA PHARMACEUTICALS LLC,"1209 ORANGE ST, WILMINGTON, DE, 19801,",1209 ORANGE ST,WILMINGTON,DE,19801,"1209 ORANGE ST, WILMINGTON, DE, 19801,",1209 ORANGE ST,WILMINGTON,DE,19801,,,,,,,
"PACE ANALYTICAL SERVICES, LLC",LLC,Active,,1322412,2022-03-31,1800 ELM STREET SE,MINNEAPOLIS,United States,55414,MN,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-09-24,MN,MN,False,False,False,False,False,,2021-11-10 00:10:34.1533333,Testing Laboratories (541380),541380.0,,2019-09-17,"PACE ANALYTICAL SERVICES, LLC","1010 DALE STR N, ST PAUL, MN, 55117,",1010 DALE STR N,ST PAUL,MN,55117,"1010 DALE STR N, ST PAUL, MN, 55117, United States",1010 DALE STR N,ST PAUL,MN,55117,United States,,,,United States,,
"VAULT MEDICAL SERVICES, P.A., P.C.",Stock,Active,,1322414,2022-09-24,1201 LOUISIANA ST STE 1800,HOUSTON,United States,77002,TX,annualreports@cscglobal.com,Foreign,2019-09-24,FL,FL,False,False,False,False,False,,2021-11-10 00:10:34.1533333,Custom Computer Programming Services (541511),,,2019-10-01,"VAULT MEDICAL SERVICES, P.A., P.C.",,,,,,,,,,,,,,,,,
INDUSTRIOUS GRW 100 WEST PUTNAM AVENUE LLC,LLC,Active,Ready for dissolution,1322425,2020-03-31,215 PARK AVE S FL 13TH,NEW YORK,,10003,NY,,Foreign,2019-09-24,MI,MI,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1533333,,,,2019-10-01,INDUSTRIOUS GRW 100 WEST PUTNAM AVENUE LLC,"27777 FRANKLIN ROAD SUITE 2500, SOUTHFIELD, MI, 48034,",27777 FRANKLIN ROAD SUITE 2500,SOUTHFIELD,MI,48034,"27777 FRANKLIN ROAD SUITE 2500, SOUTHFIELD, MI, 48034,",27777 FRANKLIN ROAD SUITE 2500,SOUTHFIELD,MI,48034,,,,,,,
PARKSIDE VILLAGE I LLC,LLC,Active,,1322434,2022-03-31,C/O BEACON COMMUNITIES; TWO CENTER PLAZA SUITE 700,BOSTON,United States,02108,MA,Compliancemail@cscinfo.com,Domestic,2019-09-24,MA,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7166667,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
PARKSIDE VILLAGE I MM LLC,LLC,Active,,1322435,2022-03-31,C/O BEACON COMMUNITIES TWO CENTER PLAZA SUITE 700,BOSTON,United States,02108,MA,Compliancemail@cscinfo.com,Domestic,2019-09-24,MA,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7166667,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
"THE GALPHA, LLC",LLC,Active,Ready for dissolution,1322440,2020-03-31,587 HILL STREET,WATERBURY,United States,06704,CT,JIVSTE@GMAIL.COM,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7166667,,,,,,,,,,,,,,,,,,,,,,
CLOUD9 TECHNOLOGIES LLC,LLC,Active,Annual report past due,1322453,2021-03-31,565 5TH AVE FL 18,NEW YORK,United States,10017-2431,NY,SHAWN.BROSNAN@C9TEC.COM,Foreign,2019-09-24,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.7466667,All Other Telecommunications (517919),,,2018-08-01,CLOUD9 TECHNOLOGIES LLC,"565 5TH AVE FL 18, NEW YORK, DE, 10017-2431, United States",565 5TH AVE FL 18,NEW YORK,DE,10017-2431,"565 5TH AVE FL 18, NEW YORK, DE, 10017-2431, United States",565 5TH AVE FL 18,NEW YORK,DE,10017-2431,,,,United States,United States,,
LESLY M AYALA LLC,LLC,Active,Ready for dissolution,1322455,2020-03-31,570 BROAD ST 2A,MERIDEN,,06450,CT,,Domestic,2019-09-24,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7466667,,,,,,,,,,,,,,,,,,,,,,
LJD HOLDINGS LLC,LLC,Active,,1322459,2022-03-31,10 SUNSET DRIVE,DANBURY,United States,06811,CT,zaribg@hotmail.com,Domestic,2019-09-24,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.7466667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,
WOMEN'S WORLD FITNESS LLC,LLC,Active,,1322465,2022-03-31,17 ISLAND VIEW TERRACE,EAST HAMPTON,United States,06424,CT,Womensworldtraining@gmail.com,Domestic,2019-09-24,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.7466667,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,
"WATERFORD HOTEL GROUP, LLC",LLC,Active,,1322577,2022-03-31,914 HARTFORD TURNPIKE NO. 715,WATERFORD,United States,06385,CT,Compliancemail@cscinfo.com,Foreign,2019-09-24,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.7600000,Hotels (except Casino Hotels) and Motels (721110),,,2019-09-24,"WATERFORD HOTEL GROUP, LLC",,,,,,,,,,,United States,,,,,,
"WHG SHELTON CY MANAGEMENT, LLC",LLC,Active,,1322578,2022-03-31,**914 HARTFORD TURNPIKE NO. 715,WATERFORD,United States,06385,CT,Compliancemail@cscinfo.com,Foreign,2019-09-24,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.7600000,Hotels (except Casino Hotels) and Motels (721110),,,2019-09-24,"WHG SHELTON CY MANAGEMENT, LLC",,,,,,,,,,,United States,,,,,,
"AMS PRACTICE MANAGEMENT, LLC",LLC,Active,,1322579,2022-03-31,290 TURNPIKE RD STE 150-347,WESTBOROUGH,United States,01581,MA,jcarcieri@darroweverett.com,Foreign,2019-09-24,MA,MA,False,False,False,False,False,,2021-11-10 00:10:32.7600000,Employment Placement Agencies (561311),561311.0,,2019-09-16,"AMS PRACTICE MANAGEMENT, LLC","290 TURNPIKE RD STE 150-347, WESTBOROUGH, MA, 01581,",290 TURNPIKE RD STE 150-347,WESTBOROUGH,MA,01581,"290 TURNPIKE RD STE 150-347, WESTBOROUGH, MA, 01581, United States",290 TURNPIKE RD STE 150-347,WESTBOROUGH,MA,01581,United States,,,,United States,,
