name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,billingcountry,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,total_authorized_shares,mailing_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_international_address
MINT SUPPLY CO LLC,LLC,Active,Ready for dissolution,1325915,2020-03-31,99 IVY DRIVE,MERIDEN,06450,CT,MINTSUPPLYCO@OUTLOOK.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7933333,,United States,,,,,,,,,,,,,,,,,,,,,,
"OPEN SPACE LABS, INC.",Stock,Active,Annual report past due,1325947,2021-10-28,333 KEARNY ST 4TH FL,SAN FRANCISCO,94108,CA,accounting@openspace.ai,Foreign,2019-10-28,DE,DE,False,False,False,False,False,,2021-11-10 00:10:33.4033333,2019-10-04,United States,"OPEN SPACE LABS, INC.",United States,,,,,,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,
"INTERIORS BY VANGUARD, LLC",LLC,Active,,1325958,2022-03-31,620 DEER RD STE 17,CHERRY HILL,08034,NJ,deena@interiorsbyvanguard.com,Foreign,2019-10-28,NJ,NJ,False,False,False,False,False,,2021-11-10 00:10:33.4333333,2019-10-25,United States,"INTERIORS BY VANGUARD, LLC",United States,"620 DEER RD STE 17, CHERRY HILL, NJ, 08034,",620 DEER RD STE 17,CHERRY HILL,NJ,08034,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,"620 DEER RD STE 17, CHERRY HILL, NJ, 08034, United States",620 DEER RD STE 17,CHERRY HILL,NJ,08034,United States,,,,,,,
K&D CONSTRUCTION AND RENOVATING. LLC,LLC,Active,Ready for dissolution,1325973,2020-03-31,43 BOND ST APT 1E,HARTFORD,06114,CT,,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4800000,,,,,,,,,,,,,,,,,,,,,,,,
"ANGELO RICCARDELLI EA, LLC",LLC,Active,Ready for dissolution,1325981,2020-03-31,16 ADAMS LANE,NORWALK,06850,CT,ANGELOR81@HOTMAIL.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4800000,,,,,,,,,,,,,,,,,,,,,,,,
"HIGH RIDGE ASSET MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1325995,2020-03-31,25 RIVER ROAD #1203,WILTON,06897,CT,,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0733333,,,,,,,,,,,,,,,,,,,,,,,,
"PRANCING PONY RENTALS, LLC",LLC,Active,Ready for dissolution,1325999,2020-03-31,18 CANTERBURY TURNPIKE,NORWICH,06360,CT,KYLEFISTOFKROSA@GMAIL.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0733333,,,,,,,,,,,,,,,,,,,,,,,,
"HOLLAND LAND TITLE & ABSTRACT COMPANY, INC.",Stock,Active,Annual report past due,1326003,2020-10-28,110 PEARL ST STE 900,BUFFALO,14202,NY,CWILLETT@HOLLANDTITLE.COM,Foreign,2019-10-28,NY,NY,False,False,False,False,False,,2021-11-10 00:10:34.0733333,2019-05-01,,"HOLLAND LAND TITLE & ABSTRACT COMPANY, INC.",,,,,,,,,,,,,,,,,,,,,
"GET READY, BY DESIGN, LLC",LLC,Active,Ready for dissolution,1326007,2020-03-31,4 MERRILL ROAD,TRUMBULL,06611,CT,DANIEL.GERAGHTY@GMAIL.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0733333,,,,,,,,,,,,,,,,,,,,,,,,
"KROBAR, LLC",LLC,Active,,1326011,2022-03-31,5 SARA'S WAY,BETHEL,06801,CT,rachel_kroe@sbcglobal.net,Domestic,2019-10-28,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.1066667,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
"OCMBC, INC.",Stock,Active,,1326013,2022-10-28,19000 MACARTHUR BLVD STE 200,IRVINE,92612,CA,agent@bizfilings.com,Foreign,2019-10-28,CA,CA,False,False,False,False,False,,2021-11-10 00:10:34.1066667,2019-11-20,United States,"OCMBC, INC.",United States,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,
ABBY FLANAGAN PHOTOGRAPHY LLC,LLC,Active,Ready for dissolution,1326023,2020-03-31,19 BLUEBERRY LANE,DARIEN,06820,CT,ABFLAN@MAC.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1066667,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE AUTO UPHOLSTERY LLC,LLC,Active,Ready for dissolution,1326034,2020-03-31,235 HARLEM AVE,BRIDGEPORT,06606,CT,,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1366667,,,,,,,,,,,,,,,,,,,,,,,,
SUPREME VENTURES LLC,LLC,Active,Ready for dissolution,1326037,2020-03-31,82 HAZELWOOD AVE,BRIDGEPORT,06605,CT,INVALID@INVALID.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1366667,,,,,,,,,,,,,,,,,,,,,,,,
URBAN CROWNS LLC,LLC,Active,Ready for dissolution,1326042,2020-03-31,23 HANOVER STREET,BRIDGEPORT,06604,CT,,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1366667,,,,,,,,,,,,,,,,,,,,,,,,
"DERCK & EDSON, LLC",LLC,Active,,1326058,2022-03-31,33 S BROAD ST,LITITZ,17543,PA,nscholl@derckandedson.com,Foreign,2019-10-28,PA,PA,False,False,False,False,False,,2021-11-10 00:10:34.7000000,2019-10-28,United States,"DERCK & EDSON, LLC",United States,"33 S BROAD ST, LITITZ, PA, 17543,",33 S BROAD ST,LITITZ,PA,17543,Architectural Services (541310),541310.0,"33 S BROAD ST, LITITZ, PA, 17543, United States",33 S BROAD ST,LITITZ,PA,17543,United States,,,,,,,
"IMC MANAGER, LLC",LLC,Active,,1326072,2022-03-31,475 S. GRAND CENTRAL PARKWAY #1615,LAS VEGAS,89106,NV,generalcounsel@imcenters.com,Foreign,2019-10-28,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.7300000,2019-09-23,United States,"IMC MANAGER, LLC",United States,"475 S GRAND CENTRAL PARKWAY SUITE 1615, LAS VEGAS, NV, 89106, United States",475 S GRAND CENTRAL PARKWAY SUITE 1615,LAS VEGAS,NV,89106,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,"251 LITTLE FALLS DRIVE, WILMINGON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGON,DE,19808,United States,,,United States,,,,
NGRAVER COMPANY,General Partnerships,Dissolved,,1325814,2020-10-28,NONE,NONE,,CT,,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:13.1733333,,,,,,,,,,,,,,,,,,2019-10-28T00:00:00.000,,,,,,
ISMERIA BEAUTY LLC,LLC,Dissolved,,1325812,2020-03-31,522 CLEVELAND AVE,BRIDGEPORT,06606,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:15.2200000,,United States,,,,,,,,,,,,,,,,2020-04-04T00:00:00.000,,,,,,
MILE21 PARTNERS LLC,LLC,Dissolved,,1325716,2020-03-31,273 FOUNDERS RD,GLASTONBURY,06033,CT,EFILE1234@INCFILE.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:23.6700000,,United States,,,,,,,,,,,,,,,,2020-06-15T00:00:00.000,,,,,,
RW TRUCK PAINTING LLC,LLC,Dissolved,,1325681,2020-03-31,3 KNAPPS LN #4,DANBURY,06810,CT,GLEUSONRTAVARES@ICLOUD.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:33.7800000,,United States,,,,,,,,,,,,,,,,2020-10-27T00:00:00.000,,,,,,
"STONYBROOK CONSULTING, LLC",LLC,Dissolved,,1325696,2020-03-31,1 STONY BROOK ROAD,NEWOTWN,60470,CT,PIRNERM@HOTMAIL.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:05.7800000,,United States,,,,,,,,,,,,,,,,2019-11-20T00:00:00.000,,,,,,
NOI INITIATED LLC,LLC,Dissolved,,1325776,2020-03-31,149 LAKEWOOD RD,S GLASTONBURY,06073,CT,JCAREYXX@GMAIL.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:41.7100000,,United States,,,,,,,,,,,,,,,,2020-05-06T00:00:00.000,,,,,,
"NEEDLING NEIGHBOR, LLC",LLC,Dissolved,,1325772,2020-03-31,96 WRINN STREET,WALLINGFORD,06492,CT,NEEDLINGNEIGHBOR@GMAIL.COM,Domestic,2019-10-28,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:05:22.4700000,,United States,,,,,,,,,,,,,,,,2020-06-23T00:00:00.000,,,,,,
THE COMPLETE K9 LLC,LLC,Dissolved,,1325769,2020-03-31,47 MARTIN AVE,WALLINGFORD,06492,CT,EFREDERICK1010@GMAIL.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:50.0900000,,United States,,,,,,,,,,,,,,,,2019-10-29T00:00:00.000,,,,,,
"SDDS HOLDINGS, INC.",Stock,Withdrawn,,1326022,2020-10-28,BOX 1117,BUFORD,30518,GA,MICHAELGIBSON@SDDSINC.COM,Foreign,2019-10-28,GA,GA,False,False,False,False,False,,2021-11-10 00:05:39.7533333,2020-01-01,,"SDDS HOLDINGS, INC.",,,,,,,,,,,,,,,,,,,,,
QUICKSTART TECHNOLOGIES L.L.C.,LLC,Dissolved,,1326036,2020-03-31,105 OLD ROAD,WESTPORT,06880,CT,SAXONTJ@YAHOO.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:43.8500000,,,,,,,,,,,,,,,,,,2020-04-17T00:00:00.000,,,,,,
PURPLE HEARTS LLC,LLC,Dissolved,,1325678,2020-03-31,126 HIGHLAND AVENUE,WINDSOR,06095,CT,PURPLEHEARTSLLC9@GMAIL.COM,Domestic,2019-10-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:57.8533333,,,,,,,,,,,,,,,,,,2020-05-16T00:00:00.000,,,,,,
VALLEY VIEW HOME IMPROVEMENT AND HANDYMAN SERVICE LLC,LLC,Active,Ready for dissolution,1325767,2020-03-31,161 CENTER HILL ROAD,BARKHAMSTED,06063,CT,VALLEYVIEWTODD@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
BOURGEOIS FAMILY FARM LLC,LLC,Active,Ready for dissolution,1325779,2020-03-31,143 GEORGE WASHINGTON TURNPIKE,BURLINGTON,06013,CT,WORKIRONMARC2@YAHOO.COM,Domestic,2019-10-29,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
ANDRES HOME IMPROVEMENTS LLC,LLC,Active,Ready for dissolution,1325789,2020-03-31,153 CLAY ST,NEW HAVEN,06513,CT,,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7766667,,,,,,,,,,,,,,,,,,,,,,,,
JOSE T LUNA LLC,LLC,Active,Ready for dissolution,1325797,2020-03-31,22 HALLOCK ST,NEW HAVEN,06519,CT,,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7766667,,,,,,,,,,,,,,,,,,,,,,,,
"PRESTIGE WW STAMFORD, LLC",LLC,Active,Ready for dissolution,1325809,2020-03-31,722 HOLLOW TREE RIDGE ROAD,DARIEN,06820,CT,PATRICK.SAUNDERS17@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.8100000,,,,,,,,,,,,,,,,,,,,,,,,
NEXT LEVEL AGENCY LLC,LLC,Active,Ready for dissolution,1325816,2020-03-31,840 CLINTON AVENUE 3RD FLOOR,BRIDGEPORT,06604,CT,CDUKES11@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.8100000,,United States,,,,,,,,,,,,,,,,,,,,,,
MCHOWDHURY LLC,LLC,Active,,1325817,2022-03-31,6 REID LANE,BETHEL,06801,CT,mhchowdhury.10@gmail.com,Domestic,2019-10-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.8100000,,United States,,,,,,,,Specialty (except Psychiatric and Substance Abuse) Hospitals (622310),622310.0,,,,,,,,,,,,,
KENTON & CO. LLC,LLC,Active,Ready for dissolution,1325819,2020-03-31,18 OLD ROCK ROAD,WESTON,06883,CT,EGITLIN@KENTONCOLLC.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.8100000,,United States,,,,,,,,,,,,,,,,,,,,,,
JOHNWYANW RECORDS LLC,LLC,Active,Ready for dissolution,1325820,2020-03-31,"453 HALLETT STREET, APT. 1",BRIDGEPORT,06608,CT,JMARSH22000@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.8100000,,United States,,,,,,,,,,,,,,,,,,,,,,
"MCG EASTFORD, LLC",LLC,Active,,1325821,2022-03-31,59 FIELD STREET SUITE 108,TORRINGTON,06790,CT,jjuliano@jmattys.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.8100000,,United States,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,
G.J. ADVISORS LLC,LLC,Active,,1325822,2022-03-31,55 SHAWMUT AVE.,NORTH HAVEN,06473,CT,JJERMINE07@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,Other Accounting Services (541219),541219.0,,,,,,,,,,,,,
"MACHAN ENTERPRISES, LLC",LLC,Active,,1325823,2022-03-31,47 HIGHFIELD DR.,MONROE,06468,CT,robertmachan48@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,Sports Teams and Clubs (711211),711211.0,,,,,,,,,,,,,
FARIA TRUCK & AUTO REPAIR LLC,LLC,Active,,1325826,2022-03-31,125 COMMERCE RD,BROOKFIELD,06804,CT,GENERALHELPCT@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,
LEFROST LLC,LLC,Active,,1325827,2022-03-31,8 CRESTWOOD DRIVE,ENFIELD,06082,CT,cmfrost@cox.net,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,Offices of Other Holding Companies (551112),551112.0,,,,,,,,,,,,,
"TRIPLE POINT TECHNOLOGY, LLC",LLC,Active,,1325829,2022-03-31,1345 AVE OF THE AMERICAS,NEW YORK,10105,NY,COMPANY.SECRETARY@IONGROUP.COM,Foreign,2019-10-29,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.1833333,2019-10-29,United States,"TRIPLE POINT TECHNOLOGY, LLC",United States,"1345 AVE OF THE AMERICAS, NEW YORK, NY, 10105, United States",1345 AVE OF THE AMERICAS,NEW YORK,NY,10105,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,"1345 AVE OF THE AMERICAS, NEW YORK, NY, 10105, United States",1345 AVE OF THE AMERICAS,NEW YORK,NY,10105,United States,,,United States,,,,
NAVCAPMAN PV LLC,LLC,Active,Ready for dissolution,1325830,2020-03-31,1023 MAIN STREET 2ND FLOOR,BRIDGEPORT,06854,CT,,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1833333,,,,,,,,,,,,,,,,,,,,,,,,
340 OLD MILL LLC,LLC,Active,,1325831,2022-03-31,256 STURGES ROAD,FAIRFIELD,06824,CT,jpicarillo@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,
ITS THE SIMPLE THINGS LLC,LLC,Active,Ready for dissolution,1325832,2020-03-31,77 OLIVER RD,LEBANON,06249,CT,EFILE1234@INCFILE.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1833333,,United States,,,,,,,,,,,,,,,,,,,,,,
"FRONTINUS FACILITY SERVICES, LLC",LLC,Active,Ready for dissolution,1325833,2020-03-31,270 MONROE TURNPIKE #301,MONROE,06468,CT,FRONTINUSFACILITY@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1833333,,United States,,,,,,,,,,,,,,,,,,,,,,
"FLANNERY HOLDINGS, LLC",LLC,Active,,1325834,2022-03-31,320 BRAINARD HILL ROAD,HIGGANUM,06441,CT,chris.flannery@raveis.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,
"61 WILLARD STREET CONDOMINIUMS  ASSOCIATION, INC.",Non-Stock,Active,Annual report past due,1325835,2020-10-29,50 GILLETT STREET L01,HARTFORD,06106,CT,jdeutsch@bhpm.us,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,,,,,,,,,,,,,,,
"128 COLLINS STREET CONDOMINIUMS ASSOCIATION, INC.",Non-Stock,Active,Annual report past due,1325836,2020-10-29,50 GILLETT STREET L01,HARTFORD,06106,CT,jdeutsch@bhpm.us,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,,,,,,,,,,,,,,,
MACALUSO PROPERTY MANAGEMENT LLC,LLC,Active,Annual report past due,1325837,2021-03-31,40 FILLOW ST,NORWALK,06850,CT,EFILE1234@INCFILE.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,Residential Remodelers (236118),,,,,,,,,,,,,,
WEST SHORE CONSULTANTS LLC,LLC,Active,,1325839,2022-03-31,273 FOUNDERS RD,GLASTONBURY,06033,CT,teamfaherty@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,Professional Organizations (813920),,,,,,,,,,,,,,
JJ GOODWIN LIMITED LIABILITY COMPANY,LLC,Active,,1325840,2022-03-31,74 BROWN RD,BROOKLYN,06234,CT,EFILE1234@INCFILE.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1833333,,United States,,,,,,,,Other Direct Selling Establishments (454390),454390.0,,,,,,,,,,,,,
ZUPPLE LLC,LLC,Active,,1325841,2022-03-31,5065 MAIN STREET #136,TRUMBULL,06611,NY,gina@opavo.com,Foreign,2019-10-29,NY,NY,False,False,False,False,False,,2021-11-10 00:10:32.1833333,2019-11-01,United States,ZUPPLE LLC,United States,"8 HEADLEY WAY, WOODBURY, NY, 11797, United States",8 HEADLEY WAY,WOODBURY,NY,11797,All Other Specialty Food Stores (445299),445299.0,"8 HEADLEY WAY, WOODBURY, NY, 11797, United States",8 HEADLEY WAY,WOODBURY,NY,11797,United States,,,United States,,,,
FARRELL COMMUNITIES AT SANDY HOOK LLC,LLC,Active,Ready for dissolution,1325842,2020-03-31,2317 MONTAUK HIGHWAY,BRIDGEHAMPTON,11932,NY,BRYAN.FARRELL@FARRELLBUILDING.COM,Foreign,2019-10-29,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1833333,2019-10-24,United States,FARRELL COMMUNITIES AT SANDY HOOK LLC,United States,"P.O. BOX 14, BRIDGEHAMPTON, NY, 11932, United States",P.O. BOX 14,BRIDGEHAMPTON,NY,11932,,,"2317 MONTAUK HIGHWAY, BRIDGEHAMPTON, NY, 11932, United States",2317 MONTAUK HIGHWAY,BRIDGEHAMPTON,NY,11932,United States,,,United States,,,,
SAI CHIRAVI WATERBURY LLC,LLC,Active,Ready for dissolution,1325843,2020-03-31,4A BROAD STREET,DANBURY,06810,CT,TALBROS@CHARTER.NET,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.2166667,,United States,,,,,,,,,,,,,,,,,,,,,,
JC CONSTRUCTION GROUP LLC,LLC,Active,Annual report past due,1325844,2021-03-31,134 POST ST,BRIDGEPORT,06610,CT,jcconstructiongroup20@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,Roofing Contractors (238160),238160.0,,,,,,,,,,,,,
GREEN LEAF DESIGN LLC,LLC,Active,Ready for dissolution,1325845,2020-03-31,33 GRANT AVE,STAFFORD SPRINGS,06076,CT,EFILE1234@INCFILE.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.2166667,,United States,,,,,,,,,,,,,,,,,,,,,,
MAJ CT PROPERTIES LLC,LLC,Active,,1325846,2022-03-31,116 STRAITSVILLE ROAD,PROSPECT,06712,CT,makearns1@gmail.com,Domestic,2019-10-29,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,
"THE INSPIRIERT STUDIO, LLC",LLC,Active,,1325847,2022-03-31,4A TALCOTT GLEN ROAD,FARMINGTON,06032,CT,chemconrad45@yahoo.com,Domestic,2019-10-29,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,
MAC MOTION LLC,LLC,Active,,1325849,2022-03-31,76 BEAUMONT STREET,FAIRFIELD,06824,CT,briwmac1@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,Sports and Recreation Instruction (611620),611620.0,,,,,,,,,,,,,
ZILIS LLC,LLC,Active,,1325850,2022-03-31,415 US HWY 377 SUITE 2020,ARGYLE,76226,TX,zilis@salestaxdatalink.com,Foreign,2019-10-29,TX,TX,False,False,False,False,False,,2021-11-10 00:10:32.2166667,2019-11-01,United States,ZILIS LLC,United States,"415 US HWY 377 SUITE 2020, ARGYLE, TX, 76226, United States",415 US HWY 377 SUITE 2020,ARGYLE,TX,76226,Drugs and Druggists' Sundries Merchant Wholesalers (424210),424210.0,"415 US HWY 377 SUITE 2020, ARGYLE, TX, 76226, United States",415 US HWY 377 SUITE 2020,ARGYLE,TX,76226,United States,,,United States,,,,
TRANSIT COMFORT CARE LLC,LLC,Active,Ready for dissolution,1325851,2020-03-31,1 PLANTE LANE,SHELTON,06484,CT,TRANSITCCLLC@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:32.2166667,,United States,,,,,,,,,,,,,,,,,,,,,,
STOLLMAN RESALE LLC,LLC,Dissolved,,1325852,2021-03-31,180 STOLLMAN ROAD,COLCHESTER,06415,CT,matt71896@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,All Other General Merchandise Stores (452319),452319.0,,,,,,,2021-02-15T00:00:00.000,,,,,,
236 NONOPOGE LLC,LLC,Active,Annual report past due,1325853,2021-03-31,57 CRESTON ROAD,STRATFORD,06614,CT,dmmc@danmccabelaw.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing (532412)",532412.0,,,,,,,,,,,,,
AHMED ALI ONE LLC,LLC,Active,,1325854,2022-03-31,95 SOUTH CHERRY ST,WALLINGFORD,06492,CT,ARosenberg@mugford.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,Nonresidential Property Managers (531312),,,,,,,,,,,,,,
"BUSCETTO ENERGY SERVICES, LLC",LLC,Active,Annual report past due,1325855,2021-03-31,3-1 HUNTLEY ROAD,OLD LYME,06371,CT,ct-reports@statefilings.in,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,
PUEBLO SUPERMARKET LLC,LLC,Active,,1325856,2022-03-31,49 WILLOW ST,WATERBURY,06710,CT,JRTAXPREPARER@GMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,All Other General Merchandise Stores (452319),452319.0,,,,,,,,,,,,,
ROOTED ORGANIZING LLC,LLC,Active,Ready for dissolution,1325857,2020-03-31,7 COOK CLOSE,RIDGEFIELD,06817,CT,SERVIEXPRESS2008@HOTMAIL.COM,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.2166667,,United States,,,,,,,,,,,,,,,,,,,,,,
"HARMONY HOUSE, LLC",LLC,Active,Annual report past due,1325858,2021-03-31,3753 CHEVY CHASE DRIVE,HOUSTON,77019,TX,ct-reports@statefilings.in,Domestic,2019-10-29,TX,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,Bed-and-Breakfast Inns (721191),721191.0,,,,,,,,,,,,,
"LAWNSCAPE MAINTENANCE, LLC",LLC,Active,,1325859,2022-03-31,35 CHESTNUT HILL RD,NORWALK,06851,CT,rms0304@gmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,
BROOKLYN DAWG FOOD COMPANY LLC,LLC,Active,,1325860,2022-03-31,58 BEAVER BROOK ROAD,WESTON,06883,CT,eli3190@hotmail.com,Domestic,2019-10-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.2166667,,United States,,,,,,,,Pet and Pet Supplies Stores (453910),,,,,,,,,,,,,,
