name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,naics_sub_code,dissolution_date,category_survey_email_address,total_authorized_shares,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
K-II TELECOMMUNICATIONS,General Partnerships,Recorded,,1331063,2020-12-26,1400 SOUTH OCEAN BLVD. APARTMENT 902,BOCA RATON,,33432,FL,,Domestic,2019-12-26,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:06:08.7966667,,,,,,,,,,,,,,,,,,,,,,,,
EPM3 NEW CANAAN CORPORATION,Stock,Dissolved,,1331144,,No information provided,,,,,EFILE1234@INCFILE.COM,Domestic,2019-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:28.7266667,,,,,,,,,,,,,,,,,,2020-01-01T00:00:00.000,,100.0,,,,
LAKESHORE PROPERTIES LLC,LLC,Dissolved,,1331160,2020-03-31,59 ROCKLEDGE DR.,WEST HARTFORD,United States,06107,CT,GGBC.DBEND@JUNO.COM,Domestic,2019-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:51.3066667,,,,,,,,,,,,,,,,,,2020-05-28T00:00:00.000,,,,,,
FLETCHER CUSTOM HOMES LLC,LLC,Active,Ready for dissolution,1331101,2020-03-31,320 POST RD STE 110,DARIEN,,06820,CT,RYAN@FLETCHERDEVELOPMENTLLC.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.2800000,,,,,,,,,,,,,,,,,,,,,,,,
HARTFORD DISTRICT URGENT CARE LLC,LLC,Active,Ready for dissolution,1331110,2020-03-31,36 BENTON ST,HARTFORD,,06114,CT,JOSEESTREMERA1986@YAHOO.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.3100000,,,,,,,,,,,,,,,,,,,,,,,,
FLETCHER COMMERCIAL LLC,LLC,Active,Ready for dissolution,1331119,2020-03-31,320 POST RD STE 110,DARIEN,,06820,CT,RYAN@FLETCHERDEVELOPMENT.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.3100000,,,,,,,,,,,,,,,,,,,,,,,,
SAXSLAB US INC,Stock,Active,Annual report due,1331125,2021-12-27,4 OPEN SQUARE WAY STE L101,HOLYOKE,United States,01040,MA,accounts.us@xenocs.com,Foreign,2019-12-27,MA,MA,False,False,False,False,False,,2021-11-10 00:08:38.3566667,2019-06-01,SAXSLAB US INC,United States,,,,,,Research and Development in Nanotechnology (541713),,,,,,,,,,,,,,,
"FRANK SCOBBO CONTRACTORS, INC.",Stock,Active,Annual report past due,1331130,2020-12-27,1212 PORT WASHINGTON BLVD,PORT WASHINGTON,,11050,NY,FSOFNY@AOL.COM,Foreign,2019-12-27,NY,NY,False,False,False,False,False,,2021-11-10 00:08:38.3566667,2019-12-07,"FRANK SCOBBO CONTRACTORS, INC.",,,,,,,,,,,,,,,,,,,,,,
MC2 USA INC,Stock,Active,Annual report due,1331134,2021-12-27,391 B TRANSPOINT DR,DUPO,United States,62239,IL,debbie@afewcpas.com,Foreign,2019-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:38.3566667,2019-08-20,MC2 USA INC,United States,,,,,,Environmental Consulting Services (541620),,,,,,,,541620.0,,,,,,,
LITTLE PAPPAS LLC,LLC,Active,,1331135,2022-03-31,3101 W. 41ST STREET SUITE 214,SIOUX FALLS,United States,57105,SD,Scasas@kozlaw.com,Domestic,2019-12-27,SD,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.3566667,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,,,,,,,
BREAKING BREAD LLC,LLC,Active,Ready for dissolution,1331136,2020-03-31,4 BUTTERNUT DRIVE,BLOOMFIELD,United States,06002,CT,BEVERLYJDANIEL.BJD@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:08:38.3566667,,,,,,,,,,,,,,,,,,,,,,,,
RKL HOLDINGS LLC,LLC,Active,Ready for dissolution,1331139,2020-03-31,146 KENT CORNWALL RD,KENT,,06757,CT,KRYSLUCAS85@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.3566667,,,,,,,,,,,,,,,,,,,,,,,,
GOODSAM P.B.C INC.,Stock,Active,Annual report due,1331148,2021-12-27,14 FRANCINE DRIVE,GREENWICH,United States,06830,CT,heather@goodsamfoods.com,Foreign,2019-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:38.3866667,2019-12-27,GOODSAM P.B.C INC.,United States,,,,,,Confectionery Merchant Wholesalers (424450),,,,,,,,,,,,,,,
NERAC VENTURE PARTNERS LLC,LLC,Active,,1331165,2022-03-31,ONE TECHNOLOGY DR,TOLLAND,United States,06084,CT,kbouley@neracventures.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.8566667,,,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,541611.0,,,,,,,
"500 SOLAR, LLC",LLC,Active,Ready for dissolution,1331166,2020-03-31,21 BRIDGE SQUARE STE 360,WESTPORT,,06880,CT,,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.8566667,,,,,,,,,,,,,,,,,,,,,,,,
SLD QOF LLC,LLC,Active,,1331167,2022-03-31,857 POST ROAD #346,FAIRFIELD,United States,06824,CT,Victoria@SLDland.com,Foreign,2019-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:38.8566667,2019-12-18,SLD QOF LLC,United States,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,,,,,,,
"109 WEST MAIN STREET, LLC",LLC,Active,Annual report past due,1331168,2021-03-31,282 OLD CART ROAD,HADDAM,United States,06438,CT,Jaymo75@aol.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.8566667,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,
"FIREMAN AL'S HOTDOGS PLUS, LLC",LLC,Active,Ready for dissolution,1331169,2020-03-31,673 WORTHINGTON RIDGE,BERLIN,,06037,CT,FIREMANAL470@COMCAST.NET,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.8566667,,,,,,,,,,,,,,,,,,,,,,,,
COSTCO-INNOVEL SOLUTIONS LLC,LLC,Active,,1331170,2022-03-31,999 LAKE DRIVE,ISSAQUAH,United States,98027,WA,hcimuchowski@costco.com,Foreign,2019-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:38.8566667,2019-12-27,COSTCO-INNOVEL SOLUTIONS LLC,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,All Other General Merchandise Stores (452319),"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,United States,452319.0,,,,,,,
"THE SIMEON GROUP, LLC",LLC,Active,Ready for dissolution,1331171,2020-03-31,33 WEST MOUNTAIN RD,WEST SIMSBURY,,06092,CT,PSIMEON@THEWATTSGRP.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.8566667,,,,,,,,,,,,,,,,,,,,,,,,
MR. TOUCHLESS REALTY LLC,LLC,Active,Ready for dissolution,1331172,2020-03-31,2180 SOUTH MAIN ST,WATERBURY,,06706,CT,CONTACT@MRTOUCHLESS.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.8566667,,,,,,,,,,,,,,,,,,,,,,,,
MR. TOUCHLESS LLC,LLC,Active,Ready for dissolution,1331173,2020-03-31,2180 SOUTH MAIN ST,WATERBURY,,06706,CT,CONTACT@MRTOUCHLESS.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.8566667,,,,,,,,,,,,,,,,,,,,,,,,
"EASTBURY PARK ANSONIA DEVELOPMENT, LLC",LLC,Active,Ready for dissolution,1331174,2020-03-31,236 BERMUDA GREENS AVE,PONTE VEDRA,,32081,FL,,Domestic,2019-12-27,FL,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.8566667,,,,,,,,,,,,,,,,,,,,,,,,
"BURR'S REALTY, LLC",LLC,Active,Ready for dissolution,1331177,2020-03-31,244 PEQUOT AVENUE,NEW LONDON,,06320,CT,,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:38.8566667,,,,,,,,,,,,,,,,,,,,,,,,
"SNJ PROPERTIES, LLC",LLC,Active,,1331183,2022-03-31,963 QUEEN STREET SUITE A,SOUTHINGTON,United States,06489,CT,sherry@putnamagencyrealestate.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.9033333,,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,531190.0,,,,,,,
"MR. WASHY WASHY LAUNDRY MAT, LLC",LLC,Active,,1331184,2022-03-31,39 WESTERFIELD ROAD,HAMDEN,United States,06514,CT,DOTAXES@SBCGLOBAL.NET,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.9033333,,,,,,,,,Industrial Launderers (812332),,,,,,,,,,,,,,,
"3825 WHITNEY AVENUE HOLDING COMPANY, LLC",LLC,Active,,1331185,2022-03-31,39 WESTERFIELD ROAD,HAMDEN,United States,06514,CT,DOTAXES@SBCGLOBAL.NET,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.9033333,,,,,,,,,Offices of Other Holding Companies (551112),,,,,,,,,,,,,,,
LOAD STAR LLC,LLC,Active,Annual report past due,1331188,2021-03-31,499 ELLIS ST,BRITAIN CT,United States,06051,CT,gordond748@gmail.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.9033333,,,,,,,,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,484121.0,,,,,,,
HITCHANDGORV LLC,LLC,Active,,1331193,2022-03-31,37 BEVERLY DRIVE,SOMERS,United States,06071,CT,hitchandgorv@gmail.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:38.9033333,,,,,,,,,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing (532120)",,,,,,,,,,,,,,,
IMAGINE NATION DAYCARE LLC,LLC,Active,Ready for dissolution,1331195,2020-03-31,68 PIERCE AVE,BRIDGEPORT,United States,06604,CT,IMAGINENATIONDAYCARECT@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:08:38.9033333,,,,,,,,,,,,,,,,,,,,,,,,
CHERJAM2 LLC,LLC,Active,,1331197,2022-03-31,58 SAGAMORE TERRACE ROAD,WESTBROOK,United States,06498,CT,cacook@comcast.net,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:38.9033333,,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,531190.0,,,,,,,
"DELIZIA SPECIALITY FOODS, LLC",LLC,Active,Annual report past due,1331199,2021-03-31,4 DONALD DRIVE,WESTPORT,United States,06880,CT,johanne.bonin@deliziaspecialityfoods.com,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:38.9033333,,,,,,,,,Wholesale Trade Agents and Brokers (425120),,,,,,,,425120.0,,,,,,,
"ABASI & COMPANY MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1331231,2020-03-31,92 VALLEY ST,MANCHESTER,United States,06040-1984,CT,ABASIANDCO@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:39.4500000,,,,,,,,,,,,,,,,,,,,,,,,
"CAPASSO ENTERPRISE, LLC",LLC,Active,Ready for dissolution,1331234,2020-03-31,251 MIDDLE STREET,MIDDLETOWN,United States,06457,CT,TONYC@JOECAPASSOMASON.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:39.4500000,,,,,,,,,,,,,,,,,,,,,,,,
STARGRL BOUTIQUE LLC,LLC,Active,Ready for dissolution,1331235,2020-03-31,375 GLENDALE AVE UNIT D3,BRIDGEPORT,United States,06606,CT,STARGRLBOUTIQUE@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:39.4500000,,,,,,,,,,,,,,,,,,,,,,,,
COUNTRY TRANSFER LLC,LLC,Active,,1331237,2022-03-31,530 SOUTH CHERRY STREET,WALLINGFORD,United States,06492,CT,PAULA@COUNTRY-ENTERPRISES.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:39.4800000,,,,,,,,,Solid Waste Collection (562111),,,,,,,,,,,,,,,
COUNTRY TRANSPORTATION LLC,LLC,Active,,1331238,2022-03-31,530 SOUTH CHERRY STREET,WALLINGFORD,United States,06492,CT,PAULA@COUNTRY-ENTERPRISES.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:39.4800000,,,,,,,,,Solid Waste Collection (562111),,,,,,,,,,,,,,,
"THERAPHONE, PLLC",LLC,Active,Ready for dissolution,1331239,2020-03-31,5 LASALETTE WAY,NORTH BRANFORD,United States,06471,CT,MYTHERAPHONE@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:08:39.4800000,,,,,,,,,,,,,,,,,,,,,,,,
"CALVIN AVENUE, LLC",LLC,Active,,1331240,2022-03-31,24 CALVIN AVENUE,WALLINGFORD,,06492,CT,ANGELOMARINO1@AOL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:39.4800000,,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,
"THE FLEURISTA, LLC",LLC,Active,Ready for dissolution,1331241,2020-03-31,240 BARRY SCOTT DRIVE,FAIRFIELD,United States,06825,CT,THEFLEURISTA@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:39.4800000,,,,,,,,,,,,,,,,,,,,,,,,
JETMEP CONSULTANTS LLC,LLC,Active,,1331242,2022-03-31,67 WARREN STREET,NEW HAVEN,United States,06511,CT,jetmep59@gmail.com,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:39.4800000,,,,,,,,,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,
"MARINO COLONY, LLC",LLC,Active,,1331243,2022-03-31,39 CHURCH STREET 1ST FLOOR,WALLINGFORD,United States,06492,CT,samarino2012@gmail.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:39.4800000,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,
"NIMESHRINA, LLC",LLC,Active,,1331245,2022-03-31,157 WESTFORT DRIVE,MERIDEN,United States,06451,CT,ishavidhi@yahoo.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:39.4800000,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,
Coat 'n' Go Automotive Detailing LLC,LLC,Active,,1331247,2022-03-31,972 THRALL AVE,SUFFIELD,United States,06078,CT,t44brian@gmail.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:39.4800000,,,,,,,,,Car Washes (811192),,,,,,,,811192.0,,,,,,,
"TAMR, INC.",Stock,Active,Annual report due,1331252,2021-12-27,66 CHURCH STREET,CAMBRIDGE,United States,02138,MA,jim.mcgonagle@tamr.com,Foreign,2019-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:39.4800000,2018-01-01,"TAMR, INC.",United States,,,,,,Software Publishers (511210),,,,,,,,511210.0,,,,,,,
DARTMOUTH PROPERTY INVESTORS LLC,LLC,Active,,1331253,2022-03-31,49 Putnam Blvd,Glastonbury,United States,06033,CT,dartmouthpropertyinvestors@gmail.com,Domestic,2019-12-27,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:39.4800000,,,,,,,,,Residential Property Managers (531311),,,,,,,,531311.0,,,,,1008,,
2352 BARNUM AVENUE LLC,LLC,Active,Ready for dissolution,1331254,2020-03-31,700 CANAL STREET,STAMFORD,United States,06902,CT,MANAGEMENT@CONSTITUTIONMGMT.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:39.4800000,,,,,,,,,,,,,,,,,,,,,,,,
"MARINO TURNPIKE, LLC",LLC,Active,,1331255,2022-03-31,18 CALVIN AVENUE,WALLINGFORD,United States,06492,CT,marinojoe21@yahoo.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:39.4800000,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,
DARBY BROOK VETERINARY SERVICES INC.,Stock,Active,First report due,1331256,2021-12-27,No information provided,,,,,APRAVDER@AOL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,200.0,,,,
FLORES FAMILY AUTOMOBILE LLC,LLC,Active,Ready for dissolution,1331257,2020-03-31,22 ROUTE 66 EAST,COLUMBIA,United States,06237,CT,HASYABUSA2000@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,
HOPPY ADVENTURE LLC,LLC,Active,,1331258,2022-03-31,10 MAIN STREET UNIT 326,KENSINGTON,United States,06037,CT,stsonnone@gmail.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,,,,,,,813990.0,,,,,,,
THE BUTCHER'S BLOCK LLC,LLC,Active,Ready for dissolution,1331259,2020-03-31,85 C RAILROAD STREET,NEW MILFORD,United States,06776,CT,CROCITTO.CONSTRUCTION@YAHOO.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,
TRIESTE LLC,LLC,Dissolved,,1331261,2020-03-31,28 INDIAN VALLEY ROAD,WESTON,United States,06883,CT,TRIESTELLC@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,2021-01-09T00:00:00.000,,,,,,
"LONE TREE FARM CAPITAL ADVISORS, LLC",LLC,Active,,1331262,2022-03-31,87 LONE TREE FARM ROAD,NEW CANAAN,United States,06840,CT,abrittenberry@gmail.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,Miscellaneous Financial Investment Activities (523999),,,,,,,,,,,,,,,
"EXTREME PLUMBING & HEATING, LLC",LLC,Dissolved,,1331263,2021-03-31,600 CANAL STREET,MILLDALE,United States,06467,CT,info@extrememaint.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,541990.0,2021-02-15T00:00:00.000,,,,,,
TALO'S MASONRY LLC,LLC,Active,,1331264,2022-03-31,17 BARRINGTON LN,WATERBURY,United States,06708,CT,talosmasonry@yahoo.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,Masonry Contractors (238140),,,,,,,,,,,,,,,
"MEFFORD ENDEAVORS, LLC",LLC,Active,,1331265,2022-03-31,90 CURTISS HILL RD,MORRIS,United States,06763,CT,nina.mefford@live.com,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,453998.0,,,,,,,
WOCKEY LLC,LLC,Active,Annual report past due,1331266,2021-03-31,50 MOUNTAIN ST.,DERBY,United States,06418,CT,dan@danfritz.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,Computer Systems Design Services (541512),,,,,,,,541512.0,,,,,,,
ONE SUITE HILL LLC,LLC,Active,Ready for dissolution,1331267,2020-03-31,24 PECK LANE,SOUTHBURY,United States,06488,CT,ONESUITEHILL@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,
FABIANA'S ESTHETIC LLC,LLC,Active,Ready for dissolution,1331268,2020-03-31,1577 S MAIN STREET,WATERBURY,United States,06706,CT,BYAFIRKK@HOTMAIL.COM,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,
PATTON REBUILT LLC,LLC,Active,Ready for dissolution,1331269,2020-03-31,16 CORNERSTONE CT,PLANTSVILLE,United States,06479,CT,MIKE@FA-CPAS.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,
VELA CONSULTING GROUP LLC,LLC,Active,Ready for dissolution,1331270,2020-03-31,515 WEST AVENUE INSIDE SALONS BY JC,NORWALK,United States,06850,NY,DEREK@VELACONCEPTSLLC.COM,Domestic,2019-12-27,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,
"BRYLL'S BROOKSIDE FARM, LLC.",LLC,Active,,1331271,2022-03-31,537 BOSTON NECK RD.,SUFFIELD,United States,06078,CT,farmatbrookside@gmail.com,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,All Other Miscellaneous Crop Farming (111998),,,,,,,,111998.0,,,,,,,
NATURALISTIC LEARNING CENTER LLC,LLC,Active,,1331272,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,Outpatient Mental Health and Substance Abuse Centers (621420),,,,,,,,621420.0,,,,,,,
TEMPSIE LLC,LLC,Active,,1331273,2022-03-31,651 N BROAD ST STE 205 # 1619,MIDDLETOWN,United States,19709,DE,cchan515@gmail.com,Domestic,2019-12-27,DE,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.8700000,,,,,,,,,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,,,,,,,813990.0,,,,,,,
"1091 FARMINGTON AVENUE REALTY, LLC",LLC,Active,Ready for dissolution,1331274,2020-03-31,105 BRICKYARD ROAD,FARMINGTON,United States,06032,CT,BDUNNING@DUNNINGSAND.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,
MOONSTONE CANDLE COMPANY LLC,LLC,Active,Ready for dissolution,1331275,2020-03-31,"380 DALEVILLE RD., APT. 109",WILLINGTON,United States,06279,CT,SCRIZZLELTD@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,,,
SYNERGY NUTRITION LLC,LLC,Dissolved,,1331276,2020-03-31,784 RIVER RD,SHELTON,United States,06484,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,2020-12-14T00:00:00.000,,,,,,
RISAL PROPERTIES LLC,LLC,Active,Ready for dissolution,1331277,2020-03-31,67 HIGHWOOD RD,WEST HARTFORD,United States,06117,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,,,
"ENFIELD TERMINALS, LLC",LLC,Active,,1331278,2022-03-31,777 ENFIELD STREET,ENFILED,United States,06082,CT,ftroiano@troianooil.com,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9033333,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,531120.0,,,,,,,
"94 HARRINGTON, LLC",LLC,Active,Ready for dissolution,1331279,2020-03-31,94 HARRINGTON AVENUE,NEW HAVEN,United States,06512,CT,EMICANDO@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:36.9033333,,,,,,,,,,,,,,,,,,,,,,,,
Z&G TRANSPORT LLC,LLC,Active,Annual report past due,1331280,2021-03-31,262 HIGHLAND ST,NEW HAVEN,United States,06511,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:36.9033333,,,,,,,,,All Other Personal Services (812990),,,,,,,,812990.0,,,,,,,
MDSRESCUE LLC,LLC,Active,,1331281,2022-03-31,507 EAST MAIN STREET SUITE 308 SUITE 308,TORRINGTON,United States,06790,CT,mmccarthy@celticconsulting.org,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:36.9033333,,,,,,,,,Nursing Care Facilities (Skilled Nursing Facilities) (623110),,,,,,,,623110.0,,,,,,,
AVERHART GROUND SERVICES LLC,LLC,Active,,1331282,2022-03-31,480 BARNUM AVE #4501,BRIDGEPORT,United States,06606,CT,averhartgroundservices@gmail.com,Domestic,2019-12-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:36.9200000,,,,,,,,,Used Household and Office Goods Moving (484210),,,,,,,,484210.0,,,,,,,
"HAPPY TRAILS MOUNT SNOW, LLC",LLC,Active,,1331283,2022-03-31,56 APPLEBLOSSOM LANE,NEWTOWN,United States,06470,CT,ISPEAKFORERIN@GMAIL.COM,Domestic,2019-12-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:36.9200000,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,454390.0,,,,,,,
