name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3,category_survey_email_address
EVELYN CONTRERAS LLC,LLC,Active,1310440,2020-03-31,6 CONCORD ST APT B,DANBURY,,06810,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"462 GLENDALE AVENUE, LLC",LLC,Active,1310441,2020-03-31,43 CORBIN DRIVE,DARIEN,United States,06820,CT,ATIBBETTS@TKBLAW.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"3000 MADISON AVENUE, LLC",LLC,Active,1310442,2020-03-31,43 CORBIN DRIVE,DARIEN,United States,06820,CT,ATIBBETTS@TKBLAW.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
STACEY T'S LLC,LLC,Active,1310443,2020-03-31,432 CHURCH ST,WALLINGFORD,United States,06492,CT,STACEYTSGIFTBOUTIQUE@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
HARDWORK VERT LLC,LLC,Active,1310444,2021-03-31,77 ROXBURY ST APT 1,HARTFORD,United States,06106,CT,MONASPIKE@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
OLD SAYBROOK PROPERTIES LLC,LLC,Active,1310445,2022-03-31,9 CROMWELL COURT,OLD SAYBROOK,United States,06475,CT,jamieoliver322@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:26.8100000,,,,,,,,,,,,,,,,,,,,,,,,
THE NEW HAVEN EXPERIENCE CO. LLC,LLC,Active,1310446,2022-03-31,770 CHAPEL STREET,NEW HAVEN,United States,06510,CT,info@pineandiron.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:10:26.8400000,,,,,,,,,,,,,,,,,,,,,,,,
FIVE DUCKS LLC,LLC,Active,1310447,2020-03-31,"C/O CARTA, MCALISTER & MOORE, LLC 1120 POST ROAD",DARIEN,United States,06820,CT,SEBASTIAN@CMM-LAW.COM,Foreign,2019-05-23,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:26.8400000,Ready for dissolution,Failure to file Annual Report,,2019-05-23,FIVE DUCKS LLC,United States,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,,,,,,
AZZURRO HOLDINGS LLC,LLC,Active,1310448,2022-03-31,337 GREENWICH AVENUE,GREENWICH,United States,06830,CT,mgccpa@hotmail.com,Foreign,2019-05-23,NY,NY,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:10:26.8400000,,,,2019-05-23,AZZURRO HOLDINGS LLC,United States,"440 WHITE PLAINS RD. SUITE 202, EASTCHESTER, NY, 10707, United States",440 WHITE PLAINS RD. SUITE 202,EASTCHESTER,NY,10707,United States,"440 WHITE PLAINS RD. SUITE 202, EASTCHESTER, NY, 10707, United States",440 WHITE PLAINS RD. SUITE 202,EASTCHESTER,NY,10707,United States,,,,,,
MERLI TOWING LLC,LLC,Active,1310449,2022-03-31,8 WEST STATE DR,LITCHFIELD,United States,06759,CT,merlitowing@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Motor Vehicle Towing (488410),488410.0,2021-11-10 00:10:26.8400000,,,,,,,,,,,,,,,,,,,,,,,,
BLUE GIRAFFE FILMS LLC,LLC,Active,1310450,2022-03-31,154 NAUBUC AVE.,GLASTONBURY,United States,06033,CT,tom@bluegiraffefilms.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:10:26.8400000,,,,,,,,,,,,,,,,,,,,,,,,
AGENT X TRANSPORT LLC.,LLC,Active,1310452,2020-03-31,375 EAST MAIN ST.,BRANFORD,United States,06405,CT,AGENTXTRANSPORT@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
CLE RECORDS LLC,LLC,Active,1310453,2021-03-31,182 BENHAM RD,GROTON,United States,06340,CT,EFILE1234@INCFILE.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:26.8400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
95 HOWE LLC,LLC,Active,1310454,2020-03-31,7 CRESCENT ST,HEWLETT,,11557,NY,,Domestic,2019-05-23,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
CYRUS ALDEN LLC,LLC,Active,1310456,2022-03-31,333 EAST 55TH ST APT 7H,NEW YORK,United States,10022,NY,matthewgrainer14@gmail.com,Foreign,2019-05-23,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:10:26.8400000,,,,2019-07-01,CYRUS ALDEN LLC,United States,"C/O UNITED STATE CORPORATION AGENTS, INC 300 DELAWARE AVE STE 210-A, WILMINGTON, DE, 19801,","C/O UNITED STATE CORPORATION AGENTS, INC 300 DELAWARE AVE STE 210-A",WILMINGTON,DE,19801,,"C/O UNITED STATE CORPORATION AGENTS 300 DELAWARE AVE STE 210-A, WILMINGTON, DE, 19801, United States",C/O UNITED STATE CORPORATION AGENTS 300 DELAWARE AVE STE 210-A,WILMINGTON,DE,19801,United States,,,,,,
"655 WESTOVER, LLC",LLC,Active,1310457,2020-03-31,655 WESTOVER ROAD,STAMFORD,United States,06902,CT,BMONIES@COMPUTRONIXUSA.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"CS BEVERAGE, LLC",LLC,Active,1310458,2020-03-31,30 PRINZ COURT,CHESHIRE,United States,06410,CT,SHAWNMLAWLESS@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"GUR NEW HAVEN II INVESTMENTS, LLC",LLC,Active,1310459,2022-03-31,399 WHALLEY AVENUE,NEW HAVEN,United States,06511,CT,leibi@mandymanagement.com,Foreign,2019-05-23,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:26.8400000,,,,2019-05-23,"GUR NEW HAVEN II INVESTMENTS, LLC",United States,"3524 SILVERSIDE ROAD SUITE 35B, WILMINGTON, DE, 19810, United States",3524 SILVERSIDE ROAD SUITE 35B,WILMINGTON,DE,19810,United States,"3524 SILVERSIDE ROAD SUITE 35B, WILMINGTON, DE, 19810, United States",3524 SILVERSIDE ROAD SUITE 35B,WILMINGTON,DE,19810,United States,,,,,,
KINETIC INTERNET SERVICES LLC,LLC,Active,1310460,2021-03-31,20 POPLAR ST,NORWALK,United States,06855,CT,matthew@kineticnetservices.com,Domestic,2019-05-23,CT,Connecticut,False,True,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:10:26.8400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
BROMO'S CLEANING SERVICES LLC,LLC,Active,1310461,2020-03-31,66 WASHINGTON TERRACE,BRIDGEPORT,United States,06604,CT,BROMFIELDLENORA56@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"GREENWICH BARRE STUDIO, LLC",LLC,Active,1310462,2020-03-31,109 GREENWICH AVE,GREENWICH,,06830,CT,CINDYLYNNSITES@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
GALAXY CONSORTIUM LLC,LLC,Active,1310463,2022-03-31,97 CANDLEWOOD LAKE RD,BROOKFIELD,United States,06804,CT,galaxyconsortiumllc@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Pipeline Transportation of Crude Oil (486110),486110.0,2021-11-10 00:10:26.8400000,,,,,,,,,,,,,,,,,,,,,,,,
"THE COUNSEL MANAGEMENT GROUP, LLC",LLC,Active,1310464,2022-03-31,59 LALLEY BLVD,FAIRFIELD,United States,06824,CT,FPAULMANN@COUNSELMGMTGROUP.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:10:26.8400000,,,,,,,,,,,,,,,,,,,,,,,,
589 GOLDEN ROD LLC,LLC,Active,1310465,2020-03-31,83 EAST AVE SUITE 117,NORWALK,United States,06851,CT,MARIA@1STPREMIER.ORG,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
NEXT GENERATION PARK ROAD LLC,LLC,Active,1310466,2022-03-31,48 SOUTH ST UNIT L5,WEST HARTFORD,United States,06110,CT,thehexagongroupllc@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:26.8866667,,,,,,,,,,,,,,,,,,,,,,,,
B & J INSULATION LLC,LLC,Active,1310467,2022-03-31,173 LAWLOR STREET,NEW BRITAIN,United States,06051,CT,bandjllc@outlook.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:10:26.8866667,,,,,,,,,,,,,,,,,,,,,,,,
"THE BRANDT COMPANIES, LLC",LLC,Active,1310468,2022-03-31,1728 BRIERCROFT COURT,CARROLLTON,United States,75006,TX,Compliancemail@cscinfo.com,Foreign,2019-05-23,TX,TX,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:10:26.8866667,,,,2019-08-01,"THE BRANDT COMPANIES, LLC",United States,"1728 BRIERCROFT, CARROLLTON, TX, 06120, United States",1728 BRIERCROFT,CARROLLTON,TX,06120,United States,"1728 BRIERCROFT, CARROLLTON, TX, 75006, United States",1728 BRIERCROFT,CARROLLTON,TX,75006,United States,,,,,,
ONIEL CONSTRUCTION LLC,LLC,Active,1310469,2020-03-31,1035 FAIRFIELD AVE APT J2,BRIDGEPORT,United States,06605,CT,SAMMATTJOD@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"MCALLISTER TOWING OF CONNECTICUT, LLC",LLC,Active,1310470,2022-03-31,1 FERRY ACCESS RD,BRIDGEPORT,United States,06604,CT,Compliancemail@cscinfo.com,Foreign,2019-05-23,DE,DE,False,False,False,False,False,Inland Water Freight Transportation (483211),483211.0,2021-11-10 00:10:26.8866667,,,,2019-05-21,"MCALLISTER TOWING OF CONNECTICUT, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,
"THE NARRATIVE PROJECT, LLC",LLC,Active,1310471,2020-03-31,68 BEVERLY RD,NEW HAVEN,United States,06515,CT,MERCY.QUAYE@NARRATIVE-PROJECT.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
23 SAYBROOK ROAD LLC,LLC,Active,1310472,2022-03-31,23 SAYBROOK ROAD,ESSEX,United States,06426,CT,tryonclark@prodigy.net,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:26.8866667,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR JIMENEZ LLC,LLC,Active,1310473,2020-03-31,46 RICHLAND RD,GREENWICH,United States,06830,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
PG LIMOUSINE INC,Stock,Active,1310474,2021-05-23,No information provided,,,,,FILING@ACS123.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,First report past due,,200.0,,,,,,,,,,,,,,,,,,,,,
ALFA ELIT INSURANCE GROUP LIMITED LIABILITY COMPANY,LLC,Active,1310475,2020-03-31,2 BARRINGTON DR APT C,WETHERSFIELD,United States,06109,CT,EFILE1234@INCFILE.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
PEACE LOVE AND EM INCORPORATED,Stock,Active,1310476,2021-05-23,No information provided,,,,,JHENRY1052@AOL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,First report past due,,1000.0,,,,,,,,,,,,,,,,,,,,,
KZT INVESTMENTS LLC,LLC,Active,1310477,2022-03-31,64 DUFFORD LDG,SOUTH GLASTONBURY,United States,06073,CT,roger@bennettcocpa.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:10:26.8866667,,,,,,,,,,,,,,,,,,,,,,,,
"MARSHALL'S CARPENTRY, LLC",LLC,Active,1310478,2020-03-31,9 PRATTE LN,WOLCOTT,United States,06716,CT,MARSHALLSCARPENTRY@YAHOO.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
CULTIVATION LLC,LLC,Active,1310479,2022-03-31,165 JEWETT AVE,BRIDGEPORT,United States,06606,CT,info@heycultivation.com,Domestic,2019-05-23,CT,Connecticut,False,False,True,False,False,Advertising Agencies (541810),541810.0,2021-11-10 00:10:26.8866667,,,,,,,,,,,,,,,,,,,,,,,,
ESW HANDYWORK LLC,LLC,Active,1310480,2020-03-31,29 SANDY LN,WOLCOTT,United States,06716,CT,WILLIAMSSAM96@YAHOO.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
SARA ANN JAKUB COUNSELING LLC,LLC,Active,1310481,2022-03-31,127 DAYTON RD,WATERFORD,United States,06385,CT,saraannjakubcounselingllc@gmail.com,Domestic,2019-05-23,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:10:26.8866667,,,,,,,,,,,,,,,,,,,,,,,,
J.C.M. ENTERPRISE LLC,LLC,Active,1310482,2020-03-31,584 TAYLOR HILL ROAD,JEWETT CITY,United States,06351,CT,MCMECHEN40@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"PROCESS CONTROL SOLUTIONS, INC.",Stock,Active,1310483,2022-05-23,577A HARTFORD TURNPIKE,SHREWSBURY,United States,01545,MA,asantos@sgllp.com,Foreign,2019-05-23,MA,MA,False,False,False,False,False,Industrial Machinery and Equipment Merchant Wholesalers (423830),423830.0,2021-11-10 00:10:27.4966667,,,,2019-05-23,"PROCESS CONTROL SOLUTIONS, INC.",United States,,,,,,,,,,,,,,,,,,
"SALVAY, M.D., P.C.",Stock,Active,1310484,2022-05-23,555 RAMONA STREET,PALO ALTO,United States,94301,CA,Compliancemail@cscinfo.com,Foreign,2019-05-23,CA,CA,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,2021-11-10 00:10:27.4966667,,,,2019-05-23,"SALVAY, M.D., P.C.",United States,,,,,,,,,,,,,,,,,,
"LITTLE MEADOW, LLC",LLC,Active,1310485,2022-03-31,98 BENSON ROAD,BRIDGEWATER,United States,06752,CT,sunnyvalleyct@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:27.4966667,,,,,,,,,,,,,,,,,,,,,,,,
"PPRE ECONOMIC DEVELOPMENT CORP, INC.",Stock,Active,1310486,2020-05-23,"9 WEST BROADWAY, 3RD FLOOR",PATERSON,United States,07505,NJ,OFFICE@PPREECONOMICDEVELOPMENTCORP.COM,Foreign,2019-05-23,NC,NC,False,False,False,False,False,,,2021-11-10 00:10:27.4966667,Ready for dissolution,Failure to file Annual Report,,2019-05-23,"PPRE ECONOMIC DEVELOPMENT CORP, INC.",United States,,,,,,,,,,,,,,,,,,
"YANTRA ADVANTAGE, LLC",LLC,Active,1310488,2020-03-31,39 POCAHONTAS DRIVE,WEST HARTFORD,United States,06117,CT,YANTRAADVANTAGE@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.4966667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"420E MAIN, LLC",LLC,Active,1310489,2022-03-31,"420 E MAIN STREET, STE 10",BRANFORD,United States,06405,CT,ahershman@hershmanlegal.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:10:27.4966667,,,,,,,,,,,,,,,,,,,,,,,,
JAI YOGA CENTER LLC,LLC,Active,1310490,2022-03-31,168 BOSTON POST ROAD SUITE 5,MADISON,United States,06443,CT,jaiyogacenter@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:27.4966667,,,,,,,,,,,,,,,,,,,,,,,,
LIXIA CAPITAL LLC,LLC,Active,1310491,2020-03-31,196 FERN AVENUE,LITCHFIELD,United States,06759,CT,SFUNK@ALTAINVESTMENTSLLC.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.4966667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
BARRETO PAINTING LLC,LLC,Active,1310492,2022-03-31,159 Berkeley Rd,Fairfield,United States,06825-4449,CT,barretopaintingllc@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),,2021-11-10 00:10:27.4966667,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
EVOLVE SURFING CO. LLC,LLC,Active,1310493,2020-03-31,48 SMALLWOOD RD,WEST HARTFORD,United States,06107,CT,EVOLVESURFINGCO@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.4966667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"RSR RENTAL PROPERTIES, LLC",LLC,Active,1310498,2022-03-31,226 CROWN STREET,MERIDEN,United States,06450,CT,Robertspino6531@yahoo.com,Domestic,2019-05-23,CT,Connecticut,False,True,False,True,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:27.4966667,,,,,,,,,,,,,,,,,,,,,,,,
AKNO USA INC.,Stock,Active,1310508,2022-05-23,66 WHITE STREET STE 501,NEW YORK,United States,10013,NY,veronica@bginternationallaw.com,Foreign,2019-05-23,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:27.5433333,,,,2019-05-17,AKNO USA INC.,United States,,,,,,,,,,,,,,,,,,
GMPS LLC,LLC,Active,1310509,2022-03-31,768 SOUTH MAIN ST UNIT 1,BETHEL,United States,05032,VT,msisk@infrastructuresgllc.com,Foreign,2019-05-23,DE,DE,False,False,False,False,False,Water and Sewer Line and Related Structures Construction (237110),237110.0,2021-11-10 00:10:27.5433333,,,,2019-01-01,GMPS LLC,United States,"175 S STATE ST STE B, DOVER, DE, 19901,",175 S STATE ST STE B,DOVER,DE,19901,,"1675 S STATE ST STE B, DOVER, DE, 19901, United States",1675 S STATE ST STE B,DOVER,DE,19901,United States,,,,,,
ROOSTER AUTO SALES AND SERVICE LLC,LLC,Active,1310512,2020-03-31,205 MAIN ST,ROCKFALL,United States,06481,CT,ROOSTERAUTOSERVICES@YAHOO.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"TWIN MARKET, LLC",LLC,Active,1310514,2021-03-31,273 BERLIN TURNPIKE,BERLIN,United States,06037,CT,jatidewi@yahoo.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,"Cafeterias, Grill Buffets, and Buffets (722514)",,2021-11-10 00:10:27.5433333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
SOUTH WINDSOR CT BOY'S TRAVEL BASKETBALL PROGRAM LLC,LLC,Active,1310515,2020-03-31,5A AMATO DRIVE,SOUTH WINDSOR,United States,06074,CT,CRAIG_ZIMMERMAN@MSN.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
CB CLEANING SERVICE LLC,LLC,Active,1310516,2022-03-31,59 JUNIPER ROAD,BETHEL,United States,06801,CT,cbcleaningandservice@gmail.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:10:27.5433333,,,,,,,,,,,,,,,,,,,,,,,,
ALKALINE WATER LLC,LLC,Active,1310517,2020-03-31,45 VIRGINIA AVE,DANBURY,United States,06810,CT,BRTAX18@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
FROM BROKEN TO BLESSED LLC,LLC,Active,1310518,2020-03-31,12 DOVER STREET,HARTFORD,United States,06114,CT,BRENDA.MARTIN746@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
MM PAINTING SERVICE LLC,LLC,Active,1310519,2020-03-31,66 GOLF STREET,NEWINGTON,United States,06111,CT,GRACEPOMIANOWSKA@HOTMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
MF-FIT LLC,LLC,Active,1310520,2020-03-31,438 LONGMEADOW RD,MIDDLEBURY,United States,06762,CT,JPP@DZINSKIPOLZELLACPA.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
TRIPLE MC LLC,LLC,Active,1310521,2022-03-31,27 ARBOR DR,NORWALK,United States,06854,CT,mike@triple-mc.com,Domestic,2019-05-23,CT,Connecticut,False,False,True,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
10 RESEARCH LLC,LLC,Active,1310523,2021-03-31,111 RESEARCH DRIVE,STRATFORD,United States,06615,CT,vbutani@kubtec.com,Domestic,2019-05-23,CT,Connecticut,True,False,True,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:10:27.5733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
"OCEAN BEAUTY SPA, LLC",LLC,Active,1310524,2020-03-31,112 GREENWOOD AVE,BETHEL,United States,06801,CT,MAILBOX@CHANCOMPANYLLC.US,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
DICKINSON SOLAR LLC,LLC,Active,1310525,2022-03-31,"C/O ALLCO RENEWABLE ENERGY 157 CHURCH ST., 19TH FLOOR",NEW HAVEN,United States,06510,CT,reed.reynolds@ecosrenewable.com,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
BAROWN NOTARY SERVICES & CONSULTING LLC,LLC,Active,1310526,2022-03-31,25 BUNNELL STREET EXT,COLEBROOK,United States,06021,CT,barownnotaryservices@gmail.com,Domestic,2019-05-23,CT,Connecticut,True,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
G&C SERVICES LLC,LLC,Active,1310529,2020-03-31,289 CHARLES ST 3 FL,BRIDGEPORT,United States,06606,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
M & F ONE LLC,LLC,Dissolved,1310530,2020-03-31,228 PERSHING DR,ANSONIA,United States,06401,CT,MANINDERARORA67@GMAIL.COM,Domestic,2019-05-23,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,2021-01-11T00:00:00.000,,,,,
