"EndorsementNumber","EndIssueDate","EndExpireDate","EndCity","EndCountry","EndLine1","EndLine2","EndState","EndZipOut","LicenseNumber","BusinessName","Status","IssueDate","RenewDate","ExpireDate","PhysicalCity","PhysicalCountry","PhysicalLine1","PhysicalLine2","PhysicalState","PhysicalZipOut","MailingCity","MailingCountry","MailingLine1","MailingLine2","MailingState","MailingZipOut"
1,10/6/2021,12/31/2023,"Soldotna","UNITED STATES","34788 Kustatan st",,"AK","99669",2140959,"Youth Restoration Corps","Active",10/6/2021,,12/31/2023,"Soldotna","UNITED STATES","34788 Kustatan st",,"AK","99669","Soldotna","UNITED STATES","34788 Kustatan st",,"AK","99669"
1,10/11/2021,12/31/2023,"Koyukuk","UNITED STATES","108 Spruce Street",,"AK","99754+0051",2141206,"AK Raiderz","Active",10/11/2021,,12/31/2023,"Koyukuk","UNITED STATES","108 Spruce Street",,"AK","99754-0051","Koyukuk","UNITED STATES","108 Spruce Street",,"AK","99754-0051"
1,10/12/2021,12/31/2023,"Palmer","UNITED STATES","7001 E. Kathleen Circle ",,"AK","99645",2141315,"JohnsonBudline","Active",10/12/2021,,12/31/2023,"Palmer","UNITED STATES","7001E. Kathleen Circle ",,"AK","99645","Fairbanks","UNITED STATES","525 Sprucewood Road",,"AK","99709"
1,10/12/2021,12/31/2023,"North Pole","UNITED STATES","776 Lowood St.",,"AK","99705",2141318,"Gorilla Grow","Active",10/12/2021,,12/31/2023,"North Pole","UNITED STATES","776 Lowood St.",,"AK","99705","Fairbanks","UNITED STATES","525 Sprucewood Road",,"AK","99709"
1,10/13/2021,12/31/2023,"Bethel","UNITED STATES","3111 North Apron Rd. ",,"AK","99559",2141430,"1957 TOBACCO","Active",10/13/2021,,12/31/2023,"Bethel","UNITED STATES","3111 North Apron Rd ",,"AK","99559","Bethel","UNITED STATES","PO Box 3175 ",,"AK","99559"
1,10/15/2021,12/31/2023,"Anchorage","UNITED STATES","910 W. International Airport  Road","Suite B","AK","99518",2141566,"Mile High Alaska","Active",10/15/2021,,12/31/2023,"Anchorage","UNITED STATES","910 W. International Airport Road","Suite B","AK","99518","Eagle River","UNITED STATES","9919 Annette Circle",,"AK","99577"
1,10/15/2021,12/31/2023,"ANCHORAGE","UNITED STATES","5000 W INTERNATIONAL AIRPORT RD ROOM ND206",,"AK","99502",2141569,"DAVID GREEN GROUP, JV","Active",10/15/2021,12/29/2022,12/31/2023,"ANCHORAGE","UNITED STATES","4600 POSTMARK DR ROOM NA302",,"AK","99502","ANCHORAGE","UNITED STATES","PO BOX 190830",,"AK","99519-0830"
1,10/15/2021,12/31/2023,"Anchorage","UNITED STATES","6150 Old Seward Highway",,"AK","99515",2141594,"Green Essence","Active",10/15/2021,,12/31/2023,"ANCHORAGE","UNITED STATES","6150 OLD SEWARD HWY",,"AK","99515","ANCHORAGE","UNITED STATES","PO BOX 231645",,"AK","99523"
1,11/21/2022,12/31/2023,"HOMER","UNITED STATES","672 E END RD #B",,"AK","99603",2142096,"Alaska Glass and Accessories","Active",10/22/2021,,12/31/2023,"Homer","UNITED STATES","672 E. End Rd.,#B",,"AK","99603","Homer","UNITED STATES","672 E End Rd, #B",,"AK","99603"
1,10/25/2021,12/31/2023,"Anchorage ","UNITED STATES","5011 Arctic Boulevard","Suite F","AK","99503",2142305,"JETS Vapes and Accessories ","Active",10/25/2021,,12/31/2023,"Anchorage ","UNITED STATES","5011 Arctic Boulevard","Suite F","AK","99503","JBER","UNITED STATES","1445 Glacier Avenue","Unit A","AK","99505"
1,10/26/2021,12/31/2023,"Nikolai ","UNITED STATES","Hud Road 2",,"AK","99691",2142330,"S and O Petruska ","Active",10/26/2021,11/25/2022,12/31/2023,"Nikolai ","UNITED STATES","Hud Road 2",,"AK","99691","Nikolai ","UNITED STATES","PO Box 91165",,"AK","99681"
1,10/26/2021,12/31/2024,"Kodiak","UNITED STATES","2161 Mill Bay Road","Kodiak","AK","99615",2142381,"Liquor Cabinet/Cost Savers","Active",10/26/2021,11/9/2022,12/31/2024,"Kodiak","UNITED STATES","2161 Mill Bay Road","Kodiak","AK","99615","Kodiak","UNITED STATES","2161 Mill Bay Road",,"AK","99615"
1,11/2/2021,12/31/2023,"Utqiagvik","UNITED STATES","4326 Nathaniel Olemaun Jr. Boulevard",,"AK","99723",2142866,"Buds Below Zero","Active",11/2/2021,,12/31/2023,"Utqiagvik","UNITED STATES","4326 Nathaniel Olemaun Jr. Boulevard",,"AK","99723","Anchorage","UNITED STATES","PO Box 241223",,"AK","99524"
1,11/3/2021,12/31/2023,"Noorvik","UNITED STATES","Fireweed drive house 16","Po box 68","AK","99763",2142974,"General Principal Co","Active",11/3/2021,,12/31/2023,"Noorvik","UNITED STATES","Fireweed drive house 16","Po box 68 ","AK","99763","Noorvik","UNITED STATES","Po box 68","Fireweed drive house 16","AK","99763"
1,11/11/2021,12/31/2023,"Chuathbaluk","UNITED STATES","12 Muruaq Subdivision","P.O. Box 12","AK","99557",2143507,"Jerry's Contracting Rental Retail Chuathbaluk","Active",11/11/2021,,12/31/2023,"Chuathbaluk","UNITED STATES","12 Muruaq Subdivision","P.O. Box 12","AK","99557","Chuathbaluk","UNITED STATES","12 Muruaq Subdivision, P.O. Box 12, P.O. Box 12","P.O. Box 12","AK","99557-8999"
1,11/20/2021,12/31/2023,"Haines","UNITED STATES","1406 Mud Bay Road",,"AK","99827",2144118,"Hidden Cove Farm Vacation Rental","Active",11/20/2021,,12/31/2023,"Haines","UNITED STATES","1406 Mud Bay Road",,"AK","99827","Haines ","UNITED STATES","P.O. Box 25",,"AK","99827"
1,4/22/2022,12/31/2023,"WASILLA","UNITED STATES","591 E PARKS HWY #406"," ","AK","99654",2144192,"Botanical Rhapsody Organics Of Wasilla","Active",11/22/2021,,12/31/2023,"Wasilla","UNITED STATES","695 E Parks Hwy Suite 102",,"AK","99654","Wasilla","UNITED STATES","695 E Parks Hwy Suite 102",,"AK","99654"
1,11/30/2021,12/31/2023,"Juneau","UNITED STATES","247 s Franklin St",,"AK","99801",2144573,"Lifestyle's V.","Active",11/30/2021,,12/31/2023,"Juneau","UNITED STATES","247 s Franklin St",,"AK","99801","Juneau","UNITED STATES","274 s Franklin St",,"AK","99801"
1,11/30/2021,12/31/2023,"Hope","UNITED STATES","19248 Hub Street",,"AK","99605",2144604,"Shack In The Woods Lodge LLC","Active",11/30/2021,,12/31/2023,"Hope","UNITED STATES","19248 Hub Street",,"AK","99605","HOPE","UNITED STATES","P.O. BOX 135",,"AK","99605"
1,12/2/2021,12/31/2023,"Anchorage Alaska","UNITED STATES","1319 Hyder St.",,"AK","99501",2144794,"GAR's Shop","Active",12/2/2021,,12/31/2023,"Anchorage Alaska","UNITED STATES","1319 Hyder St.",,"AK","99501","Anchorage Alaska","UNITED STATES","1319 Hyder St.",,"AK","99501"
1,12/2/2021,12/31/2023,"El Segundo","UNITED STATES","360 N. Sepulveda Blvd., Suite 2000",,"CA","90245",2144837,"Ignite International, Ltd.","Active",12/2/2021,,12/31/2023,"El Segundo","UNITED STATES","360 N. Sepulveda Blvd., Suite 2000",,"CA","90245","Vaughn","CANADA","11 Cidermill Ave",,"ON","L4K4B6"
1,12/6/2021,12/31/2023,"Soldotna","UNITED STATES","36355 Kenai Spur Hwy",,"AK","99669",2145034,"Discount Liquor","Active",12/6/2021,,12/31/2023,"Soldotna","UNITED STATES","36355 Kenai,Spur Hwy",,"AK","99669","Kenai","UNITED STATES","P.O. Box 2063",,"AK","99611"
1,12/14/2021,12/31/2023,"Selawik","UNITED STATES","96 Tundra Way",,"AK","99770",2145522,"Sheldon's Smokes Shack","Active",12/14/2021,,12/31/2023,"Selawik","UNITED STATES","96 Tundra Way ",,"AK","99770","Palmer","UNITED STATES","234 E Eagle Ave",,"AK","99645"
1,12/14/2021,12/31/2023,"Anchorage","UNITED STATES","1435 Muldoon Road",,"AK","99504",2145553,"Denali Dispensaries","Active",12/14/2021,,12/31/2023,"Anchorage","UNITED STATES","1435 Muldoon Road",,"AK","99504","Anchorage","UNITED STATES","PO Box 200132",,"AK","99520"
1,12/15/2021,12/31/2023,"Anchorage","UNITED STATES","2042 E. 3rd Avenue","Suite A","AK","99501",2145620,"Scorpion Grass","Active",12/15/2021,,12/31/2023,"Anchorage","UNITED STATES","2042 E 3rd Avenue",,"AK","99515","Anchorage","UNITED STATES","2042 E 3rd Avenue",,"AK","99515"
1,12/15/2021,12/31/2023,"Anchorage","UNITED STATES","1551 E. Tudor Road",,"AK","99507",2145624,"Scorpion Grass","Active",12/15/2021,,12/31/2023,"Anchorage","UNITED STATES","1551 E. Tudor Road",,"AK","99507","Anchorage","UNITED STATES","2042 E. 3rd Avenue",,"AK","99515"
1,5/19/2022,12/31/2023,"ANCHORAGE","UNITED STATES","405 E FIREWEED LANE STE #202",,"AK","99503",2145661,"Botanical Rhapsody Organics Anchorage AK","Active",12/15/2021,,12/31/2023,"anchorage","UNITED STATES","4240 old seward",,"AK","99504","Anchorage ","UNITED STATES","405 E fireweed lane","suite #202","AK","99503"
2,10/12/2022,12/31/2024,"TOKSOOK BAY","UNITED STATES","101 fallert rd","po box 37033","AK","99637",2145761,"J&E Enterprises","Active",12/17/2021,10/12/2022,12/31/2024,"TOKSOOK BAY","UNITED STATES","101 fallert rd, po box 37033","9075389551","AK","99637","TOKSOOK BAY","UNITED STATES","101 fallert rd","po box 37033","AK","99637"
1,12/17/2021,12/31/2022,"TOKSOOK BAY","UNITED STATES","101 fallert rd, po box 37033","po box 37033","AK","99637",2145761,"J&E Enterprises","Active",12/17/2021,10/12/2022,12/31/2024,"TOKSOOK BAY","UNITED STATES","101 fallert rd, po box 37033","9075389551","AK","99637","TOKSOOK BAY","UNITED STATES","101 fallert rd","po box 37033","AK","99637"
1,12/20/2021,12/31/2023,"Palmer","UNITED STATES","9351 N Palmer-Fishhook Rd",,"AK","99645",2145874,"Green Jar Big Lake, LLC","Active",12/20/2021,,12/31/2023,"Palmer","UNITED STATES","9351 N Palmer-Fishhook Rd",,"AK","99645","Wasilla","UNITED STATES","4901 E Blue Lupine Dr","Ste E","AK","99654"
1,1/5/2022,12/31/2023,"ANCHORAGE","UNITED STATES","500 MULDOON RD #14",,"AK","99504",2147063,"Smoke City ","Active",1/5/2022,,12/31/2023,"Anchorage ","UNITED STATES","500 muldoon rd #14",,"AK","99504","Anchorage ","UNITED STATES","500 muldoon rd #14",,"AK","99504"
1,1/11/2022,12/31/2023,"KETCHIKAN","UNITED STATES","7198 N TONGASS HWY",,"AK","99901",2147539,"Ward Cove T Shirts","Active",1/11/2022,,12/31/2023,"KETCHIKAN","UNITED STATES","7198 N TONGASS HWY",,"AK","99901","WARD COVE","UNITED STATES","PO BOX 1031",,"AK","99928"
1,1/14/2022,12/31/2023,"Wasilla","UNITED STATES","1150 East Steam Commons Avenue",,"AK","99654",2147779,"Three Bears #87","Active",1/14/2022,,12/31/2023,"Wasilla","UNITED STATES","1150 East Steam Commons Avenue",,"AK","99654","Wasilla","UNITED STATES","7362 W. Parks Hwy., #814",,"AK","99623"
1,1/24/2022,12/31/2023,"Anchorage","UNITED STATES","1011 W. 76",,"AK","99518",2148406,"DJones Enterprises","Active",1/24/2022,,12/31/2023,"ANCHORAGE","UNITED STATES","1107 WEST 76TH AVE",,"AK","99507","Anchorage","UNITED STATES","10144 Salix Circle",,"AK","99507"
1,1/24/2022,12/31/2023,"Wasilla","UNITED STATES","7823 W. Parks Hwy","Upper Level","AK","99623",2148469,"Fort Green Alaska","Active",1/24/2022,,12/31/2023,"Wasilla","UNITED STATES","7823 W. Parks Hwy","Upper Level","AK","99623","Wasilla","UNITED STATES","2174 E Red Fox Drive",,"AK","99654"
1,1/27/2022,12/31/2023,"Fairbanks,ak","UNITED STATES","308 Wendell Avenue",,"AK","99707",2148669,"MIDNITE MINE","Active",1/27/2022,,12/31/2023,"fairbanks,ak","UNITED STATES","308 Wendell Avenue",,"AK","99701","Fairbanks,ak","UNITED STATES","PO Box 70655",,"AK","99707"
1,1/27/2022,12/31/2023,"Point Hope","UNITED STATES","833 Tuttu",,"AK","99766",2148679,"48 Hank's Store","Active",1/27/2022,,12/31/2023,"Point Hope","UNITED STATES","833 Tuttu",,"AK","99766","Point Hope","UNITED STATES","P.O. Box 287",,"AK","99766"
1,1/27/2022,12/31/2023,"Kalskag","UNITED STATES","LOT 3 BLK 4 STEVEN STREET",,"AK","99607",2148689,"Ausdahl Mercantile","Active",1/27/2022,,12/31/2023,"KALSKAG","UNITED STATES","LOT 3 BLK 4 STEVEN STREET",,"AK","99607","Kalskag","UNITED STATES","P O BOX 102",,"AK","99607-0102"
1,1/28/2022,12/31/2023,"Wasilla","UNITED STATES","5671 E Beverly Ann Lane",,"AK","99654",2148807,"alaska paddle co","Active",1/28/2022,,12/31/2023,"Wasilla","UNITED STATES","5671 E Beverly Ann Lane",,"AK","99654","Wasilla","UNITED STATES","5671 E Beverly Ann Lane",,"AK","99654"
1,1/31/2022,12/31/2023,"Valdez ","UNITED STATES","300 N Harbor Drive",,"AK","99686",2149010,"snAK box vending ","Active",1/31/2022,,12/31/2023,"Valdez ","UNITED STATES","3477 Falcon Avenue ",,"AK","99686","Valdez","UNITED STATES","PO BOX 2783",,"AK","99686"
1,2/4/2022,12/31/2023,"Barrow","UNITED STATES","476 Egasak Street","Unit A","AK","99723",2149300,"Arctic Cannabis","Active",2/4/2022,,12/31/2023,"Barrow","UNITED STATES","476 Egasak Street","Unit A","AK","99723","Barrow","UNITED STATES","PO Box 426",,"AK","99723"
1,2/6/2022,12/31/2023,"Kobuk","UNITED STATES","101 Funny River RD",,"AK","99751",2149408,"Sally's","Active",2/6/2022,,12/31/2023,"Kobuk","UNITED STATES","101 Funny River RD",,"AK","99751","Kobuk","UNITED STATES","P.O. Box 51062",,"AK","99751"
1,2/7/2022,12/31/2023,"Palmer","UNITED STATES","6490 N Blossom Dr",,"AK","99645",2149454,"Alaska Kush LLC","Active",2/7/2022,,12/31/2023,"Palmer","UNITED STATES","6490 N Blossom Dr",,"AK","99645","Palmer","UNITED STATES","6490 N Blossom Dr",,"AK","99645"
1,2/7/2022,12/31/2023,"Bensenville","UNITED STATES","975 Bryn Mawr Avenue",,"IL","60106",2149503,"Golden Eagle Distributors","Active",2/7/2022,,12/31/2023,"Bensenville","UNITED STATES","975 Bryn Mawr Avenue",,"IL","60106","Bensenville","UNITED STATES","975 Bryn Mawr Avenue",,"IL","60106"
2,9/2/2022,12/31/2023,"ANCHORAGE ","UNITED STATES","2042 E 3RD AVE UNIT A",,"AK","99501",2149725,"Smoke Signal","Active",2/10/2022,,12/31/2023,"ANCHORAGE","UNITED STATES","4426 MOUNTAIN VIEW DR.",,"AK","99508","BETHEL","UNITED STATES","PO BOX 2343",,"AK","99559"
3,10/17/2022,12/31/2023,"ANCHORAGE","UNITED STATES","4339 MOUNTAIN VIEW DRIVE",,"AK","99508",2149725,"Smoke Signal","Active",2/10/2022,,12/31/2023,"ANCHORAGE","UNITED STATES","4426 MOUNTAIN VIEW DR.",,"AK","99508","BETHEL","UNITED STATES","PO BOX 2343",,"AK","99559"
1,2/10/2022,12/31/2023,"ANCHORAGE","UNITED STATES","4426 MOUNTAIN VIEW DR",,"AK","99508",2149725,"Smoke Signal","Active",2/10/2022,,12/31/2023,"ANCHORAGE","UNITED STATES","4426 MOUNTAIN VIEW DR.",,"AK","99508","BETHEL","UNITED STATES","PO BOX 2343",,"AK","99559"
1,2/16/2022,12/31/2023,"Ketchikan","UNITED STATES","7939 North Tongass Highway",,"AK","99901",2150178,"The Whistle Stop","Active",2/16/2022,,12/31/2023,"Ketchikan","UNITED STATES","7939 North Tongass Highway",,"AK","99901","Manassas","UNITED STATES","7050 Infantry Ridge Road",,"VA","20109"
1,2/23/2022,12/31/2023,"Edna Bay","UNITED STATES","1 Edna Bay Rd.",,"AK","99901",2150699,"Rangers Arms ","Active",2/23/2022,,12/31/2023,"Edna Bay","UNITED STATES","1 Edna Bay Rd.",,"AK","99901","Edna Bay","UNITED STATES","1 Edna Bay Rd.",,"AK","99901"
1,1/24/2023,12/31/2023,"Anchorage","UNITED STATES","8639 Toloff Street Ste1",,"AK","99507",2151074,"Anchorage Dispensary Hillside Natural Wellness","Active",3/1/2022,,12/31/2023,"Anchorage","UNITED STATES","8629 Toloff Street",,"AK","99507","Wasilla","UNITED STATES","PO Box 872468",,"AK","99687"
1,3/2/2022,12/31/2023,"Orlando","UNITED STATES","1041 Crews Commerce DR",,"FL","32837",2151172,"ss vape brands","Active",3/2/2022,,12/31/2023,"Orlando","UNITED STATES","1041 Crews Commerce DR",,"FL","32837","Orlando","UNITED STATES","1041 Crews Commerce DR",,"FL","32837"
1,3/7/2022,12/31/2023,"Arlington","UNITED STATES","1812 N Moore St",,"VA","22209",2151448,"Nestle Professional North America ","Active",3/7/2022,,12/31/2023,"Arlington","UNITED STATES","1812 N Moore St",,"VA","22209","Arlington","UNITED STATES","1812 N Moore St",,"VA","22209"
1,3/14/2022,12/31/2023,"Dillingham","UNITED STATES","431 West D Street",,"AK","99576",2152093,"AK Bristol Express","Active",3/14/2022,,12/31/2023,"Dillingham","UNITED STATES","431 West D Street",,"AK","99576","Anchorage","UNITED STATES","445 East 5th Ave","Suiute 201","AK","99501"
1,3/18/2022,12/31/2023,"Sitka ","UNITED STATES","4513 Halibut Point Road",,"AK","99835",2152447,"HPoint Retail, LLC","Active",3/18/2022,,12/31/2023,"Sitka ","UNITED STATES","4513 Halibut Point Road",,"AK","99835","Sitka ","UNITED STATES","PO BOX 816",,"AK","99835"
1,3/18/2022,12/31/2023,"Teaneck","UNITED STATES","300 Frank W. Burr Blvd.","Suite 70","NJ","07666",2152454,"Japan Tobacco International U.S.A., Inc.","Active",3/18/2022,,12/31/2023,"Teaneck","UNITED STATES","300 Frank W. Burr Blvd.","Suite 70","NJ","07666","TEANECK","UNITED STATES","300 FRANK W. BURR BLVD.","SUITE 70","NJ","07666"
1,3/21/2022,12/31/2023,"Buffalo Grove","UNITED STATES","353 Covington Ter",,"IL","60089",2152576,"a2ztobacco.com","Active",3/21/2022,,12/31/2023,"Anchorage","UNITED STATES","821 N St","ste 102","AK","99501","Anchorage","UNITED STATES","821 N St","ste 102","AK","99501"
1,3/21/2022,12/31/2023,"Sitka ","UNITED STATES","4513 Halibut Point Road",,"AK","99835",2152591,"Dockside Provisioner's LLC","Active",3/21/2022,,12/31/2023,"Sitka","UNITED STATES","4513 Halibut Point Road",,"AK","99835","Sitka Alaska","UNITED STATES","PO BOX 816","Sitka, AK 99835","AK","99835"
1,3/21/2022,12/31/2023,"Soldotna","UNITED STATES","60456 East End Rd",,"AK","99669",2152646,"High Seas","Active",3/21/2022,,12/31/2023,"Homer","UNITED STATES","60456 East End Rd",,"AK","99603","Soldotna","UNITED STATES","Po box 3765",,"AK","99669"
1,3/24/2022,12/31/2023,"JUNEAU ","UNITED STATES","9328 GLACIER HWY #51B",,"AK","99801",2152900,"Sanders Mobile Solutions","Active",3/24/2022,,12/31/2023,"Juneau","UNITED STATES","9328 Glacier Hwy #51B",,"AK","99801","Juneau","UNITED STATES","5905 Churchill Way #39",,"AK","99801"
1,3/25/2022,12/31/2023,"Anchorage","UNITED STATES","7940 Williwa ave apt A",,"AK","99504",2152944,"Cloudy907","Active",3/25/2022,,12/31/2023,"Anchorage","UNITED STATES","7940 Williwa ave apt A",,"AK","99504","Anchorage","UNITED STATES","7940 williwa ave apt A",,"AK","99504"
1,4/5/2022,12/31/2023,"Ketchikan","UNITED STATES","800 Venetia Ave",,"AK","99901",2153732,"Cape Fox Eagles Nest","Active",4/5/2022,,12/31/2023,"Ketchikan","UNITED STATES","800 Venetia Ave",,"AK","99901","Manassas","UNITED STATES","7050 Infantry Ridge Road",,"VA","20109"
1,4/5/2022,12/31/2023,"Las Vegas","UNITED STATES","901 S 1st Street",,"NV","89101",2153797,"Prilla, Inc.","Active",4/5/2022,,12/31/2023,"Las Vegas","UNITED STATES","901 S 1st Street",,"NV","89101","Chicago","UNITED STATES","150 N Michigan Avenue",,"IL","60601"
1,4/7/2022,12/31/2023,"ANCHORAGE","UNITED STATES","8857 JEWEL LAKE  ROAD",,"AK","99502",2153956,"MARY JANES  CANNABIS EMPORIUM 2","Active",4/7/2022,,12/31/2023,"ANCHORAGE","UNITED STATES","8857 JEWEL LAKE  ROAD",,"AK","99502","ANCHORAGE","UNITED STATES","8857 JEWEL LAKE  ROAD",,"AK","99502"
1,4/8/2022,12/31/2023,"Newtok","UNITED STATES","101 Honda Way","P.O Box 5528","AK","99559",2154052,"Newtok Native Corporation","Active",4/8/2022,,12/31/2023,"Newtok","UNITED STATES","NHN mainstreet",,"AK","99559","Newtok","UNITED STATES","p.o box 5528",,"AK","99559"
1,4/13/2022,12/31/2023,"Sterling","UNITED STATES","33035 Sterling Highway",,"AK","99672",2154374,"Three Bears #56","Active",4/13/2022,,12/31/2023,"Sterling","UNITED STATES","33035 Sterling Highway",,"AK","99672","Wasilla","UNITED STATES","500 South Triple B Street",,"AK","99623"
1,4/16/2022,12/31/2023,"Kokhanok","UNITED STATES","Little joe lane #1",,"AK","99606",2154627,"DPS","Active",4/16/2022,,12/31/2023,"Kokhanok","UNITED STATES","Little joe lane #1",,"AK","99606","Kokhanok","UNITED STATES","po box 1112",,"AK","99606"
1,4/16/2022,12/31/2023,"Anchorage","UNITED STATES","2703  Aspen Drive",,"AK","99517",2154648,"IRR inventory and LRTP Update","Active",4/16/2022,,12/31/2023,"Anchorage","UNITED STATES","2703 Aspen Drive",,"AK","99517","Olympia","UNITED STATES","4215 20Th Ln, NE",,"WA","98516"
1,4/18/2022,12/31/2023,"Ketchikan","UNITED STATES","7939 North Tongass Highway",,"AK","99901",2154745,"Whistle Stop Alaska","Active",4/18/2022,,12/31/2023,"Ketchikan","UNITED STATES","7939 North Tongass Highway",,"AK","99901","Manassas","UNITED STATES","7050 Infantry Ridge Road",,"VA","20109"
1,4/18/2022,12/31/2023,"Anchorage","UNITED STATES","360 E International Airport Road","2A","AK","99518",2154773,"Midtown Roots","Active",4/18/2022,,12/31/2023,"Anchorage","UNITED STATES","360 E International Airport Road 2A",,"AK","99518","Anchorage","UNITED STATES","550 W 64th Ave Ste 200",,"AK","99518"
1,4/20/2022,12/31/2023,"Rosemont","UNITED STATES","919 Conestoga Road, Building Three, Suite 310",,"PA","19010",2154942,"HLS Therapeutics (USA), Inc.","Active",4/20/2022,,12/31/2023,"Rosemont","UNITED STATES","919 Conestoga Road, Building Three",,"PA","19010","Rosemont","UNITED STATES","919 Conestoga Road, Building Three, Suite 310",,"PA","19010"
1,4/22/2022,12/31/2023,"Juneau","UNITED STATES","1873 Shell Simmons Dr",,"AK","99801",2155110,"HUMMINGBIRD HOLLOW GIFTS, LLC","Active",4/22/2022,,12/31/2023,"Juneau","UNITED STATES","1873 Shell Simmons Dr",,"AK","99801","Juneau","UNITED STATES","4900 Wren Drive",,"AK","99801"
1,4/22/2022,12/31/2023,"Juneau","UNITED STATES","321 S Franklin",,"AK","99801",2155114,"RUSTIC","Active",4/22/2022,,12/31/2023,"Juneau","UNITED STATES","321 S Franklin",,"AK","99801","Juneau","UNITED STATES","4900 Wren Drive",,"AK","99801"
1,4/22/2022,12/31/2023,"Skagway","UNITED STATES","302 5th ave",,"AK","99840",2155158,"Last Frontier Vapors","Active",4/22/2022,,12/31/2023,"Skagway","UNITED STATES","302 5th ave",,"AK","99840","Skagway","UNITED STATES","PO BOX 1049",,"AK","99840-1049"
1,5/1/2022,12/31/2023,"Nenana","UNITED STATES","807 north A street",,"AK","99760",2155784,"Coghills Tobacco","Active",5/1/2022,,12/31/2023,"Nenana","UNITED STATES","807 north A street",,"AK","99760","Nenana","UNITED STATES","P.O. Box 100",,"AK","99760"
1,5/4/2022,12/31/2023,"naukati","UNITED STATES","lot 2 block 3","box 621 Craig Alaska 99921","AK","99950",2156076," Naukati Connection Store","Active",5/4/2022,,12/31/2023,"naukati","UNITED STATES","Lot 2 Block 3",,"AK","99950","Craig","UNITED STATES","Po Box 1155",,"AK","99921"
1,11/8/2022,12/31/2023,"CLEAR","UNITED STATES","MP 280 PARKS HWY",,"AK","99704",2156470,"Clear Sky Lodge, Inc","Active",5/9/2022,,12/31/2023,"Clear","UNITED STATES","Mile 280 Parks Highway",,"AK","99760","Nenana ","UNITED STATES","HC 66 Box 27910",,"AK","99760"
1,5/11/2022,12/31/2023,"Palmer","UNITED STATES","9031 E. Frontage Road",,"AK","99645",2156617,"Cannabaska","Active",5/11/2022,,12/31/2023,"Palmer","UNITED STATES","9031 E. Frontage Road",,"AK","99645","Anchorage","UNITED STATES","521 W. Tudor Road",,"AK","99503"
1,5/12/2022,12/31/2023,"CENTRAL","UNITED STATES","128 STEESE HIGHWAY",,"AK","99730",2156694,"Skookum Roadhouse","Active",5/12/2022,,12/31/2023,"CENTRAL","UNITED STATES","128 STEESE HIGHWAY",,"AK","99730","CENTRAL","UNITED STATES","PO BOX 30111",,"AK","99730-0111"
1,5/12/2022,12/31/2023,"Juneau ","UNITED STATES","200 n Franklin st ",,"AK","99801",2156728,"Em Lang Tattoo","Active",5/12/2022,,12/31/2023,"Juneau ","UNITED STATES","200 N Franklin st ",,"AK","99801","Juneau ","UNITED STATES","200 N Franklin st ",,"AK","99801"
1,5/15/2022,12/31/2023,"HALEIWA","UNITED STATES","1931 KAMEHAMEHA HWY",,"HI","96712",2156883,"OAHU FARMS CO","Active",5/15/2022,,12/31/2023,"HALEIWA","UNITED STATES","1931 KAMEHAMEHA HWY",,"HI","96712","HALEIWA","UNITED STATES","1931 KAMEHAMEHA HWY",,"HI","96712"
1,5/16/2022,12/31/2023,"Anchorage","UNITED STATES","9321 Arlene St Apt A2",,"AK","99502",2156971,"Pro Painting Care ","Active",5/16/2022,,12/31/2023,"Anchorage","UNITED STATES","9321 Arlene St Apt A2",,"AK","99502","Anchorage","UNITED STATES","9321 Arlene St Apt A2",,"AK","99502"
1,5/19/2022,12/31/2023,"Gambell","UNITED STATES","125 Pea Gravel Way",,"AK","99742",2157213,"Riley's Carters","Active",5/19/2022,,12/31/2023,"Gambell","UNITED STATES","125 Pea Gravel Way",,"AK","99742","Gambell","UNITED STATES","PO Box 125",,"AK","99742"
1,5/20/2022,12/31/2023,"Anchorage","UNITED STATES","243 Klevin st.",,"AK","99508",2157334,"MGD ASSISTED LIVING HOME","Active",5/20/2022,,12/31/2023,"Anchorage","UNITED STATES","243 Klevin street",,"AK","99508","Anchorage","UNITED STATES","243 Klevin street",,"AK","99508"
1,5/20/2022,12/31/2023,"Anchorage","UNITED STATES","530 Muldoon Road",,"AK","99504",2157342,"Brown Jug","Active",5/20/2022,,12/31/2023,"Anchorage","UNITED STATES","3909 Arctic Blvd.","Suite 500","AK","99503","Anchorage","UNITED STATES","3909 Arctic Blvd.","Suite 500","AK","99503"
1,5/20/2022,12/31/2023,"Homer","UNITED STATES","3585 East End Road, Suite #3",,"AK","99603",2157350,"Kachemak Cannabis","Active",5/20/2022,,12/31/2023,"Homer","UNITED STATES","3585 East End Road, Suite #3",,"AK","99603","Homer","UNITED STATES","PO Box 3226",,"AK","99603"
1,5/20/2022,12/31/2023,"ANCHORAGE","UNITED STATES","5850 JORDAN",,"AK","99504",2157362,"AK MISSISSIPPI SOUTHERN STYLE CUISINE","Active",5/20/2022,,12/31/2023,"ANCHORAGE","UNITED STATES","5850 JORDAN",,"AK","99504","ANCHORAGE","UNITED STATES","5850 JORDAN",,"AK","99504"
