name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
Modern Restoration & Designs L.L.C.,LLC,Active,2568290,2023-03-31,371 Woodford Ave,49,Plainville,United States,06062-2478,CT,arnaldoperezcool@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-06-13 00:16:20.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armagh Storage Group LLC,LLC,Active,2568286,2023-03-31,2963 Route 22,,Patterson,United States,12563-2335,NY,jclancy@clancymoving.com,Foreign,,2022-05-23,NEW YORK,NEW YORK,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:20.1133333,,,,2022-05-27,Armagh Storage Group LLC,,"2963 Route 22, Patterson, NY, 12563-2335, United States",2963 Route 22,Patterson,NY,12563-2335,United States,"2963 Route 22, Patterson, NY, 12563-2335, United States",2963 Route 22,Patterson,NY,12563-2335,United States,,,,,,,,,,,
Generation Legacy LLC,LLC,Active,2568292,2023-03-31,33 Calhoun Ave,,Trumbull,United States,06611-2449,CT,kimesha.c.clarke@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,True,False,True,False,False,Lessors of Other Real Estate Property (531190),2022-06-13 00:16:20.1433333,kimesha.c.clarke@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reality Dreams Professional Limited Liability Co.,LLC,Active,2568299,2023-03-31,121 Hill Street Ext,,Naugatuck,United States,06770-4280,CT,newstart2022@realitydreams.org,Domestic,United States,2022-05-23,Connecticut,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:20.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevacush� Farms LLC,LLC,Active,2568302,2023-03-31,74 Lennys Ln,,Hampton,United States,06247-1609,CT,keziah@kevacushefarms.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,True,False,True,False,False,Fruit and Tree Nut Combination Farming (111336),2022-06-13 00:16:20.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talosmoon LLC,LLC,Active,2568313,2023-03-31,189 Lookout Hill Rd,,Milford,United States,06461-1898,CT,kcaro@talosmoon.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-06-13 00:16:20.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Adrienne Hicks LLC,LLC,Active,2568301,2023-03-31,34 Frazier Road,,Hamden,United States,06518,CT,adriennelhicks@yahoo.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Khaotic Kitchen LLC,LLC,Active,2568323,2023-03-31,36 North Road,,Groton,United States,06340,CT,ssmith@khaotickitchen.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,True,False,False,False,True,Caterers (722320),2022-06-13 00:16:20.0500000,simplysydsmith@outlook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365 Promo Group LLC,LLC,Active,2568346,2023-03-31,29 Duval Street,,Manchester,United States,06042,CT,letsprint09@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,True,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",2022-06-13 00:16:20.0500000,letsprint09@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeluju LLC,LLC,Active,2568330,2023-03-31,1201 Washington Blvd,418,Stamford,United States,06902,CT,luea1530@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,True,False,False,False,False,Children's and Infants' Clothing Stores (448130),2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMGCounseling LLC,LLC,Active,2568335,2023-03-31,38 Osborne Hill Rd,,Sandy Hook,United States,06482-1500,CT,monicadufour2@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craving Travel LLC,LLC,Active,2568334,2023-03-31,264 Plains Rd,,Haddam,United States,06438-1264,CT,lori.mucciacciaro@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,True,False,False,False,False,,2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B&B Apparel LLC,LLC,Active,2568336,2023-03-31,10 Eastlake Drive,,Middletown,United States,06457,CT,bbapparel55@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP Financial Services LLC,LLC,Active,2568341,2023-03-31,116 Longview Dr,,Berlin,United States,06037-3918,CT,megpapp0415@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.H Mechanical LLC,LLC,Active,2568378,2023-03-31,6,,Bozrah,United States,06334,CT,jhmechanical22@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CM Vending , LLC",LLC,Active,2568357,2023-03-31,2389 Main Street,suite 100,Glastonbury,United States,06033,CT,vendingmachinescm@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,True,False,True,False,False,Vending Machine Operators (454210),2022-06-13 00:16:20.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heald Properties LLC,LLC,Active,2568361,2023-03-31,55 Marboy Dr,,Plantsville,United States,06479-1517,CT,healdpropertiesllc@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTHUR NICOLE ENTERPRISE INC.,Stock,Active,2568382,2022-08-21,,,,,,,arthurnicoleenterpriseinc@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,True,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),2022-06-13 00:16:20.1300000,,First report due,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Listing Lead LLC,LLC,Active,2568390,2023-03-31,235 dodge ave,,east haven,United States,06512,CT,leadlisting00@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,False,False,False,Advertising Agencies (541810),2022-06-13 00:16:20.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG Properties two LLC,LLC,Active,2568386,2023-03-31,350 Colman St,,New London,United States,06320-3624,CT,mgproperties2llc@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,True,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr welding llc,LLC,Active,2568394,2023-03-31,31 Bell St,,Bridgeport,United States,06610,CT,gilsonrodriguesgrsoldas@gmail.com,Domestic,United States,2022-05-23,Connecticut,Connecticut,False,False,False,False,False,"Other Foundation, Structure, and Building Exterior Contractors (238190)",2022-06-13 00:16:20.0366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S LAW ENFORCEMENT SERVICES (PLLC),LLC,Active,2568478,2023-03-31,102 ALLENTOWN RD,,TERRYVILLE,UNITED STATES,06786,CT,BRANDY.WOOD536@GMAIL.COM,Domestic,United States,2022-05-23,,Connecticut,False,False,False,False,False,,2022-06-13 00:16:20.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MARK MAGRANN ASSOCIATES, INC.",Stock,Active,2568719,2023-05-24,"701 EAST GATE DRIVE, SUITE 100",,MOUNT LAUREL,UNITED STATES,08054,NJ,PAMDAMICO@MAGRANN.COM,Foreign,,2022-05-23,,NEW JERSEY,False,False,False,False,False,541330,2022-06-13 00:16:21.0666667,,,,2022-05-23,"MARK MAGRANN ASSOCIATES, INC.",,,,,,,,,,,,,,,,,,,,,,,,
"MARBLEDALE LOCKER, LLC",LLC,Active,2568824,2023-03-31,1 SPRUCE LANE,,NEW MILFORD,UNITED STATES,06776,CT,,Domestic,United States,2022-05-23,,Connecticut,False,False,False,False,False,551112,2022-06-13 00:16:21.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"219 LITCHFIELD TRPK, LLC",LLC,Active,2568837,2023-03-31,39 SUNSET LANE,,WASHINGTON DEPOT,UNITED STATES,06794,CT,,Domestic,United States,2022-05-23,,Connecticut,False,False,False,False,False,551112,2022-06-13 00:16:21.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANA ROSE LLC,LLC,Active,2569612,2023-03-31,67 SHUTTLEMEADOW RD.,,PLAINVILLE,United States,06062,CT,INFO.DANAAROSE@GMAIL.COM,Domestic,United States,2022-05-23,,Connecticut,False,False,False,False,False,,2022-06-13 00:16:21.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RABCO SOLUTIONS LLC,LLC,Active,2569860,2023-03-31,1041 CROWN PARK CIRCLE,,WINTER GARDEN,US,34787,FL,DDOYLE@MAKORABCO.COM,Foreign,,2022-05-23,,FLORIDA,False,False,False,False,False,,2022-06-13 00:16:21.1466667,,,,2022-05-20,RABCO SOLUTIONS LLC,,"1041 CROWN PARK CIRCLE, WINTER GARDEN, FL, 34787, United States",1041 CROWN PARK CIRCLE,WINTER GARDEN,FL,34787,United States,"1041 CROWN PARK CIRCLE, WINTER GARDEN, FL, 34787, United States",1041 CROWN PARK CIRCLE,WINTER GARDEN,FL,34787,United States,,,,,,,,,,,
SAFETY MARKING LLC,LLC,Active,228841,2023-03-31,255 HANCOCK AVENUE,,BRIDGEPORT,United States,06605,CT,,Domestic,,2022-05-24,,,False,False,False,False,False,237310,2022-06-13 00:09:55.1466667,,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Netfor Inc,Stock,Active,2432057,2023-05-24,12115 Visionary Way,ste 100,Fishers,United States,46038-3069,IN,accounting@netfor.com,Foreign,,2022-05-24,INDIANA,INDIANA,False,False,False,False,False,Other Computer Related Services (541519),2022-06-13 00:09:50.5466667,,,,2022-02-01,Netfor Inc,,,,,,,,,,,,,,,,,,,,,,,,
"One More Story , Inc.",Stock,Active,2528596,2023-05-24,374 Bond St,,Brooklyn,United States,11231-5024,NY,carl@onemorestory.com,Foreign,,2022-05-24,NEW YORK,NEW YORK,False,False,False,False,False,Educational Support Services (611710),2022-06-13 00:07:35.5066667,,,,2018-09-25,"One More Story , Inc.",,,,,,,,,,,,,,,,,,,,,,,,
Diane L Browne Catering LLC,LLC,Active,2532042,2023-03-31,865 Post Rd,,Darien,United States,06820-4603,CT,dlbrowne1@mac.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Caterers (722320),2022-06-13 00:16:23.1333333,dlbrowne1@mac.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BellLaw Group PLLC,LLC,Active,2551552,2023-03-31,100 Quentin Roosevelt Blvd,STE 208,Garden City,United States,11530-4874,NY,amaisonave@blumb.com,Foreign,,2022-05-24,NEW YORK,NEW YORK,False,False,False,False,False,All Other Legal Services (541199),2022-06-13 00:16:28.5500000,,,,2022-05-02,BellLaw Group,,"100 Quentin Roosevelt Blvd, Garden City, NY, 11530-4874, United States",100 Quentin Roosevelt Blvd,Garden City,NY,11530-4874,United States,"100 Quentin Roosevelt Blvd, STE 208, Garden City, NY, 11530-4874, United States",100 Quentin Roosevelt Blvd,Garden City,NY,11530-4874,United States,,STE 208,,,,,,,,,
Addiction Assassins LLC,LLC,Dissolved,2556659,2023-03-31,12 Fanny St,,Shelton,United States,06484-4505,CT,dadofroo@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Other Social Advocacy Organizations (813319),2022-06-13 00:16:17.6266667,,,,,,,,,,,,,,,,,,,,,2022-06-01T00:00:00.000,,,,,,,,
Greenwich Notary Service LLC,LLC,Active,2561696,2023-03-31,15 E Putnam Ave,7,Greenwich,United States,06830-5424,CT,lyndad2509@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,All Other Legal Services (541199),2022-06-13 00:16:18.8933333,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA-Rideshare LLC,LLC,Active,2567026,2023-03-31,22 Winchester St,,Waterbury,United States,06704-2722,CT,walker.wesley@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,True,False,False,All Other Travel Arrangement and Reservation Services (561599),2022-06-13 00:16:20.1133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UConn Health ACO, Inc.",Non-Stock,Active,2567212,2022-08-22,,,,,,,hlaing@uchc.edu,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2022-06-13 00:16:20.1300000,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flywheel Software, LLC",LLC,Active,2567785,2023-03-31,76 Summit Road,,Riverside,United States,06878,CT,legal@flywheelsoftware.com,Foreign,,2022-05-24,DELAWARE,DELAWARE,False,False,False,False,False,Computer Systems Design Services (541512),2022-06-13 00:16:20.1300000,,,,2022-04-21,"Flywheel Software, LLC",,"c/o Incorp Services, Inc., 919 North Market Street, Suite 950, Wilmington, DE, 19801, United States","c/o Incorp Services, Inc., 919 North Market Street",Wilmington,DE,19801,United States,"c/o Incorp Services, Inc., 919 North Market Street, Suite 950, Wilmington, DE, 19801, United States","c/o Incorp Services, Inc., 919 North Market Street",Wilmington,DE,19801,United States,Suite 950,Suite 950,,,,,,,,,
LONGEITY HOLISTIC HEALTH CARE LLC,LLC,Active,2568136,2023-03-31,80 Bayne St,,Norwalk,United States,06851-1223,CT,sandra@longevitycareny.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,True,False,False,Services for the Elderly and Persons with Disabilities (624120),2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIM LOGISTIC�S LLC,LLC,Active,2568145,,203 Lombard St,3,New Haven,United States,06513-2826,CT,santana.p2688@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-06-13 00:16:20.0500000,santana.p2688@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gutierrez Estate LLC,LLC,Active,2568255,2023-03-31,2389 Main St Ste 100,,Glastonbury,United States,06033,CT,steveng001@rocketmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,True,False,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:20.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEAH SURE INC.,Stock,Active,2568403,2022-08-22,,,,,,,ustaxfirm@yahoo.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:20.1133333,,First report due,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ironclad Transportation LLC,LLC,Active,2568412,2023-03-31,35 David Dr,,East Haven,United States,06512,CT,jjcascio2002@yahoo.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Local (484220)",2022-06-13 00:16:20.1433333,jjcascio2002@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E & E LANDSCAPING & MORE LLC,LLC,Active,2568421,2023-03-31,14 WALL ST APT 3,,WATERBURY,United States,06705,CT,jose32hdz@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77 Vale LLC,LLC,Active,2568451,2023-03-31,34 Sunset Hill Road,,Bethel,United States,06801,CT,stellaluna812@aol.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:20.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT EQUALS OUTPUT LLC,LLC,Active,2568507,2023-03-31,14 OLD BRIDGE RD W,,NEW FAIRFIELD,United States,06812,CT,efile1234@incfile.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),2022-06-13 00:16:20.0500000,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3 Realty LLC,LLC,Active,2568453,2023-03-31,34 Sunset Hill Rd,,Bethel,United States,06801-2919,CT,stellaluna812@aol.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:20.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minaya's Perubian Restaurant LLC,LLC,Rejected,2568482,,446 New Britain Avenue,,Hartford,United States,06106,CT,isabel@multiservicesintl.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Full-Service Restaurants (722511),2022-06-13 00:16:20.1433333,cristminaya1@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMG Consulting LLC,LLC,Active,2568565,2023-03-31,1177 Post Rd E,,Westport,United States,06880,CT,lgyselen1@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),2022-06-13 00:16:20.0666667,dmitacek@cullenllp.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Soul Food and Grill Accessories LLC,LLC,Active,2568466,2023-03-31,265 Windsor Ave,,Windsor,United States,06095-4545,CT,dwight.hall5460@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,True,False,False,Limited-Service Restaurants (722513),2022-06-13 00:16:20.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woogle LLC,LLC,Active,2568489,2023-03-31,674 Forest Rd,,Northford,United States,06472-1412,CT,team@woogle.org,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,,2022-06-13 00:16:20.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humble Renaissance L.L.C.,LLC,Active,2568491,2023-03-31,203 Helen St,,Hamden,United States,06514-4326,CT,humblerenaissance@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Security Guards and Patrol Services (561612),2022-06-13 00:16:20.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendy Irizarry LLC,LLC,Active,2568497,2023-03-31,1151 South Main St,,Cheshire,United States,06410,CT,hairwithwendy@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,True,False,False,Beauty Salons (812112),2022-06-13 00:16:20.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louise Sarabia DDS PC,Stock,Active,2568516,2023-05-24,13 Farnam Hl,,Bethel,United States,06801-1820,CT,louise.sarabiadds@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Offices of Dentists (621210),2022-06-13 00:16:20.0500000,,,1000.0,,,2022-05-24,,,,,,,,,,,,,,,,,,,,,,,
C2Cbeachbeauty LLC,LLC,Active,2568512,2023-03-31,787 Rock Rimmon Rd,,Stamford,United States,06903-1216,CT,c2cbeachbeauty@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,,2022-06-13 00:16:20.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B ELIT3 CO L.L.C.,LLC,Active,2568527,2023-03-31,247 Rood Ave,,Windsor,United States,06095,CT,efile1234@incfile.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-06-13 00:16:20.0500000,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERLING HEALTHCARE STAFFING AND RECRUITING LLC,LLC,Active,2568515,2023-03-31,239 GLENVILLE RD STE 1,,GREENWICH,United States,06831,CT,efile1234@incfile.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Temporary Help Services (561320),2022-06-13 00:16:20.0833333,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&T Land Development LLC,LLC,Active,2568559,2023-03-31,30 Frost Hill Road,,Pleasant Valley,United States,12569,NY,onthegopetro@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:20.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Savory & Vine, LLC",LLC,Active,2568587,2023-03-31,19 Landin St,,Woodbridge,United States,06525-2223,CT,azullo@zulloandjacks.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2022-06-13 00:16:20.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAZQUEZ AUTO SALES LLC,LLC,Active,2568531,2023-03-31,159 KENT AVE,,BRIDGEPORT,United States,06610,CT,efile1234@incfile.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),2022-06-13 00:16:20.0666667,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George's Home Improvement LLC,LLC,Active,2568539,2023-03-31,2 Platner St,10,Unionville,United States,06085-1039,CT,georgeshomeimprovementct@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-06-13 00:16:20.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENJOY RESTAURANT LLC,LLC,Active,2568556,2023-03-31,206 Main St,,Wallingford,United States,06492-2230,CT,dianaaguerrero71@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2022-06-13 00:16:20.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Opioid Inc,Non-Stock,Active,2568553,2022-08-22,,,,,,,k_vonella@hotmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,,2022-06-13 00:16:20.0666667,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
"865 Pequot, LLC",LLC,Active,2568572,2023-03-31,865 Pequot Ave,,Southport,United States,06890-1419,CT,bonnie@bonniepaige.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:20.0833333,madlyn@ltr-law.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compa�ia  Tamales Atzala LLC,LLC,Rejected,2568579,,71 Echo Dr,,Willimantic,United States,06226-1101,CT,josecandia16@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2022-06-13 00:16:20.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIKOLA CORPORATION,Stock,Active,2568590,2023-05-24,4141 E. BROADWAY ROAD,,PHOENIX,,85040,AZ,,Foreign,,2022-05-24,,DE,False,False,False,False,False,336120,2022-06-13 00:16:20.0833333,,,,2022-06-01,NIKOLA CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Products LLC,LLC,Active,2568595,2023-03-31,9 Hickory St,,Danbury,United States,06810,CT,jrem154@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-06-13 00:16:21.0033333,jrem154@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houser Naturopathic Medicine & Acupuncture LLC,LLC,Active,2568596,2023-03-31,150 Bolton Center Rd,,Bolton,United States,06043-7648,CT,info@drmarisahouser.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),2022-06-13 00:16:21.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn B LLC,LLC,Active,2568600,2023-03-31,1142 Main St,,South Glastonbury,United States,06073-2105,CT,brooklynb.yoga@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2022-06-13 00:16:21.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAILS BY SEAN LLC,LLC,Active,2568811,2023-03-31,90 Buckland Road,,South Windsor,United States,06074,CT,cheon.sean@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,False,False,False,False,False,Nail Salons (812113),2022-06-13 00:16:21.0833333,cs@incfilings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Self Reflections LLC,LLC,Active,2568613,2023-03-31,600 W Wolcott Ave,,Windsor,United States,06095-4351,CT,valbarrett26@gmail.com,Domestic,United States,2022-05-24,Connecticut,Connecticut,True,False,True,False,False,Other Individual and Family Services (624190),2022-06-13 00:16:21.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Tiny Library LLC,LLC,Active,2568617,2023-03-31,750 E Main St,Ste 610,Stamford,United States,06902,CT,max@summertax.com,Foreign,,2022-05-24,DELAWARE,DELAWARE,False,False,False,False,False,All Other Support Activities for Transportation (488999),2022-06-13 00:16:21.0833333,,,,2022-05-24,The Tiny Library LLC,,"838 Walker Rd, Dover, DE, 19904, United States",838 Walker Rd,Dover,DE,19904,United States,"838 Walker Rd, Dover, DE, 19904, United States",838 Walker Rd,Dover,DE,19904,United States,,,,,,,,,,,
NL278CAROLINEST LLC,LLC,Active,2568634,2023-03-31,3182 Toho Ct,,Kissimmee,United States,34744-9240,FL,gerneil@nextlevelmanagementgroupllc.com,Foreign,,2022-05-24,Florida,Florida,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:21.0833333,,,,2022-01-05,NL278CAROLINEST LLC,,,,,,,,,,,,,,,,,,,,,,,,
212investor Inc.,Stock,Active,2568644,2023-05-24,101 Hillcrest Ave,,Yonkers,United States,10705,NY,breakawayenter@gmail.com,Foreign,,2022-05-24,NEW YORK,NEW YORK,False,False,False,False,False,,2022-06-13 00:16:21.0833333,,,,2022-05-23,212investor Inc.,,,,,,,,,,,,,,,,,,,,,,,,
