name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_name_in_state_country,citizenship,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,business_email_address,naics_code,total_authorized_shares,country_formation,formation_place,category_survey_email_address,billing_unit,sub_status,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit,mail_jurisdiction,mailing_international_address
The Stamped Passport Travel Co. LLC,LLC,Active,2635571,2023-03-31,,244 Grindle Brook Rd,South Glastonbury,United States,06073-3320,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.5533333,claudia.a.dawley@gmail.com,Travel Agencies (561510),,United States,Connecticut,ibutler@bpslawyers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADALINE MUSIC Limited Liability Company,LLC,Active,2635579,2023-03-31,,1204 Main St,Branford,United States,06405,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.5666667,plossacsw@gmail.com,,,United States,Connecticut,,#320,,,,,,,,,,,,,,,,,,,,,,,,,,
Doorviz LLC,LLC,Active,2635574,2023-03-31,,2335 Dixwell Ave,Hamden,United States,06514,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.5666667,doorvizllc@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,,STE 2,,,,,,,,,,,,,,,,,,,,,,,,,,
KCC and Consulting LLC,LLC,Active,2635643,2023-03-31,,23 Capitol Ave,Hartford,United States,06106-1707,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1566667,kcollins00721@gmail.com,Administrative Management and General Management Consulting Services (541611),,United States,Connecticut,admin@goeglobalenterprise.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
APR Newington LLC,LLC,Active,2635580,2023-03-31,2022-09-26,9200 Andermatt Dr,Lincoln,United States,68526-9639,NE,APR Newington LLC,Foreign,2022-09-23,DELAWARE,False,False,False,False,False,2022-10-04 00:17:50.2066667,resa@anthonyproperties.com,Lessors of Residential Buildings and Dwellings (531110),,,DELAWARE,,A,,,"1675 S State St, B, Dover, DE, 19901, United States",1675 S State St,B,Dover,DE,19901,United States,"1675 S State St, B, Dover, DE, 19901, United States",1675 S State St,B,Dover,DE,19901,United States,,,,,,,,,,
EASTERLY PROPERTY INVESTMENTS LLC,LLC,Active,2635583,2023-03-31,,1580 HARTFORD NEW LONDON TURNPIKE #1 L,OAKDALE,United States,06370,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.2066667,royeasterly@yahoo.com,Offices of Real Estate Agents and Brokers (531210),,United States,Connecticut,info@myusacorporation.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grit and Gratitude LLC,LLC,Active,2635589,2023-03-31,,85 E Weatogue St.,Simsbury,United States,06070,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.2066667,rachel@gritandgratitude.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBJ Wellbeing LLC,LLC,Active,2635618,2023-03-31,,970 Cutspring Rd,Stratford,United States,06614-1956,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:50.1000000,cbjwellbeing@gmail.com,All Other Personal Services (812990),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CT'S FINEST REMODELING AND BUILDING, LLC",LLC,Active,2635588,2023-03-31,,1012 Connecticut Ave,Bridgeport,United States,06607-1206,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.5900000,felixctbldg@hotmail.com,Residential Remodelers (236118),,United States,Connecticut,felixctbldg@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH CONTINENTAL SHIPPING LLC,LLC,Active,2635620,2023-03-31,,1227 Burnside Ave,East Hartford,United States,06108,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7300000,lawaa5571@gmail.com,Deep Sea Freight Transportation (483111),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Stapler B21. LLC,LLC,Active,2635621,2023-03-31,,246 Federal Rd,Brookfield,United States,06804-2647,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7300000,andrew.cronin@csaes.com,Engineering Services (541330),,United States,Connecticut,rfisher@cramer-anderson.com,B21,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylin Universes LLC,LLC,Active,2635600,2023-03-31,,39 New London Turnpike,Glastonbury,United States,06033,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7000000,nytax888@gmail.com,Full-Service Restaurants (722511),,United States,Connecticut,,STE LL5,,,,,,,,,,,,,,,,,,,,,,,,,,
59-71 ELY AVE. LLC,LLC,Active,2635601,2023-03-31,,59 Ely Ave,Norwalk,United States,06854-2965,CT,,Domestic,2022-09-23,Connecticut,False,False,True,False,False,2022-10-04 00:17:48.1400000,fcepeda828@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Future Serenity LLC,LLC,Active,2635604,2023-03-31,,22 Gail Drive,Waterbury,United States,06704,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1800000,mrbryant7586@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please Reboot L.L.C.,LLC,Active,2635608,2023-03-31,,754 Chapel St,New Haven,United States,06510,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.1400000,michael@pleasereboot.org,,,United States,Connecticut,michael@pleasereboot.org,24,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cascata, LLC",LLC,Active,2635611,2023-03-31,,102 Turkey Roost,Monroe,United States,06468,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:48.1600000,jennie.herold@gmail.com,Other Personal Care Services (812199),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET Real Estate 2 L.L.C.,LLC,Active,2635613,2023-03-31,,220 Edison Rd,Orange,United States,06477-3602,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.1600000,shawn@easterntech.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seaside Insurance Group, LLC",LLC,Active,2635617,2023-03-31,,28 Spithead Rd,Waterford,United States,06385-1917,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.6933333,paula@seaside-insurance.com,Insurance Agencies and Brokerages (524210),,United States,Connecticut,paula@seaside-insurance.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
J&M Accounting & Finance LLC,LLC,Active,2635633,2023-03-31,,180 Walnut St Fl:2,Hartford,United States,06120-2833,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.5000000,j.maccounting@yahoo.com,Other Accounting Services (541219),,United States,Connecticut,,Fl:2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blake Home Inspections, LLC",LLC,Active,2635623,2023-03-31,,40 Ash Brook Dr,COVENTRY,United States,06238,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:51.3100000,scottblake274@gmail.com,Building Inspection Services (541350),,United States,Connecticut,scottblake60@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table Tent Party LLC,LLC,Active,2635632,2023-03-31,,210 Lobdell Drive,Stratford,United States,06614,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:51.3100000,tabletentparty@gmail.com,Recreational Goods Rental (532284),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Elrin Place, LLC",LLC,Active,2635637,2023-03-31,,26 Ward St,Milford,United States,06460-6448,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.1700000,jkgmlb@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,attorneymikemccabe@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ABO STAFFING RESOURCES, INC.",Stock,Active,2635635,2023-09-23,2022-09-23,16010 19 MILE ROAD,CLINTON TOWNSHIP,,48038,MI,"ABO STAFFING RESOURCES, INC.",Foreign,2022-09-23,MI,False,False,False,False,False,2022-10-04 00:17:50.2000000,mzybura@abopeo.com,561320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEF Legacy Limited Liability Company,LLC,Active,2635652,2023-03-31,,14 S Lake St,Litchfield,United States,06759-3525,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,True,2022-10-04 00:17:50.2066667,aeflegacy@gmail.com,Marketing Consulting Services (541613),,United States,Connecticut,,Apt C,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubber Webb LLC,LLC,Active,2635659,2023-03-31,,"135 New Britain Ave,",PLAINVILLE,United States,06062,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.2066667,miles.steve@gmail.com,Business Associations (813910),,United States,Connecticut,,#28,,,,,,,,,,,,,,,,,,,,,,,,,,
"Powerhouse Solutions, Inc.",Stock,Active,2635651,2023-09-23,2022-09-23,11 Grace Ave,Great Neck,United States,11021-2446,NY,"Powerhouse Solutions, Inc.",Foreign,2022-09-23,NEW YORK,False,False,False,False,False,2022-10-04 00:17:50.7600000,info@phsloans.com,Real Estate Credit (522292),,,NEW YORK,,Suite 307,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cedar Sands, LLC",LLC,Active,2635653,2023-03-31,,6579 SE South Marina Way,Stuart,United States,34996-1902,FL,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.7166667,ksf500@comcast.net,,,United States,Connecticut,classicmed1@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Highland Housing LLC,LLC,Active,2635667,2023-03-31,,66 Cadbury Ln,South Windsor,United States,06074-2269,CT,,Domestic,2022-09-23,Connecticut,False,False,True,False,False,2022-10-04 00:17:50.7166667,amer.nabil2012@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R and A Trucking LLC,LLC,Active,2635664,2023-03-31,,20 Robin Ct,Middletown,United States,06457-6244,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.6700000,nakwanem@gmail.com,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers (423620)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sonia Elizabeth, LLC",LLC,Active,2635658,2023-03-31,,"286 Maple Ave, Ste 109",Cheshire,United States,06410,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.6866667,sunshined2312@gmail.com,Beauty Salons (812112),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike's Automotive & Collision Services LLC,LLC,Active,2635660,2023-03-31,,410 Clintonville Rd,North Haven,United States,06473-2813,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1900000,jamie@monacoenterprise.com,General Automotive Repair (811111),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QUINNDICO ESTATE MANAGEMENT, LLC",LLC,Active,2635663,2023-03-31,,146 Sound Beach Ave,Old Greenwich,United States,06870,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4800000,tara@quinndico.com,Other Services to Buildings and Dwellings (561790),,United States,Connecticut,,201,,,,,,,,,,,,,,,,,,,,,,,,,,
MAH LLC,LLC,Active,2635677,2023-03-31,,135 New Britain Ave,Plainville,United States,06062-2030,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1566667,miles.steve@gmail.com,Business Associations (813910),,United States,Connecticut,,#28,,,,,,,,,,,,,,,,,,,,,,,,,,
"MKAR, LLC",LLC,Active,2635679,2023-03-31,,126 Elm Street,West Haven,United States,06516,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4933333,karkar3472@gmail.com,Full-Service Restaurants (722511),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M Property Management LLC,LLC,Active,2635682,2023-03-31,,101 Carlisle St,New Haven,United States,06519-2332,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:50.1000000,maldonadosbc@gmail.com,Residential Property Managers (531311),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAN TAX Limited Liability Company,LLC,Active,2635686,2023-03-31,,31 Ridge Ct E,West Haven,United States,06516-3132,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.6566667,gan1005@yahoo.fr,Other Accounting Services (541219),,United States,Connecticut,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
KCC Foundation Inc,Non-Stock,Active,2635688,2022-12-22,,,,,,,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:51.3033333,kcollins00721@gmail.com,Other Grantmaking and Giving Services (813219),,United States,Connecticut,admin@goeglobalenterprise.com,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
MOM'S LEGACY LLC,LLC,Active,2635690,2023-03-31,,1244 Main St,Willimantic,United States,06226,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:51.3033333,momslegacyllc@gmail.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,United States,Connecticut,momslegacyllc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS PAINTING SERVICES LLC,LLC,Active,2635693,2023-03-31,,33 Randolph St,Stratford,United States,06614-5413,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:51.3033333,atepale@rohuer.com,Painting and Wall Covering Contractors (238320),,United States,Connecticut,wspaintingser@outlook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Benham LLC,LLC,Active,2635700,2023-03-31,,12 Benham St,Waterbury,United States,06708,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:51.3033333,12benhamllc@gmail.com,Residential Property Managers (531311),,United States,Connecticut,12benhamllc@gmail.com,Apt. 1,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Consulting L.L.C.,LLC,Active,2635694,2023-03-31,,254 Newtown Tpke,Redding,United States,06896-2418,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1333333,andrew.stoppelmann@gmail.com,,,United States,Connecticut,stopcab@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorclay Cobble LLC,LLC,Active,2635696,2023-03-31,,210 Old Litchfield Rd,Washington,United States,06793-1116,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1333333,kabina@charter.net,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Room to Grow Counseling Limited Liability Partnership,LLP,Rejected,2635702,,,6 River Bend Ln,Windsor,United States,06095-1617,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.7166667,trish.goodman3@gmail.com,Offices of Mental Health Practitioners (except Physicians) (621330),,United States,Connecticut,trish.goodman3@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG Electric LLC,LLC,Active,2635710,2023-03-31,,91 Hnath Rd.,Ashford,United States,06278,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7166667,acgelectricalllc@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J & G HARDWOOD FLOOR LLC,LLC,Active,2635705,2023-03-31,,56 Madison Ave,Bridgeport,United States,06604-3343,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7100000,jghardwoodfloorllc@gmail.com,Flooring Contractors (238330),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scripps Media, Inc.",Stock,Active,2635709,2023-09-23,2022-07-11,"312 Walnut Street, Suite 2800",Cincinnati,United States,45202,OH,"Scripps Media, Inc.",Foreign,2022-09-23,DELAWARE,False,False,False,False,False,2022-10-04 00:17:50.1700000,julie.cornwell@scripps.com,Television Broadcasting (515120),,,DELAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson River Renewables Limited Liability Company,LLC,Rejected,2635721,,2022-09-01,720 Warren St,Hudson,United States,12534-3017,NY,Hudson River Renewables,Foreign,2022-09-23,NEW YORK,False,False,False,False,False,2022-10-04 00:17:49.4933333,admin@hudsonriversolar.com,Electrical Contractors and Other Wiring Installation Contractors (238210),,,NEW YORK,,7,,,"720 Warren St, 7, Hudson, NY, 12534-3017, United States",720 Warren St,7,Hudson,NY,12534-3017,United States,"720 Warren St, 7, Hudson, NY, 12534-3017, United States",720 Warren St,7,Hudson,NY,12534-3017,United States,,,,,,,,,,
Waterbury Community Mesivta Inc.,Non-Stock,Active,2635714,2022-12-22,,,,,,,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.7100000,breevideo@gmail.com,,,United States,Connecticut,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
SP&ZK Holdings LLC,LLC,Active,2635718,2023-03-31,,365 Willard Ave,Newington,United States,06111,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1700000,spzkholdings@gmail.com,All Other Miscellaneous Manufacturing (339999),,United States,Connecticut,spzkholdings@gmail.com,2-K,,,,,,,,,,,,,,,,,,,,,,,,,,
HD ROOFING SOLUTION LLC,LLC,Active,2635719,2023-03-31,,36 Hansen Ave,Bridgeport,United States,06605-2501,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.6700000,atepale@rohuer.com,Roofing Contractors (238160),,United States,Connecticut,hdroofingsol@outlook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL MARLEY B PROPERTIES LLC,LLC,Active,2635724,2023-03-31,,427 EDGEWOOD ST,HARTFORD,United States,06112,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1733333,efile1234@incfile.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOR Industries LLC,LLC,Rejected,2635727,,,30 PLEASANT ST,NEW LONDON,United States,06320,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1733333,ndroxie@yahoo.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,entityspecialist@1800accountant.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ledoux Holdings Inc,Stock,Active,2635725,2022-12-22,,,,,,,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1900000,vledoux@mortgagegiver.com,Administrative Management and General Management Consulting Services (541611),5000.0,United States,Connecticut,mike@abapc.com,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Luxury Yacht Delivery LLC,LLC,Active,2635728,2023-03-31,,96 Dogwood Ln,Mystic,United States,06355-1067,CT,,Domestic,2022-09-23,Connecticut,False,True,False,False,False,2022-10-04 00:17:50.1900000,d_jann@yahoo.com,,,United States,Connecticut,d_jann@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miracle Hands Daycare Center LLC,LLC,Active,2635730,2023-03-31,,174 Cambridge Dr,East Hartford,United States,06118-2605,CT,,Domestic,2022-09-23,Connecticut,False,False,True,False,False,2022-10-04 00:17:50.1900000,os_homeimprovement@yahoo.com,Child Day Care Services (624410),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALERMO 212 LLC,LLC,Active,2635732,2023-03-31,,212 Main St,East Haven,United States,06512-3005,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1900000,joy50fitch@gmail.com,Full-Service Restaurants (722511),,United States,Connecticut,ben@trachtenlaw.com,Unit B,,,,,,,,,,,,,,,,,,,,,,,,,,
254-256 Broad Street Limited Liability Co.,LLC,Active,2635780,2023-03-31,,20 Wyndover Ln N,Stamford,United States,06902-1826,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:49.5200000,steve@stamford-cpa.com,Lessors of Other Real Estate Property (531190),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet n' Up CT L.L.C.,LLC,Active,2635739,2023-03-31,,15 Forest Ln,East Hartford,United States,06118,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.7400000,sweetnupct@gmail.com,All Other Specialty Food Stores (445299),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirby Bates Associates Professionals, LLC",LLC,Active,2635740,2023-03-31,2023-01-01,2655 Northwinds Pkwy,Alpharetta,United States,30009-2280,GA,"Kirby Bates Associates Professionals, LLC",Foreign,2022-09-23,GEORGIA,False,False,False,False,False,2022-10-04 00:17:50.6600000,tmcafee@jacksonhealthcare.com,Employment Placement Agencies (561311),,,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quest Analytics Inc.,Stock,Active,2635755,2023-09-23,2018-06-14,9225 Indian Creek PKWY,Overland Park,United States,66210,KS,Quest Analytics Inc.,Foreign,2022-09-23,Delaware,False,False,False,False,False,2022-10-04 00:17:50.6600000,sam.robertson@questanalytics.com,Custom Computer Programming Services (541511),,,Delaware,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
44-46 Worth Street Limited Liability Co.,LLC,Active,2635784,2023-03-31,,20 Wyndover Ln N,Stamford,United States,06902-1826,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.7000000,steve@stamford-cpa.com,Lessors of Other Real Estate Property (531190),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosemont Consulting Group LLC,LLC,Active,2635745,2023-03-31,,315 Tashua Rd,Trumbull,United States,06611-1048,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:49.4800000,katie@rosemontcg.com,All Other Business Support Services (561499),,United States,Connecticut,katie@rosemontcg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stones and Stitchcrafts LLC,LLC,Active,2635748,2023-03-31,,44 Duffy St.,Putnam,United States,06260,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.1333333,stonesandstitchcrafts@gmail.com,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SafeKicks LLC,LLC,Active,2635771,2023-03-31,,1 Shorefront Park,Norwalk,United States,06854-3752,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1333333,kevinbell@safe-kicks.com,"Promoters of Performing Arts, Sports, and Similar Events with Facilities (711310)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 4 J's Investors LLC,LLC,Active,2635752,2023-03-31,,269 Ogden Street,Bridgeport,United States,06608,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1700000,peralta4758@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,brendan@avvpc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMarin LLC,LLC,Active,2635765,2023-03-31,,9 Sunrise Rd,Danbury,United States,06810-4149,CT,,Domestic,2022-09-23,Connecticut,False,False,True,False,False,2022-10-04 00:17:50.6600000,wmarinllc@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,wmarinllc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCB SERVICES LLC,LLC,Active,2635773,2023-03-31,,330 Bishop St,Waterbury,United States,06704,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.6600000,polianekarinepereira@gmail.com,Janitorial Services (561720),,United States,Connecticut,,APT 303,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vectura, Inc.",Stock,Rejected,2635774,,2022-11-07,677 Washington Blvd,Stamford,United States,06901-3707,CT,"Vectura, Inc.",Foreign,2022-09-23,DELAWARE,False,False,False,False,False,2022-10-04 00:17:50.6600000,thomas.lane@pmi.com,,,,DELAWARE,,FL 12,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIA PHCT LLC,LLC,Active,2635759,2023-03-31,,137 Princeton St,Bridgeport,United States,06605-2941,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:50.7333333,bayongnimariaph@gmail.com,Electronic Shopping and Mail-Order Houses (454110),,United States,Connecticut,glenn@affinitycpas.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timeline Solutions, LLC",LLC,Active,2635762,2023-03-31,,1188 Main St,Bridgeport,United States,06604-4040,CT,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:50.2066667,timeline.solutions2@gmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,,301J,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxe Path Incorporated,Stock,Active,2635778,2022-12-22,,,,,,,,Domestic,2022-09-23,Connecticut,True,False,True,False,False,2022-10-04 00:17:50.2066667,jessicaclarke13@aol.com,Administrative Management and General Management Consulting Services (541611),20000.0,United States,Connecticut,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
56-59 Myrtle Ave Limited Liability Co.,LLC,Active,2635776,2023-03-31,,20 Wyndover Ln N,Stamford,United States,06902-1826,CT,,Domestic,2022-09-23,Connecticut,True,False,False,False,False,2022-10-04 00:17:50.1800000,steve@stamford-cpa.com,Lessors of Other Real Estate Property (531190),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crisp Supply LLC,LLC,Active,2635782,2023-03-31,,61 Summerberry Rd,Bristol,United States,06010,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.1800000,djcrispino@crispsupplyco.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dreamscape Capital, LLC",LLC,Active,2635783,2023-03-31,,2389 Main St,Glastonbury,United States,06033-4617,CT,,Domestic,2022-09-23,Connecticut,False,False,False,False,False,2022-10-04 00:17:50.6800000,llcsupport@primecorporateservices.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,,Suite 100,,,,,,,,,,,,,,,,,,,,,,,,,,
