name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billing_unit,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
Gingerscapes LLC,LLC,Active,2434300,2023-03-31,153 Little City Rd,Higganum,United States,06441-4317,CT,peter.geissler@comcast.net,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny's Place LLC,LLC,Active,2434315,2023-03-31,125 Brandegee lane,berlin,United States,06037,CT,thebragas@sbcglobal.net,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,,2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Springfield Partners for Community Action, Inc.",Non-Stock,Active,2434299,2023-01-27,721 State Street,Springfield,United States,01109,MA,jcs@springfieldpartnersinc.com,Foreign,,2022-01-27,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:05.7133333,2nd Floor,,,,2020-07-01,"Springfield Partners for Community Action, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
Petrona Realty LLC,LLC,Active,2434366,2023-03-31,57 Old Newtown Rd,Monroe,United States,06468-1161,CT,autopartsondemand@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box 52 LLC,LLC,Active,2434316,2023-03-31,252 Greenwood Ave,Bethel,United States,06801-2420,CT,jimsquiciari@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2022-02-07 00:07:05.7433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multistate Association for Bilingual Education-Northeast, Inc.",Non-Stock,Rejected,2434376,,45 Lakeview Terrace,Ashland,United States,01721,MA,douglashardy@mabene.org,Foreign,,2022-01-27,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,Educational Support Services (611710),2022-02-07 00:07:05.7433333,,,,,2015-08-10,"Multistate Association for Bilingual Education-Northeast, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
107 RICHFIELD ROAD LLC,LLC,Active,2434328,2023-03-31,148 ROUTE 100,KATONAH,UNITED STATES,10536,NY,,Domestic,United States,2022-01-27,,Connecticut,False,False,False,False,False,531110,2022-02-07 00:07:05.7133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE CARE MANAGEMENT LLC,LLC,Active,2434378,2023-03-31,1730 NJ 37 W,TOMS RIVER,UNITED STATES,08757,NJ,,Foreign,UNITED STATES,2022-01-27,,NEW JERSEY,False,False,False,False,False,541611,2022-02-07 00:07:05.7600000,,,,,2022-01-20,COMPLETE CARE MANAGEMENT LLC,,,,,,,,,,,,,,,,,,,,,,,,
Bkhtan LLC,LLC,Active,2434383,2023-03-31,605 Albany Avenue,Hartford,United States,06112,CT,isabel@multiservicesintl.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7300000,,othmany71@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVI Transportation LLC,LLC,Active,2434389,2023-03-31,13 Grandview Ave,Norwalk,United States,06850,CT,dyachunvolodya@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-02-07 00:07:05.7433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaQuinta Plainfield CT LLC,LLC,Dissolved,2434401,2023-03-31,2 Ellridge Pl,Ellington,United States,06029-3633,CT,warraichhospitality@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Hotels (except Casino Hotels) and Motels (721110),2022-02-07 00:07:05.7433333,,,,,,,,,,,,,,,,,,,,,,2022-02-03T00:00:00.000,,,,,,,,
SUPERCALYX LLC,LLC,Active,2434392,2023-03-31,"700 CANAL STREET, FIRST FLOOR",STAMFORD,UNITED STATES,06902,CT,INFO@SUPERCALYX.COM,Domestic,United States,2022-01-27,,Connecticut,False,False,False,False,False,551114,2022-02-07 00:07:05.6966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Ave LLC,LLC,Active,2434393,2023-03-31,1224 Worthington Rdg,Berlin,United States,06037-3224,CT,pennsavenue@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,True,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-02-07 00:07:05.7300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super star home goods inc,Stock,Active,2434470,2022-04-27,,,,,,superstarhome62@yahoo.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7300000,,rajeevrampal@yahoo.com,First report due,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Huling Enterprises LLC,LLC,Active,2434429,2023-03-31,34 Hidden Brook Dr,Brookfield,United States,06804-1306,CT,hulingenterprisesllc@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,Other Direct Selling Establishments (454390),2022-02-07 00:07:05.6966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Acres LLC,LLC,Active,2434432,2023-03-31,65 Kellers Farm Rd,Easton,United States,06612-1341,CT,justin.giorlando@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,True,False,False,False,Other Vegetable (except Potato) and Melon Farming (111219),2022-02-07 00:07:05.7133333,,justin.giorlando@forcedeb.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vistas Management LLC,LLC,Rejected,2434462,,88 Danbury Rd,Wilton,United States,06897,CT,yzhang@vistasenergy.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:05.7133333,Ste 1F,yzhang@clover-energy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"East Charleston Solar, LLC",LLC,Active,2434472,2023-03-31,921 Thrall Ave,Suffield,United States,06078-2343,CT,info@louthcallanrenewables.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),2022-02-07 00:07:05.7133333,,henry@louthcallanrenewables.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus CT LLC,LLC,Active,2434456,2023-03-31,4 Flora St,New Fairfield,United States,06812,CT,lotusctllc@hotmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-02-07 00:07:05.7433333,,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MJ INSURANCE, INC.",Stock,Active,2434458,2023-01-27,"571 MONSON BLVD, STE 400",CARMEL,UNITED STATES,46032,IN,PAM.MCDONALD@MJINSURANCE.COM,Foreign,UNITED STATES,2022-01-27,,INDIANA,False,False,False,False,False,524210,2022-02-07 00:07:05.6966667,,,,,2022-01-01,"MJ INSURANCE, INC.",,,,,,,,,,,,,,,,,,,,,,,,
MALIK ENTERPRISES LLC,LLC,Active,2434479,2023-03-31,"355 LONG HILL ROAD, UNIT 355-65",GROTON,UNITED STATES,06340,CT,MALIKENTERPRISESRI@GMAIL.COM,Domestic,United States,2022-01-27,,Connecticut,False,False,False,False,False,519130,2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEANING GIRLS CORP,Stock,Active,2434481,2022-04-27,,,,,,monaspike@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,True,False,False,Janitorial Services (561720),2022-02-07 00:07:05.6966667,,,First report due,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mickey Transport L.L.C.,LLC,Active,2434499,2023-03-31,96 Royal Oak Dr,Waterbury,United States,06708-3635,CT,mickeytransportsllc@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-02-07 00:07:05.6966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Road 6446 Solar, LLC",LLC,Active,2434513,2023-03-31,921 Thrall Ave,Suffield,United States,06078-2343,CT,info@louthcallanrenewables.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),2022-02-07 00:07:05.6966667,,henry@louthcallanrenewables.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUE AQUA POOLS LLC,LLC,Active,2434519,2023-03-31,12 Olean St,Norwalk,United States,06854-4328,CT,ericpools17@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Services to Buildings and Dwellings (561790),2022-02-07 00:07:05.6966667,,ericpools17@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KOUNKUEY DESIGN INITIATIVE, INC.",Non-Stock,Active,2434489,2023-01-27,"309 E. 8TH ST., STE 205",LOS ANGELES,UNITED STATES,90014,CA,IAN@KOUNKUEY.ORG,Foreign,UNITED STATES,2022-01-27,,CALIFORNIA,False,False,False,False,False,813319,2022-02-07 00:07:05.6966667,,,,,2021-12-02,"KOUNKUEY DESIGN INITIATIVE, INC.",,,,,,,,,,,,,,,,,,,,,,,,
J. Enterprises LLC,LLC,Active,2434495,2023-03-31,164 Geddes Ter,Waterbury,United States,06708-4738,CT,jenterprisesllc01@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,,2022-02-07 00:07:05.7133333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOS SANTOS CONSTRUCTION LLC,LLC,Active,2434507,2023-03-31,30 CENTER ST,DANBURY,United States,06810,CT,dossantosconstructionllc@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2022-02-07 00:07:05.7133333,APT B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tapasil Retirement Fund, LLC",LLC,Active,2434508,2023-03-31,2 Minor Rd,East Haven,United States,06512-4510,CT,patrick@thetaxstar.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2022-02-07 00:07:05.7133333,,orders@broadfinancial.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL auto detailing LLC,LLC,Active,2434544,2023-03-31,30 Tolland Tpke,Manchester,United States,06042-1763,CT,sam_08-20@hotmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Car Washes (811192),2022-02-07 00:07:05.7300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENJAMIN ADJUSTERS LLC,LLC,Active,2434539,2023-03-31,171 S RIVERSIDE AVE,TERRYVILLE,United States,06786,CT,efile1234@incfile.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Direct Property and Casualty Insurance Carriers (524126),2022-02-07 00:07:05.7433333,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Haven Fire Dept Post 132 Inc,Non-Stock,Active,2434511,2022-04-27,,,,,,petercallan63@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,True,False,False,False,Civic and Social Organizations (813410),2022-02-07 00:07:05.7600000,,petercallan61@gmail.com,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leapfrog, Inc.",Stock,Active,2434592,2023-01-27,51 Ethan Allen Hwy,Ridgefield,United States,06877-6224,CT,ann@leapfrog.pro,Foreign,,2022-01-27,DELAWARE,DELAWARE,False,False,False,False,False,,2022-02-07 00:07:05.2600000,,,,,2022-02-01,"Leapfrog, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
S.O.S PAINTING AND SERVICES LLC,LLC,Active,2434524,2023-03-31,88 Sisson Ave,Hartford,United States,06106-1151,CT,adrianososllc@outlook.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2022-02-07 00:07:05.2600000,APT 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJT VENTURE HOLDINGS INC,Stock,Active,2434527,2022-04-27,,,,,,thepowerwashguys@yahoo.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2022-02-07 00:07:05.7433333,,adam@kasowitzcpa.com,First report due,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Flash Rentals LLC,LLC,Active,2434528,2023-03-31,1019 Main street,Bridgeport,United States,06604,CT,wisdomunited33@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Passenger Car Rental (532111),2022-02-07 00:07:05.6966667,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belle & Prince LLC,LLC,Active,2434554,2023-03-31,49 Pocono Point Rd,Danbury,United States,06811-3326,CT,belleandprince@outlook.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-02-07 00:07:05.7133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP Logistics LLC,LLC,Active,2434603,2023-03-31,9C Reggie Way,Broad Brook,United States,06016-1706,CT,lpllc23@yahoo.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:05.7133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pettee Brook Company LLC,LLC,Active,2434571,2023-03-31,11 Upland Meadow Rd,Salisbury,United States,06068-1715,CT,jim@petteebrook.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2022-02-07 00:07:05.7433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walnut Drive Solar, LLC",LLC,Active,2434558,2023-03-31,921 Thrall Ave,Suffield,United States,06078-2343,CT,info@louthcallanrenewables.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),2022-02-07 00:07:05.7433333,,henry@louthcallanrenewables.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEAN HOUSE SWEET DREAMS LLC,LLC,Active,2434570,2023-03-31,873 BROAD ST.,HARTFORD,,06106,CT,EBERTH3D_@HOTMAIL.COM,Domestic,United States,2022-01-27,,Connecticut,False,False,False,False,False,561720,2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ambassador Limousine Services, Inc.",Stock,Active,2434573,2022-04-27,,,,,,awsi936@aol.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Limousine Service (485320),2022-02-07 00:07:05.7300000,,lcouture@jwrb.com,First report due,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MPIRE LOGISTICS LLC,LLC,Active,2434575,2023-03-31,156 FLORAL WAY,STRATFORD,United States,06615,CT,efile1234@incfile.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2022-02-07 00:07:05.7433333,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keziah Lane Solar, LLC",LLC,Active,2434597,2023-03-31,921 Thrall Ave,Suffield,United States,06078-2343,CT,info@louthcallanrenewables.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),2022-02-07 00:07:05.7433333,,henry@louthcallanrenewables.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO2DETAILS LLC,LLC,Active,2434598,2023-03-31,40 INDUSTRIAL LN,WATERBURY,United States,06704,CT,efile1234@incfile.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Car Washes (811192),2022-02-07 00:07:05.7433333,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81 Ridgeland, LLC",LLC,Active,2434607,2023-03-31,81 Ridgeland Cir,Wallingford,United States,06492-2120,CT,carusonesal39@yahoo.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:05.7433333,,mpz@zucarolaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oak Avenue & North 10th Street Solar, LLC",LLC,Active,2434577,2023-03-31,921 Thrall Ave,Suffield,United States,06078-2343,CT,info@louthcallanrenewables.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),2022-02-07 00:07:05.7300000,,henry@louthcallanrenewables.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESSENTIAL WELLNESS BY MELISSA LLC,LLC,Active,2434615,2023-03-31,14 PINE HOLLOW RD,NORTH BRANFORD,United States,06471,CT,efile1234@incfile.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),2022-02-07 00:07:05.7300000,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Genesis of Fairfield, Inc.",Stock,Active,2434628,2023-01-27,122 Doty Circle,West Springfield,United States,01103,MA,rgrimes@ssfpc.com,Foreign,,2022-01-27,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,New Car Dealers (441110),2022-02-07 00:07:05.7133333,,,,,2022-02-01,"Genesis of Fairfield, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
Realist Lab Inc,Non-Stock,Active,2434626,2022-04-27,,,,,,marie@realistventures.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Social Advocacy Organizations (813319),2022-02-07 00:07:05.7433333,,creation@resilia.com,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PARLATO DEVELOPMENT GROUP, LLC",LLC,Active,2434636,2023-03-31,1 Sherbrooke Rd,Scarsdale,United States,10583-4429,NY,mparlato@parlatodevgrp.com,Foreign,,2022-01-27,NEW YORK,NEW YORK,False,False,False,False,False,,2022-02-07 00:07:05.7133333,,,,,2022-01-27,"PARLATO DEVELOPMENT GROUP, LLC",,,,,,,,,,,,,,,,,,,,,,,,
RS13 GIFT SHOP LLC,LLC,Active,2434638,2023-03-31,440 NEWTOWN TPKE,WESTON,United States,06883,CT,efile1234@incfile.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Jewelry Stores (448310),2022-02-07 00:07:05.7133333,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodbridge Connecticut Commercial, LLC",LLC,Active,2434644,2023-03-31,27 Holmes Avenue,Waterbury,United States,06710,CT,jasonkatz2@msn.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-02-07 00:07:05.2600000,,mpannullo@sssattorneys.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KELLY'S MONEY TRANSFER LLC,LLC,Active,2434648,2023-03-31,235 Main St,Danbury,United States,06810-6673,CT,kellysouzamoney@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:05.7133333,Suite 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Flower Shop LLC,LLC,Active,2434650,2023-03-31,707 Hawley Ln,Stratford,United States,06614-1512,CT,felixqg82@hotmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-02-07 00:07:05.7133333,2,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BluJoyWrks LLC,LLC,Active,2434651,2023-03-31,320 Post Road,Darien,United States,06820,CT,chelsea@blujoywrks.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,Stationery Product Manufacturing (322230),2022-02-07 00:07:05.7600000,Suite 180-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRONGBOX DELIVERY LLC,LLC,Active,2434661,2023-03-31,23 1/2 N SPRING ST APT 2,ANSONIA,United States,06401,CT,efile1234@incfile.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),2022-02-07 00:07:05.7600000,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clear Ocean Associates LLC,LLC,Active,2434665,2023-03-31,2 Lantern Lane,Camden,United States,04843,ME,ree4net@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,True,False,False,Lessors of Other Real Estate Property (531190),2022-02-07 00:07:05.7433333,,ree4net@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DASHCORPS, INC.",Stock,Active,2434672,2023-01-27,125 W 25TH ST. SUITE 02-106,NEW YORK,UNITED STATES,10001,NY,,Foreign,UNITED STATES,2022-01-27,,DELAWARE,False,False,False,False,False,812990,2022-02-07 00:07:05.7433333,,,,,2021-12-15,"DASHCORPS, INC.",,,,,,,,,,,,,,,,,,,,,,,,
M.ONCE ENTERPRISE LLC,LLC,Active,2434679,2023-03-31,224 MONROE ST,BRIDGEPORT,United States,06605,CT,efile1234@incfile.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Land Subdivision (237210),2022-02-07 00:07:05.7133333,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DASHCORPS SERVICES, INC.",Stock,Active,2434681,2023-01-27,125 W 25TH ST. SUITE 02-106,NEW YORK,UNITED STATES,10001,NY,,Foreign,UNITED STATES,2022-01-27,,DELAWARE,False,False,False,False,False,812990,2022-02-07 00:07:05.2600000,,,,,2021-12-15,"DASHCORPS SERVICES, INC.",,,,,,,,,,,,,,,,,,,,,,,,
GIOVINE CAPITAL GP LLC,LLC,Active,2434689,2023-03-31,29 HILLSIDE RD.,GREENWICH,UNITED STATES,06830,CT,TARA@GIOVINE.COM,Foreign,UNITED STATES,2022-01-27,,DELAWARE,False,False,False,False,False,,2022-02-07 00:07:05.2600000,,,,,2021-09-01,GIOVINE CAPITAL GP LLC,,,,,,,,,,,,,,,,,,,,,,,,
Geer Contracting LLC,LLC,Active,2434695,2023-03-31,90 Holcomb St,East Granby,United States,06026-9531,CT,geercontracting@yahoo.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:05.7133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantum Enterprises LLC,LLC,Active,2434705,2023-03-31,24 Equestrian Rdg,Newtown,United States,06470-1869,CT,ussinova@icloud.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,True,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:05.7133333,,ussinova@icloud.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOME IMPROVEMENTS BY BRANDON LONGE INC.,Stock,Active,2434714,2022-04-27,,,,,,efile1234@incfile.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:05.7300000,,efile1235@incfile.com,First report due,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
RD Generals LLC,LLC,Active,2434701,2023-03-31,2389 Main Street Suite 100,Glastonbury,United States,06033,CT,llcsupport@primecorporateservices.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKS Consultants LLC,LLC,Active,2434702,2023-03-31,1 Sconsett Blf,Avon,United States,06001-2721,CT,rsmith70842003@yahoo.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,True,False,False,False,False,Interior Design Services (541410),2022-02-07 00:07:05.2600000,,rsmith70842003@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Worldwalker Games, LLC",LLC,Active,2434706,2023-03-31,2015 Lear Ln,Austin,United States,78745-6042,TX,anne@worldwalkergames.com,Foreign,,2022-01-27,TEXAS,TEXAS,False,False,False,False,False,Software Publishers (511210),2022-02-07 00:07:05.7133333,,,,,2020-05-08,"Worldwalker Games, LLC","2015 Lear Ln, Austin, TX, 78745-6042, United States",2015 Lear Ln,Austin,TX,78745-6042,United States,"2015 Lear Ln, Austin, TX, 78745-6042, United States",2015 Lear Ln,Austin,TX,78745-6042,United States,,,,,,,,,,,,
Tan Consulting LLC,LLC,Active,2434723,2023-03-31,38 Avon St,New Haven,United States,06511-2523,CT,franklinjtan@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,True,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:05.7133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vantage Point Fulfillment Solutions LLC,LLC,Active,2434713,2023-03-31,61 Dove Ct,Windsor Locks,United States,06096-1310,CT,vpfsolutions1@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers (423720),2022-02-07 00:07:05.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARIVATE IP (US) HOLDINGS CORPORATION,Stock,Active,2434718,2023-01-27,3133 W. FRYE ROAD,CHANDLER,UNITED STATES,85226,AZ,DL-COSECSUPPORT@CLARIVATE.COM,Foreign,,2022-01-27,,DELAWARE,False,False,False,False,False,541199,2022-02-07 00:07:05.7433333,,,,,2022-01-01,CLARIVATE IP (US) HOLDINGS CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,
Jamil Ramirez LLC,LLC,Active,2434720,2023-03-31,555 Ballfall Rd,Middletown,United States,06457-2372,CT,jamil28019@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),2022-02-07 00:07:05.7133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverhouse Construction LLC,LLC,Active,2434730,2023-03-31,48 Union St,Stamford,United States,06906,CT,max@summertax.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,True,New Multifamily Housing Construction (except For-Sale Builders) (236116),2022-02-07 00:07:05.7133333,Ste 1C,max@summertax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 Grand Ave Vernon LLC,LLC,Active,2434732,2023-03-31,345 W 145th St,New York,United States,10031,NY,vivodomigroup@gmail.com,Domestic,United States,2022-01-27,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-02-07 00:07:05.7133333,11c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
