name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,country_formation,category_survey_email_address,date_of_organization_meeting,total_authorized_shares,dissolution_date,mailing_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,geo_location,mailing_international_address,records_address_unit
ASV TILING AND PAINTING LLC,LLC,Active,Annual report due,2683989,2023-03-31,,14 Elmcrest Terrace,8,NORWALK,United States,06850,CT,szilviabarnett@hotmail.com,,Domestic,2022-12-22,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.0500000,,,,,,,Residential Remodelers (236118),,,,,,,,United States,,,,,,,,,,,,,,
Reel Bros LLC,LLC,Active,Annual report due,2683991,2023-03-31,,25 Cottage St,Apt 206,Norwalk,United States,06855-1900,CT,drew.accomando@gmail.com,,Domestic,2022-12-22,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.0500000,,,,,,,Other Marine Fishing (114119),,,,,,,,United States,drew.accomando@gmail.com,,,,,,,,,,,,,
Painting by Anthonh Limited Liability Company,LLC,Active,Annual report due,2683999,2023-03-31,,100 Gilbert St,,West Haven,United States,06516-1629,CT,anthonhvasquez@gmail.com,,Domestic,2022-12-22,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:18.1133333,,,,,,,Painting and Wall Covering Contractors (238320),,,,,,,,United States,,,,,,,,,,,,,,
123 Bank Street Fed Tenant LLC,LLC,Active,Annual report due,2684019,2023-03-31,,760 Fell St,,San Francisco,United States,94117-2609,CA,max@hightidecapital.com,,Domestic,2022-12-22,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1133333,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,maxepatinkin@gmail.com,,,,,,,,,,,,,
CRYSTAL WINDOW CLEANING LLC,LLC,Active,Annual report due,2683997,2023-03-31,,143 Terrace Ave,1 FL,Port Chester,United States,10573-3237,NY,duchemarcelo2023@gmail.com,,Domestic,2022-12-22,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:16.8766667,,,,,,,Janitorial Services (561720),,,,,,,,United States,,,,,,,,,,,,,,
Mint cosmetics LLC,LLC,Active,Annual report due,2684009,2023-03-31,,122 read street,,Bridgeport,United States,06607,CT,debrascott623@gmail.com,,Domestic,2022-12-22,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1600000,,,,,,,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,United States,filings@swyftfilings.com,,,,,,,,,,,,,
"Paws Elite Training, LLC",LLC,Active,Annual report due,2684016,2023-03-31,,395 Cook Ave,,Meriden,United States,06451,CT,derekhart3513@yahoo.com,,Domestic,2022-12-22,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1600000,,,,,,,Pet Care (except Veterinary) Services (812910),,,,,,,,United States,derekhart3513@yahoo.com,,,,,,,,,,,,,
CFA ACQUISITION LLC,LLC,Active,Annual report due,2684036,2023-03-31,,1034 BRIDGEPORT AVENUE,,MILFORD,United States,06460,CT,wmm@showmotion.com,,Domestic,2022-12-22,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1600000,,,,,,,,,,,,,,,United States,wcarello@wrkk.com,,,,,,,,,,,,,
Strega New Haven LLC,LLC,Active,Annual report due,2684028,2023-03-31,,326 Meadowside Rd Apt B,,Milford,United States,06460-4392,CT,stregarestaurant@gmail.com,,Domestic,2022-12-22,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3933333,,,,,,,Full-Service Restaurants (722511),,,,,,,,United States,anthony@monellilaw.com,,,,,,,,,,,,,
Lavish Boutique LLC,LLC,Active,Annual report due,2684034,2023-03-31,,67 Wright Road,,Westbrook,United States,06498,CT,lavishboutique860@gmail.com,,Domestic,2022-12-22,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:18.1100000,,,,,,,Women's Clothing Stores (448120),,,,,,,,United States,,,,,,,,,,,,,,
The Thrive Center LLP,LLP,Active,Annual report due,2684049,2023-12-22,,153 Willow Spgs,,New Milford,United States,06776-4325,CT,thethrivecenterllp@gmail.com,,Domestic,2022-12-22,Connecticut,Connecticut,True,False,False,True,False,2023-01-04 00:08:18.7133333,,,,,,,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,United States,k.h.binnington@gmail.com,,,,,,,,,,,,,
The Alers Group LLC,LLC,Active,Annual report due,2684058,2023-03-31,,31 High St,7304,East Hartford,United States,06118,CT,a.alers@thealersgroup.com,,Domestic,2022-12-22,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:20.8266667,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,,,,,,,,,,,,,,
Raised on Ridge LLC,LLC,Active,Annual report due,2684065,2023-03-31,,16 Court St,,Cromwell,United States,06416-1620,CT,raisedonridge@gmail.com,,Domestic,2022-12-22,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:17.5266667,,,,,,,Children's and Infants' Clothing Stores (448130),,,,,,,,United States,,,,,,,,,,,,,,
JOJO DOLLAR ZONE AND CONVENIENC STORE Corporation,Stock,Active,Annual report due,2684071,2023-12-23,,483 Monroe Tpke,3C,Monroe,United States,06468-2364,CT,help@nycarabic.com,,Domestic,2022-12-22,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:21.4133333,,,,,,,Convenience Stores (445120),,,,,,,,United States,,2022-12-23,200.0,,,,,,,,,,,
"MAGELLAN PHARMACY SOLUTIONS, LLC",LLC,Active,Annual report due,2684103,2023-03-31,2022-12-20,2900 Ames Crossing Rd.,,Eagan,United States,55121,MN,,"MAGELLAN PHARMACY SOLUTIONS, LLC",Foreign,2022-12-22,,DE,False,False,False,False,False,2023-01-04 00:08:18.0533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JARRARD PHILLIPS CATE & HANCOCK, INC.",Stock,Active,Annual report due,2684115,2023-12-22,2022-03-09,219 WARD CIRCLE,,BRENTWOOD,UNITED STATES,37027,TN,JATWELL@JARRARDINC.COM,"JARRARD PHILLIPS CATE & HANCOCK, INC.",Foreign,2022-12-22,,TN,False,False,False,False,False,2023-01-04 00:08:20.7133333,,,,,,,541820,,,,,,,,,,,,,,,,,,,,,,
"CATALYST INVESTORS PARTNERS V CT, LLC",LLC,Active,Annual report due,2684125,2023-03-31,,711 FIFTH AVENUE SUITE 600,,NEW YORK,UNITED STATES,10022,NY,BRIAN@CATALYST.COM,,Domestic,2022-12-22,,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.5266667,,,,,,,523999,,,,,,,,United States,,,,,,,,,,,,,,
"TRAVOIS ARCHITECTURE, PC",Stock,Active,Annual report due,2684140,2023-12-22,2022-12-08,310 W 19TH TERRACE,,KANSAS CITY,UNITED STATES,64108,MO,ATEEFEY@TRAVOIS.COM,"TRAVOIS ARCHITECTURE, PC",Foreign,2022-12-22,,MO,False,False,False,False,False,2023-01-04 00:08:17.4866667,,,,,,,541300,,,,,,,,,,,,,,,,,,,,,,
"ECC PHYSICIAN PARTNERS, LLC",LLC,Active,Annual report due,2684145,2023-03-31,,2200 WHITNEY AVENUE SUITE 380,,HAMDEN,UNITED STATES,06518,CT,,,Domestic,2022-12-22,,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.7600000,,,,,,,621999,,,,,,,,United States,,,,,,,,,,,,,,
"East Haven Arts Commission, Inc.",Non-Stock,Active,First report due,2684279,2023-03-22,,,,,,,,EHACTHEATER@GMAIL.COM,,Domestic,2022-12-22,,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4566667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
"On Point Holdings, LLC",LLC,Active,Annual report due,2684290,2023-03-31,,"2 BELDEN AVENUE, #601",,NORWALK,UNITED STATES,06850,CT,MARLBOROUGHIG@GMAIL.COM,,Domestic,2022-12-22,,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.0700000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
"Alliance Property Management, LLC",LLC,Active,Annual report due,2685396,2023-03-31,,"3379 Whitney Ave., #3",,Hamden,United States,06518,CT,kevinc@alliancemngt.com,,Domestic,2022-12-22,,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0600000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
"COASTAL CONNECTICUT ORAL & MAXILLOFACIAL SURGERY, PLLC",LLC,Active,Annual report due,216451,2023-03-31,,"246 Goose Lane, Suite 204",,GUILFORD,United States,06437,CT,,,Domestic,2022-12-23,,,False,False,False,False,False,2023-01-04 00:11:27.4300000,,,,,,,621210,,,,,,,,,,,5000.0,,,,,,,,,"{'type': 'Point', 'coordinates': [-72.66702, 41.29404]}",,
B.E Electrical LLC,LLC,Active,Annual report due,2677984,2023-03-31,,230 Grandview Ter,,Hartford,United States,06114-2209,CT,aroxanne99@yahoo.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.1100000,,,,,,,,,,,,,,,United States,aroxanne99@yahoo.com,,,,,,,,,,,,,
107 Palmers MaxCam LLC,LLC,Active,Annual report due,2680671,2023-03-31,,330 E 83rd St,Suite G4,New York,United States,10028-4223,NY,alstenson1@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.7300000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
The Grind Cafe LLC,LLC,Active,Annual report due,2681952,2023-03-31,,421 Huntington Tpke,,Bridgeport,United States,06610-1447,CT,marijuanvaldez@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:20.1100000,,,,,,,Snack and Nonalcoholic Beverage Bars (722515),,,,,,,,United States,,,,,,,,,,,,,,
DJ SMOKE & CONVENIENCE LLC,LLC,Active,Annual report due,2682311,2023-03-31,,607 MAIN ST,,WATERTOWN,United States,06795,CT,babawholesalellc@yahoo.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3933333,,,,,,,Tobacco Stores (453991),,,,,,,,United States,,,,,,,,,,,,,,
Philant LLC,LLC,Active,Annual report due,2683977,2023-03-31,,31 Austin St,Apt 3A,New Haven,United States,06515-1279,CT,philantllc@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1366667,,,,,,,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),,,,,,,,United States,patmensa39@gmail.com,,,,,,,,,,,,,
Dynamic Performance L.L.C.,LLC,Active,Annual report due,2684078,2023-03-31,,24 Easy Rudder Lane,,West Haven,United States,06516,CT,dynamicperformancene@yahoo.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4166667,,,,,,,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),,,,,,,,United States,,,,,,,,,,,,,,
576 High St Middletown llc,LLC,Active,Annual report due,2684081,2023-03-31,,8 Berdichev Way,,Spring Valley,United States,10977-8162,NY,4221672@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4466667,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
BE MINDFUL CLINIC LLC,LLC,Active,Annual report due,2684105,2023-03-31,,50 Merriman Rd,,Windsor,United States,06095-1065,CT,info@bemindfulclinic.org,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:18.1200000,,,,,,,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,United States,,,,,,,,,,,,,,
RN Supplies LLC,LLC,Rejected,,2684111,,,73 Spring St. #1,,Willimantic,United States,06226,CT,raafypr97@icloud.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.7600000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
WES LLC DBA World Energy Solutions,LLC,Rejected,,2684152,,,108 E Lake St,,Winsted,United States,06098,CT,avantillc18@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.7600000,,,,,,,,,,,,,,,United States,avantillc18@gmail.com,,,,,,,,,,,,,
Izz Trust Ltd,Stock,Active,First report due,2684112,2023-03-23,,,,,,,,izztrustltd@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,izztrustltd@gmail.com,,200.0,,,,,,,,,,,
White Sky LLC,LLC,Active,Annual report due,2684116,2023-03-31,,50 Olmstead Ln.,,Ridgefield,United States,06877,CT,felixo21@outlook.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0800000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Peace of Mind Accounting Services LLC,LLC,Active,Annual report due,2684126,2023-03-31,,24 Indian Road,,Trumbull,United States,06611,CT,ellie@peaceofmindaccountingsvcs.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0800000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Yellow Orchid Dog Training LLC,LLC,Active,Annual report due,2684133,2023-03-31,,6 Westwood Terrace,,Newtown,United States,06470,CT,yelloworchiddogtrainingllc@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4866667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
"7 Hampton Road, LLC",LLC,Active,Annual report due,2684135,2023-03-31,,19 Norman Ln,,Darien,United States,06820-3635,CT,vincentvescera@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4333333,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,rscacchia@brodywilk.com,,,,,,,,,,,,,
One 11 Logistics LLC,LLC,Active,Annual report due,2684141,2023-03-31,,45 Soundview Ave. #1,,Stamford,United States,06902,CT,jlpolo2021@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4866667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
SL T1 LLC,LLC,Active,Annual report due,2684156,2023-03-31,,29 Farmstead Lane,,West Hartford,United States,06117,CT,dd@stantoncap.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,United States,,,,,,,,,,,,,,
"Walex Carpentry, LLC",LLC,Active,Annual report due,2684163,2023-03-31,,78 Westville Ave,,Danbury,United States,06810-5375,CT,gaiottiagency20@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,Finish Carpentry Contractors (238350),,,,,,,,United States,,,,,,,,,,,,,,
"Tailored to Fear, LLC",LLC,Active,Annual report due,2684185,2023-03-31,,2389 Main St.,STE 100,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Diamond care auto detailing LLC,LLC,Active,Annual report due,2684191,2023-03-31,,2389 Main St.,STE 100,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
641 Reef Road LLC,LLC,Active,Annual report due,2684231,2023-03-31,,857 Post Rd,146,Fairfield,United States,06824,CT,nfoote@teksystems.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,jeff@wazlawfirm.com,,,,,,,,,,,,,
MOBILE 247 NOTARY LLC,LLC,Active,Annual report due,2684169,2023-03-31,,"36 RUSS STREET , 3D FLOOR #102",,HARTFORD,United States,06106,CT,efile1234@incfile.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3933333,,,,,,,All Other Legal Services (541199),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
ISH PROPERTY LLC,LLC,Active,Annual report due,2684172,2023-03-31,,319 SOUTH 4TH AVENUE,,MOUNT VERNON,United States,10550,NY,efile1234@incfile.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3933333,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
AHMAD SAMI AMIRI LLC,LLC,Active,Annual report due,2684173,2023-03-31,,170 HAWTHORNE ST Unit# 3B,,BRIDGEPORT,United States,06610,CT,wendy@durangoagency.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3933333,,,,,,,Janitorial Services (561720),,,,,,,,United States,,,,,,,,,,,,,,
EMPIRE DEALS LLC,LLC,Active,Annual report due,2684177,2023-03-31,,22 WESTWOOD DR,,VERNON,United States,06066,CT,efile1234@incfile.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4600000,,,,,,,All Other General Merchandise Stores (452319),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
"THE COMPANY OF WOODWIND, INC.",Stock,Active,Annual report due,2684176,2023-12-23,2022-12-22,"c/o Phoebe Knowles, 19 Harrison Ave.",,New Canaan,United States,06840,CT,phoebe.knowles@gmail.com,"THE COMPANY OF WOODWIND, INC.",Foreign,2022-12-23,,DE,False,False,False,False,False,2023-01-04 00:08:18.1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP Development LLC,LLC,Active,Annual report due,2684184,2023-03-31,,66 Anderson St,,New Haven,United States,06511-2538,CT,titanpropertiesllc@aol.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4866667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Haviar Veterinary Hospital LLC,LLC,Active,Annual report due,2684188,2023-03-31,,121 Pratt Street,,Glastonbury,United States,06033,CT,griff51880@icloud.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4866667,,,,,,,Veterinary Services (541940),,,,,,,,United States,maryann@santacrocelaw.com,,,,,,,,,,,,,
Haviar Real Estate LLC,LLC,Active,Annual report due,2684195,2023-03-31,,121 Pratt St,,Glastonbury,United States,06033-1031,CT,griff51880@icloud.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4600000,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,United States,maryann@santacrocelaw.com,,,,,,,,,,,,,
"Interconnect Systems International, LLC",LLC,Active,Annual report due,2684199,2023-03-31,2022-12-23,4111 E 37th St N,,Wichita,United States,67220-3203,KS,govdocs@unitedagentgroup.com,"Interconnect Systems International, LLC",Foreign,2022-12-23,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:21.4600000,"3411 Silverside Road Tatnall Building #104, Wilmington, DE, 19810, United States",3411 Silverside Road Tatnall Building #104,Wilmington,DE,19810,United States,,"3411 Silverside Road Tatnall Building #104, Wilmington, DE, 19810, United States",3411 Silverside Road Tatnall Building #104,,Wilmington,DE,19810,United States,,,,,,,,,,,,,,,
Garofano and Sons Construction LLC,LLC,Rejected,,2684209,,,166 Bunker Hill Rd,,West Cornwall,United States,06796-1721,CT,tj.garofano@icloud.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4600000,,,,,,,Residential Remodelers (236118),,,,,,,,United States,dalbanese@mootslaw.com,,,,,,,,,,,,,
FSB Consulting LLC,LLC,Active,Annual report due,2684214,2023-03-31,,1490 Laurel Ave,,Bridgeport,United States,06604-1511,CT,fsbconsultingllc@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:21.4600000,,,,,,,Other Spectator Sports (711219),,,,,,,,United States,,,,,,,,,,,,,,
"PB Holdco, Inc.",Stock,Active,First report due,2684220,2023-03-23,,,,,,,,tbingham@kaleolegal.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.9766667,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,United States,tbingham@kaleolegal.com,,1000.0,,,,,,,,,,,
N&P HOME IMPROVEMENTS LLC,LLC,Active,Annual report due,2684228,2023-03-31,,51 KEANE PL,,STRATFORD,United States,06615,CT,jhonytema@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.9766667,,,,,,,Residential Remodelers (236118),,,,,,,,United States,,,,,,,,,,,,,,
Eptahori LLC,LLC,Active,Annual report due,2684229,2023-03-31,,2518 E Main St,,Waterbury,United States,06705-2801,CT,alexvelezis13@yahoo.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.1500000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,zepseven@sbcglobal.net,,,,,,,,,,,,,
WES LLC,LLC,Active,Annual report due,2684259,2023-03-31,,108 E Lake St,,Winsted,United States,06098,CT,avantillc18@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,,,,,,,,,United States,avantillc18@gmail.com,,,,,,,,,,,,,
L & J Property Management LLC,LLC,Active,Annual report due,2684264,2023-03-31,,59 Cavalry Rd,,Westport,United States,06880,CT,jimperretti@yahoo.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,brad@bradaronlaw.com,,,,,,,,,,,,,
J & L Property Management LLC,LLC,Active,Annual report due,2684247,2023-03-31,,59 Cavalry Rd,,Westport,United States,06880-1104,CT,jimperretti@yahoo.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4333333,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,brad@bradaronlaw.com,,,,,,,,,,,,,
"MB Holdco, Inc.",Stock,Rejected,,2684239,,,,,,,,,tbingham@kaleolegal.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3933333,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,United States,tbingham@kaleolegal.com,,1000.0,,,,,,,,,,,
Flying Free Stables Limited Liability Company,LLC,Active,Annual report due,2684334,2023-03-31,,Brooks Rd. Lot 52-0046,,Middletown,United States,06457-5750,CT,flyingfreestables@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:21.4533333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
BBNM ASSURANCE LLC,LLC,Active,Annual report due,2684242,2023-03-31,,52 Walters St.,,Rahway,United States,07065,NJ,,,Domestic,2022-12-23,,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.1166667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Tammy Styled My Tree LLC,LLC,Active,Annual report due,2684249,2023-03-31,,18 High Hill Rd,,Bloomfield,United States,06002-2110,CT,tammystyledmytree@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,True,True,False,False,2023-01-04 00:08:17.4333333,,,,,,,Interior Design Services (541410),,,,,,,,United States,,,,,,,,,,,,,,
Stillwater One LLC,LLC,Active,Annual report due,2684250,2023-03-31,,93 Bayberry Ln,,Westport,United States,06880-4000,CT,robgutman@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4333333,,,,,,,Miscellaneous Financial Investment Activities (523999),,,,,,,,United States,robgutman@gmail.com,,,,,,,,,,,,,
"ARC Comet Of Love, LLC",LLC,Active,Annual report due,2684277,2023-03-31,,20 Locust Road,,Greenwich,United States,06831,CT,matt@adelphiracing.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4333333,,,,,,,Civic and Social Organizations (813410),,,,,,,,United States,,,,,,,,,,,,,,
"MSP Agriculture, LLC",LLC,Active,Annual report due,2684270,2023-03-31,,239 Turnpike Rd,,Ashford,United States,06278-2411,CT,cbwelder8@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,True,False,False,False,2023-01-04 00:08:21.4600000,,,,,,,Fresh Fruit and Vegetable Merchant Wholesalers (424480),,,,,,,,United States,meghan@smithlawgroupct.com,,,,,,,,,,,,,
A Grade Landscape Limited Liability Company,LLC,Active,Annual report due,2684274,2023-03-31,,2 Hunter Rd,,Danbury,United States,06811-3715,CT,kreshlaj69@icloud.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4600000,,,,,,,Landscape Architectural Services (541320),,,,,,,,United States,kreshlaj69@icloud.com,,,,,,,,,,,,,
Lees Lips and Lashes LLC,LLC,Active,Annual report due,2684281,2023-03-31,,259 Duncaster Rd,,Bloomfield,United States,06002-1140,CT,kingculturellc@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:20.8000000,,,,,,,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,United States,,,,,,,,,,,,,,
Savy Enterprises LLC,LLC,Active,Annual report due,2684294,2023-03-31,,101 Martone St,,Waterbury,United States,06708-1518,CT,savannah@savyenterprises.com,,Domestic,2022-12-23,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:21.3700000,,,,,,,Mobile Food Services (722330),,,,,,,,United States,,,,,,,,,,,,,,
2Gone3Gudd LLC,LLC,Active,Annual report due,2684282,2023-03-31,,90 Robin Rd.,,Windsor,United States,06095,CT,filings@corpnet.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4600000,,,,,,,Clothing Accessories Stores (448150),,,,,,,,United States,,,,,,,,,,,,,,
Bradstone LLC,LLC,Active,Annual report due,2684298,2023-03-31,,41 Condale Ln,,Plainville,United States,06062-2601,CT,bradyblandscaping@gmail.com,,Domestic,2022-12-23,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0233333,,,,,,,Landscaping Services (561730),,,,,,,,United States,,,,,,,,,,,,,,
