name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,category_survey_email_address,sub_status,total_authorized_shares,date_of_organization_meeting,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,dissolution_date,mail_jurisdiction,mailing_international_address,records_address_unit
Apex Energy Tek LLC,LLC,Active,2603990,2023-03-31,11B Solar Dr,,Halfmoon,United States,12065-3402,NY,samaral@gmes.com,Foreign,,2022-07-25,DELAWARE,DELAWARE,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2022-08-31 00:16:28.4433333,2022-07-25,Apex Energy Tek LLC,"c/o Inc. Services, 3500 S. Dupont Hwy, Dover, DE, 19901, United States","c/o Inc. Services, 3500 S. Dupont Hwy",,Dover,DE,19901,United States,"c/o Inc. Services, 3500 S. Dupont Hwy, Dover, DE, 19901, United States","c/o Inc. Services, 3500 S. Dupont Hwy",,Dover,DE,19901,United States,,,,,,,,,,,,,,
Juniper Moon Limited Liability Company,LLC,Active,2603995,2023-03-31,83 Florence Ave,,Milford,United States,06460,CT,junipermoonco@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,False,False,True,Family Clothing Stores (448140),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griswold Nutrition LLC,LLC,Active,2604013,2023-03-31,39 Wedgewood Drive,109,Jewett City,United States,06351-2437,CT,dcamarketing860@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGCG LLC,LLC,Active,2604025,2023-03-31,14 Taunton Lake Dr,,Newtown,United States,06470-1555,CT,tjgallo01@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"Process, Physical Distribution, and Logistics Consulting Services (541614)",2022-08-31 00:16:27.8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Greens LLC,LLC,Active,2604028,2023-03-31,65 Ellsworth st,,Hartford,United States,06114,CT,urbangreensslu@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Other Vegetable (except Potato) and Melon Farming (111219),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,rawnwilliams@gmail.com,,,,,,,,,,,,,
Norton Designs & Co. Limited Liability Company,LLC,Active,2604042,2023-03-31,341 Norton St,,New Haven,United States,06511-7115,CT,hello@nortondesignsandco.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,True,False,False,All Other Home Furnishings Stores (442299),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,shayla_byrd@att.net,,,,,,,,,,,,,
"Shoreline Sound Speech Therapy, LLC",LLC,Active,2604292,2023-03-31,7 Maynard Cir,,Old Saybrook,United States,06475-2209,CT,shorlinesoundspeech@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155 CONNECTICUT LLC,LLC,Active,2604049,2023-03-31,240 E Aurora St,,Waterbury,United States,06708-2024,CT,jakealbert@cmcict.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,bturkaj@hershmanlegal.com,,,,,,,,,,,,,
"Florians, LLC",LLC,Active,2604047,2023-03-31,380 Mather St Apt. 4212,,Hamden,United States,06514,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,eastern@registeredagentsinc.com,,,,,,,,,,,,,
SPC International Inc,Stock,Active,2604070,2023-07-25,574 AIRPORT SOUTH PKWY STE 200,,ATLANTA,United States,30349,GA,tax+spci@apriocloud.com,Foreign,,2022-07-25,GEORGIA,GEORGIA,False,False,False,False,False,Other Computer Related Services (541519),2022-08-31 00:16:27.8166667,2021-09-15,SPC International Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sayler Group Holdings LLC,LLC,Active,2604052,2023-03-31,39 Elmwood Ave,2b,Waterbury,United States,06710-1531,CT,ssayler78@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 Stevens LLC,LLC,Active,2604088,2023-03-31,153 New Hanover Ave,,Meriden,United States,06451-6248,CT,titleservicesofmilford@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,titleservicesofmilford@gmail.com,,,,,,,,,,,,,
RNG QUALITY LLC,LLC,Active,2604054,2023-03-31,443 COVE RD,,STAMFORD,United States,06902,CT,rngquality1@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,True,False,False,All Other General Merchandise Stores (452319),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,garciariccy4@gmail.com,,,,,,,,,,,,,
Lillie Mae's Fabrics Corporation,Stock,Active,2604058,2022-10-23,,,,,,,deannalpavlou@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,First report due,1500.0,,,,,,,,,,,
Kingchip LLC,LLC,Active,2604061,2023-03-31,58 Overshores Dr. E,,Madison,United States,06443,CT,jason.walker@pauldavis.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAZ Cleaning Services LLC,LLC,Active,2604066,2023-03-31,337 Burritt St,1st floor,New Britain,United States,06053-3678,CT,jazllc2@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,jazllc2@yahoo.com,,,,,,,,,,,,,
Shannon Media LLC,LLC,Active,2604076,2023-03-31,85 Memorial Rd,214,West Hartford,United States,06107-2440,CT,helloshannonpeterson@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FashDivvy LLC,LLC,Active,2604078,2023-03-31,15 South Main St.  #1011,,Torrington,United States,06790,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Island Carpet & Floorcovering, LLC",LLC,Active,2604081,2023-03-31,695 W Main Rd,,Middletown,United States,02842-6352,RI,hwhite@orsonandbrusini.com,Foreign,,2022-07-25,RHODE ISLAND,RHODE ISLAND,False,False,False,False,False,All Other Home Furnishings Stores (442299),2022-08-31 00:16:28.4433333,2022-07-25,"Island Carpet & Floorcovering, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miracle Auto Transportation LLC,LLC,Active,2604087,2023-03-31,175 West Ave,4,Stamford,United States,06902-5511,CT,raphaelcorrea1@icloud.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)",2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65 Bristol LLC,LLC,Active,2604105,2023-03-31,107 Whitney Ave,,New Haven,United States,06510-1232,CT,aviva@farnamgroup.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mag Pro Painting & Contracting LLC,LLC,Active,2604089,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Katin Surveying, LLC",LLC,Active,2604091,2023-03-31,77 Liberty St,,Clinton,United States,06413-2415,CT,scottkatin@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Surveying and Mapping (except Geophysical) Services (541370),2022-08-31 00:16:27.8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR SOUZA PAINTING LLC,LLC,Active,2604098,2023-03-31,84 Town Hill Ave,2ND FLOOR,Danbury,United States,06810-6750,CT,victorbarbosa2022@icloud.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2022-08-31 00:16:27.8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80 Hamilton, LLC",LLC,Active,2604117,2023-03-31,50 Devine St,,North Haven,United States,06473-2244,CT,betsyhenleycohn@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Real Estate Credit (522292),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,rmg@pellegrinolawfirm.com,,,,,,,,,,,,,
SANCHEZ CLEANING SERVICES LLC,LLC,Active,2604109,2023-03-31,118 Hemlock St,,West Haven,United States,06516-1226,CT,anacma12@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaceable Acres LLC,LLC,Active,2604136,2023-03-31,47 Peaceable St,,Ridgefield,United States,06877-4809,CT,sara@saramiller.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProperHaus LLC,LLC,Active,2604113,2023-03-31,4 Grant Avenue,,Old Greenwich,United States,06870,CT,zbweier@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pizza king llc,LLC,Active,2604127,2023-03-31,430 Ledge Rd,,Dayville,United States,06241-1924,CT,kingpizza343@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEAL SERVICES LLC,LLC,Active,2604163,2023-03-31,522 Main St,apt 2,Winsted,United States,06098-1566,CT,kellysouzadmv@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Power To Grow, LLC",LLC,Active,2604122,2023-03-31,279 Crest Street,,Wethersfield,United States,06109,CT,carlyvasylyk@thepowertogrowllc.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-08-31 00:16:28.4433333,,,,,,,,,,,,,,,,,carlydevito@gmail.com,,,,,,,,,,,,,
"Metrodora Institute, LLC",LLC,Active,2604157,2023-03-31,3535 S Market St,,West Valley City,United States,84119-3617,UT,laura.pace@metrodora.co,Foreign,,2022-07-25,DELAWARE,DELAWARE,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2022-08-31 00:16:28.4433333,2022-07-11,"Metrodora Institute, LLC","3500 S Dupont Hwy, Dover, DE, 19901-6041, United States",3500 S Dupont Hwy,,Dover,DE,19901-6041,United States,"3500 S Dupont Hwy, Dover, DE, 19901-6041, United States",3500 S Dupont Hwy,,Dover,DE,19901-6041,United States,,,,,,,,,,,,,,
LA Maxwell LLC,LLC,Active,2604131,2023-03-31,256 S Broad St,,Pawcatuck,United States,06379-1999,CT,granitemarble@sbcglobal.net,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOS Transportation LLC,LLC,Active,2604141,2023-03-31,270 Laurel St Unit 414,,Hartford,United States,06105-3489,CT,mccordero415@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACOBO FAMILY LLC,LLC,Active,2604154,2023-03-31,220 Village Ln,,Bridgeport,United States,06606-1348,CT,ffija70@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674 ELM ST LLC,LLC,Active,2604155,2023-03-31,344 Crown St,,Brooklyn,United States,11225-3004,NY,israelhurwitz@gmail.com,Foreign,,2022-07-25,NEW YORK,NEW YORK,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:27.8166667,2022-07-21,674 ELM ST LLC,"344 Crown St, Brooklyn, NY, 11225-3004, United States",344 Crown St,,Brooklyn,NY,11225-3004,United States,"344 Crown St, Brooklyn, NY, 11225-3004, United States",344 Crown St,,Brooklyn,NY,11225-3004,United States,,,,,,,,,,,,,,
Baker's Super Transport LLC,LLC,Active,2604162,2023-03-31,22 Warner St,6,Hamden,United States,06514-5061,CT,jamalbakerbaker@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYAN AVE LLC,LLC,Active,2604177,2023-03-31,10 Great Oak Farm Rd,,Monroe,United States,06468-1295,CT,yliu@wycpas.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,True,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethereal Vybz LLC,LLC,Active,2604196,2023-03-31,955 Main St,909,Bridgeport,United States,06604-4300,CT,ethereal.vybz@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,
BESTWAY OF NORTH STONINGTON 2 INC.,Stock,Active,2604173,2023-08-11,76 NORWICH WESTERLY ROAD,,NORTH STONINGTON,United States,06359,CT,bestway411@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Gasoline Stations with Convenience Stores (447110),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,,200.0,2022-08-08,,,,,,,,,,
Advanced Building Solutions L.L.C.,LLC,Active,2604185,2023-03-31,420 Maple Street,,Litchfield,United States,06759,CT,hunter_grabowski@outlook.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-08-31 00:16:28.4600000,,,,,,,,,,,,,,,,,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,
Miracle Transportation LLC,LLC,Active,2604186,2023-03-31,10 Fairgate Drive,,Stamford,United States,06902,CT,jason.soto990@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-08-31 00:16:28.4600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carol 61 Cold Spring LLC,LLC,Active,2604257,2023-03-31,759 Bailey Street,,Boca Raton,United States,33487,FL,denisha.embry@vcorpservices.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:28.4600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Development Advisers LLC,LLC,Active,2604208,2023-03-31,252 Mountain Road,,Wilton,United States,06897,CT,a.moustafa2009@gmail.com,Foreign,,2022-07-25,DELAWARE,DELAWARE,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),2022-08-31 00:16:27.8166667,2022-07-19,International Development Advisers LLC,"16192 Coastal Hwy, Lewes, DE, 19958-3608, United States",16192 Coastal Hwy,,Lewes,DE,19958-3608,United States,"16192 Coastal Hwy, Lewes, DE, 19958-3608, United States",16192 Coastal Hwy,,Lewes,DE,19958-3608,United States,,,,,,,,,,,,,,
"JK Realty Services, LLC",LLC,Active,2604233,2023-03-31,138 Good Hill Rd,,Weston,United States,06883-2324,CT,dbhirsch@optonline.net,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,dbhirsch@optonline.net,,,,,,,,,,,,,
Sellers Bidders & Buyers LLC,LLC,Active,2604213,2023-03-31,500 Main St Box 8,5C,Deep River,United States,06417,CT,sellersbiddersbuyers@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New England Education Consultants LLC,LLC,Active,2604211,2023-03-31,215 Main St,Suite 2,Westport,United States,06880-3210,CT,nicole@needucationconsultants.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,False,False,False,Educational Support Services (611710),2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,nicole.kelman@gmail.com,,,,,,,,,,,,,
"BLACKARCH REAL ESTATE HOLDINGS, LLC",LLC,Active,2604223,2023-03-31,59 Le Grand Avenue Apt 15,,Greenwhich,United States,06830,CT,kevinnowaskey@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOSEIDS LLC,LLC,Active,2604235,2023-03-31,365 EDGEWOOD AVENUE,,NEW HAVEN,United States,06511,CT,yong@ciampitax.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,All Other Business Support Services (561499),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisebilt LLC,LLC,Active,2604228,2023-03-31,190 Summer St,,Lunenburg,United States,01462-2337,MA,mmerced@wisebilt.com,Foreign,,2022-07-25,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,Drywall and Insulation Contractors (238310),2022-08-31 00:16:27.8166667,2022-07-30,Wisebilt LLC,"190 Summer St, Lunenburg, MA, 01462-2337, United States",190 Summer St,,Lunenburg,MA,01462-2337,United States,"190 Summer St, Lunenburg, MA, 01462-2337, United States",190 Summer St,,Lunenburg,MA,01462-2337,United States,,,,,,,,,,,,,,
E-con Learning Center Co.,Non-Stock,Active,2604249,2022-10-23,,,,,,,e.conlearningcenter@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,filings@swyftfilings.com,First report due,,,,,,,,,,,,
Cortes Holdings Company LLC,LLC,Active,2604287,2023-03-31,470 Farmington Ave,2,New Britain,United States,06053-1966,CT,cortesholdings@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,True,True,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadowbrook Contracting Inc.,Stock,Active,2604288,2023-07-25,2500 Westchester Ave,,Purchase,United States,10577-2540,NY,smbcc1@aol.com,Foreign,,2022-07-25,NEW YORK,NEW YORK,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2022-08-31 00:16:28.4266667,2022-08-01,Meadowbrook Contracting Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFM Painting & Renovations LLC,LLC,Active,2604261,2023-03-31,432 Mary Ave,,Stratford,United States,06614-4645,CT,mauriciorodrigues67@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,mauriciorodrigues67@gmail.com,,,,,,,,,,,,,
57 Churchill St LLC,LLC,Active,2604262,2023-03-31,57 Churchill St,,Fairfield,United States,06824-6106,CT,scordova1776@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,scordova1776@gmail.com,,,,,,,,,,,,,
Advanced Energy Designs L.L.C.,LLC,Active,2604266,2023-03-31,1 Thistle Rd,,Norwalk,United States,06851-1908,CT,jr@comfortableheat.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.8466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Glass Guy LLC,LLC,Active,2604264,2023-03-31,62 Brookwood Dr,,Westbrook,United States,06498-1576,CT,tggctllc@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,liambell14@gmail.com,,,,,,,,,,,,,
43 South Highland LLC,LLC,Active,2604269,2023-03-31,69 Talcott Rd,,West Hartford,United States,06110-1227,CT,alex@alxservice.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:28.4266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108 investment group LLC,LLC,Active,2604275,2023-03-31,46 Mountain Farms Rd,,West Hartford,United States,06117-1841,CT,108investmentllc@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.8466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVANCE TANK & CONSTRUCTION LLC,LLC,Active,2604304,2023-03-31,3700 E COUNTY RD 64,,WELLINGTON,United States,80549,CO,sales@advancetank.com,Foreign,,2022-07-25,COLORADO,COLORADO,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2022-08-31 00:16:27.8000000,2022-07-25,ADVANCE TANK & CONSTRUCTION LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAK Logistics LLC,LLC,Active,2604318,2023-03-31,97 Highland Avenue,,Meriden,United States,06451,CT,jaklogisticsllc@yahoo.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"Process, Physical Distribution, and Logistics Consulting Services (541614)",2022-08-31 00:16:27.8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J&C Logistics LLC,LLC,Active,2604306,2023-03-31,148 King Street,,Stratford,United States,06615,CT,148jisler@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Freight Transportation Arrangement (488510),2022-08-31 00:16:27.8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LunaMiles LLC,LLC,Active,2604310,2023-03-31,5 Taunton Lane,,Newtown,United States,06470,CT,dmilewski@me.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAY EXPRESS LLC,LLC,Active,2604334,2023-03-31,196 WESTLAND STREET,,HARTFORD,United States,06120,CT,juangrullon233@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Couriers and Express Delivery Services (492110),2022-08-31 00:16:28.4733333,,,,,,,,,,,,,,,,,juangrullon233@gmail.com,,,,,,,,,,,,,
Ckreative Events/Big M Productions LLC,LLC,Active,2604320,2023-03-31,39 Douglas Rd,,Bristol,United States,06010-5416,CT,ckreativeevents@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),2022-08-31 00:16:27.8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blue Sapphire Consulting, LLC",LLC,Active,2604324,2023-03-31,32 Deer Run Drive,,Colchester,United States,06415,CT,mhajdun@comcast.net,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-08-31 00:16:28.4600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DOLANAJ, LLC",LLC,Active,2604327,2023-03-31,250-252 White Street,,Danbury,United States,06810,CT,jdracing69@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,General Automotive Repair (811111),2022-08-31 00:16:27.8000000,,,,,,,,,,,,,,,,,dchieffalo@aol.com,,,,,,,,,,,,,
ALEX TRUCKING LLC,LLC,Active,2604335,2023-03-31,104 Wood Dr,,East Hartford,United States,06108-1234,CT,alextrucking.co1@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-08-31 00:16:27.8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shree Ganesh Namah, LLC",LLC,Active,2604356,2023-03-31,3 Paddock Road,,East Lyme,United States,06333,CT,kaylee.halvorson@kkoslawyers.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,krystie@kkoslawyers.com,,,,,,,,,,,,,
AGI Consultant LLC,LLC,Active,2604343,2023-03-31,50 Husted Ln,,Greenwich,United States,06830-4753,CT,adrian.isman@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,True,False,False,Administrative Management and General Management Consulting Services (541611),2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,adrian.isman@gmail.com,,,,,,,,,,,,,
"SE CT Titles, LLC",LLC,Active,2604355,2023-03-31,9 Windy Ridge Pl,,Waterford,United States,06385-2100,CT,secttitles@outlook.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,True,False,False,False,False,,2022-08-31 00:16:27.8300000,,,,,,,,,,,,,,,,,jon@peck-tuneski.com,,,,,,,,,,,,,
TAXI IRLANDA Limited Liability Company,LLC,Rejected,2604385,,17 IRVING PL,APT C,DANBURY,United States,06810,CT,irlandaarevalo3@gmail.com,Domestic,United States,2022-07-25,Connecticut,Connecticut,False,False,False,False,False,Taxi Service (485310),2022-08-31 00:16:27.8466667,,,,,,,,,,,,,,,,,clarataxservices@gmail.com,,,,,,,,,,,,,
