name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,category_survey_email_address,naics_code,geo_location,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_3,office_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,records_address_unit
"LSW ANESTHESIA CARE, LLC",LLC,Active,Annual report due,2651537,2023-03-31,78 Farm Hill Road,,Orange,United States,06477,CT,lsw.anesthesia@gmail.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.2300000,wangls8057@gmail.com,,"{'type': 'Point', 'coordinates': [-73.03614, 41.28045]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Z Upholstery & Decor LLC,LLC,Active,Annual report due,2651554,2023-03-31,12 Linda Ct,,Preston,United States,06365-8610,CT,torf@a-zupholstery.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,False,False,True,False,True,2022-12-13 00:18:15.2300000,,Reupholstery and Furniture Repair (811420),,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL Desaf�o Social Club LLC,LLC,Active,Annual report due,2651539,2023-03-31,406 Watertown Ave,Unit 1,Waterbury,United States,06708-2205,CT,dsantos0826@hotmail.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:15.8200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.A.A.D Investments LLC,LLC,Active,Annual report due,2651557,2023-03-31,198 Ashley St,,Hartford,United States,06105-1309,CT,maadinvestmentsllc@gmail.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.1500000,mathurinejosh@gmail.com,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgeport Home Buyers LLC,LLC,Active,Annual report due,2651561,2023-03-31,415 Boston Post Rd Ste 3 PMB #,,Milford,United States,06460,CT,bpthomebuyers@gmail.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.1500000,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60 Garden Street, Harbor Point LLC",LLC,Active,Annual report due,2651566,2023-03-31,18 Red Barn Rd,,Trumbull,United States,06611-1021,CT,ray.engen@gmail.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1600000,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nabil West Photography LLC,LLC,Active,Annual report due,2651559,2023-03-31,2 Rising Rd,,Norwalk,United States,06850-4310,CT,nabilwestphotography@gmail.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4400000,west.nabil@gmail.com,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
348 HIGHLAND LLC,LLC,Active,Annual report due,2651578,2023-03-31,348 HIGHLAND AVE,,STAMFORD,US,06614,CT,RCAPUTO@CACPAS.ORG,Domestic,United States,2022-10-25,,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4400000,,531390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TCSC ACQUISITION, LLC",LLC,Active,Annual report due,2651584,2023-03-31,"9130 SOUTH DADELAND BLVD., SUITE 1801",,MIAMI,US,19904,FL,,Foreign,,2022-10-25,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.8633333,,488119,,2022-10-25,"TCSC ACQUISITION, LLC",,,"838 WALKER ROAD SUITE 21-2, DOVER, DE, 19904, United States",838 WALKER ROAD SUITE 21-2,DOVER,DE,19904,United States,"838 WALKER ROAD SUITE 21-2, DOVER, DE, 19904, United States",838 WALKER ROAD SUITE 21-2,DOVER,DE,19904,United States,,,,,,,,,,,
546 Congress Ave LLC,LLC,Active,Annual report due,2651587,2023-03-31,546 Congress Ave,,New Haven,United States,06519-1334,CT,mariavargas0718@yahoo.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.1600000,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannico Logistics LLC,LLC,Dissolved,Annual report due,2651589,2023-03-31,26 Aiken St,1,Norwalk,United States,06851-2048,CT,hannicologistics@gmail.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.1600000,,Confectionery Merchant Wholesalers (424450),,,,,,,,,,,,,,,,,,2022-11-29T00:00:00.000,,,,,,,,,,
Vernon NTK LLC,LLC,Active,Annual report due,2651595,2023-03-31,1135 Hartford Tpke,,Vernon Rockville,United States,06066-4517,CT,nickkoutouzis@gmail.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8833333,nickkoutouzis@gmail.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchid Properties LLC,LLC,Active,Annual report due,2651606,2023-03-31,12 Cardinal Dr,,Shelton,United States,06484-3538,CT,bortaeugenia@gmail.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.1800000,eugeniab@evbcpa.com,Other Activities Related to Real Estate (531390),"{'type': 'Point', 'coordinates': [-73.16106, 41.27894]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"MAJORCLARITY, INC.",Stock,Active,Annual report due,2651601,2023-10-25,"117 S. 14TH STREET, SUITE 160",,RICHMOND,US,23219,VA,,Foreign,,2022-10-25,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.8066667,,611110,"{'type': 'Point', 'coordinates': [-77.43266, 37.53368]}",2022-11-01,"MAJORCLARITY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
Dugri Foods Inc,Stock,Active,First report due,2651605,2023-01-23,,,,,,,cute_sting@yahoo.com,Domestic,United States,2022-10-25,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.8133333,,Limited-Service Restaurants (722513),,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,
"ATLANTIC ENGINEERING GROUP, LLC",LLC,Active,Annual report due,2651667,2023-03-31,"4908 GOLDEN PKWY, SUITE 100",,BUFORD,US,30518,GA,JRSALTER@AEG.CC,Foreign,,2022-10-25,,DE,False,False,False,False,False,2022-12-13 00:18:15.8500000,,541330,,2022-10-25,"ATLANTIC ENGINEERING GROUP, LLC",,,"108 WEST 13TH ST., WILMINGTON, DE, 19801, United States",108 WEST 13TH ST.,WILMINGTON,DE,19801,United States,"108 WEST 13TH ST., WILMINGTON, DE, 19801, United States",108 WEST 13TH ST.,WILMINGTON,DE,19801,United States,,,,,,,,,,,
"JOHN STREET FARM, LLC",LLC,Active,Annual report due,2651908,2023-03-31,"C/O COHEN & ASSOCIATES, LLC-19 LUDLOW ROAD, SUITE 12",,WESTPORT,US,06880,CT,PLOCKITT@COHENANDASSOCIATES.COM,Foreign,,2022-10-25,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.8833333,,531390,,2022-10-26,"JOHN STREET FARM, LLC",,,"CORPORATION SERVICE COMPANY, 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19801, United States","CORPORATION SERVICE COMPANY, 251 LITTLE FALLS DRIVE",WILMINGTON,DE,19801,United States,"CORPORATION SERVICE COMPANY, 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States","CORPORATION SERVICE COMPANY, 251 LITTLE FALLS DRIVE",WILMINGTON,DE,19808,United States,,,,,,,,,,,
"58 DERBYSHIRE, LLC",LLC,Active,Annual report due,2653065,2023-03-31,29 MESA DRIVE,,BETHANY,UNITED STATES,06524,CT,,Domestic,United States,2022-10-25,,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4200000,,531110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWO TWENTY THREE STUDIOS INC.,Stock,Active,First report due,2653068,2023-01-23,,,,,,,,Domestic,United States,2022-10-25,,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7200000,,541430,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,
SYLVERA US INC.,Stock,Active,Annual report due,2653164,2023-10-25,"64 Nile Street, International House",,,,,,legal@sylvera.io,Foreign,,2022-10-25,,DE,False,False,False,False,False,2022-12-13 00:18:17.8433333,,,,2022-10-25,SYLVERA US INC.,,,,,,,,,,,,,,,,,,,,,,,,"64 Nile Street, International House London, United Kingdom N1 7SR",
"SILVA ET PRATUM, LLC",LLC,Active,Annual report due,2653229,2023-03-31,111 MAIN STREET,,SALISBURY,United States,06068,CT,JEB.BREECE@GMAIL.COM,Domestic,United States,2022-10-25,,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7266667,,561730,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDOW BUTLER LLC,LLC,Active,Annual report due,2653415,2023-03-31,19 BATES ST,,HARTFORD,USA,06114,CT,WINDOWSCLEANINGOFCT@GMAIL.COM,Domestic,United States,2022-10-25,,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. CHANDLER ARTISTRY LLC,LLC,Active,Annual report due,2653430,2023-03-31,731 BERKSHIRE RD.,,SOUTHBURY,USA,06488,CT,jchandlerartistry@yahoo.com,Domestic,United States,2022-10-25,,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.5900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smile Design Doc, LLC",LLC,Active,Annual report due,2653964,2023-03-31,62 E MAIN ST,,MYSTIC,UNITED STATES,06355,CT,MIKE@SMILEDESIGNDOC.COM,Domestic,United States,2022-10-25,,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6666667,,621210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATWEST SERVICES INC.,Stock,Active,Annual report due,2654083,2023-10-25,600 WASHINGTON BLVD,,STAMFORD,UNITED STATES,06901,CT,elizabeth.bing@natwestmarkets.com,Foreign,,2022-10-25,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:20.3366667,,523110,"{'type': 'Point', 'coordinates': [-73.543075, 41.047992]}",2022-10-12,NATWEST SERVICES INC.,,,,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT COWBOYS LLC,LLC,Active,Annual report due,2656422,2023-03-31,42 Farrell Street,,Hamden,,06518,CT,vinteixeira22@gmail.com,Domestic,United States,2022-10-26,,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.0900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Church Prepared to go Try Jesus, Iglesia Internacional Que Se Va Prueba a Cristo Inc.",Non-Stock,Active,First report due,2457504,2023-01-24,,,,,,,laiglesiaqueseva@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:08:46.3733333,,Religious Organizations (813110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardian Interlock LLC,LLC,Active,Annual report due,2583126,2023-03-31,3630 Park 42 Dr,140C,Cincinnati,United States,45241-2131,OH,lgambone@scramsystems.com,Foreign,,2022-10-26,GEORGIA,GEORGIA,False,False,False,False,False,2022-12-13 00:18:02.6866667,,Motor Vehicle Electrical and Electronic Equipment Manufacturing (336320),,2022-10-01,Guardian Interlock LLC,,,,,,,,,,,,,,,,,,,,,,,,,
"Tegus, Inc",Stock,Active,Annual report due,2638488,2023-10-26,200 N La Salle St,1100,Chicago,United States,60601-1014,IL,finance@tegus.co,Foreign,,2022-10-26,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:11.1566667,,Internet Publishing and Broadcasting and Web Search Portals (519130),,2021-02-28,"Tegus, Inc",,,,,,,,,,,,,,,,,,,,,,,,,
Bullfrog Group LLC,LLC,Active,Annual report due,2639478,2023-03-31,901 Tower Dr,#305,Troy,United States,48098-2816,MI,ben@bullfrog.net,Foreign,,2022-10-26,MICHIGAN,MICHIGAN,False,False,False,False,False,2022-12-13 00:18:10.5933333,,Wired Telecommunications Carriers (517311),,2022-10-26,Bullfrog Group,,,"901 Tower Dr, #305, Troy, MI, 48098-2816, United States",901 Tower Dr,Troy,MI,48098-2816,United States,"901 Tower Dr, #305, Troy, MI, 48098-2816, United States",901 Tower Dr,Troy,MI,48098-2816,United States,,#305,#305,,,,,,,,
NORDEST SERVICES LLC,LLC,Dissolved,Annual report due,2641601,2023-03-31,494 Merritt St,,Bridgeport,United States,06606-3337,CT,majutax@outlook.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:13.0966667,,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,2022-12-12T00:00:00.000,,,,,,,,,,
"Waitwhile, Inc.",Stock,Active,Annual report due,2644657,2023-10-26,548 Market St,Suite 45862,San Francisco,United States,94104-5401,CA,andreas.latorreek@waitwhile.com,Foreign,,2022-10-26,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:13.8666667,,Software Publishers (511210),,2022-10-26,"Waitwhile, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
"A Sub Above, LLC",LLC,Active,Annual report due,2648646,2023-03-31,2251 Landmark Pl,,Manasquan,United States,08736-1026,NJ,jrooney@jerseymikes.com,Foreign,,2022-10-26,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.8133333,,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) (533110),"{'type': 'Point', 'coordinates': [-74.08761, 40.13578]}",2022-11-01,"A Sub Above, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
Skye Travel LLC,LLC,Active,Annual report due,2649592,2023-03-31,86 Margerie St,,Bristol,United States,06010-7552,CT,skye.travel.llc@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:15.2100000,pmdvs08@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 Ladies Dancing Limited Liability Company,LLC,Active,Annual report due,2650043,2023-03-31,250 State St,,New Haven,United States,06510,CT,9ladiesdancingllc@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2333333,zogburgers@gmail.com,Limited-Service Restaurants (722513),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blufox Mobile CT Vernon LLC,LLC,Active,Annual report due,2650454,2023-03-31,998 Old Country Road,Ste. 332,Plainview,United States,11803,NY,kcross@blufoxmobile.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hosanna LLC,LLC,Active,Annual report due,2651862,2023-03-31,60 Lorraine St,South,New Britain,United States,06051-1324,CT,hosannallc.vp@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,True,True,True,False,False,2022-12-13 00:18:15.8200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC GRANITE & TILE INSTALLATION INC.,Stock,Active,Annual report due,2651229,2023-11-08,,,,,,,gcgranite@hotmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8700000,,Tile and Terrazzo Contractors (238340),,,,,19000.0,,,,,,,,,,,,,,,,,,,,,,,
455 Fairfield Avenue Owner Realty LLC,LLC,Active,Annual report due,2651335,2023-03-31,"3251 Third Ave, 2nd Fl",,Bronx,United States,10456,NY,mbogard@pillarnyc.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4333333,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dream Homes Remodeling, LLC",LLC,Active,Annual report due,2651351,2023-03-31,154 Spruce Dr,,East Hartford,United States,06118-2830,CT,wrios456@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.7966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green Gold Insurance Company, Inc.",Stock,Active,First report due,2651957,2023-01-24,,,,,,,cdonnelly@barlett.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1800000,,All Other Insurance Related Activities (524298),,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,
"RAUL NAVARRO, LLC",LLC,Active,Annual report due,2651611,2023-03-31,380 Prospect Ave,3rd,Hartford,United States,06105-4107,CT,raulnavarrollc@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.7900000,,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clear Light Ventures, Inc.",Stock,Active,Annual report due,2651636,2023-10-26,232 Newtown Tpke,,Weston,United States,06883-1329,CT,info@clearlightventures.com,Foreign,,2022-10-26,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.8900000,,Miscellaneous Intermediation (523910),,2022-10-24,"Clear Light Ventures, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
"Top Flite Financial, Inc.",Stock,Active,Annual report due,2651641,2023-10-26,201 School St,Suite 200,Williamston,United States,48895,MI,licensing@tffinc.net,Foreign,,2022-10-26,MICHIGAN,MICHIGAN,False,False,False,False,False,2022-12-13 00:18:15.1433333,,Real Estate Credit (522292),"{'type': 'Point', 'coordinates': [-84.28429, 42.68607]}",2022-11-01,"Top Flite Financial, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
NEHAH LLC,LLC,Active,Annual report due,2651651,2023-03-31,2117 Boston Ave,,Bridgeport,United States,06610-3030,CT,newenglandhah@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1433333,newenglandhah@gmail.com,Services for the Elderly and Persons with Disabilities (624120),"{'type': 'Point', 'coordinates': [-73.15485, 41.19295]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
McDowall Advisors LLC,LLC,Active,Annual report due,2651644,2023-03-31,21 Penny Lane,,Wallingford,United States,06492-6031,CT,jim.mcdowall@ieee.org,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1433333,jim.mcdowall@ieee.org,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM ACADEMY LLC,LLC,Active,Annual report due,2651646,2023-03-31,1315 WASHINGTON BLVD,,STAMFORD,United States,06902,CT,wendy@durangoagency.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1433333,,Fitness and Recreational Sports Centers (713940),"{'type': 'Point', 'coordinates': [-73.54286, 41.05731]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"By Water Properties, LLC",LLC,Active,Annual report due,2651653,2023-03-31,67 Burnside Ave,,East Hartford,United States,06108-3408,CT,ctservice@wolterskluwer.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1266667,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early rise LLC,LLC,Active,Annual report due,2651666,2023-03-31,190 Center St,P.O. Box 7078,Meriden,United States,06450,CT,earlyrise70@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:14.5766667,maritzafermaint@gmail.com,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumner Equipment LLC,LLC,Active,Annual report due,2651676,2023-03-31,5 Blueberry Hill Rd.,,Westhampton,United States,01027,MA,maplewoodmanagementllc@gmail.com,Foreign,,2022-10-26,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,2022-12-13 00:18:15.1666667,,All Other Specialty Trade Contractors (238990),,2022-11-01,Sumner Equipment LLC,,,"5 Blueberry Hill Rd., Westhampton, MA, 01027, United States",5 Blueberry Hill Rd.,Westhampton,MA,01027,United States,"5 Blueberry Hill Rd., Westhampton, MA, 01027, United States",5 Blueberry Hill Rd.,Westhampton,MA,01027,United States,,,,,,,,,,,
115arrowdale LLC,LLC,Active,Annual report due,2651669,2023-03-31,115 Arrowdale Rd,,North Haven,United States,06473-3552,CT,info@jassbofinancial.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.8833333,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skeeter Skidaddler, LLC",LLC,Active,Annual report due,2651670,2023-03-31,42 Carter Rd,,Plymouth,United States,06782-2302,CT,dack2bascisdp@aol.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7800000,sgenova@seabourneandmalley.com,Pesticide and Other Agricultural Chemical Manufacturing (325320),,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Messam Academy LLC,LLC,Active,Annual report due,2651682,2023-03-31,1061 Watertown Ave,,Waterbury,United States,06708-1756,CT,themessamacademy1@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:14.5766667,,Child Day Care Services (624410),,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHISHI BARBERSHOP LLC,LLC,Active,Annual report due,2651693,2023-03-31,175 Washington Ave,B-15,BRIDGEPORT,United States,06604,CT,paoloberriosn25@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1666667,,Barber Shops (812111),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shieldridge Capital Partners, LLC",LLC,Active,Annual report due,2651695,2023-03-31,9 Shields Ln,,Darien,United States,06820-2529,CT,muratalptekin2000@yahoo.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1666667,,Miscellaneous Financial Investment Activities (523999),,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOAO AUGUSTO MARIANO LLC,LLC,Active,Annual report due,2651696,2023-03-31,723 Madison Ave,,Bridgeport,United States,06606,CT,joaoaugusto75mariano@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1200000,,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALCON USA LLC,LLC,Active,Annual report due,2651701,2023-03-31,47 Sackett Point Rd,,North Haven,United States,06473-3211,CT,serdarsahin0921@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8200000,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbiter Electric LLC,LLC,Active,Annual report due,2651702,2023-03-31,114 Colchester Ave,,East Hampton,United States,06424-1627,CT,arbiterelectricllc@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.9033333,,Electrical Contractors and Other Wiring Installation Contractors (238210),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frost Rd, LLC",LLC,Active,Annual report due,2651703,2023-03-31,68 Stony Hill Rd,,Bethel,United States,06801-3060,CT,429frostrd@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1666667,drinicorp@gmail.com,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAIRMACULATE LLC,LLC,Active,Annual report due,2651704,2023-03-31,960 CONNECTICUT AVENUE SUITE 3,,BRIDGEPORT,United States,06607,CT,efile1234@incfile.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1666667,efile1235@incfile.com,Drugs and Druggists' Sundries Merchant Wholesalers (424210),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veritas Creative Solutions LLC,LLC,Active,Annual report due,2651711,2023-03-31,597 Bucks Hill Rd,,Southbury,United States,06488-1983,CT,billdaddario@att.net,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:14.5766667,,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&N Excavators Inc.,Stock,Active,First report due,2651716,2023-01-24,,,,,,,willardw012@att.net,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,True,False,False,False,2022-12-13 00:18:14.5766667,,Landscaping Services (561730),,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
COMPASSIONATE ALLIANCE HHC LLC,LLC,Active,Annual report due,2651710,2023-03-31,320 BOSTON POST RD,,DARIEN,United States,06820,CT,efile1234@incfile.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1666667,efile1235@incfile.com,Home Health Care Services (621610),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AbiDae L.L.C.,LLC,Active,Annual report due,2651733,2023-03-31,604 Bunker hill ave,,Waterbury,United States,06708,CT,tshpmb@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEARTFELT HANDS MASSAGE & REIKI LLC,LLC,Active,Annual report due,2651713,2023-03-31,278 RIVER RD,,PAWCATUCK,United States,06379,CT,efile1234@incfile.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8133333,efile1235@incfile.com,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITA SUPPLY LLC,LLC,Active,Annual report due,2651720,2023-03-31,1000 LAFAYETTE BLVD,1100,BRIDGEPORT,United States,06604,CT,taxworkny@aol.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8133333,,Industrial and Personal Service Paper Merchant Wholesalers (424130),"{'type': 'Point', 'coordinates': [-73.19266, 41.17613]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
CIC Automotive 2 & Sales LLC,LLC,Active,Annual report due,2651755,2023-03-31,986 Route 12,,Groton,United States,06340,CT,cic3030@yahoo.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1200000,,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rustic Road LLC,LLC,Active,Annual report due,2651725,2023-03-31,45 Cedar Spring Rd,,Milford,United States,06460-7031,CT,reneewade817@gmail.com,Domestic,United States,2022-10-26,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:15.8133333,kirsten@ctclosingattorneys.com,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,,,,,,,,,,
