name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,date_registration,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,total_authorized_shares,create_dt,billing_unit,business_email_address,country_formation,formation_place,state_or_territory_formation,category_survey_email_address,naics_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
R & E PAINTING LLC,LLC,Active,2587181,2023-03-31,801 Capitol Ave,Hartford,United States,06106-1207,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.5000000,,rickenengpeing@gmail.com,United States,Connecticut,Connecticut,ribeirocelestino0@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75 HOLDINGS LLC,LLC,Active,2587173,2023-03-31,110 CHESTNUT RIDGE ROAD SUITE 397,MONTVALE,UNITED STATES,07645,UT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.8433333,,info@wisebuyersllc.com,United States,,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BareWithMe Beauty Bar LLC,LLC,Active,2587176,2023-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.8433333,,eastern@northwestregisteredagent.com,United States,Connecticut,Connecticut,,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,
BWK Forensic Consulting LLC,LLC,Active,2587178,2023-03-31,71 Hurlburt St,Glastonbury,United States,06033-2612,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,,bwk@consultingcriminalist.com,United States,Connecticut,Connecticut,mbattema@karp-langerman.com,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aron 100 Sanford Street, LLC",LLC,Active,2587203,2023-03-31,54 Maple Ave S,Westport,United States,06880-5629,CT,Foreign,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,,adam.aron@gmail.com,,DELAWARE,DELAWARE,,Other Activities Related to Real Estate (531390),2022-06-23,"Aron 100 Sanford Street, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
"WM Media, LLC",LLC,Active,2587240,2023-03-31,315 Wire Mill Rd,Stamford,United States,06903-4719,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,,wiremillmedia@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingdom Way Enterprise LLC,LLC,Active,2587196,2023-03-31,156 Black Rock Ave,New Britain,United States,06052-1235,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.5000000,3,kingdomwayenterprise@gmail.com,United States,Connecticut,Connecticut,adronbridges91@gmail.com,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
All Walks Wellness and Fitness LLC,LLC,Active,2587197,2023-03-31,11 Myrna Ave,Waterbury,United States,06704-2536,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.5000000,,ewash30@gmail.com,United States,Connecticut,Connecticut,fulfillment+formations@zenbusiness.com,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,,,,,,,,,,,,,,
KANOPI INSTALLATION LLC,LLC,Active,2587191,2023-03-31,2500 COLUMBIA AVE,LANCASTER,UNITED STATES,17603,PA,Foreign,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.8266667,,,UNITED STATES,,DELAWARE,,335122,2022-06-24,KANOPI INSTALLATION LLC,,,,,,,,,,,,,,,,,,,,,,,,,
"K Southington, LLC",LLC,Active,2587192,2023-03-31,c/o The Simon Konover Company/342 North Main Street,West Hartford,United States,06117,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.8600000,Suite 200,mderouin@simonkonover.com,United States,Connecticut,Connecticut,jjuliano@jmattys.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Hone Group Inc.,Stock,Active,2587201,2023-06-23,111 C ST,Encinitas,United States,92024,CA,Foreign,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.8600000,,susi@honehq.com,,DELAWARE,DELAWARE,,Professional and Management Development Training (611430),2022-04-01,Hone Group,,,,,,,,,,,,,,,,,,,,,,,,,
"Everlast Climbing Industries, Inc.",Stock,Active,2587202,2023-06-23,67 Burnside Ave,East Hartford,United States,06108-3408,CT,Foreign,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.5133333,,everlastclimbing-tax@playcore.com,,DELAWARE,DELAWARE,,,2022-07-01,"Everlast Climbing Industries, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
"Roger H, LLC",LLC,Active,2587208,2023-03-31,104 Church Street,Putnam,United States,06260,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.5000000,,rrfournier@msn.com,United States,Connecticut,Connecticut,pam@maherandcotnoir.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAVEN ROAD FREIGHT INC.,Stock,Active,2587216,2023-06-24,17 HARMAC DRIVE,NEW HAVEN,United States,06153,CT,Domestic,2022-06-23,False,False,False,False,False,200.0,2022-07-06 00:16:43.4666667,,jim@weinbergpc.com,United States,Connecticut,Connecticut,jim@weinbergpc.com,Couriers and Express Delivery Services (492110),,,,,,,,,,,,,,,,2022-06-23,,,,,,,,,,,
WorkGuard Solutions Limited Liability Company,LLC,Active,2587244,2023-03-31,85 Stimson Rd,New Haven,United States,06511-1611,CT,Domestic,2022-06-23,False,False,True,False,False,,2022-07-06 00:16:43.5133333,,workguardsulotions@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLAUCIA SERVICES LLC,LLC,Active,2587265,2023-03-31,10 Boughton St,Danbury,United States,06810-8711,CT,Domestic,2022-06-23,True,False,False,False,False,,2022-07-06 00:16:43.5133333,,silvagalcarlosjr@gmail.com,United States,Connecticut,Connecticut,,Other Services to Buildings and Dwellings (561790),,,,,,,,,,,,,,,,,,,,,,,,,,,
SMorgan Medical Coding & Compliance Strategies Corp.,Stock,Active,2587232,2022-09-21,,,,,,Domestic,2022-06-23,True,False,True,False,False,200.0,2022-07-06 00:16:43.4833333,,morgan.saridia@gmail.com,United States,Connecticut,Connecticut,morgan.saridia@gmail.com,Other Accounting Services (541219),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
"Shriji Charan, LLC",LLC,Active,2587318,2023-03-31,2669 Fairfield Ave,Bridgeport,United States,06605-3040,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4833333,,saurabhcs@gmail.com,United States,Connecticut,Connecticut,saurabhcs@gmail.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIN ESTRADA LLC,LLC,Active,2587324,2023-03-31,564 Glenbrook Rd,Stamford,United States,06906-1407,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4833333,,wendy@durangoagency.com,United States,Connecticut,Connecticut,wendy@durangoagency.com,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
VILHARVA & UNSER SERVICES LLC,LLC,Active,2587254,2023-03-31,51 Park Lane Rd,New Milford,United States,06776-2324,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.8433333,,salmoandre10@gmail.com,United States,Connecticut,Connecticut,,Remediation Services (562910),,,,,,,,,,,,,,,,,,,,,,,,,,,
P Douglas LLC,LLC,Active,2587238,2023-03-31,35 Boston Post Rd,Guilford,United States,06437-2929,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4533333,,pdouglas10@sbcglobal.net,United States,Connecticut,Connecticut,rfcohen@hotmail.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
"WaterVille Partners, LLC",LLC,Active,2587246,2023-03-31,36 Powder Horn Hill Rd,Wilton,United States,06897-3121,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4533333,,aldowning@protonmail.com,United States,Connecticut,Connecticut,colin.heffernan@heffernanlegal.com,All Other Insurance Related Activities (524298),,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSE AVILIO CASTILLO RETANA LLC,LLC,Active,2587242,2023-03-31,1325 Ella T Grasso Blvd,New Haven,United States,06511,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.5000000,,stgoservices@gmail.com,United States,Connecticut,Connecticut,,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,
SON AND FATHER RECONSTRUCTION LLC,LLC,Active,2587256,2023-03-31,224 Remington St,Bridgeport,United States,06610-2281,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,,sonandfather24@gmail.com,United States,Connecticut,Connecticut,,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunk Lifting LLC,LLC,Active,2587274,2023-03-31,56 Congress St,Manchester,United States,06042-3019,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,,ethanpacheco333@gmail.com,United States,Connecticut,Connecticut,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"EZtubandshower, Inc.",Stock,Active,2587275,2023-06-23,357 Cottage St,Springfield,United States,01104,MA,Foreign,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4666667,,customerservice@eztubandshower.com,,MASSACHUSETTS,MASSACHUSETTS,,Residential Remodelers (236118),2022-06-27,"EZtubandshower, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
REALTRUST ASSET MANAGEMENT LLC,LLC,Active,2587280,2023-03-31,25 Glenbrook Rd,Stamford,United States,06902-2871,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7800000,420,realtrust919@gmail.com,United States,Connecticut,Connecticut,,Portfolio Management (523920),,,,,,,,,,,,,,,,,,,,,,,,,,,
Abarca Health FL LLC,LLC,Active,2587283,2023-03-31,5237 Summerlin Commons,Ft. Myers,United States,33907,FL,Foreign,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4833333,400,talentbenefits@abarcahealth.com,,FLORIDA,FLORIDA,,Administrative Management and General Management Consulting Services (541611),2022-06-21,Abarca Health FL LLC,"5237 Summerlin Commons, 400, Ft. Myers, FL, 33907, United States",5237 Summerlin Commons,Ft. Myers,FL,33907,United States,"5237 Summerlin Commons, 400, Ft. Myers, FL, 33907, United States",5237 Summerlin Commons,Ft. Myers,FL,33907,United States,,,400,400,,,,,,,,,
ET Real Estate 2 LLC,LLC,Active,2587288,2023-03-31,220 Edison Road,Orange,United States,06477,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7800000,,shawn@easterntech.com,United States,Connecticut,Connecticut,shawn.c.liu@gmail.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOD FARMS LLC,LLC,Active,2587296,2023-03-31,108 Joshua Hl,Windsor,United States,06095-3473,CT,Domestic,2022-06-23,False,False,True,False,False,,2022-07-06 00:16:42.8600000,,warren198284@gmail.com,United States,Connecticut,Connecticut,,Other Vegetable (except Potato) and Melon Farming (111219),,,,,,,,,,,,,,,,,,,,,,,,,,,
Valor En Ella Limited Liability Company,LLC,Active,2587303,2023-03-31,79 Douglas Street,Hartford,United States,06114,CT,Domestic,2022-06-23,True,False,True,False,False,,2022-07-06 00:16:42.7800000,,chatherbox@valorenella.com,United States,Connecticut,Connecticut,vvazquez41@gmail.com,All Other Health and Personal Care Stores (446199),,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX LLC,LLC,Active,2587313,2023-03-31,63 Coventry Ln,Trumbull,United States,06611-1061,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4833333,,justin.buturla@gmail.com,United States,Connecticut,Connecticut,camilledegalan@gmail.com,Pharmacies and Drug Stores (446110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Lya Burton Landscape Design LLC,LLC,Active,2587329,2023-03-31,48 Swift St,Branford,United States,06405-4547,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.8100000,,orsolya.burton@gmail.com,United States,Connecticut,Connecticut,,Landscape Architectural Services (541320),,,,,,,,,,,,,,,,,,,,,,,,,,,
"The SPOT DELI & MINI MARKET LLC, Limited Liability Company",LLC,Active,2587341,2023-03-31,1905 Central Ave,Bridgeport,United States,06610-2720,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.8100000,1,cjones.cj35@gmail.com,United States,Connecticut,Connecticut,cjones.cj35@gmail.com,Supermarkets and Other Grocery (except Convenience) Stores (445110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Golden Scroll Soloists, LLC",LLC,Active,2587312,2023-03-31,59 Hinsdale Ave,Winsted,United States,06098-1125,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4533333,,kevin@goldenscrollsoloists.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENDES CLEANINGS CORP,Stock,Active,2587347,2022-09-21,,,,,,Domestic,2022-06-23,False,False,True,False,False,1.0,2022-07-06 00:16:42.7966667,,monaspike@gmail.com,United States,Connecticut,Connecticut,,Janitorial Services (561720),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
CHACRA EDEN LLC,LLC,Active,2587328,2023-03-31,129 WEED AVE Unit# D1,STAMFORD,United States,06902,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4533333,,wendy@durangoagency.com,United States,Connecticut,Connecticut,wendy@durangoagency.com,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neighborhood Cyber, LLC",LLC,Active,2587343,2023-03-31,97 Pinewood Trl,Trumbull,United States,06611-3367,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,,neighborhoodcyberllc@gmail.com,United States,Connecticut,Connecticut,robpescatorejr@gmail.com,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,,,,,,,,,,,,,
Elite Tree Services LLC,LLC,Active,2587349,2023-03-31,8 Union Ave,Danbury,United States,06810-5922,CT,Domestic,2022-06-23,True,False,False,False,False,,2022-07-06 00:16:42.8733333,Fl 2,elitetreeservicesllc@gmail.com,United States,Connecticut,Connecticut,elitetreeservicesllc@gmail.com,Servicios de arquitectura paisajista (541320),,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Wins LLC,LLC,Active,2587358,2023-03-31,80 Ramsdell St,New Haven,United States,06515-1614,CT,Domestic,2022-06-23,False,False,True,False,False,,2022-07-06 00:16:42.7800000,,adebayo.aromolaran@sbcglobal.net,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Prospering LLC,LLC,Active,2587361,2023-03-31,1748 Whitney Ave,Hamden,United States,06517-1425,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.8733333,,processing@mycorporation.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAIDA MARKET LLC,LLC,Active,2587369,2023-03-31,584 Franklin Ave,Hartford,United States,06114-3025,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,,smokershotspot.co@gmail.com,United States,Connecticut,Connecticut,smokershotspot.co@gmail.com,Supermarkets and Other Grocery (except Convenience) Stores (445110),,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW WEST ROCK DELI Corp,Stock,Active,2587371,2023-06-24,122 Wilmot Rd,New Haven,United States,06515-1007,CT,Domestic,2022-06-23,False,False,False,False,False,200.0,2022-07-06 00:16:43.4666667,,newwestrockdeli@gmail.com,United States,Connecticut,Connecticut,newwestrockdeli@gmail.com,Convenience Stores (445120),,,,,,,,,,,,,,,,2022-06-24,,,,,,,,,,,
HIDDEN COVE LLC,LLC,Active,2587387,2023-03-31,1811 Fairfield Beach Rd,Fairfield,United States,06824-6524,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,,denis.dancanet@gmail.com,United States,Connecticut,Connecticut,lkent@lkentlaw.com,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
MG Properties 3 LLC,LLC,Active,2587396,2023-03-31,31 Blinman St,New London,United States,06320-5631,CT,Domestic,2022-06-23,False,False,True,False,False,,2022-07-06 00:16:42.7966667,,gautierm86@gmail.com,United States,Connecticut,Connecticut,mgproperties2llc@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Master Maids Pro LLC,LLC,Active,2587408,2023-03-31,263 Greenwood Avenue,Bethel,United States,06801,CT,Domestic,2022-06-23,True,False,True,False,False,,2022-07-06 00:16:43.5000000,101,emy_machado_@hotmail.com,United States,Connecticut,Connecticut,westgatetax@gmail.com,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
Sound View Tower LLC,LLC,Active,2587418,2023-03-31,1274 49th St,Brooklyn,United States,11219-3011,NY,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,suite 256,muchyg1@gmail.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beerseba Food, LLC",LLC,Active,2587424,2023-03-31,503 Bush Hill Road,Manchester,United States,06040,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.5000000,,dery_dal@hotmail.com,United States,Connecticut,Connecticut,,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,,,,,
Leftfield Audioworks LLC,LLC,Active,2587423,2023-03-31,308 Putnam Ave,Hamden,United States,06517-2740,CT,Domestic,2022-06-23,False,False,True,False,False,,2022-07-06 00:16:43.4533333,,leftfield.audioworks@gmail.com,United States,Connecticut,Connecticut,,Other Electronic and Precision Equipment Repair and Maintenance (811219),,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitkas L.L.C.,LLC,Active,2587435,2023-03-31,23 west chippens hill rd,Burlington,United States,06013,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4533333,,arkadiuszkitka@yahoo.com,United States,Connecticut,Connecticut,,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faux Soleil, LLC",LLC,Active,2587441,2023-03-31,31 Old Hickory Ln,Branford,United States,06405-2827,CT,Domestic,2022-06-23,True,False,False,False,False,,2022-07-06 00:16:43.5000000,,faux.soleil.tans@gmail.com,United States,Connecticut,Connecticut,,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,
Airfunners llc,LLC,Active,2587444,2023-03-31,1 Research Dr,Branford,United States,06405-2856,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4533333,5,mikemoots@airfunners.com,United States,Connecticut,Connecticut,bargainhuntersct@gmail.com,Sporting Goods Stores (451110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Casagrande Brothers Heating & Air Conditioning LLC,LLC,Active,2587446,2023-03-31,1944 Moose Hill Rd,Guilford,United States,06437-2326,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,,vcasagrande66@gmail.com,United States,Connecticut,Connecticut,vcasagrande66@gmail.com,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Back to Life Pools & More LLC,LLC,Active,2587450,2023-03-31,151 Babcock St,Hartford,United States,06106-1304,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,3rd floor,hello@backtolifepools.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Gaming Limited Liability Co.,LLC,Active,2587461,2023-03-31,303 Tolland Stage Rd,Tolland,United States,06084-2920,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.8100000,,moderngamingllc@gmail.com,United States,Connecticut,Connecticut,aherns23@gmail.com,Family Clothing Stores (448140),,,,,,,,,,,,,,,,,,,,,,,,,,,
BIMV LLC,LLC,Active,2587482,2023-03-31,168 Hillside Ave,Hartford,United States,06106,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.4533333,,r.anna3@aol.com,United States,Connecticut,Connecticut,nxanna@aol.com,Appliance Repair and Maintenance (811412),,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut Excavating and Demolition Limited Liability Company,LLC,Active,2587468,2023-03-31,12 Deerfield Rd,New Fairfield,United States,06812,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:43.5133333,,josephdoceti@gmail.com,United States,Connecticut,Connecticut,,Site Preparation Contractors (238910),,,,,,,,,,,,,,,,,,,,,,,,,,,
JT Home Improvements llc,LLC,Active,2587477,2023-03-31,106 Bee Brook Rd,Washington Depot,United States,06794-1202,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:42.7966667,,jthomeimprovementsllc@gmail.com,United States,Connecticut,Connecticut,torres_joshua@aol.com,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHMED/COLT HOUSE ASSOCIATES LLC,LLC,Active,2593862,2023-03-31,65 WETHERSFIELD AVENUE,HARTFORD,USA,06114,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:38.8100000,,,,,,,531120,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASHMEAD/COLT HOUSE ASSOCIATES, LLC",LLC,Active,2593866,2023-03-31,65 WETHERSFIELD AVENUE,HARTFORD,USA,06114,CT,Domestic,2022-06-23,False,False,False,False,False,,2022-07-06 00:16:38.7800000,,,,,,,531120,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plaza Apartments LLC,LLC,Active,2555423,2023-03-31,1274 49th St,Brooklyn,United States,11219-3011,NY,Domestic,2022-06-24,False,False,False,False,False,,2022-07-06 00:16:25.7066667,620,menachemrealty123@gmail.com,United States,Connecticut,Connecticut,,Business Associations (813910),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stellation Care, Inc.",Stock,Active,2583208,2023-06-24,152 Temple St,New Haven,United States,06510-2604,CT,Foreign,2022-06-24,False,False,False,False,False,,2022-07-06 00:16:41.4366667,503,info@stellationcare.com,,DELAWARE,DELAWARE,,"All Other Professional, Scientific, and Technical Services (541990)",2022-06-24,"Stellation Care, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
"Centermac Realty, Inc.",Stock,Active,2583362,2023-06-24,640 N Diamond Bar Blvd,Diamond Bar,United States,91765,CA,Foreign,2022-06-24,False,False,False,False,False,,2022-07-06 00:16:42.7333333,,attkennytan@gmail.com,,CALIFORNIA,CALIFORNIA,,Mortgage and Nonmortgage Loan Brokers (522310),2022-07-29,"Centermac Realty, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
Opendatasoft LLC,LLC,Active,2584452,2023-03-31,50 Milk St,Boston,United States,02109-5003,MA,Foreign,2022-06-24,False,False,False,False,False,,2022-07-06 00:16:42.1700000,16th Floor,ecote@axeliapartners.com,,DELAWARE,DELAWARE,,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),2022-06-20,Opendatasoft LLC,,,,,,,,,,,,,,,,,,,,,,,,,
"360 DEGREES HAIR/DESIGN UNISEX SALON, LLC",LLC,Active,2587093,2023-03-31,56 Osmond St,East Haven,United States,06512-3739,CT,Domestic,2022-06-24,True,False,True,False,False,,2022-07-06 00:16:42.8266667,,juana.ramirez2014@outlook.com,United States,Connecticut,Connecticut,mttaxgroup@yahoo.com,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,
Dogs Out LLC,LLC,Active,2587267,2023-03-31,172 Joffre Ave,Stamford,United States,06905-2900,CT,Domestic,2022-06-24,False,False,False,False,False,,2022-07-06 00:16:42.8733333,,doggyzout@hotmail.com,United States,Connecticut,Connecticut,fulfillment+formations@zenbusiness.com,Pet Care (except Veterinary) Services (812910),,,,,,,,,,,,,,,,,,,,,,,,,,,
Remodeling and Management Limited Liability Company,LLC,Active,2587331,2023-03-31,256 Silver Ln,East Hartford,United States,06118-1032,CT,Domestic,2022-06-24,False,False,True,False,False,,2022-07-06 00:16:43.4533333,,remodelingmanagement8@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educate2CRE8 LLC,LLC,Active,2587497,2023-03-31,30 Saunders St,East Hartford,United States,06108,CT,Domestic,2022-06-24,False,False,False,False,False,,2022-07-06 00:16:43.4533333,3rd floor,educate2cre8@gmail.com,United States,Connecticut,Connecticut,educate2cre8@gmail.com,Educational Support Services (611710),,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvador�s painting and remodeling LLC,LLC,Active,2587548,2023-03-31,49 Cedar Knl,Torrington,United States,06790-3471,CT,Domestic,2022-06-24,False,False,False,False,False,,2022-07-06 00:16:42.7800000,,asalvador1111@gmail.com,United States,Connecticut,Connecticut,,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,,,,,
488 New Britain LLC,LLC,Active,2587509,2023-03-31,477 Main Street,Monroe,United States,06468,CT,Domestic,2022-06-24,False,False,False,False,False,,2022-07-06 00:16:43.4533333,,basile.enterprises@comcast.net,United States,Connecticut,Connecticut,basile.enterprises@comcast.net,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,
JRP Remodeling LLC,LLC,Active,2587512,2023-03-31,66 Vicki Ln,Southington,United States,06489-1775,CT,Domestic,2022-06-24,False,False,False,False,False,,2022-07-06 00:16:42.8100000,,jrpmgmt@yahoo.com,United States,Connecticut,Connecticut,ben@potoklaw.com,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deb's Restaurant, LLC d/b/a Higganum Ice Cream",LLC,Rejected,2587521,,40 Saybrook Rd,Higganum,United States,06441-4101,CT,Domestic,2022-06-24,True,False,False,False,False,,2022-07-06 00:16:42.8100000,,scott@smonroecpa.com,United States,Connecticut,Connecticut,,Business Associations (813910),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chaford Holdings, LLC",LLC,Active,2587528,2023-03-31,219 Addison Rd,Glastonbury,United States,06033-1606,CT,Domestic,2022-06-24,True,False,True,False,False,,2022-07-06 00:16:43.5133333,105,jcha@oculusdocs.com,United States,Connecticut,Connecticut,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
Danbury Family Foot and Wound Center Limited Liability Company,LLC,Active,2587542,2023-03-31,1 Cannondale Dr,Danbury,United States,06810-7912,CT,Domestic,2022-06-24,True,True,True,True,False,,2022-07-06 00:16:42.7966667,,solehealersb@gmail.com,United States,Connecticut,Connecticut,,Offices of Podiatrists (621391),,,,,,,,,,,,,,,,,,,,,,,,,,,
