name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,geo_location,country_formation,naics_code,total_authorized_shares,date_of_organization_meeting,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,mail_jurisdiction,records_address_unit
Lantit Beauty Store LLC,LLC,Active,Annual report due,2663605,2023-03-31,,291 Greenwood Ave,Ste 1,Bethel,United States,06801-2402,CT,landwehrtheodore@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6200000,,United States,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Watts Electrical Services LLC,LLC,Active,Annual report due,2663794,2023-03-31,,91 River Street,,Windsor,United States,06095,CT,mketienne@icloud.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6633333,,United States,Electrical Contractors and Other Wiring Installation Contractors (238210),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hormel Foods Sales, LLC",LLC,Active,Annual report due,2664102,2023-03-31,2022-10-31,1 Hormel Pl,,Austin,United States,55912-3673,MN,mecrouch@hormel.com,"Hormel Foods Sales, LLC",Foreign,2022-11-22,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:17.2266667,,,Meat and Meat Product Merchant Wholesalers (424470),,,,,,,,,,,,,,,,,,,,,,,,,,,
Fee�s mind L.L.C.,LLC,Active,Annual report due,2664800,2023-03-31,,159 Louisiana Ave,,Bridgeport,United States,06610-1501,CT,delvallef416@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:18.4400000,,United States,Passenger Car Rental (532111),,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWTON BABY, Inc.",Stock,Active,Annual report due,2665320,2023-11-22,2022-11-22,391 NE 191st street,,Miami,United States,33179,FL,malaysia@premiercfs.com,"NEWTON BABY,",Foreign,2022-11-22,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:21.7333333,,,Furniture Merchant Wholesalers (423210),,,,,,,,,,,,,,,,,,,,,,,,,,,
APP FUNDING BETA LLC,LLC,Active,Annual report due,2665376,2023-03-31,,101 Merritt 7 Corporate Park,Suite 300,Norwalk,United States,06581,CT,ben@appfunding.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0366667,,United States,Investment Advice (523930),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Mell, LLC",LLC,Active,Annual report due,2665539,2023-03-31,,34 Woodland Pl,,Wilton,United States,06897-2838,CT,mellissa.mathews@justmell.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:21.6700000,,United States,Administrative Management and General Management Consulting Services (541611),,,mellissa.v.nanton@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
A and B General Contractor Llc,LLC,Active,Annual report due,2665545,2023-03-31,,436 Woodlawn Avenue Ext,,Bridgeport,United States,06606-2965,CT,aliriozapata10@hotmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:18.3700000,,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUSA STONE WALL AND REPAIRS, LLC",LLC,Rejected,,2665546,,,27 STARR AVE APT 3,,DANBURY,United States,06810-5527,CT,agenciadxr@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:17.8366667,,United States,Masonry Contractors (238140),,,,,,,,,,,,,,,,,,,,,,,,,,,
PR�XIMO LLC,LLC,Active,Annual report due,2665551,2023-03-31,,2399 Main St,,Stratford,United States,06615-5939,CT,proximodns@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:21.0200000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spenard Consulting LLC,LLC,Active,Annual report due,2665552,2023-03-31,,320 Oregon Road,,Cheshire,United States,06410,CT,spenardconsulting@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.6700000,,United States,Administrative Management and General Management Consulting Services (541611),,,aspenard1111@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
14 SPEZZANO DRIVE LLC,LLC,Active,Annual report due,2665553,2023-03-31,,15-407 EAST PUTNAME AVENUE,,GREENWICH,United States,06830,CT,john@duffyhomesolutions.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6700000,,United States,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR L.L.C.,LLC,Active,Annual report due,2665554,2023-03-31,,489 Oak St,,Shrewsbury,United States,01545-4416,MA,jvictorwulf@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.7666667,,United States,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arbor Street, LLC",LLC,Active,Annual report due,2665562,2023-03-31,2022-12-01,2015 Washtenaw Ave,,Ann Arbor,United States,48104-3656,MI,dodonovan@university-bank.com,"Arbor Street, LLC",Foreign,2022-11-22,MICHIGAN,MICHIGAN,False,False,False,False,False,2022-12-13 00:18:21.7333333,,,,,,,"2015 Washtenaw Ave, Ann Arbor, MI, 48104-3656, United States",2015 Washtenaw Ave,Ann Arbor,MI,48104-3656,United States,"2015 Washtenaw Ave, Ann Arbor, MI, 48104-3656, United States",2015 Washtenaw Ave,Ann Arbor,MI,48104-3656,United States,,,,,,,,,,,,
Kerner and Sons LLC,LLC,Active,Annual report due,2665596,2023-03-31,,356 Tater Hill Rd.,,East Haddam,United States,06423,CT,kernerandsons784@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.7666667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKM MANAGEMENT LLC,LLC,Active,Annual report due,2665582,2023-03-31,,1000 Lafayette Blvd,Suite 1100,Bridgeport,United States,06604-4725,CT,skmmanagement24@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,True,False,True,2022-12-13 00:18:21.7333333,,United States,Offices of Other Holding Companies (551112),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Broderick Builders, LLC",LLC,Active,Annual report due,2665584,2023-03-31,,16 Gulf Road,,Stafford Springs,United States,06076,CT,broderickroy5@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7333333,,United States,Residential Remodelers (236118),,,wa@lawavery.com,,,,,,,,,,,,,,,,,,,,,,,,
J E R LLC,LLC,Active,Annual report due,2665588,2023-03-31,,1 Route 2,,Preston,United States,06365-8419,CT,johnrumino@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5600000,,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
AmaZen Luxuries Esthetics LLC,LLC,Active,Annual report due,2665594,2023-03-31,,73 Orient Street,,Meriden,United States,06450,CT,amazenluxuriesesthetics@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5600000,,United States,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,
Invacare Corporation,Stock,Active,Annual report due,2665595,2023-11-22,2022-11-21,One Invacare Way,,Elyria,United States,44035,OH,legalna@invacare.com,Invacare Corporation,Foreign,2022-11-22,OHIO,OHIO,False,False,False,False,False,2022-12-13 00:18:16.5600000,,,Surgical Appliance and Supplies Manufacturing (339113),,,,,,,,,,,,,,,,,,,,,,,,,,,
"PICS ON THE GO, LLC",LLC,Active,Annual report due,2665590,2023-03-31,,3 KAECHELE STREET,,TRUMBULL,United States,06611,CT,info@picsonthego.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:16.5600000,,United States,Commercial Photography (541922),,,taxes@borrusoandco.net,,,,,,,,,,,,,,,,,,,,,,,,
THE BAROQUE KNIGHT LLC,LLC,Active,Annual report due,2665591,2023-03-31,,1 KINGSWOOD DRIVE,,NORTH STONINGTON,United States,06359,CT,jewelselkins@msn.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5600000,,United States,,,,docs@businessrocket.com,,,,,,,,,,,,,,,,,,,,,,,,
"J & LVD REAL ESTATE, LLC",LLC,Active,Annual report due,2665599,2023-03-31,,3241 MAIN STREET UNIT D,,STRATFORD,USA,06614,CT,office@demattiacorp.com,,Domestic,2022-11-22,,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5600000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLS Video Solutions LLC,LLC,Active,Annual report due,2665604,2023-03-31,,147 Illinois Ave.,,Bristol,United States,06010,CT,jon.murray@jlsvs.co,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2333333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DE COSTA A COSTA, LLC",LLC,Active,Annual report due,2665612,2023-03-31,,76 ROSEMONT AVE,,WATERBURY,United States,06708,CT,senecabusiness@sbcglobal.net,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.2333333,,United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,
random animal company LLC,LLC,Active,Annual report due,2665606,2023-03-31,,5222 Town Rdg,,Middletown,United States,06457-1639,CT,randomanimalcompany@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2333333,,United States,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,,,,,,,,,
203 Management llc,LLC,Active,Annual report due,2665609,2023-03-31,,15 Saddle Rd,,Norwalk,United States,06851,CT,203managementservices@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,True,False,2022-12-13 00:18:17.7666667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SREP HTFD Developer LLC,LLC,Active,Annual report due,2665623,2023-03-31,,1 North Water Street,Suite 100,Norwalk,United States,06854,CT,legal@spinrep.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.7666667,,United States,Miscellaneous Intermediation (523910),,,knelson@spinrep.com,,,,,,,,,,,,,,,,,,,,,,,,
"JDRE, LLC",LLC,Active,Annual report due,2665614,2023-03-31,,3241 MAIN STREET UNIT D,,STRATFORD,USA,06614,CT,office@demattiacorp.com,,Domestic,2022-11-22,,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2333333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160 Browns Road LLC,LLC,Active,Annual report due,2665615,2023-03-31,,160 Browns Rd,,Storrs Mansfield,United States,06268-2803,CT,lindsey.niarhakos@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2333333,,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Dockland Capital LLC,LLC,Active,Annual report due,2665621,2023-03-31,,415 Boston Post Rd,3,Milford,United States,06460-2578,CT,mia@docklandcap.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:17.2333333,,United States,Portfolio Management (523920),,,,,,,,,,,,,,,,,,,,,,,,,,,
Truemanity LLC,LLC,Active,Annual report due,2665630,2023-03-31,,2389 Main St.,STE 100,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.7433333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSE Serpens LLC,LLC,Active,Annual report due,2665638,2023-03-31,,40 Tower Lane,Suite 201,Avon,United States,06001,CT,joanna@lodestarenergy.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.7300000,,United States,,,,joanna@lodestarenergy.com,,,,,,,,,,,,,,,,,,,,,,,,
DIANA LOREDO HERNANDEZ LLC,LLC,Active,Annual report due,2665634,2023-03-31,,34 TOWN HILL AVE,4,DANBURY CT,United States,06810,CT,usmautosales@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8433333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSE Taurus LLC,LLC,Active,Annual report due,2665646,2023-03-31,,40 Tower Lane,Suite 201,Avon,United States,06001,CT,joanna@lodestarenergy.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8433333,,United States,,,,joanna@lodestarenergy.com,,,,,,,,,,,,,,,,,,,,,,,,
Mohanty Gargiulo LLC,LLC,Active,Annual report due,2665671,2023-03-31,2022-11-22,230 Park Ave,3rd Floor West,New York,United States,10169,NY,seema@mohantyllc.com,Mohanty Gargiulo LLC,Foreign,2022-11-22,NEW YORK,NEW YORK,False,False,False,False,False,2022-12-13 00:18:17.8100000,,,Investment Banking and Securities Dealing (523110),,,,"230 Park Ave, 3rd Floor West, New York, NY, 10169, United States",230 Park Ave,New York,NY,10169,United States,"230 Park Ave, 3rd Floor West, New York, NY, 10169, United States",230 Park Ave,New York,NY,10169,United States,3rd Floor West,3rd Floor West,,,,,,,,,,
Abdeon LLC,LLC,Active,Annual report due,2665693,2023-03-31,,36 Winthrop Ct,,Milford,United States,06460-3423,CT,gideon_king@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:18.3466667,,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"River Starr, LLC",LLC,Active,Annual report due,2665654,2023-03-31,,99 River Road,,Mystic,United States,06355,CT,kbyates@sbcglobal.net,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0200000,,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gemini Energy Work, LLC",LLC,Active,Annual report due,2665656,2023-03-31,,2389 Main St.,STE 100,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0200000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturn Atelier Professional Ltd. Liability Company,LLC,Active,Annual report due,2665659,2023-03-31,,383 Park Ave,,Bloomfield,United States,06002-3162,CT,thesaturnatelier@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:21.0900000,,United States,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"MUFG BANK, LTD.",Stock,Active,Annual report due,2665655,2023-11-22,2022-12-01,1251 AVENUE OF THE AMERICAS,,NEW YORK,USA,10020-1104,NY,,"MUFG BANK, LTD.",Foreign,2022-11-22,,,False,False,False,False,False,2022-12-13 00:18:17.8100000,,JAPAN,522110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muqaj Realty LLC,LLC,Active,Annual report due,2665683,2023-03-31,,315 Zion St,,Hartford,United States,06106-3060,CT,paula@djonviclaw.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8100000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker 21 Realty Group Limited Liability Company,LLC,Active,Annual report due,2665667,2023-03-31,,500 Jefferson Blvd,,Warwick,United States,02886-1362,RI,bakerrealtygroup@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.8100000,,United States,Offices of Real Estate Agents and Brokers (531210),,,bakerrealtygroup@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
SCG Tax Services LLC,LLC,Active,Annual report due,2665672,2023-03-31,,51 Deming Rd,,Berlin,United States,06037-1512,CT,scgtaxservices@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:17.8100000,,United States,Other Accounting Services (541219),,,,,,,,,,,,,,,,,,,,,,,,,,,
E G P CONSTRUCTION LLC,LLC,Active,Annual report due,2665674,2023-03-31,,76 Rosemount Ave,,Waterbury,United States,06708-3616,CT,seneca.business@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8100000,,United States,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 Rizzo Venture Fund LLC,LLC,Active,Annual report due,2665701,2023-03-31,,3 Salem Straits,,Darien,United States,06820-5924,CT,mjrizzo3@hotmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3466667,,United States,Administrative Management and General Management Consulting Services (541611),,,ckielczynski@wbamct.com,,,,,,,,,,,,,,,,,,,,,,,,
"Ariana Properties, LLC",LLC,Active,Annual report due,2665703,2023-03-31,,314 Elizabeth St,,Derby,United States,06418-1530,CT,arianapropertiesllc314@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3466667,,United States,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
DA Press LLC,LLC,Active,Annual report due,2665707,2023-03-31,,100 Powdered Metal Rd,,North Haven,United States,06473-3209,CT,jason@primotionsllc.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3466667,,United States,Commercial Printing (except Screen and Books) (323111),,,,,,,,,,,,,,,,,,,,,,,,,,,
E&S General Services llc,LLC,Active,Annual report due,2665690,2023-03-31,,8 Crofut St,,Danbury,United States,06810-6308,CT,efieschi72@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3766667,,United States,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Chaia LLC,LLC,Active,Annual report due,2665705,2023-03-31,,48 Jacobs St,,Bristol,United States,06010-5662,CT,ashleychaia@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3766667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LePage Builders Inc,Stock,Active,First report due,2665679,2023-02-20,,,,,,,,ralph@rvingrisellicpa.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6933333,,United States,New Housing For-Sale Builders (236117),10000.0,,ralph@rvingrisellicpa.com,,,,,,,,,,,,,,,,,,,,,,,,
Avon Commons LLC,LLC,Active,Annual report due,2665686,2023-03-31,,88 bradley rd,1,woodbridge,United States,06525,CT,amit@avonmgmt.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:17.7433333,,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
JOTA CONSTRUCTION LLC,LLC,Active,Annual report due,2665694,2023-03-31,,200 Kaynor Dr,APT B,Waterbury,United States,06708-1363,CT,oneoakagency@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3466667,,United States,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,,,,,
Brenda Bertolini LLC,LLC,Active,Annual report due,2665727,2023-03-31,,288 Fern St.,,Manchester,United States,06040-6600,CT,brenda@brendabertolini.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.7533333,,United States,Professional and Management Development Training (611430),,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Fort Real Estate Group LLC,LLC,Active,Annual report due,2665748,2023-03-31,,2389 Main Street Suite 100,,Glastonbury,United States,06033,CT,llcsupport@primecorporateservices.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1866667,,United States,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
"ULTRA III, LLC",LLC,Active,Annual report due,2665700,2023-03-31,2022-11-22,"TWO BETHESDA METRO CTR., STE. 600",,BETHESDA,USA,20814,MD,,"ULTRA III, LLC",Foreign,2022-11-22,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:21.6933333,,USA,52220,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everardo Rosario M LLC,LLC,Active,Annual report due,2665709,2023-03-31,,1287 NORTH AVE,2,BRIDGEPORT,United States,06604,CT,lissette_trrs@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6933333,,United States,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing (532412)",,,lissette_trrs@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
TSG Troop 0317 Inc.,Non-Stock,Active,Annual report due,2665760,2023-12-02,,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8300000,,United States,All Other Personal Services (812990),,2022-11-22,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,
Dov Virginia TIC III LLC,LLC,Active,Annual report due,2665901,2023-03-31,2022-11-22,39 Charter Oak Place,,Hartford,United States,06106,CT,rivky@arialegacygroup.com,Dov Virginia TIC III LLC,Foreign,2022-11-22,VIRGINIA,VIRGINIA,False,False,False,False,False,2022-12-13 00:18:16.5166667,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
"ANNEXUS AMERICA, LLC",LLC,Active,Annual report due,2665713,2023-03-31,2022-11-22,"16767 N. PERIMETER DRIVE, SUITE 320",,SCOTTSDALE,USA,85260,AZ,LICENSING@INTEGRITYMARKETING.COM,"ANNEXUS AMERICA, LLC",Foreign,2022-11-22,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:18.3766667,,USA,524210,,,,,,,,,,,,,,,,,,,,,,,,,,,
HealthPoint Advisors LLC,LLC,Rejected,,2665714,,,63 North St,,Greenwich,United States,06830-4720,CT,jean@dungeydougherty.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.7533333,,United States,Administrative Management and General Management Consulting Services (541611),,,jean@dungeydougherty.com,,,,,,,,,,,,,,,,,,,,,,,,
Online Data Exchange LLC,LLC,Active,Annual report due,2665717,2023-03-31,2022-12-01,12276 San Jose Blvd,Ste. 427,Jacksonville,United States,32223,FL,nmsfinance@newmgtservices.com,Online Data Exchange LLC,Foreign,2022-11-22,Delaware,Delaware,False,False,False,False,False,2022-12-13 00:18:21.7533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zee Draak Charter LLC,LLC,Active,Annual report due,2665728,2023-03-31,,345 Pine Orchard Rd,,Branford,United States,06405-5668,CT,ronanter@att.net,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7533333,,United States,Deep Sea Passenger Transportation (483112),,,jane@janewgriffithesq.com,,,,,,,,,,,,,,,,,,,,,,,,
COMMODORE BUILDERS LLC OF MASSACHUSETTS,LLC,Active,Annual report due,2665722,2023-03-31,2022-12-01,"404 WYMAN ST., SUITE 400",,WALTHAM,USA,02451,MA,SWHITMAN@COMMDOREBUILDERS.COM,COMMODORE BUILDERS LLC,Foreign,2022-11-22,,MA,False,False,False,False,False,2022-12-13 00:18:21.7533333,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.R.C 24/7 Transportation Limited Liability Company,LLC,Active,Annual report due,2665733,2023-03-31,,1474 Highland Ave,,Waterbury,United States,06708-4948,CT,carlos49498@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.5700000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allison James Weddings L.L.C.,LLC,Active,Annual report due,2665731,2023-03-31,,22 Grand St,,Enfield,United States,06082-4627,CT,allisonjamesweddings@gmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.7433333,,United States,,,,onlinefilings@nolo.com,,,,,,,,,,,,,,,,,,,,,,,,
21 Williams CT 2 LLC,LLC,Active,Annual report due,2665736,2023-03-31,2022-11-22,18 Bradley Ln,,Montvale,United States,07645-1154,NJ,12lferro12@gmail.com,21 Williams CT 2 LLC,Foreign,2022-11-22,NEW JERSEY,NEW JERSEY,False,False,False,False,False,2022-12-13 00:18:17.7433333,,,Lessors of Residential Buildings and Dwellings (531110),,,,"18 Bradley Ln, Montvale, NJ, 07645-1154, United States",18 Bradley Ln,Montvale,NJ,07645-1154,United States,"18 Bradley Ln, Montvale, NJ, 07645-1154, United States",18 Bradley Ln,Montvale,NJ,07645-1154,United States,,,,,,,,,,,,
Beauty & The Beard LLC,LLC,Active,Annual report due,2665743,2023-03-31,,567 Strong Street,,East Haven,United States,06512,CT,btb_ll@beautythebeardllc.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.7433333,,United States,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,
"EDM Studio, Inc.",Stock,Active,First report due,2665747,2023-02-20,,,,,,,,teagles@edm-ae.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1866667,,United States,Architectural Services (541310),20000.0,,zluczyk@lawson-weitzen.com,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Early Intervention LLC,LLC,Active,Annual report due,2665751,2023-03-31,,2389 Main Street Suite 100,,Glastonbury,United States,06033,CT,llcsupport@primecorporateservices.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.7433333,,United States,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,,,,,
Maverick-Accessories Limited Liability Company,LLC,Active,Annual report due,2665740,2023-03-31,,36 Rosemont Dr,,Plainville,United States,06062-3026,CT,eriandrea.0411@hotmail.com,,Domestic,2022-11-22,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:17.1800000,,United States,Jewelry Stores (448310),,,,,,,,,,,,,,,,,,,,,,,,,,,
"BKA Associates, LLC",LLC,Active,Annual report due,2665838,2023-03-31,,1088 Chase Pkwy,,Waterbury,United States,06708-2942,CT,bkaneelectric@yahoo.com,,Domestic,2022-11-22,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3566667,,United States,,,,mpeters-kroll@mtelawfirm.com,,,,,,,,,,,,,,,,,,,,,,,,
