name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,sub_status,reason_for_administrative,began_transacting_in_ct,business_name_in_state_country,country_formation,naics_sub_code,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,dissolution_date,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
SBM MAIN LLC,LLC,Active,1283037,2022-03-31,"7 RITA AVENUE, UNIT H C/O ABRAHAM GOTTESMAN",MONSEY,United States,10952,NY,lazer@leibishfried.com,Domestic,2018-08-24,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:30.4166667,,,,,,531110.0,,,,,,,,,,,,,,,,,,,
INTERSTATE RENOVATING CONTRACTORS LLC,LLC,Active,1283038,2022-03-31,41 GARDEN STREET,WETHERSFIELD,United States,06109,CT,dblcontract2@aol.com,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:08:30.4166667,,,,,,236118.0,,,,,,,,,,,,,,,,,,,
SBM FAIRFIELD LLC,LLC,Active,1283039,2022-03-31,"7 RITA AVENUE, UNIT H C/O ABRAHAM GOTTESMAN",MONSEY,United States,10952,NY,lazer@leibishfried.com,Domestic,2018-08-24,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:30.4166667,,,,,,531110.0,,,,,,,,,,,,,,,,,,,
SBM PARK LLC,LLC,Active,1283040,2022-03-31,"7 RITA AVENUE, UNIT H C/O ABRAHAM GOTTESMAN",MONSEY,United States,10952,NY,lazer@leibishfried.com,Domestic,2018-08-24,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:30.4166667,,,,,,531110.0,,,,,,,,,,,,,,,,,,,
"16 RIVERSIDE DRIVE, LLC",LLC,Active,1283041,2020-03-31,300 SPERRY AVENUE,STRATFORD,United States,06615,CT,legalassistant@gmail.com,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2021-11-10 00:08:30.4166667,Ready for dissolution,Failure to file Annual Report,,,,551114.0,,,,,,,,,,,,,,,,,,,
TOSHIBA GLOBAL COMMERCE SOLUTIONS INC.,Stock,Active,1283042,2022-08-24,3901 S. MIAMI BLVD,DURHAM,United States,27703,NC,cls-ctarmsevidence@wolterskluwer.com,Foreign,2018-08-24,DE,DE,False,False,False,False,False,Office Equipment Merchant Wholesalers (423420),2021-11-10 00:08:30.4166667,,,2012-08-01,TOSHIBA GLOBAL COMMERCE SOLUTIONS INC.,United States,423420.0,,,,,,,,,,,,,,,,,,,
"TREESAP FARMS, LLC",LLC,Active,1283043,2022-03-31,5151 MITCHELLDALE STREET SUITE B-2,HOUSTON,United States,77092,TX,jfusco@everde.com,Foreign,2018-08-24,TX,TX,False,False,False,False,False,Nursery and Tree Production (111421),2021-11-10 00:08:30.4166667,,,2018-08-24,"TREESAP FARMS, LLC",United States,111421.0,"5151 MITCHELLDALE STREET SUITE B-2, HOUSTON, TX, 77092, United States",5151 MITCHELLDALE STREET SUITE B-2,HOUSTON,TX,77092,United States,"5151 MITCHELLDALE STREET SUITE B-2, HOUSTON, TX, 77092, United States",5151 MITCHELLDALE STREET SUITE B-2,HOUSTON,TX,77092,United States,,,,,,,
"HOT CAKES FAMILY RESTAURANT, LLC",LLC,Active,1283045,2022-03-31,238 SOUTH MAIN STREET,EAST WINDSOR,United States,06088,CT,ERGBAY83@GMAIL.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:08:30.4166667,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
KH HOME DESIGN AND FURNISHINGS LLC,LLC,Active,1283046,2022-03-31,50 MELISSA DRIVE,NORTH HAVEN,United States,06473,CT,kim@designsbykh.com,Domestic,2018-08-24,CT,Connecticut,True,False,False,False,False,All Other Home Furnishings Stores (442299),2021-11-10 00:08:30.4166667,,,,,,442299.0,,,,,,,,,,,,,,,,,,,
NDC STAMFORD LLC,LLC,Active,1283047,2022-03-31,84 WEST PARK PLACE 4715 BERGENLINE AVE,UNION CITY,United States,07087,CT,jlp126@panequeaccounting.com,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:08:30.4166667,,,,,,722511.0,,,,,,,,,,,,,,,,,,,
SW HOME SOLUTIONS LLC,LLC,Active,1283048,2022-03-31,50 PANSY RD,FAIRFIELD,United States,06824,CT,swhomesolutionllc@gmail.com,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:08:30.4166667,,,,,,,,,,,,,,,,,,,,,,,,,
JL'S HVAC LLC,LLC,Active,1283049,2019-03-31,344 DOVER ST 344 DOVER ST,BRIDGEPORT,,06610,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
DAROCHA FINISHING CARPENTRY LLC,LLC,Active,1283050,2019-03-31,42 MORGAN AVE APT A,DANBURY,,06811,CT,RMINSURANCE@SBCGLOBAL.NET,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"11 ELM STREET, LLC",LLC,Active,1283051,2019-03-31,116 COVE ROAD,STONINGTON,,06378,CT,FJKMAL@AOL.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
TURNING HEADS LLC,LLC,Active,1283053,2019-03-31,684 HILLS ST,EAST HARTFORD,,06118,CT,TURNINGHEADS.DC@YAHOO.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
HEDER TELLO LLC,LLC,Active,1283057,2019-03-31,54 ROSE PARK AVE,STAMFORD,,06902,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
FELIPE BARROSO CASAREZ LLC,LLC,Active,1283058,2019-03-31,1528 FAIRFIELD AVE,BRIDGEPORT,,06605,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
CHOSEN TELECOMM INC,Stock,Active,1283059,2020-08-24,No information provided,,,,,SAINIAKSHAY@HOTMAIL.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,200.0,,,,,,
P.T. RESTORATION LLC,LLC,Active,1283060,2019-03-31,91 MARLBORO STREET,HAMDEN,,06514,CT,JVR.ATLANTICA@GMAIL.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
BOBBYS DIGITAL DESIGN LLC,LLC,Active,1283061,2019-03-31,124 COALPIT HILL RD 119,DANBURY,,06810,CT,BOBBYSDIGITALDESIGN@GMAIL.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"VAPE BLUE, LLC",LLC,Active,1283063,2019-03-31,850 D SOUTH COLONY RD.,WALLINGFORD,,06492,CT,VAPE.BLUE.CT@GMAIL.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"BUILDER GROUP OF WESTPORT, LLC",LLC,Active,1283064,2019-03-31,11 WAKE ROBIN ROAD  11 WAKE ROBIN ROAD,WESTPORT,United States,06880,CT,BDEVERIN@GMAIL.COM,Foreign,2018-08-24,DE,DE,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,2018-08-24,"BUILDER GROUP OF WESTPORT, LLC",United States,,"300 DELAWARE AVENUE SUITE 210, WILMINGTON, DE, 19801,",300 DELAWARE AVENUE SUITE 210,WILMINGTON,DE,19801,,,,,,,,,,,,,,
"WILLOW GRACE PROPERTIES, LLC",LLC,Active,1283065,2019-03-31,288 NORTH STREET,WINDSOR LOCKS,,06096,CT,JUSTIN@AYOTTEBROTHERS.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
HUDSON SILVA FOLLY LLC,LLC,Active,1283066,2019-03-31,274 HIGH ST BASEMENT,NAUGATUCK,,06770,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
MARIA'S FRIENDS LLC.,LLC,Active,1283067,2022-03-31,68 NOROTON AVE,DARIEN,United States,06820,CT,kipp@mariasfriends.com,Domestic,2018-08-24,CT,Connecticut,True,False,True,False,False,Language Schools (611630),2021-11-10 00:08:30.4466667,,,,,,611630.0,,,,,,,,,,,,,,,,,,,
"IDREAM-COLLEGECONSULTING, LLC",LLC,Active,1283068,2022-03-31,30 COBBLERS HILL RD,TRUMBULL,United States,06611,CT,charlesbodie@gmail.com,Domestic,2018-08-24,CT,Connecticut,True,False,True,False,False,Educational Support Services (611710),2021-11-10 00:08:30.4466667,,,,,,,,,,,,,,,,,,,,,,,,,
J&A AUTO LLC,LLC,Active,1283069,2021-03-31,136 NAUGATUCK AVENUE,MILFORD,United States,06460,CT,hanan_kashk@yahoo.com,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",2021-11-10 00:08:30.4466667,Annual report past due,,,,,811121.0,,,,,,,,,,,,,,,,,,,
CHRIS LLC,LLC,Active,1283070,2019-03-31,153 WALNUT ST,WATERBURY,,06704,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
JMD CARPENTRY LLC,LLC,Active,1283071,2019-03-31,624 S MAIN ST APT 3,WATERBURY,,06706,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
MARIA DUARTE SANTOS LLC,LLC,Active,1283072,2019-03-31,74 TAFT PT,WATERBURY,,06708,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"RESOURCE ENERGY SOLUTIONS, LLC",LLC,Active,1283085,2022-03-31,4 HIGH RIDGE PARK SUITE 202,STAMFORD,United States,06905,CT,rplutzer@resourceenergy.com,Foreign,2018-08-24,DE,DE,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),2021-11-10 00:08:30.4933333,,,2018-06-01,"RESOURCE ENERGY SOLUTIONS, LLC",United States,541690.0,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,
ROSE NAIL DESIGN LLC,LLC,Active,1283143,2019-03-31,119 FENN RD,NEWINGTON,,06111,CT,,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT ADVANCED RESOURCES LLC,LLC,Active,1283148,2022-03-31,111 W JACKSON BLVD STE 800,CHICAGO,United States,60604,IL,elopez@advancedgroup.com,Foreign,2018-08-24,IL,IL,False,False,False,False,False,Temporary Help Services (561320),2021-11-10 00:08:27.4466667,,,2017-06-15,ADVANCED RESOURCES LLC,United States,561320.0,"111 W JACKSON BLVD STE 800, CHICAGO, IL, 60604,",111 W JACKSON BLVD STE 800,CHICAGO,IL,60604,,"111 W JACKSON BLVD STE 800, CHICAGO, IL, 60604, United States",111 W JACKSON BLVD STE 800,CHICAGO,IL,60604,United States,,,,,,,
"RELAYR, INC.",Stock,Active,1283157,2022-08-24,311 S. WACKER DR SUITE 4950,CHICAGO,United States,60606,IL,jason_hillman@hsb.com,Foreign,2018-08-24,DE,DE,False,False,False,False,False,Other Computer Related Services (541519),2021-11-10 00:08:28.0400000,,,2018-04-01,"RELAYR, INC.",United States,541519.0,,,,,,,,,,,,,,,,nancy_galvin@hsb.com,,,
MEDUSIND INC.,Stock,Active,1283247,2022-08-24,"7083 Grand National Drive, Ste 102",Orlando,United States,32819,FL,Compliancemail@cscinfo.com,Foreign,2018-08-24,FL,FL,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:08:29.1800000,,,2018-03-31,MEDUSIND INC.,United States,522320.0,,,,,,,,,,,,,,,,,,,
"CCR SPORTS, INC.",Stock,Withdrawn,1283032,2019-08-24,564 CONCORD AVENUE,SAINT JOHNSBURY,,05819,VT,COLLEEN@VTTENNIS.COM,Foreign,2018-08-24,VT,VT,False,False,False,False,False,,2021-11-10 00:06:11.2033333,,,2017-09-05,"CCR SPORTS, INC.",,,,,,,,,,,,,,,,,,,,,
JONTAL LLC,LLC,Dissolved,1283062,2020-03-31,46 BOXWOOD DRIVE,STAMFORD,United States,06906,CT,JONLERNER@GMAIL.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:27.3200000,,,,,,,,,,,,,,,,,,,,2020-03-31T00:00:00.000,,,,,
PROSPECT SMOKE SHOP LLC,LLC,Dissolved,1283005,2019-03-31,50 WATERBURY ROAD UNIT F,PROSPECT,,06712,CT,MANINDERARORA67@GMAIL.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:04.7433333,,,,,,,,,,,,,,,,,,,,2018-11-09T00:00:00.000,,,,,
THE CAGELINER LLC,LLC,Dissolved,1283036,2021-03-31,58 FAIRFIELD DR.,NEW FAIRIFIELD,United States,06812,CT,klt.dvm@gmail.com,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),2021-11-10 00:04:35.6866667,,,,,,,,,,,,,,,,,,,,2020-09-25T00:00:00.000,,,,,
SUPREME EXECUTIVES LUXURY TRANSPORTATION LLC,LLC,Dissolved,1282976,2019-03-31,153 TUDOR LANE APT. G,MANCHESTER,,06042,CT,MCKEN_23@HOTMAIL.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:44.4233333,,,,,,,,,,,,,,,,,,,,2019-04-04T00:00:00.000,,,,,
"CRUST CAFE, LLC",LLC,Dissolved,1282974,2020-03-31,127 GULF ST,MILFORD,United States,06460,CT,fgingrich@att.net,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:47.0333333,,,,,,,,,,,,,,,,,,,,2020-01-14T00:00:00.000,,,,,
ABL TECHNOLOGIES LLC,LLC,Dissolved,1282937,2019-03-31,20 POCONO RD,BROOKFIELD,,06804,CT,RICHARD@ADILIGHTING.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:09.9533333,,,,,,,,,,,,,,,,,,,,2019-12-30T00:00:00.000,,,,,
"MSG BURLINGTON, LLC",LLC,Dissolved,1282956,2019-03-31,80 REVERKNOLLS,AVON,,06001,CT,RUSCONI2@YAHOO.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:17.7033333,,,,,,,,,,,,,,,,,,,,2018-10-25T00:00:00.000,,,,,
MD MEDICAL SPA & PERMANENT MAKEUP ACADEMY LLC,LLC,Dissolved,1283286,2019-03-31,174 MAIN ST FL #2,MANCHESTER,,06042,CT,MADISONTRAVEL04@YAHOO.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:14.0633333,,,,,,,,,,,,,,,,,,,,2019-05-16T00:00:00.000,,,,,
ESOMAS LLC,LLC,Dissolved,1283052,2019-03-31,2142 THOMASTON AVENUE,WATERBURY,,06704,CT,CRAIG@SMARTHEALTH-CARE.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:25.8766667,,,,,,,,,,,,,,,,,,,,2018-11-29T00:00:00.000,,,,,
"MSG WILLISTON, LLC",LLC,Dissolved,1282971,2019-03-31,80 REVERKNOLLS,AVON,,06001,CT,RUSCONI2@YAHOO.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:26.7400000,,,,,,,,,,,,,,,,,,,,2018-10-25T00:00:00.000,,,,,
VITAE SEARCH PARTNERS LLC,LLC,Dissolved,1282969,2020-03-31,8 PATTON DR.,DARIEN,United States,06820,CT,MATTHEWQUINN1982@YAHOO.CO.UK,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:35.1933333,,,,,,,,,,,,,,,,,,,,2019-08-29T00:00:00.000,,,,,
CT REMODELING LIMITED LIABILITY COMPANY,LLC,Active,1283044,2021-03-31,23 CONCORD AVE,MILFORD,,06460,CT,JAYPLANES.MS@GMAIL.COM,Domestic,2018-08-24,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:03:58.5400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
FANELLI HOCKEY LLC,LLC,Active,1283073,2022-03-31,44 Terrywood,Wethersfield,United States,06109-3660,CT,Lnfrech@sbcglobal.net,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:08:30.4933333,,,,,,454110.0,,,,,,,,,,,,,,,,,,,
FEEDING EDUCATION INC.,Non-Stock,Active,1283074,2020-08-25,No information provided,,,,,JENN@FEEDINGEDUCATION.COM,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,,,
CARFINITY CORP.,Stock,Active,1283076,2020-08-25,No information provided,,,,,CARFINITYAUTO@GMAIL.COM,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,5000.0,,,,,,
VASQUEZ LANDSCAPING LLC,LLC,Dissolved,1283077,2019-03-31,1026 BALDWIN STREET 3N,WATERBURY,,06706,CT,JVR.ATLANTICA@GMAIL.COM,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,,,,,,,,,,,,,,,,,,,,2021-01-09T00:00:00.000,,,,,
FR HANDYMAN LLC,LLC,Active,1283078,2019-03-31,110 HAREMEYER PL,GREENWICH,,06830,CT,CRIS@MIRANTEAGENCY.COM,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
MARCIN CHARAMUT ELECTRICAL LLC,LLC,Active,1283079,2020-03-31,175 NEWFIELD ST,MIDDLETOWN,,06457,CT,MARCINCHARAMUT@GMAIL.COM,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
CAT3 AVIATION LLC,LLC,Active,1283080,2022-03-31,20 HIDDEN BROOK DR,BROOKFIELD,United States,06804,CT,grant@cat3aviation.com,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,Other Support Activities for Air Transportation (488190),2021-11-10 00:08:30.4933333,,,,,,,,,,,,,,,,,,,,,,,,,
"JESSI MEADOWS PHOTOGRAPHY, LLC",LLC,Active,1283081,2020-03-31,1166 W PURCHASE RD,SOUTHBURY,United States,06488,CT,JESS@JESSIMEADOWSPHOTOGRAPHY.COM,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
ZEBRA CREATIVE LLC,LLC,Active,1283083,2022-03-31,140 FENWICK STREET,WEST HAVEN,United States,06516,CT,contact@zebragamer.com,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",2021-11-10 00:08:30.4933333,,,,,,711410.0,,,,,,,,,,,,,,,,,,,
332 WILTON ROAD LLC,LLC,Active,1283084,2022-03-31,332 WILTON ROAD,WESTPORT,United States,06880,CT,332wiltonroad@gmail.com,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,Fuel Dealers (454310),2021-11-10 00:08:30.4933333,,,,,,454310.0,,,,,,,,,,,,,,,,,,,
CENTRAL CT WELLNESS LLC,LLC,Active,1283086,2020-03-31,136 COMMERCE WAY,SOUTH WINDSOR,United States,06074,CT,KATIEM701@GMAIL.COM,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"A LADY WITH SASS, LLC",LLC,Active,1283087,2022-03-31,69 MINTURN ROAD,BRIDGEPORT,United States,06606,CT,Latreese@aladywithsass.com,Domestic,2018-08-25,CT,Connecticut,True,False,True,False,False,Clothing Accessories Stores (448150),2021-11-10 00:08:30.4933333,,,,,,811490.0,,,,,,,,,,,,,,,,,,,
"TRAVELSEARCH GURU, LLC",LLC,Active,1283088,2021-03-31,36 MILL PLAIN RD SUITE 302,DANBURY,United States,06811,CT,mrsashko@gmail.com,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),2021-11-10 00:08:30.4933333,Annual report past due,,,,,519130.0,,,,,,,,,,,,,,,,,,,
BEHAVE BRANDS LLC,LLC,Dissolved,1283075,2019-03-31,101 MURRAY LN,GUILFORD,,06437,CT,KYLECANNA@GMAIL.COM,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:28.1033333,,,,,,,,,,,,,,,,,,,,2019-03-19T00:00:00.000,,,,,
MARIGOLD 427 HOPE LLC,LLC,Dissolved,1283082,2019-03-31,97 WHITE OAK LANE,STAMFORD,,06905,CT,BALOUTCH@SBCGLOBAL.NET,Domestic,2018-08-25,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:36.9266667,,,,,,,,,,,,,,,,,,,,2018-08-28T00:00:00.000,,,,,
ST. MARY PLACE - THE CONNECTION FUND LIMITED PARTNERSHIP,Limited Partnership,Active,1277800,2022-08-27,100 ROSCOMMON DRIVE SUITE 203,MIDDLETOWN,United States,06457,CT,skabshire@theconnectioninc.org,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:25.4633333,,,,,,531390.0,,,,,,,,,,,,,,,,,,,
"WEST FLORIDA RADIOLOGY ASSOCIATES, P.A. INC.",Stock,Active,1283011,2022-08-27,6478 HIGHWAY 90 STE D,MILTON,United States,32570,FL,westflarads@gmail.com,Foreign,2018-08-27,FL,FL,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:08:29.8066667,,,2018-03-01,"WEST FLORIDA RADIOLOGY ASSOCIATES, P.A. INC.",United States,541990.0,,,,,,,,,,,,,,,,westflarads@gmail.com,,,
"MAINSTAY, LLC",LLC,Active,1283030,2022-03-31,166 STANDISH ST,HARTFORD,United States,06114,CT,mainarealty@gmail.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:29.8533333,,,,,,531110.0,,,,,,,,,,,,,,,,,,,
"VILLAGE ROAD PROPERTIES, LLC",LLC,Active,1283054,2019-03-31,36 HAWLEY AVENUE,MILFORD,,06460,CT,,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"MALLEUS CAPITAL FUND, LIMITED PARTNERSHIP",Limited Partnership,Cancelled,1283055,2020-08-27,CORPORATION TRUST CENTER 1209 ORANGE STREET,WILMINGTON,United States,19801,DE,darek@malleuscap.com,Foreign,2018-08-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:30.4466667,,,2018-08-27,"MALLEUS CAPITAL FUND, LP",United States,,,,,,,,"107 ELM STREET, 10TH FLOOR SUITE NO. 1002, STAMFORD, CT, 06902, United States","107 ELM STREET, 10TH FLOOR SUITE NO. 1002",STAMFORD,CT,06902,United States,,,,,,,
EJ'S HOME IMPROVEMENT EXPERTS LLC,LLC,Active,1283056,2020-03-31,89 TREDEAU ST,HARTFORD,United States,06114,CT,MPONCE1987@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),2021-11-10 00:08:30.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
ZENFUL FLOW LLC,LLC,Active,1283089,2019-03-31,"75 MAIN STREET , SUITE 3",PUTNAM,,06260,CT,ZENFULFLOW@GMAIL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
TJWALCZAK LLC,LLC,Active,1283090,2022-03-31,5 HOMESDALE AVE,SOUTHINGTON,United States,06489,CT,tomasz.walczak@live.com,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,Engineering Services (541330),2021-11-10 00:08:30.4933333,,,,,,541330.0,,,,,,,,,,,,,,,,,,,
LOVE +SUPPORT=CHANGED LIVES LLC,LLC,Active,1283091,2019-03-31,42 CATOONA LANE,STAMFORD,,06902,CT,RENEEGOODCOOKING@AOL.COM,Domestic,2018-08-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
