name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,business_email_address,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,office_jurisdiction_3,date_of_organization_meeting
ALBERTA PAYMENTS LLC,LLC,Dissolved,,1267945,2020-03-31,116 OAK ST 2ND FLOOR,GLASTONBURY,06033,CT,Domestic,2018-03-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:52.7800000,United States,HANNAH@BENNETTCOCPA.COM,,,,,,,,,,,,,,,,,,,2020-03-02T00:00:00.000,,,,
RWR INDUSTRIES LLC,LLC,Dissolved,,1268329,2019-03-31,440 HUCKLEBERRY HILL ROAD,AVON,06001,CT,Domestic,2018-03-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.8266667,,FARJR22@COMCAST.NET,,,,,,,,,,,,,,,,,,,2019-11-04T00:00:00.000,,,,
JP STAR ELECTRIC LLC,LLC,Dissolved,,1267747,2019-03-31,136 GREENMOUNT TERRACE,WATERBURY,06708,CT,Domestic,2018-03-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:08.2033333,,JAREDP1980@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-09-12T00:00:00.000,,,,
RMG VENTURES LLC,LLC,Dissolved,,1268397,2019-03-31,1204 WOODTICK RD,WOLCOTT,06716,CT,Domestic,2018-03-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:07.4200000,,EFILE1234@INCFILE.COM,,,,,,,,,,,,,,,,,,,2019-05-04T00:00:00.000,,,,
"ULTIMATE FIRE PROTECTION, LLC",LLC,Dissolved,,1268335,2019-03-31,16 MEADOW RIDGE RD.,NORTHFIELD,06778,CT,Domestic,2018-03-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:04.6400000,,ULTIMATEFPLLC@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-03-27T00:00:00.000,,,,
ARACELI SAMPEDRO SALAZAR LLC,LLC,Dissolved,,1267762,2019-03-31,380 BLATCHLEY AVE,NEW HAVEN,06513,CT,Domestic,2018-03-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:08.8266667,,ACEL_08@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,2020-01-23T00:00:00.000,,,,
MOFFETTNATHANSON LLC,LLC,Withdrawn,,1267780,2019-03-31,"600 MADISON AVE., 17TH FL.",NEW YORK,10022,NY,Foreign,2018-03-28,DE,DE,False,False,False,False,False,,2021-11-10 00:05:01.3266667,,INFO@MOFFETTNATHANSON.COM,,,,2018-03-01,MOFFETTNATHANSON LLC,,"600 MADISON AVE., 17TH FL., NEW YORK, NY, 10022,","600 MADISON AVE., 17TH FL.",NEW YORK,NY,10022,,"600 MADISON AVE., 17TH FL., NEW YORK, NY, 10022,","600 MADISON AVE., 17TH FL.",NEW YORK,NY,10022,,,,,,
"INFINITE BEAUTY, LLC",LLC,Dissolved,,1269223,2020-03-31,3 ALLISON DR.,MADISON,06443,CT,Domestic,2018-03-28,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:37.8200000,United States,robertaclombardi@gmail.com,,,,,,,,,,,,,,,,,,,2019-12-31T00:00:00.000,,,,
"HILUX PLUMBING, LLC",LLC,Active,,1257595,2022-03-31,5 MARY STREET,WATERFORD,06385,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:17.4933333,United States,moosin@comcast.net,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,,,,,,,,,,,,,,,,,,,,,
CHARTER HOLDINGS LLC,LLC,Active,Ready for dissolution,1267830,2019-03-31,1201 ORANGE STREET SUITE 600,WILMINGTON,19801,DE,Foreign,2018-03-29,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.1200000,,BRUCEDUKEESQ@GMAIL.COM,,,,2018-03-29,CHARTER HOLDINGS LLC,,"1201 ORANGE STREET SUITE 600, WILMINGTON, DE, 19801,",1201 ORANGE STREET SUITE 600,WILMINGTON,DE,19801,,"1201 ORANGE STREET SUITE 600, WILMINGTON, DE, 19801,",1201 ORANGE STREET SUITE 600,WILMINGTON,DE,19801,,,,,,
"DAFINAS UNIQUE BOUTIQUE, LLC",LLC,Active,Ready for dissolution,1267897,2019-03-31,34 WATERBURY ROAD SUITE 3,PROSPECT,06712,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7600000,,JEFF@ALEGALMATTER.COM,,,,,,,,,,,,,,,,,,,,,,,
YI RAN NOODLE HOUSE INC,Stock,Active,First report past due,1267944,2020-03-29,No information provided,,,,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:08:20.9766667,,INFO@LUOCPA.COM,,,200.0,,,,,,,,,,,,,,,,,,,,
IRVING ST LLC,LLC,Active,Ready for dissolution,1267946,2020-03-31,513 EMMETT ST APT B 12,BRISTOL,06010,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.0100000,,QUEST7861@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"PEAK GOVERNMENT SERVICES, LLC",LLC,Active,,1267950,2022-03-31,725 COOL SPRINGS BLVD. STE. 100,FRANKLIN,37067,TN,Foreign,2018-03-29,CA,CA,False,False,False,False,False,,2021-11-10 00:08:21.0100000,United States,Compliancemail@cscinfo.com,Temporary Help Services (561320),561320.0,,2018-03-29,"PEAK GOVERNMENT SERVICES, LLC",United States,"12400 HIGH BLUFF DRIVE STE. 100, SAN DIEGO, CA, 92130, United States",12400 HIGH BLUFF DRIVE STE. 100,SAN DIEGO,CA,92130,United States,"12400 HIGH BLUFF DRIVE STE. 100, SAN DIEGO, CA, 92130, United States",12400 HIGH BLUFF DRIVE STE. 100,SAN DIEGO,CA,92130,United States,,,,,
NEW WORLD ORDER LLC,LLC,Active,,1267954,2022-03-31,308 TRYON ST. - -,SOUTH GLASTONBURY,06073,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.0100000,United States,cl8ton.beckett@gmail.com,Other Vegetable (except Potato) and Melon Farming (111219),,,,,,,,,,,,,,,,,,,,,,
BAJA & MAJA LLC,LLC,Active,Ready for dissolution,1267957,2019-03-31,12 DALTON ST.,HARTFORD,06114,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.0100000,,BAJACS2000@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
"HYDRO CONDUIT, LLC",LLC,Active,,1267960,2022-03-31,"5 CONCOURSE PKWY., STE. 1900",ATLANTA,30328,GA,Foreign,2018-03-29,DE,DE,False,False,False,False,False,,2021-11-10 00:08:21.0100000,United States,kayla@corpcreations.com,Concrete Pipe Manufacturing (327332),327332.0,,2018-03-29,"HYDRO CONDUIT, LLC",United States,"3411 SILVERSIDE RD., TATNALL BLDG. STE. 104, WILMINGTON, DE, 19810,","3411 SILVERSIDE RD., TATNALL BLDG. STE. 104",WILMINGTON,DE,19810,,"3411 SILVERSIDE RD., TATNALL BLDG. STE. 104, WILMINGTON, DE, 19810, United States","3411 SILVERSIDE RD., TATNALL BLDG. STE. 104",WILMINGTON,DE,19810,United States,,,,,
"74 LINWOOD AVENUE, LLC",LLC,Active,Ready for dissolution,1267962,2020-03-31,"50 WATERVIEW DR., STE. 150",SHELTON,06484,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.0100000,United States,MACKMACKINNON47@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"B. E. SMITH INTERIM SERVICES, LLC",LLC,Active,,1267963,2022-03-31,8801 RENNER AVENUE,LENEXA,66219,KS,Foreign,2018-03-29,DE,DE,False,False,False,False,False,,2021-11-10 00:08:21.0100000,United States,Compliancemail@cscinfo.com,Executive Search Services (561312),561312.0,,2018-03-29,"B. E. SMITH INTERIM SERVICES, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
"CADENCE AEROSPACE FINANCE, INC.",Stock,Active,,1267967,2022-03-29,3150 E MIRALOMA AVE,ANAHEIM,92806,CA,Foreign,2018-03-29,DE,DE,False,False,False,False,False,,2021-11-10 00:08:21.6333333,United States,CLS-CTARMSevidence@wolterskluwer.com,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,,2018-03-26,"CADENCE AEROSPACE FINANCE, INC.",United States,,,,,,,,,,,,,,,,,
"GATEWAY HOLDING GROUP, LLC",LLC,Active,Annual report past due,1268004,2021-03-31,40 RICHARDS AVENUE 3RD FLOOR,NORWALK,06854,CT,Domestic,2018-03-29,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:21.6800000,United States,247OBAS@GMAIL.COM,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,,,,,,,,,,,,,,,,,,,,,
176 PRW PDR LLC,LLC,Active,Ready for dissolution,1268016,2019-03-31,43 PENINSULA ROAD,BELVEDERE,94920,CA,Foreign,2018-03-29,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7266667,,,,,,2018-03-29,176 PRW LLC,,"203 NE FRONT ST STE 101, MILFORD, DE, 19963,",203 NE FRONT ST STE 101,MILFORD,DE,19963,,"203 NE FRONT STREET SUITE 101, MILFORD, DE, 19963,",203 NE FRONT STREET SUITE 101,MILFORD,DE,19963,,,,,,
WLM HOME IMPROVEMENT LLC,LLC,Active,Ready for dissolution,1268020,2020-03-31,2 WEBB TERRACE,ANSONIA,06401,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7266667,United States,KHAELABRAHAM14@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
KADIWAKU FAMILY FOUNDATION CORPORATION,Non-Stock,Active,Annual report past due,1268023,2022-02-01,1295 PEMBROKE STREET,BRIDGEPORT,06608,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7266667,United States,INFO@KADIWAKU.ORG,Other Individual and Family Services (624190),,,,,,,,,,,,,,,,,,,,,,
"TITON HOLDING GROUP, LLC",LLC,Active,Ready for dissolution,1268024,2019-03-31,1266 EAST MAIN STREET SUITE 700 R,STAMFORD,06902,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7266667,,ABDOULA27@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
"WHITE MOUNTAIN HOLDING GROUP, LLC",LLC,Active,Ready for dissolution,1268025,2019-03-31,40 RICHARDS AVENUE 3RD FLOOR,NORWALK,06854,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7266667,,ABDOULA27@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
VERIZON INNOVATION INC.,Stock,Active,,1268061,2022-03-29,1555 BLAKE STREET 3RD FLOOR,DENVER,80202,CO,Foreign,2018-03-29,DE,DE,False,False,False,False,False,,2021-11-10 00:08:22.3200000,United States,CLS-CTARMSEVIDENCE@WOLTERSKLUWER.COM,All Other Telecommunications (517919),517919.0,,2018-03-29,VERIZON LOCATION TECHNOLOGY INC.,United States,,,,,,,,,,,,,,,,,
ORLANDO GREENHOUSE SALES INCORPORATED,Stock,Active,,1268065,2022-03-29,35A WARREN ST.,WESTBOROUGH,01581,MA,Foreign,2018-03-29,MA,MA,False,False,False,False,False,,2021-11-10 00:08:22.3200000,United States,ladiesmantle@aol.com,Glass and Glazing Contractors (238150),238150.0,,2018-03-29,ORLANDO GREENHOUSE SALES INCORPORATED,United States,,,,,,,,,,,,,,,,,
GLASS GUYS PROPERTIES LLC,LLC,Active,Ready for dissolution,1268066,2019-03-31,4 DANBURY ROAD,RIDGEFIELD,06877,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3200000,,,,,,,,,,,,,,,,,,,,,,,,,
"S & A CONTRACTORS, LLC",LLC,Active,Ready for dissolution,1268068,2020-03-31,25 CRANBERRY LANE,CHESHIRE,06410,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3200000,United States,tonflor1976@gmail.com,,,,,,,,,,,,,,,,,,,,,,,
BLUE RUBICON LLC,LLC,Active,Ready for dissolution,1268076,2019-03-31,98 CHAPMAN ST.,GROTON,06340,CT,Foreign,2018-03-29,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3533333,,FNC1MAC@YAHOO.COM,,,,2018-04-01,BLUE RUBICON LLC,,,,,,,,,,,,,,,,,,
EXODUS SERVICES LLC,LLC,Active,Ready for dissolution,1268081,2019-03-31,1209 WOOD AVE,BRIDGEPORT,06604,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3533333,,RICARDOBRASLLEIRO@LIVE.COM,,,,,,,,,,,,,,,,,,,,,,,
"MORIMPACT, LLC",LLC,Active,Ready for dissolution,1268083,2020-03-31,16 THISTLE RD.,NORWALK,06851,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3533333,United States,JFMORABITO@AOL.COM,,,,,,,,,,,,,,,,,,,,,,,
EASTPOINTE CANFIELD LLC,LLC,Active,,1268088,2022-03-31,40 REEF RD.,FAIRFIELD,06824,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3533333,United States,Margaret@rgbuilders.com,New Multifamily Housing Construction (except For-Sale Builders) (236116),236116.0,,,,,,,,,,,,,,,,,,,,,
"CANFIELD PARTNERS, LLC",LLC,Active,,1268090,2022-03-31,40 REEF RD.,FAIRFIELD,06824,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3833333,United States,Margaret@rgbuilders.com,New Multifamily Housing Construction (except For-Sale Builders) (236116),236116.0,,,,,,,,,,,,,,,,,,,,,
"AMS-INTERNATIONAL, LLC",LLC,Dissolved,,1268091,2021-03-31,107 JOHN STREET,SOUTHPORT,06890,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3833333,United States,alane@ams-online.com,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,2021-02-02T00:00:00.000,,,,
CLEMENTEZ LLC,LLC,Active,,1268092,2022-03-31,630 NEW BRITAIN AVE.,NEWINGTON,06111,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3833333,United States,EZETEC@MSN.COM,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,
"MAIN STREET OUTLOOK, LLC",LLC,Active,,1268093,2022-03-31,1037 NORTH MAIN ST.,WEST HARTFORD,06117,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3833333,United States,johnmandyck@gmail.com,Environmental Consulting Services (541620),541620.0,,,,,,,,,,,,,,,,,,,,,
"LLTS, LLC",LLC,Active,,1268096,2022-03-31,9 MASONS ISLAND ROAD,MYSTIC,06355,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.4000000,United States,switzre@aol.com,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,,,,,,,,,,,,,,,
"PROSPECT PROVIDER GROUP CT, LLC",LLC,Active,Ready for dissolution,1268099,2019-03-31,"3415 S. SEPULVEDA BLVD., 9TH FL.",LOS ANGELES,90034,CA,Foreign,2018-03-29,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.4000000,,,,,,2018-03-21,"PROSPECT PROVIDER GROUP CT, LLC",,,,,,,,,,,,,,,,,,
EXTRA SPACE PROPERTIES SEVENTY SIX LLC,LLC,Active,,1268102,2022-03-31,"2795 EAST COTTONWOOD PARKWAY, #400",SALT LAKE CITY,84121,UT,Foreign,2018-03-29,DE,DE,False,False,False,False,False,,2021-11-10 00:08:22.4000000,United States,CLS-CTARMSEvidence@wolterskluwer.com,Other Activities Related to Real Estate (531390),531390.0,,2018-04-15,EXTRA SPACE PROPERTIES SEVENTY SIX LLC,United States,"2795 EAST COTTONWOOD PARKWAY, #400, SALT LAKE CITY, UT, 84121, United States","2795 EAST COTTONWOOD PARKWAY, #400",SALT LAKE CITY,UT,84121,United States,"2795 EAST COTTONWOOD PARKWAY, #400, SALT LAKE CITY, UT, 84121, United States","2795 EAST COTTONWOOD PARKWAY, #400",SALT LAKE CITY,UT,84121,United States,,,,,
"RED MAPLE APARTMENTS, LLC",LLC,Active,Ready for dissolution,1268104,2019-03-31,30 STACK STREET,MIDDLETOWN,06457,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.4000000,,GSCCLLC@SBCGLOBAL.NET,,,,,,,,,,,,,,,,,,,,,,,
"LAVIE GROUP, INC.",Stock,Active,Ready for dissolution,1268105,2020-03-29,1055 WASHINGTON BLVD.,STAMFORD,06901,CT,Foreign,2018-03-29,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.4000000,United States,MATT@THELOCKWOODGRP.COM,,,,2018-03-29,"LAVIE GROUP, INC.",United States,,,,,,,,,,,,,,,,,
DMD HOME IMPROVEMENT LLC,LLC,Active,Ready for dissolution,1268109,2019-03-31,96 GLENWOOD AVE,BRIDGEPORT,06610,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0566667,,,,,,,,,,,,,,,,,,,,,,,,,
J. FRANCO CLEANING LLC,LLC,Active,Ready for dissolution,1268115,2019-03-31,11 MCDERMOTT ST FL 2,DANBURY,06810,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0566667,,GODROLY@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"LEGACY TECHNOLOGY, INC.",Stock,Active,Ready for dissolution,1268118,2020-03-29,160 WEST ROAD,ELLINGTON,06029,CT,Domestic,2018-03-29,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0566667,United States,Kristie@datacapturesolutions.com,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),423430.0,10000.0,,,,,,,,,,,,,,,,,,,,
"KIERNAN GROUP, LLC",LLC,Active,,1268131,2022-03-31,234 FLORIDA BLVD.,NEPTUNE BEACH,32266,FL,Domestic,2018-03-29,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0866667,United States,monty@kiernangroup.net,Marketing Research and Public Opinion Polling (541910),,,,,,,,,,,,,,,,,,,,,,
"CORWIN DEVELOPMENT FUND, LLC",LLC,Active,,1268137,2022-03-31,269 WEST BROADWAY,LONG BEACH,11561,NY,Domestic,2018-03-29,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0866667,United States,ROBERTANNUNZIATA@GMAIL.COM,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,
CRAVEN HAVEN,LLC,Active,,1268424,2022-03-31,97 WALNUT STREET,PUTNAM,06260,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,United States,Alnimofood@gmail.com,Mobile Food Services (722330),722330.0,,,,,,,,,,,,,,,,,,,,,
SHEPAUG VALLEY FARM LLC,LLC,Active,Ready for dissolution,1268425,2019-03-31,16 MOUNTAIN RD,MARBLEDALE,06777,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0566667,,GREENGECCO67@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
ALL EUROPEAN MASONRY LLC,LLC,Active,Ready for dissolution,1268426,2020-03-31,33 WOODRUFF STREET 2FL,WATERBURY,06708,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0566667,United States,KLODILAHO77@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
VMN CONSTRUCTION AND MAINTENANCE LLC,LLC,Active,Ready for dissolution,1268427,2019-03-31,14 CLIFTON PL APT 2B,DANBURY,06810,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0566667,,INTERPOINT@GMX.COM,,,,,,,,,,,,,,,,,,,,,,,
"DOUBLE DOVE, LLC",LLC,Active,,1268429,2022-03-31,49 LAKE AVENUE SUITE LL4,GREENWICH,06830,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,United States,drbergen@infinityoralsurgery.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,,
GULF BROOK LAWN CARE LLC,LLC,Active,Annual report past due,1268430,2021-03-31,44 POND HILL,NORTH HAVEN,06473,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,United States,GULFBROOKLANDSCAPING@GMAIL.COM,Landscape Architectural Services (541320),541320.0,,,,,,,,,,,,,,,,,,,,,
"JAKE'S TRUCKING, LLC",LLC,Active,Ready for dissolution,1268431,2019-03-31,32 CENTER ST.,NORWICH,06360,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0566667,,DREAMER11975@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
"RKM LANDSCAPING & CONSTRUCTION, LLC",LLC,Active,Ready for dissolution,1268432,2020-03-31,220 S. ELM ST.,WINDSOR LOCKS,06096,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0566667,United States,ROBERTMOTICKA@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"GROK ROWING, LLC",LLC,Active,,1268433,2022-03-31,59 KIDDS WAY,STONINGTON,06378,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,United States,john@grokrowing.com,Sporting and Athletic Goods Manufacturing (339920),339920.0,,,,,,,,,,,,,,,,,,,,,
"VOLTS, LLC",LLC,Active,Ready for dissolution,1268434,2019-03-31,1 THOMAS DR.,MANSFIELD,06268,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0566667,,INFO@MJR-RENTALS.COM,,,,,,,,,,,,,,,,,,,,,,,
JR COMMUNICATIONS LLC,LLC,Active,Annual report past due,1268435,2021-03-31,47 MERSELIS AVE,CLIFTON,07011,NJ,Foreign,2018-03-29,NJ,NJ,False,False,False,False,False,,2021-11-10 00:08:23.0566667,United States,ct-reports@statefilings.in,Consumer Electronics Repair and Maintenance (811211),811211.0,,2016-09-30,JR COMMUNICATIONS LLC,United States,"47 MERSELIS AVE, CLIFTON, NJ, 07011,",47 MERSELIS AVE,CLIFTON,NJ,07011,,"47 MERSELIS AVE, CLIFTON, NJ, 07011, United States",47 MERSELIS AVE,CLIFTON,NJ,07011,United States,,,,,
"MDM ELECTRIC, LLC",LLC,Active,Ready for dissolution,1268436,2019-03-31,123 NASH LANE,BRIDGEPORT,06605,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0866667,,MIKEMCCARTHYTJ@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
"THINGS FOR QUEENS, LLC",LLC,Active,Ready for dissolution,1268437,2020-03-31,62 BRIARWOOD RD 2ND FLOOR,BRISTOL,06010,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0866667,United States,TYIESHA@THINGSFORQUEENS.NET,,,,,,,,,,,,,,,,,,,,,,,
FISH TO YOU LLC,LLC,Active,,1268438,2022-03-31,850 EAST MAIN STREET UNIT 515,STAMFORD,06902,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0866667,United States,ben.chalfin@gmail.com,Pet and Pet Supplies Stores (453910),453910.0,,,,,,,,,,,,,,,,,,,,,
MALERBA.RE LLC,LLC,Active,,1268439,2022-03-31,912 ROUTE 32,MONTVILLE,06382,CT,Domestic,2018-03-29,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:08:23.0866667,United States,jmmalerba@gmail.com,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,,,,,,,,,,,,,,,
"DPV, LLC",LLC,Active,,1268440,2022-03-31,90 SOUTH MAIN STREET,EAST WINDSOR,06088,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0866667,United States,JRICH.DPVLLC@GMAIL.COM,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,,,,,,,,,,,,,,,,,,,,,
CPR MOBILE LLC,LLC,Active,Annual report past due,1268450,2021-03-31,462 CHURCH ST FL 2 FL 2,NEW BRITAIN,06051,CT,Domestic,2018-03-29,CT,Connecticut,False,True,True,False,False,,2021-11-10 00:08:23.0866667,United States,CPR.mobileLLC@Yahoo.com,All Other Miscellaneous Schools and Instruction (611699),611699.0,,,,,,,,,,,,,,,,,,,,,
JBR FABRICATIONS LLC,LLC,Active,Ready for dissolution,1268475,2019-03-31,140 BEACHVIEW AVENUE UNIT #266,BRIDGEPORT,06605,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.6800000,,JONROBINSON@OPTONLINE.NET,,,,,,,,,,,,,,,,,,,,,,,
"BWS FAMILY BUILDERS, LLC",LLC,Active,,1268476,2022-03-31,78 PLATT LANE,MILFORD,06461,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,United States,bwilson80@gmail.com,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,,,,,,,,,,,,,,,,,,,,,
"EXCEL TUTORS & MENTORS, LLC.",LLC,Active,Ready for dissolution,1268501,2019-03-31,"42 FAIRFIELD STREET, 2ND FLOOR",NEW HAVEN,06515,CT,Domestic,2018-03-29,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,,EXCELTUTORSLLC@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
