name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,reason_for_administrative,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting,mailing_address
BARNWELL OF CONNECTICUT LLC,LLC,Active,,1274414,2022-03-31,143 EAST MAIN STREET,TORRINGTON,United States,06790,CT,dvitale@barnwelltire.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Tire Dealers (441320),441320.0,2021-11-10 00:10:24.1200000,,,,,,,,,,,,,,,,,,,,,,
EAST COAST RETREADERS OF CONNECTICUT LLC,LLC,Active,,1274415,2022-03-31,60 E. DUDLEY TOWN ROAD,BLOOMFIELD,United States,06002,CT,dvitale@barnwelltire.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,All Other Rubber Product Manufacturing (326299),326299.0,2021-11-10 00:10:24.1200000,,,,,,,,,,,,,,,,,,,,,,
"GORMAN REALTY V, LLC",LLC,Active,Ready for dissolution,1274417,2019-03-31,143 EAST MAIN STREET,TORRINGTON,,06790,CT,BGORAM@BARNWELLTIRE.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1200000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"PRAGMATICS, INC.",Stock,Active,,1274419,2022-05-25,1761 BUSINESS CENTER DRIVE,RESTON,United States,20190,VA,Compliancemail@cscinfo.com,Foreign,2018-05-25,VA,VA,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:10:24.1666667,,2018-06-01,"PRAGMATICS, INC.",,,,,,,,,,,United States,,,,,,,,
ASAP INDUSTRIES LLC,LLC,Active,,1274421,2022-03-31,280 REYNOLDS BRIDGE RD,THOMASTON,United States,06787,CT,bhg@asapllc.biz,Domestic,2018-05-25,CT,Connecticut,True,False,False,False,False,"Other Foundation, Structure, and Building Exterior Contractors (238190)",238190.0,2021-11-10 00:10:24.1666667,,,,,,,,,,,,,,,,,,,,,,
"ADM, LLC",LLC,Active,Ready for dissolution,1274423,2019-03-31,25 ROCKWELL PLACE,WEST HARTFORD,,06107,CT,ANTONIODELMASTROESQ@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1666667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"JGA SECURITY SOLUTIONS, LLC",LLC,Active,Ready for dissolution,1274425,2020-03-31,5 CORNELL ROAD,NEW FAIFIELD,United States,06812,CT,JGALASSO545@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1666667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"EOK, LLC",LLC,Active,,1274435,2022-03-31,141 DURHAM ROAD UNIT 15,MADISON,United States,06443,CT,cnozad@yahoo.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:10:24.7933333,,,,,,,,,,,,,,,,,,,,,,
"VETERINARY IMAGING OF CENTRAL CONNECTICUT, LLC",LLC,Active,Ready for dissolution,1274436,2019-03-31,93 WATERBURY RD,PROSPECT,,06712,CT,,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.7933333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
BABY BELUGA FAMILY DAYCARE INC.,Stock,Active,,1274438,2022-05-25,68 FILLOW ST,NORWALK,United States,06850,CT,mayra.garcia11001@gmail.com,Domestic,2018-05-25,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:10:24.7933333,,,,,,,,,,,,,,,,,200.0,,,,,
"TRI-STATE RESTORE, LLC",LLC,Active,,1274439,2022-03-31,6 COUNTRY ROAD,WESTPORT,United States,06880,CT,fsale@restore.com,Foreign,2018-05-25,DE,DE,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:10:24.7933333,,2018-06-01,"TRI-STATE RESTORE, LLC",NONE,NONE,,,,NONE,NONE,,,,United States,,,,,,,,
"FREAKSTAR ENTERTAINMENT, LLC",LLC,Active,Ready for dissolution,1274447,2020-03-31,24 Munro St,Manchester,United States,06040-4432,CT,FREAKSTARENTERTAINMENT@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.7933333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
L & D REAL ESTATE LLC,LLC,Active,,1274461,2022-03-31,116 GEORGETOWN DRIVE,WATERTOWN,United States,06795,CT,landdrealestate@gmail.com,Domestic,2018-05-25,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:10:24.8400000,,,,,,,,,,,,,,,,,,,,,,
"HOMEMAKERS AND COMPANIONS, LLC",LLC,Active,Ready for dissolution,1274463,2019-03-31,330 MUNSON STREET,NEW HAVEN,,06511,CT,EMAILJOICE@YAHOO.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8400000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"G'S LAUNDROMATS, LLC",LLC,Active,Ready for dissolution,1274464,2019-03-31,358 SAVIN AVENUE,WEST HAVEN,,06516,CT,GRANTE@SBCGLOBAL.NET,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8400000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"ROUSSEAU CONSULTING, LLC",LLC,Active,,1274465,2022-03-31,2811 WATERLEAF POINT,NEW BERN,United States,28562,NC,nancy.rousseau@comcast.net,Domestic,2018-05-25,CT,Connecticut,True,False,False,False,False,Human Resources Consulting Services (541612),541612.0,2021-11-10 00:10:24.8400000,,,,,,,,,,,,,,,,,,,,,,
LUCKY BIRCH LLC,LLC,Active,Annual report past due,1274466,2021-03-31,15 PINE HILL RD,BURLINGTON,United States,06013,CT,denysburnis@gmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:10:24.8400000,,,,,,,,,,,,,,,,,,,,,,
SBM 101 VINE LLC,LLC,Active,,1274467,2022-03-31,7 RITA AVENUE UNIT H,MONSEY,United States,10952,NY,lazer@leibishfried.com,Domestic,2018-05-25,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:24.8400000,,,,,,,,,,,,,,,,,,,,,,
SBM 9 VINE LLC,LLC,Active,,1274468,2022-03-31,7 RITA AVENUE UNIT H,MONSEY,United States,10952,NY,lazer@leibishfried.com,Domestic,2018-05-25,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:24.8400000,,,,,,,,,,,,,,,,,,,,,,
JC PRO HOME IMPROVEMENT LLC,LLC,Active,,1274469,2022-03-31,10 MIRO ST,FAIRFIELD,United States,06825,CT,majutax@outlook.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),,2021-11-10 00:10:24.8400000,,,,,,,,,,,,,,,,,,,,,,
"VISITING ANGELS HOME HEALTH CARE, LLC",LLC,Active,Ready for dissolution,1274470,2019-03-31,1840 STATE STREET,HAMDEN,,06517,CT,EMAILJOICE@YAHOO.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8400000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"DEPENDABLE HOME CARE, LLC",LLC,Active,Annual report past due,1274471,2021-03-31,1840 STATE STREET,HAMDEN,United States,06517,CT,schedulebuddy2@yahoo.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:10:24.8400000,,,,,,,,,,,,,,,,,,,,,,
SERENE SOLUTIONS LLC,LLC,Active,Ready for dissolution,1274473,2020-03-31,1 HOPMEADOW STREET,WEATOGUE,United States,06089,CT,TRACYKNIGHT@SERENESOLUTIONSLLC.ORG,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8400000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"HEART2HEART HOME HEALTH CARE, LLC",LLC,Active,Ready for dissolution,1274474,2019-03-31,1840 STATE STREET,HAMDEN,,06517,CT,EMAILJOICE@YAHOO.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8700000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"HOMECARE4YOU, LLC",LLC,Active,Ready for dissolution,1274475,2019-03-31,60 CONNOLLY PARKWAY 11-201,HAMDEN,,06514,CT,EMAILJOICE@YAHOO.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8700000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
FRIDAY FOODS LLC,LLC,Active,Ready for dissolution,1274477,2019-03-31,107 CEDAR ST 107 CEDAR ST,MANCHESTER,,06040,CT,DUBLEJONES@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8700000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"JOYCE HOME HEALTH CARE, LLC",LLC,Active,Ready for dissolution,1274479,2019-03-31,1840 STATE STREET,HAMDEN,,06517,CT,EMAILJOICE@YAHOO.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8700000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"HOMECARE, LLC",LLC,Active,Ready for dissolution,1274480,2019-03-31,1840 STATE STREET,HAMDEN,,06517,CT,EMAILJOICE@YAHOO.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8700000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
398 WEST AVENUE LLC,LLC,Active,,1274483,2022-03-31,398 WEST AVENUE,DARIEN,United States,06820,CT,kevinefullington@aol.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:24.8700000,,,,,,,,,,,,,,,,,,,,,,
"DALAND, LLC",LLC,Active,Annual report past due,1274484,2021-03-31,500 ENTERPRISE DRIVE SUITE 4A,ROCKY HILL,United States,06067,CT,lasadourian@nutmegstatefcu.org,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:10:24.8700000,,,,,,,,,,,,,,,,,,,,,,
CONSTITUTION REAL ESTATE LLC,LLC,Active,Annual report past due,1274485,2021-03-31,460 BIRD STREET,BRIDGEPORT,United States,06605,CT,KYLE@CONSTITUTIONMGMT.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:24.8700000,,,,,,,,,,,,,,,,,,,,,,
FRUGAL LLC,LLC,Active,,1274486,2022-03-31,NONE,,,,,larry@45loomisadvisors.com,Domestic,2018-05-25,,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:24.8866667,,,,,,,,,,,,,,,,,,,,,,
THE BERKSHIRE VALET LLC,LLC,Active,Ready for dissolution,1274487,2019-03-31,69 SELLECK HILL RD,SALISBURY,,06068,CT,KIMWID@OUTLOOK.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8866667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
VENTURECORP LLC,LLC,Active,,1274488,2022-03-31,201 EAST 5TH STREET STE 1000,SHERIDAN,United States,82801,WY,kylecarpenter28@yahoo.com,Foreign,2018-05-25,WY,WY,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:24.8866667,,2018-05-25,VENTURECORP LLC,"201 EAST 5TH STREET STE 1000, SHERIDAN, WY, 82801, United States",201 EAST 5TH STREET STE 1000,SHERIDAN,WY,82801,"201 EAST 5TH STREET STE 1000, SHERIDAN, WY, 82801, United States",201 EAST 5TH STREET STE 1000,SHERIDAN,WY,82801,United States,United States,United States,,,,,,
"GENUINE AUTOMOTIVE, LLC",LLC,Active,Ready for dissolution,1274490,2020-03-31,450 MAIN STREET,EAST HARTFORD,United States,06108,CT,christjesus2006@gmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Used Car Dealers (441120),,2021-11-10 00:10:24.8866667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"WOODLAND MANOR NY, LLC",LLC,Active,Ready for dissolution,1274492,2019-03-31,188 HAVILAND DRIVE,PATTERSON,,12563,NY,WOODLANDMANORNY@YAHOO.COM,Foreign,2018-05-25,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:24.8866667,Failure to file Annual Report,2018-06-01,"WOODLAND MANOR NY, LLC","188 HAVILAND DRIVE, PATTERSON, NY, 12563,",188 HAVILAND DRIVE,PATTERSON,NY,12563,,,,,,,,,,,,,,
FACTORY AUTO LLC,LLC,Active,Ready for dissolution,1274493,2020-03-31,131 KENDALL STREET,NEW HAVEN,United States,06512,CT,CRBRISTOL@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
MOXY LLC,LLC,Active,,1274494,2022-03-31,85 CAMP AVE #16K,STAMFORD,United States,06907,CT,ajohnson@firstpurpose.com,Domestic,2018-05-25,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:10:24.9166667,,,,,,,,,,,,,,,,,,,,,,
DARLIN YUVIXA MONTEROS LLC,LLC,Active,Ready for dissolution,1274495,2019-03-31,14 5TH STREET,DANBURY,,06810,CT,EDAFIESCHI@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
SFJ RENOVATIONS LLC,LLC,Active,Ready for dissolution,1274496,2019-03-31,201 STATE STREET,ENFIELD,,06082,CT,SANTO.FELIBERTY7@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"HUCHET, LLC",LLC,Active,,1274497,2022-03-31,265 POST ROAD WEST,WESTPORT,United States,06880,CT,donlinsey@gmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:24.9166667,,,,,,,,,,,,,,,,,,,,,,
"SBA DAS & SMALL CELLS, LLC",LLC,Active,,1274498,2022-03-31,8051 CONGRESS AVENUE,BOCA RATON,United States,33487,FL,kayla@corpcreations.com,Foreign,2018-05-25,FL,FL,False,False,False,False,False,Wireless Telecommunications Carriers (except Satellite) (517312),517312.0,2021-11-10 00:10:24.9166667,,2018-01-01,"SBA DAS & SMALL CELLS, LLC","8051 CONGRESS AVENUE, BOCA RATON, FL, 33487, United States",8051 CONGRESS AVENUE,BOCA RATON,FL,33487,"8051 CONGRESS AVENUE, BOCA RATON, FL, 33487, United States",8051 CONGRESS AVENUE,BOCA RATON,FL,33487,United States,United States,United States,,,,,,
WINDOW WONDERS LLC,LLC,Active,,1274499,2022-03-31,103 GRAND AVENUE,NEW HAVEN,United States,06513,CT,WINDOWWONDERS@HOTMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,True,False,False,Glass Product Manufacturing Made of Purchased Glass (327215),,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
NORTHEAST TRADING GROUP LLC,LLC,Active,Ready for dissolution,1274500,2020-03-31,300 BROAD STREET #507 #507,STAMFORD,,06901,CT,JOHNALLENA@AOL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"RED BIRD FITNESS, LLC",LLC,Active,,1274501,2022-03-31,237 ALBANY ST,SPRINGFIELD,United States,01105,MA,eroberts@purebarre.com,Foreign,2018-05-25,MA,MA,False,False,False,False,False,Fitness and Recreational Sports Centers (713940),,2021-11-10 00:10:24.9166667,,2018-06-01,"RED BIRD FITNESS, LLC","237 ALBANY ST., SPRINGFIELD, MA, 01105,",237 ALBANY ST.,SPRINGFIELD,MA,01105,"237 ALBANY ST, SPRINGFIELD, MA, 01105, United States",237 ALBANY ST,SPRINGFIELD,MA,01105,United States,,United States,,,,,,
"ALEDALI ENTERPRISES, LLC",LLC,Active,,1274502,2022-03-31,19 GROUSE LANE,WOODBRIDGE,United States,06525,CT,LILIANA.DAVALOS@YAHOO.COM,Domestic,2018-05-25,CT,Connecticut,True,False,True,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:24.9166667,,,,,,,,,,,,,,,,,,,,,,
"20 GRAND AVENUE, LLC",LLC,Active,Ready for dissolution,1274504,2019-03-31,20 GRAND AVENUE,NEW HAVEN,,06513,CT,KARIN@PATRIQUINARCHITECTS.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"TOGETHER, LLC",LLC,Active,Ready for dissolution,1274505,2020-03-31,3 WINTER WAY,ENFIELD,United States,06082,CT,RACHELANNTOURVILLE@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
RYNO SERVICE LLC,LLC,Active,Ready for dissolution,1274507,2020-03-31,273 CHESTNUT HILL RD,WILTON,United States,06897,CT,JRYANO17@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"DEREGULATED ENERGY CONSULTANTS, LLC",LLC,Active,Ready for dissolution,1274508,2020-03-31,24 POND RD,NEW HARTFORD,United States,06057,CT,JHITRYS934@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
PINK ELEPHANT LLC,LLC,Active,Ready for dissolution,1274509,2019-03-31,46 BECKERLE STREET,DANBURY,,06811,CT,PINKELEPHANTFOODTRUCK@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"FP HEMINGWAY, LLC",LLC,Dissolved,,1274510,2019-03-31,431 ORANGE STREET 431 ORANGE STREET,NEW HAVEN,,06511,CT,FREDP@CTREALTYGROUP.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,,,,,,,,,,,,,,,,,,,2020-12-31T00:00:00.000,,,
"L&S DESIGNS, LLC",LLC,Active,,1274511,2022-03-31,117 RIVER ROAD,EAST HADDAM,United States,06423,CT,patsylimon@sbcglobal.net,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:25.5600000,,,,,,,,,,,,,,,,,,,,,,
EGGPLANT LLC,LLC,Active,Ready for dissolution,1274512,2019-03-31,8 TWIN BRIDGE ACRE RD,WESTPORT,,06880,CT,SAM@SAMANTHAELIOT.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5600000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"WONDERFUL WONDERS, LLC",LLC,Active,,1274513,2022-03-31,31 DANDY DRIVE,COS COB,United States,06807,CT,pbennett2121@gmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),451110.0,2021-11-10 00:10:25.5600000,,,,,,,,,,,,,,,,,,,,,,
MAKE A WISH COMPANY LLC,LLC,Active,Ready for dissolution,1274514,2019-03-31,20 LAKESHORE DRIVE APT. B4,FARMINGTON,,06032,CT,MRK.JLN@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5600000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
SHORELINE HEIGHTS LLC,LLC,Active,Ready for dissolution,1274515,2020-03-31,23 WATER STREET APT. 2S,GUILFORD,United States,06437,CT,SHORELINEHEIGHTS@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5600000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
SANKOFA PREMIER TRAVEL LLC,LLC,Active,Annual report past due,1274517,2021-03-31,81 KENWOOD LANE 81 KENWOOD LANE,BRANFORD,United States,06405,CT,steviemccray83@gmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,All Other Traveler Accommodation (721199),721199.0,2021-11-10 00:10:25.5600000,,,,,,,,,,,,,,,,,,,,,,
SARG CONSULTING GROUP LLC,LLC,Active,Ready for dissolution,1274518,2020-03-31,4 PAUL SPRING HOLLOW,CHEYENNE,United States,82001,WY,SARG@SARGCONSULTINGGROUP.COM,Foreign,2018-05-25,WY,WY,False,False,False,False,False,,,2021-11-10 00:10:25.5600000,Failure to file Annual Report,2018-01-01,SARG CONSULTING GROUP LLC,"400 EAST 20TH STREET, CHEYENNE, WY, 82001,",400 EAST 20TH STREET,CHEYENNE,WY,82001,"400 EAST 20TH STREET, CHEYENNE, WY, 82001, United States",400 EAST 20TH STREET,CHEYENNE,WY,82001,United States,,United States,,,,,,
C&W AUTO DETAILING LLC,LLC,Active,Ready for dissolution,1274519,2019-03-31,200 SOUTH MAIN  ST,EAST WINDSOR,,06088,CT,WWW.CWAUTODETAIL@YAHOO.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5600000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
JASHUA PROJECT COMMUNITY MINISTRIES LLC,LLC,Active,Ready for dissolution,1274521,2019-03-31,66 BOSTON AVENUE,NEW HAVEN,,06512,CT,ANTONIOSANCHEZNELA@GMAIL.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5600000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
SWEET PEA PETALS LLC,LLC,Dissolved,,1274523,2021-03-31,184 MEADOW BROOK ROAD,OXFORD,United States,06478,CT,deb.sweetpeapetals@gmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Florists (453110),453110.0,2021-11-10 00:10:25.5600000,,,,,,,,,,,,,,,,,,,2021-03-27T00:00:00.000,,,
Alexicare Home Health Aides Limited Liability Company,LLC,Active,Ready for Forfeiture,1274525,2020-03-31,112 Eastern St,New Haven,United States,06513-3404,CT,privatedocuments@yahoo.com,Domestic,2018-05-25,CT,Connecticut,True,False,True,False,False,Home Health Care Services (621610),,2021-11-10 00:10:25.5600000,Failure to file Annual Report,,,,,,,,,,,,,,,,,emailjoice@yahoo.com,,,,
NEXTWAVEBIO LLC,LLC,Active,,1274526,2022-03-31,321 N BIRCH RD 503,FT LAUDERDALE,United States,33304,FL,danadams@nextwavebio.com,Domestic,2018-05-25,FL,Connecticut,True,True,False,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,2021-11-10 00:10:25.5600000,,,,,,,,,,,,,,,,,,,,,,
"M & M PROPERTIES, IX, LLC",LLC,Active,,1274527,2022-03-31,14 PATTAGANSETT DR.,EAST LYME,United States,06333,CT,bop161po2@sbcglobal.net,Domestic,2018-05-25,CT,Connecticut,False,True,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:25.5600000,,,,,,,,,,,,,,,,,,,,,,
BRASS CITY UNITED INC,Non-Stock,Active,First report past due,1274528,2020-05-25,No information provided,,,,,YONG@CIAMPITAX.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5600000,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
PRIYA OHM INC.,Stock,Active,,1274530,2022-05-25,81 BOSTON POST RD,ORANGE,United States,06477,CT,crshah99@ymail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),445110.0,2021-11-10 00:10:25.5600000,,,,,,,,,,,,,,,,,5000.0,,,,,
"M & M PROPERTIES, X, LLC",LLC,Active,,1274531,2022-03-31,14 PATTAGANSETT DR.,EAST LYME,United States,06333,CT,bop161po2@sbcglobal.net,Domestic,2018-05-25,CT,Connecticut,False,True,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:25.5600000,,,,,,,,,,,,,,,,,,,,,,
"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC.",Non-Stock,Active,,1274533,2022-05-25,"13300 CROSSROADS PARKWAY NORTH, SUITE 450",CITY OF INDUSTRY,United States,91746,CA,LOJEDA@HELUNAHEALTH.ORG,Foreign,2018-05-25,CA,CA,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),561110.0,2021-11-10 00:10:25.5600000,,2018-06-01,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC.",,,,,,,,,,,United States,,,,,,,,
812GUITARS LLC,LLC,Active,,1274534,2022-03-31,61 RIVERDALE AVE.,GREENWICH,United States,06831,CT,812guitars@gmail.com,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,Musical Instrument and Supplies Stores (451140),451140.0,2021-11-10 00:10:25.5900000,,,,,,,,,,,,,,,,,,,,,,
P WILSON LCSW LLC,LLC,Active,,1274536,2022-03-31,58 PINE STREET,NEW CANAAN,United States,06840,CT,pennwilson@gmail.com,Domestic,2018-05-25,CT,Connecticut,True,False,False,False,False,Other Individual and Family Services (624190),,2021-11-10 00:10:25.5900000,,,,,,,,,,,,,,,,,,,,,,
"KELLIE KENNEDY MEMORIAL, INC.",Non-Stock,Active,First report past due,1274538,2020-05-25,No information provided,,,,,MICHAEL@FEDERICOSETTECPA.COM,Domestic,2018-05-25,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5900000,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
