name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,category_survey_email_address,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3
BLACK WOLF MARTIAL ARTS LLC,LLC,Active,Annual report past due,1294203,2021-03-31,85 WILLOW STREET #52,NEW HAVEN,06511,CT,albertofta@gmail.com,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.3700000,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,,,
BA TRADERS LLC,LLC,Active,Ready for dissolution,1294204,2019-03-31,545 PARK AVE,WINDOSR,06095,CT,OSAMA_RAZA@HOTMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.3700000,,,,,,,,,,,,,,,,,,,,,,,,,
HAPPY FEET DANCE AND TUMBLING LLC,LLC,Active,Ready for dissolution,1294205,2020-03-31,999 FOXON ROAD SUITE 20,NORTH BRANFORD,06471,CT,Ferraiolo4@comcast.net,Domestic,2018-12-26,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4200000,United States,Fine Arts Schools (611610),611610.0,,,,,,,,,,,,,,,,,,,,,,
GUSTAVO DE JESUS PASCUAL GARCIA LLC,LLC,Active,Ready for dissolution,1294206,2019-03-31,25 JAMES ST,DANBURY,06810,CT,ESTEVEZKATIUSCA@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4200000,,,,,,,,,,,,,,,,,,,,,,,,,
"102 HOPMEADOW, LLC",LLC,Active,,1294207,2022-03-31,102 HOPMEADOW STREET,WEATOGUE,06089,CT,tolkchiro@gmail.com,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4200000,United States,Offices of Chiropractors (621310),621310.0,,,,,,,,,,,,,,,,,,,,,,
MSR FACILITIES LLC,LLC,Dissolved,,1294208,2021-03-31,65 HAMLET HILL ROAD,POMFRET,06259,CT,jdiiorio65@gmail.com,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4200000,United States,Other Financial Vehicles (525990),,jdiiorio65@gmail.com,,2021-08-04T00:00:00.000,,,,,,,,,,,,,,,,,,,
"TOLK CHIROPRACTIC AND WELLNESS, LLC",LLC,Active,,1294209,2022-03-31,102 HOPMEADOW ST,WEATOGUE,06089,CT,tolkchiro@gmail.com,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4200000,United States,Offices of Chiropractors (621310),621310.0,,,,,,,,,,,,,,,,,,,,,,
"DTDC, LLC",LLC,Active,,1294210,2022-03-31,102 HOPMEADOW STREET,WEATOGUE,06089,CT,tolkchiro@gmail.com,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4200000,United States,Offices of Chiropractors (621310),621310.0,,,,,,,,,,,,,,,,,,,,,,
CIPRIANO LAUNDRYMAT LLC,LLC,Active,Ready for dissolution,1294211,2019-03-31,439 MAIN ST,EAST HAVEN,06512,CT,LUISCRISTOB@YAHOO.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4200000,,,,,,,,,,,,,,,,,,,,,,,,,
HIRAM ROCK PUBLISHING LLC,LLC,Dissolved,,1294212,2021-03-31,359 WILLOW ROAD,GUILFORD,06437,CT,JAYCURRAN.BVM@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4200000,United States,Other Automotive Mechanical and Electrical Repair and Maintenance (811118),811118.0,,,2021-02-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
B ALLEN K LLC,LLC,Active,Ready for dissolution,1294213,2019-03-31,20 CLOVERLEAF DRIVE,NEW FAIRFIELD,06812,CT,FULFILLMENT@ZENBUSINESS.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4200000,,,,,,,,,,,,,,,,,,,,,,,,,
"PURPOSE PARK, LLC",LLC,Active,,1294214,2022-03-31,360 BLOOMFIELD AVENUE,WINDSOR,06095,CT,INFO@GWATKISFINANCIAL.COM,Domestic,2018-12-26,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:32.4200000,United States,Other Direct Selling Establishments (454390),,,,,,,,,,,,,,,,,,,,,,,
LAZER MANAGEMENT LLC,LLC,Active,Ready for dissolution,1294215,2019-03-31,92 BROOKSIDE RD,WATERBURY,06708,CT,ELIOBUILD@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4200000,,,,,,,,,,,,,,,,,,,,,,,,,
"ZERO2ONE, LLC",LLC,Active,Ready for dissolution,1294216,2019-03-31,260 WILLOW SPRINGS,NEW MILFORD,06776,CT,ZERO2ONELLC@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4200000,,,,,,,,,,,,,,,,,,,,,,,,,
"1021 MIDDLE, LLC",LLC,Active,,1294217,2022-03-31,17 TURNBERRY ROAD,WALLINGFORD,06492,CT,creang@xsegroup.com,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4200000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
"MOUNTAIN CREEK, LLC",LLC,Active,,1294222,2022-03-31,968 FARMINGTON AVENUE,WEST HARTFORD,06107,CT,joanne@capstonect.com,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4200000,United States,Professional Organizations (813920),813920.0,,,,,,,,,,,,,,,,,,,,,,
G LIBURD LLP,LLP,Renunciated,,1294224,2019-12-26,24 HEATHER LANE,MANCHESTER,06040,CT,LIBURD@COX.NET,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4500000,,,,,,,,,,,,,,,,,,,,,,,,,
HOTICT LLC,LLC,Active,,1294226,2022-03-31,4313 LONE STAR TRAIL,TEMPLE,76502,TX,hotillc@yahoo.com,Domestic,2018-12-26,TX,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4500000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
BRUCE PARK PERCH LLC,LLC,Active,,1294228,2022-03-31,49 MIDDLESEX ROAD,DARIEN,06820,CT,c.vanderhorn@yahoo.com,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4500000,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
"SOUNDVIEW HOME HEALTH CARE, LLC.",LLC,Active,Ready for dissolution,1294230,2019-03-31,134 SOUNDVIEW AVENUE,BRIDGEPORT,06606,CT,PDHAITI@AOL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4500000,,,,,,,,,,,,,,,,,,,,,,,,,
FABULOUS NAIL SPA CORP.,Stock,Dissolved,,1294231,2020-12-26,2268 BLACK ROCK TPKE,FAIRFIELD,06825,CT,FABULOUSNAILSPACORP@HOTMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4500000,,,,,200.0,,,,,,,,,,,,,,,,,,,,
"CERRETA CLEANING SERVICES, LLC",LLC,Active,Ready for dissolution,1294232,2020-03-31,91A CLAPBOARD RIDGE RD,DANBURY,06811,CT,CERRETACLEANINGSERVICES@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN CORP,Stock,Dissolved,,1294233,2020-12-26,No information provided,,,,DOLLARNTHINGS1@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4500000,,,,,100.0,2020-12-28T00:00:00.000,,,,,,,,,,,,,,,,,,,
"NMB BPT., LLC",LLC,Active,,1294234,2022-03-31,434 GRAND ST,BRIDGEPORT,06604,CT,AMIRISUFI@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4500000,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,amirisufi@gmail.com,,,,,,,,,,,,,,,,,,,,,
41 GRANDVIEW AVE LLC,LLC,Active,Ready for dissolution,1294235,2019-03-31,40 S KING ST,DANBURY,06811,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4500000,,,,,,,,,,,,,,,,,,,,,,,,,
BRAHMI HEALING LLC,LLC,Active,Ready for dissolution,1294236,2019-03-31,42 LAKE AVE EXT SUITE 292,DANBURY,06811,CT,MONICAFF@PROTONMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4500000,,,,,,,,,,,,,,,,,,,,,,,,,
RESTOREMD LLC,LLC,Active,,1294237,2022-03-31,382 GRINDSTONE HILL ROAD,NORTH STONINGTON,06359,CT,Kathleenkatamura@me.com,Domestic,2018-12-26,CT,Connecticut,True,True,True,False,False,,2021-11-10 00:08:32.4500000,United States,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,,,,,,,,,,,,,,,,,,,,,,
COLE PROPERTIES LLC,LLC,Active,,1294238,2022-03-31,192 WHISCONIER RD,BROOKFIELD,06804,CT,coleconstruction@charter.net,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4500000,United States,Land Subdivision (237210),237210.0,,,,,,,,,,,,,,,,,,,,,,
BLACK ROCK PHARMACY LLC,LLC,Active,Ready for dissolution,1294239,2020-03-31,1838 BLACK ROCK TURNPIKE,FAIRFIELD,068,CT,LEE.SUSAN75@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
GABRIELLE WADE LLC,LLC,Active,Ready for dissolution,1294240,2020-03-31,10 BUENA VISTA STREET,STAMFORD,06907,CT,GABRIELLE.W.WADE@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4500000,,,,,,,,,,,,,,,,,,,,,,,,,
WHATEVER YOU SAY PRODUCTIONS LLC,LLC,Active,Ready for dissolution,1294241,2020-03-31,96 MAIN STREET,IVORYTON,06442,CT,WHATEVERYOUSAYPRODUCTIONS@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
RPS FINANCIAL CONSULTING LLC,LLC,Active,Ready for dissolution,1294242,2019-03-31,73 PARRY CT,STAMFORD,06907,CT,RENUPSAXENA@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4500000,,,,,,,,,,,,,,,,,,,,,,,,,
"RANDALL C WING, DDS MS LLC",LLC,Active,Ready for dissolution,1294243,2019-03-31,1050 SULLLIVAN AVENUE UNIT A!,SOUTH WINDSOR,06074,CT,DEBBIEWING@COX.NET,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:32.4500000,,,,,,,,,,,,,,,,,,,,,,,,,
DISCO FORNO LLC,LLC,Active,,1294245,2022-03-31,26 WATCH TOWER RD,PLYMOUTH,06782,CT,BRANDONGERVICKAS@YAHOO.COM,Domestic,2018-12-26,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:32.4800000,United States,Caterers (722320),722320.0,,,,,,,,,,,,,,,,,,,,,,
EL TIPO'S RESTAURANT LLC,LLC,Active,Annual report past due,1294252,2021-03-31,36 GOLDEN STREET,NEW LONDON,06320,CT,Luisalberto.aguilar@hotmail.com,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4800000,United States,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,
AFTER HOURS AUTOMOTIVE LLC,LLC,Active,Ready for dissolution,1294320,2020-03-31,314 WILSON AVE SUITE L,NORWALK,06854,CT,AFTERHOURSAUTOCT@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1533333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"NEXT LEVEL LOUNGE, LLC",LLC,Dissolved,,1294586,2019-03-31,23 EAST FARM STREET,WATERBURY,,CT,POOKIE_WILL@YAHOO.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:33.1700000,,,,,,2020-12-14T00:00:00.000,,,,,,,,,,,,,,,,,,,
JARME HOME AND HEALTHCARE SERVICES CORPORATION,Stock,Active,Ready for dissolution,1294587,2019-12-26,2038 EAST CHESTER ROAD,BRONX,10461,NY,JARME@JHHCARE.COM,Foreign,2018-12-26,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:33.1700000,,,,,,,2018-12-26,JARME  HOME AND HEALTHCARE SERVICES CORPORATION,,,,,,,,,,,,,,,,,
US PACK SERVICES LLC,LLC,Active,,1294603,2022-03-31,2251 LYNX LANE STE 5,ORLANDO,32804,FL,FILINGMANAGER@CAPITOLSERVICES.COM,Foreign,2018-12-26,DE,DE,False,False,False,False,False,,2021-11-10 00:08:33.6533333,United States,Couriers and Express Delivery Services (492110),492110.0,,,,2019-01-01,US PACK SERVICES LLC,United States,"1675 SOUTH STATE STREET SUITE B, DOVER, DE, 19901,",1675 SOUTH STATE STREET SUITE B,DOVER,DE,19901,,"1675 SOUTH STATE STREET SUITE B, DOVER, DE, 19901, United States",1675 SOUTH STATE STREET SUITE B,DOVER,DE,19901.0,United States,,,,
"LANCER MANAGEMENT SERVICES, INC.",Stock,Withdrawn,,1294617,2021-12-26,767 EUSTIS STREET SUITE 145,ST. PAUL,55114,MN,govdocs@corpcreations.com,Foreign,2018-12-26,MN,MN,False,False,False,False,False,,2021-11-10 00:08:30.5266667,United States,Food Service Contractors (722310),722310.0,,,,2018-12-21,"LANCER MANAGEMENT SERVICES, INC.",United States,,,,,,,,,,,,,,,,
RESINALL CORP,Stock,Withdrawn,,1294172,2019-12-26,2829 LAKELAND DRIVE,FLOWOOD,39232,MS,KWATSON@WHJPLLC.COM,Foreign,2018-12-26,MS,MS,False,False,False,False,False,,2021-11-10 00:04:42.1733333,,,,,,,2019-01-01,RESINALL CORP,,,,,,,,,,,,,,,,,
TIME2SHINE CLEANING SERVICE LLC,LLC,Dissolved,,1294227,2020-03-31,18 SAVOY STREET,EAST HAVEN,06513,CT,JENNIFERN1983@YAHOO.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:49.5166667,United States,,,,,2020-02-28T00:00:00.000,,,,,,,,,,,,,,,,,,,
78 GRANBY STREET LLC,LLC,Dissolved,,1294187,2019-03-31,580 TOLLAND STREET,EAST HARTFORD,06108,CT,INFO@LANDSEQUIPMENT.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:51.5533333,,,,,,2019-03-25T00:00:00.000,,,,,,,,,,,,,,,,,,,
"WINE TWIST CT, LLC",LLC,Dissolved,,1294186,2020-03-31,607 BANTAM RD. STE B,BANTAM,06750,CT,DVALLE@WINETWIST.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:52.1166667,United States,,,,,2020-03-10T00:00:00.000,,,,,,,,,,,,,,,,,,,
"MRGG, LLC",LLC,Dissolved,,1294141,2019-03-31,11 TALCOTT NOTCH ROAD,FARMINGTON,06032,CT,GGREENE@GREENELAWPC.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:57.4433333,,,,,,2019-04-01T00:00:00.000,,,,,,,,,,,,,,,,,,,
NEXT LEVEL FLOOR CARE LLP,LLP,Renunciated,,1294184,2019-12-26,4 MYRTLE STREET,NORWALK,06855,CT,NEXTLFC@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:57.4433333,,,,,,,,,,,,,,,,,,,,,,,,,
SILVERMINE RENTAL LLC,LLC,Dissolved,,1294138,2021-03-31,8 SILVERMINE AVE APT 3,NORWALK,06850,CT,silverminerentalllc@gmail.com,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:19.1400000,United States,Lessors of Residential Buildings and Dwellings (531110),,,,2020-09-11T00:00:00.000,,,,,,,,,,,,,,,,,,,
TLR TEN LLC,LLC,Dissolved,,1294201,2019-03-31,854 RIVERSIDE DR,THOMSON,06255,CT,MANINDERARORA67@GMAIL.COM,Domestic,2018-12-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:46.4000000,,,,,,2019-07-08T00:00:00.000,,,,,,,,,,,,,,,,,,,
TRISH C EVENT PLANNING SERVICES LLC,LLC,Dissolved,,1294220,2021-03-31,236 ASCOT LANE,TORRINGTON,06790,CT,chastanetlc@gmail.com,Domestic,2018-12-26,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:05:32.6266667,United States,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",,,,2020-10-21T00:00:00.000,,,,,,,,,,,,,,,,,,,
MLC CONSTRUCTION LLC,LLC,Active,Annual report past due,1294058,2021-03-31,"41 1/2 DAVIS ST, APT 1",DANBURY,06810,CT,SENECA.BUSINESS@YAHOO.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1033333,United States,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,,,,,,,,,,,,,,,,,,,,,,
JALIYAN LLC,LLC,Active,,1294072,2022-03-31,SUBWAY 95 STORRS ROAD,MANSFIELD,06250,CT,VIRAGDIVYA@YAHOO.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Limited-Service Restaurants (722513),,,,,,,,,,,,,,,,,,,,,,,
"ANGEL MORAN, LLC",LLC,Active,,1294115,2022-03-31,337 GRAND AVE.,NEW HAVEN,06513,CT,lucero_santos@yahoo.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.2300000,United States,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,
LOS CARPENTRY LLC.,LLC,Active,Ready for dissolution,1294119,2019-03-31,380 GORDON ST. #A1,BRIDGEPORT,06606,CT,,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.2300000,,,,,,,,,,,,,,,,,,,,,,,,,
SOMERSET FUNDING LLC,LLC,Active,Ready for dissolution,1294129,2020-03-31,612 WHEELERS FARMS ROAD,MILFORD,06611,CT,alice.bergmann@SOMERSETCAPITAL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7133333,United States,,,,,,,,,,,,,,,,,,,,,,,,
SHORELINE LLC,LLC,Active,Ready for dissolution,1294130,2019-03-31,531 RIVER ROAD,LISBON,06351,CT,AHMEDUSA1@GMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
"ROCKY'S CHICKEN, L.L.C.",LLC,Active,Ready for dissolution,1294146,2019-03-31,1220 EAST MAIN ST.,BRIDGEPORT,06608,CT,GSSFORTUNATO@HOTMAIL.COM,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7600000,,,,,,,,,,,,,,,,,,,,,,,,,
"WILGENS AND KENISE DORISME, LLC",LLC,Active,,1294154,2022-03-31,"935 WHITE PLAINS ROAD, SUITE 217",TRUMBULL,06611,CT,wdorisme@hotmail.com,Domestic,2018-12-27,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:31.7600000,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,,,
"GREAT HILL ROAD ASSOCIATES, LLC",LLC,Active,,1294155,2022-03-31,1717 WOODHAVEN DRIVE,BENSALEM,19020,PA,JOANN.ADELSBERGER@PASTEEL.COM,Foreign,2018-12-27,PA,PA,False,False,False,False,False,,2021-11-10 00:08:31.7600000,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,2018-12-17,"GREAT HILL ROAD ASSOCIATES, LLC",United States,"1717 WOODHAVEN DRIVE, BENSALEM, PA, 19020, United States",1717 WOODHAVEN DRIVE,BENSALEM,PA,19020,United States,"1717 WOODHAVEN DRIVE, BENSALEM, PA, 19020, United States",1717 WOODHAVEN DRIVE,BENSALEM,PA,19020.0,United States,,,,
"NEW LONDON SELF STORAGE 2018-Q, LLC",LLC,Active,Ready for dissolution,1294156,2020-03-31,C/O THE HAMPSHIRE COMPANIES 22 MAPLE AVENUE,MORRISTOWN,07960,NJ,BHAMM@HAMPSHIRECO.COM,Foreign,2018-12-27,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7600000,United States,,,,,,2018-12-27,"NEW LONDON SELF STORAGE 2018-Q, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,,,
"DIXON VALVE & COUPLING COMPANY, LLC",LLC,Active,,1294157,2022-03-31,1 DIXON SQUARE,CHESTERTOWN,21620,MD,Compliancemail@cscinfo.com,Foreign,2018-12-27,MD,MD,False,False,False,False,False,,2021-11-10 00:08:31.7600000,United States,Industrial Machinery and Equipment Merchant Wholesalers (423830),423830.0,,,,2018-12-27,"DIXON VALVE & COUPLING COMPANY, LLC",United States,"1 DIXON SQUARE, CHESTERTOWN, MD, 21620,",1 DIXON SQUARE,CHESTERTOWN,MD,21620,,"1 DIXON SQUARE, CHESTERTOWN, MD, 21620, United States",1 DIXON SQUARE,CHESTERTOWN,MD,21620.0,United States,,,,
"GOLF PERFORMANCE CENTER, LLC",LLC,Active,,1294158,2022-03-31,824 ETHAN ALLEN HIGHWAY,RIDGEFIELD,06877,CT,jennifer@thegolfperformancecenter.com,Foreign,2018-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.7600000,United States,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,,,,2018-11-01,"GOLF PERFORMANCE CENTER, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,,,
"VFC PHARMACY #101, LLC",LLC,Active,,1294159,2022-03-31,7 CUSTOM HOUSE ST. 2ND FLOOR,PORTLAND,04101,ME,Compliancemail@cscinfo.com,Foreign,2018-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.7600000,United States,Pharmaceutical Preparation Manufacturing (325412),325412.0,,,,2019-01-01,"VFC PHARMACY #101, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,,,
"CERTEGY PAYMENT SOLUTIONS, LLC",LLC,Active,,1294168,2022-03-31,17757 US HWY 19 NORTH SUITE 375,CLEARWATER,33764,FL,Compliancemail@cscinfo.com,Foreign,2018-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.7900000,United States,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",522320.0,,,,2018-12-27,"CERTEGY PAYMENT SOLUTIONS, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,,,
"BWW RESOURCES, LLC",LLC,Active,,1294176,2022-03-31,THREE GLENLAKE PARKWAY NE,ATLANTA,30328,GA,tfraser@inspirebrands.com,Foreign,2018-12-27,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.7900000,United States,All Other Business Support Services (561499),561499.0,,,,2019-01-01,"BWW RESOURCES, LLC",United States,"THREE GLENLAKE PARKWAY NE, ATLANTA, GA, 30328, United States",THREE GLENLAKE PARKWAY NE,ATLANTA,GA,30328,United States,"THREE GLENLAKE PARKWAY NE, ATLANTA, GA, 30328, United States",THREE GLENLAKE PARKWAY NE,ATLANTA,GA,30328.0,United States,,,,
TIBURON INSURANCE SERVICES INC.,Stock,Active,Annual report due,1294179,2021-12-27,"6800 W 115TH ST., STE. 2511",OVERLAND PARK,66211,KS,Compliancemail@cscinfo.com,Foreign,2018-12-27,CA,CA,False,False,False,False,False,,2021-11-10 00:08:31.7900000,United States,Insurance Agencies and Brokerages (524210),524210.0,,,,2019-02-01,TIBURON INSURANCE SERVICES,United States,,,,,,,,,,,,,,,,
"NAUTILUS ACQUISITION, LLC",LLC,Active,Ready for dissolution,1294182,2020-03-31,"2200 ATLANTIC ST., STE. 520",STAMFORD,06902,CT,JAMES.WATERS@COMPASSPARTNERS.COM,Foreign,2018-12-27,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7900000,United States,,,,,,2018-12-27,"NAUTILUS ACQUISITION, LLC",United States,NONE,NONE,,,,,NONE,NONE,,,,,,,,
"DD DENTAL PC HOLDINGS CT, P.C.",Stock,Active,Annual report due,1294218,2021-12-27,945 CONCORD STREET SUITE 216,FRAMINGHAM,01701,MA,cpagan@schlossbergllc.com,Domestic,2018-12-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:32.4200000,United States,Offices of Other Holding Companies (551112),551112.0,,100.0,,,,,,,,,,,,,,,,,,,,
