name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,total_authorized_shares,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,date_of_organization_meeting
"GRANITE SWAN MEMORIALS, LLC",LLC,Active,Annual report past due,1264993,2021-03-31,109 BOYNTON STREET,BARRE,05641,VT,mgherardi@graniteartisans.com,Domestic,2018-02-26,VT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1366667,United States,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,,
FINE SERVICES LLC,LLC,Active,Ready for dissolution,1264995,2019-03-31,24 FERRIS AVENUE APT. 2,NORWALK,06854,CT,AGENCYSILESIA@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.1366667,,,,,,,,,,,,,,,,,,,,,,
MOEZEES LLC,LLC,Active,Ready for dissolution,1264996,2019-03-31,107 ROCKWELL AVE,BLOOMFIELD,06002,CT,JENISONM@COMCAST.NET,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.1833333,,,,,,,,,,,,,,,,,,,,,,
HUDSON RIVER REAL ESTATE LLC,LLC,Active,Ready for dissolution,1264997,2019-03-31,22 RAYFIELD ROAD,WESTPORT,06880,CT,JULIAMARX@ME.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.1833333,,,,,,,,,,,,,,,,,,,,,,
"RETIREMENT  EDUCATORS,, LLP",LLP,Active,,1264998,2022-02-26,77 SOUTH MAIN ST,WEST HARTFORD,06107,CT,jc@jimhallinanpension.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1833333,United States,Investment Advice (523930),523930.0,,,,,,,,,,,,,,,,,,,
"VB CARPENTRY, LLC",LLC,Active,Ready for dissolution,1265000,2019-03-31,107 WYNWOOD DR,NEW MILFORD,06776,CT,INTERPOINT@GMX.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.1833333,,,,,,,,,,,,,,,,,,,,,,
AROMATELLE LLC,LLC,Dissolved,,1265001,2019-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,FILINGS@REGISTEREDAGENTSINC.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1833333,,,,,,,,,,,,,,,,,,,2021-05-01T00:00:00.000,,,
VICTORIAN FINANCE LLC,LLC,Active,,1265002,2022-03-31,2570 BOYCE PLAZA ROAD,PITTSBURGH,15241,PA,ARS@RASI.COM,Foreign,2018-02-26,PA,PA,False,False,False,False,False,,,2021-11-10 00:10:24.1833333,United States,Mortgage and Nonmortgage Loan Brokers (522310),522310.0,2018-03-01,VICTORIAN FINANCE LLC,United States,"2570 BOYCE PLAZA ROAD, PITTSBURGH, PA, 15241,",2570 BOYCE PLAZA ROAD,PITTSBURGH,PA,15241,,"2570 BOYCE PLAZA ROAD, PITTSBURGH, PA, 15241, United States",2570 BOYCE PLAZA ROAD,PITTSBURGH,PA,15241,United States,,,,
"MBM DESIGN, LLC",LLC,Active,,1265003,2022-03-31,122 OLD COMMON ROAD,WETHERSFIELD,06109,CT,melissa@mbmdesignco.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1833333,United States,Interior Design Services (541410),541410.0,,,,,,,,,,,,,,,,,,,
"RJF HOLDINGS, LLC",LLC,Active,Ready for dissolution,1265005,2020-03-31,165 CHERRY STREET,MILFORD,06460,CT,JOE@MILFORDDRYCLEAN.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.1833333,United States,,,,,,,,,,,,,,,,,,,,,
THE KITTEN KNITS LLC,LLC,Active,Ready for dissolution,1265006,2019-03-31,166 JONES HILL RD,WEST HAVEN,06516,CT,THEKITTENKNITS@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.1833333,,,,,,,,,,,,,,,,,,,,,,
NINA NELSON PHOTOGRAPHY LLC,LLC,Active,,1265007,2022-03-31,190 NEARWATER LANE,DARIEN,06820,CT,ninanelsonphotography@gmail.com,Domestic,2018-02-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:24.1833333,United States,"Photography Studios, Portrait (541921)",541921.0,,,,,,,,,,,,,,,,,,,
"130 HARTFORD AVENUE, LLC",LLC,Active,,1265008,2022-03-31,179 BROAD STREET,WETHERSFIELD,06109,CT,matthew.cooper@morganstanley.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1833333,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,
REVISED HOMES LLC,LLC,Active,Ready for dissolution,1265009,2020-03-31,9 STONEWALL LA,BRANFORD,06405,CT,Revisedhomesllc@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.1833333,,,,,,,,,,,,,,,,,,,,,,
"AVALON SUBROGATION PARTNERS, LLC",LLC,Active,,1265010,2022-03-31,1301 6TH AVENUE WEST,BRADENTON,34205,FL,Compliancemail@cscinfo.com,Foreign,2018-02-26,FL,FL,False,False,False,False,False,,,2021-11-10 00:10:24.1833333,United States,All Other Insurance Related Activities (524298),524298.0,2018-02-26,"AVALON SUBROGATION PARTNERS, LLC",United States,"1301 6TH AVENUE WEST, BRADENTON, FL, 34205,",1301 6TH AVENUE WEST,BRADENTON,FL,34205,,"1301 6TH AVENUE WEST, BRADENTON, FL, 34205, United States",1301 6TH AVENUE WEST,BRADENTON,FL,34205,United States,,,,
"ROSS HILL LEARNING ACADEMY, LLC",LLC,Active,Annual report past due,1265012,2021-03-31,68 LAWNCREST RD.,NEW HAVEN,06515,CT,joy_rice@sbcglobal.net,Domestic,2018-02-26,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:10:24.1833333,United States,Child Day Care Services (624410),624410.0,,,,,,,,,,,,,,,,,,,
CRYSTAL ICE RINKS LLC,LLC,Active,,1265013,2022-03-31,300 WILSON AVENUE,NORWALK,06854,CT,info@cpa-payroll.com,Foreign,2018-02-26,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:24.1833333,United States,Sports Teams and Clubs (711211),711211.0,2018-03-01,CRYSTAL ICE RINKS LLC,United States,"108 WEST 13TH ST, WILMINGTON, DE, 19801,",108 WEST 13TH ST,WILMINGTON,DE,19801,,"108 WEST 13TH STREET, WILMINGTON, DE, 19801, United States",108 WEST 13TH STREET,WILMINGTON,DE,19801,United States,,,,
WINDBROOK EAST INC.,Stock,Active,First report past due,1265015,2020-02-26,No information provided,,,,SUSAN.WELCH@WINDBROOKEAST.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file First Report,1000.0,2021-11-10 00:10:24.1833333,,,,,,,,,,,,,,,,,,,,,,
GOSHEN HILL MAPLES LLC,LLC,Active,,1265016,2022-03-31,1040 GOSHEN HILL ROAD,LEBANON,06249,CT,psolari6068@charter.net,Domestic,2018-02-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:24.1833333,United States,Apiculture (112910),112910.0,,,,,,,,,,,,,,,,,,,
CORNER HOPE RESTAURANT GROUP INC.,Stock,Active,First report past due,1265017,2020-02-26,No information provided,,,,STEVE@WORLDSBESTPIZZA.NET,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file First Report,200.0,2021-11-10 00:10:24.1833333,,,,,,,,,,,,,,,,,,,,,,
"RETAIL HACK, LLC",LLC,Active,Ready for dissolution,1265018,2019-03-31,12 LITTLE BROOK ROAD NORTH 12 LITTLE BROOK ROAD NORTH,DARIEN,06820-4919,CT,RETAILHACKCO@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8100000,,,,,,,,,,,,,,,,,,,,,,
"49 MAPLE, LLC",LLC,Active,,1265019,2022-03-31,103 SILVER CREEK LANE,NORWALK,06850,CT,JAMES.ZHANG.OPR@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8100000,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,
"TACTICAL SUCCESS, LLC",LLC,Active,,1265020,2022-03-31,31 COBBLESTONE DRIVE,PLANTSVILLE,06479,CT,tacticalsuccess@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8100000,United States,Other Scientific and Technical Consulting Services (541690),541690.0,,,,,,,,,,,,,,,,,,,
NUTMEG YOGA LLC,LLC,Active,Ready for dissolution,1265021,2019-03-31,191 COPPERMINE ROAD 191 COPPERMINE ROAD,FARMINGTON,06085,CT,NUTMEGYOGA@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8100000,,,,,,,,,,,,,,,,,,,,,,
TC FITNESS LLC,LLC,Active,,1265022,2022-03-31,120 ROSE CIR APT A,MIDDLETOWN,06457,CT,trainercole@outlook.com,Domestic,2018-02-26,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:10:24.8233333,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,
GREENWICH PLAY COMPANY LLC,LLC,Dissolved,,1265024,2019-03-31,20 MEADOW RD,RIVERSIDE,06878,CT,CBGAULT26@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,2021-05-17T00:00:00.000,,,
AVS INVESTORS LLC,LLC,Active,,1265025,2022-03-31,309 TERRY ROAD,SMITHTOWN,11787,NY,sabbellavasu@gmail.com,Domestic,2018-02-26,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8233333,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,
DANIEL YAGHSIZIAN STRATEGIC HOLDINGS LLC,LLC,Active,,1265026,2022-03-31,869 FARMINGTON AVENUE # 102,WEST HARTFORD,06119,CT,dan.yaghsizian@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8233333,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,
"940 WETHERSFIELD AVE., LLC",LLC,Active,Ready for dissolution,1265027,2019-03-31,80 SURREY LANE,WINDSOR,06095,CT,MATT.BUTTAFUOCO@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,,,,
"BLACKWOOD CC, LLC",LLC,Active,Ready for dissolution,1265029,2019-03-31,4523 FIRMAMENT AVE,ENCINO,91436,CA,REEDTEAM@AOL.COM,Domestic,2018-02-26,CA,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,,,,
"DOLLY'S HOUSE, LLC",LLC,Active,Ready for dissolution,1265030,2020-03-31,250 DAN'S HIGHWAY,NEW CANAAN,06840,CT,alptrebing@trebingassociates.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8233333,United States,,,,,,,,,,,,,,,,,,,,,
"CONNECTED2FIBER, INC",Stock,Active,,1265031,2022-02-26,53 SUMNER STREET,MILFORD,01757,MA,yossi@connected2fiber.com,Foreign,2018-02-26,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:24.8233333,United States,All Other Telecommunications (517919),517919.0,2017-09-01,"CONNECTED2FIBER, INC",United States,,,,,,,,,,,,,,,,
"CODE DRAGON DESIGN & DEVELOPMENT, LLC",LLC,Active,,1265034,2022-03-31,202 DELAY ROAD,HARWINTON,06791,CT,codedragondd@gmail.com,Domestic,2018-02-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:24.8233333,United States,All Other Information Services (519190),519190.0,,,,,,,,,,,,,,,,,,,
TAWIL AND TEAM LLC,LLC,Active,Annual report past due,1265036,2021-03-31,84 HORATIO STREET 3C,NEW YORK,10014,NY,ct-reports@statefilings.in,Foreign,2018-02-26,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:24.8233333,United States,Offices of Real Estate Agents and Brokers (531210),531210.0,2018-02-26,TAWIL AND TEAM LLC,United States,"84 HORATIO STREET 3C, NEW YORK, NY, 10014,",84 HORATIO STREET 3C,NEW YORK,NY,10014,,"84 HORATIO STREET 3C, NEW YORK, NY, 10014, United States",84 HORATIO STREET 3C,NEW YORK,NY,10014,United States,,,,
"A NEW WAY THERAPEUTICS, LLC",LLC,Active,,1265037,2022-03-31,"151 NEW PARK AVE., SUITE 27",HARTFORD,06106,CT,ckeldo@gmail.com,Domestic,2018-02-26,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:10:24.8233333,United States,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,
MARTLAW TITLE INC,Non-Stock,Active,,1265038,2022-02-26,249 WICKENDEN STREET,PROVIDENCE,02903,RI,closings@martlawtitle.com,Foreign,2018-02-26,RI,RI,False,False,False,False,False,,,2021-11-10 00:10:24.8233333,United States,Title Abstract and Settlement Offices (541191),541191.0,2018-02-26,MARTLAW TITLE INC,United States,,,,,,,,,,,,,,,,
TNT TILE & MARBLE SERVICES LLC,LLC,Active,Ready for dissolution,1265039,2019-03-31,18 GAYLORD RD,TRUMBULL,06611,CT,KELLYNHASILVA802@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8566667,,,,,,,,,,,,,,,,,,,,,,
BARLOW ENTERPRISE LLC,LLC,Active,Ready for dissolution,1265040,2019-03-31,66 PINSKI DR,BRANFORD,06405,CT,BARLOWBRAD2@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8566667,,,,,,,,,,,,,,,,,,,,,,
"NEXT STEP REALTY SERVICES, LLC",LLC,Active,,1265041,2022-03-31,160 KYLES WY,SHELTON,06484,CT,cathe.bross@gmail.com,Domestic,2018-02-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:24.8566667,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,
"M. EVANS & CO., LLC",LLC,Active,Ready for dissolution,1265045,2020-03-31,300 SCHRAFFTS DRIVE UNIT A104,WATERBURY,06705,CT,MALAYSHIAEVANS@HOTMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8566667,United States,,,,,,,,,,,,,,,,,,,,,
MARITZA MARENGO'S ATELIER LLC,LLC,Active,Ready for dissolution,1265046,2020-03-31,650 MIX AVE APT 1M,HAMDEN,06514,CT,MARITZAMARENGO@HOTMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8566667,United States,,,,,,,,,,,,,,,,,,,,,
"HURDLE INVESTMENTS, LLC",LLC,Active,Ready for dissolution,1265047,2019-03-31,1039 WEST MAIN STREET,WATERBURY,06708,CT,TIFFANYHURDLE@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8566667,,,,,,,,,,,,,,,,,,,,,,
ANGEL TIGRE LLC,LLC,Active,Ready for dissolution,1265048,2019-03-31,53 STONE HILL RD 53 STONE HILL RD,BETHEL,06801,CT,EDAFIESCHI@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8566667,,,,,,,,,,,,,,,,,,,,,,
THE MUSHROOM CLOUD LLC,LLC,Active,Ready for dissolution,1265049,2019-03-31,30 KNEELAND RD,NEW HAVEN,06512,CT,THEMUSHROOMCLOUDMUSIC@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8566667,,,,,,,,,,,,,,,,,,,,,,
PJP ASSOCIATES LLC,LLC,Active,,1265050,2022-03-31,43 BRAGG STREET PO BOX 801,NORTH CANAAN,06018,CT,mapallone@hotmail.com,Domestic,2018-02-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:24.8566667,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,
PS. TRUCKING LLC.,LLC,Active,Ready for dissolution,1265051,2020-03-31,125 WINTHROP AVE,NEW HAVEN,06519,CT,pstruckingllc@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8566667,United States,,,,,,,,,,,,,,,,,,,,,
319 NAILS SALON INC,Non-Stock,Active,,1265052,2022-02-26,319 HAZARD AVE,ENFIELD,06082,CT,phungleusa@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8566667,United States,Beauty Salons (812112),812112.0,,,,,,,,,,,,,,,,,,,
"RED LION PROPERTY HOLDINGS, LLC",LLC,Active,,1265055,2022-03-31,2535 LONG RIDGE ROAD,STAMFORD,06903,CT,RedLionPropertyHoldings@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8566667,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,
TODO CLEANING SERVICE LLC,LLC,Active,Ready for dissolution,1265056,2019-03-31,47 HIGH RIDGE RD.,STAMFORD,06905,CT,TODOCLEANINGSERVICE@HOTMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8566667,,,,,,,,,,,,,,,,,,,,,,
ELC ENTERPRISES LLC,LLC,Active,Ready for dissolution,1265057,2019-03-31,27 HIGHLAND TER,IVORYTON,06409,CT,INFO@ELCENTERPRISES.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8566667,,,,,,,,,,,,,,,,,,,,,,
"BUSY MOM COLLECTIVE, LLC",LLC,Active,,1265059,2022-03-31,31 DAIRY FARM DR,BROOKFIELD,06804,CT,staceylogden@gmail.com,Domestic,2018-02-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:24.8566667,United States,Business and Secretarial Schools (611410),611410.0,,,,,,,,,,,,,,,,,,,
"AT YOUR OFFICE, LLC",LLC,Active,Annual report past due,1265060,2021-03-31,4 THORP LANE,NORWALK,06850,CT,itsyourofficenow@yahoo.com,Domestic,2018-02-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:24.9000000,United States,All Other Business Support Services (561499),561499.0,,,,,,,,,,,,,,,,,,,
"COUGHLAN COMPANIES, LLC",LLC,Active,,1265061,2022-03-31,1710 ROE CREST DRIVE,NORTH MANKATO,56003,MN,ehelgason@coughlancompanies.com,Foreign,2018-02-26,MN,MN,False,False,False,False,False,,,2021-11-10 00:10:24.9000000,United States,Book Publishers (511130),511130.0,2018-01-01,"COUGHLAN COMPANIES, LLC",United States,"1710 ROE CREST DRIVE, NORTH MANKATO, MN, 56003,",1710 ROE CREST DRIVE,NORTH MANKATO,MN,56003,,"1710 ROE CREST DRIVE, NORTH MANKATO, MN, 56003, United States",1710 ROE CREST DRIVE,NORTH MANKATO,MN,56003,United States,,,,
SYNMIK LLC,LLC,Active,,1265062,2022-03-31,28 NOD WEST DRIVE,RIDGEFIELD,06877,CT,gr6120@yahoo.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9000000,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,
LILY & FROG LLC,LLC,Active,Ready for dissolution,1265063,2019-03-31,130 BRINSMAYD AVE,STRATFORD,06614,CT,LOUISSACOTO@SBCGLOBAL.NET,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.9000000,,,,,,,,,,,,,,,,,,,,,,
LUCKY'S LLC,LLC,Active,,1265065,2022-03-31,36 CARDINAL WAY,SOUTH WINDSOR,06074,CT,pam@donbrooksassoc.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9000000,United States,"Beer, Wine, and Liquor Stores (445310)",,,,,,,,,,,,,,,,,,,,
SHADOW OF INTENT LLC,LLC,Active,,1265066,2022-03-31,201 TUNXIS RD,WEST HARTFORD,06107,CT,sidohpaper@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9000000,United States,Musical Groups and Artists (711130),,,,,,,,,,,,,,,,,,,,
"BUY THE SLICE PROPERTIES, LLC",LLC,Active,Ready for dissolution,1265067,2019-03-31,79 NECK RD,OLD LYME,06371,CT,D_FREDERIKS@YAHOO.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.9000000,,,,,,,,,,,,,,,,,,,,,,
REX EXPRESS CARRIERS LLC,LLC,Active,Ready for dissolution,1265068,2019-03-31,28 HICKORY STREET APT. 1,WATERBURY,06706,CT,REXEXPRESSCARRIERS@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.9000000,,,,,,,,,,,,,,,,,,,,,,
"RAFTELIS FINANCIAL CONSULTANTS, INC",Stock,Active,,1265069,2022-02-26,227 WEST TRADE STREET SUITE 1400,CHARLOTTE,28202,NC,abryant@raftelis.com,Foreign,2018-02-26,NC,NC,False,False,False,False,False,,,2021-11-10 00:10:24.9000000,United States,Other Management Consulting Services (541618),541618.0,2018-02-26,"RAFTELIS FINANCIAL CONSULTANTS, INC",United States,,,,,,,,,,,,,,,,
DPD LLC,LLC,Active,Ready for dissolution,1265071,2019-03-31,8 BALDWIN ROAD,NORWALK,06851,CT,CJLCPA@AOL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.9000000,,,,,,,,,,,,,,,,,,,,,,
CHUTES AND COMPACTORS OF NY INC,Stock,Active,Ready for dissolution,1265072,2019-02-26,28 NORTH 14 ST 28 NORTH 14 ST,NEWARK,07107,NJ,AYARKONY@CHUTESENTERPRISES.COM,Foreign,2018-02-26,NJ,NJ,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.9000000,,,,2017-06-01,CHUTES AND COMPACTORS OF NY INC,,,,,,,,,,,,,,,,,
JORDAN TIMBRO LLC,LLC,Active,,1265073,2022-03-31,238 CHARTER RD,ROCKY HILL,06067,CT,Jordantimbro@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9000000,United States,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,,,,,,,
"RIEVE COUNSELING AND THERAPY, LLC",LLC,Active,,1265076,2022-03-31,141 NASHVILLE RD 141 NASHVILLE RD,BETHEL,06801,CT,Michael.Rieve@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9000000,United States,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,
"REAL WORLD CONCEPTS, LLC",LLC,Active,Ready for dissolution,1265077,2019-03-31,84 FAIRVIEW AVE.,WEST HAVEN,06516,CT,REALWORLDCONCEPTS@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.9000000,,,,,,,,,,,,,,,,,,,,,,
SMITTEN KITTEN BEAUTY LLC,LLC,Active,,1265078,2022-03-31,126 WARNER STREET,HAMDEN,06514,CT,sklashandbeauty@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9000000,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,
"VINTAGE, LLC",LLC,Active,,1265080,2022-03-31,16 MAIN ST.,COLCHESTER,06415,CT,thevintagect@gmail.com,Domestic,2018-02-26,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:25.5266667,United States,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,,,,,,,
BABY BUMPS LLC,LLC,Active,Ready for dissolution,1265081,2020-03-31,44 CHERRY HILL DR,NEWINGTON,06111,CT,EFILE1234@INCFILE.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:25.5266667,United States,,,,,,,,,,,,,,,,,,,,,
"BONDY ELECTRIC, LLC",LLC,Active,Ready for dissolution,1265084,2019-03-31,24 CEDAR CREST,PRESTON,06365,CT,SMBONDY@YAHOO.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:25.5266667,,,,,,,,,,,,,,,,,,,,,,
"MZZ GOLDING DESIGN, LLC",LLC,Active,Ready for dissolution,1265085,2019-03-31,777 MAIN STREET,HARTFORD,06103,CT,KEMONAGOLDING4@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:25.5266667,,,,,,,,,,,,,,,,,,,,,,
EXIIT SOLUTIONS LLC,LLC,Active,Annual report past due,1265086,2021-03-31,62 JULIUS ST,HARTFORD,06114,CT,ct-reports@statefilings.in,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5266667,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,
330TALENT LLC,LLC,Active,,1265087,2022-03-31,15 BEACON STREET,NEWINGTON,06111,CT,rob@330talent.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5266667,United States,Human Resources Consulting Services (541612),541612.0,,,,,,,,,,,,,,,,,,,
SOUGHT OUT SOLUTIONS LLC,LLC,Active,Ready for dissolution,1265088,2020-03-31,379 HAWLEY AVENUE 2ND FLOOR,BRIDGEPORT,06606,CT,SOUGHTOUTLLC@GMAIL.COM,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:25.5266667,United States,,,,,,,,,,,,,,,,,,,,,
"COOKIE CLOUD 9, LLC",LLC,Active,,1265089,2022-03-31,8 OLD LANE,ROXBURY,06783,CT,cookiecloud9@gmail.com,Domestic,2018-02-26,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5266667,United States,Mobile Food Services (722330),722330.0,,,,,,,,,,,,,,,,,,,
