name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,total_authorized_shares,create_dt,sub_status,reason_for_administrative,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
"CT HOUSE INSPECTORS, LLC",LLC,Active,1262084,2022-03-31,11 MEADOWOOD LN,OLD SAYBROOK,United States,06475,CT,cthouseinspectors@comcast.net,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Building Inspection Services (541350),541350.0,,2021-11-10 00:10:22.8700000,,,,,,,,,,,,,,,,,,,,,
MMI SCRIPT HUB & MEDICAL SUPPLIES LLC,LLC,Active,1262086,2022-03-31,1768 STORRS ROAD,STORRS,United States,06268,CT,jdm@muellermedical.com,Domestic,2018-01-30,CT,Connecticut,False,False,True,False,False,All Other Outpatient Care Centers (621498),621498.0,,2021-11-10 00:10:22.8700000,,,,,,,,,,,,,,,,,,,,,
GYPSY ROSE BEAUTY & WELLNESS LLC,LLC,Active,1262088,2019-03-31,67 TALMADGE HILL RD,PROSPECT,,06712,CT,GYPSYROSEBW@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.8700000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"TRAVALI DISTRIBUTION, LLC",LLC,Active,1262089,2019-03-31,12 GLENN ROAD,NORTH HAVEN,,06473,CT,NTRAVALI95@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.8700000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"384 WATERTOWN ROAD, LLC",LLC,Active,1262090,2022-03-31,"83 BANK STREET, SECOND FLOOR C/O YAMIN & GRANT, LLC",WATERBURY,United States,06702,CT,jyamin@yamingrant.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:22.8700000,,,,,,,,,,,,,,,,,,,,,
"MEWISH REHAN, LLC",LLC,Active,1262091,2022-03-31,138 POQUONOCK AVENUE,WINDSOR,United States,06095,CT,umair@yahoo.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),445120.0,,2021-11-10 00:10:22.8700000,,,,,,,,,,,,,,,,,,,,,
"APHRODITE, LLC",LLC,Active,1262092,2021-03-31,360B QUEEN ST SUITE 330,SOUTHINGTON,United States,06489,CT,ghurlbert3@gmail.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),519190.0,,2021-11-10 00:10:22.9000000,Annual report past due,,,,,,,,,,,,,,,,,,,,
KATBO DIRECT LLC,LLC,Active,1262093,2020-03-31,19 HERRICK ROAD,BROOKLYN,United States,06234,CT,KATBODIRECT@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
LABRADOR PUBLISHING LLC,LLC,Active,1262094,2019-03-31,24 W. MAIN ST. SUITE 330,CLINTON,,06413,CT,LABRADORPUBLISHINGCO@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
AUTOTOOLPRO LLC,LLC,Active,1262095,2019-03-31,269 WEDGEWOOD DR,NAUGATUCK,,06770,CT,RITA@AUTOTOOLPRO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"HIGHER ED EXECUTIVES, LLC",LLC,Active,1262098,2020-03-31,50 TROIANO ROAD,HAMDEN,,06518,CT,HIGHEREDEXECUTIVESLLC@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"KMY DDS, LLC",LLC,Active,1262099,2019-03-31,156 WINFIELD STREET,NORWALK,,06855,CT,INFO@KENNEDYDOYLE.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"RUST BUCKET REPAIR, LLC",LLC,Active,1262100,2020-03-31,2 NOD PLACE UNIT 6,CLINTON,United States,06413,CT,BUTCHERANDBUTCHER@YAHOO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"M.G. FLORU & ASSOCIATES, LLC",LLC,Active,1262101,2020-03-31,56 NORTH SOUND BEACH AVENUE,RIVERSIDE,United States,06878,CT,MICHAEL@FLORU.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"994-1000 FARMINGTON AVE, LLC",LLC,Active,1262104,2019-03-31,998 FARMINGTON AVENUE SUITE 220,WEST HARTFORD,,06107,CT,INFO@KENNEDYDOYLE.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"121 N PLAINS INDUSTRIAL RD, LLC",LLC,Active,1262105,2019-03-31,998 FARMINGTON AVENUE SUITE 220,WEST HARTFORD,,06107,CT,INFO@KENNEDYDOYLE.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
NOTARYSIGNINGAGENTCT LLC,LLC,Dissolved,1262106,2021-03-31,157 NEWGATE ROAD,OXFORD,United States,06478,CT,jtbeliveau@msn.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,All Other Business Support Services (561499),561499.0,,2021-11-10 00:10:22.9000000,,,2021-04-23T00:00:00.000,,,,,,,,,,,,,,,,,,
HART BUILT HOMES LLC,LLC,Active,1262107,2019-03-31,207 PICKETT RD,PLAINFIELD,,06374,CT,EDWARDHART32@YAHOO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
KANA ENTERPRISES 2 LLC,LLC,Active,1262108,2019-03-31,298 MAIN STREET,EAST HARTFORD,,06118,CT,AKASH18283@HOTMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"THE WINE AGENCY, LLC",LLC,Active,1262109,2022-03-31,30 BEL AIRE DRIVE,STAMFORD,United States,06905,CT,stamfordwineagency@consultant.com,Domestic,2018-01-30,CT,Connecticut,True,False,False,False,False,Wholesale Trade Agents and Brokers (425120),425120.0,,2021-11-10 00:10:22.9000000,,,,,,,,,,,,,,,,,,,,,
MBAT LLC,LLC,Active,1262110,2019-03-31,13 HILLANDALE MANOR,NORWALK,,06851,CT,BGOULD@SHOPUSASPORTS.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
KINGDOM COACHES LLC,LLC,Active,1262111,2021-03-31,137 WESTBOURNE PKWY FL 2,HARTFORD,United States,06112,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,,2021-11-10 00:10:22.9000000,Annual report past due,,,,,,,,,,,,,,,,,,,,
STAR REHAB QUALITY CONSULTING SERVICES LLC,LLC,Active,1262112,2020-03-31,35 STANDISH RD,ELLINGTON,United States,06029,CT,MauraMurray64@yahoo.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
EUROPEAN TOUCH AUTOMOTIVE DETAIL LLC,LLC,Active,1262113,2019-03-31,16 RAVENGLASS DR,STAMFORD,,06903,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"ENFIELD GAS REALTY, LLC",LLC,Active,1262114,2022-03-31,"455 CENTRAL PARK AVE., STE. 202",SCARSDALE,United States,10583,NY,samijamal@aol.com,Domestic,2018-01-30,NY,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,
BAPTISTE FAMILY INVESTMENTS LLC,LLC,Active,1262115,2019-03-31,120 URSULA PLACE 120 URSULA PLACE,STAMFORD,,06902,CT,BAPTISTEFAMILYINVESTMENTGROUP@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
METROPOINTE INTERNATIONAL FOOD AND BEVERAGES LLC,LLC,Active,1262116,2019-03-31,167 CHERRY STREET SUITE 421,MILFORD,,06460-3400,CT,SALES@METROPOINTE.US,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"FHF PLUMBING AND HEATING, LLC",LLC,Dissolved,1262120,2022-03-31,166 Walnut Tree Hill Rd,Sandy Hook,United States,06482,CT,dacostafernando1976@icloud.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),,,2021-11-10 00:10:22.9500000,,Failure to file Annual Report,2021-09-13T00:00:00.000,,,,,,,,,,,,,,,,,,
"CAMEL LIFE, LLC",LLC,Active,1262121,2020-03-31,142 NORTH STREET,RIDGEFIELD,United States,06877,CT,ROBB@CAMELLIFE.COM,Domestic,2018-01-30,CT,Connecticut,True,False,False,False,False,,,,2021-11-10 00:10:22.9500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"SCHOOL CLIMATE CONSULTANTS, LLC",LLC,Active,1262123,2020-03-31,1392 MAIN STREET,GLASTONBURY,United States,06033,CT,CICCONEPATRICIACT@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
CREATIVE TINY HANDS DAYCARE LLC,LLC,Active,1262125,2019-03-31,230 EVERETT ST,STRATFORD,,,CT,CREATIVETINYHANDS@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
SUN CAPITAL INVESTMENT LLC,LLC,Active,1262127,2022-03-31,5 SOUND VIEW TER,GREENWICH,United States,06830,CT,jamessunim@gmail.com,Domestic,2018-01-30,CT,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,
DACH ELECTRIC LLC,LLC,Active,1262128,2022-03-31,12 ELBERTA PL,UNCASVILLE,United States,06382,CT,dennishatch22@gmail.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,
LAW OFFICES OF BRUCE D. KATZ PLLC,LLC,Active,1262129,2022-03-31,53 SAUGATUCK AVENUE,WESTPORT,United States,06880,CT,bkatz@brucekatzlaw.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,
LISA CARBERG COMMUNICATIONS LLC,LLC,Active,1262130,2020-03-31,211 CEDAR ROAD,MYSTIC,,06355,CT,SAYBROOKLISA@YAHOO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:22.9500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
SAG HOME IMPROVEMENT LLC,LLC,Active,1262131,2022-03-31,35 FAIRFIELD ST,NEW HAVEN,United States,06515,CT,CODNERSTEVEN@YAHOO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,True,False,False,Painting and Wall Covering Contractors (238320),238320.0,,2021-11-10 00:10:20.1833333,,,,,,,,,,,,,,,,,,,,,
SERVICE PRESS LLC,LLC,Active,1262132,2022-03-31,105 DAY STREET,NEWINGTON,United States,06111,CT,jackie@servicepress.net,Domestic,2018-01-30,CT,Connecticut,True,False,False,False,False,Commercial Printing (except Screen and Books) (323111),323111.0,,2021-11-10 00:10:20.1833333,,,,,,,,,,,,,,,,,,,,,
CHRISSY CLEANING SERVICES LLC,LLC,Active,1262136,2019-03-31,138 UNDERHILL RD 138 UNDERHILL RD,SANDY HOOK,,06482,CT,CHRISSYCLEANINGS@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.1833333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
JGR CARPENTRY LLC,LLC,Active,1262140,2022-03-31,8 LAKEWOOD DR.,TRUMBULL,United States,06611,CT,contact@jgrcarpentry.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Framing Contractors (238130),,,2021-11-10 00:10:20.1833333,,,,,,,,,,,,,,,,,,,,,
DEAN CERA INC,Stock,Active,1262141,2020-01-30,No information provided,,,,,DEAN@BLUEMATRIX.TV,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,100.0,2021-11-10 00:10:20.1833333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,
SAINT PROJECT MANAGEMENT LLC,LLC,Active,1262143,2020-03-31,51 CLARK ST 2ND FLOOR,NEW HAVEN,,06511,CT,MELISSA5SAINT@YAHOO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.1833333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
THE POSH SKIN CARE BAR LLC,LLC,Active,1262144,2021-03-31,1 NORTH MAIN ST.700C,"SOUTHINGTON, CT",United States,06489,CT,yajairaosborn83@gmail.com,Domestic,2018-01-30,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),812112.0,,2021-11-10 00:10:20.1833333,Annual report past due,,,,,,,,,,,,,,,,,,,,
22 AD GROUP LLC,LLC,Active,1262145,2019-03-31,116 FELDSTAR RIDGE,GLASTONBURY,,06033,CT,LOU@NEXTGENRECRUITERS.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.1833333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"WEDDINGS BY REGINA MARIE, LLC",LLC,Active,1262146,2020-03-31,27 SIEMON COMPANY DRIVE SUITE 304W,WATERTOWN,United States,06705,CT,REGINA@WEDDINGSBYREGINAMARIE.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.1833333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"MEDICARE ADVISORY SERVICES OF CT, LLC",LLC,Active,1262147,2022-03-31,1177 SILAS DEANE HWY,WETHERSFIELD,United States,06109,CT,mark.fiano@masofct.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,,2021-11-10 00:10:20.1833333,,,,,,,,,,,,,,,,,,,,,
INSTITUTE FOR ECONOMIC SOLUTIONS LLC,LLC,Active,1262148,2022-03-31,121 KATONA DRIVE APT. #4A1 APT. #4A1,FAIRFIELD,United States,06824,CT,gitarajan1@gmail.com,Domestic,2018-01-30,CT,Connecticut,True,False,True,False,False,Educational Support Services (611710),611710.0,,2021-11-10 00:10:20.1833333,,,,,,,,,,,,,,,,,,,,,
"THE THOUGHTFUL TRAVELERS, LLC",LLC,Active,1262149,2022-03-31,117 WOOD POND ROAD,WEST HARTFORD,United States,06107,CT,tarcasm@gmail.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,,2021-11-10 00:10:20.2133333,,,,,,,,,,,,,,,,,,,,,
"CHAPIN AND MAYER REAL ESTATE, LLC",LLC,Active,1262150,2022-03-31,54 PARMALEE HILL ROAD,NEWTOWN,United States,06470,CT,paul.mayer@earthlink.net,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,All Other Traveler Accommodation (721199),721199.0,,2021-11-10 00:10:20.2133333,,,,,,,,,,,,,,,,,,,,,
"M & M CPA, LLC",LLC,Active,1262151,2022-03-31,5 SAINT JOHN STREET,NORTH HAVEN,United States,06473,CT,paul@uswealthnewhaven.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Tax Preparation Services (541213),541213.0,,2021-11-10 00:10:20.2133333,,,,,,,,,,,,,,,,,,,,,
"SPOT 99 PRODUCTION, INC.",Non-Stock,Active,1262152,2020-01-30,No information provided,,,,,JERRY@WHITTACCOUNTS.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2133333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,
"SMART FOODS OF AVON, INC.",Stock,Active,1262153,2019-01-30,411WEST MAIN STREET,AVON,,06001,CT,samijamal@aol.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,1000.0,2021-11-10 00:10:20.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
JP SOLUTIONS LLC,LLC,Active,1262154,2022-03-31,13629 TREASURE COVE CIR,N PALM BEACH,United States,33408,FL,dj@mgslawct.com,Domestic,2018-01-30,FL,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,,2021-11-10 00:10:20.2133333,,,,,,,,,,,,,,,,,,,,,
NHRE LLC,LLC,Active,1262160,2022-03-31,21 APPLE TREE LANE,WOODBRIDGE,United States,06525,CT,davi.azoff@gmail.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,,2021-11-10 00:10:20.2133333,,,,,,,,,,,,,,,,,,,,,
"CARTWHEELS GYMNASTS AND PARENTS, INC.",Non-Stock,Active,1262161,2021-01-30,551 ANDERSON AVE.,MILFORD,United States,06460,CT,GAP4CARTWHEELS@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,,2021-11-10 00:10:20.2133333,Annual report past due,,,,,,,,,,,,,,,,,,,,
"ITALIA YACHTS USA, LLC",LLC,Active,1262162,2020-03-31,135 RESEARCH DRIVE,MILFORD,United States,06460,CT,CAMEER@INDECO-BREAKERS.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
UNION MOVING SOLUTIONS LLC,LLC,Active,1262163,2021-03-31,800 UNION AVE,BRIDGEPORT,United States,06607,CT,UNIONMOVINGSOLUTIONS@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,True,False,False,Used Household and Office Goods Moving (484210),484210.0,,2021-11-10 00:10:20.2133333,Annual report past due,,,,,,,,,,,,,,,,,,,,
STELLAPASTA LLC,LLC,Active,1262164,2019-03-31,70 PINE STREET,NEW CANAAN,,06840,CT,STEPHANIE@ARTISANALPANTRY.NET,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"DOGALI PROPERTY HOLDINGS, LLC",LLC,Active,1262165,2019-03-31,2 MONITOR HILL ROAD,NEWTOWN,,06470,CT,SJDOG82@AOL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"ANDERBERG & ASSOCIATES, LLC",LLC,Active,1262166,2021-03-31,213 BROOKLYN RD.,CANTERBURY,United States,06331,CT,ann.anderberg@gmail.com,Domestic,2018-01-30,CT,Connecticut,True,False,False,False,False,Elementary and Secondary Schools (611110),,,2021-11-10 00:10:20.2133333,Annual report past due,,,,,,,,,,,,,,,,,,,,
KIDS TYME FAMILY DAYCARE LLC.,LLC,Active,1262167,2019-03-31,46 WHITING ST. 2ND FL.,HAMDEN,,,CT,CCAGLE421@YAHOO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
TRM MULTI SERVICE LLC,LLC,Dissolved,1262168,2019-03-31,24 CEDAR GROVE AVENUE,NEW LONDON,,06320,CT,LUIS@TRMMULTISERVICE.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2466667,,,2020-12-01T00:00:00.000,,,,,,,,,,,,,,,,,,
"LSW ASSOCIATES, LLC",LLC,Active,1262169,2021-03-31,8 FRANKLIN AVENUE,WESTPORT,United States,06880,CT,ct-reports@statefilings.in,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,,2021-11-10 00:10:20.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,
"PRESERVED ANTIQUES, LLC",LLC,Active,1262170,2021-03-31,1155 MAIN STREET,COVENTRY,United States,06238,CT,ct-reports@statefilings.in,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Used Merchandise Stores (453310),453310.0,,2021-11-10 00:10:20.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,
"1426MELVILLE, LLC",LLC,Active,1262175,2020-03-31,228 MIDLOCK ROAD,FAIRFIELD,United States,06824,CT,LINMACHEN@YAHOO.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:20.2466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"536 WASHINGTON AVENUE, LLC",LLC,Active,1262176,2022-03-31,1180 NORTH COLONY ROAD,WALLINGFORD,United States,06492,CT,lzampano@executiveag.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,2021-11-10 00:10:20.2466667,,,,,,,,,,,,,,,,,,,,,
"RDR 4699, LLC",LLC,Active,1262177,2019-03-31,4695 MAIN STREET SUITE 5,BRIDGEPORT,,06606,CT,DRRDRUSSO@AOL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
AM EVENT SERVICES LLC,LLC,Active,1262178,2022-03-31,1 HAZELHURST STREET 1 HAZELHURST STREET,CHARLESTON,United States,29492,SC,DFARINO@AMERICANMAINT.NET,Domestic,2018-01-30,SC,Connecticut,False,False,False,False,False,Other Services to Buildings and Dwellings (561790),561790.0,,2021-11-10 00:10:20.2466667,,,,,,,,,,,,,,,,,,,,,
"SHREE VISHNU, LLC",LLC,Active,1262179,2022-03-31,60 ACCESS ROAD EAST,STRATFORD,United States,06615,CT,jpatel77@hotmail.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,,2021-11-10 00:10:20.2600000,,,,,,,,,,,,,,,,,,,,,
"FLOSS & ZEKE, P.C., CERTIFIED PUBLIC ACCOUNTANTS",Stock,Active,1262180,2022-01-30,556 WEST MCKINLEY AVENUE,BRIDGEPORT,United States,06604,CT,davezflosszeke@outlook.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Offices of Certified Public Accountants (541211),541211.0,10000.0,2021-11-10 00:10:20.2600000,,,,,,,,,,,,,,,,,,,,,
ONELDA ELIZABETH VANEGAS LLC,LLC,Active,1262181,2019-03-31,24 FRANKLIN ST APT 2,DANBURY,United States,06810,CT,EDAFIESCHI@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2600000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
NORTHEAST LAND SERVICES LLC,LLC,Active,1262182,2020-03-31,209 LAKEWOOD RD,SOUTH GLASTONBURY,,06073,CT,NELANDSERVICES@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2600000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
MELANIN MAGIC & BEAUTY HAIR SUPPLIES LLC,LLC,Active,1262183,2020-03-31,51 STANLEY ST 51 STANLEY ST,EAST HARTFORD,,06108,CT,1ALWILIMAS@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.2600000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
LEE WATROUS LLC,LLC,Active,1262184,2022-03-31,11 SOUTH BROAD ST,PAWCATUCK,United States,06379,CT,eastern@registeredagentsinc.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,,2021-11-10 00:10:20.2600000,,,,,,,,,,,,,,,,,,,,,
"EVE'S REDEMPTION, LLC",LLC,Active,1262185,2019-03-31,2 HOWARD CT 2 HOWARD CT,BRIDGEPORT,,06605,CT,EVESREDEMPTION@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8066667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
SKYVIEW FAIRFIELD 2 LLC,LLC,Active,1262190,2022-03-31,105 PROSPECT ST,GREENWICH,United States,06830,CT,timothy.odonnell@skyviewventures.com,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,Other Commercial and Industrial Machinery and Equipment Rental and Leasing (532490),532490.0,,2021-11-10 00:10:20.8066667,,,,,,,,,,,,,,,,,,,,,
ANTHONY'S STEAM CLEANERS LLC,LLC,Active,1262192,2019-03-31,45 MEAD ST,BPT,,06610,CT,MAURICEJOHN1970@GMAIL.COM,Domestic,2018-01-30,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.8233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
