name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,total_authorized_shares,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting
EXECUTIVE WEALTH SOLUTIONS LLC,LLC,Active,,1288952,2022-03-31,15 HAROLD AVE,STAMFORD,06830,CT,ceo@thecreditexecutive.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6000000,United States,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,,,,,,,,
CMD SOLUTIONS LLC,LLC,Active,Ready for dissolution,1288953,2019-03-31,96 JERICHO ROAD,WATERTOWN,06795,CT,MATTHEW.R@CMD911.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6000000,,,,,,,,,,,,,,,,,,,,,,,
259 SAUGATUCK AVENUE LLC,LLC,Merged,,1288954,2022-03-31,6400 GEORGETOWN PIKE,MCLEAN,22101,VA,lisa@kaempfer.com,Domestic,2018-10-26,VA,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6000000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
"S.C. HOLDINGS, LLC",LLC,Active,,1288955,2022-03-31,67 W MAIN STREET UNIT 112,CLINTON,06413,CT,ALS@SUMMITPMLLC.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6000000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
M A M CONSTRUCTION INC.,Stock,Active,Ready for dissolution,1288956,2019-10-26,423 GROVE ROAD,PINE BUSH,12566-6714,NY,TRIOCREATIVECONSTRUCTION@AOL.COM,Foreign,2018-10-26,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6000000,,,,2018-10-29,M A M CONSTRUCTION INC.,,,,,,,,,,,,,,,,,,
SHEV'S QUALITY WEAR LLC,LLC,Active,Ready for dissolution,1288957,2019-03-31,1659 PARK ST,HARTFORD,06106,CT,SHEQUALITYWEARLLC@YAHOO.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6000000,,,,,,,,,,,,,,,,,,,,,,,
"GREENLAND ENTERPRISES, INC. OF CONNECTICUT",Stock,Active,,1288958,2022-10-26,2713 MAGRUDER BLVD STE A,HAMPTON,23666,VA,cls-ctarmsevidence@wolterskluwer.com,Foreign,2018-10-26,VA,VA,False,False,False,False,False,,2021-11-10 00:12:24.6000000,United States,Industrial Building Construction (236210),236210.0,2018-09-12,"GREENLAND ENTERPRISES, INC.",,,,,,,,,,,,United States,,,,,,
"RED HORSE CT PROPERTIES, INC.",Stock,Active,Annual report past due,1288959,2021-10-26,340 MAIN STREET #733,NORWICH,06360,CT,ra@andersonadvisors.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6000000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,1000.0,,,,,,,
"CIRRUS CONCEPT CONCULTING, INC.",Stock,Withdrawn,,1288960,2019-10-26,1 ELIZABETH PLACE SUITE 110,DAYTON,45417,OH,KHOLMES@ALTOSTAFFING.COM,Foreign,2018-10-26,OH,OH,False,False,False,False,False,,2021-11-10 00:12:24.6000000,,,,2018-12-03,"CIRRUS CONCEPT CONCULTING, INC.",,,,,,,,,,,,,,,,,,
LEMA'S CLEANING SERVICES LLC,LLC,Active,Ready for dissolution,1288961,2019-03-31,32 LAKE AVE APT 2,DANBURY,06810,CT,CRIS@MIRANTEAGENCY.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6000000,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA AVE LLC,LLC,Active,,1288962,2022-03-31,157 FLEET ST. #206,OXON HILL,20745,MD,jon.ball@lostfoxhideaway.com,Domestic,2018-10-26,MD,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6000000,United States,All Other Specialty Food Stores (445299),445299.0,,,,,,,,,,,,,,,,,,,,
R. PUDSEY & SONS LLC,LLC,Active,Ready for dissolution,1288963,2020-03-31,146 SCHOOL STREET,DANIELSON,06239,CT,SANDRALANASA@YAHOO.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6000000,United States,,,,,,,,,,,,,,,,,,,,,,
TELL ME A STORY LLC,LLC,Active,,1288964,2022-03-31,10 HILL ST,NORWALK,06850,CT,sagesuppa@gmail.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6000000,United States,Motion Picture and Video Production (512110),512110.0,,,,,,,,,,,,,,,,,,,,
MAIN MOON ZHU'S COOKERY INC.,Stock,Active,,1288965,2022-09-17,782 FEDERAL RD,BROOKFIELD,06804,CT,INFO@DCACCT.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6000000,United States,Limited-Service Restaurants (722513),722513.0,,,,,,,,,,,,,200.0,,,,,,,
TAKE TOO INC.,Stock,Active,Ready for dissolution,1288966,2019-10-26,"TANGER OUTLETS FOXWOODS, SPACE #650 455 TROLLEY LINE BOULEVARD",MASHANTUCKET,06338,CT,GIANA@PREMIERCFS.COM,Foreign,2018-10-26,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6000000,,,,2018-10-26,TAKE TOO INC.,,,,,,,,,,,,,,,,,,
"SPITFIRE AUDIO, INC.",Stock,Active,Annual report past due,1288967,2021-10-26,8A TILEYARD RD,LONDON N7 9AH,,,nwilliams@polsinelli.com,Foreign,2018-10-26,DE,DE,False,False,False,False,False,,2021-11-10 00:12:24.6000000,United Kingdom,All Other Amusement and Recreation Industries (713990),713990.0,2018-10-18,"SPITFIRE AUDIO, INC.",,,,,,,,,,,,United Kingdom,,,,,,
LT MANAGEMENT LLC,LLC,Active,Ready for dissolution,1288970,2019-03-31,170 WONX SPRING RD,PLANTSVILLE,06479,CT,TLMANAGEMENTLLC@YAHOO.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6000000,,,,,,,,,,,,,,,,,,,,,,,
PAWS & PLAY LLC,LLC,Active,,1288971,2022-03-31,606 JEROME AVE,BRISTOL,06010,CT,pawsandplayct@gmail.com,Domestic,2018-10-26,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6500000,United States,Pet Care (except Veterinary) Services (812910),,,,,,,,,,,,,,,,,,,,,
ELEVATOR DISPATCHING CONSULTING LLC,LLC,Active,,1288974,2022-03-31,254 WESTPOINT TERRACE,WEST HARTFORD,06107,CT,tschristy@comcast.net,Domestic,2018-10-26,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6500000,United States,Engineering Services (541330),541330.0,,,,,,,,,,,,,,,,,,,,
"CADE HILL, LLC",LLC,Active,,1288975,2022-03-31,638 HOPE ST UNIT 2,STAMFORD,06907,CT,cadehillllc@gmail.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6500000,United States,Investment Advice (523930),523930.0,,,,,,,,,,,,,,,,,,,,
ANTHONYJAFFE LLC,LLC,Active,,1288976,2022-03-31,703 VERNA HILL ROAD,FAIRFIELD,06824,CT,filings@betterlegal.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6500000,United States,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,,
TAV REALTY LLC,LLC,Active,,1288977,2022-03-31,5 HEMLOCK HOLLOW,CHAPPAQUA,10514,NY,mrstavo123@aol.com,Domestic,2018-10-26,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6500000,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,
PAULO CESAR DA SILVA LLC,LLC,Active,Ready for dissolution,1288978,2019-03-31,140 MERIDEN RD,WATERBURY,06705,CT,ONEOAKINSURANCE@YAHOO.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6500000,,,,,,,,,,,,,,,,,,,,,,,
CRJTRANSPORT LLC,LLC,Active,Ready for dissolution,1288979,2020-03-31,51 LINCOLN ST,HAMDEN,06518,CT,EFILE1234@INCFILE.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6500000,United States,,,,,,,,,,,,,,,,,,,,,,
HARBORVIEW ADVISORS INC.,Stock,Active,,1288980,2022-10-26,71 BUTLER LN,NEW CANAAN,06840,CT,EFILE1234@INCFILE.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6500000,United States,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,1500.0,,,,efile1235@incfile.com,,,
"INTERRA SYSTEMS, INC.",Stock,Active,Ready for dissolution,1288981,2019-10-26,"1601 S. DE ANZA BLVD., SUITE 212",CUPERTINO,95014,CA,WWW.ADMIN@INTERRASYSTEMS.COM,Foreign,2018-10-26,CA,CA,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6500000,,,,2018-06-01,"INTERRA SYSTEMS, INC.",,,,,,,,,,,,,,,,,,
420 LLC,LLC,Active,Ready for dissolution,1288982,2019-03-31,60 GILLETT ST,HARTFORD,06105,CT,LETTER4PITO@GMAIL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6500000,,,,,,,,,,,,,,,,,,,,,,,
SABIN CONSULTING LLC,LLC,Active,,1288983,2022-03-31,31 BATT LANE,EAST HAVEN,06513,CT,shsabin@sbcglobal.net,Domestic,2018-10-26,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6500000,United States,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,,
DEB FIELDS GROUP LLC,LLC,Active,Ready for dissolution,1288985,2020-03-31,91 MALLARD DR.,GREENWICH,06830,CT,DESIGNS@DEBBIEDANN.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6500000,United States,,,,,,,,,,,,,,,,,,,,,,
Y.W. FOOT SPA RELAX INC.,Stock,Active,,1288986,2022-10-26,87 MILL PLAIN RD,DANBURY,06811,CT,happyrefund@gmail.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6500000,United States,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,200.0,,,,,,,
CHILD AND FAMILY WELLNESS THERAPY LLC,LLC,Active,,1288988,2022-03-31,13 WILDWOOD DRIVE,OLD LYME,06371,CT,Droog425@gmail.com,Domestic,2018-10-26,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6500000,United States,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,
CAMI ENTERPRISES LLC,LLC,Active,Ready for dissolution,1288990,2019-03-31,631 BIRCH DR,STRATFORD,06615,CT,DREAMBYTHEMOON120@GMAIL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6500000,,,,,,,,,,,,,,,,,,,,,,,
GST LLC,LLC,Dissolved,Ready for dissolution,1288991,2019-03-31,300 WAVERLY AVE 2ND FLOOR,MAMARONECK,10543,NY,RLOPS@PARASEC.COM,Domestic,2018-10-26,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6500000,,,,,,,,,,,,,,,,,,,,,,,
HAPPY HOUR WELLNESS LLC,LLC,Active,Annual report past due,1288992,2021-03-31,309 FRENCHTOWN RD,BRIDGEPORT,06606,CT,Terry2385@gmail.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6500000,United States,Child and Youth Services (624110),624110.0,,,,,,,,,,,,,,,,,,,,
BLACK TEA TRAVEL LLC,LLC,Active,Ready for dissolution,1288993,2019-03-31,23 CORNWALL DR,WINDSOR LOCKS,06096,CT,ALEX.03NOV@GMAIL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1466667,,,,,,,,,,,,,,,,,,,,,,,
"54 STATE STREET, LLC",LLC,Active,,1289008,2022-03-31,863 MAIN STREET,HAMDEN,06514,CT,jagreening2003@yahoo.com,Domestic,2018-10-26,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:22.1466667,United States,Lessors of Other Real Estate Property (531190),524210.0,,,,,,,,,,,,,,,,,,,,
PURPLE PIVOT LLC,LLC,Active,,1289018,2022-03-31,286 WEST TRAIL,STAMFORD,06903,CT,divya@purple-pivot.com,Domestic,2018-10-26,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:22.1933333,United States,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,,
"RATIO STATES, LLC",LLC,Active,,1289038,2022-03-31,101 S. PENNSYLVANIA STREET,INDIANPOLIS,46204,IN,complianceteam@cogencyglobal.com,Foreign,2018-10-26,IN,IN,False,False,False,False,False,,2021-11-10 00:12:22.2266667,United States,Architectural Services (541310),541310.0,2018-11-02,"RATIO STATES, LLC","101 S. PENNSYLVANIA STREET, INDIANPOLIS, IN, 46204, United States",101 S. PENNSYLVANIA STREET,INDIANPOLIS,IN,46204,"101 S. PENNSYLVANIA STREET, INDIANPOLIS, IN, 46204, United States",101 S. PENNSYLVANIA STREET,INDIANPOLIS,IN,46204,,United States,United States,United States,,,,
R&M FREIGHT BROKERS LLC,LLC,Active,Ready for dissolution,1289039,2019-03-31,30 DORAN STREET,WATERBURY,06704,CT,RMFREIGHTBROKERS@GMAIL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.2266667,,,,,,,,,,,,,,,,,,,,,,,
"THREE PILLARS REAL ESTATE SOLUTIONS, LLC",LLC,Active,,1289046,2022-03-31,49 JONATHAN TRAIL,GLASTONBURY,06033,CT,lori@3pillarsres.com,Foreign,2018-10-26,NV,NV,False,False,False,False,False,,2021-11-10 00:12:22.2266667,United States,Residential Remodelers (236118),,2018-11-05,"THREE PILLARS REAL ESTATE SOLUTIONS, LLC","4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,,United States,United States,United States,,,,
ALLIANCE FRANCAISE OF NEW HAVEN INC,Non-Stock,Active,First report past due,1289131,2020-10-26,No information provided,,,,,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.3500000,,,,,,,,,,,,,,,,,,,,,,,
FRANCESCA'S ON THE GREEN L.L.C.,LLC,Active,Ready for dissolution,1289134,2019-03-31,957 STORRS ROAD,STORRS MANSFIELD,06268,CT,SALURSO9@GMAIL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.3500000,,,,,,,,,,,,,,,,,,,,,,,
"A.C.E. CONSTRUCTION SERVICES, LLC",LLC,Active,Annual report past due,1289137,2021-03-31,161 MAIN STREET APT 1W,TERRYVILLE,06786,CT,alexhoerle@protonmail.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.3500000,United States,Painting and Wall Covering Contractors (238320),238320.0,,,,,,,,,,,,,,,,,,,,
"KIMBERLY HALL SOUTH RE, LLC",LLC,Active,,1289161,2022-03-31,211 BLVD OF THE AMERICAS SUITE 306,LAKEWOOD,08701,NJ,rs@nexthcc.com,Domestic,2018-10-26,NJ,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.3833333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
"FOX HILL RE, LLC",LLC,Active,,1289162,2022-03-31,211 BLVD OF THE AMERICAS SUITE 306,LAKEWOOD,08701,NJ,rs@nexthcc.com,Domestic,2018-10-26,NJ,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.3833333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
"KIMBERLY HALL NORTH RE, LLC",LLC,Active,,1289164,2022-03-31,211 BLVD OF THE AMERICAS SUITE 306,LAKEWOOD,08701,NJ,rs@nexthcc.com,Domestic,2018-10-26,NJ,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.3833333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
"CT3 REALTY, LLC",LLC,Active,,1289166,2022-03-31,211 BLVD OF THE AMERICAS SUITE 306,LAKEWOOD,08701,NJ,rs@nexthcc.com,Domestic,2018-10-26,NJ,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.3833333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
"SALISA, LLC",LLC,Active,,1289184,2022-03-31,C/O SAUL EWING ARNSTEIN & LEHR LLP 131 DARTMOUTH STREET SUITE 501,BOSTON,02116,MA,kevin.brennan@saul.com,Domestic,2018-10-26,MA,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4300000,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,
"F.E. MORAN, INC. FIRE PROTECTION",Stock,Active,,1289186,2022-10-26,3001 RESEARCH ROAD SUITE A,CHAMPAIGN,61822,IL,fps-licensing@femoran.com,Foreign,2018-10-26,IL,IL,False,False,False,False,False,,2021-11-10 00:12:23.4300000,United States,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2015-09-24,"F.E. MORAN, INC. FIRE PROTECTION",,,,,,,,,,,,United States,,,,,,
"REVIVAL ESTATE SALES, LLC",LLC,Dissolved,,1289194,2019-03-31,"75 BERLIN RD., STE. 111",CROMWELL,06416,CT,REVIVALESTATESALES@GMAIL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4600000,,,,,,,,,,,,,,,,,,,,,2021-03-17T00:00:00.000,,
"DAVID BEAULIEU CONSULTING, LLC",LLC,Active,,1289201,2022-03-31,17 MIDLANDS DR.,AVON,06001,CT,drbeaulieu@gmail.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4600000,United States,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,,,,,,,,
LITTLE BUSY BEES LLC,LLC,Active,Ready for dissolution,1289210,2019-03-31,10 OLD ANSONIA RD,SEYMOUR,06483,CT,CHRISTINA_ANASTASIO@OUTLOOK.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4600000,,,,,,,,,,,,,,,,,,,,,,,
RM TRADING LLC,LLC,Active,,1289287,2022-03-31,530 SILAS DEANE HWY STE 130,WETHERSFIELD,06109,CT,sjbeit@aol.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4766667,United States,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,,,,,,,,
GENESIS GOSPEL CAFE,Religious,Active,,1289425,,No information provided,,,,,Domestic,2018-10-26,,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1633333,,,,,,,,,,,,,,,,,,,,,,,
"PAW-PAW'S PET SUPPLIES, LLC",LLC,Dissolved,,1288248,2019-03-31,78 MARBOY DR,PLANTSVILLE,06479,CT,MFACNASON@AOL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:54.7000000,,,,,,,,,,,,,,,,,,,,,2019-06-19T00:00:00.000,,
CBELL LLC,LLC,Dissolved,,1288915,2019-03-31,112 LENOX STREET,NEW HAVEN,06513,CT,DANIELMAFFEO05@GMAIL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:10.1966667,,,,,,,,,,,,,,,,,,,,,2019-03-26T00:00:00.000,,
JUAREZ MASONRY AND CONSTRUCTION LLC,LLC,Dissolved,,1288903,2019-03-31,41 ROGER WILLIAMS RD,BRIDGEPORT,06610,CT,KFNORWALK@GMAIL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:11.2500000,,,,,,,,,,,,,,,,,,,,,2020-05-05T00:00:00.000,,
THANALILY LLC,LLC,Dissolved,,1288969,2019-03-31,18 SUNSET AVE,OLD SAYBROOK,06475,CT,INFO@THANALILY.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:10.5766667,,,,,,,,,,,,,,,,,,,,,2020-01-24T00:00:00.000,,
"POWERHOUSE PLUMBING AND HEATING, LLC",LLC,Dissolved,,1288984,2020-03-31,88 ROBINDALE DRIVE,PLANTSVILLE,06479,CT,TEVEMALDONADO@GMAIL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:47.6200000,United States,,,,,,,,,,,,,,,,,,,,2019-12-18T00:00:00.000,,
RAINBOW TT THERAPY INC,Stock,Dissolved,,1288972,2019-10-26,500 MONROE TPKE STE 2,MONROE,06468,CT,HENGTONGTAX333@GMAIL.COM,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:40.3333333,,,,,,,,,,,,,,,,200.0,,,,,2019-07-09T00:00:00.000,,
PEAKPOINT500 LLC,LLC,Dissolved,,1288989,2021-03-31,53 WILSON ST,BRIDGEPORT,06605,CT,Joe.malf@gmail.com,Domestic,2018-10-26,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:48.2900000,United States,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,2020-10-20T00:00:00.000,,
"THE START EXCHANGE, INC",Stock,Withdrawn,,1288900,2019-10-26,270 BELLEVUE AVENUE UNIT 266,NEWPORT,02840,RI,ANNETTE@THESTARTEXCHANGE.COM,Foreign,2018-10-26,DE,DE,False,False,False,False,False,,2021-11-10 00:03:37.1166667,,,,2018-10-15,"THE START EXCHANGE, INC",,,,,,,,,,,,,,,,,,
11N LLC,LLC,Dissolved,,1289042,2020-03-31,62 PONDFIELD ROAD,BRONXVILLE,10708,NY,JGORDON@ADMIRALREALESTATE.COM,Domestic,2018-10-26,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:03:31.3500000,United States,,,,,,,,,,,,,,,,,,,,2019-12-31T00:00:00.000,,
"EES COMBUSTION TECHNOLOGIES AND SERVICES, INC.",Stock,Merged,,1288911,2020-10-26,5 TURNBERRY LN,SANDY HOOK,06482,CT,LCOOKFAIR@EESCORP.COM,Foreign,2018-10-26,DE,DE,False,False,False,False,False,,2021-11-10 00:03:56.5866667,United States,,,2018-10-31,"EES COMBUSTION TECHNOLOGIES AND SERVICES, INC.",,,,,,,,,,,,United States,,,,,,
PURE SATISVAPTION PLLC,LLC,Active,Ready for dissolution,1288994,2019-03-31,409 LEVITA RD.,LEBANON,06249,CT,S.C.L.ILLCINNOVATIONS@GMAIL.COM,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1466667,,,,,,,,,,,,,,,,,,,,,,,
CROSSLAND VINEYARDS INC.,Stock,Active,Ready for dissolution,1288995,2019-10-27,3990 RUTH WAY,PASO ROBLES,93446,CA,MATTOONCONSULTING@GMAIL.COM,Foreign,2018-10-27,CA,CA,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1466667,,,,2018-11-01,CROSSLAND VINEYARDS INC.,,,,,,,,,,,,,,,,,,
MAKING A REAL SOUND LLC,LLC,Active,,1288996,2022-03-31,113 Salem Tpke,Norwich,06360-6484,CT,MAKINGAREALSOUND@GMAIL.COM,Domestic,2018-10-27,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1466667,United States,Sound Recording Studios (512240),,,,,,,,,,,,,,,,,,,,suite 105,
COLLEGE TRANSFER SOLUTIONS LLC,LLC,Active,,1288997,2022-03-31,11 TAYLOR RIDGE,CLINTON,06413,CT,collegetransfersolutions@gmail.com,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1466667,United States,Educational Support Services (611710),611710.0,,,,,,,,,,,,,,,,,,,,
JONATHAN CHALMERS DESIGN LLC,LLC,Active,,1288999,2022-03-31,12 DANIELS STREET,PUTNAM,06260,CT,jrchalmersdesign@gmail.com,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1466667,United States,Other Specialized Design Services (541490),541490.0,,,,,,,,,,,,,,,,,,,,
"VIRTUOUS MAIDS, LLC",LLC,Active,,1289000,2022-03-31,23 LILAC DR UNIT A,SEYMOUR,06483,CT,virtuousmaids@gmail.com,Domestic,2018-10-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:22.1466667,United States,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,
"CONTINGENT, INC.",Non-Stock,Active,Annual report past due,1289001,2021-10-27,12 MOUNTAIN ST. #1,VERNON-ROCKVILLE,06066,CT,erin.bartram@gmail.com,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1466667,United States,Periodical Publishers (511120),,,,,,,,,,,,,,,,,,,,,
"AMERICAN-MADE HANDYMAN SERVICE, LLC",LLC,Active,,1289002,2022-03-31,98 SETTLERS RIDGE ROAD,MILFORD,06460,CT,americanmadehs@gmail.com,Domestic,2018-10-27,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:22.1466667,United States,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,,,,,,,,,,,,,,,,,,,,
"T-TRANSPORTATION, INC.",Stock,Active,Annual report past due,1289003,2020-10-27,474 COMMERCE DR,FAIRFIELD,06825,CT,OFFICE@ACCESSCONSULTINGUSA.COM,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1466667,,,,,,,,,,,,,,,,100.0,,,,,,,
CALIXTO LOPEZ PAINTING LLC,LLC,Active,Ready for dissolution,1289004,2019-03-31,15 LAWRENCE ST,NORWALK,06854,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1466667,,,,,,,,,,,,,,,,,,,,,,,
RP RESTORATION SERVICES LLC,LLC,Active,,1289005,2022-03-31,522C BURNHAM ST,SOUTH WINDSOR,06074,CT,rrcolad@cox.net,Domestic,2018-10-27,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1466667,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,
