name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,naics_sub_code,sub_status,reason_for_administrative,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
LAST MINUTE PRODUCTION LLC,LLC,Active,1270978,2020-03-31,339 MOHEGAN RD 339 MOHEGAN RD,SHELTON,United States,06484,CT,FRANKMATOS@OPTONLINE.NET,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
CGS CLEANING SERVICES LLC,LLC,Active,1270979,2019-03-31,60 NEWTOWN RD UNIT 200,DANBURY,,06810,CT,REYES.CONNIE38@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"MANCHESTER VEHICLE STORAGE, LLC",LLC,Active,1270981,2019-03-31,330 MAIN STREET,MANCHESTER,,06040,CT,ARMORYGROUPLLC@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
AVA LLC,LLC,Active,1270982,2022-03-31,1 SOUTH STREET APT 13A,DANBURY,United States,06810,CT,armandocabrera@sbcglobal.net,Domestic,2018-04-23,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:10:21.6033333,484121.0,,,,,,,,,,,,,,,,,,,,,,
CHAAT HOUSE INC.,Stock,Active,1270983,2020-04-23,No information provided,,,,,JOHN.BABU.WORK@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6033333,,First report past due,Failure to file First Report,,1000.0,,,,,,,,,,,,,,,,,,
"SOUND VIEW PRIVATE COUNSEL, P.L.L.C.",LLC,Active,1270984,2019-03-31,21 CHARLES STREET,WESTPORT,,06880,CT,JIM@SVPC.LEGAL,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
WSM HOLISTIC FAMILY WELLNESS CENTER LLC,LLC,Active,1270986,2019-03-31,70 ALDEN AVENUE,ENFIELD,,06082,CT,WIXM50@AOL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
NANCY ESMERALDA LLC,LLC,Active,1270988,2019-03-31,1481 SOUTHFORD ROAD SUITE 3,SOUTHBURY,,06488,CT,CHRISTIANMULTI@HOTMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
KENT CONVENIENCE LLC,LLC,Active,1270989,2019-03-31,5 SOUTH MAIN STREET,KENT,,06757,CT,NISAR9865@YAHOO.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
INVISIBLE HAND COMPUTING LLC,LLC,Dissolved,1270990,2020-03-31,64 FARA DR,STAMFORD,United States,06905,CT,ighalp@gmail.com,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6033333,,,,2021-04-30T00:00:00.000,,,,,,,,,,,,,,,,,,,
NOESI PRODUCTS LLC,LLC,Active,1270994,2019-03-31,376 E WASHINGTON AVE B56,BRIDGEPORT,United States,06608,CT,ESTEVEZKATIUSCA@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6500000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
CAL PAL CORP,Stock,Active,1270996,2021-06-24,165 NORTHWOOD DRIVE,MIDDLEBURY,United States,06762,CT,CUTRALIMICHAEL@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:10:21.6500000,454390.0,Annual report past due,,,500.0,,,,,,,,,,,,,,,,,,
"DYNAMIC MULTIMEDIA, LLC",LLC,Active,1270997,2022-03-31,65 ANDREIS TRAIL,SOUTH WINDSOR,United States,06074,CT,dan@dynamicmultimedia.net,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",2021-11-10 00:10:21.6500000,518210.0,,,,,,,,,,,,,,,,,,,,,,
JONAS SOFTWARE USA LLC,LLC,Active,1270998,2022-03-31,125 EAST COUNTY LINE ROAD STE. 130,WARMINSTER,United States,18974,PA,dkalstek@hodgsonruss.com,Foreign,2018-04-23,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:10:21.6500000,541511.0,,,,,2018-04-15,JONAS SOFTWARE USA LLC,United States,"3411 SILVERSIDE RD TATNALL BLDG 104, WILMINGTON, DE, 19810,",3411 SILVERSIDE RD TATNALL BLDG 104,WILMINGTON,DE,19810.0,"3411 SILVERSIDE RD TATNALL BLDG 104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE RD TATNALL BLDG 104,WILMINGTON,DE,19810.0,United States,,,,
"KODRA ENTERPRISES, LLC",LLC,Active,1271000,2021-03-31,51 WEST MAIN STREET,CLINTON,United States,06413,CT,DCPARADIS@YAHOO.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:10:21.6500000,722513.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
NEXT FOUR APPAREL & MORE LLC,LLC,Dissolved,1271001,2019-03-31,69 WHITE BIRCH LANE,POUND RIDGE,,10576,NY,SHARIKURZER@VERIZON.NET,Domestic,2018-04-23,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6500000,,,,2020-12-23T00:00:00.000,,,,,,,,,,,,,,,,,,,
COCOVONDAY NATURALS LLC,LLC,Active,1271002,2022-03-31,93 CHARLES ST,EAST HARTFORD,United States,06108,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-11-10 00:10:21.6500000,,,,,,,,,,,,,,,,,,,,,,,
MAINPORT EATS INC,Stock,Active,1271004,2020-04-23,No information provided,,,,,FILING@ACS123.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6500000,,First report past due,Failure to file First Report,,200.0,,,,,,,,,,,,,,,,,,
DENSON COUNSELING SERVICES LLC,LLC,Active,1271005,2022-03-31,"451 STATE ST  SUITE C, UNIT 2",NORTH HAVEN,United States,06473,CT,rodney_denson@comcast.net,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:10:21.6500000,621330.0,,,,,,,,,,,,,,,,,,,,,,
"FP FOXON, LLC",LLC,Dissolved,1271009,2019-03-31,431 ORANGE STREET,NEW HAVEN,,06511,CT,FREDP@CTREALTYGROUP.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6500000,,,,2020-12-31T00:00:00.000,,,,,,,,,,,,,,,,,,,
DONALDSON CONSTRUCTION LLC,LLC,Active,1271013,2019-03-31,33 DIXWELL AVE,NEW HAVEN,,,CT,JDFABFLOORS@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6500000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"4 POCONO ROAD, LLC",LLC,Active,1271015,2022-03-31,46 OLD WAGON ROAD,WILTON,United States,06897,CT,dahl@kahansteiger.com,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:22.2133333,531390.0,,,,,,,,,,,,,,,,,,,,,,
"PERU FOOD, LLC",LLC,Active,1271016,2019-03-31,211 SUMMER STREET,STAMFORD,,06901,CT,CTLIQUORCONSULTANTS@HOTMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
WINDHAM COUNTY STRENGTH & PRIVATE FITNESS LLC,LLC,Active,1271017,2022-03-31,20 KNOLLWOOD DRIVE UNIT 4,CANTERBURY,United States,06331,CT,Mikeb1656@gmail.com,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:10:22.2133333,812990.0,,,,,,,,,,,,,,,,,,,,,,
D&J VARIETY LLC,LLC,Active,1271018,2019-03-31,1905 STATE ST  905,HAMDEN,,06517,CT,D.JVARIETYS@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
TRUTH ALLIES LLC,LLC,Active,1271019,2019-03-31,678 FAIRFIELD WOODS RD,FAIRFIELD,,06825,CT,ERESCSAN@HOTMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
R&A MARKETING & CONSULTING LLC,LLC,Active,1271020,2019-03-31,157 CAMPFIELD AVE FL 3,HARTFORD,,06114,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
AC GROUP INC,Stock,Active,1271022,2021-04-27,68 EAST PUTNAM AVE,GREENWICH,United States,06830,CT,CHINGTKWOK@YAHOO.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:10:22.2133333,722511.0,Annual report past due,,,1000.0,,,,,,,,,,,,,,,,,,
BLESSED MOVERS LLC,LLC,Active,1271024,2019-03-31,1 SHORELINE DR 1 SHORELINE DR,GUILFORD,,06437,CT,FLAGSHIPVANLINES@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
BAYTECHIT LLC,LLC,Active,1271025,2022-03-31,4 OPEN SQUARE WAY SUITE 310,HOLYOKE,United States,01040,MA,BMONDSCHEIN@GPMFHOLDINGS.COM,Foreign,2018-04-23,MA,MA,False,False,False,False,False,Computer Systems Design Services (541512),2021-11-10 00:10:22.2133333,541512.0,,,,,2018-05-06,BAYTECHIT LLC,United States,"4 OPEN SQUARE WAY SUITE 310, HOLYOKE, MA, 01040,",4 OPEN SQUARE WAY SUITE 310,HOLYOKE,MA,1040.0,"4 OPEN SQUARE WAY SUITE 310, HOLYOKE, MA, 01040, United States",4 OPEN SQUARE WAY SUITE 310,HOLYOKE,MA,1040.0,United States,,,,
LOS MUCHACHOS GROCERY STORE LLC,LLC,Active,1271026,2019-03-31,1325 PEMBROKE STREET,BRIDGEPORT,,06608,CT,VERASMARKET1@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
CISCOS GARAGE LLC,LLC,Active,1271027,2022-03-31,210 LAKEVIEW AVE,BRIDGEPORT,United States,06606,CT,THETORRES2002@YAHOO.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2021-11-10 00:10:22.2133333,,,,,,,,,,,,,,,,,,,,,,,
"S&J SONS, INC.",Stock,Active,1271028,2019-04-23,540 JAMES STREET,BRIDGEPORT,,06604,CT,vishalkhosla1972@yahoo.com,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,20000.0,,,,,,,,,,,,,,,,,,
"LONGO ELECTRICAL SERVICES, LLC",LLC,Active,1271030,2019-03-31,46 VERNWOOD DRIVE,VERNON,,06066,CT,LONGO9768@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"A-PREFERRED CONTRACTING AND DEVELOPMENT CORPORATION, INC.",Stock,Active,1271031,2022-07-07,309 WASHINGTON AVE,BRIDGEPORT,United States,06604,CT,STEPHONWYNTER@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),2021-11-10 00:10:22.2133333,238160.0,,,,5000.0,,,,,,,,,,,,,,,,,,
JACQUO BROS LLC,LLC,Active,1271032,2019-03-31,126 NEW BRITAIN AVE APT D3,PLAINVILLE,,06062,CT,JAKEJACQUO@YAHOO.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MICHELLE'S NEW ENGLAND LLC,LLC,Active,1271033,2020-03-31,224 DURKEE RD,SOMERS,United States,06071,CT,MWOLTERSCT@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MR P CLEANING SERVICE LLC,LLC,Active,1271034,2019-03-31,258 BURRITT ST 3FL,NEW BRITAIN,,06053,CT,CLDTRAVEL@COMCAST.NET,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"FIELD'S HOME IMPROVEMENT, LLC",LLC,Active,1271035,2019-03-31,2045 OLD TOWN ROAD,BRIDGEPORT,,06606-1321,CT,FHIMPROVEMENT97@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2133333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
OLD VILLAGE EXPRESS LLC,LLC,Active,1271037,2022-03-31,"3900 PARK AVENUE, APT 3F",BRIDGEPORT,United States,06604,CT,alexandro.martins@icloud.com,Domestic,2018-04-23,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:10:22.2466667,484121.0,,,,,,,,,,,,,,,,,,,,,,
IGOR FERREIRA GODINHO LLC,LLC,Active,1271038,2019-03-31,44 LAVAL ST,WATERBURY,,06706,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2466667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
KLASSIC KONCEPTS LLC,LLC,Active,1271039,2021-03-31,175 AFFLECK STREET 175 AFFLECK STREET,HARTFORD,United States,06106,CT,sales@klassickoncepts.com,Domestic,2018-04-23,CT,Connecticut,False,False,True,False,False,All Other Miscellaneous Manufacturing (339999),2021-11-10 00:10:22.2466667,339999.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CANDLES INSPIRED BY NATURE LLC,LLC,Active,1271041,2020-03-31,11 KENDRA COURT,RIDGEFIELD,United States,06877,CT,CANDLESINSPIRED9@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2466667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
LIVE RUGBY LLC,LLC,Active,1271044,2020-03-31,174 STONYBROOK RD,FAIRFIELD,,06824,CT,PROCESSING@MYCORPORATION.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2466667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"BLUE OCEAN ART GALLERY, LLC",LLC,Active,1271045,2021-03-31,1 CHASSE DR,GUILFORD,United States,06437,CT,melissa@blueoceanartgallery.com,Domestic,2018-04-23,CT,Connecticut,True,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:10:22.2466667,711510.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TKS INVESTMENTS LLC,LLC,Active,1271046,2022-03-31,14 INDUSTRIAL PARK PLACE STE 3B,MIDDLETOWN,United States,06457,CT,timskov@gmail.com,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:10:22.2466667,238990.0,,,,,,,,,,,,,,,,,,,,,,
PHOENIX MUSIC MANAGEMENT LLC,LLC,Active,1271047,2019-03-31,130 VALLEY ROAD,NORTH BRANFORD,,06471,CT,PHOENIXMUSICMGT@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2466667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"MINDFUL ARTS, LLC",LLC,Active,1271048,2022-03-31,142 CARRIAGE PATH SO,MILFORD,United States,06460,CT,DOHANOSLINDA@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2021-11-10 00:10:22.2466667,,,,,,,,,,,,,,,,,,,,,,,
"EWOLFSYSTEM SECURITY GROUP, LLC",LLC,Active,1271049,2019-03-31,26 BELDEN AVE UNIT 2114,NORWALK,,06850,CT,DENOM@EWOLFSYSTEM.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2466667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
SCM SERVICES LLC,LLC,Active,1271050,2019-03-31,309 BERWICK AVE,FAIRFIELD,,06825,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2466667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"SCOTTSON, LLC",LLC,Active,1271051,2019-03-31,29 SPELLMAN POINT RD,EAST HAMPTON,,06424,CT,MARIANJEANSCOTT@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2466667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
FADE MANSION LLC,LLC,Dissolved,1271057,2020-03-31,6113 ZEPHYR WAY 1816 1816,FORT WORTH,,76131,TX,fademansion@gmail.com,Domestic,2018-04-23,TX,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2600000,,,,2021-06-12T00:00:00.000,,,,,,,,,,,,,,,,,,,
"THOMAS A. HALL MEMORIAL FUND, INC.",Non-Stock,Active,1271060,2020-04-23,No information provided,,,,,PATERN247@YAHOO.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2933333,,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,
PIZZAMEX LLC,LLC,Active,1271063,2021-03-31,1891 MAIN ST,BRIDGEPORT,United States,06604,CT,montes7729@gmail.com,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,"Cafeterias, Grill Buffets, and Buffets (722514)",2021-11-10 00:10:22.2933333,722514.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
BK VIBES LLC,LLC,Active,1271064,2019-03-31,501 CAMPBELL AVE,WEST HAVEN,,06516,CT,MAYSAMETROPCS@OUTLOOK.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.2933333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"GRAND CANYON UNIVERSITY, INC.",Non-Stock,Active,1271066,2022-04-23,3300 W CAMELBACK RD BLDG 26,PHOENIX,United States,85017,AZ,tax2@gcu.edu,Foreign,2018-04-23,AZ,AZ,False,False,False,False,False,"Colleges, Universities, and Professional Schools (611310)",2021-11-10 00:10:22.2933333,611310.0,,,,,2018-04-23,"GRAND CANYON UNIVERSITY, INC.",United States,,,,,,,,,,,,,,,
"THE SLEEPY ROOSTER CAFE, LLC",LLC,Active,1271069,2022-03-31,43 Harvest Lane,COLCHESTER,United States,06415,CT,thesleepyroostercafe@gmail.com,Domestic,2018-04-23,CT,Connecticut,True,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:10:22.2933333,722513.0,,,,,,,,,,,,,,,,,,,,,,
J. EDWARD DESIGNS LLC,LLC,Active,1271070,2022-03-31,111 HARRISON RD,CHESHIRE,United States,06410,CT,derrico4@sbcglobal.net,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2021-11-10 00:10:22.2933333,,,,,,,,,,,,,,,,,,,,,,,
"ABOI REAL ESTATE, LLC",LLC,Active,1271114,2019-03-31,2830 WHITNEY AVE UPPER 2ND,HAMDEN,,06518,CT,PWFRAZIER.LAWFIRM@SNET.NET,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8866667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"SOUTH INDUSTRIES, INC.",Stock,Active,1271138,2022-04-23,910 TWIN BUTTE RD,MENAN,United States,83434,ID,alexis@southindustries.com,Foreign,2018-04-23,ID,ID,False,False,False,False,False,"Other Foundation, Structure, and Building Exterior Contractors (238190)",2021-11-10 00:10:22.9333333,236115.0,,,,,2018-04-30,"SOUTH INDUSTRIES, INC.",United States,,,,,,,,,,,,,,,
JREV MANAGEMENT ASSOCIATES LLC,LLC,Active,1271183,2019-03-31,17 WALKER AVENUE,OLD SAYBROOK,,06475,CT,ATHANASULA@COMCAST.NET,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.2466667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ARRIVED TRANSPORTATION LLC,LLC,Active,1271189,2019-03-31,47 SAWKA DR,EAST HARTFORD,,06118,CT,DFRANKLIN6059@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.2466667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"SURGI-CARE SALES, LLC",LLC,Withdrawn,1271190,2022-03-31,71 FIRST AVENUE,WALTHAM,United States,02451,MA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-04-23,MA,MA,False,False,False,False,False,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers (423450)",2021-11-10 00:10:20.2466667,423450.0,,,,,2018-04-23,"SURGI-CARE SALES, LLC",United States,"71 FIRST AVENUE, WALTHAM, MA, 02451, United States",71 FIRST AVENUE,WALTHAM,MA,2451.0,"71 FIRST AVENUE, WALTHAM, MA, 02451, United States",71 FIRST AVENUE,WALTHAM,MA,2451.0,United States,United States,,,
"HERITAGE RESTORATION, LLC",LLC,Active,1271201,2019-03-31,170 PLEASANT STREET,ROCKLAND,,02370,MA,ABEAR@HERITAGEI.COM,Foreign,2018-04-23,DE,DE,False,False,False,False,False,,2021-11-10 00:10:20.8066667,,Ready for dissolution,Failure to file Annual Report,,,2018-03-14,"HERITAGE RESTORATION, LLC",,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801.0,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801.0,,,,,
INIGNITION LLC,LLC,Active,1271202,2019-03-31,20 GRASMERE AVE.,FAIRFIELD,,06824,CT,,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.8066667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
THE BACKYARD LLC,LLC,Active,1271203,2019-03-31,278 WEST THAMES ST.,NORWICH,,06360,CT,,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.8066667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
J & C SEAMLESS GUTTERS LLC,LLC,Active,1271204,2019-03-31,200 CASTLE DR.,STRATFORD,,06614,CT,CESAR_SANTOJULIO01@HOTMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.8066667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
S.L.A.N.G. LLC,LLC,Active,1271205,2019-03-31,275 WINTHROP STREET,NEW BRITAIN,,06052,CT,TARASLANGSMITH@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.8066667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"TWO BROTHERS BALLROOM, LLC",LLC,Active,1271206,2022-03-31,11 WATER STREET,GUILFORD,United States,06437,CT,jonathan@ctarthurmurray.com,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,Dance Companies (711120),2021-11-10 00:10:20.8066667,711120.0,,,,,,,,,,,,,,,,,,,,,,
"RIDE WITH GRACE, LLC",LLC,Active,1271209,2019-03-31,90 A HUNTINGTON RD.,NEWTOWN,,06470,CT,RIDEWITHGRACE.BOTTINI@GMAIL.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.8066667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ONE SYBIL AVENUE LLC,LLC,Active,1271249,2022-03-31,32 COOKE ROAD,WALLINGFORD,United States,06492,CT,tim.dineen@gmail.com,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:10:20.8866667,531120.0,,,,,,,,,,,,,,,,,,,,,,
"IMPRESSIVE CARE, LLC",LLC,Active,1271250,2019-03-31,114 MARTHA PLACE,BRIDGEPORT,,,CT,APARKER_RN@YAHOO.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.8866667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
FUNDBASE LLC,LLC,Dissolved,1270969,2019-03-31,113 CLEARVIEW LANE,NEW CANAAN,,06840,CT,,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.2466667,,,,2020-12-01T00:00:00.000,,,,,,,,,,,,,,,,,,,
"ABODELOAD, LLC",LLC,Dissolved,1271207,2020-03-31,750 WHITNEY AVE. APT. C13,NEW HAVEN,,06511,CT,LEGAL@ABODELOAD.COM,Domestic,2018-04-23,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:52.8566667,,,,2020-02-11T00:00:00.000,,,,,,,,,,,,,,,,,,,
